מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם הבנק,מספר מזהה בנק,סוג מספר מזהה בנק,מאפיין עיקרי,"ישראל/חו""ל",בעל עניין/צד קשור,דירוג הבנק,שם מדרג,מטבע פעילות,שווי מטבעי,שער חליפין,שיעור ריבית,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 17,Unnamed: 18,Unnamed: 19,סוף מידע
1329,9763.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,71.54799,3.306,,236.538,0.070986,0.003587,,,,
1329,9763.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,6.11261,3.306,,20.208,0.006064,0.000306,,,,
1329,9763.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,4.5037,3.306,,14.889,0.004468,0.000225,,,,
1329,9763.0,Alpha bank,CRBAGRAA,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,PLN,0.75459,0.9075,,0.685,0.000205,1e-05,,,,
1329,9763.0,UBS Switzerland AG,UBSWJESHXXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,A+,S&P,PLN,0.11473,0.9075,,0.104,3.1e-05,1e-06,,,,
1329,9763.0,Valley National Bank,MBNYUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,BBB-,S&P,USD,0.00071,3.306,,0.002,0.0,0.0,,,,
1329,9763.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,2.18878,3.306,,7.236,0.002171,0.000109,,,,
1329,9763.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,2.70105,3.306,,8.93,0.002679,0.000135,,,,
1329,9763.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,55.86026,3.306,,184.674,0.055422,0.002801,,,,
1329,9763.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,2.96775,3.306,,9.811,0.002944,0.000148,,,,
1329,9763.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,2.65944,3.306,,8.792,0.002638,0.000133,,,,
1329,9763.0,JP Morgan,CHASUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-21.59518,3.306,,-71.394,-0.021425,-0.001082,,,,
1329,9763.0,UBS Switzerland AG,UBSWJESHXXX,SWIFT,"פקדון במט""ח עד שלושה חודשים","חו""ל",לא,A+,S&P,PLN,6.6614,0.9075,,6.045,0.001814,9.1e-05,,,,
1329,9763.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-16.87042,3.306,,-55.774,-0.016738,-0.000845,,,,
1329,12139.0,פועלים,12-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,-13.38562,3.306,,-44.253,-0.012903,-0.000391,,,,
1329,12139.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,-4810.36518,1.0,,-4810.365,-1.402652,-0.042596,,,,
1329,12139.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,9.97269,1.0,,9.973,0.002907,8.8e-05,,,,
1329,12139.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,5649.58966,1.0,,5649.59,1.647361,0.050027,,,,
1329,12139.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,3.12378,3.8807,,12.122,0.003534,0.000107,,,,
1329,12139.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,60.38409,3.8807,,234.333,0.068328,0.002075,,,,
1329,12139.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,2.31619,3.306,,7.657,0.002232,6.7e-05,,,,
1329,12139.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,516.28207,3.306,,1706.829,0.497693,0.015114,,,,
1329,12139.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,3.49984,1.0,,3.5,0.00102,3e-05,,,,
1329,12139.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,31.61332,1.0,,31.613,0.009218,0.000279,,,,
1329,12139.0,דיסקונט,11-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,-11.58292,3.306,,-38.293,-0.011165,-0.000339,,,,
1329,12139.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,-153.12657,3.306,,-506.236,-0.147613,-0.004482,,,,
1329,12139.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,JPY,2235.44987,0.022332,,49.922,0.014556,0.000442,,,,
1329,12139.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,178.92903,3.306,,591.539,0.172486,0.005238,,,,
1329,12139.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,4.56201,3.306,,15.082,0.004397,0.000133,,,,
1329,12139.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,122.81169,3.306,,406.015,0.118389,0.003595,,,,
1329,12139.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-34.47039,3.306,,-113.959,-0.033229,-0.001009,,,,
1329,12139.0,JP Morgan,CHASUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-37.068,3.306,,-122.547,-0.035733,-0.001085,,,,
1329,12139.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,9.0635,3.306,,29.964,0.008737,0.000265,,,,
1329,12139.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,95.8838,3.306,,316.992,0.092431,0.002806,,,,
1329,13211.0,פועלים,12-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,46.00617,3.306,,152.096,0.005116,0.000754,,,,
1329,13211.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,2120.60383,3.306,,7010.716,0.235848,0.0348,,,,
1329,13211.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,434.60647,3.8807,,1686.577,0.056738,0.008371,,,,
1329,13211.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,29728.35387,1.0,,29728.354,1.000097,0.147567,,,,
1329,13211.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,-12388.58895,1.0,,-12388.589,-0.416766,-0.061495,,,,
1329,13211.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,46.30408,1.0,,46.304,0.001557,0.000229,,,,
1329,13211.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,25.18967,1.0,,25.19,0.000847,0.000125,,,,
1329,13211.0,דיסקונט,11-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,-26.64027,3.306,,-88.073,-0.002962,-0.000437,,,,
1329,13211.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,JPY,16089.35195,0.022332,,359.307,0.012087,0.001783,,,,
1329,13211.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,-859.76321,3.306,,-2842.377,-0.09562,-0.014109,,,,
1329,13211.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,599.75414,3.306,,1982.787,0.066703,0.009842,,,,
1329,13211.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,1.07047,3.306,,3.539,0.000119,1.7e-05,,,,
1329,13211.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,883.92074,3.306,,2922.242,0.098307,0.014505,,,,
1329,13211.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,3.51853,3.306,,11.632,0.000391,5.7e-05,,,,
1329,13211.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,1.94006,3.306,,6.414,0.000215,3.1e-05,,,,
1329,13211.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,2.11022,3.306,,6.976,0.000234,3.4e-05,,,,
1329,13211.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-92.23131,3.306,,-304.917,-0.010257,-0.001513,,,,
1329,13211.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,690.11089,3.306,,2281.507,0.076752,0.011325,,,,
1329,13211.0,JP Morgan,CHASUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-266.79202,3.306,,-882.014,-0.029672,-0.004378,,,,
1329,13211.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,2.35723,3.306,,7.793,0.000262,3.8e-05,,,,
1329,13212.0,פועלים,12-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,-0.02189,3.306,,-0.072,-0.000215,-2.1e-05,,,,
1329,13212.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,25.67278,3.306,,84.874,0.25244,0.025673,,,,
1329,13212.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,0.08887,3.306,,0.294,0.000873,8.8e-05,,,,
1329,13212.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,361.45824,1.0,,361.458,1.075083,0.109338,,,,
1329,13212.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,-156.36679,1.0,,-156.367,-0.46508,-0.047299,,,,
1329,13212.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,3.68896,3.8807,,14.316,0.042579,0.00433,,,,
1329,13212.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,0.11986,3.8807,,0.465,0.001383,0.00014,,,,
1329,13212.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,0.21381,1.0,,0.214,0.000635,6.4e-05,,,,
1329,13212.0,דיסקונט,11-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,-0.38151,3.306,,-1.261,-0.003751,-0.000381,,,,
1329,13212.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,0.53024,1.0,,0.53,0.001577,0.00016,,,,
1329,13212.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,-7.91971,3.306,,-26.183,-0.077874,-0.00792,,,,
1329,13212.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,JPY,136.56736,0.022332,,3.05,0.009071,0.000922,,,,
1329,13212.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,6.3966,3.306,,21.147,0.062897,0.006396,,,,
1329,13212.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,0.17504,3.306,,0.579,0.001721,0.000175,,,,
1329,13212.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,7.50277,3.306,,24.804,0.073774,0.007503,,,,
1329,13212.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-1.07493,3.306,,-3.554,-0.010569,-0.001074,,,,
1329,13212.0,JP Morgan,CHASUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-2.26454,3.306,,-7.487,-0.022267,-0.002264,,,,
1329,13212.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,5.8577,3.306,,19.366,0.057598,0.005857,,,,
1329,13212.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,0.01237,3.306,,0.041,0.000121,1.2e-05,,,,
1329,13820.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,0.04723,3.8807,,0.183,-8.3e-05,2e-06,,,,
1329,13820.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,616.25551,3.306,,2037.341,-0.929167,0.023494,,,,
1329,13820.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,10312.26466,1.0,,10312.265,-4.703103,0.118919,,,,
1329,13820.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,-9696.11317,1.0,,-9696.113,4.422095,-0.111814,,,,
1329,13820.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,-820.0,3.306,,-2710.92,1.236366,-0.031262,,,,
1329,13820.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,274.08152,3.306,,906.114,-0.41325,0.010449,,,,
1329,13820.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-920.0,3.306,,-3041.52,1.387142,-0.035074,,,,
1329,14304.0,פועלים,12-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,-0.00114,3.306,,-0.004,-0.000113,-8e-06,,,,
1329,14304.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,39.53998,1.0,,39.54,1.181759,0.086833,,,,
1329,14304.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,0.06177,1.0,,0.062,0.001846,0.000135,,,,
1329,14304.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,-22.30281,1.0,,-22.303,-0.666579,-0.048978,,,,
1329,14304.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,2.95405,3.306,,9.766,0.291886,0.021447,,,,
1329,14304.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,0.00597,3.306,,0.02,0.00059,4.3e-05,,,,
1329,14304.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,0.00806,3.8807,,0.031,0.000935,6.8e-05,,,,
1329,14304.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,0.49718,3.8807,,1.929,0.057666,0.004237,,,,
1329,14304.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,0.9001,3.306,,2.976,0.088938,0.006535,,,,
1329,14304.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,JPY,18.40611,0.022332,,0.411,0.012285,0.000902,,,,
1329,14304.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,-1.03984,3.306,,-3.438,-0.102745,-0.007549,,,,
1329,14304.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,0.02881,1.0,,0.029,0.000861,6.3e-05,,,,
1329,14304.0,דיסקונט,11-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,-0.05187,3.306,,-0.172,-0.005126,-0.000376,,,,
1329,14304.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,0.0832,1.0,,0.083,0.002486,0.000182,,,,
1329,14304.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,1.01119,3.306,,3.343,0.099915,0.007341,,,,
1329,14304.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,0.01177,3.306,,0.039,0.001163,8.5e-05,,,,
1329,14304.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-0.16287,3.306,,-0.538,-0.016093,-0.001182,,,,
1329,14304.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,0.78948,3.306,,2.61,0.078007,0.005731,,,,
1329,14304.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,0.02503,3.306,,0.083,0.002473,0.000181,,,,
1329,14304.0,JP Morgan,CHASUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-0.3052,3.306,,-1.009,-0.030157,-0.002215,,,,
1329,14305.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,45.83322,3.306,,151.525,0.100003,0.031578,,,,
1329,14305.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,5.25869,3.8807,,20.407,0.013468,0.004253,,,,
1329,14305.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,-5.25989,3.8807,,-20.412,-0.013471,-0.004254,,,,
1329,14305.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,1363.51939,1.0,,1363.519,0.899894,0.284168,,,,
1329,14305.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,JPY,1169.68427,0.022332,,26.121,0.017239,0.005443,,,,
1329,14305.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,JPY,-1162.56372,0.022332,,-25.962,-0.017134,-0.00541,,,,
1329,14854.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,130.0,3.306,,429.78,0.550027,0.004024,,,,
1329,14854.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,723.30841,3.306,,2391.258,3.060302,0.022389,,,,
1329,14854.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,-6486.41043,1.0,,-6486.41,-8.301228,-0.060732,,,,
1329,14854.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,4239.41869,1.0,,4239.419,5.425556,0.039693,,,,
1329,14854.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,-1198.66287,3.306,,-3962.779,-5.071516,-0.037103,,,,
1329,14854.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,1261.34688,3.306,,4170.013,5.336731,0.039043,,,,
1329,14854.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,0.02585,3.8807,,0.1,0.000128,0.0,,,,
1329,15313.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,0.01663,3.8807,,0.065,0.010762,0.000112,,,,
1329,15313.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,0.3067,3.8807,,1.19,0.198384,0.002066,,,,
1329,15313.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,2.51664,3.306,,8.32,1.386768,0.014446,,,,
1329,15313.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,0.01233,3.306,,0.041,0.006798,7e-05,,,,
1329,15313.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,17.71372,1.0,,17.714,2.9525,0.030757,,,,
1329,15313.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,-24.68544,1.0,,-24.685,-4.114538,-0.042863,,,,
1329,15313.0,פועלים,12-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,-0.09032,3.306,,-0.299,-0.049771,-0.000518,,,,
1329,15313.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,0.91927,3.306,,3.039,0.506559,0.005277,,,,
1329,15313.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,JPY,11.35428,0.022332,,0.254,0.042263,0.00044,,,,
1329,15313.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,-0.70134,3.306,,-2.319,-0.386468,-0.004026,,,,
1329,15313.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,0.01777,1.0,,0.018,0.002962,3e-05,,,,
1329,15313.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,0.1638,1.0,,0.164,0.027302,0.000284,,,,
1329,15313.0,דיסקונט,11-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,-0.05919,3.306,,-0.196,-0.032621,-0.000339,,,,
1329,15313.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,0.62378,3.306,,2.062,0.34373,0.00358,,,,
1329,15313.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,0.02429,3.306,,0.08,0.01339,0.000139,,,,
1329,15313.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-0.17778,3.306,,-0.588,-0.097967,-0.00102,,,,
1329,15313.0,JP Morgan,CHASUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-0.18827,3.306,,-0.622,-0.103747,-0.00108,,,,
1329,15313.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,0.04596,3.306,,0.152,0.025328,0.000263,,,,
1329,15313.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,0.48701,3.306,,1.61,0.268363,0.002795,,,,
סוף מידע,,,,,,,,,,,,,,,,,,,,
