מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם הבנק,מספר מזהה בנק,סוג מספר מזהה בנק,מאפיין עיקרי,"ישראל/חו""ל",בעל עניין/צד קשור,דירוג הבנק,שם מדרג,מטבע פעילות,שווי מטבעי,שער חליפין,שיעור ריבית,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 17,Unnamed: 18,Unnamed: 19,סוף מידע
1328,14302.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,2.69648,1.0,,2.696,0.002421,0.000135,,,,
1328,14302.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,1284.63875,1.0,,1284.639,1.153572,0.064553,,,,
1328,14302.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,-821.10039,1.0,,-821.1,-0.737327,-0.04126,,,,
1328,14302.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,34.39435,3.306,,113.708,0.102106,0.005713,,,,
1328,14302.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,JPY,821.34794,0.022332,,18.342,0.01647,0.000921,,,,
1328,14302.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,-45.29727,3.306,,-149.753,-0.134474,-0.007525,,,,
1328,14302.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,1.28591,1.0,,1.286,0.001154,6.4e-05,,,,
1328,14302.0,דיסקונט,11-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,-1.79801,3.306,,-5.944,-0.005337,-0.000298,,,,
1328,14302.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,1.9295,1.0,,1.93,0.001732,9.6e-05,,,,
1328,14302.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,45.12341,3.306,,149.178,0.133958,0.007496,,,,
1328,14302.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,0.22134,3.306,,0.732,0.000657,3.6e-05,,,,
1328,14302.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-6.04692,3.306,,-19.991,-0.017951,-0.001004,,,,
1328,14302.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,0.68349,3.306,,2.26,0.002029,0.000113,,,,
1328,14302.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,35.22958,3.306,,116.469,0.104586,0.005852,,,,
1328,14302.0,JP Morgan,CHASUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-13.6195,3.306,,-45.026,-0.040432,-0.002262,,,,
1328,14303.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,2498.94337,1.0,,2498.943,0.649409,0.045301,,,,
1328,14303.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,11.08911,3.8807,,43.034,0.011183,0.00078,,,,
1328,14303.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,-11.09216,3.8807,,-43.045,-0.011186,-0.00078,,,,
1328,14303.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,417.19632,3.306,,1379.251,0.35843,0.025003,,,,
1328,14303.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,JPY,-21620.04686,0.022332,,-482.819,-0.125471,-0.008752,,,,
1328,14303.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,JPY,21750.00013,0.022332,,485.721,0.126226,0.008805,,,,
1328,14303.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,-10.0,3.306,,-33.06,-0.008591,-0.000599,,,,
1328,14850.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,1700.0,3.306,,5620.2,-0.389696,0.002545,,,,
1328,14850.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,9432.37552,3.306,,31183.433,-2.162212,0.014124,,,,
1328,14850.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,-12435.55325,3.306,,-41111.939,2.850639,-0.018621,,,,
1328,14850.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,13746.71387,3.306,,45446.636,-3.151201,0.020584,,,,
1328,14850.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,118799.94378,1.0,,118799.944,-8.237408,0.053808,,,,
1328,14850.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,-174360.27812,1.0,,-174360.278,12.089878,-0.078974,,,,
1328,15314.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,-180.33529,1.0,,-180.335,-0.067867,-0.013395,,,,
1328,15314.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,2698.02378,1.0,,2698.024,1.015383,0.200413,,,,
1328,15314.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,4.05691,3.8807,,15.744,0.005925,0.001169,,,,
1328,15314.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,26.02974,3.306,,86.054,0.032385,0.006392,,,,
1328,15314.0,פועלים,12-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,0.05572,3.306,,0.184,6.9e-05,1.3e-05,,,,
1328,15314.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,7.31222,3.306,,24.174,0.009097,0.001795,,,,
1328,15314.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,JPY,150.18939,0.022332,,3.354,0.001262,0.000249,,,,
1328,15314.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,-7.99358,3.306,,-26.427,-0.009945,-0.001963,,,,
1328,15314.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,0.23513,1.0,,0.235,8.8e-05,1.7e-05,,,,
1328,15314.0,דיסקונט,11-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,-0.42076,3.306,,-1.391,-0.000523,-0.000103,,,,
1328,15314.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,0.6689,1.0,,0.669,0.000251,4.9e-05,,,,
1328,15314.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,8.25114,3.306,,27.278,0.010265,0.002026,,,,
1328,15314.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-1.39439,3.306,,-4.61,-0.001734,-0.000342,,,,
1328,15314.0,JP Morgan,CHASUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-2.49042,3.306,,-8.233,-0.003098,-0.000611,,,,
1328,15314.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,6.44198,3.306,,21.297,0.008015,0.001581,,,,
1328,15314.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,0.34188,3.306,,1.13,0.000425,8.3e-05,,,,
1329,8580.0,פועלים,12-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,-0.0283,3.306,,-0.094,-0.024139,-0.000371,,,,
1329,8580.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,1.17201,3.306,,3.875,0.999449,0.015364,,,,
1329,8580.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,0.00546,3.306,,0.018,0.00466,7.1e-05,,,,
1329,8580.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,0.00737,3.8807,,0.029,0.007377,0.000113,,,,
1329,8580.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,0.15993,3.8807,,0.621,0.160097,0.002461,,,,
1329,8580.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,0.01665,1.0,,0.017,0.004295,6.6e-05,,,,
1329,8580.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,-11.24265,1.0,,-11.243,-2.899975,-0.044581,,,,
1329,8580.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,8.93464,1.0,,8.935,2.304637,0.035429,,,,
1329,8580.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,0.00927,1.0,,0.009,0.002391,3.6e-05,,,,
1329,8580.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,0.06851,1.0,,0.069,0.017672,0.000271,,,,
1329,8580.0,דיסקונט,11-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,-0.02776,3.306,,-0.092,-0.023675,-0.000363,,,,
1329,8580.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,-0.37009,3.306,,-1.224,-0.315606,-0.004851,,,,
1329,8580.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,JPY,5.92124,0.022332,,0.132,0.034108,0.000524,,,,
1329,8580.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,0.42467,3.306,,1.404,0.362143,0.005567,,,,
1329,8580.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,0.01076,3.306,,0.036,0.009179,0.000141,,,,
1329,8580.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,0.3253,3.306,,1.075,0.277406,0.004264,,,,
1329,8580.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-0.08041,3.306,,-0.266,-0.068577,-0.001054,,,,
1329,8580.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,0.01841,3.306,,0.061,0.0157,0.000241,,,,
1329,8580.0,JP Morgan,CHASUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-0.09818,3.306,,-0.325,-0.083728,-0.001287,,,,
1329,8580.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,0.25397,3.306,,0.84,0.216581,0.003329,,,,
1329,9761.0,פועלים,12-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,-38.76915,3.306,,-128.171,-0.00724,-0.000272,,,,
1329,9761.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,4.25699,3.306,,14.074,0.000794,2.9e-05,,,,
1329,9761.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,3232.7422,3.306,,10687.446,0.603705,0.022725,,,,
1329,9761.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,5.74128,3.8807,,22.28,0.001258,4.7e-05,,,,
1329,9761.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,600.29888,3.8807,,2329.58,0.131591,0.004953,,,,
1329,9761.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,78.58245,1.0,,78.582,0.004438,0.000167,,,,
1329,9761.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,23467.40754,1.0,,23467.408,1.32561,0.0499,,,,
1329,9761.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,-24012.148,1.0,,-24012.148,-1.356381,-0.051058,,,,
1329,9761.0,דיסקונט,11-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,-52.94232,3.306,,-175.027,-0.009886,-0.000372,,,,
1329,9761.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,70.63131,1.0,,70.631,0.003989,0.00015,,,,
1329,9761.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,34.77439,1.0,,34.774,0.001964,7.3e-05,,,,
1329,9761.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,GBP,-0.00027,4.4409,,-0.001,0.0,0.0,,,,
1329,9761.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,JPY,22211.38136,0.022332,,496.025,0.028019,0.001054,,,,
1329,9761.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,989.8326,3.306,,3272.387,0.184848,0.006958,,,,
1329,9761.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,-1292.65524,3.306,,-4273.518,-0.241399,-0.009087,,,,
1329,9761.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,8.38464,3.306,,27.72,0.001565,5.8e-05,,,,
1329,9761.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,1220.25429,3.306,,4034.161,0.227878,0.008578,,,,
1329,9761.0,UBS Switzerland AG,UBSWJESHXXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,A+,S&P,PLN,0.49,0.9075,,0.445,2.5e-05,0.0,,,,
1329,9761.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,27.58513,3.306,,91.196,0.005151,0.000193,,,,
1329,9761.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,15.45063,3.306,,51.08,0.002885,0.000108,,,,
1329,9761.0,Alpha bank,CRBAGRAA,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,PLN,3.20699,0.9075,,2.91,0.000164,6e-06,,,,
1329,9761.0,Valley National Bank,MBNYUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,BBB-,S&P,USD,0.00442,3.306,,0.015,0.0,0.0,,,,
1329,9761.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,14.17736,3.306,,46.87,0.002647,9.9e-05,,,,
1329,9761.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,16.54406,3.306,,54.695,0.003089,0.000116,,,,
1329,9761.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,952.69942,3.306,,3149.624,0.177913,0.006697,,,,
1329,9761.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,24.07876,3.306,,79.604,0.004496,0.000169,,,,
1329,9761.0,JP Morgan,CHASUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-368.3069,3.306,,-1217.623,-0.06878,-0.002589,,,,
1329,9761.0,UBS Switzerland AG,UBSWJESHXXX,SWIFT,"פקדון במט""ח עד שלושה חודשים","חו""ל",לא,A+,S&P,PLN,28.44714,0.9075,,25.816,0.001458,5.4e-05,,,,
1329,9761.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-176.85817,3.306,,-584.693,-0.033027,-0.001243,,,,
1329,9761.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,17.2261,3.306,,56.95,0.003216,0.000121,,,,
1329,9762.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,2.14818,3.306,,7.102,0.000365,3.9e-05,,,,
1329,9762.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,1072.9884,3.306,,3547.3,0.182566,0.019606,,,,
1329,9762.0,פועלים,12-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,2.42253,3.306,,8.009,0.000412,4.4e-05,,,,
1329,9762.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,PLN,0.03702,0.9075,,0.034,1e-06,0.0,,,,
1329,9762.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,24.11856,1.0,,24.119,0.001241,0.000133,,,,
1329,9762.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,21367.90635,1.0,,21367.906,1.099727,0.118105,,,,
1329,9762.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,-8023.32975,1.0,,-8023.33,-0.412931,-0.044346,,,,
1329,9762.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,191.34195,3.8807,,742.541,0.038215,0.004104,,,,
1329,9762.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,2.89718,3.8807,,11.243,0.000578,6.2e-05,,,,
1329,9762.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,11.08653,1.0,,11.087,0.00057,6.1e-05,,,,
1329,9762.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,26.29943,1.0,,26.299,0.001353,0.000145,,,,
1329,9762.0,דיסקונט,11-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,-19.5386,3.306,,-64.595,-0.003324,-0.000357,,,,
1329,9762.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,GBP,0.00092,4.4409,,0.004,0.0,0.0,,,,
1329,9762.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,-417.53735,3.306,,-1380.379,-0.071042,-0.007629,,,,
1329,9762.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,JPY,7081.27858,0.022332,,158.139,0.008138,0.000874,,,,
1329,9762.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,353.59681,3.306,,1168.991,0.060163,0.006461,,,,
1329,9762.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,4.23109,3.306,,13.988,0.000719,7.7e-05,,,,
1329,9762.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,389.03301,3.306,,1286.143,0.066193,0.007108,,,,
1329,9762.0,Valley National Bank,MBNYUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,BBB-,S&P,USD,0.0014,3.306,,0.005,0.0,0.0,,,,
1329,9762.0,UBS Switzerland AG,UBSWJESHXXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,A+,S&P,PLN,0.14361,0.9075,,0.13,6e-06,0.0,,,,
1329,9762.0,Alpha bank,CRBAGRAA,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,PLN,0.94324,0.9075,,0.856,4.4e-05,4e-06,,,,
1329,9762.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,6.05183,3.306,,20.007,0.001029,0.00011,,,,
1329,9762.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,4.82688,3.306,,15.958,0.000821,8.8e-05,,,,
1329,9762.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,3.62955,3.306,,11.999,0.000617,6.6e-05,,,,
1329,9762.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,3.08419,3.306,,10.196,0.000524,5.6e-05,,,,
1329,9762.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-58.50002,3.306,,-193.401,-0.009953,-0.001068,,,,
1329,9762.0,UBS Switzerland AG,UBSWJESHXXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,A+,S&P,PLN,8.33724,0.9075,,7.566,0.000389,4.1e-05,,,,
1329,9762.0,JP Morgan,CHASUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,-117.42105,3.306,,-388.194,-0.019978,-0.002145,,,,
1329,9762.0,Signature Bank/New York NY,SIGNUS33 XXX,SWIFT,"מזומן ועו""ש נקוב במט""ח","חו""ל",לא,NR,NR,USD,3.74742,3.306,,12.389,0.000637,6.8e-05,,,,
1329,9762.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,7.24044,3.306,,23.937,0.001231,0.000132,,,,
1329,9762.0,Goldman Sachs Group Inc,GSCMUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,BBB+,S&P,USD,303.73302,3.306,,1004.141,0.051679,0.00555,,,,
1329,9763.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,265.20582,3.306,,876.77,0.263125,0.013298,,,,
1329,9763.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,USD,1.46943,3.306,,4.858,0.001457,7.3e-05,,,,
1329,9763.0,פועלים,12-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,-6.03012,3.306,,-19.936,-0.005982,-0.000302,,,,
1329,9763.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,1.98178,3.8807,,7.691,0.002308,0.000116,,,,
1329,9763.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,EUR,35.2188,3.8807,,136.674,0.041016,0.002073,,,,
1329,9763.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,4335.77694,1.0,,4335.777,1.301198,0.065765,,,,
1329,9763.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,-2416.46498,1.0,,-2416.465,-0.725198,-0.036653,,,,
1329,9763.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,AAA,S&P מעלות,ILS,5.69138,1.0,,5.691,0.001708,8.6e-05,,,,
1329,9763.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,2.03895,1.0,,2.039,0.000611,3e-05,,,,
1329,9763.0,דיסקונט,11-800,סימול בנק,בטחונות שוטפים,ישראל,לא,Aa2,מידרוג Moodys,USD,-6.53615,3.306,,-21.609,-0.006484,-0.000327,,,,
1329,9763.0,לאומי,10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,AAA,S&P מעלות,ILS,14.46412,1.0,,14.464,0.00434,0.000219,,,,
1329,9763.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,JPY,1302.33488,0.022332,,29.084,0.008728,0.000441,,,,
1329,9763.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,-92.41927,3.306,,-305.538,-0.091694,-0.004634,,,,
1329,9763.0,לאומי,10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,AAA,S&P מעלות,GBP,0.00078,4.4409,,0.003,1e-06,0.0,,,,
1329,9763.0,לאומי,10-800,סימול בנק,בטחונות שוטפים,ישראל,לא,AAA,S&P מעלות,USD,91.44651,3.306,,302.322,0.090729,0.004585,,,,
1329,9763.0,"Citibank, NA",CITIUS33XXX,SWIFT,בטחונות שוטפים,"חו""ל",לא,A+,S&P,USD,2.89421,3.306,,9.568,0.002871,0.000145,,,,
