מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,זירת מסחר,ענף מסחר,נכס בסיס,תאריך פקיעה,בעל עניין/צד קשור,מטבע פעילות,שער מימוש,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 24,סוף מידע
1328,2196.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6100 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6100.0,-0.14,3.306,3275.0,-0.8,5.163805,-6.8e-05,,
1328,2196.0,WELLS FARGO & COMPANY,PBLD0EJDB5FWOLXP3B76,LEI,WFC US 10/17/25 C80 ,WFC US 10/17/25 C80 EQUITY,טיקר,מניה,"חו""ל",גלובלי,NYSE,Banks,מניות לרבות מדדי מניות,2025-10-17,לא,USD,80.0,-0.31,3.306,520.0,-0.537,3.468971,-4.6e-05,,
1328,2196.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US 10yr Ultra Opt Dec25P,UXYZ5P 109.50 COMDTY,טיקר,מדד,"חו""ל",גלובלי,CME,Other,"ריבית ואג""ח",2025-11-21,לא,USD,109.5,-0.52,3.306,7.812,-0.134,0.86737,-1.1e-05,,
1328,2196.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6300.0,0.14,3.306,4975.0,1.215,-7.844254,0.000104,,
1328,2196.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASD100 Min EOM O NOV25P,QNAX5P 23500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,23500.0,-0.01,3.306,31800.0,-0.42,2.707815,-3.6e-05,,
1328,2196.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C45000 ,NKY 10/10/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,45000.0,-0.01,0.022332,62500000.0,-0.228,1.470376,-1.9e-05,,
1328,2196.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C43000 ,NKY 10/10/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,43000.0,0.01,0.022332,212000000.0,0.773,-4.987518,6.6e-05,,
1328,2196.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6300.0,0.29,3.306,2275.0,1.111,-7.173701,9.5e-05,,
1328,2196.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C44000 ,NKY 10/10/25 C44000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,44000.0,-0.01,0.022332,128500000.0,-0.468,3.023094,-4e-05,,
1328,2196.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Dec25P,ESZ5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,6200.0,0.08,3.306,6125.0,0.898,-5.794499,7.7e-05,,
1328,2196.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C45000 ,NKY 12/12/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,45000.0,-0.03,0.022332,162500000.0,-1.185,7.64596,-0.000101,,
1328,2196.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C43000 ,NKY 12/12/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,43000.0,0.01,0.022332,290500000.0,1.059,-6.834311,9.1e-05,,
1328,2196.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24P,NQZ5P 21500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,21500.0,-0.05,3.306,17200.0,-0.68,4.389815,-5.8e-05,,
1328,2196.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6200.0,0.29,3.306,1675.0,0.818,-5.281412,7e-05,,
1328,2196.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24c,NQZ5C 24500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,24500.0,-0.01,3.306,109550.0,-1.445,9.328337,-0.000124,,
1328,2196.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 5800 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,5800.0,-0.59,3.306,685.0,-0.669,4.319854,-5.7e-05,,
1328,2196.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US 10yr Ultra Opt Dec25P,UXYZ5P 112.50 COMDTY,טיקר,מדד,"חו""ל",גלובלי,CME,Other,"ריבית ואג""ח",2025-11-21,לא,USD,112.5,0.52,3.306,31.25,0.538,-3.469703,4.6e-05,,
1328,9757.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US 10yr Ultra Opt Dec25P,UXYZ5P 112.50 COMDTY,טיקר,מדד,"חו""ל",גלובלי,CME,Other,"ריבית ואג""ח",2025-11-21,לא,USD,112.5,634.04,3.306,31.25,655.046,-0.200721,3.4e-05,,
1328,9757.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 5800 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,5800.0,-3976.52,3.306,685.0,-4502.638,1.379712,-0.000235,,
1328,9757.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6200.0,1988.2,3.306,1675.0,5504.881,-1.686822,0.000287,,
1328,9757.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24c,NQZ5C 24500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,24500.0,-134.23,3.306,109550.0,-9723.042,2.979364,-0.000508,,
1328,9757.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C43000 ,NKY 12/12/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,43000.0,109.8,0.022332,290500000.0,7123.488,-2.182801,0.000372,,
1328,9757.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24P,NQZ5P 21500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,21500.0,-402.33,3.306,17200.0,-4575.559,1.402056,-0.000239,,
1328,9757.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C45000 ,NKY 12/12/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,45000.0,-219.6,0.022332,162500000.0,-7969.479,2.442032,-0.000416,,
1328,9757.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Dec25P,ESZ5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,6200.0,596.53,3.306,6125.0,6039.679,-1.850697,0.000315,,
1328,9757.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C44000 ,NKY 10/10/25 C44000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,44000.0,-109.8,0.022332,128500000.0,-3151.009,0.965542,-0.000164,,
1328,9757.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6300.0,1988.32,3.306,2275.0,7477.238,-2.291198,0.00039,,
1328,9757.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C45000 ,NKY 10/10/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,45000.0,-109.8,0.022332,62500000.0,-1532.592,0.469621,-8e-05,,
1328,9757.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C43000 ,NKY 10/10/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,43000.0,109.8,0.022332,212000000.0,5198.552,-1.592956,0.000271,,
1328,9757.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASD100 Min EOM O NOV25P,QNAX5P 23500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,23500.0,-134.23,3.306,31800.0,-2822.389,0.864845,-0.000147,,
1328,9757.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6300.0,994.22,3.306,4975.0,8176.164,-2.505365,0.000427,,
1328,9757.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US 10yr Ultra Opt Dec25P,UXYZ5P 109.50 COMDTY,טיקר,מדד,"חו""ל",גלובלי,CME,Other,"ריבית ואג""ח",2025-11-21,לא,USD,109.5,-634.04,3.306,7.812,-163.751,0.050177,-8e-06,,
1328,9757.0,WELLS FARGO & COMPANY,PBLD0EJDB5FWOLXP3B76,LEI,WFC US 10/17/25 C80 ,WFC US 10/17/25 C80 EQUITY,טיקר,מניה,"חו""ל",גלובלי,NYSE,Banks,מניות לרבות מדדי מניות,2025-10-17,לא,USD,80.0,-2103.25,3.306,520.0,-3615.752,1.107949,-0.000188,,
1328,9757.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6100 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6100.0,-994.22,3.306,3275.0,-5382.299,1.64926,-0.000281,,
1328,9758.0,WELLS FARGO & COMPANY,PBLD0EJDB5FWOLXP3B76,LEI,WFC US 10/17/25 C80 ,WFC US 10/17/25 C80 EQUITY,טיקר,מניה,"חו""ל",גלובלי,NYSE,Banks,מניות לרבות מדדי מניות,2025-10-17,לא,USD,80.0,-535.99,3.306,520.0,-921.436,1.291525,-0.000178,,
1328,9758.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6100 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6100.0,-253.36,3.306,3275.0,-1371.622,1.922526,-0.000265,,
1328,9758.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US 10yr Ultra Opt Dec25P,UXYZ5P 109.50 COMDTY,טיקר,מדד,"חו""ל",גלובלי,CME,Other,"ריבית ואג""ח",2025-11-21,לא,USD,109.5,-314.13,3.306,7.812,-81.131,0.113716,-1.5e-05,,
1328,9758.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6300.0,253.36,3.306,4975.0,2083.61,-2.920479,0.000403,,
1328,9758.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C45000 ,NKY 10/10/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,45000.0,-27.98,0.022332,62500000.0,-390.565,0.547433,-7.5e-05,,
1328,9758.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASD100 Min EOM O NOV25P,QNAX5P 23500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,23500.0,-34.2,3.306,31800.0,-719.256,1.008141,-0.000139,,
1328,9758.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C43000 ,NKY 10/10/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,43000.0,27.98,0.022332,212000000.0,1324.797,-1.856893,0.000256,,
1328,9758.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6300.0,506.7,3.306,2275.0,1905.496,-2.670826,0.000369,,
1328,9758.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C44000 ,NKY 10/10/25 C44000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,44000.0,-27.98,0.022332,128500000.0,-803.002,1.125522,-0.000155,,
1328,9758.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Dec25P,ESZ5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,6200.0,152.02,3.306,6125.0,1539.149,-2.157338,0.000298,,
1328,9758.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C45000 ,NKY 12/12/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,45000.0,-55.96,0.022332,162500000.0,-2030.938,2.846652,-0.000393,,
1328,9758.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C43000 ,NKY 12/12/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,43000.0,27.98,0.022332,290500000.0,1815.346,-2.544469,0.000351,,
1328,9758.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24P,NQZ5P 21500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,21500.0,-102.52,3.306,17200.0,-1166.033,1.634363,-0.000225,,
1328,9758.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6200.0,506.67,3.306,1675.0,1402.861,-1.966312,0.000271,,
1328,9758.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 5800 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,5800.0,-1013.37,3.306,685.0,-1147.45,1.608316,-0.000222,,
1328,9758.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24c,NQZ5C 24500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,24500.0,-34.2,3.306,109550.0,-2477.815,3.473015,-0.00048,,
1328,9758.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US 10yr Ultra Opt Dec25P,UXYZ5P 112.50 COMDTY,טיקר,מדד,"חו""ל",גלובלי,CME,Other,"ריבית ואג""ח",2025-11-21,לא,USD,112.5,314.13,3.306,31.25,324.543,-0.454893,6.2e-05,,
1328,9759.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US 10yr Ultra Opt Dec25P,UXYZ5P 112.50 COMDTY,טיקר,מדד,"חו""ל",גלובלי,CME,Other,"ריבית ואג""ח",2025-11-21,לא,USD,112.5,262.75,3.306,31.25,271.463,-53.233946,0.000119,,
1328,9759.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 5800 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,5800.0,-221.02,3.306,685.0,-250.271,49.078119,-0.00011,,
1328,9759.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6200.0,110.51,3.306,1675.0,305.979,-60.002427,0.000134,,
1328,9759.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24c,NQZ5C 24500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,24500.0,-7.46,3.306,109550.0,-540.437,105.979784,-0.000237,,
1328,9759.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec24P,NQZ5P 21500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,21500.0,-22.36,3.306,17200.0,-254.324,49.872943,-0.000111,,
1328,9759.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C43000 ,NKY 12/12/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,43000.0,6.1,0.022332,290500000.0,395.946,-77.645011,0.000174,,
1328,9759.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C45000 ,NKY 12/12/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,45000.0,-12.2,0.022332,162500000.0,-442.969,86.866192,-0.000194,,
1328,9759.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Dec25P,ESZ5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,6200.0,33.15,3.306,6125.0,335.704,-65.831646,0.000147,,
1328,9759.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C44000 ,NKY 10/10/25 C44000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,44000.0,-6.1,0.022332,128500000.0,-175.143,34.345555,-7.7e-05,,
1328,9759.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6300.0,110.51,3.306,2275.0,415.609,-81.50084,0.000182,,
1328,9759.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C43000 ,NKY 10/10/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,43000.0,6.1,0.022332,212000000.0,288.952,-56.663485,0.000127,,
1328,9759.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASD100 Min EOM O NOV25P,QNAX5P 23500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,23500.0,-7.46,3.306,31800.0,-156.877,30.763643,-6.9e-05,,
1328,9759.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C45000 ,NKY 10/10/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,45000.0,-6.1,0.022332,62500000.0,-85.186,16.705036,-3.7e-05,,
1328,9759.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6300.0,55.26,3.306,4975.0,454.457,-89.119031,0.000199,,
1328,9759.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US 10yr Ultra Opt Dec25P,UXYZ5P 109.50 COMDTY,טיקר,מדד,"חו""ל",גלובלי,CME,Other,"ריבית ואג""ח",2025-11-21,לא,USD,109.5,-262.75,3.306,7.812,-67.861,13.307634,-2.9e-05,,
1328,9759.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6100 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6100.0,-55.26,3.306,3275.0,-299.165,58.666296,-0.000131,,
1328,9759.0,WELLS FARGO & COMPANY,PBLD0EJDB5FWOLXP3B76,LEI,WFC US 10/17/25 C80 ,WFC US 10/17/25 C80 EQUITY,טיקר,מניה,"חו""ל",גלובלי,NYSE,Banks,מניות לרבות מדדי מניות,2025-10-17,לא,USD,80.0,-116.9,3.306,520.0,-200.975,39.411181,-8.8e-05,,
1328,9760.0,"הבורסה לניירות ערך בתל-אביב בע""מ",520020033,ח.פ.,P 3000 OCT,IL0858510048,ISIN,מדד,ישראל,ישראל,TASE,אחר,מניות לרבות מדדי מניות,2025-10-31,לא,ILS,3000.0,-51.0,1.0,50000.0,-25.5,-0.053973,-8.6e-05,,
1328,9760.0,"הבורסה לניירות ערך בתל-אביב בע""מ",520020033,ח.פ.,C 3000 OCT,IL0858497501,ISIN,מדד,ישראל,ישראל,TASE,אחר,מניות לרבות מדדי מניות,2025-10-31,לא,ILS,3000.0,51.0,1.0,1057300.0,539.223,1.141323,0.001836,,
1328,9760.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US 10yr Ultra Opt Dec25P,UXYZ5P 112.50 COMDTY,טיקר,מדד,"חו""ל",גלובלי,CME,Other,"ריבית ואג""ח",2025-11-21,לא,USD,112.5,16.66,3.306,31.25,17.217,0.036441,5.8e-05,,
1328,9760.0,WELLS FARGO & COMPANY,PBLD0EJDB5FWOLXP3B76,LEI,WFC US 10/17/25 C80 ,WFC US 10/17/25 C80 EQUITY,טיקר,מניה,"חו""ל",גלובלי,NYSE,Banks,מניות לרבות מדדי מניות,2025-10-17,לא,USD,80.0,-30.35,3.306,520.0,-52.176,-0.110436,-0.000177,,
1328,9760.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6100 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6100.0,-14.34,3.306,3275.0,-77.668,-0.164391,-0.000264,,
1328,9760.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US 10yr Ultra Opt Dec25P,UXYZ5P 109.50 COMDTY,טיקר,מדד,"חו""ל",גלובלי,CME,Other,"ריבית ואג""ח",2025-11-21,לא,USD,109.5,-16.66,3.306,7.812,-4.304,-0.009109,-1.4e-05,,
1328,9760.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Nov25P,SCX5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,6300.0,14.34,3.306,4975.0,117.984,0.249724,0.000401,,
1328,9760.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C45000 ,NKY 10/10/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,45000.0,-1.58,0.022332,62500000.0,-22.116,-0.04681,-7.5e-05,,
1328,9760.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASD100 Min EOM O NOV25P,QNAX5P 23500 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-11-28,לא,USD,23500.0,-1.93,3.306,31800.0,-40.728,-0.086204,-0.000138,,
1328,9760.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C43000 ,NKY 10/10/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,43000.0,1.58,0.022332,212000000.0,75.016,0.158779,0.000255,,
1328,9760.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Oct25P,SCV5P 6300 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6300.0,28.69,3.306,2275.0,107.898,0.228377,0.000367,,
1328,9760.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 10/10/25 C44000 ,NKY 10/10/25 C44000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-10-10,לא,JPY,44000.0,-1.58,0.022332,128500000.0,-45.47,-0.096241,-0.000154,,
1328,9760.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI OPTN Dec25P,ESZ5P 6200 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-19,לא,USD,6200.0,8.6,3.306,6125.0,87.154,0.18447,0.000296,,
1328,9760.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C45000 ,NKY 12/12/25 C45000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,45000.0,-3.16,0.022332,162500000.0,-115.001,-0.243412,-0.000391,,
1328,9760.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NKY 12/12/25 C43000 ,NKY 12/12/25 C43000 INDEX,טיקר,מדד,"חו""ל",גלובלי,CME,Other,מניות לרבות מדדי מניות,2025-12-12,לא,JPY,43000.0,1.58,0.022332,290500000.0,102.793,0.217572,0.00035,,
