מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,זירת מסחר,נכס בסיס,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 20,סוף מידע
1329,14304.0,OSE-OSAKA EXCHANGE,353800W7TUC6U3Q1GT19,LEI,TOPIX INDX FUTR Dec25,TPZ5 INDEX,טיקר,"חו""ל",גלובלי,JPX,מניות לרבות מדדי מניות,לא,JPY,0.0,0.022332,314100.0,0.032,0.018301,6.9e-05,,
1329,14304.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US ULTRA BOND CBT Dec25,WNZ5 COMDTY,טיקר,"חו""ל",גלובלי,CME,"ריבית ואג""ח",לא,USD,0.03,3.306,12006.25,-0.025,-0.014372,-5.4e-05,,
1329,14304.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US 10yr Ultra Fut Dec25,UXYZ5 COMDTY,טיקר,"חו""ל",גלובלי,CME,"ריבית ואג""ח",לא,USD,0.06,3.306,11507.812,0.235,0.136346,0.000516,,
1329,14854.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,SP500 MIC EMIN FUTDec25,HWAZ5 INDEX,טיקר,"חו""ל",גלובלי,CME,מניות לרבות מדדי מניות,לא,USD,240.0,3.306,673875.0,280.679,0.705881,0.002627,,
1329,14854.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI FUT DEC25,ESZ5 INDEX,טיקר,"חו""ל",גלובלי,CME,מניות לרבות מדדי מניות,לא,USD,10.0,3.306,673875.0,116.95,0.294118,0.001095,,
1329,15313.0,OSE-OSAKA EXCHANGE,353800W7TUC6U3Q1GT19,LEI,TOPIX INDX FUTR Dec25,TPZ5 INDEX,טיקר,"חו""ל",גלובלי,JPX,מניות לרבות מדדי מניות,לא,JPY,0.0,0.022332,314100.0,0.019,0.014441,3.3e-05,,
1329,15313.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,S&P500 EMINI FUT DEC25,ESZ5 INDEX,טיקר,"חו""ל",גלובלי,CME,מניות לרבות מדדי מניות,לא,USD,0.0,3.306,673875.0,0.001,0.000724,1e-06,,
1329,15313.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US ULTRA BOND CBT Dec25,WNZ5 COMDTY,טיקר,"חו""ל",גלובלי,CME,"ריבית ואג""ח",לא,USD,0.07,3.306,12006.25,-0.049,-0.036195,-8.4e-05,,
1329,15313.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,US 10yr Ultra Fut Dec25,UXYZ5 COMDTY,טיקר,"חו""ל",גלובלי,CME,"ריבית ואג""ח",לא,USD,0.12,3.306,11507.812,0.463,0.343358,0.000803,,
1329,15313.0,CME Group Inc,529900H4DWG3KWMB5I12,LEI,NASDAQ 100 E-MINI Dec25,NQZ5 INDEX,טיקר,"חו""ל",גלובלי,CME,מניות לרבות מדדי מניות,לא,USD,0.02,3.306,2490175.0,0.813,0.603117,0.001411,,
1329,15313.0,OSE-OSAKA EXCHANGE,353800W7TUC6U3Q1GT19,LEI,NIKKEI 225 (OSE) DEC25,NKZ5 INDEX,טיקר,"חו""ל",גלובלי,JPX,מניות לרבות מדדי מניות,לא,JPY,0.0,0.022332,4499000.0,0.1,0.074551,0.000174,,
1329,14305.0,,,,,,,,,,,,,,,,,,,,
1328,14303.0,,,,,,,,,,,,,,,,,,,,
סוף מידע,,,,,,,,,,,,,,,,,,,,,
