מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם שותף כללי קרן השקעות,מספר מזהה שותף כללי קרן השקעות,סוג מספר מזהה שותף כללי קרן השקעות,שם קרן השקעה,מספר מזהה קרן השקעה,סוג מספר מזהה קרן השקעות,מאפיין עיקרי,אסטרטגיית קרן ההשקעה,"ישראל/חו""ל",מדינת התאגדות קרן השקעה,מיקום משרד השותף הכללי,מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,שער חליפין,NAV (במטבע הדיווח של קרן ההשקעה),"שווי הוגן (באלפי ש""ח)",שיעור החזקה בקרן השקעה,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 26,סוף מידע
1328,9758.0,KDCP GP KDC Media Fund Ltd,,,Stardom Media Ventures,29994368.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2021-06-30,USD,דיווח מנהל הקרן,אי-תלות,2025-08-25,3.306,242.713,848.527,4.60122699386503e-05,0.005185,0.000164,,
1328,9758.0,State of Mind Venture 3 GP LP,,,SOMV 3,29994396.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2021-11-01,USD,דיווח מנהל הקרן,אי-תלות,2025-08-28,3.306,302.86,1079.02,5.2457627118644e-05,0.006593,0.000209,,
1328,9758.0,"ברבור כחול ניהול והשקעות בע""מ",,,Blue Swan 1,299933650.0,פנימי,קרן גידור (Hedge Fund),,ישראל,,,ישראל,כן,2019-03-28,ILS,דיווח מנהל הקרן,אי-תלות,2025-09-16,1.0,128.622,128.622,1.4610287e-05,0.000786,2.4e-05,,
1328,9758.0,"Klirmark Fund III (G.P.), L.P",,,Klirmark 3,29993571.0,פנימי,קרן חוב,,ישראל,,,גלובלי,לא,2019-07-04,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-25,1.0,609.617,531.79,9.6933129e-06,0.003249,0.000103,,
1328,9758.0,AH equity Partners BIO IV,,,HA BIO 4,29994427.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2021-12-05,USD,דיווח מנהל הקרן,אי-תלות,2025-08-18,3.306,336.366,1144.399,3.9168e-06,0.006993,0.000221,,
1328,9758.0,Zeev Ventures management VIII,,,Zeev ventures 8,29994350.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2021-09-14,USD,דיווח מנהל הקרן,אי-תלות,2025-08-18,3.306,244.873,818.608,5.48e-06,0.005002,0.000158,,
1328,9758.0,Mideal Assets Management Ltd,,,Metro,29994403.0,פנימי,"קרן נדל""ן",,"חו""ל",,,גרמניה,לא,2021-11-22,EUR,מומחה בלתי תלוי,אי-תלות,2024-11-21,3.8807,430.514,1670.698,7.0257713438715e-05,0.010209,0.000323,,
1328,9758.0,accolade associates Blockchain Select LLC,,,Accolade Partners Blockchain 2 Select Feeder,29994401.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2021-11-16,USD,דיווח מנהל הקרן,אי-תלות,2025-07-20,3.306,341.778,1129.919,2.21333333333333e-05,0.006904,0.000218,,
1328,9758.0,accolade investment associates VIII-F LLC,,,Accolade Partners 8-F Feeder (Kleiner Perkins),29994449.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2022-01-13,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,1419.737,4693.65,0.000102636363636363,0.028683,0.000909,,
1328,9758.0,GCP Investments IV Limited Partnership,,,Glilot 4,29994430.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,ישראל,לא,2022-01-13,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,438.845,1539.781,2.5125e-05,0.009409,0.000298,,
1328,9758.0,BK Opportunities Fund GP Limited,,,BK Opportunities Fund 7,29994447.0,פנימי,קרן חוב,,"חו""ל",,,אירופה,לא,2022-01-13,EUR,דיווח מנהל הקרן,אי-תלות,2025-09-25,3.8807,757.687,2940.357,6.53571428571428e-05,0.017968,0.000569,,
1328,9758.0,Zeev Opportunity management I,,,Zeev Opportunity 1,29994279.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2021-05-27,USD,דיווח מנהל הקרן,אי-תלות,2025-08-18,3.306,354.276,1171.238,4.56666666666666e-05,0.007157,0.000226,,
1328,9758.0,"NFX Capital Fund III GP, LP",,,NFX  3,29994345.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2021-09-02,USD,דיווח מנהל הקרן,אי-תלות,2025-08-18,3.306,592.597,1959.127,1.36569550541836e-05,0.011972,0.000379,,
1328,9758.0,AH Equity Partners LSV III,,,LSV III,29994428.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2021-12-01,USD,דיווח מנהל הקרן,אי-תלות,2025-08-18,3.306,621.423,2073.309,1.1424e-06,0.01267,0.000401,,
1328,9758.0,Gatewood Capital GP II LLC,,,Gatewood 2,29993961.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2020-12-01,USD,דיווח מנהל הקרן,אי-תלות,2025-09-25,3.306,313.528,1151.598,2.942504925e-05,0.007037,0.000223,,
1328,9758.0,Mission Capital GP 6 Lux S.à r.l,,,Axiom Asia 6-A,29993960.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2021-01-05,USD,דיווח מנהל הקרן,אי-תלות,2025-09-29,3.306,367.825,1293.689,2.9e-06,0.007905,0.00025,,
1328,9758.0,"Netz Real Estate Fund II GP, LLC",,,Netz 2 QFPF,29993680.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2020-03-16,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,125.829,409.654,5.11828581042047e-05,0.002503,7.9e-05,,
1328,9758.0,AUREC CAPITAL EU S.À R.L.,,,Aurec Capital - Togomago,29993618.0,פנימי,"קרן נדל""ן",,"חו""ל",,,פולין,לא,2020-01-20,PLN,מומחה בלתי תלוי,אי-תלות,2024-12-31,0.9075,1052.849,978.809,0.000121187544357248,0.005981,0.000189,,
1328,9758.0,ICG North American Private Debt II (Offshore) GP LP,,,ICG NA Private Debt 2,29993318.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2018-03-01,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,53.709,177.562,1.11111059259259e-06,0.001085,3.4e-05,,
1328,9758.0,"Aurum Fund Management, Ltd",,,Aurum,299927080.0,פנימי,קרן גידור (Hedge Fund),,"חו""ל",,,גלובלי,לא,2016-07-27,USD,דיווח מנהל הקרן,אי-תלות,2025-09-18,3.306,1548.266,5118.566,1.07533667377667e-05,0.031279,0.000991,,
1328,9758.0,Gatewood Capital GP LLC,,,Gatewood 1,29992724.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2016-09-22,USD,דיווח מנהל הקרן,אי-תלות,2025-09-25,3.306,41.456,137.052,3.66639733333333e-06,0.000837,2.6e-05,,
1328,9758.0,Monaco Asset Management S.A.M,,,IO MACRO FUND,29994228.0,פנימי,קרן גידור (Hedge Fund),,"חו""ל",,,גלובלי,לא,2021-03-30,USD,דיווח מנהל הקרן,אי-תלות,2025-09-14,3.306,820.677,2713.159,2.9537270026241e-05,0.01658,0.000525,,
1328,9758.0,"Forma Fund General Partner, Ltd.",,,Forma 1,29992780.0,פנימי,"קרן נדל""ן",,"חו""ל",,,אירופה,לא,2017-06-01,EUR,דיווח מנהל הקרן,אי-תלות,2025-08-14,3.8807,50.42,194.02,4.47367894736842e-06,0.001185,3.7e-05,,
1328,9758.0,"Anacap Credit Opportunities GP III, L..P",,,AnaCap 3,29992706.0,פנימי,קרן חוב,,"חו""ל",,,אירופה,לא,2016-05-31,EUR,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.8807,5.675,22.024,5.88473268325487e-07,0.000134,4e-06,,
1328,9758.0,Signal Credit GP Limited,,,Signal Real Estate 1,29992791.0,פנימי,"קרן נדל""ן",,"חו""ל",,,אירופה,לא,2017-06-20,EUR,דיווח מנהל הקרן,אי-תלות,2025-08-25,3.8807,0.0,0.0,1.56712649318991e-06,0.0,0.0,,
1328,9758.0,Northwind Debt Fund II GP LLC,,,Northwind Debt Fund 2 FEEDER D LP,28999160.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2022-06-13,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,1275.43,3894.099,4.01872361139529e-05,0.023796,0.000754,,
1328,9758.0,accolade associates VII LLC,,,Accolade Partners 8,29993988.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2021-01-27,USD,דיווח מנהל הקרן,אי-תלות,2025-07-27,3.306,461.494,1525.699,1.22e-05,0.009323,0.000295,,
1328,9758.0,"KPS INVESTORS V, LP",,,KPS 5,29993789.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2020-07-09,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,150.761,498.416,3.09999466666666e-07,0.003045,9.6e-05,,
1328,9758.0,ISFM GPLP Ltd.,,,Israel Secondary Fund 2,29992679.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,ישראל,לא,2015-12-20,USD,דיווח מנהל הקרן,אי-תלות,2025-09-17,3.306,51.459,170.124,6.300135e-06,0.001039,3.2e-05,,
1328,9758.0,MBP Capital GP LLC,,,MBP 1 QFPF,29993607.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2018-03-06,USD,דיווח מנהל הקרן,אי-תלות,2025-08-24,3.306,28.139,93.029,2.43306129561229e-05,0.000568,1.8e-05,,
1328,9758.0,Northwind Debt Fund I GP LLC,,,Northwind Debt 1,29993809.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2020-07-27,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,263.126,740.937,2.40001031818181e-05,0.004527,0.000143,,
1328,9758.0,"Triton Debt Opportunities Fund II General Partner L.P.,",,,Triton Debt Opportunities  2,29993565.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,אירופה,לא,2019-10-22,EUR,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.8807,60.083,232.851,3.51436757142857e-06,0.001422,4.5e-05,,
1328,9758.0,accolade associates Blockchain II LLC,,,Accolade Partners Blockchain 2 Feeder,29994400.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2021-11-16,USD,דיווח מנהל הקרן,אי-תלות,2025-07-17,3.306,326.859,1080.595,1.328e-05,0.006603,0.000209,,
1328,9758.0,Italian NPL Opportunities Fund II (GP),,,Italian NPL Opportunities 2,29993566.0,פנימי,קרן חוב,,"חו""ל",,,איטליה,לא,2019-09-29,EUR,דיווח מנהל הקרן,אי-תלות,2025-07-28,3.8807,101.506,352.537,2.24588691489361e-05,0.002154,6.8e-05,,
1328,9758.0,AnaCap GP Lux S.à r.l.,,,AnaCap 4,29993592.0,פנימי,קרן חוב,,"חו""ל",,,אירופה,לא,2019-12-11,EUR,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.8807,206.232,767.245,2.70657631840796e-06,0.004688,0.000148,,
1328,9758.0,CCP IV GP ltd.,,,CITIC Capital China Partners 4,29993317.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,סין,לא,2019-02-21,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,147.733,488.407,6.10719357142857e-07,0.002984,9.4e-05,,
1328,9758.0,Kotani AS Management B.V,,,Kotani,29993522.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2019-08-20,USD,דיווח מנהל הקרן,אי-תלות,2025-09-29,3.306,384.509,1265.7,3.99380591052649e-05,0.007734,0.000245,,
1328,9758.0,"Francisco Partners Agility GP III, L.P",,,FRANCISCO PARTNERS AGILITY III[-A] L.P,28999121.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2022-02-17,USD,דיווח מנהל הקרן,אי-תלות,2025-08-19,3.306,12.735,94.888,1.745e-06,0.000579,1.8e-05,,
1328,9758.0,ICG Strategic Equity III (Offshore) GP LP,,,ICG Strategic Equity 3,29993445.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2019-06-03,USD,דיווח מנהל הקרן,אי-תלות,2025-09-28,3.306,199.058,658.086,1.96373777351657e-06,0.004021,0.000127,,
1328,9758.0,Northwind Debt Fund II GP LLC,,,Northwind Debt Fund 2 FEEDER C LP,28999161.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2022-06-13,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,1045.338,3191.579,3.29386101043849e-05,0.019503,0.000618,,
1328,9758.0,LCN European Fund IV GP S.à r.l.,,,LCN European Fund 4,28999155.0,פנימי,"קרן נדל""ן",,"חו""ל",,,גלובלי,לא,2022-06-21,EUR,דיווח מנהל הקרן,אי-תלות,2025-08-12,3.8807,2502.041,11769.149,0.000211632950209678,0.071921,0.00228,,
1328,9758.0,accolade investment associates VIII-C LLC,,,Accolade Partners 8-C Feeder (Anthos 5),29994299.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2021-06-28,USD,דיווח מנהל הקרן,אי-תלות,2025-09-25,3.306,461.005,1697.978,3.50666666666666e-06,0.010376,0.000329,,
1328,9758.0,Northwind Healthcare Debt Fund I GP LLC,,,NORTHWIND HEALTHCARE DEBT FUND 1 FEEDER D LP,28999146.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2022-04-27,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,931.997,2913.127,4.966428390612e-05,0.017802,0.000564,,
1328,9758.0,"Clarion CLO II GP, LP",,,CLARION 2,28999104.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2022-01-31,USD,דיווח מנהל הקרן,אי-תלות,2025-08-19,3.306,812.999,2569.518,6.675e-05,0.015702,0.000497,,
1328,9758.0,"LCN North American GP III, L.P.",,,LCN NA 3 QFPF,29993940.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2020-12-02,USD,דיווח מנהל הקרן,אי-תלות,2025-08-26,3.306,304.856,990.754,6.750032e-06,0.006054,0.000191,,
1328,9758.0,"1568 BROADWAY JV MANAGER, LLC ",,,Broadway 1568 TS LP,28999264.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2024-07-01,USD,מומחה בלתי תלוי,אי-תלות,2025-06-30,3.306,163.884,541.801,1.80202e-06,0.00331,0.000104,,
1328,9758.0,"Thoma Bravo Discover Partners IV[-P]9, L.P.",,,Thoma Bravo Discover 4,28999125.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2022-05-18,USD,דיווח מנהל הקרן,אי-תלות,2025-09-28,3.306,991.533,3278.01,1.744e-06,0.020032,0.000635,,
1328,9758.0,Signal Alpha III GP Limited,,,Signal 3,28999293.0,פנימי,"קרן נדל""ן",,"חו""ל",,,גלובלי,לא,2025-05-28,EUR,דיווח מנהל הקרן,אי-תלות,2025-09-29,3.8807,1008.168,3912.399,3.20146166666666e-05,0.023908,0.000758,,
1328,9758.0,accolade associates Blockchain I LLC,,,Accolade Partners Blockchain 1 Feeder,29994243.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2021-04-18,USD,דיווח מנהל הקרן,אי-תלות,2025-07-17,3.306,253.155,812.889,4.7e-06,0.004967,0.000157,,
1328,9758.0,investcorp investment advisers LLC,,,Investcorp Special Opportunities Italian 1,29992801.0,פנימי,קרן חוב,,"חו""ל",,,איטליה,לא,2017-10-30,EUR,דיווח מנהל הקרן,אי-תלות,2025-07-27,3.8807,18.505,58.997,5.87733475298126e-06,0.00036,1.1e-05,,
1328,9758.0,"ECV IL OPP GP I, L.P.",,,Entree ECV IL OPP 1,29993937.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,ישראל,לא,2020-11-29,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,280.528,928.498,2.33863458511355e-05,0.005674,0.000179,,
1328,9758.0,LCN European Fund III GP S.à r.l.,,,LCN EU 3,29993727.0,פנימי,"קרן נדל""ן",,"חו""ל",,,אירופה,לא,2020-01-15,EUR,דיווח מנהל הקרן,אי-תלות,2025-08-19,3.8807,183.128,704.712,4.0650918e-06,0.004306,0.000136,,
1328,9758.0,Zeev Ventures management IX,,,ZEEV Ventures 9,28999179.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2022-10-03,USD,דיווח מנהל הקרן,אי-תלות,2025-08-18,3.306,89.31,298.831,1.6e-06,0.001826,5.7e-05,,
1328,9758.0,Signal Alpha II GP limited,,,Signal Alpha 2,29993539.0,פנימי,קרן חוב,,"חו""ל",,,אירופה,לא,2019-07-31,EUR,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.8807,300.317,1090.001,5.2727423030303e-06,0.006661,0.000211,,
1328,9758.0,RM-GP LLC,,,"עורק ארה""ב - JV ניו יורק",28999152.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2022-06-30,USD,מומחה בלתי תלוי,אי-תלות,2025-05-22,3.306,1256.254,4153.176,0.000364951986861728,0.02538,0.000804,,
1328,9758.0,Terramont Infrastructure GP LLC,,,Terramont,28999149.0,פנימי,קרן אנרגיה ותשתיות,,"חו""ל",,,"ארה""ב",לא,2022-04-15,USD,דיווח מנהל הקרן,אי-תלות,2025-08-18,3.306,1197.616,5402.685,3.54381558333333e-05,0.033015,0.001046,,
1328,9758.0,Francisco Partners VII ,,,	Francisco Partners VII[-A] L.P,28999122.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2022-02-17,USD,דיווח מנהל הקרן,אי-תלות,2025-08-19,3.306,512.508,2075.971,1.2564e-06,0.012686,0.000402,,
1328,9758.0,LCN Sterling GP S.à r.l.,,,LCN UK QII,28999109.0,פנימי,"קרן נדל""ן",,"חו""ל",,,בריטניה,לא,2022-05-30,GBP,דיווח מנהל הקרן,אי-תלות,2025-08-10,4.4409,811.144,3602.21,7.45108202669431e-05,0.022013,0.000698,,
1328,9758.0,"OEP VIII General Partner, L.P.,",,,One Equity Partners 8 - A,28999101.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2021-12-14,USD,דיווח מנהל הקרן,אי-תלות,2025-08-20,3.306,974.949,5653.46,4.43940493468795e-06,0.034548,0.001095,,
1328,9758.0,Zeev Ventures management VII,,,Zeev ventures 7,29994278.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2021-05-26,USD,דיווח מנהל הקרן,אי-תלות,2025-08-18,3.306,229.621,759.127,5.26923076923076e-06,0.004639,0.000147,,
1328,9758.0,"10D Management II, L.P",,,10D,28999106.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,ישראל,לא,2021-12-31,USD,דיווח מנהל הקרן,אי-תלות,2025-08-19,3.306,154.726,587.165,2.6e-05,0.003588,0.000113,,
1328,9758.0,Northwind Healthcare Debt Fund I GP LLC,,,NORTHWIND HEALTHCARE DEBT FUND 1 FEEDER C LP,28999147.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2022-04-27,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,559.215,1747.93,2.9798570343672e-05,0.010681,0.000338,,
1328,9758.0,"Hyperwise Ventures GP, LP",,,Hyperwise Ventures Fund,29993895.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,ישראל,לא,2020-10-08,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,243.809,806.033,4.47532266666666e-05,0.004925,0.000156,,
1328,9758.0,Stage One Capital (G.P.) 3 Limited Partnership,,,StageOne 3,29992953.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,ישראל,לא,2018-01-16,USD,דיווח מנהל הקרן,אי-תלות,2025-08-19,3.306,17.928,62.808,3.36345e-06,0.000383,1.2e-05,,
1328,9758.0,One equity partners,,,OEP 7 Infobip,29993900.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2020-09-22,USD,דיווח מנהל הקרן,אי-תלות,2025-08-18,3.306,376.601,1246.79,2.11516666666666e-05,0.007619,0.000241,,
1328,9758.0,ICG Strategic Secondaries II (Offshore) GP LP,,,ICG Secondaries 2,29992777.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2017-06-07,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,8.295,27.422,7.59728108756497e-07,0.000167,5e-06,,
1328,9758.0,Strategic Value Special Situations Feeder Fund V,,,Strategic Value Special Situations Offshore Fund ,29994292.0,פנימי,קרן חוב,,"חו""ל",,,גלובלי,לא,2021-06-17,USD,דיווח מנהל הקרן,אי-תלות,2025-08-18,3.306,1722.195,5691.155,4.59143725140154e-06,0.034778,0.001102,,
1328,9758.0,"Forma Fund General Partner, Ltd.",,,Forma Holland 5,29993486.0,פנימי,"קרן נדל""ן",,"חו""ל",,,הולנד,לא,2019-07-10,EUR,דיווח מנהל הקרן,אי-תלות,2025-08-18,3.8807,50.945,194.007,1.2756472545757e-05,0.001185,3.7e-05,,
1328,9758.0,"OEP IX General Partner, L.P.",,,ONE EQUITY IX,28999297.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2024-08-02,USD,מומחה בלתי תלוי,אי-תלות,2025-09-29,3.306,416.906,1378.291,4.66840873333333e-06,0.008422,0.000267,,
1328,9758.0,Meridia Real Estate IV GP,,,Meridia 4,29993417.0,פנימי,"קרן נדל""ן",,"חו""ל",,,ספרד,לא,2019-05-07,EUR,דיווח מנהל הקרן,אי-תלות,2025-08-14,3.8807,150.406,583.682,1.0890211875e-05,0.003566,0.000113,,
1328,9758.0,"KPS INVESTORS VI, LP",,,KPS 6,28999281.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2024-09-30,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,58.944,194.869,6.270223e-07,0.00119,3.7e-05,,
1328,9758.0,Glendower Capital SOF IV (GP) Limited,,,Glendower SOF 4,29993274.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2018-12-13,USD,דיווח מנהל הקרן,אי-תלות,2025-09-14,3.306,139.659,444.013,2.05832555147754e-06,0.002713,8.6e-05,,
1328,9758.0,CVC CREDIT PARTNERS EUROPEAN DIRECT LENDING FEEDER FUND IV (E) SCSp,,,CVC 4,28999298.0,פנימי,קרן חוב,,"חו""ל",,,אירופה,לא,2025-06-23,EUR,דיווח מנהל הקרן,אי-תלות,2025-09-09,3.8807,709.22,2752.27,5.6737602e-06,0.016819,0.000533,,
1328,9758.0,"Thoma Bravo Explore Partners II[-P]9, L.P.",,,Thoma Bravo Explore 2,28999124.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2022-05-18,USD,דיווח מנהל הקרן,אי-תלות,2025-09-25,3.306,214.144,707.961,4.84666666666666e-06,0.004326,0.000137,,
1328,9758.0,"Stage One Capital (GP) IV, L.P",,,Stage One Annex (Opportunity),28999148.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,ישראל,לא,2021-09-30,USD,דיווח מנהל הקרן,אי-תלות,2025-08-19,3.306,24.616,81.379,6.08389781113978e-05,0.000497,1.5e-05,,
1328,9759.0,Reality Debt General Partner Ltd,,,ריאליטי מימון,28999108.0,פנימי,קרן חוב,,ישראל,,,ישראל,לא,2022-03-31,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-14,1.0,2387.98,2267.719,2.8224e-05,0.042038,0.000997,,
1328,9759.0,"קוגיטו קפיטל פאנד 2 שותף כללי בע""מ",,,COGITO2,28999102.0,פנימי,קרן חוב,,ישראל,,,ישראל,לא,2022-02-06,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-31,1.0,1610.087,1409.047,2.82031578947368e-05,0.02612,0.000619,,
1328,9759.0,"Fortissimo Capital Fund VI GP, LP",,,FORTISSIMO 6,28999153.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2023-10-24,USD,דיווח מנהל הקרן,אי-תלות,2025-08-14,3.306,101.549,335.722,1.92452830188679e-06,0.006223,0.000147,,
1328,9759.0,Copia Agro and Food Ltd.,,,Copia,29993135.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2018-05-01,USD,דיווח מנהל הקרן,אי-תלות,2025-08-06,3.306,3.799,12.558,1.25015248773372e-06,0.000232,5e-06,,
1328,9759.0,Keshet International Management Ltd.,,,MPDI Fund (KI),29993268.0,פנימי,קרן השקעה אחרת,,ישראל,,,גלובלי,לא,2018-09-16,USD,דיווח מנהל הקרן,אי-תלות,2025-04-03,3.306,0.206,0.683,3.50928e-07,1.2e-05,0.0,,
1328,9759.0,Pontifax V GP L.P.,,,Pontifax 5,29992982.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2018-02-14,USD,דיווח מנהל הקרן,אי-תלות,2025-08-21,3.306,4.98,16.794,4e-07,0.000311,7e-06,,
1328,9759.0,Kedma Capital III G.P.L.P Limited Partnership,,,Kedma 3,29993397.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2019-02-13,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,19.583,64.742,1.04690677966101e-06,0.0012,2.8e-05,,
1328,9759.0,Glilot Investment III L.P.,,,Glilot 3,29993297.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2018-03-29,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,3.769,12.46,6.36665454545454e-07,0.00023,5e-06,,
1328,9759.0,Pontifax Medison Finance GP L.P.,,,Pontifax Medison,29993408.0,פנימי,קרן חוב,,ישראל,,,גלובלי,לא,2019-05-02,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,2.998,9.681,3e-06,0.000179,4e-06,,
1328,9759.0,"קרדיטו בע""מ",,,קרדיטו,29993691.0,פנימי,קרן חוב,,ישראל,,,ישראל,לא,2020-03-19,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-31,1.0,712.063,550.131,9.17977842696629e-06,0.010198,0.000242,,
1328,9759.0,"Fortissimo Capital Fund V GP, LP",,,Fortissimo 5,29993715.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2020-04-16,USD,דיווח מנהל הקרן,אי-תלות,2025-08-14,3.306,47.117,155.767,6.83524315823784e-07,0.002887,6.8e-05,,
1328,9759.0,"יסודות אנקס 1 ג',.פי",,,יסודות א אנקס 1,29992728.0,פנימי,קרן חוב,,ישראל,,,ישראל,לא,2016-09-29,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-31,1.0,3.177,3.177,2.21027589077236e-06,5.8e-05,1e-06,,
1328,9759.0,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,,נוי כוכב הירדן,29992808.0,פנימי,קרן אנרגיה ותשתיות,,ישראל,,,ישראל,לא,2017-07-19,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-18,1.0,42.196,42.196,7.81492413793103e-07,0.000782,1.8e-05,,
1328,9759.0,Peregrine Ventures Growth GP L.P.,,,Peregrine Growth,29993946.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2021-03-14,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,83.257,285.957,4.29999966666666e-06,0.0053,0.000125,,
