מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם שותף כללי קרן השקעות,מספר מזהה שותף כללי קרן השקעות,סוג מספר מזהה שותף כללי קרן השקעות,שם קרן השקעה,מספר מזהה קרן השקעה,סוג מספר מזהה קרן השקעות,מאפיין עיקרי,אסטרטגיית קרן ההשקעה,"ישראל/חו""ל",מדינת התאגדות קרן השקעה,מיקום משרד השותף הכללי,מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,שער חליפין,NAV (במטבע הדיווח של קרן ההשקעה),"שווי הוגן (באלפי ש""ח)",שיעור החזקה בקרן השקעה,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 26,סוף מידע
1328,12419.0,Northwind Healthcare Debt Fund I GP LLC,,,NORTHWIND HEALTHCARE DEBT FUND 1 FEEDER C LP,28999147.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2022-04-27,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,382.763,1196.399,2.03961088274648e-05,0.007508,0.000291,,
1328,12419.0,"ECV IL OPP GP II, L.P",,,Entree Early Growth 2,28999112.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2022-01-14,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,1474.725,5287.18,0.000185875,0.03318,0.001288,,
1328,12419.0,"Lightspeed General Partner XIV-B (Ignite), L.P. ",,,Lightspeed XIV-B,28999120.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2022-03-10,USD,דיווח מנהל הקרן,אי-תלות,2025-08-11,3.306,901.878,3103.281,6.74931710461526e-06,0.019474,0.000756,,
1328,12419.0,"Lightspeed General Partner Opportunity Fund II, L.P. ",,,Lightspeed opportunity 2,28999118.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2022-03-31,USD,דיווח מנהל הקרן,אי-תלות,2025-08-10,3.306,3526.224,11834.701,1.13122171945701e-05,0.074269,0.002883,,
1328,12419.0,"10D Management II, L.P",,,10D,28999106.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,ישראל,לא,2021-12-31,USD,דיווח מנהל הקרן,אי-תלות,2025-08-19,3.306,600.678,2279.497,0.0001009375,0.014305,0.000555,,
1328,12419.0,"Stage One Capital (GP) IV, L.P",,,Stage One Annex (Opportunity),28999148.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,ישראל,לא,2021-09-30,USD,דיווח מנהל הקרן,אי-תלות,2025-08-19,3.306,30.34,100.305,7.49879812822431e-05,0.000629,2.4e-05,,
1328,12419.0,"Hyperwise Ventures II GP, LP",,,Hyperwise Ventures Fund 2,28999157.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,ישראל,לא,2022-11-09,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,4425.583,14630.978,0.000969418132611637,0.091818,0.003564,,
1328,12419.0,"Israel Secondary Fund III GP, L.P.",,,Israel Secondary Fund 3,28999117.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,ישראל,לא,2022-02-08,USD,דיווח מנהל הקרן,אי-תלות,2025-09-18,3.306,1306.4,4318.958,0.0001844086668,0.027104,0.001052,,
1328,12419.0,"Lightspeed General Partner XIV-A (Inception), L.P. ",,,Lightspeed XIV-A,28999134.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2022-03-24,USD,דיווח מנהל הקרן,אי-תלות,2025-08-11,3.306,700.131,2424.136,3.64990909090909e-06,0.015212,0.00059,,
1328,12419.0,"Thoma Bravo Explore Partners II[-P]9, L.P.",,,Thoma Bravo Explore 2,28999124.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2022-05-18,USD,דיווח מנהל הקרן,אי-תלות,2025-09-25,3.306,748.769,2475.43,1.69466666666666e-05,0.015534,0.000603,,
1328,12419.0,"ECV IL GP IV, L.P.",,,Entree Early Stage 4,28999113.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2022-01-14,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,637.408,2146.38,0.000116857142857142,0.013469,0.000522,,
1328,12419.0,"OEP IX General Partner, L.P.",,,ONE EQUITY IX,28999297.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2024-08-02,USD,מומחה בלתי תלוי,אי-תלות,2025-09-29,3.306,484.348,1601.254,5.42360533333333e-06,0.010048,0.00039,,
1328,12419.0,"KPS INVESTORS VI, LP",,,KPS 6,28999281.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2024-09-30,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,68.396,226.118,7.275705875e-07,0.001419,5.5e-05,,
1328,12419.0,"Aurum Fund Management, Ltd",,,Aurum,299927080.0,פנימי,קרן גידור (Hedge Fund),,"חו""ל",,,גלובלי,לא,2016-07-27,USD,דיווח מנהל הקרן,אי-תלות,2025-09-18,3.306,1462.857,4836.204,1.01601645820449e-05,0.03035,0.001178,,
1328,12419.0,accolade investment associates VIII-F LLC,,,Accolade Partners 8-F Feeder (Kleiner Perkins),29994449.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2022-01-13,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,5515.47,18234.142,0.000398727272727272,0.11443,0.004442,,
1328,12419.0,BK Opportunities Fund GP Limited,,,BK Opportunities Fund 7,29994447.0,פנימי,קרן חוב,,"חו""ל",,,אירופה,לא,2022-01-13,EUR,דיווח מנהל הקרן,אי-תלות,2025-09-25,3.8807,494.36,1918.463,4.26428571428571e-05,0.012039,0.000467,,
1329,9761.0,"ברבור כחול ניהול והשקעות בע""מ",,,Blue Swan 1,299933650.0,פנימי,קרן גידור (Hedge Fund),,ישראל,,,ישראל,כן,2019-03-28,ILS,דיווח מנהל הקרן,אי-תלות,2025-09-16,1.0,22.181,22.2,2.519539e-06,0.001205,4.7e-05,,
1329,9761.0,State of Mind Venture 3 GP LP,,,SOMV 3,29994396.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2021-11-01,USD,דיווח מנהל הקרן,אי-תלות,2025-08-28,3.306,35.717,127.251,6.1864406779661e-06,0.006907,0.00027,,
1329,9761.0,יסודות מעטפת פיננסית ג'י.פי שותפות מוגבלת,,,יסודות ג,29993585.0,פנימי,קרן חוב,,ישראל,,,ישראל,לא,2019-09-26,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-31,1.0,119.24,105.025,7.67452837209302e-07,0.005701,0.000223,,
1329,9761.0,KDCP GP KDC Media Fund Ltd,,,Stardom Media Ventures,29994368.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2021-06-30,USD,דיווח מנהל הקרן,אי-תלות,2025-08-25,3.306,28.316,98.995,5.3680981595092e-06,0.005373,0.00021,,
1329,9761.0,"ריאליטי ניהול קרנות בע""מ",,,ריאליטי 2,9840800.0,פנימי,"קרן נדל""ן",,ישראל,,,ישראל,לא,2012-03-14,USD,דיווח מנהל הקרן,אי-תלות,2025-04-03,3.306,0.012,0.095,1.59409186011756e-06,5e-06,0.0,,
1329,9761.0,"Klirmark Fund III (G.P.), L.P",,,Klirmark 3,29993571.0,פנימי,קרן חוב,,ישראל,,,גלובלי,לא,2019-07-04,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-25,1.0,66.18,57.731,1.05230115e-06,0.003133,0.000122,,
1329,9761.0,"Klirmark Fund II (G.P.), L.P",,,Klirmark 2,29992297.0,פנימי,קרן חוב,,ישראל,,,גלובלי,לא,2014-10-02,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-24,1.0,0.96,0.499,7.801817e-07,2.7e-05,1e-06,,
1329,9761.0,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,,נוי 3,29993169.0,פנימי,קרן אנרגיה ותשתיות,,ישראל,,,ישראל,לא,2018-05-31,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-18,1.0,131.234,130.101,9.397974375e-07,0.007062,0.000276,,
1329,9761.0,Reality Funds Management III Ltd.,,,ריאליטי 3,29992353.0,פנימי,"קרן נדל""ן",,ישראל,,,ישראל,לא,2015-06-30,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-31,1.0,41.38,41.38,8.56245116279069e-07,0.002246,8.7e-05,,
1329,9761.0,"Forma European Fund II General Partner,",,,Forma 2,29994253.0,פנימי,"קרן נדל""ן",,ישראל,,,אירופה,לא,2021-07-08,EUR,דיווח מנהל הקרן,אי-תלות,2025-08-14,3.8807,17.964,68.579,1.57608695652173e-06,0.003722,0.000145,,
1329,9761.0,"קוגיטו קפיטל שותף כללי בע""מ.",,,קוגיטו אס.אמ.אי,29992707.0,פנימי,קרן חוב,,ישראל,,,ישראל,לא,2016-07-18,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-31,1.0,14.923,14.923,1.04000155555555e-06,0.00081,3.1e-05,,
1329,9761.0,יסודות מעטפת פיננסית ג'י.פי שותפות מוגבלת,,,יסודות ב,29992954.0,פנימי,קרן חוב,,ישראל,,,ישראל,לא,2018-01-25,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-31,1.0,57.943,54.307,9.08488619616833e-07,0.002948,0.000115,,
1329,9761.0,"NOY E.I Infrastructure and Energy G.P., Limited Partnership",,,נוי פשה 2,29992822.0,פנימי,קרן אנרגיה ותשתיות,,ישראל,,,ישראל,לא,2017-12-25,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-18,1.0,5.885,5.885,8.06936e-08,0.000319,1.2e-05,,
1329,9761.0,Pontifax VI GP L.P.,,,PONTIFAX 6,29993951.0,פנימי,פרייבט אקוויטי,,ישראל,,,גלובלי,לא,2020-10-11,USD,דיווח מנהל הקרן,אי-תלות,2025-08-21,3.306,28.211,122.062,1.65841584158415e-06,0.006626,0.000259,,
1329,9761.0,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,,נוי 4,29994268.0,פנימי,קרן אנרגיה ותשתיות,,ישראל,,,ישראל,לא,2021-05-13,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-18,1.0,387.837,387.837,2.00762345454545e-06,0.021053,0.000824,,
1329,9761.0,Mideal Assets Management Ltd,,,Mideal 2,29993972.0,פנימי,"קרן נדל""ן",,ישראל,,,גרמניה,לא,2020-01-10,EUR,דיווח מנהל הקרן,אי-תלות,2025-08-28,3.8807,31.823,129.414,4.0176125e-06,0.007025,0.000275,,
1329,9761.0,"מרתון ניהול נדל""ן בע""מ",,,Marathon,29994254.0,פנימי,"קרן נדל""ן",,ישראל,,,ישראל,לא,2021-09-05,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-18,1.0,101.579,95.979,2.8e-06,0.00521,0.000204,,
1329,9761.0,Keshet International Management Ltd.,,,MPDI Fund (KI),29993268.0,פנימי,קרן השקעה אחרת,,ישראל,,,גלובלי,לא,2018-09-16,USD,דיווח מנהל הקרן,אי-תלות,2025-04-03,3.306,0.31,1.023,5.261712e-07,5.5e-05,2e-06,,
1329,9761.0,Glilot Investment III L.P.,,,Glilot 3,29993297.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2018-03-29,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,5.858,19.365,9.89446363636363e-07,0.001051,4.1e-05,,
1329,9761.0,Kedma Capital III G.P.L.P Limited Partnership,,,Kedma 3,29993397.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2019-02-13,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,28.906,95.565,1.54532901296111e-06,0.005187,0.000203,,
1329,9761.0,Israel Infrastructure G.P. Management II L.P.,,,IIF 2,29991728.0,פנימי,קרן אנרגיה ותשתיות,,ישראל,,,ישראל,לא,2011-08-08,USD,דיווח מנהל הקרן,אי-תלות,2025-08-27,3.306,0.108,0.358,4.54545454545454e-07,1.9e-05,0.0,,
1329,9761.0,Pontifax Medison Finance GP L.P.,,,Pontifax Medison,29993408.0,פנימי,קרן חוב,,ישראל,,,גלובלי,לא,2019-05-02,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,1.066,3.442,1.06666666666666e-06,0.000186,7e-06,,
1329,9761.0,"קרדיטו בע""מ",,,קרדיטו,29993691.0,פנימי,קרן חוב,,ישראל,,,ישראל,לא,2020-03-19,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-31,1.0,167.34,129.285,2.1573117977528e-06,0.007018,0.000274,,
1329,9761.0,Kedma Capital S.C.S.M Limited Partnership,,,Kedma Capital 2,29992344.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2015-04-02,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-31,1.0,96.558,96.558,1.74850430753863e-06,0.005241,0.000205,,
1329,9761.0,"Fortissimo Capital Fund V GP, LP",,,Fortissimo 5,29993715.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2020-04-16,USD,דיווח מנהל הקרן,אי-תלות,2025-08-14,3.306,46.156,152.591,6.69585266520736e-07,0.008283,0.000324,,
1329,9761.0,"קוגיטו קפיטל פאנד 2 שותף כללי בע""מ",,,COGITO2,28999102.0,פנימי,קרן חוב,,ישראל,,,ישראל,לא,2022-02-06,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-31,1.0,228.235,199.737,3.9978947368421e-06,0.010842,0.000424,,
1329,9761.0,Copia Agro and Food Ltd.,,,Copia,29993135.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2018-05-01,USD,דיווח מנהל הקרן,אי-תלות,2025-08-06,3.306,6.078,20.093,2.00006044226786e-06,0.00109,4.2e-05,,
1329,9761.0,Pontifax V GP L.P.,,,Pontifax 5,29992982.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2018-02-14,USD,דיווח מנהל הקרן,אי-תלות,2025-08-21,3.306,7.055,23.793,5.667076e-07,0.001291,5e-05,,
1329,9761.0,Reality Debt General Partner Ltd,,,ריאליטי מימון,28999108.0,פנימי,קרן חוב,,ישראל,,,ישראל,לא,2022-03-31,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-14,1.0,568.277,539.658,6.7165714e-06,0.029295,0.001147,,
1329,9761.0,"Fortissimo Capital Fund VI GP, LP",,,FORTISSIMO 6,28999153.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2023-10-24,USD,דיווח מנהל הקרן,אי-תלות,2025-08-14,3.306,71.35,235.883,1.35220122641509e-06,0.012804,0.000501,,
1329,9761.0,Peregrine Ventures Growth GP L.P.,,,Peregrine Growth,29993946.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2021-03-14,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,49.696,170.688,2.56666666666666e-06,0.009265,0.000362,,
1329,9761.0,"Stage One Capital  (G.P.) IV, L.P",,,STAGEONE4,29994429.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2022-03-21,USD,דיווח מנהל הקרן,אי-תלות,2025-08-19,3.306,12.163,44.122,2.73333333333333e-06,0.002395,9.3e-05,,
1329,9761.0,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,,נוי כוכב הירדן,29992808.0,פנימי,קרן אנרגיה ותשתיות,,ישראל,,,ישראל,לא,2017-07-19,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-18,1.0,39.723,39.723,7.35688735632183e-07,0.002156,8.4e-05,,
1329,9761.0,"יסודות אנקס 1 ג',.פי",,,יסודות א אנקס 1,29992728.0,פנימי,קרן חוב,,ישראל,,,ישראל,לא,2016-09-29,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-31,1.0,1.96,1.96,1.36374786315742e-06,0.000106,4e-06,,
1329,9761.0,Value AP Partners II Ltd,,,AP Partners II Soglowek L.P.,28999295.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2025-05-28,ILS,דיווח מנהל הקרן,אי-תלות,2025-09-25,1.0,274.267,282.434,1.12623619546247e-05,0.015331,0.0006,,
1329,9761.0,Shiboleth Capital GP Limited Partnership,,,SOMV,29992699.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2016-05-25,USD,דיווח מנהל הקרן,אי-תלות,2025-08-28,3.306,2.669,8.825,6.66670666666666e-07,0.000479,1.8e-05,,
1329,9761.0,State of minds ventures momentum GP LP,,,SOMV Momentum,29994360.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2021-12-08,USD,דיווח מנהל הקרן,אי-תלות,2025-08-28,3.306,18.448,62.909,6e-06,0.003414,0.000133,,
1329,9761.0,Pontifax IV GP L.P.,,,Pontifax 4,29992637.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2015-09-07,USD,דיווח מנהל הקרן,אי-תלות,2025-08-19,3.306,7.376,24.386,9.33294e-07,0.001323,5.1e-05,,
1329,9761.0,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,,נוי פסולת 2,29992664.0,פנימי,קרן אנרגיה ותשתיות,,ישראל,,,בריטניה,לא,2015-12-14,GBP,דיווח מנהל הקרן,אי-תלות,2025-08-18,4.4409,0.086,0.381,9.16714929230965e-07,2e-05,0.0,,
1329,9761.0,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,,נוי חוצה לישראל 1,28999198.0,פנימי,קרן אנרגיה ותשתיות,,ישראל,,,ישראל,לא,2023-01-17,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-18,1.0,37.974,34.339,1.92448765880799e-07,0.001864,7.3e-05,,
1329,9761.0,"Klirmark Fund IV (G.P.), L.P",,,Klirmark Opportunity Fund 4,28999218.0,פנימי,קרן חוב,,ישראל,,,גלובלי,לא,2023-03-15,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-25,1.0,673.253,784.175,6.338388e-06,0.042568,0.001667,,
1329,9761.0,Value AP Partners II Ltd,,,AP PARTNERS 2,28999163.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2022-11-22,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-31,1.0,344.005,344.005,2.42e-05,0.018674,0.000731,,
1329,9761.0,Mideal Assets Management Ltd,,,Mideal 1,29992746.0,פנימי,"קרן נדל""ן",,ישראל,,,גרמניה,לא,2016-12-01,EUR,דיווח מנהל הקרן,אי-תלות,2025-08-28,3.8807,17.086,65.475,1.42864107142857e-06,0.003554,0.000139,,
1329,9761.0,"ואר השקעות ג'י.פי. בע""מ",,,Var Optimum,29993435.0,פנימי,קרן גידור (Hedge Fund),,ישראל,,,ישראל,לא,2019-05-28,ILS,דיווח מנהל הקרן,אי-תלות,2025-09-11,1.0,101.584,101.584,2.03883446601941e-06,0.005514,0.000216,,
1329,9761.0,"ואר אקוויטי ג'י.פי. בע""מ",,,Var Equity,29993436.0,פנימי,קרן גידור (Hedge Fund),,ישראל,,,ישראל,לא,2019-05-28,ILS,דיווח מנהל הקרן,אי-תלות,2025-09-11,1.0,48.137,48.137,4.536e-06,0.002613,0.000102,,
1329,9761.0,Value AP Partners Ltd,,,AP Partners Fund,29992997.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2018-01-24,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-31,1.0,40.713,40.344,1.24990458015267e-06,0.00219,8.5e-05,,
1329,9761.0,State of Minds Ventures Momentum GP L.P,,,SOMV Elastic,29994359.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2021-09-29,USD,דיווח מנהל הקרן,אי-תלות,2025-08-28,3.306,6.249,20.661,1.189655e-06,0.001121,4.3e-05,,
1329,9761.0,TPY Capital (Israel) II LTD,,,TPY 2,29993208.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2018-08-29,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,21.269,71.902,1.59273870424733e-06,0.003903,0.000152,,
1329,9761.0,קוגיטו קפיטל אל.אמ.אי שותף כללי,,,קוגיטו בי.אמ.אי משלימה,29992793.0,פנימי,קרן חוב,,ישראל,,,ישראל,לא,2017-01-08,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-31,1.0,11.688,11.075,9.99522390382109e-07,0.000601,2.3e-05,,
1329,9761.0,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,,נוי נגב אנרגיה,29992710.0,פנימי,קרן אנרגיה ותשתיות,,ישראל,,,ישראל,לא,2016-07-17,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-18,1.0,25.339,25.338,6.23977252047315e-07,0.001375,5.3e-05,,
1329,9761.0,Brosh capital partners,,,Brosh Capital new,28999237.0,פנימי,קרן גידור (Hedge Fund),,ישראל,,,ישראל,לא,2023-09-26,ILS,דיווח מנהל הקרן,אי-תלות,2025-09-07,1.0,415.653,415.653,2.20770742857142e-06,0.022563,0.000883,,
1329,9761.0,"Peregrine IV General Partner, L.P",,,Peregrine 4,29993494.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2019-07-22,USD,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.306,18.398,60.824,1.87837857142857e-06,0.003301,0.000129,,
1329,9761.0,AnaCap GP Lux S.à r.l.,,,AnaCap 4,29993592.0,פנימי,קרן חוב,,"חו""ל",,,אירופה,לא,2019-12-11,EUR,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.8807,21.225,78.963,2.78554029850746e-07,0.004286,0.000167,,
1329,9761.0,"Triton Debt Opportunities Fund II General Partner L.P.,",,,Triton Debt Opportunities  2,29993565.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,אירופה,לא,2019-10-22,EUR,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.8807,6.349,30.706,3.71346285714285e-07,0.001666,6.5e-05,,
1329,9761.0,Northwind Debt Fund I GP LLC,,,Northwind Debt 1,29993809.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2020-07-27,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,23.921,67.359,2.18187e-06,0.003656,0.000143,,
1329,9761.0,Kotani AS Management B.V,,,Kotani,29993522.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2019-08-20,USD,דיווח מנהל הקרן,אי-תלות,2025-09-29,3.306,65.916,216.978,6.84652441804542e-06,0.011778,0.000461,,
1329,9761.0,"Francisco Partners Agility GP III, L.P",,,FRANCISCO PARTNERS AGILITY III[-A] L.P,28999121.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2022-02-17,USD,דיווח מנהל הקרן,אי-תלות,2025-08-19,3.306,1.575,11.736,2.15833333333333e-07,0.000637,2.4e-05,,
1329,9761.0,accolade associates Blockchain II LLC,,,Accolade Partners Blockchain 2 Feeder,29994400.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2021-11-16,USD,דיווח מנהל הקרן,אי-תלות,2025-07-17,3.306,38.396,126.937,1.56e-06,0.00689,0.000269,,
1329,9761.0,"Stage One Capital (GP), L.P",,,StageOne 2,29993017.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,ישראל,לא,2015-06-25,USD,דיווח מנהל הקרן,אי-תלות,2025-08-19,3.306,13.322,44.044,1.30761384615384e-06,0.00239,9.3e-05,,
1329,9761.0,CCP IV GP ltd.,,,CITIC Capital China Partners 4,29993317.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,סין,לא,2019-02-21,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,25.916,85.68,1.0713675e-07,0.004651,0.000182,,
1329,9761.0,Italian NPL Opportunities Fund II (GP),,,Italian NPL Opportunities 2,29993566.0,פנימי,קרן חוב,,"חו""ל",,,איטליה,לא,2019-09-29,EUR,דיווח מנהל הקרן,אי-תלות,2025-07-28,3.8807,13.356,46.385,2.95504468085106e-06,0.002518,9.8e-05,,
1329,9761.0,Northwind Healthcare Debt Fund I GP LLC,,,NORTHWIND HEALTHCARE DEBT FUND 1 FEEDER D LP,28999146.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2022-04-27,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,110.844,346.464,5.90667454223272e-06,0.018807,0.000736,,
1329,9761.0,investcorp investment advisers LLC,,,Investcorp Special Opportunities Italian 1,29992801.0,פנימי,קרן חוב,,"חו""ל",,,איטליה,לא,2017-10-30,EUR,דיווח מנהל הקרן,אי-תלות,2025-07-27,3.8807,1.609,5.13,5.11034071550255e-07,0.000278,1e-05,,
1329,9761.0,LCN European Fund IV GP S.à r.l.,,,LCN European Fund 4,28999155.0,פנימי,"קרן נדל""ן",,"חו""ל",,,גלובלי,לא,2022-06-21,EUR,דיווח מנהל הקרן,אי-תלות,2025-08-12,3.8807,209.533,985.606,1.77231802838253e-05,0.053503,0.002095,,
1329,9761.0,Northwind Debt Fund II GP LLC,,,Northwind Debt Fund 2 FEEDER C LP,28999161.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2022-06-13,USD,דיווח מנהל הקרן,אי-תלות,2025-08-31,3.306,126.883,387.393,3.99808496239219e-06,0.021029,0.000823,,
1329,9761.0,ICG Strategic Equity III (Offshore) GP LP,,,ICG Strategic Equity 3,29993445.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2019-06-03,USD,דיווח מנהל הקרן,אי-תלות,2025-09-28,3.306,34.397,113.713,3.39326897252777e-07,0.006172,0.000241,,
1329,9761.0,Terramont Infrastructure GP LLC,,,Terramont,28999149.0,פנימי,קרן אנרגיה ותשתיות,,"חו""ל",,,"ארה""ב",לא,2022-04-15,USD,דיווח מנהל הקרן,אי-תלות,2025-08-18,3.306,99.289,447.912,2.93801933333333e-06,0.024314,0.000952,,
1329,9761.0,RM-GP LLC,,,"עורק ארה""ב - JV ניו יורק",28999152.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2022-06-30,USD,מומחה בלתי תלוי,אי-תלות,2025-05-22,3.306,104.575,345.726,3.037999890632e-05,0.018767,0.000735,,
1329,9761.0,Zeev Ventures management IX,,,ZEEV Ventures 9,28999179.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,גלובלי,לא,2022-10-03,USD,דיווח מנהל הקרן,אי-תלות,2025-08-18,3.306,11.164,37.354,2e-07,0.002027,7.9e-05,,
1329,9761.0,Signal Alpha II GP limited,,,Signal Alpha 2,29993539.0,פנימי,קרן חוב,,"חו""ל",,,אירופה,לא,2019-07-31,EUR,דיווח מנהל הקרן,אי-תלות,2025-09-30,3.8807,32.449,117.775,5.69721696969696e-07,0.006393,0.00025,,
1329,9761.0,LCN European Fund III GP S.à r.l.,,,LCN EU 3,29993727.0,פנימי,"קרן נדל""ן",,"חו""ל",,,אירופה,לא,2020-01-15,EUR,דיווח מנהל הקרן,אי-תלות,2025-08-19,3.8807,22.976,88.416,5.10022e-07,0.004799,0.000188,,
1329,9761.0,"Clarion CLO II GP, LP",,,CLARION 2,28999104.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2022-01-31,USD,דיווח מנהל הקרן,אי-תלות,2025-08-19,3.306,100.483,317.581,8.25e-06,0.017239,0.000675,,
1329,9761.0,accolade investment associates VIII-C LLC,,,Accolade Partners 8-C Feeder (Anthos 5),29994299.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2021-06-28,USD,דיווח מנהל הקרן,אי-תלות,2025-09-25,3.306,49.957,184.001,3.8e-07,0.009988,0.000391,,
