מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך ,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,סיווג הקרן,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 23,סוף מידע
1329,13211.0,India Acorn ICAV - Ashoka Indi,213800M3HXZ3RG189568,LEI,Ashoka WhiteOak ICAV - Ashoka,IE00BH3N4915,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,844.82,3.306,25948.0,724.728,1.021785514078e-06,0.107467,0.003597,,
1329,13211.0,VisionFund - Japan Equity Valu,549300MLFO9DA22U6X10,LEI,VisionFund - Japan Equity Valu,LU2407273668,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,583.89,0.022332,1923144.0,250.77,7.51736984418e-07,0.037185,0.001244,,
1329,13211.0,Liontrust European Dynamic Fun,549300PN0HPAEQKWRP25,LEI,Liontrust European Dynamic Fun,GB00BKPQVT86,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,GBP,104614.78,4.4409,152.7,709.419,7.62771401225e-07,0.105197,0.003521,,
1329,13211.0,Lazard Global Active Funds PLC,549300SUR2UP5JCRR148,LEI,LAZARD JAPA STRA EQIT-J ACCJ,IE000935MXF3,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,1946.32,0.022332,1123243.58,488.221,7.7772179834e-07,0.072396,0.002423,,
1329,13211.0,Nomura Funds Ireland - India E,549300HXR7QJEDLJQG22,LEI,Nomura Funds Ireland - India E,IE00B3SHFF36,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,636.27,3.306,24101.87,506.99,1.190532898557e-06,0.075179,0.002516,,
1329,13211.0,HBM Healthcare Investments AG,549300IFDFSDRT4D3076,LEI,HBM Healthcare Investments AG,CH0012627250,ISIN,מניות,"חו""ל",שוויץ,סחיר,SIX,Equity Funds,לא,CHF,603.97,4.1427,18080.0,452.378,6.64295184442e-07,0.067081,0.002245,,
1329,13211.0,Goehring & Rozencwajg Resource,97006,פנימי,Goehring & Rozencwajg Resource,IE000KQNS6Z3,ISIN,מניות,"חו""ל",גלובלי,סחיר,EURONEXT,Equity Funds,לא,USD,2132.25,3.306,1292.23,91.092,1.056396102661e-06,0.013507,0.000452,,
1329,13211.0,TRIGON - New Europe Fund/Luxem,529900TCN22XTOQUBM95,LEI,TRIGON - New Europe Fund/Luxem,LU1687402393,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,EUR,608.87,3.8807,24269.0,573.438,3.024713018634e-06,0.085032,0.002846,,
1329,13211.0,Kotak Funds - India Midcap Fun,549300P1V22EKK1UCL34,LEI,Kotak Funds - India Midcap Fun,LU0675383409,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,6830.78,3.306,3297.08,744.565,6.49785991213e-07,0.110408,0.003695,,
1329,13211.0,Arcus SICAV Fund Arcus Japan F,5493006LRMEMRJ2WI665,LEI,Arcus SICAV Fund Arcus Japan F,LU0243544235,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,219.69,0.022332,5064900.0,248.491,3.5712023335e-07,0.036847,0.001233,,
1329,13212.0,Kotak Funds - India Midcap Fun,549300P1V22EKK1UCL34,LEI,Kotak Funds - India Midcap Fun,LU0675383409,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,57.98,3.306,3297.08,6.32,5.515415775e-09,0.110408,0.001911,,
1329,13212.0,Arcus SICAV Fund Arcus Japan F,5493006LRMEMRJ2WI665,LEI,Arcus SICAV Fund Arcus Japan F,LU0243544235,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,1.86,0.022332,5064900.0,2.109,3.023549702e-09,0.036847,0.000638,,
1329,13212.0,TRIGON - New Europe Fund/Luxem,529900TCN22XTOQUBM95,LEI,TRIGON - New Europe Fund/Luxem,LU1687402393,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,EUR,5.16,3.8807,24269.0,4.867,2.563358217e-08,0.085032,0.001472,,
1329,13212.0,Goehring & Rozencwajg Resource,97006,פנימי,Goehring & Rozencwajg Resource,IE000KQNS6Z3,ISIN,מניות,"חו""ל",גלובלי,סחיר,EURONEXT,Equity Funds,לא,USD,18.09,3.306,1292.23,0.773,8.962460076e-09,0.013507,0.000233,,
1329,13212.0,HBM Healthcare Investments AG,549300IFDFSDRT4D3076,LEI,HBM Healthcare Investments AG,CH0012627250,ISIN,מניות,"חו""ל",שוויץ,סחיר,SIX,Equity Funds,לא,CHF,5.12,4.1427,18080.0,3.84,5.631391202e-09,0.067081,0.001161,,
1329,13212.0,Nomura Funds Ireland - India E,549300HXR7QJEDLJQG22,LEI,Nomura Funds Ireland - India E,IE00B3SHFF36,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,5.4,3.306,24101.87,4.303,1.0104008757e-08,0.075179,0.001301,,
1329,13212.0,Lazard Global Active Funds PLC,549300SUR2UP5JCRR148,LEI,LAZARD JAPA STRA EQIT-J ACCJ,IE000935MXF3,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,16.52,0.022332,1123243.58,4.144,6.601157111e-09,0.072396,0.001253,,
1329,13212.0,Liontrust European Dynamic Fun,549300PN0HPAEQKWRP25,LEI,Liontrust European Dynamic Fun,GB00BKPQVT86,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,GBP,887.97,4.4409,152.7,6.022,6.474401811e-09,0.105197,0.001821,,
1329,13212.0,VisionFund - Japan Equity Valu,549300MLFO9DA22U6X10,LEI,VisionFund - Japan Equity Valu,LU2407273668,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,4.95,0.022332,1923144.0,2.129,6.372943658e-09,0.037185,0.000643,,
1329,13212.0,India Acorn ICAV - Ashoka Indi,213800M3HXZ3RG189568,LEI,Ashoka WhiteOak ICAV - Ashoka,IE00BH3N4915,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,7.17,3.306,25948.0,6.152,8.671908969e-09,0.107467,0.00186,,
1329,13212.0,Artemis UK Select Fund,QXLNS35572JXFT415E26,LEI,ARTEMIS UK SELECT FUND-INS A,GB00B2PLJG05,ISIN,מניות,"חו""ל",בריטניה,סחיר,אחר,Equity Funds,לא,GBP,284.97,4.4409,1310.29,16.583,9.747622406e-09,0.289696,0.005016,,
1329,14304.0,India Acorn ICAV - Ashoka Indi,213800M3HXZ3RG189568,LEI,Ashoka WhiteOak ICAV - Ashoka,IE00BH3N4915,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,0.96,3.306,25948.0,0.829,1.161092414e-09,0.107467,0.00182,,
1329,14304.0,VisionFund - Japan Equity Valu,549300MLFO9DA22U6X10,LEI,VisionFund - Japan Equity Valu,LU2407273668,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,0.66,0.022332,1923144.0,0.287,8.49725821e-10,0.037185,0.00063,,
1329,14304.0,Artemis UK Select Fund,QXLNS35572JXFT415E26,LEI,ARTEMIS UK SELECT FUND-INS A,GB00B2PLJG05,ISIN,מניות,"חו""ל",בריטניה,סחיר,אחר,Equity Funds,לא,GBP,38.4,4.4409,1310.29,2.235,1.313502124e-09,0.289696,0.004908,,
1329,14304.0,Liontrust European Dynamic Fun,549300PN0HPAEQKWRP25,LEI,Liontrust European Dynamic Fun,GB00BKPQVT86,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,GBP,119.67,4.4409,152.7,0.812,8.72542613e-10,0.105197,0.001782,,
1329,14304.0,Lazard Global Active Funds PLC,549300SUR2UP5JCRR148,LEI,LAZARD JAPA STRA EQIT-J ACCJ,IE000935MXF3,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,2.22,0.022332,1123243.58,0.559,8.87080435e-10,0.072396,0.001226,,
1329,14304.0,Nomura Funds Ireland - India E,549300HXR7QJEDLJQG22,LEI,Nomura Funds Ireland - India E,IE00B3SHFF36,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,0.72,3.306,24101.87,0.58,1.347201167e-09,0.075179,0.001273,,
1329,14304.0,HBM Healthcare Investments AG,549300IFDFSDRT4D3076,LEI,HBM Healthcare Investments AG,CH0012627250,ISIN,מניות,"חו""ל",שוויץ,סחיר,SIX,Equity Funds,לא,CHF,0.69,4.1427,18080.0,0.518,7.58917954e-10,0.067081,0.001136,,
1329,14304.0,Goehring & Rozencwajg Resource,97006,פנימי,Goehring & Rozencwajg Resource,IE000KQNS6Z3,ISIN,מניות,"חו""ל",גלובלי,סחיר,EURONEXT,Equity Funds,לא,USD,2.43,3.306,1292.23,0.104,1.203912547e-09,0.013507,0.000228,,
1329,14304.0,TRIGON - New Europe Fund/Luxem,529900TCN22XTOQUBM95,LEI,TRIGON - New Europe Fund/Luxem,LU1687402393,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,EUR,0.69,3.8807,24269.0,0.656,3.427746453e-09,0.085032,0.00144,,
1329,14304.0,Arcus SICAV Fund Arcus Japan F,5493006LRMEMRJ2WI665,LEI,Arcus SICAV Fund Arcus Japan F,LU0243544235,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,0.25,0.022332,5064900.0,0.284,4.06391088e-10,0.036847,0.000624,,
1329,14304.0,Kotak Funds - India Midcap Fun,549300P1V22EKK1UCL34,LEI,Kotak Funds - India Midcap Fun,LU0675383409,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,7.81,3.306,3297.08,0.852,7.42935446e-10,0.110408,0.00187,,
1329,15313.0,Kotak Funds - India Midcap Fun,549300P1V22EKK1UCL34,LEI,Kotak Funds - India Midcap Fun,LU0675383409,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,4.82,3.306,3297.08,0.525,4.58508175e-10,0.110408,0.000912,,
1329,15313.0,Arcus SICAV Fund Arcus Japan F,5493006LRMEMRJ2WI665,LEI,Arcus SICAV Fund Arcus Japan F,LU0243544235,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,0.15,0.022332,5064900.0,0.175,2.43834653e-10,0.036847,0.000304,,
1329,15313.0,TRIGON - New Europe Fund/Luxem,529900TCN22XTOQUBM95,LEI,TRIGON - New Europe Fund/Luxem,LU1687402393,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,EUR,0.42,3.8807,24269.0,0.405,2.086454362e-09,0.085032,0.000702,,
1329,15313.0,HBM Healthcare Investments AG,549300IFDFSDRT4D3076,LEI,HBM Healthcare Investments AG,CH0012627250,ISIN,מניות,"חו""ל",שוויץ,סחיר,SIX,Equity Funds,לא,CHF,0.42,4.1427,18080.0,0.319,4.61950059e-10,0.067081,0.000554,,
1329,15313.0,Goehring & Rozencwajg Resource,97006,פנימי,Goehring & Rozencwajg Resource,IE000KQNS6Z3,ISIN,מניות,"חו""ל",גלובלי,סחיר,EURONEXT,Equity Funds,לא,USD,1.5,3.306,1292.23,0.064,7.43155893e-10,0.013507,0.000111,,
1329,15313.0,Nomura Funds Ireland - India E,549300HXR7QJEDLJQG22,LEI,Nomura Funds Ireland - India E,IE00B3SHFF36,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,0.44,3.306,24101.87,0.358,8.23289602e-10,0.075179,0.000621,,
1329,15313.0,Lazard Global Active Funds PLC,549300SUR2UP5JCRR148,LEI,LAZARD JAPA STRA EQIT-J ACCJ,IE000935MXF3,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,1.37,0.022332,1123243.58,0.345,5.4743252e-10,0.072396,0.000598,,
1329,15313.0,Liontrust European Dynamic Fun,549300PN0HPAEQKWRP25,LEI,Liontrust European Dynamic Fun,GB00BKPQVT86,ISIN,מניות,"חו""ל",אירופה,סחיר,אחר,Equity Funds,לא,GBP,73.82,4.4409,152.7,0.501,5.38239289e-10,0.105197,0.000869,,
1329,15313.0,Artemis UK Select Fund,QXLNS35572JXFT415E26,LEI,ARTEMIS UK SELECT FUND-INS A,GB00B2PLJG05,ISIN,מניות,"חו""ל",בריטניה,סחיר,אחר,Equity Funds,לא,GBP,23.69,4.4409,1310.29,1.379,8.10335034e-10,0.289696,0.002393,,
1329,15313.0,VisionFund - Japan Equity Valu,549300MLFO9DA22U6X10,LEI,VisionFund - Japan Equity Valu,LU2407273668,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,JPY,0.41,0.022332,1923144.0,0.177,5.27859979e-10,0.037185,0.000307,,
1329,15313.0,India Acorn ICAV - Ashoka Indi,213800M3HXZ3RG189568,LEI,Ashoka WhiteOak ICAV - Ashoka,IE00BH3N4915,ISIN,מניות,"חו""ל",הודו,סחיר,אחר,Equity Funds,לא,USD,0.59,3.306,25948.0,0.511,7.13588046e-10,0.107467,0.000888,,
1328,13819.0,,,,,,,,,,,,,,,,,,,,,,,
1329,13820.0,,,,,,,,,,,,,,,,,,,,,,,
1329,14305.0,,,,,,,,,,,,,,,,,,,,,,,
1328,14303.0,,,,,,,,,,,,,,,,,,,,,,,
1329,14854.0,,,,,,,,,,,,,,,,,,,,,,,
1328,14850.0,,,,,,,,,,,,,,,,,,,,,,,
סוף מידע,,,,,,,,,,,,,,,,,,,,,,,,
