מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מספר מזהה לווה,סוג מספר מזהה לווה,שם הלוואה,מספר הלוואה,מאפיין עיקרי,מאפיין הלוואות מתואמות עבור זכויות מקרקעין,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,ענף מסחר,בעל עניין/צד קשור,קונסורציום/ סינדיקציה,מספר קונסורציום/ סינדיקציה,תאריך העמדת הלוואה,דירוג,שם מדרג,דירוג הלוואה/המנפיק,מטבע פעילות,"מח""מ",סוג הריבית,שיעור ריבית,סוג הצמדה,ריבית עוגן,שיעור תוספת/הפחתה לריבית העוגן,תשואה לפדיון,מועד פדיון,נחיתות חוזית,סוג בטוחה,שווי הבטוחות העומדות כנגד ההלוואה,שיעור הבטוחות מהחוב,מועד עדכון אחרון לשווי הבטוחות,זכות חזרה,מבנה לוח סילוקין,יעוד הלוואה,זכות פירעון מוקדם,סוג גורם משערך,שם גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,תאריך אחרון בו נבחנה בפועל ירידת ערך,שיעור ריבית בגין אי-ניצול מסגרת האשראי,ערך נקוב,שער הלוואה,שער חליפין,"שווי הוגן (באלפי ש""ח)",שווי הוגן (במטבע הפעילות),"עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),האם סווג כחוב בעייתי,השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 53,סוף מידע
1329,9761.0,,,,29993664.0,תאגיד,"נדל""ן מניב - משרדים",ישראל,,"נדל""ן מניב בישראל",לא,לא,,2020-03-01,NR,NR,NR,ILS,3.95,קבועה,0.022,,,,0.0477,2031-12-31,החוב לא נחות,,,,2023-12-31,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,165540.19,90.6,1.0,149.979,149.97941,,,,שווי הוגן,0.044961,0.000318,,
1329,9761.0,,,,29993205.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-09-20,AA+,S&P מעלות,הלוואה,ILS,3.62,קבועה,0.0308,,,,0.0454,2033-10-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,475.62,95.43,1.0,0.454,0.45388,,,,שווי הוגן,0.000136,0.0,,
1329,9761.0,,,,29993306.0,תאגיד,,ישראל,,תקשורת ומדיה,לא,לא,,2019-02-03,NR,NR,NR,ILS,0.49,קבועה,0.0451,,,,0.0518,2026-06-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,10000.17,100.83,1.0,10.083,10.08317,,,,שווי הוגן,0.003022,2.1e-05,,
1329,9761.0,,,,29993150.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-06-28,AAA,S&P מעלות,הלוואה,ILS,3.68,קבועה,0.016,,,,0.0244,2033-07-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,4219.43,115.26,1.0,4.863,4.86331,,,,שווי הוגן,0.001457,1e-05,,
1329,9761.0,,,,28999279.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-09-26,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.021,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,2139.22,100.4,1.0,2.148,2.14777,,,,שווי הוגן,0.000643,4e-06,,
1329,9761.0,,,,28999258.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-05-30,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.021,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,5077.48,100.4,1.0,5.098,5.09778,,,,שווי הוגן,0.001528,1e-05,,
1329,9761.0,,,,28999291.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2025-04-29,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0268,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,1147.49,100.07,1.0,1.148,1.14829,,,,שווי הוגן,0.000344,2e-06,,
1329,9761.0,,,,28999220.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2023-05-30,A1,מידרוג Moodys,הלוואה,ILS,8.99,קבועה,0.0449,,,,0.0409,2045-12-31,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,20572.71,104.79,1.0,21.558,21.55814,,,,שווי הוגן,0.006462,4.5e-05,,
1329,9761.0,,,,28999250.0,תאגיד,,ישראל,,השקעה ואחזקות,לא,לא,,2016-05-05,AAA,S&P מעלות,מנפיק,ILS,1.29,משתנה,0.025,,,,0.112,2028-05-24,החוב לא נחות,,,,,,,,כן,גורם תלוי/פנימי,,קיימת תלות,2025-09-30,,,5654.25,100.59,1.0,5.688,5.68761,,,,שווי הוגן,0.001705,1.2e-05,,
1329,9761.0,,,,29993192.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-09-04,AA,S&P מעלות,הלוואה,ILS,2.33,קבועה,0.0344,,,,0.0485,2030-10-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,803.79,97.63,1.0,0.785,0.78474,,,,שווי הוגן,0.000235,1e-06,,
1329,9761.0,,,,28999254.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-03-25,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0205,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,13312.66,100.43,1.0,13.37,13.3699,,,,שווי הוגן,0.004008,2.8e-05,,
1329,9761.0,,,,28999261.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2024-06-27,A1,מידרוג Moodys,הלוואה,ILS,5.85,קבועה,0.041343,,,,0.034,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,8593.15,109.27,1.0,9.39,9.38973,,,,שווי הוגן,0.002814,1.9e-05,,
1329,9761.0,,,,28999181.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2022-10-03,A1,מידרוג Moodys,הלוואה,ILS,9.15,קבועה,0.03964,,,,0.039,2045-12-31,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,16808.07,104.93,1.0,17.637,17.6367,,,,שווי הוגן,0.005287,3.7e-05,,
1329,9761.0,,,,28999239.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2023-11-27,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0137,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,6750.47,100.82,1.0,6.806,6.80582,,,,שווי הוגן,0.00204,1.4e-05,,
1329,9761.0,,,,28999171.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2022-08-18,A1,מידרוג Moodys,הלוואה,ILS,6.12,קבועה,0.024463,,,,0.0302,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,632939.59,104.41,1.0,660.852,660.85222,,,,שווי הוגן,0.198112,0.001405,,
1329,9761.0,,,,28999260.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-06-27,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0191,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,13534.05,100.51,1.0,13.603,13.60307,,,,שווי הוגן,0.004077,2.8e-05,,
1329,9761.0,,,,28999249.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-02-28,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0166,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,1220.88,100.65,1.0,1.229,1.22881,,,,שווי הוגן,0.000368,2e-06,,
1329,9761.0,,,,29992952.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-01-16,AA+,S&P מעלות,הלוואה,ILS,2.05,קבועה,0.0282,,,,0.0489,2030-02-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,2808.02,96.55,1.0,2.711,2.71115,,,,שווי הוגן,0.000812,5e-06,,
1329,9761.0,,,,28999225.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2023-07-20,A1,מידרוג Moodys,הלוואה,ILS,5.99,קבועה,0.035939,,,,0.0305,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,6864.52,108.56,1.0,7.452,7.45212,,,,שווי הוגן,0.002234,1.5e-05,,
1329,9761.0,,,,28999229.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2023-08-31,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0147,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,10432.28,100.76,1.0,10.512,10.51156,,,,שווי הוגן,0.003151,2.2e-05,,
1329,9761.0,,,,28999255.0,תאגיד,תשתיות - שלב הקמה,ישראל,,ביטחוניות,לא,כן,,2024-03-26,A1,מידרוג Moodys,הלוואה,EUR,0.97,משתנה,0.0412,,,,0.0428,2026-09-25,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,79120.29,100.04,3.8807,307.165,79.15193,,,,שווי הוגן,0.092082,0.000653,,
1329,9761.0,,,,28999240.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2023-11-30,A1,מידרוג Moodys,הלוואה,ILS,5.93,קבועה,0.038269,,,,0.0303,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,11952.91,111.43,1.0,13.319,13.31912,,,,שווי הוגן,0.003992,2.8e-05,,
1329,9761.0,,,,28999256.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2024-04-17,A1,מידרוג Moodys,הלוואה,ILS,5.97,קבועה,0.037073,,,,0.0304,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,7414.27,108.33,1.0,8.032,8.03187,,,,שווי הוגן,0.002407,1.7e-05,,
1329,9761.0,,,,28999284.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2024-10-29,A1,מידרוג Moodys,הלוואה,ILS,5.7,קבועה,0.045688,,,,0.0428,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,22016.96,105.12,1.0,23.144,23.14422,,,,שווי הוגן,0.006938,4.9e-05,,
1329,9761.0,,,,28999257.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-05-15,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.021,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,14847.89,100.4,1.0,14.907,14.90728,,,,שווי הוגן,0.004468,3.1e-05,,
1329,9761.0,,,,28999180.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2022-02-18,A1,מידרוג Moodys,הלוואה,ILS,6.05,קבועה,0.029621,,,,0.0306,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,32340.85,107.83,1.0,34.873,34.87313,,,,שווי הוגן,0.010454,7.4e-05,,
1329,9761.0,,,,29993450.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2019-06-06,AAA,S&P מעלות,הלוואה,ILS,4.05,קבועה,0.0175,,,,0.028,2034-06-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,6469.97,113.76,1.0,7.36,7.36024,,,,שווי הוגן,0.002206,1.5e-05,,
1329,9761.0,,,,29993540.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2019-09-15,AAA,S&P מעלות,מנפיק,ILS,4.26,קבועה,0.01,,,,0.0264,2034-10-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,2289.49,110.07,1.0,2.52,2.52004,,,,שווי הוגן,0.000755,5e-06,,
1329,9761.0,,,,29993298.0,תאגיד,,ישראל,,תקשורת ומדיה,לא,לא,,2019-01-17,NR,NR,NR,ILS,0.0,קבועה,0.0,,,,0.0,2054-12-31,החוב נחות,,,,,,,,לא,גורם תלוי/פנימי,,קיימת תלות,2025-05-29,,,10528.72,1e-06,1.0,0.0,0.0,,,,שווי הוגן,0.0,0.0,,
1329,9761.0,,,,29993142.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-06-13,AA,S&P מעלות,הלוואה,ILS,2.24,קבועה,0.0275,,,,0.0303,2030-06-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,987.18,118.42,1.0,1.169,1.16901,,,,שווי הוגן,0.00035,2e-06,,
1329,9761.0,,,,29993163.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-07-25,AA+,S&P מעלות,הלוואה,ILS,3.68,קבועה,0.0196,,,,0.0273,2033-08-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,400.06,116.08,1.0,0.464,0.4644,,,,שווי הוגן,0.000139,0.0,,
1329,9761.0,,,,29993936.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חיפושי נפט וגז,לא,כן,,2020-12-02,A1,מידרוג Moodys,הלוואה,EUR,6.49,קבועה,0.023451,,,,0.0439,2040-06-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,48822.92,88.8,3.8807,168.247,43.35475,,,,שווי הוגן,0.050437,0.000357,,
1329,9761.0,,,,90552312.0,תאגיד,,ישראל,,שירותים פיננסיים,לא,לא,,2018-08-09,NR,NR,NR,ILS,3.26,קבועה,0.029,,,,0.0441,2036-08-09,החוב לא נחות,,,,2024-02-17,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,7962.4,116.72,1.0,9.294,9.29371,,,,שווי הוגן,0.002786,1.9e-05,,
1329,9761.0,,,,90146006.0,תאגיד,,ישראל,,השקעה ואחזקות,לא,כן,,2015-05-06,NR,NR,NR,ILS,0.0,קבועה,0.0,,,,0.0,2028-06-29,החוב לא נחות,,,,2025-09-25,,,,כן,גורם תלוי/פנימי,,קיימת תלות,2025-09-30,,,2749.3,1e-06,1.0,0.0,0.0,,,,שווי הוגן,0.0,0.0,,
1329,9761.0,,,,29994280.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2021-05-31,A2,מידרוג Moodys,הלוואה,ILS,0.16,משתנה,0.065,,,,0.0666,2025-12-15,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,110045.91,99.58,1.0,109.584,109.58371,,,,שווי הוגן,0.032851,0.000233,,
1329,9761.0,,,,29993634.0,תאגיד,,"חו""ל",,Media,לא,כן,,2020-01-23,NR,NR,NR,USD,0.72,משתנה,0.0987639,,,,0.0751,2026-06-30,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,5026.8,101.83526,3.306,16.924,5.11905,,,,שווי הוגן,0.005073,3.5e-05,,
1329,9761.0,,,,29992726.0,תאגיד,"נדל""ן מניב-  מסחר","חו""ל",,Real Estate Management & Development,לא,כן,,2016-04-29,NR,NR,NR,USD,1.1,משתנה,0.0608639,,,,0.1715,2026-11-22,החוב לא נחות,,,,2024-06-12,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,15869.88,90.750298,3.306,47.613,14.40196,,,,שווי הוגן,0.014273,0.000101,,
1329,9761.0,,,,28999252.0,תאגיד,"נדל""ן מניב-  מסחר","חו""ל",,Real Estate Management & Development,לא,כן,,2024-02-29,NR,NR,NR,USD,1.1,משתנה,0.02,,,,0.1715,2026-11-22,החוב לא נחות,,,,2024-06-12,,,,כן,גורם תלוי/פנימי,,קיימת תלות,2025-09-30,,,451.16,90.750298,3.306,1.354,0.40942,,,,שווי הוגן,0.000405,2e-06,,
1329,9761.0,,,,29994317.0,תאגיד,"נדל""ן מניב-  מסחר","חו""ל",,Independent Power and Renewable Electricity Producers,לא,כן,,2021-07-29,NR,NR,NR,USD,1.08,משתנה,0.0647639,,,,0.0659,2027-06-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,53655.26,101.341905,3.306,179.765,54.37526,,,,שווי הוגן,0.05389,0.000382,,
1329,9761.0,,,,28999141.0,תאגיד,"נדל""ן מניב -  אחר/לא מסווג","חו""ל",,Real Estate Management & Development,לא,כן,,2022-06-04,NR,NR,NR,NOK,0.48,משתנה,0.1091,,,,0.0955,2027-05-04,החוב נחות,,,,2023-12-31,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,483408.49,103.467518,0.3311,165.607,500.17076,,,,שווי הוגן,0.049646,0.000352,,
1329,9761.0,,,,28999143.0,תאגיד,"נדל""ן מניב -  אחר/לא מסווג","חו""ל",,Real Estate Management & Development,לא,כן,,2022-06-04,NR,NR,NR,NOK,0.49,משתנה,0.0699,,,,0.0668,2027-05-04,החוב לא נחות,,,,2023-12-31,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,1879830.07,101.926678,0.3311,634.404,1916.04834,,,,שווי הוגן,0.190183,0.001348,,
1329,9761.0,,,,28999287.0,תאגיד,,"חו""ל",,Real Estate Management & Development,לא,לא,,2025-01-27,NR,NR,NR,USD,2.09,משתנה,0.0947639,,,,0.0802,2028-01-27,החוב לא נחות,,,,2024-10-30,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,128109.0,103.316694,3.306,437.575,132.35798,,,,שווי הוגן,0.131177,0.00093,,
1329,9762.0,,,,28999235.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2023-11-10,A1,מידרוג Moodys,הלוואה,ILS,5.98,קבועה,0.041321,,,,0.027,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,2232.09,113.51,1.0,2.534,2.53364,,,,שווי הוגן,0.002219,1.4e-05,,
1329,9762.0,,,,28999286.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2025-01-23,A1,מידרוג Moodys,הלוואה,ILS,5.6,קבועה,0.043829,,,,0.0566,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,906.13,99.52,1.0,0.902,0.90178,,,,שווי הוגן,0.000789,4e-06,,
1329,9762.0,,,,28999246.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2024-02-01,A1,מידרוג Moodys,הלוואה,ILS,5.96,קבועה,0.034404,,,,0.0305,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,4952.8,109.16,1.0,5.406,5.40647,,,,שווי הוגן,0.004736,2.9e-05,,
1329,9762.0,,,,28999247.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2023-12-31,A1,מידרוג Moodys,הלוואה,ILS,8.94,קבועה,0.047818,,,,0.041,2045-12-31,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,2999.81,106.34,1.0,3.19,3.18999,,,,שווי הוגן,0.002794,1.7e-05,,
1329,9762.0,,,,28999233.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2023-09-26,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0147,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,1544.99,100.76,1.0,1.557,1.55673,,,,שווי הוגן,0.001363,8e-06,,
1329,9762.0,,,,28999285.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-11-06,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0238,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,2042.67,100.24,1.0,2.048,2.04757,,,,שווי הוגן,0.001793,1.1e-05,,
1329,9762.0,,,,29993324.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2019-02-27,AAA,S&P מעלות,מנפיק,ILS,3.78,קבועה,0.031,,,,0.0463,2034-03-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,1943.69,95.11,1.0,1.849,1.84864,,,,שווי הוגן,0.001619,1e-05,,
1329,9762.0,,,,29992951.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-01-16,AA+,S&P מעלות,הלוואה,ILS,2.1,קבועה,0.0178,,,,0.0273,2030-02-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,1589.24,117.87,1.0,1.873,1.87324,,,,שווי הוגן,0.001641,1e-05,,
1329,9762.0,,,,28999236.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2023-10-31,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0128,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,3010.81,100.87,1.0,3.037,3.037,,,,שווי הוגן,0.00266,1.6e-05,,
1329,9762.0,,,,29992981.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-02-28,AA,S&P מעלות,הלוואה,ILS,2.08,קבועה,0.0334,,,,0.049,2030-03-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,486.26,97.61,1.0,0.475,0.47464,,,,שווי הוגן,0.000415,2e-06,,
1329,9762.0,,,,28999215.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2022-08-18,A1,מידרוג Moodys,הלוואה,ILS,6.01,קבועה,0.036298,,,,0.0289,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,4406.5,111.26,1.0,4.903,4.90267,,,,שווי הוגן,0.004294,2.7e-05,,
1329,9762.0,,,,28999291.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2025-04-29,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0268,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,322.43,100.07,1.0,0.323,0.32265,,,,שווי הוגן,0.000282,1e-06,,
1329,9762.0,,,,28999279.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-09-26,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.021,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,601.56,100.4,1.0,0.604,0.60396,,,,שווי הוגן,0.000529,3e-06,,
1329,9762.0,,,,28999258.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-05-30,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.021,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,1426.74,100.4,1.0,1.432,1.43244,,,,שווי הוגן,0.001254,7e-06,,
1329,9762.0,,,,29993142.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-06-13,AA,S&P מעלות,הלוואה,ILS,2.24,קבועה,0.0275,,,,0.0303,2030-06-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,558.01,118.42,1.0,0.661,0.6608,,,,שווי הוגן,0.000578,3e-06,,
1329,9762.0,,,,29993150.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-06-28,AAA,S&P מעלות,הלוואה,ILS,3.68,קבועה,0.016,,,,0.0244,2033-07-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,2391.04,115.26,1.0,2.756,2.75591,,,,שווי הוגן,0.002414,1.5e-05,,
1329,9762.0,,,,29994280.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2021-05-31,A2,מידרוג Moodys,הלוואה,ILS,0.16,משתנה,0.065,,,,0.0666,2025-12-15,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,30921.02,99.58,1.0,30.791,30.79115,,,,שווי הוגן,0.026974,0.00017,,
1329,9762.0,,,,29993306.0,תאגיד,,ישראל,,תקשורת ומדיה,לא,לא,,2019-02-03,NR,NR,NR,ILS,0.49,קבועה,0.0451,,,,0.0518,2026-06-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,4499.93,100.83,1.0,4.537,4.53727,,,,שווי הוגן,0.003974,2.5e-05,,
1329,9762.0,,,,29993205.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-09-20,AA+,S&P מעלות,הלוואה,ILS,3.62,קבועה,0.0308,,,,0.0454,2033-10-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,269.26,95.43,1.0,0.257,0.25695,,,,שווי הוגן,0.000225,1e-06,,
1329,9762.0,,,,29993311.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2019-02-07,AA+,S&P מעלות,הלוואה,ILS,3.88,קבועה,0.0216,,,,0.0288,2034-02-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,480.19,116.5,1.0,0.559,0.55943,,,,שווי הוגן,0.00049,3e-06,,
1329,9762.0,,,,29993664.0,תאגיד,"נדל""ן מניב - משרדים",ישראל,,"נדל""ן מניב בישראל",לא,לא,,2020-03-01,NR,NR,NR,ILS,3.95,קבועה,0.022,,,,0.0477,2031-12-31,החוב לא נחות,,,,2023-12-31,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,46057.64,90.6,1.0,41.728,41.72822,,,,שווי הוגן,0.036555,0.00023,,
1329,9762.0,,,,29994233.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2022-01-31,A1,מידרוג Moodys,הלוואה,ILS,9.41,קבועה,0.02747,,,,0.0397,2045-12-31,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,5579.18,96.22,1.0,5.368,5.36828,,,,שווי הוגן,0.004702,2.9e-05,,
1329,9762.0,,,,29992973.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-02-19,AA,S&P מעלות,הלוואה,ILS,0.37,קבועה,0.0354,,,,0.0316,2026-07-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,268.09,120.71,1.0,0.324,0.32361,,,,שווי הוגן,0.000283,1e-06,,
1329,9762.0,,,,29993936.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חיפושי נפט וגז,לא,כן,,2020-12-02,A1,מידרוג Moodys,הלוואה,EUR,6.49,קבועה,0.023451,,,,0.0439,2040-06-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,13549.79,88.8,3.8807,46.693,12.03221,,,,שווי הוגן,0.040905,0.000258,,
