מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מספר מזהה לווה,סוג מספר מזהה לווה,שם הלוואה,מספר הלוואה,מאפיין עיקרי,מאפיין הלוואות מתואמות עבור זכויות מקרקעין,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,ענף מסחר,בעל עניין/צד קשור,קונסורציום/ סינדיקציה,מספר קונסורציום/ סינדיקציה,תאריך העמדת הלוואה,דירוג,שם מדרג,דירוג הלוואה/המנפיק,מטבע פעילות,"מח""מ",סוג הריבית,שיעור ריבית,סוג הצמדה,ריבית עוגן,שיעור תוספת/הפחתה לריבית העוגן,תשואה לפדיון,מועד פדיון,נחיתות חוזית,סוג בטוחה,שווי הבטוחות העומדות כנגד ההלוואה,שיעור הבטוחות מהחוב,מועד עדכון אחרון לשווי הבטוחות,זכות חזרה,מבנה לוח סילוקין,יעוד הלוואה,זכות פירעון מוקדם,סוג גורם משערך,שם גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,תאריך אחרון בו נבחנה בפועל ירידת ערך,שיעור ריבית בגין אי-ניצול מסגרת האשראי,ערך נקוב,שער הלוואה,שער חליפין,"שווי הוגן (באלפי ש""ח)",שווי הוגן (במטבע הפעילות),"עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),האם סווג כחוב בעייתי,השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 53,סוף מידע
1329,9762.0,,,,29993192.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-09-04,AA,S&P מעלות,הלוואה,ILS,2.33,קבועה,0.0344,,,,0.0485,2030-10-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,455.17,97.63,1.0,0.444,0.44438,,,,שווי הוגן,0.000389,2e-06,,
1329,9762.0,,,,28999254.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-03-25,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0205,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,3740.46,100.43,1.0,3.757,3.75654,,,,שווי הוגן,0.00329,2e-05,,
1329,9762.0,,,,28999261.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2024-06-27,A1,מידרוג Moodys,הלוואה,ILS,5.85,קבועה,0.041343,,,,0.034,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,2909.57,109.27,1.0,3.179,3.17928,,,,שווי הוגן,0.002785,1.7e-05,,
1329,9762.0,,,,28999220.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2023-05-30,A1,מידרוג Moodys,הלוואה,ILS,8.99,קבועה,0.0449,,,,0.0409,2045-12-31,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,6100.66,104.79,1.0,6.393,6.39288,,,,שווי הוגן,0.0056,3.5e-05,,
1329,9762.0,,,,28999250.0,תאגיד,,ישראל,,השקעה ואחזקות,לא,לא,,2016-05-05,AAA,S&P מעלות,מנפיק,ILS,1.29,משתנה,0.025,,,,0.112,2028-05-24,החוב לא נחות,,,,,,,,כן,גורם תלוי/פנימי,,קיימת תלות,2025-09-30,,,4142.25,100.59,1.0,4.167,4.16668,,,,שווי הוגן,0.00365,2.3e-05,,
1329,9762.0,,,,28999181.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2022-10-03,A1,מידרוג Moodys,הלוואה,ILS,9.15,קבועה,0.03964,,,,0.039,2045-12-31,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,4984.15,104.93,1.0,5.23,5.22986,,,,שווי הוגן,0.004581,2.8e-05,,
1329,9762.0,,,,28999171.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2022-08-18,A1,מידרוג Moodys,הלוואה,ILS,6.12,קבועה,0.024463,,,,0.0302,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,214370.22,104.41,1.0,223.824,223.82394,,,,שווי הוגן,0.196079,0.001237,,
1329,9762.0,,,,28999239.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2023-11-27,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0137,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,1897.16,100.82,1.0,1.913,1.91271,,,,שווי הוגן,0.001675,1e-05,,
1329,9762.0,,,,28999249.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-02-28,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0166,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,343.06,100.65,1.0,0.345,0.34528,,,,שווי הוגן,0.000302,1e-06,,
1329,9762.0,,,,28999260.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-06-27,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0191,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,3802.53,100.51,1.0,3.822,3.82192,,,,שווי הוגן,0.003348,2.1e-05,,
1329,9762.0,,,,29992952.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-01-16,AA+,S&P מעלות,הלוואה,ILS,2.05,קבועה,0.0282,,,,0.0489,2030-02-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,1589.79,96.55,1.0,1.535,1.53494,,,,שווי הוגן,0.001344,8e-06,,
1329,9762.0,,,,28999225.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2023-07-20,A1,מידרוג Moodys,הלוואה,ILS,5.99,קבועה,0.035939,,,,0.0305,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,2325.11,108.56,1.0,2.524,2.52413,,,,שווי הוגן,0.002211,1.3e-05,,
1329,9762.0,,,,28999229.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2023-08-31,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0147,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,2930.82,100.76,1.0,2.953,2.95309,,,,שווי הוגן,0.002587,1.6e-05,,
1329,9762.0,,,,28999255.0,תאגיד,תשתיות - שלב הקמה,ישראל,,ביטחוניות,לא,כן,,2024-03-26,A1,מידרוג Moodys,הלוואה,EUR,0.97,משתנה,0.0412,,,,0.0428,2026-09-25,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,22962.36,100.04,3.8807,89.146,22.97154,,,,שווי הוגן,0.078095,0.000492,,
1329,9762.0,,,,28999256.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2024-04-17,A1,מידרוג Moodys,הלוואה,ILS,5.97,קבועה,0.037073,,,,0.0304,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,2511.83,108.33,1.0,2.721,2.72106,,,,שווי הוגן,0.002383,1.5e-05,,
1329,9762.0,,,,28999284.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2024-10-29,A1,מידרוג Moodys,הלוואה,ILS,5.7,קבועה,0.045688,,,,0.0428,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,7456.75,105.12,1.0,7.839,7.83853,,,,שווי הוגן,0.006866,4.3e-05,,
1329,9762.0,,,,28999180.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2022-02-18,A1,מידרוג Moodys,הלוואה,ILS,6.05,קבועה,0.029621,,,,0.0306,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,10953.65,107.83,1.0,11.811,11.81132,,,,שווי הוגן,0.010347,6.5e-05,,
1329,9762.0,,,,28999240.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2023-11-30,A1,מידרוג Moodys,הלוואה,ILS,5.93,קבועה,0.038269,,,,0.0303,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,4049.03,111.43,1.0,4.512,4.51183,,,,שווי הוגן,0.003952,2.4e-05,,
1329,9762.0,,,,28999257.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-05-15,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.021,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,4172.06,100.4,1.0,4.189,4.18874,,,,שווי הוגן,0.003669,2.3e-05,,
1329,9762.0,,,,90146006.0,תאגיד,,ישראל,,השקעה ואחזקות,לא,כן,,2015-05-06,NR,NR,NR,ILS,0.0,קבועה,0.0,,,,0.0,2028-06-29,החוב לא נחות,,,,2025-09-25,,,,כן,גורם תלוי/פנימי,,קיימת תלות,2025-09-30,,,2393.74,1e-06,1.0,0.0,0.0,,,,שווי הוגן,0.0,0.0,,
1329,9762.0,,,,90552312.0,תאגיד,,ישראל,,שירותים פיננסיים,לא,לא,,2018-08-09,NR,NR,NR,ILS,3.26,קבועה,0.029,,,,0.0441,2036-08-09,החוב לא נחות,,,,2024-02-17,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,6367.53,116.72,1.0,7.432,7.43218,,,,שווי הוגן,0.00651,4.1e-05,,
1329,9762.0,,,,29994409.0,תאגיד,"נדל""ן מניב -  מגורים (כולל דיור מוגן)",ישראל,,"נדל""ן מניב בישראל",לא,כן,,2021-11-04,NR,NR,NR,ILS,3.82,קבועה,0.0355,,,,0.031,2029-12-27,החוב לא נחות,,,,2023-12-31,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,31549.3,104.01,1.0,32.814,32.81442,,,,שווי הוגן,0.028746,0.000181,,
1329,9762.0,,,,29993298.0,תאגיד,,ישראל,,תקשורת ומדיה,לא,לא,,2019-01-17,NR,NR,NR,ILS,0.0,קבועה,0.0,,,,0.0,2054-12-31,החוב נחות,,,,,,,,לא,גורם תלוי/פנימי,,קיימת תלות,2025-05-29,,,3369.51,1e-06,1.0,0.0,0.0,,,,שווי הוגן,0.0,0.0,,
1329,9762.0,,,,29993163.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-07-25,AA+,S&P מעלות,הלוואה,ILS,3.68,קבועה,0.0196,,,,0.0273,2033-08-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,227.93,116.08,1.0,0.265,0.26458,,,,שווי הוגן,0.000231,1e-06,,
1329,9762.0,,,,29993450.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2019-06-06,AAA,S&P מעלות,הלוואה,ILS,4.05,קבועה,0.0175,,,,0.028,2034-06-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,3665.32,113.76,1.0,4.17,4.16967,,,,שווי הוגן,0.003652,2.3e-05,,
1329,9762.0,,,,29993540.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2019-09-15,AAA,S&P מעלות,מנפיק,ILS,4.26,קבועה,0.01,,,,0.0264,2034-10-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,1296.66,110.07,1.0,1.427,1.42724,,,,שווי הוגן,0.00125,7e-06,,
1329,9762.0,,,,29993634.0,תאגיד,,"חו""ל",,Media,לא,כן,,2020-01-23,NR,NR,NR,USD,0.72,משתנה,0.0987639,,,,0.0751,2026-06-30,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,2809.96,101.83526,3.306,9.46,2.86153,,,,שווי הוגן,0.008287,5.2e-05,,
1329,9762.0,,,,29992726.0,תאגיד,"נדל""ן מניב-  מסחר","חו""ל",,Real Estate Management & Development,לא,כן,,2016-04-29,NR,NR,NR,USD,1.1,משתנה,0.0608639,,,,0.1715,2026-11-22,החוב לא נחות,,,,2024-06-12,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,4548.41,90.750298,3.306,13.646,4.12769,,,,שווי הוגן,0.011954,7.5e-05,,
1329,9762.0,,,,28999252.0,תאגיד,"נדל""ן מניב-  מסחר","חו""ל",,Real Estate Management & Development,לא,כן,,2024-02-29,NR,NR,NR,USD,1.1,משתנה,0.02,,,,0.1715,2026-11-22,החוב לא נחות,,,,2024-06-12,,,,כן,גורם תלוי/פנימי,,קיימת תלות,2025-09-30,,,129.0,90.750298,3.306,0.387,0.11706,,,,שווי הוגן,0.000339,2e-06,,
1329,9762.0,,,,28999141.0,תאגיד,"נדל""ן מניב -  אחר/לא מסווג","חו""ל",,Real Estate Management & Development,לא,כן,,2022-06-04,NR,NR,NR,NOK,0.48,משתנה,0.1091,,,,0.0955,2027-05-04,החוב נחות,,,,2023-12-31,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,166858.92,103.467518,0.3311,57.163,172.64478,,,,שווי הוגן,0.050077,0.000315,,
1329,9762.0,,,,29994317.0,תאגיד,"נדל""ן מניב-  מסחר","חו""ל",,Independent Power and Renewable Electricity Producers,לא,כן,,2021-07-29,NR,NR,NR,USD,1.08,משתנה,0.0647639,,,,0.0659,2027-06-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,16300.98,101.341905,3.306,54.614,16.51972,,,,שווי הוגן,0.047844,0.000301,,
1329,9762.0,,,,28999143.0,תאגיד,"נדל""ן מניב -  אחר/לא מסווג","חו""ל",,Real Estate Management & Development,לא,כן,,2022-06-04,NR,NR,NR,NOK,0.49,משתנה,0.0699,,,,0.0668,2027-05-04,החוב לא נחות,,,,2023-12-31,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,648864.11,101.926678,0.3311,218.978,661.36563,,,,שווי הוגן,0.191834,0.00121,,
1329,9762.0,,,,28999287.0,תאגיד,,"חו""ל",,Real Estate Management & Development,לא,לא,,2025-01-27,NR,NR,NR,USD,2.09,משתנה,0.0947639,,,,0.0802,2028-01-27,החוב לא נחות,,,,2024-10-30,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,57684.0,103.316694,3.306,197.028,59.5972,,,,שווי הוגן,0.172605,0.001089,,
1329,9763.0,,,,28999247.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2023-12-31,A1,מידרוג Moodys,הלוואה,ILS,8.94,קבועה,0.047818,,,,0.041,2045-12-31,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,3209.71,106.34,1.0,3.413,3.4132,,,,שווי הוגן,0.00345,5.1e-05,,
1329,9763.0,,,,28999286.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2025-01-23,A1,מידרוג Moodys,הלוואה,ILS,5.6,קבועה,0.043829,,,,0.0566,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,773.9,99.52,1.0,0.77,0.77018,,,,שווי הוגן,0.000778,1.1e-05,,
1329,9763.0,,,,28999285.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-11-06,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0238,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,2132.8,100.24,1.0,2.138,2.13791,,,,שווי הוגן,0.002161,3.2e-05,,
1329,9763.0,,,,29993142.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-06-13,AA,S&P מעלות,הלוואה,ILS,2.24,קבועה,0.0275,,,,0.0303,2030-06-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,244.58,118.42,1.0,0.29,0.28963,,,,שווי הוגן,0.000292,4e-06,,
1329,9763.0,,,,28999233.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2023-09-26,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0147,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,1613.69,100.76,1.0,1.626,1.62595,,,,שווי הוגן,0.001643,2.4e-05,,
1329,9763.0,,,,28999235.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2023-11-10,A1,מידרוג Moodys,הלוואה,ILS,5.98,קבועה,0.041321,,,,0.027,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,1906.73,113.51,1.0,2.164,2.16432,,,,שווי הוגן,0.002188,3.2e-05,,
1329,9763.0,,,,28999215.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2022-08-18,A1,מידרוג Moodys,הלוואה,ILS,6.01,קבועה,0.036298,,,,0.0289,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,3763.62,111.26,1.0,4.187,4.1874,,,,שווי הוגן,0.004233,6.3e-05,,
1329,9763.0,,,,28999236.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2023-10-31,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0128,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,3144.66,100.87,1.0,3.172,3.17201,,,,שווי הוגן,0.003207,4.8e-05,,
1329,9763.0,,,,28999246.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2024-02-01,A1,מידרוג Moodys,הלוואה,ILS,5.96,קבועה,0.034404,,,,0.0305,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,4230.54,109.16,1.0,4.618,4.61805,,,,שווי הוגן,0.004669,7e-05,,
1329,9763.0,,,,29993324.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2019-02-27,AAA,S&P מעלות,מנפיק,ILS,3.78,קבועה,0.031,,,,0.0463,2034-03-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,847.3,95.11,1.0,0.806,0.80587,,,,שווי הוגן,0.000814,1.2e-05,,
1329,9763.0,,,,29992981.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-02-28,AA,S&P מעלות,הלוואה,ILS,2.08,קבועה,0.0334,,,,0.049,2030-03-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,210.64,97.61,1.0,0.206,0.20561,,,,שווי הוגן,0.000207,3e-06,,
1329,9763.0,,,,29992951.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-01-16,AA+,S&P מעלות,הלוואה,ILS,2.1,קבועה,0.0178,,,,0.0273,2030-02-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,691.77,117.87,1.0,0.815,0.81539,,,,שווי הוגן,0.000824,1.2e-05,,
1329,9763.0,,,,29994409.0,תאגיד,"נדל""ן מניב -  מגורים (כולל דיור מוגן)",ישראל,,"נדל""ן מניב בישראל",לא,כן,,2021-11-04,NR,NR,NR,ILS,3.82,קבועה,0.0355,,,,0.031,2029-12-27,החוב לא נחות,,,,2023-12-31,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,29445.75,104.01,1.0,30.627,30.62652,,,,שווי הוגן,0.030964,0.000464,,
1329,9763.0,,,,29993664.0,תאגיד,"נדל""ן מניב - משרדים",ישראל,,"נדל""ן מניב בישראל",לא,לא,,2020-03-01,NR,NR,NR,ILS,3.95,קבועה,0.022,,,,0.0477,2031-12-31,החוב לא נחות,,,,2023-12-31,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,33375.19,90.6,1.0,30.238,30.23792,,,,שווי הוגן,0.030571,0.000458,,
1329,9763.0,,,,29994233.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2022-01-31,A1,מידרוג Moodys,הלוואה,ILS,9.41,קבועה,0.02747,,,,0.0397,2045-12-31,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,5968.7,96.22,1.0,5.743,5.74308,,,,שווי הוגן,0.005806,8.7e-05,,
1329,9763.0,,,,29992973.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-02-19,AA,S&P מעלות,הלוואה,ILS,0.37,קבועה,0.0354,,,,0.0316,2026-07-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,115.77,120.71,1.0,0.14,0.13974,,,,שווי הוגן,0.000141,2e-06,,
1329,9763.0,,,,29993311.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2019-02-07,AA+,S&P מעלות,הלוואה,ILS,3.88,קבועה,0.0216,,,,0.0288,2034-02-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,209.39,116.5,1.0,0.244,0.24394,,,,שווי הוגן,0.000246,3e-06,,
1329,9763.0,,,,29993150.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-06-28,AAA,S&P מעלות,הלוואה,ILS,3.68,קבועה,0.016,,,,0.0244,2033-07-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,1040.47,115.26,1.0,1.199,1.19924,,,,שווי הוגן,0.001212,1.8e-05,,
1329,9763.0,,,,29994280.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2021-05-31,A2,מידרוג Moodys,הלוואה,ILS,0.16,משתנה,0.065,,,,0.0666,2025-12-15,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,32289.72,99.58,1.0,32.154,32.1541,,,,שווי הוגן,0.032509,0.000487,,
1329,9763.0,,,,29993306.0,תאגיד,,ישראל,,תקשורת ומדיה,לא,לא,,2019-02-03,NR,NR,NR,ILS,0.49,קבועה,0.0451,,,,0.0518,2026-06-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,3499.91,100.83,1.0,3.529,3.52895,,,,שווי הוגן,0.003567,5.3e-05,,
1329,9763.0,,,,29993205.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-09-20,AA+,S&P מעלות,הלוואה,ILS,3.62,קבועה,0.0308,,,,0.0454,2033-10-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,118.34,95.43,1.0,0.113,0.11294,,,,שווי הוגן,0.000114,1e-06,,
1329,9763.0,,,,28999258.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-05-30,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.021,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,1489.78,100.4,1.0,1.496,1.49573,,,,שווי הוגן,0.001512,2.2e-05,,
1329,9763.0,,,,28999279.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-09-26,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.021,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,627.65,100.4,1.0,0.63,0.63016,,,,שווי הוגן,0.000637,9e-06,,
1329,9763.0,,,,28999291.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2025-04-29,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0268,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,336.66,100.07,1.0,0.337,0.33689,,,,שווי הוגן,0.00034,5e-06,,
1329,9763.0,,,,29993192.0,תאגיד,,ישראל,,רשויות מקומיות,לא,כן,,2018-09-04,AA,S&P מעלות,הלוואה,ILS,2.33,קבועה,0.0344,,,,0.0485,2030-10-01,החוב לא נחות,,,,,,,,לא,חברת ציטוט,,אי-תלות,2025-09-30,,,199.28,97.63,1.0,0.195,0.19455,,,,שווי הוגן,0.000196,2e-06,,
1329,9763.0,,,,28999250.0,תאגיד,,ישראל,,השקעה ואחזקות,לא,לא,,2016-05-05,AAA,S&P מעלות,מנפיק,ILS,1.29,משתנה,0.025,,,,0.112,2028-05-24,החוב לא נחות,,,,,,,,כן,גורם תלוי/פנימי,,קיימת תלות,2025-09-30,,,2567.25,100.59,1.0,2.582,2.58239,,,,שווי הוגן,0.00261,3.9e-05,,
1329,9763.0,,,,28999254.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-03-25,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0205,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,3905.99,100.43,1.0,3.923,3.92278,,,,שווי הוגן,0.003966,5.9e-05,,
1329,9763.0,,,,28999220.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2023-05-30,A1,מידרוג Moodys,הלוואה,ILS,8.99,קבועה,0.0449,,,,0.0409,2045-12-31,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,6527.0,104.79,1.0,6.84,6.83964,,,,שווי הוגן,0.006915,0.000103,,
1329,9763.0,,,,28999260.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-06-27,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0191,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,3971.05,100.51,1.0,3.991,3.9913,,,,שווי הוגן,0.004035,6e-05,,
1329,9763.0,,,,28999261.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2024-06-27,A1,מידרוג Moodys,הלוואה,ILS,5.85,קבועה,0.041343,,,,0.034,2038-09-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,2486.13,109.27,1.0,2.717,2.71659,,,,שווי הוגן,0.002746,4.1e-05,,
1329,9763.0,,,,28999239.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2023-11-27,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0137,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,1980.87,100.82,1.0,1.997,1.99711,,,,שווי הוגן,0.002019,3e-05,,
1329,9763.0,,,,28999249.0,תאגיד,תשתיות - שלב הקמה,ישראל,,תשתיות,לא,כן,,2024-02-28,A2,מידרוג Moodys,הלוואה,ILS,0.58,משתנה,0.0675,,,,0.0166,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,358.82,100.65,1.0,0.361,0.36115,,,,שווי הוגן,0.000365,5e-06,,
1329,9763.0,,,,28999181.0,תאגיד,,ישראל,,תשתיות,לא,כן,,2022-10-03,A1,מידרוג Moodys,הלוואה,ILS,9.15,קבועה,0.03964,,,,0.039,2045-12-31,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,,,5332.2,104.93,1.0,5.595,5.59507,,,,שווי הוגן,0.005656,8.4e-05,,
