מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,זירת מסחר,סיווג הקרן,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 23,סוף מידע
1328,2196.0,First Trust NASDAQ Clean Edge,549300IMO4B4W5RWYH14,LEI,First Trust NASDAQ Clean Edge,US33737A1088,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NASDAQ,Index Funds,לא,USD,0.0,3.306,15108.0,0.0,0.001,0.0,2e-05,0.0,,
1328,2196.0,ISHARES GLOBAL ENERGY ETF,5493005XHS63FFTJXT53,LEI,iShares Global Energy ETF,US4642873412,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,0.0,3.306,4175.0,,0.0,0.0,1e-06,0.0,,
1328,2196.0,iShares Core S&P 500 ETF,5493006ESS9BM09FB892,LEI,iShares Core S&P 500 ETF,US4642872000,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.0,3.306,66930.0,,0.002,0.0,2.4e-05,0.0,,
1328,2196.0,NORTHERN STAR INVESTMENT -A,635400HBDZSRZI7VAV18,LEI,Invesco STOXX Europe 600 UCITS,IE00B60SWW18,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,FWB,Index Funds,לא,EUR,0.0,3.8807,13938.0,,0.002,0.0,2.7e-05,0.0,,
1328,2196.0,Vanguard S&P 500 ETF,5493002789CX3L0CJP65,LEI,Vanguard S&P 500 ETF,US9229083632,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.0,3.306,61238.0,0.0,0.002,0.0,2.4e-05,0.0,,
1328,2196.0,NEXT FUNDS TOPIX Exchange Trad,353800U3TPEO41XXQE39,LEI,NEXT FUNDS TOPIX Exchange Trad,JP3027630007,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,0.07,0.022332,328300.0,,0.006,8.6255e-14,8.6e-05,0.0,,
1328,2196.0,Global X Copper Miners ETF,549300L5RUQZ388WGS57,LEI,Global X Copper Miners ETF,US37954Y8306,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,56.99,3.306,5981.0,,11.27,1.1590548214e-08,0.175106,0.000969,,
1328,2196.0,Lyxor Core STOXX Europe 600 DR,213800RFZBG42O5X1D89,LEI,Amundi Stoxx Europe 600 UCITS,LU0908500753,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,27.41,3.8807,26801.0,,28.514,5.427322636e-09,0.44303,0.002454,,
1328,2196.0,VanEck Vectors Semiconductor ETF,549300MJTG2N9QRH7I02,LEI,VanEck Semiconductor ETF,US92189F6768,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.0,3.306,32636.0,,0.001,0.0,2.2e-05,0.0,,
1328,2196.0,Invesco KBW Bank ETF,5493006QRDPX6RZ3LB17,LEI,INVESCO KBW BANK ETF,US46138E6288,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.0,3.306,7821.0,,0.0,0.0,1e-06,0.0,,
1328,2196.0,SPDR S&P 500 ETF Trust,549300NZAMSJ8FXPQQ63,LEI,SPDR S&P 500 ETF Trust,US78462F1030,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.02,3.306,66618.0,3e-05,0.06,1.96634e-13,0.000926,5e-06,,
1328,2196.0,Lyxor STOXX Europe 600 Banks U,2138008FBK1VTTPX5W27,LEI,Amundi Stoxx Europe 600 Banks,LU1834983477,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,36.79,3.8807,5212.4,,7.443,1.0959042721e-08,0.115638,0.00064,,
1328,9757.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל י STOXX Europe 600,IL0011447245,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,אירופה,TASE,"STOXX EUROPE 600 -מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה כללי",לא,ILS,798.43,1.0,2842.0,,22.691,1.45344706954e-07,5.2e-05,1e-06,,
1328,9757.0,"מגדל קרנות נאמנות בע""מ",511303661,ח.פ.,MTF סל Nasdaq 100,IL0011813875,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,2404.69,1.0,5680.0,,136.587,1.202345e-06,0.000315,7e-06,,
1328,9757.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י NASDAQ 100,IL0011658361,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,286.29,1.0,12290.0,,35.186,3.01357894736e-07,8.1e-05,1e-06,,
1328,9757.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל ‏‏‏NASDAQ 100,IL0011444010,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,70.59,1.0,42380.0,,29.919,4.1523529411e-08,6.9e-05,1e-06,,
1328,9757.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י S&P 500,IL0011658106,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"S&P 500 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,366.42,1.0,10950.0,,40.123,5.3491970802e-08,9.2e-05,2e-06,,
1328,9757.0,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם NASDAQ 100 ETF,IL0011465056,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,6.35,1.0,77790.0,,4.941,1.5015288401e-08,1.1e-05,0.0,,
1328,9757.0,Health Care Select Sector SPDR,549300EJNY3KKJHPOY44,LEI,Health Care Select Sector SPDR,US81369Y2090,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,58859.32,3.306,13917.0,,27080.941,2.361874957771e-06,0.062546,0.001415,,
1328,9757.0,NORTHERN STAR INVESTMENT -A,635400HBDZSRZI7VAV18,LEI,Invesco STOXX Europe 600 UCITS,IE00B60SWW18,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,FWB,Index Funds,לא,EUR,21.61,3.8807,13938.0,,11.693,4.6741872587e-08,2.7e-05,0.0,,
1328,9757.0,iShares Core S&P 500 ETF,5493006ESS9BM09FB892,LEI,iShares Core S&P 500 ETF,US4642872000,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,4.88,3.306,66930.0,,10.81,4.6806735e-11,2.4e-05,0.0,,
1328,9757.0,ISHARES GLOBAL ENERGY ETF,5493005XHS63FFTJXT53,LEI,iShares Global Energy ETF,US4642873412,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,6.22,3.306,4175.0,,0.86,1.422637855e-09,1e-06,0.0,,
1328,9757.0,First Trust NASDAQ Clean Edge,549300IMO4B4W5RWYH14,LEI,First Trust NASDAQ Clean Edge,US33737A1088,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NASDAQ,Index Funds,לא,USD,17.95,3.306,15108.0,0.00296,8.978,6.8016115e-09,2e-05,0.0,,
1328,9757.0,Invesco QQQ Trust Series 1,549300VY6FEJBCIMET58,LEI,Invesco QQQ Trust Series 1,US46090E1038,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,965.88,3.306,60037.0,0.46919,1918.664,1.5044765016e-08,0.004431,0.0001,,
1328,9757.0,Energy Select Sector SPDR Fund,54930064FLK0RD4TRU75,LEI,Energy Select Sector SPDR Fund,US81369Y5069,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,289478.91,3.306,8934.0,,85499.926,9.629080731843e-06,0.19747,0.004468,,
1328,9757.0,Daiwa ETF-Nikkei 225,549300IFDFSDRT4D3076,LEI,iFree ETF-Nikkei 225,JP3027640006,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,7.32,0.022332,4649000.0,,7.608,6.2579386e-10,1.7e-05,0.0,,
1328,9757.0,Lyxor STOXX Europe 600 Banks U,2138008FBK1VTTPX5W27,LEI,Amundi Stoxx Europe 600 Banks,LU1834983477,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,247523.21,3.8807,5212.4,,50068.403,7.373246623874e-05,0.115638,0.002616,,
1328,9757.0,SPDR S&P 500 ETF Trust,549300NZAMSJ8FXPQQ63,LEI,SPDR S&P 500 ETF Trust,US78462F1030,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,181.74,3.306,66618.0,0.23295,401.043,1.786817363e-09,0.000926,2e-05,,
1328,9757.0,Invesco KBW Bank ETF,5493006QRDPX6RZ3LB17,LEI,INVESCO KBW BANK ETF,US46138E6288,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,3.29,3.306,7821.0,,0.853,4.52865018e-10,1e-06,0.0,,
1328,9757.0,Lyxor Core STOXX Europe 600 DR,213800RFZBG42O5X1D89,LEI,Amundi Stoxx Europe 600 UCITS,LU0908500753,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,184431.96,3.8807,26801.0,,191821.493,3.6518487830924e-05,0.44303,0.010024,,
1328,9757.0,VanEck Vectors Semiconductor ETF,549300MJTG2N9QRH7I02,LEI,VanEck Semiconductor ETF,US92189F6768,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,9.03,3.306,32636.0,,9.752,9.15370607e-10,2.2e-05,0.0,,
1328,9757.0,Global X Copper Miners ETF,549300L5RUQZ388WGS57,LEI,Global X Copper Miners ETF,US37954Y8306,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,383432.83,3.306,5981.0,,75816.888,7.7982044270077e-05,0.175106,0.003962,,
1328,9757.0,NEXT FUNDS TOPIX Exchange Trad,353800U3TPEO41XXQE39,LEI,NEXT FUNDS TOPIX Exchange Trad,JP3027630007,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,512.5,0.022332,328300.0,,37.575,6.31511096e-10,8.6e-05,1e-06,,
1328,9757.0,Vanguard S&P 500 ETF,5493002789CX3L0CJP65,LEI,Vanguard S&P 500 ETF,US9229083632,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,5.12,3.306,61238.0,0.00624,10.406,4.114875e-11,2.4e-05,0.0,,
1328,9758.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל י STOXX Europe 600,IL0011447245,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,אירופה,TASE,"STOXX EUROPE 600 -מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה כללי",לא,ILS,203.47,1.0,2842.0,,5.783,3.7039299029e-08,5.2e-05,1e-06,,
1328,9758.0,"מגדל קרנות נאמנות בע""מ",511303661,ח.פ.,MTF סל Nasdaq 100,IL0011813875,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,612.81,1.0,5680.0,,34.808,3.06405e-07,0.000315,6e-06,,
1328,9758.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י S&P 500,IL0011658106,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"S&P 500 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,93.37,1.0,10950.0,,10.225,1.3630656934e-08,9.2e-05,1e-06,,
1328,9758.0,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם NASDAQ 100 ETF,IL0011465056,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,1.61,1.0,77790.0,,1.259,3.807025878e-09,1.1e-05,0.0,,
1328,9758.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל ‏‏‏NASDAQ 100,IL0011444010,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,17.99,1.0,42380.0,,7.625,1.0582352941e-08,6.9e-05,1e-06,,
1328,9758.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י NASDAQ 100,IL0011658361,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,72.95,1.0,12290.0,,8.967,7.6789473684e-08,8.1e-05,1e-06,,
1328,9758.0,Health Care Select Sector SPDR,549300EJNY3KKJHPOY44,LEI,Health Care Select Sector SPDR,US81369Y2090,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,14999.68,3.306,13917.0,,6901.294,6.01899046176e-07,0.062546,0.001337,,
1328,9758.0,Daiwa ETF-Nikkei 225,549300IFDFSDRT4D3076,LEI,iFree ETF-Nikkei 225,JP3027640006,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,1.86,0.022332,4649000.0,,1.939,1.59013194e-10,1.7e-05,0.0,,
1328,9758.0,Energy Select Sector SPDR Fund,54930064FLK0RD4TRU75,LEI,Energy Select Sector SPDR Fund,US81369Y5069,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,73770.66,3.306,8934.0,,21788.759,2.453870096379e-06,0.19747,0.004222,,
1328,9758.0,Invesco QQQ Trust Series 1,549300VY6FEJBCIMET58,LEI,Invesco QQQ Trust Series 1,US46090E1038,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,246.14,3.306,60037.0,0.11956,488.951,3.833932228e-09,0.004431,9.4e-05,,
1328,9758.0,First Trust NASDAQ Clean Edge,549300IMO4B4W5RWYH14,LEI,First Trust NASDAQ Clean Edge,US33737A1088,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NASDAQ,Index Funds,לא,USD,4.57,3.306,15108.0,0.00075,2.288,1.731663763e-09,2e-05,0.0,,
1328,9758.0,ISHARES GLOBAL ENERGY ETF,5493005XHS63FFTJXT53,LEI,iShares Global Energy ETF,US4642873412,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,1.58,3.306,4175.0,,0.219,3.61377461e-10,1e-06,0.0,,
1328,9758.0,iShares Core S&P 500 ETF,5493006ESS9BM09FB892,LEI,iShares Core S&P 500 ETF,US4642872000,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,1.24,3.306,66930.0,,2.755,1.1893514e-11,2.4e-05,0.0,,
1328,9758.0,NORTHERN STAR INVESTMENT -A,635400HBDZSRZI7VAV18,LEI,Invesco STOXX Europe 600 UCITS,IE00B60SWW18,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,FWB,Index Funds,לא,EUR,5.5,3.8807,13938.0,,2.98,1.1896358131e-08,2.7e-05,0.0,,
1328,9758.0,Vanguard S&P 500 ETF,5493002789CX3L0CJP65,LEI,Vanguard S&P 500 ETF,US9229083632,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,1.3,3.306,61238.0,0.00159,2.652,1.0447924e-11,2.4e-05,0.0,,
1328,9758.0,NEXT FUNDS TOPIX Exchange Trad,353800U3TPEO41XXQE39,LEI,NEXT FUNDS TOPIX Exchange Trad,JP3027630007,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,130.6,0.022332,328300.0,,9.575,1.6092751e-10,8.6e-05,1e-06,,
1328,9758.0,Global X Copper Miners ETF,549300L5RUQZ388WGS57,LEI,Global X Copper Miners ETF,US37954Y8306,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,97713.83,3.306,5981.0,,19321.139,1.9872905032307e-05,0.175106,0.003744,,
1328,9758.0,Lyxor Core STOXX Europe 600 DR,213800RFZBG42O5X1D89,LEI,Amundi Stoxx Europe 600 UCITS,LU0908500753,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,47000.55,3.8807,26801.0,,48883.695,9.306353482453e-06,0.44303,0.009472,,
1328,9758.0,VanEck Vectors Semiconductor ETF,549300MJTG2N9QRH7I02,LEI,VanEck Semiconductor ETF,US92189F6768,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,2.3,3.306,32636.0,,2.485,2.33150874e-10,2.2e-05,0.0,,
1328,9758.0,Invesco KBW Bank ETF,5493006QRDPX6RZ3LB17,LEI,INVESCO KBW BANK ETF,US46138E6288,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.84,3.306,7821.0,,0.217,1.15625111e-10,1e-06,0.0,,
1328,9758.0,SPDR S&P 500 ETF Trust,549300NZAMSJ8FXPQQ63,LEI,SPDR S&P 500 ETF Trust,US78462F1030,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,46.31,3.306,66618.0,0.05936,102.202,4.55307098e-10,0.000926,1.9e-05,,
1328,9758.0,Lyxor STOXX Europe 600 Banks U,2138008FBK1VTTPX5W27,LEI,Amundi Stoxx Europe 600 Banks,LU1834983477,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,63078.69,3.8807,5212.4,,12759.407,1.8789944509886e-05,0.115638,0.002472,,
1328,9759.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל י STOXX Europe 600,IL0011447245,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,אירופה,TASE,"STOXX EUROPE 600 -מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה כללי",לא,ILS,44.37,1.0,2842.0,,1.261,8.077031984e-09,5.2e-05,0.0,,
1328,9759.0,"מגדל קרנות נאמנות בע""מ",511303661,ח.פ.,MTF סל Nasdaq 100,IL0011813875,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,133.66,1.0,5680.0,,7.592,6.683e-08,0.000315,3e-06,,
1328,9759.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י NASDAQ 100,IL0011658361,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,15.91,1.0,12290.0,,1.956,1.6747368421e-08,8.1e-05,0.0,,
1328,9759.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל ‏‏‏NASDAQ 100,IL0011444010,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,3.92,1.0,42380.0,,1.663,2.305882352e-09,6.9e-05,0.0,,
1328,9759.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י S&P 500,IL0011658106,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"S&P 500 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,20.36,1.0,10950.0,,2.23,2.972262773e-09,9.2e-05,0.0,,
1328,9759.0,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם NASDAQ 100 ETF,IL0011465056,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,0.35,1.0,77790.0,,0.275,8.27614321e-10,1.1e-05,0.0,,
1328,9759.0,Health Care Select Sector SPDR,549300EJNY3KKJHPOY44,LEI,Health Care Select Sector SPDR,US81369Y2090,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,3271.58,3.306,13917.0,,1505.244,1.31280192743e-07,0.062546,0.000662,,
1328,9759.0,NORTHERN STAR INVESTMENT -A,635400HBDZSRZI7VAV18,LEI,Invesco STOXX Europe 600 UCITS,IE00B60SWW18,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,FWB,Index Funds,לא,EUR,1.2,3.8807,13938.0,,0.65,2.595569046e-09,2.7e-05,0.0,,
1328,9759.0,iShares Core S&P 500 ETF,5493006ESS9BM09FB892,LEI,iShares Core S&P 500 ETF,US4642872000,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.27,3.306,66930.0,,0.601,2.589716e-12,2.4e-05,0.0,,
1328,9759.0,ISHARES GLOBAL ENERGY ETF,5493005XHS63FFTJXT53,LEI,iShares Global Energy ETF,US4642873412,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,0.34,3.306,4175.0,,0.048,7.776477e-11,1e-06,0.0,,
1328,9759.0,Invesco QQQ Trust Series 1,549300VY6FEJBCIMET58,LEI,Invesco QQQ Trust Series 1,US46090E1038,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,53.68,3.306,60037.0,0.02607,106.645,8.36131803e-10,0.004431,4.6e-05,,
1328,9759.0,First Trust NASDAQ Clean Edge,549300IMO4B4W5RWYH14,LEI,First Trust NASDAQ Clean Edge,US33737A1088,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NASDAQ,Index Funds,לא,USD,0.99,3.306,15108.0,0.00016,0.499,3.75130662e-10,2e-05,0.0,,
1328,9759.0,Energy Select Sector SPDR Fund,54930064FLK0RD4TRU75,LEI,Energy Select Sector SPDR Fund,US81369Y5069,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,16090.15,3.306,8934.0,,4752.356,5.35214649445e-07,0.19747,0.00209,,
1328,9759.0,Daiwa ETF-Nikkei 225,549300IFDFSDRT4D3076,LEI,iFree ETF-Nikkei 225,JP3027640006,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,0.4,0.022332,4649000.0,,0.423,3.4196385e-11,1.7e-05,0.0,,
1328,9759.0,SPDR S&P 500 ETF Trust,549300NZAMSJ8FXPQQ63,LEI,SPDR S&P 500 ETF Trust,US78462F1030,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,10.1,3.306,66618.0,0.01294,22.291,9.9300403e-11,0.000926,9e-06,,
1328,9759.0,Lyxor STOXX Europe 600 Banks U,2138008FBK1VTTPX5W27,LEI,Amundi Stoxx Europe 600 Banks,LU1834983477,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,13758.12,3.8807,5212.4,,2782.96,4.098282817229e-06,0.115638,0.001224,,
1328,9759.0,Invesco KBW Bank ETF,5493006QRDPX6RZ3LB17,LEI,INVESCO KBW BANK ETF,US46138E6288,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.18,3.306,7821.0,,0.047,2.4776809e-11,1e-06,0.0,,
1328,9759.0,VanEck Vectors Semiconductor ETF,549300MJTG2N9QRH7I02,LEI,VanEck Semiconductor ETF,US92189F6768,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.5,3.306,32636.0,,0.542,5.0684972e-11,2.2e-05,0.0,,
1328,9759.0,Lyxor Core STOXX Europe 600 DR,213800RFZBG42O5X1D89,LEI,Amundi Stoxx Europe 600 UCITS,LU0908500753,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,10251.31,3.8807,26801.0,,10662.045,2.029812725983e-06,0.44303,0.00469,,
1328,9759.0,Global X Copper Miners ETF,549300L5RUQZ388WGS57,LEI,Global X Copper Miners ETF,US37954Y8306,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,21312.4,3.306,5981.0,,4214.142,4.334486747787e-06,0.175106,0.001854,,
1328,9759.0,NEXT FUNDS TOPIX Exchange Trad,353800U3TPEO41XXQE39,LEI,NEXT FUNDS TOPIX Exchange Trad,JP3027630007,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,28.48,0.022332,328300.0,,2.089,3.5093533e-11,8.6e-05,0.0,,
1328,9759.0,Vanguard S&P 500 ETF,5493002789CX3L0CJP65,LEI,Vanguard S&P 500 ETF,US9229083632,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.28,3.306,61238.0,0.00034,0.578,2.250322e-12,2.4e-05,0.0,,
