מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,זירת מסחר,סיווג הקרן,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 23,סוף מידע
1328,14302.0,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם NASDAQ 100 ETF,IL0011465056,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,0.0,1.0,77790.0,,0.005,0.0,1.1e-05,0.0,,
1328,14302.0,Health Care Select Sector SPDR,549300EJNY3KKJHPOY44,LEI,Health Care Select Sector SPDR,US81369Y2090,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,59.85,3.306,13917.0,,27.537,2.401628428e-09,0.062546,0.001383,,
1328,14302.0,Daiwa ETF-Nikkei 225,549300IFDFSDRT4D3076,LEI,iFree ETF-Nikkei 225,JP3027640006,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,0.0,0.022332,4649000.0,,0.008,0.0,1.7e-05,0.0,,
1328,14302.0,First Trust NASDAQ Clean Edge,549300IMO4B4W5RWYH14,LEI,First Trust NASDAQ Clean Edge,US33737A1088,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NASDAQ,Index Funds,לא,USD,0.01,3.306,15108.0,0.0,0.009,3.789198e-12,2e-05,0.0,,
1328,14302.0,Energy Select Sector SPDR Fund,54930064FLK0RD4TRU75,LEI,Energy Select Sector SPDR Fund,US81369Y5069,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,294.35,3.306,8934.0,,86.94,9.791110217e-09,0.19747,0.004368,,
1328,14302.0,Invesco QQQ Trust Series 1,549300VY6FEJBCIMET58,LEI,Invesco QQQ Trust Series 1,US46090E1038,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.98,3.306,60037.0,0.00047,1.951,1.5264701e-11,0.004431,9.8e-05,,
1328,14302.0,iShares Core S&P 500 ETF,5493006ESS9BM09FB892,LEI,iShares Core S&P 500 ETF,US4642872000,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.0,3.306,66930.0,,0.011,0.0,2.4e-05,0.0,,
1328,14302.0,ISHARES GLOBAL ENERGY ETF,5493005XHS63FFTJXT53,LEI,iShares Global Energy ETF,US4642873412,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,0.0,3.306,4175.0,,0.001,0.0,1e-06,0.0,,
1328,14302.0,Invesco KBW Bank ETF,5493006QRDPX6RZ3LB17,LEI,INVESCO KBW BANK ETF,US46138E6288,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.0,3.306,7821.0,,0.001,0.0,1e-06,0.0,,
1328,14302.0,SPDR S&P 500 ETF Trust,549300NZAMSJ8FXPQQ63,LEI,SPDR S&P 500 ETF Trust,US78462F1030,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.18,3.306,66618.0,0.00023,0.408,1.76971e-12,0.000926,2e-05,,
1328,14302.0,VanEck Vectors Semiconductor ETF,549300MJTG2N9QRH7I02,LEI,VanEck Semiconductor ETF,US92189F6768,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.0,3.306,32636.0,,0.01,0.0,2.2e-05,0.0,,
1328,14302.0,Lyxor Core STOXX Europe 600 DR,213800RFZBG42O5X1D89,LEI,Amundi Stoxx Europe 600 UCITS,LU0908500753,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,187.53,3.8807,26801.0,,195.052,3.7131915872e-08,0.44303,0.009801,,
1328,14302.0,Global X Copper Miners ETF,549300L5RUQZ388WGS57,LEI,Global X Copper Miners ETF,US37954Y8306,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,389.89,3.306,5981.0,,77.094,7.9295294668e-08,0.175106,0.003873,,
1328,14302.0,NORTHERN STAR INVESTMENT -A,635400HBDZSRZI7VAV18,LEI,Invesco STOXX Europe 600 UCITS,IE00B60SWW18,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,FWB,Index Funds,לא,EUR,0.02,3.8807,13938.0,,0.012,4.3259484e-11,2.7e-05,0.0,,
1328,14302.0,Vanguard S&P 500 ETF,5493002789CX3L0CJP65,LEI,Vanguard S&P 500 ETF,US9229083632,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.0,3.306,61238.0,0.0,0.011,0.0,2.4e-05,0.0,,
1328,14302.0,NEXT FUNDS TOPIX Exchange Trad,353800U3TPEO41XXQE39,LEI,NEXT FUNDS TOPIX Exchange Trad,JP3027630007,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,0.52,0.022332,328300.0,,0.038,6.40752e-13,8.6e-05,1e-06,,
1328,14302.0,Lyxor STOXX Europe 600 Banks U,2138008FBK1VTTPX5W27,LEI,Amundi Stoxx Europe 600 Banks,LU1834983477,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,251.69,3.8807,5212.4,,50.912,7.4973673893e-08,0.115638,0.002558,,
1328,14303.0,Lyxor STOXX Europe 600 Banks U,2138008FBK1VTTPX5W27,LEI,Amundi Stoxx Europe 600 Banks,LU1834983477,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,4482.0,3.8807,5212.4,,906.608,1.335102731101e-06,0.025075,0.016435,,
1328,14303.0,Technology Select Sector SPDR,549300BR5T0JNM2MW070,LEI,Technology Select Sector SPDR,US81369Y8030,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,6031.0,3.306,28186.0,,5619.862,1.88597917584e-07,0.155439,0.101879,,
1328,14303.0,NEXT FUNDS TOPIX Exchange Trad,353800U3TPEO41XXQE39,LEI,NEXT FUNDS TOPIX Exchange Trad,JP3027630007,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,10455.0,0.022332,328300.0,,766.518,1.2882826365e-08,0.021201,0.013895,,
1328,14303.0,NORTHERN STAR INVESTMENT -A,635400HBDZSRZI7VAV18,LEI,Invesco STOXX Europe 600 UCITS,IE00B60SWW18,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,FWB,Index Funds,לא,EUR,2850.0,3.8807,13938.0,,1541.542,6.164476486571e-06,0.042637,0.027945,,
1328,14303.0,Global X Copper Miners ETF,549300L5RUQZ388WGS57,LEI,Global X Copper Miners ETF,US37954Y8306,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,868.0,3.306,5981.0,,171.631,1.76532652215e-07,0.004747,0.003111,,
1328,14303.0,Invesco KBW Bank ETF,5493006QRDPX6RZ3LB17,LEI,INVESCO KBW BANK ETF,US46138E6288,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,834.0,3.306,7821.0,,215.641,1.14799217501e-07,0.005964,0.003909,,
1328,14303.0,Amundi Index Euro Corporate SR,5493003U13Y6UYB5XW65,LEI,Amundi EUR Corporate Bond 0-3Y,LU2037748774,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל",לוכסמבורג,EURONEXT,Index Funds,לא,EUR,2471.0,3.8807,5369.7,,514.912,4.13212090885e-07,0.014241,0.009334,,
1328,14303.0,Vanguard Short-Term Corporate,5493002789CX3L0CJP65,LEI,Vanguard Short-Term Corporate,US92206C4096,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,8452.0,3.306,7993.0,,2233.429,1.71103713293e-07,0.061774,0.040488,,
1328,14303.0,Vanguard Information Technolog,5493002789CX3L0CJP65,LEI,Vanguard Information Technolog,US92204A7028,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,1183.0,3.306,74663.0,,2920.068,8.1111075729e-08,0.080765,0.052936,,
1328,14303.0,VanEck Vectors Semiconductor ETF,549300MJTG2N9QRH7I02,LEI,VanEck Semiconductor ETF,US92189F6768,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,1025.0,3.306,32636.0,,1105.92,1.03904194144e-07,0.030588,0.020048,,
1328,14303.0,SPX Technologies Inc,5493001I18EDIH1SXT13,LEI,Proshares S&P 500 EX-Technolog,US74347B5571,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,17071.0,3.306,10077.17,,5687.225,7.8322989676285e-05,0.157302,0.1031,,
1328,14303.0,Invesco QQQ Trust Series 1,549300VY6FEJBCIMET58,LEI,Invesco QQQ Trust Series 1,US46090E1038,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,2573.0,3.306,60037.0,1.37298,5111.489,4.0077629092e-08,0.141378,0.092663,,
1328,14303.0,ISHARES GLOBAL ENERGY ETF,5493005XHS63FFTJXT53,LEI,iShares Global Energy ETF,US4642873412,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,1152.0,3.306,4175.0,,159.005,2.63485339191e-07,0.004397,0.002882,,
1328,14303.0,Energy Select Sector SPDR Fund,54930064FLK0RD4TRU75,LEI,Energy Select Sector SPDR Fund,US81369Y5069,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,703.0,3.306,8934.0,,207.637,2.3384238093e-08,0.005742,0.003764,,
1328,14303.0,First Trust NASDAQ Clean Edge,549300IMO4B4W5RWYH14,LEI,First Trust NASDAQ Clean Edge,US33737A1088,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NASDAQ,Index Funds,לא,USD,2432.0,3.306,15108.0,0.64582,1216.847,9.21533101314e-07,0.033656,0.022059,,
1328,14303.0,Daiwa ETF-Nikkei 225,549300IFDFSDRT4D3076,LEI,iFree ETF-Nikkei 225,JP3027640006,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,1164.0,0.022332,4649000.0,,1208.482,9.9511482785e-08,0.033425,0.021907,,
1328,14303.0,Health Care Select Sector SPDR,549300EJNY3KKJHPOY44,LEI,Health Care Select Sector SPDR,US81369Y2090,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,1668.0,3.306,13917.0,,767.44,6.693260183e-08,0.021226,0.013912,,
1328,14303.0,iShares 10-20 Year Treasury Bo,549300MH5J7BUV0VS287,LEI,ISHARES 10-20 YEAR TREASURY,US4642886539,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,17036.0,3.306,10299.0,,5800.501,1.394014525298e-06,0.160435,0.105153,,
1328,14850.0,"ילין לפידות - ניהול קרנות נאמנות בע""מ",513846808,ח.פ.,ילין לפידות סל י S&P 500,IL0012016569,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"S&P 500 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,1090105.0,1.0,6185.0,,67422.994,0.000991004545454545,0.065565,0.030538,,
1328,14850.0,"מגדל קרנות נאמנות בע""מ",511303661,ח.פ.,MTF סל (S&P 500 (4D,IL0011503336,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"S&P 500 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,710600.0,1.0,9467.0,,67272.502,8.139747995418e-05,0.065419,0.03047,,
1328,14850.0,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם S&P 500 ETF,IL0011464711,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"S&P 500 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,277920.0,1.0,24260.0,,67423.392,9.4672621176662e-05,0.065566,0.030538,,
1328,14850.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י S&P 500,IL0011658106,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"S&P 500 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,912895.0,1.0,10950.0,,99962.003,0.000133269343065693,0.097208,0.045276,,
1328,14850.0,"אי.בי.אי ניהול קרנות נאמנות (1978) בע""מ",510791031,ח.פ.,אי.בי.אי. סל י S&P 500,IL0011481624,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"S&P 500 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,310470.0,1.0,21730.0,,67465.131,3.1169210109148e-05,0.065606,0.030557,,
1328,14850.0,Lyxor S&P 500 UCITS ETF,549300JWBW5ZYYLO6033,LEI,Amundi S&P 500 II UCITS ETF,LU1135865084,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",LSE,Index Funds,לא,USD,138655.0,3.306,47917.0,,219648.38,2.9856117415316e-05,0.213597,0.099486,,
1328,14850.0,Invesco S&P 500 UCITS ETF,635400KZRKKKNVCJXD85,LEI,Invesco S&P 500 UCITS ETF,IE00B3YCGJ38,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",LSE,Index Funds,לא,USD,50235.0,3.306,132232.0,,219606.82,1.3888615741351e-05,0.213557,0.099467,,
1328,14850.0,iShares S&P 500 Swap UCITS ETF,549300QKN7I8BYECLG85,LEI,iShares S&P 500 Swap UCITS ETF,IE00BMTX1Y45,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",EURONEXT,Index Funds,לא,USD,6017900.0,3.306,1103.41,,219525.377,5.1085527813396e-05,0.213478,0.099431,,
1328,15314.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י NASDAQ 100,IL0011658361,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,0.05,1.0,12290.0,,0.007,5.2631578e-11,1.8e-05,0.0,,
1328,15314.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל ‏‏‏NASDAQ 100,IL0011444010,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,0.01,1.0,42380.0,,0.006,5.882352e-12,1.5e-05,0.0,,
1328,15314.0,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם NASDAQ 100 ETF,IL0011465056,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,0.0,1.0,77790.0,,0.001,0.0,2e-06,0.0,,
1328,15314.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י S&P 500,IL0011658106,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"S&P 500 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,0.06,1.0,10950.0,,0.007,8.759124e-12,2e-05,0.0,,
1328,15314.0,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם 4A) ETF) כשרה תא 125,IL0011553653,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"125 מניות בארץ - מניות כללי-ת""א",לא,ILS,445.0,1.0,31690.0,,141.021,2.119047619047e-06,0.38827,0.010475,,
1328,15314.0,"מגדל קרנות נאמנות בע""מ",511303661,ח.פ.,MTF סל Nasdaq 100,IL0011813875,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,0.44,1.0,5680.0,,0.025,2.2e-10,6.9e-05,1e-06,,
1328,15314.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל י STOXX Europe 600,IL0011447245,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,אירופה,TASE,"STOXX EUROPE 600 -מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה כללי",לא,ILS,0.14,1.0,2842.0,,0.004,2.5485338e-11,1.1e-05,0.0,,
1328,15314.0,"הראל קרנות נאמנות בע""מ",511776783,ח.פ.,הראל סל כשרה תא 125,IL0011553406,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"125 מניות בארץ - מניות כללי-ת""א",לא,ILS,4451.0,1.0,3183.0,,141.675,2.342631578947e-06,0.390073,0.010523,,
1328,15314.0,Health Care Select Sector SPDR,549300EJNY3KKJHPOY44,LEI,Health Care Select Sector SPDR,US81369Y2090,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,10.94,3.306,13917.0,,5.035,4.38994402e-10,0.013863,0.000374,,
1328,15314.0,Daiwa ETF-Nikkei 225,549300IFDFSDRT4D3076,LEI,iFree ETF-Nikkei 225,JP3027640006,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,0.0,0.022332,4649000.0,,0.001,0.0,3e-06,0.0,,
1328,15314.0,First Trust NASDAQ Clean Edge,549300IMO4B4W5RWYH14,LEI,First Trust NASDAQ Clean Edge,US33737A1088,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NASDAQ,Index Funds,לא,USD,0.0,3.306,15108.0,0.0,0.002,0.0,4e-06,0.0,,
1328,15314.0,Energy Select Sector SPDR Fund,54930064FLK0RD4TRU75,LEI,Energy Select Sector SPDR Fund,US81369Y5069,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,53.82,3.306,8934.0,,15.898,1.790241385e-09,0.04377,0.00118,,
1328,15314.0,Invesco QQQ Trust Series 1,549300VY6FEJBCIMET58,LEI,Invesco QQQ Trust Series 1,US46090E1038,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.17,3.306,60037.0,8e-05,0.357,2.647958e-12,0.000982,2.6e-05,,
1328,15314.0,ISHARES GLOBAL ENERGY ETF,5493005XHS63FFTJXT53,LEI,iShares Global Energy ETF,US4642873412,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,0.0,3.306,4175.0,,0.0,0.0,0.0,0.0,,
1328,15314.0,iShares Core S&P 500 ETF,5493006ESS9BM09FB892,LEI,iShares Core S&P 500 ETF,US4642872000,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.0,3.306,66930.0,,0.002,0.0,5e-06,0.0,,
1328,15314.0,Vanguard S&P 500 ETF,5493002789CX3L0CJP65,LEI,Vanguard S&P 500 ETF,US9229083632,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.0,3.306,61238.0,0.0,0.002,0.0,5e-06,0.0,,
1328,15314.0,NORTHERN STAR INVESTMENT -A,635400HBDZSRZI7VAV18,LEI,Invesco STOXX Europe 600 UCITS,IE00B60SWW18,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,FWB,Index Funds,לא,EUR,0.0,3.8807,13938.0,,0.002,0.0,5e-06,0.0,,
1328,15314.0,NEXT FUNDS TOPIX Exchange Trad,353800U3TPEO41XXQE39,LEI,NEXT FUNDS TOPIX Exchange Trad,JP3027630007,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,0.09,0.022332,328300.0,,0.007,1.10899e-13,1.9e-05,0.0,,
1328,15314.0,Global X Copper Miners ETF,549300L5RUQZ388WGS57,LEI,Global X Copper Miners ETF,US37954Y8306,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,71.29,3.306,5981.0,,14.097,1.4498862645e-08,0.038813,0.001047,,
1328,15314.0,VanEck Vectors Semiconductor ETF,549300MJTG2N9QRH7I02,LEI,VanEck Semiconductor ETF,US92189F6768,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.0,3.306,32636.0,,0.002,0.0,4e-06,0.0,,
1328,15314.0,Invesco KBW Bank ETF,5493006QRDPX6RZ3LB17,LEI,INVESCO KBW BANK ETF,US46138E6288,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.0,3.306,7821.0,,0.0,0.0,0.0,0.0,,
1328,15314.0,SPDR S&P 500 ETF Trust,549300NZAMSJ8FXPQQ63,LEI,SPDR S&P 500 ETF Trust,US78462F1030,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.03,3.306,66618.0,4e-05,0.075,2.94951e-13,0.000205,5e-06,,
1328,15314.0,Lyxor Core STOXX Europe 600 DR,213800RFZBG42O5X1D89,LEI,Amundi Stoxx Europe 600 UCITS,LU0908500753,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,34.29,3.8807,26801.0,,35.667,6.789598439e-09,0.0982,0.002649,,
1328,15314.0,Lyxor STOXX Europe 600 Banks U,2138008FBK1VTTPX5W27,LEI,Amundi Stoxx Europe 600 Banks,LU1834983477,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,46.02,3.8807,5212.4,,9.31,1.3708484534e-08,0.025631,0.000691,,
1329,8580.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל י STOXX Europe 600,IL0011447245,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,אירופה,TASE,"STOXX EUROPE 600 -מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה כללי",לא,ILS,0.0,1.0,2842.0,,0.0,0.0,5.2e-05,0.0,,
1329,8580.0,"מגדל קרנות נאמנות בע""מ",511303661,ח.פ.,MTF סל Nasdaq 100,IL0011813875,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,0.01,1.0,5680.0,,0.001,5e-12,0.000315,3e-06,,
1329,8580.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י S&P 500,IL0011658106,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"S&P 500 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,0.0,1.0,10950.0,,0.0,0.0,9.2e-05,1e-06,,
1329,8580.0,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם NASDAQ 100 ETF,IL0011465056,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,0.0,1.0,77790.0,,0.0,0.0,1.1e-05,0.0,,
1329,8580.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל י NASDAQ 100,IL0011658361,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,0.0,1.0,12290.0,,0.0,0.0,8.1e-05,1e-06,,
1329,8580.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל ‏‏‏NASDAQ 100,IL0011444010,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,0.0,1.0,42380.0,,0.0,0.0,6.9e-05,0.0,,
1329,8580.0,Health Care Select Sector SPDR,549300EJNY3KKJHPOY44,LEI,Health Care Select Sector SPDR,US81369Y2090,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.43,3.306,13917.0,,0.199,1.7254807e-11,0.062546,0.000787,,
1329,8580.0,iShares Core S&P 500 ETF,5493006ESS9BM09FB892,LEI,iShares Core S&P 500 ETF,US4642872000,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.0,3.306,66930.0,,0.0,0.0,2.4e-05,0.0,,
1329,8580.0,ISHARES GLOBAL ENERGY ETF,5493005XHS63FFTJXT53,LEI,iShares Global Energy ETF,US4642873412,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,0.0,3.306,4175.0,,0.0,0.0,1e-06,0.0,,
1329,8580.0,Invesco QQQ Trust Series 1,549300VY6FEJBCIMET58,LEI,Invesco QQQ Trust Series 1,US46090E1038,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.0,3.306,60037.0,0.0,0.014,0.0,0.004431,5.5e-05,,
1329,8580.0,Energy Select Sector SPDR Fund,54930064FLK0RD4TRU75,LEI,Energy Select Sector SPDR Fund,US81369Y5069,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,2.12,3.306,8934.0,,0.627,7.0518612e-11,0.19747,0.002485,,
1329,8580.0,First Trust NASDAQ Clean Edge,549300IMO4B4W5RWYH14,LEI,First Trust NASDAQ Clean Edge,US33737A1088,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NASDAQ,Index Funds,לא,USD,0.0,3.306,15108.0,0.0,0.0,0.0,2e-05,0.0,,
