מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מאפיין עיקרי,שם נייר ערך,מספר נייר ערך,תאריך רכישה,"מח""מ",סוג הצמדה,מועד פדיון,שיעור ריבית,תשואה לפדיון,ערך נקוב (יחידות),שער נייר הערך,"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 18,סוף מידע
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8786 01.01.2027,71116487.0,2012-01-01,1.217882540909771,צמוד למדד המחירים לצרכן,2027-01-01,0.048,0.0485,581.57,123.856326,0.72,0.72,עלות מופחתת,9.3e-05,6.1e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8783 01.10.2026,71116503.0,2011-10-01,0.9678825409097713,צמוד למדד המחירים לצרכן,2026-10-01,0.048,0.0485,174.57,125.8044,0.22,0.22,עלות מופחתת,2.8e-05,1.8e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8782 01.09.2026,71116511.0,2011-09-01,0.9077229004927079,צמוד למדד המחירים לצרכן,2026-09-01,0.048,0.0485,146.98,122.976548,0.181,0.181,עלות מופחתת,2.3e-05,1.5e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8821 01.12.2029,71121784.0,2014-12-01,3.769364383776447,צמוד למדד המחירים לצרכן,2029-12-01,0.048,0.0485,2327.35,120.272787,2.799,2.799,עלות מופחתת,0.000365,0.00024,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8835 01.02.2031,71123061.0,2016-02-01,4.733970182613099,צמוד למדד המחירים לצרכן,2031-02-01,0.048,0.0485,285.48,120.760879,0.345,0.345,עלות מופחתת,4.4e-05,2.9e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8828 01.07.2030,71122550.0,2015-07-01,4.256417817008314,צמוד למדד המחירים לצרכן,2030-07-01,0.048,0.0485,1152.0,120.640651,1.39,1.39,עלות מופחתת,0.000181,0.000119,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8840 01.07.2031,71123350.0,2016-07-01,5.035574882157443,צמוד למדד המחירים לצרכן,2031-07-01,0.048,0.0485,1544.14,121.617498,1.878,1.878,עלות מופחתת,0.000244,0.000161,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8845 01.12.2031,71123533.0,2016-12-01,5.328113717401077,צמוד למדד המחירים לצרכן,2031-12-01,0.048,0.0485,5644.33,121.476869,6.857,6.857,עלות מופחתת,0.000894,0.00059,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8847 01.02.2032,71123665.0,2017-02-01,5.494780384067743,צמוד למדד המחירים לצרכן,2032-02-01,0.048,0.0485,6832.42,121.005087,8.268,8.268,עלות מופחתת,0.001078,0.000711,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8857 01.12.2032,71124127.0,2017-12-01,6.053496951908582,צמוד למדד המחירים לצרכן,2032-12-01,0.048,0.0485,14839.13,121.240736,17.991,17.991,עלות מופחתת,0.002347,0.001548,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8868 01.11.2033,71124689.0,2018-11-01,6.661746169657317,צמוד למדד המחירים לצרכן,2033-11-01,0.048,0.0485,1362.66,120.647903,1.644,1.644,עלות מופחתת,0.000214,0.000141,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8875 01.06.2034,71125231.0,2019-06-01,7.078683819828075,צמוד למדד המחירים לצרכן,2034-06-01,0.048,0.0485,18430.98,119.564926,22.037,22.037,עלות מופחתת,0.002874,0.001896,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8784 01.11.2026,71118905.0,2011-11-01,1.0512158742431044,צמוד למדד המחירים לצרכן,2026-11-01,0.048,0.0485,483.4,124.958178,0.604,0.604,עלות מופחתת,7.8e-05,5.1e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8787 01.02.2027,71116420.0,2012-02-01,1.3012158742431048,צמוד למדד המחירים לצרכן,2027-02-01,0.048,0.0485,619.77,123.475983,0.765,0.765,עלות מופחתת,9.9e-05,6.5e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8794 01.09.2027,71120232.0,2012-09-01,1.85018681996419,צמוד למדד המחירים לצרכן,2027-09-01,0.048,0.0485,769.94,121.689448,0.937,0.937,עלות מופחתת,0.000122,8e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8807 01.10.2028,71120950.0,2013-10-01,2.7658487458854006,צמוד למדד המחירים לצרכן,2028-10-01,0.048,0.0485,1729.33,121.459952,2.1,2.1,עלות מופחתת,0.000274,0.00018,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8785 01.12.2026,71119127.0,2011-12-01,1.134549207576438,צמוד למדד המחירים לצרכן,2026-12-01,0.048,0.0485,498.26,124.458743,0.62,0.62,עלות מופחתת,8e-05,5.3e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8795 01.10.2027,71120356.0,2012-10-01,1.8882267038020435,צמוד למדד המחירים לצרכן,2027-10-01,0.048,0.0485,891.46,122.842903,1.095,1.095,עלות מופחתת,0.000142,9.4e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8804 01.07.2028,71121107.0,2013-07-01,2.582254121211065,צמוד למדד המחירים לצרכן,2028-07-01,0.048,0.0485,624.55,121.347772,0.758,0.758,עלות מופחתת,9.8e-05,6.5e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8809 01.12.2028,71121305.0,2013-12-01,2.932515412552067,צמוד למדד המחירים לצרכן,2028-12-01,0.048,0.0485,1668.83,119.921112,2.001,2.001,עלות מופחתת,0.000261,0.000172,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8796 01.11.2027,71120448.0,2012-11-01,1.971560037135377,צמוד למדד המחירים לצרכן,2027-11-01,0.048,0.0485,913.74,122.369591,1.118,1.118,עלות מופחתת,0.000145,9.6e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8797 01.12.2027,71120570.0,2012-12-01,2.0548933704687102,צמוד למדד המחירים לצרכן,2027-12-01,0.048,0.0485,872.89,122.110465,1.066,1.066,עלות מופחתת,0.000139,9.1e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8811 01.02.2029,71121578.0,2014-02-01,3.099182079218734,צמוד למדד המחירים לצרכן,2029-02-01,0.048,0.0485,1220.98,119.323081,1.457,1.457,עלות מופחתת,0.00019,0.000125,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8819 01.10.2029,71121768.0,2014-10-01,3.6026977171097805,צמוד למדד המחירים לצרכן,2029-10-01,0.048,0.0485,1809.45,121.222494,2.193,2.193,עלות מופחתת,0.000286,0.000188,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8824 01.03.2030,71122428.0,2015-03-01,4.0193643837764474,צמוד למדד המחירים לצרכן,2030-03-01,0.048,0.0485,4099.66,120.151183,4.926,4.926,עלות מופחתת,0.000642,0.000423,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8829 01.08.2030,71122626.0,2015-08-01,4.339751150341647,צמוד למדד המחירים לצרכן,2030-08-01,0.048,0.0485,3832.22,119.793825,4.591,4.591,עלות מופחתת,0.000598,0.000395,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8827 01.06.2030,71122543.0,2015-06-01,4.17308448367498,צמוד למדד המחירים לצרכן,2030-06-01,0.048,0.0485,1651.85,121.354659,2.005,2.005,עלות מופחתת,0.000261,0.000172,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8833 01.12.2030,71122774.0,2015-12-01,4.567303515946433,צמוד למדד המחירים לצרכן,2030-12-01,0.048,0.0485,2350.7,121.110975,2.847,2.847,עלות מופחתת,0.000371,0.000245,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8836 01.03.2031,71123079.0,2016-03-01,4.817303515946432,צמוד למדד המחירים לצרכן,2031-03-01,0.048,0.0485,572.55,120.882326,0.692,0.692,עלות מופחתת,9e-05,5.9e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8838 01.05.2031,71123293.0,2016-05-01,4.868908215490777,צמוד למדד המחירים לצרכן,2031-05-01,0.048,0.0485,4329.42,123.456257,5.345,5.345,עלות מופחתת,0.000697,0.00046,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8843 01.10.2031,71123517.0,2016-10-01,5.161447050734411,צמוד למדד המחירים לצרכן,2031-10-01,0.048,0.0485,3444.86,122.559506,4.222,4.222,עלות מופחתת,0.00055,0.000363,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8862 01.05.2033,71124473.0,2018-05-01,6.320081206151133,צמוד למדד המחירים לצרכן,2033-05-01,0.048,0.0485,22047.24,122.091348,26.918,26.918,עלות מופחתת,0.003511,0.002316,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8878 01.09.2034,71125348.0,2019-09-01,7.3286838198280755,צמוד למדד המחירים לצרכן,2034-09-01,0.048,0.0485,38745.18,118.375418,45.865,45.865,עלות מופחתת,0.005983,0.003947,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8889 01.09.2035,71126098.0,2020-09-01,7.972456804478872,צמוד למדד המחירים לצרכן,2035-09-01,0.048,0.0485,183591.9,119.084253,218.629,218.629,עלות מופחתת,0.028522,0.018815,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8891 01.11.2035,71126130.0,2020-11-01,7.949654750710344,צמוד למדד המחירים לצרכן,2035-11-01,0.048,0.0485,136682.94,121.124046,165.556,165.556,עלות מופחתת,0.021598,0.014248,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8894 01.02.2036,71126288.0,2021-02-01,8.199654750710344,צמוד למדד המחירים לצרכן,2036-02-01,0.048,0.0485,245321.95,119.687329,293.619,293.619,עלות מופחתת,0.038305,0.025269,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8896 01.04.2036,71126353.0,2021-04-01,8.169517453559912,צמוד למדד המחירים לצרכן,2036-04-01,0.048,0.0485,212707.17,121.350083,258.12,258.12,עלות מופחתת,0.033674,0.022214,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8774 01.01.2026,71116750.0,2011-01-01,0.25277777777777777,צמוד למדד המחירים לצרכן,2026-01-01,0.048,0.0482,309.35,127.137022,0.393,0.393,עלות מופחתת,5.1e-05,3.3e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8778 01.05.2026,71118830.0,2011-05-01,0.5743895671593743,צמוד למדד המחירים לצרכן,2026-05-01,0.048,0.0485,144.86,126.786834,0.184,0.184,עלות מופחתת,2.3e-05,1.5e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8779 01.06.2026,71118848.0,2011-06-01,0.6577234592804972,צמוד למדד המחירים לצרכן,2026-06-01,0.048,0.0484,249.92,125.545192,0.314,0.314,עלות מופחתת,4e-05,2.7e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8780 01.07.2026,71118855.0,2011-07-01,0.7410567926138304,צמוד למדד המחירים לצרכן,2026-07-01,0.048,0.0484,295.03,124.454088,0.367,0.367,עלות מופחתת,4.7e-05,3.1e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8791 01.06.2027,71119598.0,2012-06-01,1.6001868199641902,צמוד למדד המחירים לצרכן,2027-06-01,0.048,0.0485,151.23,122.922215,0.186,0.186,עלות מופחתת,2.4e-05,1.5e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8805 01.08.2028,71121206.0,2013-08-01,2.665587454544398,צמוד למדד המחירים לצרכן,2028-08-01,0.048,0.0485,1665.65,119.909147,1.997,1.997,עלות מופחתת,0.00026,0.000171,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8810 01.01.2029,71121438.0,2014-01-01,3.0158487458854,צמוד למדד המחירים לצרכן,2029-01-01,0.048,0.0485,1622.67,119.922945,1.946,1.946,עלות מופחתת,0.000253,0.000167,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8812 01.03.2029,71121651.0,2014-03-01,3.182515412552067,צמוד למדד המחירים לצרכן,2029-03-01,0.048,0.0485,2118.81,119.541567,2.533,2.533,עלות מופחתת,0.00033,0.000217,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8831 01.10.2030,71122725.0,2015-10-01,4.400636849279766,צמוד למדד המחירים לצרכן,2030-10-01,0.048,0.0485,529.04,121.700731,0.644,0.644,עלות מופחתת,8.3e-05,5.5e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8846 01.01.2032,71123616.0,2017-01-01,5.411447050734412,צמוד למדד המחירים לצרכן,2032-01-01,0.048,0.0485,7416.64,121.494528,9.011,9.011,עלות מופחתת,0.001175,0.000775,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8851 01.06.2032,71123772.0,2017-06-01,5.695130326524218,צמוד למדד המחירים לצרכן,2032-06-01,0.048,0.0485,18427.27,121.603371,22.408,22.408,עלות מופחתת,0.002923,0.001928,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8870 01.01.2034,71124796.0,2019-01-01,6.8284128363239835,צמוד למדד המחירים לצרכן,2034-01-01,0.048,0.0485,13045.06,119.699042,15.615,15.615,עלות מופחתת,0.002037,0.001343,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8871 01.02.2034,71124945.0,2019-02-01,6.9117461696573175,צמוד למדד המחירים לצרכן,2034-02-01,0.048,0.0485,53672.4,119.570244,64.176,64.176,עלות מופחתת,0.008372,0.005523,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8885 01.05.2035,71125603.0,2020-05-01,7.63912347114554,צמוד למדד המחירים לצרכן,2035-05-01,0.048,0.0485,69051.19,120.402353,83.139,83.139,עלות מופחתת,0.010846,0.007155,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8886 01.06.2035,71125660.0,2020-06-01,7.722456804478874,צמוד למדד המחירים לצרכן,2035-06-01,0.048,0.0485,126049.06,120.279457,151.611,151.611,עלות מופחתת,0.019779,0.013048,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8892 01.12.2035,71126163.0,2020-12-01,8.032988084043678,צמוד למדד המחירים לצרכן,2035-12-01,0.048,0.0485,254591.57,120.279457,306.221,306.221,עלות מופחתת,0.039949,0.026354,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8904 01.12.2036,71126841.0,2021-12-01,8.632216086765283,צמוד למדד המחירים לצרכן,2036-12-01,0.048,0.0485,90110.39,117.577516,105.95,105.95,עלות מופחתת,0.013822,0.009118,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8772 01.11.2025,71116735.0,2010-11-01,0.08611111111111114,צמוד למדד המחירים לצרכן,2025-11-01,0.048,0.048,212.78,128.622996,0.274,0.274,עלות מופחתת,3.5e-05,2.3e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8790 01.05.2027,71117162.0,2012-05-01,1.516853486630857,צמוד למדד המחירים לצרכן,2027-05-01,0.048,0.0485,641.0,124.958178,0.801,0.801,עלות מופחתת,0.000104,6.8e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8830 01.09.2030,71122717.0,2015-09-01,4.423084483674979,צמוד למדד המחירים לצרכן,2030-09-01,0.048,0.0485,1490.54,119.070903,1.775,1.775,עלות מופחתת,0.000231,0.000152,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8837 01.04.2031,71123129.0,2016-04-01,4.785574882157442,צמוד למדד המחירים לצרכן,2031-04-01,0.048,0.0485,4094.35,123.681618,5.064,5.064,עלות מופחתת,0.00066,0.000435,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8853 01.08.2032,71123939.0,2017-08-01,5.861796993190884,צמוד למדד המחירים לצרכן,2032-08-01,0.048,0.0485,19051.29,121.005087,23.053,23.053,עלות מופחתת,0.003007,0.001984,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8854 01.09.2032,71123947.0,2017-09-01,5.945130326524218,צמוד למדד המחירים לצרכן,2032-09-01,0.048,0.0485,19423.26,120.636282,23.432,23.432,עלות מופחתת,0.003056,0.002016,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8872 01.03.2034,71124986.0,2019-03-01,6.99507950299065,צמוד למדד המחירים לצרכן,2034-03-01,0.048,0.0485,38576.44,119.203218,45.984,45.984,עלות מופחתת,0.005999,0.003957,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8859 01.02.2033,71124325.0,2018-02-01,6.220163618575248,צמוד למדד המחירים לצרכן,2033-02-01,0.048,0.0485,33496.69,120.522995,40.371,40.371,עלות מופחתת,0.005266,0.003474,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8879 01.10.2034,71125389.0,2019-10-01,7.2377484585225185,צמוד למדד המחירים לצרכן,2034-10-01,0.048,0.0485,62900.1,120.509043,75.8,75.8,עלות מופחתת,0.009888,0.006523,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8873 01.04.2034,71125108.0,2019-04-01,6.912017153161408,צמוד למדד המחירים לצרכן,2034-04-01,0.048,0.0485,28164.9,121.471191,34.212,34.212,עלות מופחתת,0.004463,0.002944,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8882 01.01.2035,71125454.0,2020-01-01,7.48774845852252,צמוד למדד המחירים לצרכן,2035-01-01,0.048,0.0485,98911.99,119.336917,118.039,118.039,עלות מופחתת,0.015399,0.010158,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8884 01.03.2035,71125512.0,2020-03-01,7.654415125189185,צמוד למדד המחירים לצרכן,2035-03-01,0.048,0.0485,57501.44,118.847034,68.339,68.339,עלות מופחתת,0.008915,0.005881,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8890 01.10.2035,71126106.0,2020-10-01,7.8663214173770095,צמוד למדד המחירים לצרכן,2035-10-01,0.048,0.0485,65814.33,121.471191,79.945,79.945,עלות מופחתת,0.010429,0.00688,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8898 01.06.2036,71126445.0,2021-06-01,8.336184120226578,צמוד למדד המחירים לצרכן,2036-06-01,0.048,0.0485,160625.07,119.325448,191.667,191.667,עלות מופחתת,0.025004,0.016495,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8905 01.01.2037,71126981.0,2022-01-01,8.715549420098617,צמוד למדד המחירים לצרכן,2037-01-01,0.048,0.0485,109538.97,117.235403,128.418,128.418,עלות מופחתת,0.016753,0.011052,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8788 01.03.2027,71116727.0,2012-03-01,1.384549207576438,צמוד למדד המחירים לצרכן,2027-03-01,0.048,0.0485,709.45,122.976548,0.872,0.872,עלות מופחתת,0.000113,7.5e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8777 01.04.2026,71118822.0,2011-04-01,0.49105623382604097,צמוד למדד המחירים לצרכן,2026-04-01,0.048,0.0485,376.74,127.526063,0.48,0.48,עלות מופחתת,6.2e-05,4.1e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8793 01.08.2027,71119846.0,2012-08-01,1.766853486630857,צמוד למדד המחירים לצרכן,2027-08-01,0.048,0.0485,1017.75,122.300021,1.245,1.245,עלות מופחתת,0.000162,0.000107,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8799 01.02.2028,71120612.0,2013-02-01,2.221560037135377,צמוד למדד המחירים לצרכן,2028-02-01,0.048,0.0485,852.19,121.490087,1.035,1.035,עלות מופחתת,0.000135,8.9e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8813 01.04.2029,71121669.0,2014-04-01,3.18925144352555,צמוד למדד המחירים לצרכן,2029-04-01,0.048,0.0485,1666.71,122.177942,2.036,2.036,עלות מופחתת,0.000265,0.000175,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8802 01.05.2028,71121016.0,2013-05-01,2.415587454544398,צמוד למדד המחירים לצרכן,2028-05-01,0.048,0.0485,1199.75,122.918209,1.475,1.475,עלות מופחתת,0.000192,0.000126,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8815 01.06.2029,71121685.0,2014-06-01,3.355918110192216,צמוד למדד המחירים לצרכן,2029-06-01,0.048,0.0485,2525.27,120.744908,3.049,3.049,עלות מופחתת,0.000397,0.000262,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8820 01.11.2029,71121776.0,2014-11-01,3.686031050443114,צמוד למדד המחירים לצרכן,2029-11-01,0.048,0.0485,1909.74,121.110588,2.313,2.313,עלות מופחתת,0.000301,0.000199,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8823 01.02.2030,71122410.0,2015-02-01,3.9360310504431135,צמוד למדד המחירים לצרכן,2030-02-01,0.048,0.0485,2674.91,119.556818,3.198,3.198,עלות מופחתת,0.000417,0.000275,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8825 01.04.2030,71122501.0,2015-04-01,4.006417817008313,צמוד למדד המחירים לצרכן,2030-04-01,0.048,0.0485,3283.55,123.430488,4.053,4.053,עלות מופחתת,0.000528,0.000348,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8855 01.10.2032,71124093.0,2017-10-01,5.886830285241915,צמוד למדד המחירים לצרכן,2032-10-01,0.048,0.0485,16780.71,122.685902,20.588,20.588,עלות מופחתת,0.002685,0.001771,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8849 01.04.2032,71123731.0,2017-04-01,5.528463659857552,צמוד למדד המחירים לצרכן,2032-04-01,0.048,0.0485,11812.93,123.17763,14.551,14.551,עלות מופחתת,0.001898,0.001252,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8863 01.06.2033,71124499.0,2018-06-01,6.4034145394844675,צמוד למדד המחירים לצרכן,2033-06-01,0.048,0.0485,27740.39,121.120338,33.599,33.599,עלות מופחתת,0.004383,0.002891,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8874 01.05.2034,71125132.0,2019-05-01,6.995350486494741,צמוד למדד המחירים לצרכן,2034-05-01,0.048,0.0485,48852.13,120.402353,58.819,58.819,עלות מופחתת,0.007673,0.005062,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8881 01.12.2034,71125421.0,2019-12-01,7.404415125189185,צמוד למדד המחירים לצרכן,2034-12-01,0.048,0.0485,72681.77,119.328631,86.73,86.73,עלות מופחתת,0.011314,0.007464,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8888 01.08.2035,71125702.0,2020-08-01,7.889123471145539,צמוד למדד המחירים לצרכן,2035-08-01,0.048,0.0485,149980.58,119.807017,179.687,179.687,עלות מופחתת,0.023442,0.015464,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8897 01.05.2036,71126395.0,2021-05-01,8.252850786893246,צמוד למדד המחירים לצרכן,2036-05-01,0.048,0.0485,264484.68,120.161553,317.809,317.809,עלות מופחתת,0.041461,0.027351,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8900 01.08.2036,71126544.0,2021-08-01,8.502850786893246,צמוד למדד המחירים לצרכן,2036-08-01,0.048,0.0485,105561.88,117.799478,124.351,124.351,עלות מופחתת,0.016222,0.010702,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8792 01.07.2027,71119747.0,2012-07-01,1.6835201532975237,צמוד למדד המחירים לצרכן,2027-07-01,0.048,0.0485,594.3,122.444858,0.728,0.728,עלות מופחתת,9.4e-05,6.2e-05,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8801 01.04.2028,71120935.0,2013-04-01,2.332254121211065,צמוד למדד המחירים לצרכן,2028-04-01,0.048,0.0485,2897.78,123.639692,3.583,3.583,עלות מופחתת,0.000467,0.000308,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8816 01.07.2029,71121693.0,2014-07-01,3.4392514435255492,צמוד למדד המחירים לצרכן,2029-07-01,0.048,0.0485,1788.23,120.158088,2.149,2.149,עלות מופחתת,0.00028,0.000184,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8822 01.01.2030,71122402.0,2015-01-01,3.85269771710978,צמוד למדד המחירים לצרכן,2030-01-01,0.048,0.0485,1591.89,120.040402,1.911,1.911,עלות מופחתת,0.000249,0.000164,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8832 01.11.2030,71122741.0,2015-11-01,4.4839701826131,צמוד למדד המחירים לצרכן,2030-11-01,0.048,0.0485,4893.49,121.719184,5.956,5.956,עלות מופחתת,0.000777,0.000512,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8834 01.01.2031,71122931.0,2016-01-01,4.650636849279767,צמוד למדד המחירים לצרכן,2031-01-01,0.048,0.0485,1292.62,121.127105,1.566,1.566,עלות מופחתת,0.000204,0.000134,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8841 01.08.2031,71123368.0,2016-08-01,5.118908215490776,צמוד למדד המחירים לצרכן,2031-08-01,0.048,0.0485,6646.17,120.760879,8.026,8.026,עלות מופחתת,0.001047,0.00069,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8842 01.09.2031,71123434.0,2016-09-01,5.202241548824109,צמוד למדד המחירים לצרכן,2031-09-01,0.048,0.0485,4009.45,119.788918,4.803,4.803,עלות מופחתת,0.000626,0.000413,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8850 01.05.2032,71123749.0,2017-05-01,5.611796993190885,צמוד למדד המחירים לצרכן,2032-05-01,0.048,0.0485,11432.47,122.335286,13.986,13.986,עלות מופחתת,0.001824,0.001203,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8852 01.07.2032,71123921.0,2017-07-01,5.778463659857551,צמוד למדד המחירים לצרכן,2032-07-01,0.048,0.0485,12200.83,120.649978,14.72,14.72,עלות מופחתת,0.00192,0.001266,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8860 01.03.2033,71124358.0,2018-03-01,6.303496951908582,צמוד למדד המחירים לצרכן,2033-03-01,0.048,0.0485,18096.15,120.636282,21.831,21.831,עלות מופחתת,0.002848,0.001878,,
1328,2196.0,ערד בקרן פנסיה מקיפה חדשה,ערד 8864 01.07.2033,71124556.0,2018-07-01,6.4867478728178005,צמוד למדד המחירים לצרכן,2033-07-01,0.048,0.0485,19563.88,120.053881,23.487,23.487,עלות מופחתת,0.003064,0.002021,,
