מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם הנכס האחר,מספר הנכס האחר,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,תאריך עסקה,מטבע פעילות,תאריך שערוך אחרון,שווי מטבעי,שער חליפין,"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 18,סוף מידע
1329,13211.0,חייבים זכאים דמי ניהול הפקדה,330001800.0,חייבים וזכאים,ישראל,ישראל,לא,,ILS,2025-09-30,-35.08,1.0,-35.08,,שווי הוגן,0.0353945887728836,-0.000174,,
1329,13211.0,חייבים זכאים דמי ניהול צבירה,330001799.0,חייבים וזכאים,ישראל,ישראל,לא,,ILS,2025-09-30,-21.101,1.0,-21.101,,שווי הוגן,0.021290458798306,-0.000104,,
1329,13211.0,יתרות חייבים/זכאים,330000888.0,חייבים וזכאים,ישראל,ישראל,לא,2024-03-31 00:00:00,ILS,2025-09-30,-934.927,1.0,-934.927,,שווי הוגן,0.94331495242881,-0.00464,,
1329,13212.0,חייבים זכאים דמי ניהול הפקדה,330001800.0,חייבים וזכאים,ישראל,ישראל,לא,,ILS,2025-09-30,-0.632,1.0,-0.632,,שווי הוגן,0.0156817902490091,-0.000191,,
1329,13212.0,חייבים זכאים דמי ניהול צבירה,330001799.0,חייבים וזכאים,ישראל,ישראל,לא,,ILS,2025-09-30,-0.559,1.0,-0.559,,שווי הוגן,0.0138769044880963,-0.000169,,
1329,13212.0,יתרות חייבים/זכאים,330000888.0,חייבים וזכאים,ישראל,ישראל,לא,2024-03-31 00:00:00,ILS,2025-09-30,-22.134,1.0,-22.134,,שווי הוגן,0.549139035723934,-0.006695,,
1329,13212.0,"חו""ז ""ריפו CITI  ""PEMEX 6.84",708312351.0,חייבים וזכאים,"חו""ל",מקסיקו,לא,2025-01-07 00:00:00,USD,2025-09-30,-1.957,3.306,-6.471,,שווי הוגן,0.160552488077046,-0.001957,,
1329,13212.0,"חו""ז OCINCC 7.95% 06/13/2028 ריפו",701036621.0,חייבים וזכאים,"חו""ל","ארה""ב",לא,2025-09-05 00:00:00,USD,2025-09-30,-1.996,3.306,-6.599,,שווי הוגן,0.163720373697653,-0.001996,,
1329,13212.0,"חו""ז PEMEX 5.95% 01/28/2031 CITI  ריפו",708320841.0,חייבים וזכאים,"חו""ל","ארה""ב",לא,2025-01-14 00:00:00,USD,2025-09-30,-1.183,3.306,-3.911,,שווי הוגן,0.0970294077642603,-0.001183,,
1329,13820.0,חייבים זכאים דמי ניהול הפקדה,330001800.0,חייבים וזכאים,ישראל,ישראל,לא,,ILS,2025-09-30,-14.13,1.0,-14.13,,שווי הוגן,0.032749277974934,-0.000162,,
1329,13820.0,חייבים זכאים דמי ניהול צבירה,330001799.0,חייבים וזכאים,ישראל,ישראל,לא,,ILS,2025-09-30,-8.73,1.0,-8.73,,שווי הוגן,0.020232647190697,-0.0001,,
1329,13820.0,יתרות חייבים/זכאים,330000888.0,חייבים וזכאים,ישראל,ישראל,לא,2024-03-31 00:00:00,ILS,2025-09-30,-408.614,1.0,-408.614,,שווי הוגן,0.947018074834368,-0.004712,,
1329,14304.0,חייבים זכאים דמי ניהול הפקדה,330001800.0,חייבים וזכאים,ישראל,ישראל,לא,,ILS,2025-09-30,-0.081,1.0,-0.081,,שווי הוגן,0.0163684593583421,-0.000176,,
1329,14304.0,חייבים זכאים דמי ניהול צבירה,330001799.0,חייבים וזכאים,ישראל,ישראל,לא,,ILS,2025-09-30,-0.045,1.0,-0.045,,שווי הוגן,0.00904054165875918,-9.7e-05,,
1329,14304.0,יתרות חייבים/זכאים,330000888.0,חייבים וזכאים,ישראל,ישראל,לא,2024-03-31 00:00:00,ILS,2025-09-30,-3.655,1.0,-3.655,,שווי הוגן,0.742523049631436,-0.008026,,
1329,14304.0,"חו""ז ""ריפו CITI  ""PEMEX 6.84",708312351.0,חייבים וזכאים,"חו""ל",מקסיקו,לא,2025-01-07 00:00:00,USD,2025-09-30,-0.132,3.306,-0.435,,שווי הוגן,0.0884378968926666,-0.000955,,
1329,14304.0,"חו""ז OCINCC 7.95% 06/13/2028 ריפו",701036621.0,חייבים וזכאים,"חו""ל","ארה""ב",לא,2025-09-05 00:00:00,USD,2025-09-30,-0.134,3.306,-0.444,,שווי הוגן,0.0901828784741263,-0.000974,,
1329,14304.0,"חו""ז PEMEX 5.95% 01/28/2031 CITI  ריפו",708320841.0,חייבים וזכאים,"חו""ל","ארה""ב",לא,2025-01-14 00:00:00,USD,2025-09-30,-0.08,3.306,-0.263,,שווי הוגן,0.0534471739846689,-0.000577,,
1329,14305.0,חייבים זכאים דמי ניהול הפקדה,330001800.0,חייבים וזכאים,ישראל,ישראל,לא,,ILS,2025-09-30,-0.931,1.0,-0.931,,שווי הוגן,0.0313329878714599,-0.000193,,
1329,14305.0,חייבים זכאים דמי ניהול צבירה,330001799.0,חייבים וזכאים,ישראל,ישראל,לא,,ILS,2025-09-30,-0.33,1.0,-0.33,,שווי הוגן,0.0110978785071871,-6.8e-05,,
1329,14305.0,יתרות חייבים/זכאים,330000888.0,חייבים וזכאים,ישראל,ישראל,לא,2024-03-31 00:00:00,ILS,2025-09-30,-28.439,1.0,-28.439,,שווי הוגן,0.957569133621352,-0.005926,,
1329,14854.0,חייבים זכאים דמי ניהול הפקדה,330001800.0,חייבים וזכאים,ישראל,ישראל,לא,,ILS,2025-09-30,-20.242,1.0,-20.242,,שווי הוגן,0.0377145081225461,-0.000189,,
1329,14854.0,חייבים זכאים דמי ניהול צבירה,330001799.0,חייבים וזכאים,ישראל,ישראל,לא,,ILS,2025-09-30,-10.78,1.0,-10.78,,שווי הוגן,0.0200848446523815,-0.0001,,
1329,14854.0,יתרות חייבים/זכאים,330000888.0,חייבים וזכאים,ישראל,ישראל,לא,2024-03-31 00:00:00,ILS,2025-09-30,-505.7,1.0,-505.7,,שווי הוגן,0.942200647225072,-0.004734,,
1329,15313.0,חייבים זכאים דמי ניהול צבירה,330001799.0,חייבים וזכאים,ישראל,ישראל,לא,,ILS,2025-09-30,-0.144,1.0,-0.144,,שווי הוגן,0.00930679530819661,-0.000249,,
1329,15313.0,יתרות חייבים/זכאים,330000888.0,חייבים וזכאים,ישראל,ישראל,לא,2024-03-31 00:00:00,ILS,2025-09-30,-12.952,1.0,-12.952,,שווי הוגן,0.838144799774543,-0.022489,,
1329,15313.0,"חו""ז ""ריפו CITI  ""PEMEX 6.84",708312351.0,חייבים וזכאים,"חו""ל",מקסיקו,לא,2025-01-07 00:00:00,USD,2025-09-30,-0.272,3.306,-0.898,,שווי הוגן,0.0581340945358498,-0.001559,,
1329,15313.0,"חו""ז OCINCC 7.95% 06/13/2028 ריפו",701036621.0,חייבים וזכאים,"חו""ל","ארה""ב",לא,2025-09-05 00:00:00,USD,2025-09-30,-0.277,3.306,-0.916,,שווי הוגן,0.0592811472214503,-0.00159,,
1329,15313.0,"חו""ז PEMEX 5.95% 01/28/2031 CITI  ריפו",708320841.0,חייבים וזכאים,"חו""ל","ארה""ב",לא,2025-01-14 00:00:00,USD,2025-09-30,-0.164,3.306,-0.543,,שווי הוגן,0.0351331631599594,-0.000942,,
סוף מידע,,,,,,,,,,,,,,,,,,,
