מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,ענף מסחר,נכס בסיס,תאריך פקיעה,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,שער מימוש,יחס המרה,ערך נקוב (יחידות),שער נייר הערך,שער חליפין,"שווי הוגן (בש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 28,סוף מידע
1328,2196.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.9 03/10/25,750000011.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-04-03,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.9,1.0,4539.05,0.6786,3.8807,0.12,-0.078077,1e-05,,
1328,2196.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.7 03/10/25,750000012.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-04-03,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,-4539.05,0.0001,3.8807,0.0,2e-06,0.0,,
1328,2196.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.65 08/10/25 SELL,750000045.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-08,לא,2025-05-21,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.65,1.0,-10878.48,10.391,3.306,-3.737,2.440987,-0.000321,,
1328,2196.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.5 06/10/25 BUY,750000057.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-06,לא,2025-06-04,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.5,1.0,5439.27,5.8625,3.306,1.054,-0.688558,9e-05,,
1328,2196.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS C4.2 03/10/25,750000010.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-04-03,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,4.2,1.0,-1815.62,0.0001,3.8807,0.0,4e-06,0.0,,
1328,2196.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI P3.6 13/10/25 S,750000027.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-13,לא,2025-04-09,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,-5439.06,8.8731,3.306,-1.596,1.042109,-0.000137,,
1328,2196.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.6 06/10/25 SELL,750000056.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-06,לא,2025-06-04,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,-5439.27,8.8822,3.306,-1.597,1.043224,-0.000137,,
1328,2196.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.58 23/12/25 BUY,750000076.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-23,לא,2025-06-26,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.58,1.0,2719.71,0.1439,3.306,0.013,-0.008448,1e-06,,
1328,2196.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל Leumi P3.6 13/10/25 L,750000041.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-13,לא,2025-05-08,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,5439.06,8.8777,3.306,1.596,-1.042649,0.000137,,
1328,2196.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.55 08/10/25 BUY,750000046.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-08,לא,2025-05-21,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.55,1.0,10878.48,7.3726,3.306,2.652,-1.731831,0.000228,,
1328,2196.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.73 01/12/25 BUY,750000053.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-01,לא,2025-05-29,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.73,1.0,5421.08,0.004,3.306,0.001,-0.00047,0.0,,
1328,2196.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.70 05/12/25 BUY,750000059.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-06-06,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,5439.27,0.0091,3.306,0.002,-0.001065,0.0,,
1328,2196.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.6 05/12/25 BUY,750000099.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-05-14,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,5439.27,0.0815,3.306,0.015,-0.00957,1e-06,,
1328,2196.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.29 23/12/25 SELL,750000077.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-23,לא,2025-06-26,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.29,1.0,-2719.71,1.4861,3.306,-0.134,0.087273,-1.1e-05,,
1328,2196.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.6 01/12/25 BUY,750000098.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-01,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,5421.08,0.0679,3.306,0.012,-0.007949,1e-06,,
1328,2196.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.60 07/01/26 BUY,750000121.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-01-07,לא,2025-08-25,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,8131.62,0.1624,3.306,0.044,-0.02852,3e-06,,
1328,2196.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.55 13/01/26 BUY,750000117.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-01-13,לא,2025-08-13,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.55,1.0,5421.08,0.2679,3.306,0.048,-0.031364,4e-06,,
1328,2196.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.575 12/03/26 BUY,750000132.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-12,לא,2025-09-12,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.575,1.0,5439.6,0.5282,3.306,0.095,-0.062043,8e-06,,
1328,2196.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.5 06/10/25,750000016.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-06,לא,2025-04-04,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.5,1.0,-5439.27,5.8612,3.306,-1.054,0.688405,-9e-05,,
1328,2196.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.59 26/03/26 BUY,750000145.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-26,לא,2025-09-26,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.59,1.0,5439.6,0.5462,3.306,0.098,-0.064154,8e-06,,
1328,2196.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.65 08/10/25,750000019.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-08,לא,2025-04-08,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.65,1.0,10878.48,10.394,3.306,3.738,-2.441655,0.000321,,
1328,2196.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.29 23/12/25 SELL,750000094.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-23,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.29,1.0,-2719.71,2.0174,3.306,-0.181,0.118473,-1.5e-05,,
1328,2196.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.5 05/12/25 BUY,750000095.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.5,1.0,5439.27,0.2323,3.306,0.042,-0.02728,3e-06,,
1328,2196.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.73 01/12/25 SELL,750000097.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-01,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.73,1.0,-5421.08,0.0145,3.306,-0.003,0.001696,0.0,,
1328,2196.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.7 05/12/25 SELL 15/07,750000100.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-05-14,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,-5439.27,0.0277,3.306,-0.005,0.003254,0.0,,
1328,2196.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.25 26/03/26 SELL,750000146.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-26,לא,2025-09-26,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.25,1.0,-2719.8,1.582,3.306,-0.142,0.092907,-1.2e-05,,
1328,2196.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.4 26/11/25 SELL,750000116.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-11-26,לא,2025-08-13,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.4,1.0,-2710.54,0.4649,3.306,-0.042,0.027212,-3e-06,,
1328,2196.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI P3.7 13/10/25 L,750000029.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-13,לא,2025-04-09,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,5439.06,11.897,3.306,2.139,-1.397332,0.000184,,
1328,2196.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.75 26/11/25 BUY,750000049.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-11-26,לא,2025-05-28,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.75,1.0,5421.08,0.0018,3.306,0.0,-0.000215,0.0,,
1328,2196.0,Goldman Sachs Group Inc,11778.0,פנימי,"אופציה לס GS C1,637.14 ESLT.TA 15/10/25 SELL",750000115.0,פנימי,מניה,ישראל,ישראל,Financial Services,מניות לרבות מדדי מניות,2025-10-15,לא,2025-08-12,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1637.14,1.0,-0.81,7692.5,1.0,-0.062,0.040766,-5e-06,,
1328,2196.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.38 01/12/25 SELL,750000120.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-01,לא,2025-08-25,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.38,1.0,-2710.54,0.636,3.306,-0.057,0.037222,-4e-06,,
1328,2196.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.39 05/12/25 SELL,750000124.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-09-02,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.39,1.0,-2719.63,0.6353,3.306,-0.057,0.037306,-4e-06,,
1328,2196.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.6 24/03/26 BUY,750000141.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-24,לא,2025-09-22,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,5439.6,0.4815,3.306,0.087,-0.056551,7e-06,,
1328,2196.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.55 08/10/25,750000020.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-08,לא,2025-04-08,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.55,1.0,-10878.48,7.3698,3.306,-2.65,1.73117,-0.000228,,
1328,2196.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל Leumi P3.7 13/10/25 S,750000040.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-13,לא,2025-05-08,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,-5439.06,11.893,3.306,-2.139,1.396785,-0.000184,,
1328,2196.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.4 26/11/25 SELL,750000048.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-11-26,לא,2025-05-28,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.4,1.0,-2710.54,3.267,3.306,-0.293,0.191216,-2.5e-05,,
1328,2196.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI P3.38 01/12/25 SELL,750000052.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-01,לא,2025-05-29,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.38,1.0,-2710.54,2.8466,3.306,-0.255,0.166609,-2.1e-05,,
1328,2196.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.59 06/01/26 BUY,750000125.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-01-05,לא,2025-09-02,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.59,1.0,8158.91,0.1726,3.306,0.047,-0.030401,4e-06,,
1328,2196.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.21 12/03/26 SELL,750000133.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-12,לא,2025-09-12,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.21,1.0,-2719.8,1.0491,3.306,-0.094,0.06161,-8e-06,,
1328,2196.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.6 06/10/25,750000017.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-06,לא,2025-04-04,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,5439.27,8.8859,3.306,1.598,-1.043654,0.000137,,
1328,2196.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.39 05/12/25 SELL,750000058.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-06-06,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.39,1.0,-2719.63,3.1116,3.306,-0.28,0.182731,-2.4e-05,,
1328,2196.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.25 24/03/26 SELL,750000142.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-24,לא,2025-09-22,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.25,1.0,-2719.8,1.5316,3.306,-0.138,0.089951,-1.1e-05,,
1328,2196.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.7 05/12/25 SELL,750000096.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,-5439.27,0.0268,3.306,-0.005,0.003144,0.0,,
1328,2196.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.38 18/12/25 SELL,750000091.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-07-03,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.38,1.0,-2357.04,0.8985,3.306,-0.07,0.045727,-6e-06,,
1328,2196.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI P3.22 06/03/26 SELL,750000129.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2026-03-06,לא,2025-09-09,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.22,1.0,-2719.66,1.1426,3.306,-0.103,0.067103,-8e-06,,
1328,2196.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.9 03/10/25 SELL,750000085.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-07-07,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.9,1.0,-906.54,0.6576,3.8807,-0.023,0.015109,-1e-06,,
1328,2196.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.7 03/10/25 BUY,750000086.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-07-01,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,4532.7,0.0001,3.8807,0.0,-2e-06,0.0,,
1328,2196.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.62 18/12/25 BUY,750000092.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-07-03,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.62,1.0,7071.12,0.0949,3.306,0.022,-0.014483,1e-06,,
1328,2196.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.60 18/12/25 BUY,750000103.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-07-16,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,3988.83,0.1201,3.306,0.016,-0.010348,1e-06,,
1328,2196.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.575 06/03/26 BUY,750000128.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2026-03-06,לא,2025-09-09,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.575,1.0,5439.33,0.5176,3.306,0.093,-0.06079,8e-06,,
1328,2196.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS C4.2 03/10/25 BUY,750000122.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-08-27,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,4.2,1.0,1815.62,0.0001,3.8807,0.0,-3e-06,0.0,,
1328,2196.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.75 18/12/25 SELL,750000102.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-07-16,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.75,1.0,-3988.83,0.0287,3.306,-0.004,0.002472,0.0,,
1328,2196.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.75 18/12/25 BUY,750000067.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-06-17,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.75,1.0,3988.83,0.0299,3.306,0.004,-0.002574,0.0,,
1328,2196.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI P3.38 18/12/25 SELL,750000066.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-06-17,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.38,1.0,-2357.04,3.2367,3.306,-0.252,0.164732,-2.1e-05,,
1328,2196.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.9 03/10/25 SELL,750000093.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-07-01,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.9,1.0,-3631.24,0.6604,3.8807,-0.093,0.060787,-8e-06,,
1328,9757.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS C4.2 03/10/25,750000010.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-04-03,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,4.2,1.0,-12214037.56,0.0001,3.8807,-0.049,4e-06,0.0,,
1328,9757.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI P3.6 13/10/25 S,750000027.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-13,לא,2025-04-09,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,-36589592.32,8.8731,3.306,-10733.337,1.042109,-0.00056,,
1328,9757.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.5 06/10/25 BUY,750000057.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-06,לא,2025-06-04,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.5,1.0,36591058.01,5.8625,3.306,7091.896,-0.688558,0.00037,,
1328,9757.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.65 08/10/25 SELL,750000045.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-08,לא,2025-05-21,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.65,1.0,-73181627.46,10.391,3.306,-25141.255,2.440987,-0.001313,,
1328,9757.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.7 03/10/25,750000012.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-04-03,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,-30535093.9,0.0001,3.8807,-0.031,2e-06,0.0,,
1328,9757.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.9 03/10/25,750000011.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-04-03,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.9,1.0,30535093.9,0.6786,3.8807,804.172,-0.078077,4.2e-05,,
1328,9757.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.6 06/10/25 SELL,750000056.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-06,לא,2025-06-04,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,-36591058.01,8.8822,3.306,-10744.818,1.043224,-0.000561,,
1328,9757.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל Leumi P3.6 13/10/25 L,750000041.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-13,לא,2025-05-08,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,36589592.32,8.8777,3.306,10738.899,-1.042649,0.000561,,
1328,9757.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.55 08/10/25 BUY,750000046.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-08,לא,2025-05-21,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.55,1.0,73181627.46,7.3726,3.306,17837.217,-1.731831,0.000932,,
1328,9757.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.58 23/12/25 BUY,750000076.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-23,לא,2025-06-26,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.58,1.0,18296017.56,0.1439,3.306,87.016,-0.008448,4e-06,,
1328,9757.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.70 05/12/25 BUY,750000059.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-06-06,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,36591058.01,0.0091,3.306,10.977,-0.001065,0.0,,
1328,9757.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.6 05/12/25 BUY,750000099.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-05-14,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,36591058.01,0.0815,3.306,98.576,-0.00957,5e-06,,
