מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,ענף מסחר,נכס בסיס,תאריך פקיעה,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,שער מימוש,יחס המרה,ערך נקוב (יחידות),שער נייר הערך,שער חליפין,"שווי הוגן (בש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 28,סוף מידע
1328,9759.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.6 01/12/25 BUY,750000098.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-01,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,2027044.11,0.0679,3.306,4.551,-0.007949,2e-06,,
1328,9759.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.29 23/12/25 SELL,750000077.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-23,לא,2025-06-26,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.29,1.0,-1016950.47,1.4861,3.306,-49.963,0.087273,-2.1e-05,,
1328,9759.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.575 12/03/26 BUY,750000132.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-12,לא,2025-09-12,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.575,1.0,2033968.84,0.5282,3.306,35.519,-0.062043,1.5e-05,,
1328,9759.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.59 26/03/26 BUY,750000145.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-26,לא,2025-09-26,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.59,1.0,2033968.84,0.5462,3.306,36.727,-0.064154,1.6e-05,,
1328,9759.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.55 13/01/26 BUY,750000117.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-01-13,לא,2025-08-13,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.55,1.0,2027044.11,0.2679,3.306,17.956,-0.031364,7e-06,,
1328,9759.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.60 07/01/26 BUY,750000121.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-01-07,לא,2025-08-25,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,3040566.17,0.1624,3.306,16.328,-0.02852,7e-06,,
1328,9759.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.25 26/03/26 SELL,750000146.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-26,לא,2025-09-26,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.25,1.0,-1016984.42,1.582,3.306,-53.188,0.092907,-2.3e-05,,
1328,9759.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.73 01/12/25 SELL,750000097.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-01,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.73,1.0,-2027044.11,0.0145,3.306,-0.971,0.001696,0.0,,
1328,9759.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.7 05/12/25 SELL 15/07,750000100.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-05-14,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,-2033846.64,0.0277,3.306,-1.863,0.003254,0.0,,
1328,9759.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.29 23/12/25 SELL,750000094.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-23,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.29,1.0,-1016950.47,2.0174,3.306,-67.824,0.118473,-2.9e-05,,
1328,9759.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.5 05/12/25 BUY,750000095.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.5,1.0,2033846.64,0.2323,3.306,15.618,-0.02728,6e-06,,
1328,9759.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.5 06/10/25,750000016.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-06,לא,2025-04-04,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.5,1.0,-2033846.64,5.8612,3.306,-394.103,0.688405,-0.000173,,
1328,9759.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.65 08/10/25,750000019.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-08,לא,2025-04-08,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.65,1.0,4067666.13,10.394,3.306,1397.813,-2.441655,0.000614,,
1328,9759.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI P3.7 13/10/25 L,750000029.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-13,לא,2025-04-09,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,2033765.17,11.897,3.306,799.953,-1.397332,0.000351,,
1328,9759.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.4 26/11/25 SELL,750000116.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-11-26,לא,2025-08-13,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.4,1.0,-1013522.05,0.4649,3.306,-15.579,0.027212,-6e-06,,
1328,9759.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.75 26/11/25 BUY,750000049.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-11-26,לא,2025-05-28,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.75,1.0,2027044.11,0.0018,3.306,0.124,-0.000215,0.0,,
1328,9759.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.6 24/03/26 BUY,750000141.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-24,לא,2025-09-22,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,2033968.84,0.4815,3.306,32.375,-0.056551,1.4e-05,,
1328,9759.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.39 05/12/25 SELL,750000124.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-09-02,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.39,1.0,-1016923.32,0.6353,3.306,-21.357,0.037306,-9e-06,,
1328,9759.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.38 01/12/25 SELL,750000120.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-01,לא,2025-08-25,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.38,1.0,-1013522.05,0.636,3.306,-21.309,0.037222,-9e-06,,
1328,9759.0,Goldman Sachs Group Inc,11778.0,פנימי,"אופציה לס GS C1,637.14 ESLT.TA 15/10/25 SELL",750000115.0,פנימי,מניה,ישראל,ישראל,Financial Services,מניות לרבות מדדי מניות,2025-10-15,לא,2025-08-12,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1637.14,1.0,-303.38,7692.5,1.0,-23.338,0.040766,-1e-05,,
1328,9759.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.59 06/01/26 BUY,750000125.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-01-05,לא,2025-09-02,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.59,1.0,3050769.96,0.1726,3.306,17.405,-0.030401,7e-06,,
1328,9759.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.4 26/11/25 SELL,750000048.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-11-26,לא,2025-05-28,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.4,1.0,-1013522.05,3.267,3.306,-109.468,0.191216,-4.8e-05,,
1328,9759.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI P3.38 01/12/25 SELL,750000052.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-01,לא,2025-05-29,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.38,1.0,-1013522.05,2.8466,3.306,-95.382,0.166609,-4.1e-05,,
1328,9759.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.55 08/10/25,750000020.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-08,לא,2025-04-08,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.55,1.0,-4067666.13,7.3698,3.306,-991.071,1.73117,-0.000436,,
1328,9759.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל Leumi P3.7 13/10/25 S,750000040.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-13,לא,2025-05-08,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,-2033765.17,11.893,3.306,-799.64,1.396785,-0.000351,,
1328,9759.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.21 12/03/26 SELL,750000133.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-12,לא,2025-09-12,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.21,1.0,-1016984.42,1.0491,3.306,-35.271,0.06161,-1.5e-05,,
1328,9759.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.6 06/10/25,750000017.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-06,לא,2025-04-04,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,2033846.64,8.8859,3.306,597.477,-1.043654,0.000262,,
1328,9759.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.25 24/03/26 SELL,750000142.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-24,לא,2025-09-22,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.25,1.0,-1016984.42,1.5316,3.306,-51.496,0.089951,-2.2e-05,,
1328,9759.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.7 05/12/25 SELL,750000096.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,-2033846.64,0.0268,3.306,-1.8,0.003144,0.0,,
1328,9759.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.39 05/12/25 SELL,750000058.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-06-06,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.39,1.0,-1016923.32,3.1116,3.306,-104.611,0.182731,-4.6e-05,,
1328,9759.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.38 18/12/25 SELL,750000091.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-07-03,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.38,1.0,-881341.23,0.8985,3.306,-26.178,0.045727,-1.1e-05,,
1328,9759.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI P3.22 06/03/26 SELL,750000129.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2026-03-06,לא,2025-09-09,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.22,1.0,-1016933.5,1.1426,3.306,-38.416,0.067103,-1.6e-05,,
1328,9759.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.60 18/12/25 BUY,750000103.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-07-16,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,1491497.94,0.1201,3.306,5.924,-0.010348,2e-06,,
1328,9759.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.7 03/10/25 BUY,750000086.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-07-01,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,1694860.88,0.0001,3.8807,0.002,-2e-06,0.0,,
1328,9759.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.62 18/12/25 BUY,750000092.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-07-03,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.62,1.0,2644023.71,0.0949,3.306,8.292,-0.014483,3e-06,,
1328,9759.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.9 03/10/25 SELL,750000085.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-07-07,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.9,1.0,-338972.17,0.6576,3.8807,-8.65,0.015109,-3e-06,,
1328,9759.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.575 06/03/26 BUY,750000128.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2026-03-06,לא,2025-09-09,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.575,1.0,2033867.0,0.5176,3.306,34.801,-0.06079,1.5e-05,,
1328,9759.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS C4.2 03/10/25 BUY,750000122.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-08-27,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,4.2,1.0,678894.8,0.0001,3.8807,0.002,-3e-06,0.0,,
1328,9759.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.75 18/12/25 SELL,750000102.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-07-16,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.75,1.0,-1491497.94,0.0287,3.306,-1.415,0.002472,0.0,,
1328,9759.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.9 03/10/25 SELL,750000093.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-07-01,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.9,1.0,-1357789.61,0.6604,3.8807,-34.8,0.060787,-1.5e-05,,
1328,9759.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI C3.75 18/12/25 BUY,750000067.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-06-17,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.75,1.0,1491497.94,0.0299,3.306,1.474,-0.002574,0.0,,
1328,9759.0,"Citibank, NA",70652.0,פנימי,אופציה לס דולר שקל CITI P3.38 18/12/25 SELL,750000066.0,פנימי,"מט""ח","חו""ל","ארה""ב",Financial Services,"מט""ח",2025-12-18,לא,2025-06-17,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.38,1.0,-881341.23,3.2367,3.306,-94.307,0.164732,-4.1e-05,,
1328,9760.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.6 06/10/25 SELL,750000056.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-06,לא,2025-06-04,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,-528015.76,8.8822,3.306,-155.05,1.043224,-0.000528,,
1328,9760.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.55 08/10/25 BUY,750000046.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-08,לא,2025-05-21,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.55,1.0,1056024.47,7.3726,3.306,257.394,-1.731831,0.000876,,
1328,9760.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל Leumi P3.6 13/10/25 L,750000041.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-13,לא,2025-05-08,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,527994.61,8.8777,3.306,154.964,-1.042649,0.000527,,
1328,9760.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.58 23/12/25 BUY,750000076.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-23,לא,2025-06-26,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.58,1.0,264014.93,0.1439,3.306,1.256,-0.008448,4e-06,,
1328,9760.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.6 05/12/25 BUY,750000099.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-05-14,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,528015.76,0.0815,3.306,1.422,-0.00957,4e-06,,
1328,9760.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.73 01/12/25 BUY,750000053.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-01,לא,2025-05-29,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.73,1.0,526249.73,0.004,3.306,0.07,-0.00047,0.0,,
1328,9760.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.70 05/12/25 BUY,750000059.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-06-06,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,528015.76,0.0091,3.306,0.158,-0.001065,0.0,,
1328,9760.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.9 03/10/25,750000011.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-04-03,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.9,1.0,440627.07,0.6786,3.8807,11.604,-0.078077,3.9e-05,,
1328,9760.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS P3.7 03/10/25,750000012.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-04-03,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.7,1.0,-440627.07,0.0001,3.8807,0.0,2e-06,0.0,,
1328,9760.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.65 08/10/25 SELL,750000045.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-08,לא,2025-05-21,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.65,1.0,-1056024.47,10.391,3.306,-362.793,2.440987,-0.001235,,
1328,9760.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.5 06/10/25 BUY,750000057.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-06,לא,2025-06-04,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.5,1.0,528015.76,5.8625,3.306,102.337,-0.688558,0.000348,,
1328,9760.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI P3.6 13/10/25 S,750000027.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-13,לא,2025-04-09,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,-527994.61,8.8731,3.306,-154.884,1.042109,-0.000527,,
1328,9760.0,Goldman Sachs Group Inc,11778.0,פנימי,אופציה לס אירו שקל GS C4.2 03/10/25,750000010.0,פנימי,"מט""ח","חו""ל",אירופה,Financial Services,"מט""ח",2025-10-03,לא,2025-04-03,EUR,גורם תלוי/פנימי,קיימת תלות,2025-09-30,4.2,1.0,-176250.83,0.0001,3.8807,-0.001,4e-06,0.0,,
1328,9760.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.6 01/12/25 BUY,750000098.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-01,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,526249.73,0.0679,3.306,1.181,-0.007949,4e-06,,
1328,9760.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.60 07/01/26 BUY,750000121.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-01-07,לא,2025-08-25,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.6,1.0,789374.59,0.1624,3.306,4.239,-0.02852,1.4e-05,,
1328,9760.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.29 23/12/25 SELL,750000077.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-23,לא,2025-06-26,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.29,1.0,-264014.93,1.4861,3.306,-12.971,0.087273,-4.4e-05,,
1328,9760.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.575 12/03/26 BUY,750000132.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-12,לא,2025-09-12,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.575,1.0,528047.48,0.5282,3.306,9.221,-0.062043,3.1e-05,,
1328,9760.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM P3.5 06/10/25,750000016.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-06,לא,2025-04-04,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.5,1.0,-528015.76,5.8612,3.306,-102.315,0.688405,-0.000348,,
1328,9760.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.55 13/01/26 BUY,750000117.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-01-13,לא,2025-08-13,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.55,1.0,526249.73,0.2679,3.306,4.662,-0.031364,1.5e-05,,
1328,9760.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.59 26/03/26 BUY,750000145.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2026-03-26,לא,2025-09-26,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.59,1.0,528047.48,0.5462,3.306,9.535,-0.064154,3.2e-05,,
1328,9760.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT C3.29 23/12/25 SELL,750000094.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-23,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.29,1.0,-264014.93,2.0174,3.306,-17.608,0.118473,-5.9e-05,,
1328,9760.0,"בנק דיסקונט לישראל בע""מ",520007030.0,ח.פ.,אופציה לס דולר שקל DISCOUNT P3.65 08/10/25,750000019.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-10-08,לא,2025-04-08,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.65,1.0,1056024.47,10.394,3.306,362.892,-2.441655,0.001236,,
1328,9760.0,"בנק הפועלים בע""מ",520000118.0,ח.פ.,אופציה לס דולר שקל POALIM C3.5 05/12/25 BUY,750000095.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-05,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.5,1.0,528015.76,0.2323,3.306,4.055,-0.02728,1.3e-05,,
1328,9760.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,אופציה לס דולר שקל LEUMI C3.73 01/12/25 SELL,750000097.0,פנימי,"מט""ח",ישראל,"ארה""ב",שירותים פיננסיים,"מט""ח",2025-12-01,לא,2025-07-10,USD,גורם תלוי/פנימי,קיימת תלות,2025-09-30,3.73,1.0,-526249.73,0.0145,3.306,-0.252,0.001696,0.0,,
