מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,נכס בסיס (כתב אופציה),ענף מסחר,תאריך פקיעה,בעל עניין/צד קשור,מטבע פעילות,שער מימוש,יחס המרה,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
659,14244,"אלוני חץ נכסים והשקעות בע""מ",520038506,ח.פ.,אלוני חץ אפ 16,IL0012084047,ISIN,ישראל,ישראל,סחיר,TASE,IL0003900136,"נדל""ן מניב בישראל",2025-12-31 00:00:00,לא,ILS,3192,1,24.381,1,944.9,0.23,0.18110236220472442,2.6601909138056506e-05
659,14244,"אפי נכסים בע""מ",510560188,ח.פ.,אפי נכס אופ 3,IL0012137191,ISIN,ישראל,ישראל,סחיר,TASE,IL0010913544,"נדל""ן מניב בחו""ל",2025-11-20 00:00:00,לא,ILS,17000,1,8.64,1,3900,0.337,0.26535433070866143,3.8977579910978446e-05
659,14244,"ביג מרכזי קניות בע""מ",513623314,ח.פ.,ביג אפ 7,IL0012143454,ISIN,ישראל,ישראל,סחיר,TASE,IL0010972607,"נדל""ן מניב בישראל",2026-06-01 00:00:00,לא,ILS,57284.8,1,2.502,1,12600,0.315,0.24803149606299213,3.643304947168608e-05
659,14244,"אמות השקעות בע""מ",520026683,ח.פ.,אמות אפ 12,IL0012250366,ISIN,ישראל,ישראל,סחיר,TASE,IL0010972789,"נדל""ן מניב בישראל",2026-12-31 00:00:00,לא,ILS,2768.75,1,31.409,1,169.8,0.053,0.04173228346456693,6.130005149204324e-06
659,14244,נאוויטס פטרוליום  שותפות מוגבלת,550263107,מספר שותפות,נאוויטס פט אפ 6,IL0012288242,ISIN,ישראל,ישראל,סחיר,TASE,IL0011419699,חיפושי נפט וגז,2026-08-31 00:00:00,לא,ILS,12000,1,4.747,1,1609,0.076,0.05984251968503937,8.790196063009975e-06
659,14244,"ווישור גלובלטק בע""מ",515559169,ח.פ.,ווישור אפ 1,IL0012292517,ISIN,ישראל,ישראל,סחיר,TASE,IL0011732281,ביטוח,2028-10-01 00:00:00,לא,ILS,1325,1,27.098,1,162.1,0.044,0.03464566929133858,5.089060878584722e-06
659,14244,AIRSHIP AI HOLDINGS INC,254900B47YHDWK85HP13,LEI,AISPW,US0089401162,ISIN,"חו""ל","ארה""ב",סחיר,NASDAQ,US0089401089,Software,2028-12-31 00:00:00,לא,USD,11.5,1,12.148,3.306,167,0.067,0.05275590551181102,7.749251792390374e-06
659,15526,"מניבים קרן הריט החדשה בע""מ",515327120,ח.פ.,מניבים ריט אפ 4,IL0011993222,ISIN,ישראל,ישראל,סחיר,TASE,IL0011405730,"נדל""ן מניב בישראל",2025-12-07 00:00:00,לא,ILS,175.13,1,4018.526,1,43.8,1.76,0.10806164425615522,8.36081118680337e-05
659,15526,"אלומיי קפיטל בע""מ",520039868,ח.פ.,אלומיי אפ 2,IL0012030826,ISIN,ישראל,ישראל,סחיר,TASE,IL0010826357,אנרגיה מתחדשת,2028-01-05 00:00:00,לא,ILS,8000,1,22.262,1,646.6,0.144,0.00884140725732179,6.840663698293666e-06
659,15526,"אלוני חץ נכסים והשקעות בע""מ",520038506,ח.פ.,אלוני חץ אפ 16,IL0012084047,ISIN,ישראל,ישראל,סחיר,TASE,IL0003900136,"נדל""ן מניב בישראל",2025-12-31 00:00:00,לא,ILS,3192,1,312.2,1,944.9,2.95,0.18112605145207836,0.00014013859659698833
659,15526,"אפי נכסים בע""מ",510560188,ח.פ.,אפי נכס אופ 3,IL0012137191,ISIN,ישראל,ישראל,סחיר,TASE,IL0010913544,"נדל""ן מניב בחו""ל",2025-11-20 00:00:00,לא,ILS,17000,1,110.632,1,3900,4.315,0.2649352244121079,0.00020498238790373036
659,15526,"ביג מרכזי קניות בע""מ",513623314,ח.פ.,ביג אפ 7,IL0012143454,ISIN,ישראל,ישראל,סחיר,TASE,IL0010972607,"נדל""ן מניב בישראל",2026-06-01 00:00:00,לא,ILS,57284.8,1,32.034,1,12600,4.036,0.24780499785104684,0.00019172860198828635
659,15526,"אמות השקעות בע""מ",520026683,ח.פ.,אמות אפ 12,IL0012250366,ISIN,ישראל,ישראל,סחיר,TASE,IL0010972789,"נדל""ן מניב בישראל",2026-12-31 00:00:00,לא,ILS,2768.75,1,402.195,1,169.8,0.683,0.04193528581076933,3.244564795787899e-05
659,15526,נאוויטס פטרוליום  שותפות מוגבלת,550263107,מספר שותפות,נאוויטס פט אפ 6,IL0012288242,ISIN,ישראל,ישראל,סחיר,TASE,IL0011419699,חיפושי נפט וגז,2026-08-31 00:00:00,לא,ILS,12000,1,60.79,1,1609,0.978,0.060047890955977165,4.645950761757782e-05
659,15526,"ווישור גלובלטק בע""מ",515559169,ח.פ.,ווישור אפ 1,IL0012292517,ISIN,ישראל,ישראל,סחיר,TASE,IL0011732281,ביטוח,2028-10-01 00:00:00,לא,ILS,1325,1,346.984,1,162.1,0.562,0.03450604776815866,2.6697590266951672e-05
