מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,ענף מסחר,בעל עניין/צד קשור,דירוג,שם מדרג,דירוג נייר הערך/המנפיק,מטבע פעילות,"מח""מ",מועד פדיון,שיעור ריבית,תשואה לפדיון,נחיתות חוזית,האם סווג כחוב בעייתי,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),השיטה שיושמה בדוח הכספי,שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
13908,13909,"אדמה פתרונות לחקלאות בע""מ",520043605,ח.פ.,אדמה אגח ב,IL0011109159,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ilAA-,S&P מעלות,נייר ערך,ILS,4.796,2036-11-30 00:00:00,0.0515,0.0409,החוב לא נחות,ריק במקור,352593.21,1,153.07,0,539.71443,ריק במקור,ריק במקור,שווי הוגן,0.000183737645,0.0009355070011710304,0.0001050555560985877,,,,,,,,,,,,,,,,
13908,13909,"אמות השקעות בע""מ",520026683,ח.פ.,אמות אגח ד,IL0011331498,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,נייר ערך,ILS,1.713,2028-07-02 00:00:00,0.032,0.0282,החוב לא נחות,ריק במקור,135600,1,120.07,0,162.81492,ריק במקור,ריק במקור,שווי הוגן,0.000327456621,0.00028221312807052653,3.1691967105172765e-05,,,,,,,,,,,,,,,,
13908,13909,"איירפורט סיטי בע""מ",511659401,ח.פ.,ארפורט אגח ה,IL0011334872,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,נייר ערך,ILS,1.763,2029-02-28 00:00:00,0.0234,0.0296,החוב לא נחות,ריק במקור,3235402.58,1,118.73,0,3841.39348,ריק במקור,ריק במקור,שווי הוגן,0.001984772781,0.006658429523169779,0.0007477282536894355,,,,,,,,,,,,,,,,
13908,13909,"הפניקס גיוסי הון (2009)בע""מ",514290345,ח.פ.,פניקס הון אגח ה,IL0011354177,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,ilAA,S&P מעלות,נייר ערך,ILS,1.065,2029-10-31 00:00:00,0.0225,0.0308,החוב לא נחות,ריק במקור,1935000,1,120.29,0,2327.6115,ריק במקור,ריק במקור,שווי הוגן,0.00472970835,0.004034535178642906,0.00045307019216434116,,,,,,,,,,,,,,,,
13908,13909,"שיכון ובינוי בע""מ",520036104,ח.פ.,שכון ובי אגח 8,IL0011358889,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנייה,לא,ilA,S&P מעלות,נייר ערך,ILS,1.975,2029-05-01 00:00:00,0.039,0.0319,החוב לא נחות,ריק במקור,823863.61,1,122.88,0,1012.3636,ריק במקור,ריק במקור,שווי הוגן,0.000596869002,0.0017547673044997307,0.0001970568416559998,,,,,,,,,,,,,,,,
13908,13909,"קרסו מוטורס בע""מ",514065283,ח.פ.,קרסו מוט' אגח א,IL0011364648,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,מסחר,לא,ilAA-,S&P מעלות,נייר ערך,ILS,0.664,2026-09-01 00:00:00,0.0275,0.0493,החוב לא נחות,ריק במקור,672514.62,1,98.85,0,664.7807,ריק במקור,ריק במקור,שווי הוגן,0.007407745176,0.0011522889967818322,0.00012939973852859262,,,,,,,,,,,,,,,,
13908,13909,"ריט 1 בע""מ",513821488,ח.פ.,ריט 1 אגח ה,IL0011367534,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,נייר ערך,ILS,1.671,2028-09-20 00:00:00,0.04,0.0288,החוב לא נחות,ריק במקור,1405535.79,1,121.74,0,1711.09927,ריק במקור,ריק במקור,שווי הוגן,0.001946955324,0.0029659117077593037,0.0003330659240475328,,,,,,,,,,,,,,,,
13908,13909,"אמות השקעות בע""מ",520026683,ח.פ.,אמות אגח ה,IL0011381147,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,נייר ערך,ILS,0.26,2026-01-04 00:00:00,0.0339,0.0455,החוב לא נחות,ריק במקור,2500,1,102.2,0,2.555,ריק במקור,ריק במקור,שווי הוגן,1.53017988476448e-05,4.428676083372429e-06,4.973314236417425e-07,,,,,,,,,,,,,,,,
13908,13909,"ריט 1 בע""מ",513821488,ח.פ.,ריט 1 אגח ו,IL0011385445,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,נייר ערך,ILS,3.042,2031-09-21 00:00:00,0.035,0.0286,החוב לא נחות,ריק במקור,454832.31,1,123.08,0,559.80761,ריק במקור,ריק במקור,שווי הוגן,0.000616225584,0.0009703352538931036,0.00010896669888328036,,,,,,,,,,,,,,,,
13908,13909,"קבוצת עזריאלי בע""מ",510960719,ח.פ.,עזריאלי אגח ד,IL0011386500,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,Aa1.il,מידרוג Moodys,נייר ערך,ILS,2.428,2030-07-05 00:00:00,0.0134,0.0284,החוב לא נחות,ריק במקור,7720035.52,1,116.33,0,8980.71732,ריק במקור,ריק במקור,שווי הוגן,0.003494988592,0.015566609787323887,0.0017480989941603344,,,,,,,,,,,,,,,,
13908,13909,"ביג מרכזי קניות בע""מ",513623314,ח.פ.,ביג אגח ח,IL0011389249,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,נייר ערך,ILS,0.525,2026-04-12 00:00:00,0.0134,0.0512,החוב לא נחות,ריק במקור,288357.15,1,118.28,0,341.06884,ריק במקור,ריק במקור,שווי הוגן,0.00063915352,0.0005911872463763512,6.638913963093452e-05,,,,,,,,,,,,,,,,
13908,13909,"סלע קפיטל נדל""ן בע""מ",513992529,ח.פ.,סלע נדלן אגח ג,IL0011389736,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,Aa3.il,מידרוג Moodys,נייר ערך,ILS,1.961,2029-04-13 00:00:00,0.0196,0.0298,החוב לא נחות,ריק במקור,144000,1,118.11,0,170.0784,ריק במקור,ריק במקור,שווי הוגן,0.000125754027,0.00029480318684080206,3.310580540223473e-05,,,,,,,,,,,,,,,,
13908,13909,"קבוצת אשטרום בע""מ",510381601,ח.פ.,אשטרום קב אגח ג,IL0011401028,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנייה,לא,ilA,S&P מעלות,נייר ערך,ILS,1.7,2029-01-15 00:00:00,0.043,0.0506,החוב לא נחות,ריק במקור,1078630.02,1,99.73,0,1075.71772,ריק במקור,ריק במקור,שווי הוגן,0.001526831966,0.00186458134599762,0.00020938873781771013,,,,,,,,,,,,,,,,
13908,13909,"רבוע כחול נדל""ן בע""מ",513765859,ח.פ.,רבוע נדלן אגח ו,IL0011406076,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA-,S&P מעלות,נייר ערך,ILS,0.653,2026-11-30 00:00:00,0.0215,0.0351,החוב לא נחות,ריק במקור,571428.57,1,120.13,0,686.45714,ריק במקור,ריק במקור,שווי הוגן,0.000407892889,0.0011898615726725005,0.00013361906328972169,,,,,,,,,,,,,,,,
13908,13909,"תמר פטרוליום בע""מ",515334662,ח.פ.,תמר פטרו אגח א,IL0011413320,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,A1.il,מידרוג Moodys,נייר ערך,ILS,2.356,2028-08-30 00:00:00,0.0469,0.0595,החוב לא נחות,ריק במקור,3915214.12,1,91.73,0,3591.42591,ריק במקור,ריק במקור,שווי הוגן,0.003180540503,0.006225151480556188,0.000699072000283421,,,,,,,,,,,,,,,,
13908,13909,"קרסו מוטורס בע""מ",514065283,ח.פ.,קרסו מוט' אגח ג,IL0011418295,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,מסחר,לא,ilAA-,S&P מעלות,נייר ערך,ILS,1.392,2027-09-01 00:00:00,0.023,0.0476,החוב לא נחות,ריק במקור,1060724.62,1,96.94,0,1028.26645,ריק במקור,ריק במקור,שווי הוגן,0.001286699171,0.0017823323031112609,0.00020015233560138578,,,,,,,,,,,,,,,,
13908,13909,"אפי נכסים בע""מ",510560188,ח.פ.,אפי נכסים אגח ח,IL0011422313,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,ilA+,S&P מעלות,נייר ערך,ILS,0.807,2026-10-15 00:00:00,0.0257,0.0393,החוב לא נחות,ריק במקור,1000000,1,119.85,0,1198.5,ריק במקור,ריק במקור,שווי הוגן,0.00094687504,0.00207740441719055,0.00023328834099202675,,,,,,,,,,,,,,,,
13908,13909,"תמר פטרוליום בע""מ",515334662,ח.פ.,תמר פטרו אגח ב,IL0011435935,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,A1.il,מידרוג Moodys,נייר ערך,ILS,2.508,2028-08-30 00:00:00,0.0469,0.0608,החוב לא נחות,ריק במקור,1459691.52,1,92.95,0,1356.78327,ריק במקור,ריק במקור,שווי הוגן,0.001382103621,0.0023517626685592313,0.00026409822122990163,,,,,,,,,,,,,,,,
13908,13909,חברת נמלי ישראל-פיתוח נכסים בע,513569780,ח.פ.,נמלי ישראל אגחב,IL0011455727,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAAA,S&P מעלות,נייר ערך,ILS,4.072,2031-12-31 00:00:00,0.0165,0.0252,החוב לא נחות,ריק במקור,3686848,1,116.12,0,4281.1679,ריק במקור,ריק במקור,שווי הוגן,0.001742676392,0.00742070680533533,0.000833330460491714,,,,,,,,,,,,,,,,
13908,13909,"נתיבי הגז הטבעי לישראל בע""מ",513436394,ח.פ.,נתיבי גז אגח ד,IL0011475030,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,שירותים,לא,ilAAA,S&P מעלות,נייר ערך,ILS,4.794,2033-06-30 00:00:00,0.0265,0.0251,החוב לא נחות,ריק במקור,3379180.2,1,121.01,0,4089.14596,ריק במקור,ריק במקור,שווי הוגן,0.002378249942,0.007087868068286101,0.0007959533392429274,,,,,,,,,,,,,,,,
13908,13909,"מגה אור החזקות בע""מ",513257873,ח.פ.,מגה אור אגח ח,IL0011476020,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA-,S&P מעלות,נייר ערך,ILS,1.152,2027-03-31 00:00:00,0.014,0.0324,החוב לא נחות,ריק במקור,42592.8,1,116.79,0,49.74413,ריק במקור,ריק במקור,שווי הוגן,7.03827087051358e-05,8.622334200358862e-05,9.682708019851237e-06,,,,,,,,,,,,,,,,
13908,13909,"ביג מרכזי קניות בע""מ",513623314,ח.פ.,ביג אגח יא,IL0011511172,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,נייר ערך,ILS,1.942,2027-10-20 00:00:00,0.0182,0.0258,החוב לא נחות,ריק במקור,870738.97,1,117.78,0,1025.55636,ריק במקור,ריק במקור,שווי הוגן,0.001739870734,0.001777634803789622,0.0001996248158683536,,,,,,,,,,,,,,,,
13908,13909,"מניבים קרן הריט החדשה בע""מ",515327120,ח.פ.,מניבים ריט אגחב,IL0011559288,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,Aa3.il,מידרוג Moodys,נייר ערך,ILS,2.002,2027-12-31 00:00:00,0.0275,0.0285,החוב לא נחות,ריק במקור,643446.9,1,118.55,0,762.8063,ריק במקור,ריק במקור,שווי הוגן,0.001149937374,0.0013222003980648976,0.00014848044741365562,,,,,,,,,,,,,,,,
13908,13909,שמוס אינטרנשיונל לימיטד,633896,LEI,שמוס אגח א,IL0011559510,ISIN,"צמוד למט""ח",ישראל,בריטניה,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,Aa3.il,מידרוג Moodys,נייר ערך,ILS,2.283,2028-07-10 00:00:00,0.043,0.0706,החוב לא נחות,ריק במקור,1977150.16,1,88.55,0,1750.76647,ריק במקור,ריק במקור,שווי הוגן,0.001952324042,0.0030346683339567016,0.0003407871549860384,,,,,,,,,,,,,,,,
13908,13909,"חברת פרטנר תקשורת בע""מ",520044314,ח.פ.,פרטנר אגח ז,IL0011563975,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,תקשורת ומדיה,לא,ilAA-,S&P מעלות,נייר ערך,ILS,1.371,2027-06-25 00:00:00,0.04,0.0469,החוב לא נחות,ריק במקור,1440000.07,1,100.15,0,1442.16007,ריק במקור,ריק במקור,שווי הוגן,0.002820759894,0.002499749436557224,0.0002807168378600293,,,,,,,,,,,,,,,,
13908,13909,"קבוצת עזריאלי בע""מ",510960719,ח.פ.,עזריאלי אגח ה,IL0011566036,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,Aa1.il,מידרוג Moodys,נייר ערך,ILS,1.707,2028-06-30 00:00:00,0.0177,0.0291,החוב לא נחות,ריק במקור,1220363.67,1,116.94,0,1427.09328,ריק במקור,ריק במקור,שווי הוגן,0.000501682208,0.002473633611693743,0.00027778408321407587,,,,,,,,,,,,,,,,
13908,13909,"קבוצת עזריאלי בע""מ",510960719,ח.פ.,עזריאלי אגח ו,IL0011566119,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,Aa1.il,מידרוג Moodys,נייר ערך,ILS,4.61,2032-12-31 00:00:00,0.0248,0.0282,החוב לא נחות,ריק במקור,989000,1,117.64,0,1163.4596,ריק במקור,ריק במקור,שווי הוגן,0.000300198209,0.002016667594712349,0.00022646771789340596,,,,,,,,,,,,,,,,
13908,13909,"רבוע כחול נדל""ן בע""מ",513765859,ח.פ.,רבוע נדלן אגח ח,IL0011575698,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,נייר ערך,ILS,1.802,2028-10-31 00:00:00,0.0142,0.0288,החוב לא נחות,ריק במקור,750987.44,1,116.29,0,873.32329,ריק במקור,ריק במקור,שווי הוגן,0.0007395515,0.001513763588052886,0.0001699926086556518,,,,,,,,,,,,,,,,
13908,13909,"ש.י.ר שלמה נדל""ן בע""מ",513957472,ח.פ.,שלמה נדלן אגח ד,IL0011576688,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,A3.il,מידרוג Moodys,נייר ערך,ILS,2.354,2030-10-31 00:00:00,0.041,0.0521,החוב לא נחות,ריק במקור,1176100,1,99.27,0,1167.51447,ריק במקור,ריק במקור,שווי הוגן,0.002146449969,0.002023696050990308,0.00022725699940799785,,,,,,,,,,,,,,,,
13908,13909,"מקורות חברת מים בע""מ",520010869,ח.פ.,מקורות אגח 11,IL0011584765,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,שירותים,לא,ilAAA,S&P מעלות,נייר ערך,ILS,11.523,2053-12-31 00:00:00,0.0207,0.027,החוב לא נחות,ריק במקור,3046153.85,1,109.4,0,3332.49231,ריק במקור,ריק במקור,שווי הוגן,0.000557179116,0.005776332286230738,0.0006486705067739566,,,,,,,,,,,,,,,,
13908,13909,"חלל-תקשורת בע""מ",511396046,ח.פ.,חלל תקש אגח יח,IL0011585184,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,תקשורת ומדיה,לא,NR,NR,NR,ILS,1.249,2026-12-31 00:00:00,0.053,-0.1028,החוב לא נחות,ריק במקור,437500,1,133.85,0,585.59375,ריק במקור,ריק במקור,שווי הוגן,0.002906976744,0.0010150313249304786,0.00011398597783295759,,,,,,,,,,,,,,,,
13908,13909,"אמות השקעות בע""מ",520026683,ח.פ.,אמות אגח ו,IL0011586091,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,נייר ערך,ILS,2.628,2029-10-03 00:00:00,0.0114,0.0288,החוב לא נחות,ריק במקור,3765559,1,111.73,69.57484,4276.83391,ריק במקור,ריק במקור,שווי הוגן,0.001770624013,0.007413194540028646,0.0008324868481955303,,,,,,,,,,,,,,,,
13908,13909,"אלבר שירותי מימונית בע""מ",512025891,ח.פ.,אלבר אגח יז,IL0011587321,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,שירותים,לא,ilA+,S&P מעלות,נייר ערך,ILS,0.668,2027-01-20 00:00:00,0.0185,0.0476,החוב לא נחות,ריק במקור,44471.11,1,115.12,0,51.19514,ריק במקור,ריק במקור,שווי הוגן,0.00013359319,8.873843135142981e-05,9.965147498919107e-06,,,,,,,,,,,,,,,,
13908,13909,"אלבר שירותי מימונית בע""מ",512025891,ח.פ.,אלבר אגח יח,IL0011587404,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,שירותים,לא,ilA+,S&P מעלות,נייר ערך,ILS,0.646,2027-01-13 00:00:00,0.0325,0.0531,החוב לא נחות,ריק במקור,36647.19,1,99.45,0,36.44563,ריק במקור,ריק במקור,שווי הוגן,0.000149624648,6.317255965731533e-05,7.094151488618474e-06,,,,,,,,,,,,,,,,
13908,13909,"ביג מרכזי קניות בע""מ",513623314,ח.פ.,ביג אגח יג,IL0011595167,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,נייר ערך,ILS,2.7,2029-03-25 00:00:00,0.0078,0.0271,החוב לא נחות,ריק במקור,151000.15,1,111.71,0,168.68227,ריק במקור,ריק במקור,שווי הוגן,0.00026036394,0.0002923832230285599,3.283404832963631e-05,,,,,,,,,,,,,,,,
13908,13909,נמקו ריאלטי לטד,1905761,LEI,נמקו אגח ב,IL0011602583,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,"ארה""ב",סחיר,TASE,"נדל""ן מניב בחו""ל",לא,ilAA-,S&P מעלות,נייר ערך,ILS,3.113,2032-10-15 00:00:00,0.045,0.0544,החוב לא נחות,ריק במקור,1350396.77,1,99.39,0,1342.15935,ריק במקור,ריק במקור,שווי הוגן,0.001787250148,0.0023264144866613243,0.0002612516713462136,,,,,,,,,,,,,,,,
13908,13909,סילברסטין נכסים לימיטד,1970336,LEI,סילברסטין אגח ב,IL0011605974,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,"ארה""ב",סחיר,TASE,"נדל""ן מניב בחו""ל",לא,ilAA,S&P מעלות,נייר ערך,ILS,1.202,2027-12-31 00:00:00,0.0349,0.0541,החוב לא נחות,ריק במקור,1450000,1,98.69,0,1431.005,ריק במקור,ריק במקור,שווי הוגן,0.001533576346,0.002480413940777441,0.00027854550054342534,,,,,,,,,,,,,,,,
13908,13909,"יוניברסל מוטורס ישראל בע""מ",511809071,ח.פ.,יוניברסל אגח ג,IL0011606709,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,מסחר,לא,ilAA-,S&P מעלות,נייר ערך,ILS,0.969,2027-08-10 00:00:00,0.0105,0.0347,החוב לא נחות,ריק במקור,866666.68,1,115.19,0,998.31335,ריק במקור,ריק במקור,שווי הוגן,0.00236593756,0.0017304134860494748,0.00019432195678906346,,,,,,,,,,,,,,,,
13908,13909,"איירפורט סיטי בע""מ",511659401,ח.פ.,ארפורט אגח ט,IL0011609448,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,נייר ערך,ILS,4.86,2035-08-30 00:00:00,0.0065,0.0288,החוב לא נחות,ריק במקור,55842.7,1,105.89,0,59.13184,ריק במקור,ריק במקור,שווי הוגן,2.68128062324622e-05,0.00010249540726959103,1.1510028246479738e-05,,,,,,,,,,,,,,,,
13908,13909,ווסטדייל אמריקה לימיטד,1991033,LEI,ווסטדייל אגח ב,IL0011613226,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,"ארה""ב",סחיר,TASE,"נדל""ן מניב בחו""ל",לא,ilA+,S&P מעלות,נייר ערך,ILS,1.748,2028-07-31 00:00:00,0.0435,0.0548,החוב לא נחות,ריק במקור,1745250,1,98.92,0,1726.4013,ריק במקור,ריק במקור,שווי הוגן,0.00599742268,0.002992435282823119,0.0003360444682215088,,,,,,,,,,,,,,,,
13908,13909,"אמות השקעות בע""מ",520026683,ח.פ.,אמות אגח ז,IL0011628661,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,נייר ערך,ILS,4.422,2032-01-05 00:00:00,0.0244,0.0468,החוב לא נחות,ריק במקור,532905,1,92.45,0,492.67067,ריק במקור,ריק במקור,שווי הוגן,0.000438482957,0.0008539643104532564,9.589847581120592e-05,,,,,,,,,,,,,,,,
13908,13909,"הבינלאומי הראשון הנפקות בע""מ",513141879,ח.פ.,בינל הנפק התחכה,IL0011670309,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,ilAA-,S&P מעלות,נייר ערך,ILS,0.726,2031-06-23 00:00:00,0.0232,0.0363,החוב לא נחות,ריק במקור,100000,1,118.4,0,118.4,ריק במקור,ריק במקור,שווי הוגן,0.000333333333,0.00020522710304160297,2.30465912169011e-05,,,,,,,,,,,,,,,,
13908,13909,"סלע קפיטל נדל""ן בע""מ",513992529,ח.פ.,סלע נדלן אגח ד,IL0011671471,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,Aa3.il,מידרוג Moodys,נייר ערך,ILS,5.7,2033-03-27 00:00:00,0.0158,0.0296,החוב לא נחות,ריק במקור,623050.06,1,110.02,0,685.47968,ריק במקור,ריק במקור,שווי הוגן,0.000564985713,0.0011881673050699749,0.00013342880044300826,,,,,,,,,,,,,,,,
13908,13909,"שיכון ובינוי בע""מ",520036104,ח.פ.,שכון ובי אגח 9,IL0011673865,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנייה,לא,ilA,S&P מעלות,נייר ערך,ILS,3.557,2031-03-31 00:00:00,0.0325,0.0318,החוב לא נחות,ריק במקור,86363.64,1,119.15,0,102.90228,ריק במקור,ריק במקור,שווי הוגן,0.000252900261,0.00017836433125655303,2.002995593283022e-05,,,,,,,,,,,,,,,,
13908,13909,"מגוריט ישראל בע""מ",515434074,ח.פ.,מגוריט אגח ב,IL0011683500,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilA-,S&P מעלות,נייר ערך,ILS,0.249,2025-12-31 00:00:00,0.0035,0.068,החוב לא נחות,ריק במקור,11000,1,121.69,0,13.3859,ריק במקור,ריק במקור,שווי הוגן,1.91118215303357e-05,2.320227600172798e-05,2.605568964276321e-06,,,,,,,,,,,,,,,,
13908,13909,"אנרג'יקס-אנרגיות מתחדשות בע""מ",513901371,ח.פ.,אנרג'יקס אג ב,IL0011684839,ISIN,"אג""ח להמרה לא צמוד למדד המחירים לצרכן",ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,לא,ilA,S&P מעלות,נייר ערך,ILS,1.829,2027-08-01 00:00:00,0.0025,0.0533,החוב לא נחות,ריק במקור,1000000,1,91.4,0,914,ריק במקור,ריק במקור,שווי הוגן,0.001764907289,0.001584270035304266,0.000177910340981821,,,,,,,,,,,,,,,,
13908,13909,"אלון רבוע כחול ישראל בע""מ",520042847,ח.פ.,אלון רבוע אגח ו,IL0011691271,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,ilAA-,S&P מעלות,נייר ערך,ILS,0.988,2026-09-30 00:00:00,0.039,0.0506,החוב לא נחות,ריק במקור,541200,1,98.96,0,535.57152,ריק במקור,ריק במקור,שווי הוגן,0.001878479169,0.0009283259419019249,0.00010424913757478354,,,,,,,,,,,,,,,,
13908,13909,מימון ישיר מקבוצת ישיר (2006),513893123,ח.פ.,מימון ישיר אגחג,IL0011712143,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,אשראי חוץ בנקאי,לא,A1.il,מידרוג Moodys,נייר ערך,ILS,0.249,2025-12-31 00:00:00,0.0185,0.0583,החוב לא נחות,ריק במקור,2000000.1,1,118.05,0,2361.00012,ריק במקור,ריק במקור,שווי הוגן,0.013557484408,0.004092408909699975,0.00045956929585045986,,,,,,,,,,,,,,,,
13908,13909,"ריט 1 בע""מ",513821488,ח.פ.,ריט 1 אגח ז,IL0011712713,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,נייר ערך,ILS,5.827,2034-09-20 00:00:00,0.025,0.0291,החוב לא נחות,ריק במקור,1417566.56,1,116.08,0,1645.51126,ריק במקור,ריק במקור,שווי הוגן,0.001050449583,0.0028522255820281916,0.00032029920060834343,,,,,,,,,,,,,,,,
13908,13909,"אמות השקעות בע""מ",520026683,ח.פ.,אמות אגח ח,IL0011727828,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,נייר ערך,ILS,4.619,2032-01-05 00:00:00,0.0092,0.0286,החוב לא נחות,ריק במקור,2630000,1,109.54,0,2880.902,ריק במקור,ריק במקור,שווי הוגן,0.001016734365,0.004993574084516554,0.0005607683338678447,,,,,,,,,,,,,,,,
13908,13909,"קרסו מוטורס בע""מ",514065283,ח.פ.,קרסו מוט' אגח ד,IL0011735664,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,מסחר,לא,ilAA-,S&P מעלות,נייר ערך,ILS,1.577,2028-10-01 00:00:00,0.0215,0.0493,החוב לא נחות,ריק במקור,2288243.41,1,95.85,19.58724,2212.86855,ריק במקור,ריק במקור,שווי הוגן,0.003512589395,0.00383564697574639,0.0004307354466941442,,,,,,,,,,,,,,,,
