מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,ענף מסחר,נכס בסיס,תאריך פקיעה,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,שער מימוש,יחס המרה,ערך נקוב (יחידות),שער נייר הערך,שער חליפין,"שווי הוגן (בש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
209,12119.0,"קבוצת אקרו בע""מ",511996803,ח.פ.,אפ לס אקרו 05.08.2026,IL0011849028,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2026-08-05,לא,2025-04-07,ILS,אחר,אי-תלות,2025-09-30,70.0,0.01,765.45,123.307002,1.0,0.94386,1.5e-05,0.0
209,12119.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,CALL001 אנלייט 17.12.2025,IL0007200111,ISIN,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-18,ILS,אחר,אי-תלות,2025-09-30,5869.0,1.0,16442.39,10190.0,1.0,1675.47915,0.02724,0.000149
209,12119.0,"טופ גאם תעשיות בע""מ",513561399,ח.פ.,אפ לס טופ גאם 31.01.2027,IL0011791428,ISIN,מניה,ישראל,ישראל,פודטק,מניות לרבות מדדי מניות,2027-01-31,לא,2025-07-31,ILS,אחר,אי-תלות,2025-09-30,1025.0,0.01,23173.2,125.559153,1.0,29.09607,0.000473,2e-06
209,12119.0,"אחים דוניץ בע""מ",520038605,ח.פ.,אפ לס דוניץ 31.12.25,IL0004000100,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2025-12-31,לא,2025-01-24,ILS,אחר,אי-תלות,2025-09-30,272.5,0.01,1243.05,1076.583553,1.0,13.38249,0.000217,1e-06
209,12119.0,"רוטשטיין נדל""ן בע""מ",520039959,ח.פ.,אפ לס בכספת-רוטשטין 26.07.2026,IL0005390153,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2026-07-26,לא,2025-01-28,ILS,אחר,אי-תלות,2025-09-30,73.0,0.01,6082.07,2363.490861,1.0,143.74922,0.002337,1.2e-05
209,12119.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,CALL001 אנלייט 17.12.2025,IL0007200111,ISIN,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-31,ILS,אחר,אי-תלות,2025-09-30,5869.0,1.0,50313.98,10190.0,1.0,5126.9944,0.083356,0.000457
209,12119.0,"אשדוד אנרגיה בע""מ",513846667,ח.פ.,אשדוד  ורמת נגב אנרגיה-קיקר 31.12.34,1004533,טיקר,מניה,ישראל,ישראל,אנרגיה,אחר,2034-12-31,לא,2019-03-06,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,89849.58,108.8916,1.0,97.83865,0.00159,8e-06
209,12119.0,תחנות כח רמת חובב שותפות מוגבלת,540285947,ח.פ.,קיקר רמת חובב 30.06.40,10047344,טיקר,מניה,ישראל,ישראל,אנרגיה,אחר,2040-06-30,לא,2020-12-02,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,75890.21,372.846983,1.0,282.95437,0.0046,2.5e-05
209,12119.0,"איי.פי.סי. ירושלים בע""מ",513731554,ח.פ.,איי.פי.סי-קיקר 03.09.29,10046044,טיקר,מניה,ישראל,ישראל,מלונאות ותיירות,אחר,2029-09-03,לא,2019-09-03,USD,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,3798.47,239.875582,3.306,30.12294,0.000489,2e-06
209,12119.0,"אשדוד התפלה בע""מ",514357060,ח.פ.,אשדוד התפלה קיקר,84666750,טיקר,מניה,ישראל,ישראל,תשתיות,אחר,2038-09-08,לא,2022-08-22,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,160027.86,110.369898,1.0,176.62259,0.002871,1.5e-05
209,12119.0,Avo,515658912,ח.פ.,אופציה תכנית 43,34026,טיקר,מניה,ישראל,"ארה""ב",השקעות בהיי-טק,אחר,2027-12-31,לא,2022-12-31,USD,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,6799.27,2050.9348,3.306,461.01705,0.007495,4.1e-05
209,12119.0,"סולאיר אנרגיות מתחדשות בע""מ",516046307,ח.פ.,אפ לס סולאיר סדרה א 25.12.2025,11722872,פנימי,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2025-12-25,לא,2024-04-30,ILS,אחר,אי-תלות,2025-09-30,38.52,0.01,3192.57,788.722208,1.0,25.18051,0.000409,2e-06
209,12119.0,PowerGen,10128,פנימי,PowerGen Option,34100,פנימי,מניה,ישראל,ישראל,תשתיות,תשתיות,2027-01-24,לא,2024-03-18,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,17.53,100.0,1.0,0.01753,0.0,0.0
209,12119.0,"סולאיר אנרגיות מתחדשות בע""מ",516046307,ח.פ.,אפ לס סולאיר סדרה ב 25.12.2027,11722873,פנימי,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2027-12-25,לא,2024-04-30,ILS,אחר,אי-תלות,2025-09-30,45.63,0.01,3192.57,1109.37802,1.0,35.41767,0.000575,3e-06
209,12119.0,CITI Bank,549300U8H3KN0K301B23,LEI,FXVOpt 145.0000 PUT USD-JPY 20.10.25,100120170,פנימי,"מט""ח",ישראל,ישראל,אחר,"מט""ח",2025-10-20,לא,2025-09-18,USD,אחר,אי-תלות,2025-09-30,145.0,1.0,-2265427.27,0.2748,3.306,-20.58715,-0.000334,-1e-06
209,12119.0,CITI Bank,549300U8H3KN0K301B23,LEI,FXVOpt 3.6800 CALL USD-PLN 30.10.25,100120432,פנימי,"מט""ח",ישראל,ישראל,אחר,"מט""ח",2025-10-30,לא,2025-09-29,USD,אחר,אי-תלות,2025-09-30,3.68,1.0,-1116764.81,0.5646,3.306,-20.84775,-0.000338,-1e-06
209,12119.0,"מאיר חברה למכוניות ומשאיות בע""מ",510485261,ח.פ.,קבוצת מאיר-אופציה לא סחירה,340271,פנימי,מניה,ישראל,ישראל,השקעה ואחזקות,אחר,2026-06-30,לא,2023-12-31,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,3810.82,8069.8607,1.0,307.52786,0.004999,2.7e-05
209,12119.0,"בנק הפועלים בע""מ",520000118,ח.פ.,עסקת CALL001 פועלים 12.08.2026,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-08-12,לא,2025-08-13,ILS,אחר,אי-תלות,2025-09-30,6389.0,1.0,62892.47,6732.0,1.0,4233.92128,0.068836,0.000377
209,12119.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,עסקת CALL001 לאומי 12.08.2026,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-08-12,לא,2025-08-13,ILS,אחר,אי-תלות,2025-09-30,6157.0,1.0,60702.34,6529.0,1.0,3963.25546,0.064436,0.000353
209,12119.0,"בנק דיסקונט לישראל בע""מ",520007030,ח.פ.,CALL001 דיסקונט 26.5.26,IL0006912120,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-05-26,לא,2025-05-27,ILS,אחר,אי-תלות,2025-09-30,2952.0,1.0,79517.54,3274.0,1.0,2603.40437,0.042327,0.000232
209,12119.0,"בנק הפועלים בע""מ",520000118,ח.פ.,עסקת פועלים CALL 18.09.26,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-09-18,לא,2025-09-18,ILS,אחר,אי-תלות,2025-09-30,6415.0,1.0,63114.45,6732.0,1.0,4248.86454,0.069079,0.000379
209,12119.0,"כלל החזקות עסקי ביטוח בע""מ",520036120,ח.פ.,CALL001 כלל 17.12.25,IL0002240146,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-22,ILS,אחר,אי-תלות,2025-09-30,8629.0,1.0,7399.11,16970.0,1.0,1255.62973,0.020414,0.000112
209,12119.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים 03.07.2026 CALL001,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-07-03,לא,2025-07-03,ILS,אחר,אי-תלות,2025-09-30,6300.0,1.0,37809.47,6732.0,1.0,2545.33385,0.041382,0.000227
209,12119.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,עסקת לאומי CALL 18.09.26,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-09-18,לא,2025-09-18,ILS,אחר,אי-תלות,2025-09-30,6235.0,1.0,64742.25,6529.0,1.0,4227.02161,0.068724,0.000377
209,12119.0,בזק,520031931,ח.פ.,CALL001 בזק 26/05/2026,IL0002300114,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-05-26,לא,2025-05-27,ILS,אחר,אי-תלות,2025-09-30,551.6,1.0,335712.62,634.7,1.0,2130.76801,0.034642,0.00019
209,12119.0,בזק,520031931,ח.פ.,עסקת CALL בזק 29.01.26,IL0002300114,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-01-29,לא,2025-01-30,ILS,אחר,אי-תלות,2025-09-30,1357.5756,1.0,466144.21,634.7,1.0,2958.61731,0.048102,0.000264
209,12119.0,"מימון ישיר מקבוצת ישיר(2006) בע""מ",513893123,ח.פ.,מימון ישיר 21.09.2026 CALL001,IL0001168186,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-09-21,לא,2025-09-21,ILS,אחר,אי-תלות,2025-09-30,45160.0,1.0,739.91,49390.0,1.0,365.44226,0.005941,3.2e-05
209,12119.0,"בנק הפועלים בע""מ",520000118,ח.פ.,CALL001 פועלים 26.05.26,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-05-26,לא,2025-05-27,ILS,אחר,אי-תלות,2025-09-30,5784.0,1.0,18068.64,6732.0,1.0,1216.38068,0.019776,0.000108
209,12119.0,"כלל החזקות עסקי ביטוח בע""מ",520036120,ח.פ.,CALL001 כלל 15.07.26,IL0002240146,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-07-14,לא,2025-07-15,ILS,אחר,אי-תלות,2025-09-30,8629.0,1.0,9100.91,16970.0,1.0,1544.42456,0.025109,0.000137
209,12119.0,"בנק הפועלים בע""מ",520000118,ח.פ.,CALL001 פועלים 23.07.26,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-07-23,לא,2025-07-24,ILS,אחר,אי-תלות,2025-09-30,6465.76,1.0,29596.46,6732.0,1.0,1992.43355,0.032393,0.000177
209,12119.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,26.11.25 עסקת CALL לאומי,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2025-11-26,לא,2024-12-31,ILS,אחר,אי-תלות,2025-09-30,4259.0,1.0,93820.77,6529.0,1.0,6125.55817,0.099591,0.000546
209,12119.0,"ישראכרט בע""מ",510706153,ח.פ.,ישראכרט 07.05.2026 CALL001,IL0011574030,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-05-07,לא,2025-05-07,ILS,אחר,אי-תלות,2025-09-30,1699.0,1.0,16905.79,1338.0,1.0,226.19951,0.003677,2e-05
209,12119.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,26.09.26 עסקת CALL לאומי,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-09-26,לא,2025-09-26,ILS,אחר,אי-תלות,2025-09-30,5965.0,1.0,76218.1,6529.0,1.0,4976.27979,0.080906,0.000444
209,12119.0,"בנק הפועלים בע""מ",520000118,ח.פ.,26.11.25 עסקת CALL פועלים,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2025-11-26,לא,2024-11-30,ILS,אחר,אי-תלות,2025-09-30,4272.0,1.0,59829.24,6732.0,1.0,4027.70441,0.065483,0.000359
209,12119.0,"בנק הפועלים בע""מ",520000118,ח.פ.,26.09.2026 עסקת CALL פועלים,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-09-26,לא,2025-09-26,ILS,אחר,אי-תלות,2025-09-30,6172.0,1.0,41242.66,6732.0,1.0,2776.45615,0.04514,0.000247
209,12119.0,"מימון ישיר מקבוצת ישיר(2006) בע""מ",513893123,ח.פ.,מימון ישיר 26.03.2026 CALL001,IL0001168186,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-03-26,לא,2025-03-26,ILS,אחר,אי-תלות,2025-09-30,53970.0,1.0,111.73,49390.0,1.0,55.18178,0.000897,4e-06
209,12119.0,נאוויטס פטרוליום שותפות מוגבלת,550263107,ח.פ.,קיקר נאוויטס פטרוליום שותפות מוגבל,10048041,פנימי,מניה,"חו""ל","ארה""ב","Oil, Gas & Consumable Fuels",אחר,2027-04-01,לא,2022-11-24,USD,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,77558.85,107.832586,3.306,276.49305,0.004495,2.4e-05
209,12119.0,ECO SUN ORADEA S.R.L,7659,פנימי,Ecoenergy Romania option  Melinesti,34139,פנימי,מניה,"חו""ל",רומניה,אנרגיה מתחדשת,תשתיות,2025-12-31,לא,2024-08-20,EUR,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,0.75,2646000.0,3.8807,77.01249,0.001252,6e-06
209,12119.0,ECO SUN ORADEA S.R.L,7659,פנימי,אקואנרגי רומניה 7.25% אירו 31.03.24-אופ ל.ס אורדאה,340292,פנימי,מניה,"חו""ל",רומניה,אנרגיה מתחדשת,תשתיות,2025-12-31,לא,2023-12-31,EUR,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,103995.06,54.089135,3.8807,218.28948,0.003549,1.9e-05
209,12119.0,יבולי שמש,515689198,ח.פ.,יבולי שמש אופציה,34140,פנימי,מניה,"חו""ל",רומניה,אנרגיה מתחדשת,תשתיות,2025-12-31,לא,2024-08-20,EUR,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,0.17,148000000.0,3.8807,965.82378,0.015702,8.6e-05
209,12119.0,Odysight.ai Inc,549300FBP1ANSJE5TE25,LEI,אפ לס ODYS US 31/03/2026,620080903,פנימי,מניה,"חו""ל","ארה""ב","Electronic Equipment, Instruments & Components",מניות לרבות מדדי מניות,2026-03-31,לא,2023-03-27,USD,אחר,אי-תלות,2025-09-30,1.15,1.0,11838.58,0.608,3.306,0.23798,3e-06,0.0
209,12119.0,ECO SUN ORADEA S.R.L,7659,פנימי,Ecoenergy Romania option Scurtu Mare,34137,פנימי,מניה,"חו""ל",רומניה,אנרגיה מתחדשת,תשתיות,2025-12-31,לא,2024-08-20,EUR,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,0.75,2807000.0,3.8807,81.69843,0.001328,7e-06
209,12119.0,ECO SUN ORADEA S.R.L,7659,פנימי,Ecoenergy Romania Bobisecti,34138,פנימי,מניה,"חו""ל",רומניה,אנרגיה מתחדשת,תשתיות,2025-12-31,לא,2024-08-20,EUR,מומחה בלתי תלוי,אי-תלות,2025-09-30,0.0,1.0,0.75,1700000.0,3.8807,49.47892,0.000804,4e-06
209,12119.0,Odysight.ai Inc,549300FBP1ANSJE5TE25,LEI,אפ לס ODYS US 31/03/2026,620080901,פנימי,מניה,"חו""ל","ארה""ב","Electronic Equipment, Instruments & Components",מניות לרבות מדדי מניות,2026-03-31,לא,2022-03-18,USD,אחר,אי-תלות,2025-09-30,5.5,1.0,8540.95,0.0,3.306,0.0,0.0,0.0
209,14285.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,CALL001 אנלייט 17.12.2025,IL0007200111,ISIN,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-31,ILS,אחר,אי-תלות,2025-09-30,5869.0,1.0,358.33,10190.0,1.0,36.51408,0.087646,0.000795
209,14285.0,"טופ גאם תעשיות בע""מ",513561399,ח.פ.,אפ לס טופ גאם 31.01.2027,IL0011791428,ISIN,מניה,ישראל,ישראל,פודטק,מניות לרבות מדדי מניות,2027-01-31,לא,2025-07-31,ILS,אחר,אי-תלות,2025-09-30,1025.0,0.01,165.04,125.559153,1.0,0.20722,0.000497,4e-06
209,14285.0,"רוטשטיין נדל""ן בע""מ",520039959,ח.פ.,אפ לס בכספת-רוטשטין 26.07.2026,IL0005390153,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2026-07-26,לא,2025-01-28,ILS,אחר,אי-תלות,2025-09-30,73.0,0.01,43.32,2363.490861,1.0,1.02377,0.002457,2.2e-05
209,14285.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,CALL001 אנלייט 17.12.2025,IL0007200111,ISIN,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-18,ILS,אחר,אי-תלות,2025-09-30,5869.0,1.0,117.1,10190.0,1.0,11.93264,0.028642,0.00026
209,14285.0,"קבוצת אקרו בע""מ",511996803,ח.פ.,אפ לס אקרו 05.08.2026,IL0011849028,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2026-08-05,לא,2025-04-07,ILS,אחר,אי-תלות,2025-09-30,70.0,0.01,5.45,123.307002,1.0,0.00672,1.6e-05,0.0
209,14285.0,"אחים דוניץ בע""מ",520038605,ח.פ.,אפ לס דוניץ 31.12.25,IL0004000100,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2025-12-31,לא,2025-01-24,ILS,אחר,אי-תלות,2025-09-30,272.5,0.01,8.85,1076.583553,1.0,0.09531,0.000228,2e-06
209,14285.0,"סולאיר אנרגיות מתחדשות בע""מ",516046307,ח.פ.,אפ לס סולאיר סדרה ב 25.12.2027,11722873,פנימי,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2027-12-25,לא,2024-04-30,ILS,אחר,אי-תלות,2025-09-30,45.63,0.01,22.74,1109.37802,1.0,0.25224,0.000605,5e-06
209,14285.0,CITI Bank,549300U8H3KN0K301B23,LEI,FXVOpt 145.0000 PUT USD-JPY 20.10.25,100120170,פנימי,"מט""ח",ישראל,ישראל,אחר,"מט""ח",2025-10-20,לא,2025-09-18,USD,אחר,אי-תלות,2025-09-30,145.0,1.0,-18745.36,0.2748,3.306,-0.17035,-0.000408,-3e-06
209,14285.0,CITI Bank,549300U8H3KN0K301B23,LEI,FXVOpt 3.6800 CALL USD-PLN 30.10.25,100120432,פנימי,"מט""ח",ישראל,ישראל,אחר,"מט""ח",2025-10-30,לא,2025-09-29,USD,אחר,אי-תלות,2025-09-30,3.68,1.0,-1176.48,0.5646,3.306,-0.02196,-5.2e-05,0.0
209,14285.0,"סולאיר אנרגיות מתחדשות בע""מ",516046307,ח.פ.,אפ לס סולאיר סדרה א 25.12.2025,11722872,פנימי,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2025-12-25,לא,2024-04-30,ILS,אחר,אי-תלות,2025-09-30,38.52,0.01,22.74,788.722208,1.0,0.17933,0.00043,3e-06
209,14285.0,"מימון ישיר מקבוצת ישיר(2006) בע""מ",513893123,ח.פ.,מימון ישיר 21.09.2026 CALL001,IL0001168186,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-09-21,לא,2025-09-21,ILS,אחר,אי-תלות,2025-09-30,45160.0,1.0,5.27,49390.0,1.0,2.60265,0.006247,5.6e-05
209,14285.0,"בנק הפועלים בע""מ",520000118,ח.פ.,CALL001 פועלים 26.05.26,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-05-26,לא,2025-05-27,ILS,אחר,אי-תלות,2025-09-30,5784.0,1.0,128.68,6732.0,1.0,8.66297,0.020794,0.000188
209,14285.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,26.09.26 עסקת CALL לאומי,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-09-26,לא,2025-09-26,ILS,אחר,אי-תלות,2025-09-30,5965.0,1.0,542.82,6529.0,1.0,35.4407,0.085069,0.000772
209,14285.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,עסקת לאומי CALL 18.09.26,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-09-18,לא,2025-09-18,ILS,אחר,אי-תלות,2025-09-30,6235.0,1.0,461.09,6529.0,1.0,30.10454,0.072261,0.000656
209,14285.0,"מימון ישיר מקבוצת ישיר(2006) בע""מ",513893123,ח.פ.,מימון ישיר 26.03.2026 CALL001,IL0001168186,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-03-26,לא,2025-03-26,ILS,אחר,אי-תלות,2025-09-30,53970.0,1.0,0.8,49390.0,1.0,0.393,0.000943,8e-06
209,14285.0,"ישראכרט בע""מ",510706153,ח.פ.,ישראכרט 07.05.2026 CALL001,IL0011574030,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-05-07,לא,2025-05-07,ILS,אחר,אי-תלות,2025-09-30,1699.0,1.0,120.4,1338.0,1.0,1.61098,0.003866,3.5e-05
209,14285.0,"בנק הפועלים בע""מ",520000118,ח.פ.,CALL001 פועלים 23.07.26,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-07-23,לא,2025-07-24,ILS,אחר,אי-תלות,2025-09-30,6465.76,1.0,210.78,6732.0,1.0,14.18997,0.03406,0.000309
209,14285.0,בזק,520031931,ח.פ.,עסקת CALL בזק 29.01.26,IL0002300114,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-01-29,לא,2025-01-30,ILS,אחר,אי-תלות,2025-09-30,1357.5756,1.0,3319.84,634.7,1.0,21.07106,0.050577,0.000459
209,14285.0,"בנק הפועלים בע""מ",520000118,ח.פ.,עסקת CALL001 פועלים 12.08.2026,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-08-12,לא,2025-08-13,ILS,אחר,אי-תלות,2025-09-30,6389.0,1.0,447.92,6732.0,1.0,30.15368,0.072379,0.000657
209,14285.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,עסקת CALL001 לאומי 12.08.2026,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-08-12,לא,2025-08-13,ILS,אחר,אי-תלות,2025-09-30,6157.0,1.0,432.32,6529.0,1.0,28.22602,0.067752,0.000615
209,14285.0,"בנק הפועלים בע""מ",520000118,ח.פ.,26.09.2026 עסקת CALL פועלים,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-09-26,לא,2025-09-26,ILS,אחר,אי-תלות,2025-09-30,6172.0,1.0,293.73,6732.0,1.0,19.77372,0.047463,0.00043
209,14285.0,"בנק דיסקונט לישראל בע""מ",520007030,ח.פ.,CALL001 דיסקונט 26.5.26,IL0006912120,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-05-26,לא,2025-05-27,ILS,אחר,אי-תלות,2025-09-30,2952.0,1.0,566.32,3274.0,1.0,18.54126,0.044505,0.000404
209,14285.0,"בנק הפועלים בע""מ",520000118,ח.פ.,26.11.25 עסקת CALL פועלים,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2025-11-26,לא,2024-11-30,ILS,אחר,אי-תלות,2025-09-30,4272.0,1.0,426.1,6732.0,1.0,28.68502,0.068853,0.000625
209,14285.0,"כלל החזקות עסקי ביטוח בע""מ",520036120,ח.פ.,CALL001 כלל 15.07.26,IL0002240146,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-07-14,לא,2025-07-15,ILS,אחר,אי-תלות,2025-09-30,8629.0,1.0,64.82,16970.0,1.0,10.99928,0.026402,0.000239
209,14285.0,בזק,520031931,ח.פ.,CALL001 בזק 26/05/2026,IL0002300114,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-05-26,לא,2025-05-27,ILS,אחר,אי-תלות,2025-09-30,551.6,1.0,2390.92,634.7,1.0,15.17517,0.036425,0.00033
209,14285.0,"בנק הפועלים בע""מ",520000118,ח.פ.,עסקת פועלים CALL 18.09.26,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-09-18,לא,2025-09-18,ILS,אחר,אי-תלות,2025-09-30,6415.0,1.0,449.5,6732.0,1.0,30.2601,0.072634,0.000659
209,14285.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,26.11.25 עסקת CALL לאומי,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2025-11-26,לא,2024-12-31,ILS,אחר,אי-תלות,2025-09-30,4259.0,1.0,668.18,6529.0,1.0,43.62578,0.104716,0.00095
209,14285.0,"כלל החזקות עסקי ביטוח בע""מ",520036120,ח.פ.,CALL001 כלל 17.12.25,IL0002240146,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-22,ILS,אחר,אי-תלות,2025-09-30,8629.0,1.0,52.7,16970.0,1.0,8.9425,0.021465,0.000194
209,14285.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים 03.07.2026 CALL001,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-07-03,לא,2025-07-03,ILS,אחר,אי-תלות,2025-09-30,6300.0,1.0,269.28,6732.0,1.0,18.12768,0.043512,0.000395
209,14285.0,Odysight.ai Inc,549300FBP1ANSJE5TE25,LEI,אפ לס ODYS US 31/03/2026,620080901,פנימי,מניה,"חו""ל","ארה""ב","Electronic Equipment, Instruments & Components",מניות לרבות מדדי מניות,2026-03-31,לא,2022-03-18,USD,אחר,אי-תלות,2025-09-30,5.5,1.0,60.83,0.0,3.306,0.0,0.0,0.0
