מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם הנכס,מאפיין עיקרי,"מדינת מיקום נדל""ן",בעל עניין/צד קשור,תאריך רכישה,שימוש עיקרי בנכס,מחזור חיי הנכס,כתובת הנכס,שיעור תשואה בפועל במהלך הרבעון,השיטה שבאמצעותה נקבע שווי הנכס,סוג גורם משערך,שם גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,מטבע פעילות,שווי הוגן (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
170,9656,מגדלי הארבעה - פנסיה,"נדל""ן מניב",ישראל,לא,2020-01-15,משרדים,בשימוש,רחוב הארבעה תל אביב-יפו,5.099%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,2407.199,2407.19908,,,,8.245%,0.037%
170,9656,עמק חפר - פנסיה,"נדל""ן מניב",ישראל,לא,2018-03-07,לוגיסטיקה ותעשייה,בשימוש,עמק חפר,5.748%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,711.762,711.76195,,,,2.438%,0.011%
170,9656,SKY TOWER - פנסיה,"נדל""ן מניב",ישראל,לא,2022-03-30,משרדים,בשימוש,"רחוב המסגר 35, מתחם חסן עראפה, תל אביב",6.364%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,1938.75,1938.75016,,,,6.640%,0.030%
170,9656,סטודיו טאוור - פנסיה,"נדל""ן מניב",ישראל,לא,2018-12-23,משרדים,בשימוש,בר כוכבא 10-12 בני ברק,6.922%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,857.148,857.14781,,,,2.936%,0.013%
170,9656,כורזין גבעתיים - פנסיה,"נדל""ן לא מניב",ישראל,לא,2019-10-23,משרדים,בתכנון/בהיתרים,תפוצות ישראל גבעתיים,7.800%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,1859.8,1859.79976,,,,6.370%,0.029%
170,9656,עסקת גרפוליט - פנסיה,"נדל""ן לא מניב",ישראל,לא,2020-01-09,משרדים,בתכנון/בהיתרים,רחוב הגרא תל אביב-יפו,8.500%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,1786.3,1786.30035,,,,6.118%,0.027%
170,9656,נכס באר שבע - פנסיה,"נדל""ן לא מניב",ישראל,לא,2020-07-27,משרדים,שלבים מתקדמים,באר שבע,8.300%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,1922.583,1922.58329,,,,6.585%,0.030%
170,9656,אורדן - פנסיה,"נדל""ן לא מניב",ישראל,לא,2021-06-28,משרדים,בתכנון/בהיתרים,אזור תעשיה צפוני נתניה,8.250%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,651.3,651.30023,,,,2.231%,0.010%
170,9656,מבוא כרמל - פנסיה,"נדל""ן לא מניב",ישראל,לא,2022-01-26,לוגיסטיקה ותעשייה,בשימוש,"רחוב אלון פינת תאנה, מבוא כרמל",6.800%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,863.81,863.81027,,,,2.959%,0.013%
170,9656,אינשטיין 33-35 - פנסיה,"נדל""ן לא מניב",ישראל,לא,2022-06-15,מסחר,שלבים התחלתיים,רחוב איינשטיין תל אביב,7.700%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,3421.0,3421.00006,,,,11.717%,0.053%
170,9656,מבוא כרמל החדשה - פנסיה,"נדל""ן לא מניב",ישראל,לא,2022-06-29,לוגיסטיקה ותעשייה,שלבים התחלתיים,"רחוב אלון פינת תאנה, מבוא כרמל",9.500%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,2977.255,2977.25515,,,,10.197%,0.046%
170,9656,מרלוג אשדוד - פנסיה,"נדל""ן לא מניב",ישראל,לא,2022-09-11,לוגיסטיקה ותעשייה,שלבים התחלתיים,"רחוב עובדי הנמל, אשדוד",9.500%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,3203.177,3203.17707,,,,10.971%,0.049%
170,9656,נכס עכו - פנסיה,"נדל""ן לא מניב",ישראל,לא,2023-09-27,לוגיסטיקה ותעשייה,שלבים התחלתיים,אזור התעשייה החדש עכו,7.100%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,446.189,446.18931,,,,1.528%,0.007%
170,9656,איינשטיין 2-4 פנסיה,"נדל""ן לא מניב",ישראל,לא,2024-05-21,מסחר,בתכנון/בהיתרים,רחוב איינשטיין  2-4 תל אביב,6.500%,,אחר,,אי-תלות,2024-06-30,ILS,2482.025,2482.02473,,,,8.501%,0.038%
170,9656,עסקת איינשטיין מרכז 15-17 - פנסיה,"נדל""ן לא מניב",ישראל,לא,2024-05-21,מסחר,בתכנון/בהיתרים,רחוב איינשטיין  15-17 תל אביב,6.500%,,אחר,,אי-תלות,2024-06-30,ILS,1202.61,1202.60964,,,,4.119%,0.018%
170,9656,איינשטיין 6-8 - פנסיה,"נדל""ן לא מניב",ישראל,לא,2024-06-16,מסחר,בתכנון/בהיתרים,רחוב איינשטיין 6-8 תל אביב,6.500%,,אחר,,אי-תלות,2024-06-30,ILS,109.666,109.6661,,,,0.376%,0.002%
170,2205,טוטנאוור הר טוב בית שמש - פנסיה,"נדל""ן מניב",ישראל,לא,2019-08-25,לוגיסטיקה ותעשייה,בשימוש,איזור תעשיה הר טוב בית שמש,5.885%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,2631.2,2631.19998,,,,19.080%,0.117%
170,2205,מגדלי הארבעה - פנסיה,"נדל""ן מניב",ישראל,לא,2020-01-15,משרדים,בשימוש,רחוב הארבעה תל אביב-יפו,5.099%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,3341.759,3341.75872,,,,24.233%,0.148%
170,2205,כורזין גבעתיים - פנסיה,"נדל""ן לא מניב",ישראל,לא,2019-10-23,משרדים,בתכנון/בהיתרים,תפוצות ישראל גבעתיים,7.800%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,2516.2,2516.19962,,,,18.246%,0.112%
170,2205,עסקת גרפוליט - פנסיה,"נדל""ן לא מניב",ישראל,לא,2020-01-09,משרדים,בתכנון/בהיתרים,רחוב הגרא תל אביב-יפו,8.500%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,2479.822,2479.82205,,,,17.982%,0.110%
170,2205,נכס באר שבע - פנסיה,"נדל""ן לא מניב",ישראל,לא,2020-07-27,משרדים,שלבים מתקדמים,באר שבע,8.300%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,2821.222,2821.2225,,,,20.458%,0.125%
170,15433,,,,,,,,,,,,,,,,,0.0,,,,,
170,15432,,,,,,,,,,,,,,,,,0.0,,,,,
170,15092,,,,,,,,,,,,,,,,,0.0,,,,,
170,14233,,,,,,,,,,,,,,,,,0.0,,,,,
170,14232,,,,,,,,,,,,,,,,,0.0,,,,,
170,13347,,,,,,,,,,,,,,,,,0.0,,,,,
170,13213,,,,,,,,,,,,,,,,,0.0,,,,,
170,12176,,,,,,,,,,,,,,,,,0.0,,,,,
170,9648,,,,,,,,,,,,,,,,,0.0,,,,,
170,9647,,,,,,,,,,,,,,,,,0.0,,,,,
170,9650,,,,,,,,,,,,,,,,,0.0,,,,,
170,2004,,,,,,,,,,,,,,,,,0.0,,,,,
170,9649,,,,,,,,,,,,,,,,,0.0,,,,,
667,2176,פארק אפק - משלימה כללי,"נדל""ן מניב",ישראל,לא,2018-01-30,לוגיסטיקה ותעשייה,בשימוש,רחוב העמל 7 פארק תעסוקה אפק ראש העין,7.315%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,361.766,361.76583,,,,2.211%,0.021%
667,2176,חניון שוק הפשפשים - פנסיה,"נדל""ן מניב",ישראל,לא,2018-08-07,חניון,בשימוש,רבי פנחס 4 תל אביב,6.235%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,570.729,570.72924,,,,3.487%,0.033%
667,2176,טוטנאוור הר טוב בית שמש - פנסיה,"נדל""ן מניב",ישראל,לא,2019-08-25,לוגיסטיקה ותעשייה,בשימוש,איזור תעשיה הר טוב בית שמש,5.885%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,1029.6,1029.60019,,,,6.291%,0.059%
667,2176,מגדלי הארבעה - פנסיה,"נדל""ן מניב",ישראל,לא,2020-01-15,משרדים,בשימוש,רחוב הארבעה תל אביב-יפו,5.099%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,1246.08,1246.07952,,,,7.614%,0.071%
667,2176,עמק חפר - פנסיה,"נדל""ן מניב",ישראל,לא,2018-03-07,לוגיסטיקה ותעשייה,בשימוש,עמק חפר,5.748%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,1412.571,1412.57142,,,,8.632%,0.081%
667,2176,SKY TOWER - פנסיה,"נדל""ן מניב",ישראל,לא,2022-03-30,משרדים,בשימוש,"רחוב המסגר 35, מתחם חסן עראפה, תל אביב",6.364%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,1057.5,1057.50009,,,,6.462%,0.060%
667,2176,סטודיו טאוור - פנסיה,"נדל""ן מניב",ישראל,לא,2018-12-23,משרדים,בשימוש,בר כוכבא 10-12 בני ברק,6.922%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,1253.835,1253.83481,,,,7.662%,0.072%
667,2176,כורזין גבעתיים - פנסיה,"נדל""ן לא מניב",ישראל,לא,2019-10-23,משרדים,בתכנון/בהיתרים,תפוצות ישראל גבעתיים,7.800%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,984.599,984.59929,,,,6.016%,0.056%
667,2176,עסקת גרפוליט - פנסיה,"נדל""ן לא מניב",ישראל,לא,2020-01-09,משרדים,בתכנון/בהיתרים,רחוב הגרא תל אביב-יפו,8.500%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,924.709,924.70926,,,,5.651%,0.053%
667,2176,נכס באר שבע - פנסיה,"נדל""ן לא מניב",ישראל,לא,2020-07-27,משרדים,שלבים מתקדמים,באר שבע,8.300%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,1027.467,1027.46719,,,,6.278%,0.059%
667,2176,אורדן - פנסיה,"נדל""ן לא מניב",ישראל,לא,2021-06-28,משרדים,בתכנון/בהיתרים,אזור תעשיה צפוני נתניה,8.250%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,249.6,249.60009,,,,1.525%,0.014%
667,2176,מבוא כרמל - פנסיה,"נדל""ן לא מניב",ישראל,לא,2022-01-26,לוגיסטיקה ותעשייה,בשימוש,"רחוב אלון פינת תאנה, מבוא כרמל",6.800%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,518.294,518.29362,,,,3.167%,0.030%
667,2176,אינשטיין 33-35 - פנסיה,"נדל""ן לא מניב",ישראל,לא,2022-06-15,מסחר,שלבים התחלתיים,רחוב איינשטיין תל אביב,7.700%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,1866.0,1866.00005,,,,11.402%,0.107%
667,2176,מבוא כרמל החדשה - פנסיה,"נדל""ן לא מניב",ישראל,לא,2022-06-29,לוגיסטיקה ותעשייה,שלבים התחלתיים,"רחוב אלון פינת תאנה, מבוא כרמל",9.500%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,1624.229,1624.22896,,,,9.925%,0.093%
667,2176,מרלוג אשדוד - פנסיה,"נדל""ן לא מניב",ישראל,לא,2022-09-11,לוגיסטיקה ותעשייה,שלבים התחלתיים,"רחוב עובדי הנמל, אשדוד",9.500%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,1229.855,1229.85518,,,,7.515%,0.070%
667,2176,איינשטיין 2-4 פנסיה,"נדל""ן לא מניב",ישראל,לא,2024-05-21,מסחר,בתכנון/בהיתרים,רחוב איינשטיין  2-4 תל אביב,6.500%,,אחר,,אי-תלות,2024-06-30,ILS,659.509,659.50943,,,,4.030%,0.038%
667,2176,עסקת איינשטיין מרכז 15-17 - פנסיה,"נדל""ן לא מניב",ישראל,לא,2024-05-21,מסחר,בתכנון/בהיתרים,רחוב איינשטיין  15-17 תל אביב,6.500%,,אחר,,אי-תלות,2024-06-30,ILS,319.551,319.55055,,,,1.953%,0.018%
667,2176,איינשטיין 6-8 - פנסיה,"נדל""ן לא מניב",ישראל,לא,2024-06-16,מסחר,בתכנון/בהיתרים,רחוב איינשטיין 6-8 תל אביב,6.500%,,אחר,,אי-תלות,2024-06-30,ILS,29.14,29.13985,,,,0.178%,0.002%
667,9633,SKY TOWER - פנסיה,"נדל""ן מניב",ישראל,לא,2022-03-30,משרדים,בשימוש,"רחוב המסגר 35, מתחם חסן עראפה, תל אביב",6.364%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,176.25,176.25,,,,4.181%,0.010%
667,9633,אינשטיין 33-35 - פנסיה,"נדל""ן לא מניב",ישראל,לא,2022-06-15,מסחר,שלבים התחלתיים,רחוב איינשטיין תל אביב,7.700%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,311.0,311.0,,,,7.377%,0.017%
667,9633,מבוא כרמל החדשה - פנסיה,"נדל""ן לא מניב",ישראל,לא,2022-06-29,לוגיסטיקה ותעשייה,שלבים התחלתיים,"רחוב אלון פינת תאנה, מבוא כרמל",9.500%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,271.203,271.20274,,,,6.433%,0.015%
667,9633,מרלוג אשדוד - פנסיה,"נדל""ן לא מניב",ישראל,לא,2022-09-11,לוגיסטיקה ותעשייה,שלבים התחלתיים,"רחוב עובדי הנמל, אשדוד",9.500%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,504.796,504.79615,,,,11.974%,0.028%
667,9633,נכס עכו - פנסיה,"נדל""ן לא מניב",ישראל,לא,2023-09-27,לוגיסטיקה ותעשייה,שלבים התחלתיים,אזור התעשייה החדש עכו,7.100%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,795.153,795.15279,,,,18.862%,0.045%
667,9633,איינשטיין 2-4 פנסיה,"נדל""ן לא מניב",ישראל,לא,2024-05-21,מסחר,בתכנון/בהיתרים,רחוב איינשטיין  2-4 תל אביב,6.500%,,אחר,,אי-תלות,2024-06-30,ILS,1411.208,1411.20835,,,,33.475%,0.079%
667,9633,עסקת איינשטיין מרכז 15-17 - פנסיה,"נדל""ן לא מניב",ישראל,לא,2024-05-21,מסחר,בתכנון/בהיתרים,רחוב איינשטיין  15-17 תל אביב,6.500%,,אחר,,אי-תלות,2024-06-30,ILS,683.769,683.76947,,,,16.219%,0.038%
667,9633,איינשטיין 6-8 - פנסיה,"נדל""ן לא מניב",ישראל,לא,2024-06-16,מסחר,בתכנון/בהיתרים,רחוב איינשטיין 6-8 תל אביב,6.500%,,אחר,,אי-תלות,2024-06-30,ILS,62.353,62.35301,,,,1.479%,0.003%
667,9634,נכס עכו - פנסיה,"נדל""ן לא מניב",ישראל,לא,2023-09-27,לוגיסטיקה ותעשייה,שלבים התחלתיים,אזור התעשייה החדש עכו,7.100%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,62.178,62.17825,,,,32.339%,0.007%
667,9634,איינשטיין 2-4 פנסיה,"נדל""ן לא מניב",ישראל,לא,2024-05-21,מסחר,בתכנון/בהיתרים,רחוב איינשטיין  2-4 תל אביב,6.500%,,אחר,,אי-תלות,2024-06-30,ILS,85.098,85.09799,,,,44.260%,0.009%
667,9634,עסקת איינשטיין מרכז 15-17 - פנסיה,"נדל""ן לא מניב",ישראל,לא,2024-05-21,מסחר,בתכנון/בהיתרים,רחוב איינשטיין  15-17 תל אביב,6.500%,,אחר,,אי-תלות,2024-06-30,ILS,41.232,41.23232,,,,21.445%,0.004%
667,9634,איינשטיין 6-8 - פנסיה,"נדל""ן לא מניב",ישראל,לא,2024-06-16,מסחר,בתכנון/בהיתרים,רחוב איינשטיין 6-8 תל אביב,6.500%,,אחר,,אי-תלות,2024-06-30,ILS,3.76,3.75998,,,,1.956%,0.000%
667,9635,נכס עכו - פנסיה,"נדל""ן לא מניב",ישראל,לא,2023-09-27,לוגיסטיקה ותעשייה,שלבים התחלתיים,אזור התעשייה החדש עכו,7.100%,,מומחה בלתי תלוי,,אי-תלות,2024-12-31,ILS,31.845,31.84527,,,,100.000%,0.007%
667,15434,,,,,,,,,,,,,,,,,0.0,,,,,
667,15435,,,,,,,,,,,,,,,,,0.0,,,,,
667,15091,,,,,,,,,,,,,,,,,0.0,,,,,
667,14231,,,,,,,,,,,,,,,,,0.0,,,,,
667,14238,,,,,,,,,,,,,,,,,0.0,,,,,
667,13698,,,,,,,,,,,,,,,,,0.0,,,,,
667,14795,,,,,,,,,,,,,,,,,0.0,,,,,
667,13214,,,,,,,,,,,,,,,,,0.0,,,,,
667,12251,,,,,,,,,,,,,,,,,0.0,,,,,
667,2206,,,,,,,,,,,,,,,,,0.0,,,,,
