מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,נכס בסיס,בעל עניין/צד קשור,"מח""מ",שיעור ריבית,תשואה לפדיון,דירוג,שם מדרג,דירוג נייר הערך/המנפיק,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
667,9633,Societe Generale,969500E0BD5PO8N2HS42,LEI,SGBENRGY Index,XS2059575709,ISIN,קרן מובטחת,"חו""ל",צרפת,סחיר,אחר,מניות לרבות מדדי מניות,לא,0.0,0.000%,0.000%,A,S&P,נייר ערך,EUR,335029.643878671,3.8807,176.49,2294.63392,46.458%,0.129%
667,9633,Societe Generale,969500E0BD5PO8N2HS42,LEI,SGBCLARI US Equity,XS2746158851,ISIN,קרן מובטחת,"חו""ל","ארה""ב",סחיר,אחר,מניות לרבות מדדי מניות,לא,0.0,0.000%,0.000%,A,S&P,נייר ערך,USD,689191.603149157,3.306,116.068,2644.57159,53.542%,0.148%
667,2176,Societe Generale,969500E0BD5PO8N2HS42,LEI,SGBENRGY Index,XS2059575709,ISIN,קרן מובטחת,"חו""ל",צרפת,סחיר,אחר,מניות לרבות מדדי מניות,לא,0.0,0.000%,0.000%,A,S&P,נייר ערך,EUR,277527.015175594,3.8807,176.49,1900.79569,46.458%,0.109%
667,2176,Societe Generale,969500E0BD5PO8N2HS42,LEI,SGBCLARI US Equity,XS2746158851,ISIN,קרן מובטחת,"חו""ל","ארה""ב",סחיר,אחר,מניות לרבות מדדי מניות,לא,0.0,0.000%,0.000%,A,S&P,נייר ערך,USD,570902.581311087,3.306,116.068,2190.672,53.542%,0.125%
667,13698,Societe Generale,969500E0BD5PO8N2HS42,LEI,SGBENRGY Index,XS2059575709,ISIN,קרן מובטחת,"חו""ל",צרפת,סחיר,אחר,מניות לרבות מדדי מניות,לא,0.0,0.000%,0.000%,A,S&P,נייר ערך,EUR,208322.50313699,3.8807,176.49,1426.8107,46.458%,0.240%
667,13698,Societe Generale,969500E0BD5PO8N2HS42,LEI,SGBCLARI US Equity,XS2746158851,ISIN,קרן מובטחת,"חו""ל","ארה""ב",סחיר,אחר,מניות לרבות מדדי מניות,לא,0.0,0.000%,0.000%,A,S&P,נייר ערך,USD,428541.541121124,3.306,116.068,1644.40306,53.542%,0.277%
667,9634,Societe Generale,969500E0BD5PO8N2HS42,LEI,SGBENRGY Index,XS2059575709,ISIN,קרן מובטחת,"חו""ל",צרפת,סחיר,אחר,מניות לרבות מדדי מניות,לא,0.0,0.000%,0.000%,A,S&P,נייר ערך,EUR,146585.002022081,3.8807,176.49,1003.96763,46.458%,0.109%
667,9634,Societe Generale,969500E0BD5PO8N2HS42,LEI,SGBCLARI US Equity,XS2746158851,ISIN,קרן מובטחת,"חו""ל","ארה""ב",סחיר,אחר,מניות לרבות מדדי מניות,לא,0.0,0.000%,0.000%,A,S&P,נייר ערך,USD,301540.936412796,3.306,116.068,1157.07532,53.542%,0.125%
667,12251,Societe Generale,969500E0BD5PO8N2HS42,LEI,SGBENRGY Index,XS2059575709,ISIN,קרן מובטחת,"חו""ל",צרפת,סחיר,אחר,מניות לרבות מדדי מניות,לא,0.0,0.000%,0.000%,A,S&P,נייר ערך,EUR,64085.30177701,3.8807,176.49,438.92327,46.458%,0.074%
667,12251,Societe Generale,969500E0BD5PO8N2HS42,LEI,SGBCLARI US Equity,XS2746158851,ISIN,קרן מובטחת,"חו""ל","ארה""ב",סחיר,אחר,מניות לרבות מדדי מניות,לא,0.0,0.000%,0.000%,A,S&P,נייר ערך,USD,131830.28032585,3.306,116.068,505.86022,53.542%,0.085%
667,9635,Societe Generale,969500E0BD5PO8N2HS42,LEI,SGBENRGY Index,XS2059575709,ISIN,קרן מובטחת,"חו""ל",צרפת,סחיר,אחר,מניות לרבות מדדי מניות,לא,0.0,0.000%,0.000%,A,S&P,נייר ערך,EUR,46979.045149538,3.8807,176.49,321.76171,46.458%,0.068%
667,9635,Societe Generale,969500E0BD5PO8N2HS42,LEI,SGBCLARI US Equity,XS2746158851,ISIN,קרן מובטחת,"חו""ל","ארה""ב",סחיר,אחר,מניות לרבות מדדי מניות,לא,0.0,0.000%,0.000%,A,S&P,נייר ערך,USD,96640.891433333,3.306,116.068,370.83121,53.542%,0.079%
667,15434,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
667,15435,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
667,15091,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
667,14231,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
667,14238,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
667,14795,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
667,13214,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
667,2206,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
