מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם שותף כללי קרן השקעות,מספר מזהה שותף כללי קרן השקעות,סוג מספר מזהה שותף כללי קרן השקעות,שם קרן השקעה,מספר מזהה קרן השקעה,סוג מספר מזהה קרן השקעות,מאפיין עיקרי,אסטרטגיית קרן ההשקעה,"ישראל/חו""ל",מדינת התאגדות קרן השקעה,מיקום משרד השותף הכללי,מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,שער חליפין,"NAV
(במטבע הדיווח של קרן ההשקעה)","שווי הוגן (באלפי ש""ח)",שיעור החזקה בקרן השקעה,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
162,2102,Vertex,ריק במקור,ריק במקור,Vertex III Israel Fund LP,355,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2005-06-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2023-12-31 00:00:00,3.306,0,0,0.0058,0.0,0.0
162,2102,Evolution Venture Capital,ריק במקור,ריק במקור,Evolution Venture Capital Fun I,496,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2006-09-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2023-12-31 00:00:00,3.306,0,0,0.1,0.0,0.0
162,2102,Evergreen,ריק במקור,ריק במקור,Evergreen V,499,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2007-04-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-03-31 00:00:00,3.306,1254.064,4145.937,0.0201,0.0004555336640619077,6.07620815640374e-05
162,2102,Fortissimo,ריק במקור,ריק במקור,Fortissimo Capital Fund Israel LP,504,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2004-04-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2023-12-31 00:00:00,3.306,0,0,0.064,0.0,0.0
162,2102,Shamrock,ריק במקור,ריק במקור,Shamrock Israel Growth Fund LP,506,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2004-06-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-07-31 00:00:00,3.306,0.006,0.021,0.048,2.3073691050539513e-09,3.0777209418396507e-10
162,2102,Sky,ריק במקור,ריק במקור,S.H. SKY LP,508,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2005-08-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2023-12-31 00:00:00,3.306,0,0,0.0225,0.0,0.0
162,2102,Plenus,ריק במקור,ריק במקור,Plenus II L.P,522,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2004-12-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2024-12-31 00:00:00,3.306,40.856,135.071,0.0542,1.4840888208987725e-05,1.9795754539772544e-06
162,2102,Fimi,ריק במקור,ריק במקור,Fimi Israel Opportunity II,527,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2005-09-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,161.964,535.451,0.0136,5.8832528317630626e-05,7.847470266804679e-06
162,2102,Medica,ריק במקור,ריק במקור,Medica III Investments Israel B LP,529,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2004-10-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2023-12-31 00:00:00,3.306,155.801,515.077,0.0176,5.659394078685114e-05,7.548872712190198e-06
162,2102,Magama,ריק במקור,ריק במקור,Magma Venture Capital II Israel Fund LP,532,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2006-04-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,103.38,341.774,0.0181,3.755232231003377e-05,5.008976177030022e-06
162,2102,Plenus,ריק במקור,ריק במקור,Plenus Mezzanine Fund,533,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2006-12-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2024-12-31 00:00:00,3.306,98.226,324.736,0.0854,3.568027684279999e-05,4.759270417948765e-06
162,2102,Plenus,ריק במקור,ריק במקור,Plenus III L.P,535,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2007-08-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2024-12-31 00:00:00,3.306,97.026,320.768,0.025,3.524429395666408e-05,4.701116147962004e-06
162,2102,Fimi,ריק במקור,ריק במקור,Fimi Israel Opportunity IV,538,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2007-10-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,22.343,73.865,0.0059,8.115896140229051e-06,1.082551701757075e-06
162,2102,Israel Cleantech Ventures,ריק במקור,ריק במקור,Israel Cleantech Ventures Cayman I A,539,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2008-03-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2024-12-31 00:00:00,3.306,0.001,0.003,0.0133,3.2962415786485014e-10,4.396744202628072e-11
162,2102,Viola Private Equity,ריק במקור,ריק במקור,Viola Private Equity I LP,541,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2008-07-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1.271,4.202,0.0305,4.616935704493668e-07,6.158373046481052e-08
162,2102,Fortissimo,ריק במקור,ריק במקור,Fortissimo Capital Fund Israel II,542,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2008-10-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,141.693,468.437,0.0455,5.14693838792456e-05,6.8653255468216205e-06
162,2102,Israel Cleantech Ventures,ריק במקור,ריק במקור,Israel Cleantech Ventures II Israel LP,545,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2011-04-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,509.969,1685.958,0.009355,0.00018524416198183568,2.4709086874581398e-05
162,2102,orbimed israel partners,ריק במקור,ריק במקור,Orbimed Israel Partners LP,546,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2011-05-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,453.534,1499.383,0.0095,0.0001647442862306242,2.1974678375896954e-05
162,2102,ANATOMY,ריק במקור,ריק במקור,קרן אנטומיה טכנולוגיה רפואית I ש מ,554,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2012-01-01 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2024-12-31 00:00:00,1,1558.205,1558.205,0.0644,0.0001712073369685996,2.283676266752025e-05
162,2102,Sky,ריק במקור,ריק במקור,S.H. SKY II L.P.s,556,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2010-07-13 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,297.242,982.683,0.019884,0.00010797201877436818,1.4402019277570538e-05
162,2102,Fortissimo,ריק במקור,ריק במקור,Fortissimo Capital Fund Israel III,2101,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2012-06-21 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1126.86,3725.401,0.0113,0.0004093273891112902,5.4598784164049404e-05
162,2102,TENE,ריק במקור,ריק במקור,Tene Growth Capital LP,3044,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2006-09-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2023-12-31 00:00:00,3.306,0,0,0.0291,0.0,0.0
162,2102,TENE,ריק במקור,ריק במקור,Tene Growth Capital III PEF,3356,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2013-11-25 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,7613.84,25171.354,0.0276,0.002765695454856009,0.00036890668257266306
162,2102,TENE,ריק במקור,ריק במקור,טנא להשקעה בגדות שותפות מוגבלת,3541,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2014-04-08 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,2053.67,6789.434,0.011487,0.0007459871548763271,9.950468192875306e-05
162,2102,Accelmed,ריק במקור,ריק במקור,Accelmed Medical Partners LP,4000,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2011-09-15 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,2667.376,8818.344,0.044729,0.000968913071587518,0.00012924000952926678
162,2102,Viola Private Equity,ריק במקור,ריק במקור,Viola Private Equity II B LP,4043,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2014-09-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,9322.35,30819.691,0.025,0.003386304897176634,0.00045168765910346185
162,2102,נוי,ריק במקור,ריק במקור,NOY 2 Infrastructure &Energy Investments,4053,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2014-08-30 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,1,18450.617,18450.617,0.0253,0.002027256363570629,0.0002704088110988698
162,2102,ANATOMY,ריק במקור,ריק במקור,קרן אנטומיה טכנולוגיה רפואית II ש מ,4054,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2014-11-16 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2024-12-31 00:00:00,1,251.369,251.369,0.0644,2.7619098312776507e-05,3.6840173115680525e-06
162,2102,TENE,ריק במקור,ריק במקור,טנא להשקעה בקיונרג'י שותפות מוגבלת,4055,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2015-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,2314.102,7650.422,0.091372,0.0008405879696869075,0.00011212316192052752
162,2102,REALITY,ריק במקור,ריק במקור,"ריאליטי קרן השקעות בנדל""ן III ש מ",4357,פנימי,"קרן נדל""ן",ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2015-06-15 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,1,24725.489,24725.489,0.0512,0.002716706163140539,0.0003623721680596472
162,2102,Fimi,ריק במקור,ריק במקור,FIMI ISRAEL OPPORTUNITY 6,4746,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2016-02-03 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,10099.309,33388.315,0.007179,0.0036685317381337816,0.0004893329347058997
162,2102,orbimed israel partners,ריק במקור,ריק במקור,Orbimed Israel Partners II LP,4974,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2016-04-21 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,6312.867,20870.338,0.0309,0.0022931225292015934,0.00030587179202796116
162,2102,נוי,ריק במקור,ריק במקור,Noy Negev Energy LP,5062,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2016-08-07 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,1,11790.644,11790.644,0.029019,0.0012954936997280828,0.00017280148550750487
162,2102,Sky,ריק במקור,ריק במקור,S.H. SKY 3 L.P,5382,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2017-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,5092.463,16835.683,0.031632,0.0018498159436515249,0.00024674063875844665
162,2102,TENE,ריק במקור,ריק במקור,TENE GROWTH CAPITAL IV,5973,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2017-09-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,10259.315,33917.296,0.019797,0.003726653377017617,0.0004970855818560676
162,2102,VINTAGE,ריק במקור,ריק במקור,Vintage fund of funds ISRAEL V,6653,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2019-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,13229.37,43736.298,0.1295,0.004805513465458711,0.0006409910489197125
162,2102,KEDMA,ריק במקור,ריק במקור,Kedma Capital III,6882,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2019-04-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,7042.643,23282.979,0.038594,0.0025582107818199968,0.00034123100979387047
162,2102,REALITY,ריק במקור,ריק במקור,"ריאליטי קרן השקעות בנדל""ן IV",6933,פנימי,"קרן נדל""ן",ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2019-05-29 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,1,70993.899,70993.899,0.0731,0.007800434723805743,0.0010404733795007096
162,2102,Yesodot,ריק במקור,ריק במקור,Yesodot Gimmel,7253,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2019-10-01 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,1,87565.693,87565.693,0.063,0.009621255937659001,0.0012833465101561984
162,2102,Arkin Holdings,ריק במקור,ריק במקור,Arkin Bio Ventures II L.P,7368,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2020-01-20 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,5307.998,17548.243,0.077231,0.0019281082736275837,0.00025718378558852877
162,2102,Fortissimo,ריק במקור,ריק במקור,Fortissimo Capital Fund V L.P.,7411,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2019-04-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,10623.162,35120.173,0.015403,0.0038588191497309497,0.0005147147234434832
162,2102,SAP ENERGY,ריק במקור,ריק במקור,RAM COASTAL ENERGY LIMITED PARTNERSHIP,7883,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2020-08-05 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-03-31 00:00:00,1,31789.815,31789.815,0.1166,0.00349289699935146,0.00046590561601289637
162,2102,Yesodot,ריק במקור,ריק במקור,Yesodot Senior Co Invest,7986,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2020-09-30 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,1,31211.573,31211.573,0.1162,0.003429362821920765,0.0004574310088088429
162,2102,GESM Via Maris L.P,ריק במקור,ריק במקור,GESM Via Maris Limited Partnership,8116,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2020-12-01 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,1,25509.935,25509.935,0.1191,0.0028028969471873555,0.00037386886273556313
162,2102,Greenfield Partners,ריק במקור,ריק במקור,Greenfield Partners II L.P,8259,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2020-12-31 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,8022.205,26521.408,0.03433,0.0029140322591300334,0.0003886928228984459
162,2102,Green Lantern GLM LP,ריק במקור,ריק במקור,Green Lantern GL II LP,8384,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2021-04-22 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,1,11376.991,11376.991,0.038507,0.0012500436924703265,0.00016673906407533917
162,2102,נוי,ריק במקור,ריק במקור,Noy 4 Infrastructure and energy,8409,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2021-05-01 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,1,43737.117,43737.117,0.02264,0.004805603452853807,0.0006410030520313856
162,2102,stage one,ריק במקור,ריק במקור,StageOne S.P.V R.S,8419,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2021-03-24 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,523.12,1729.433,0.0873,0.0001900209654028938,2.5346248388612248e-05
162,2102,Fimi,ריק במקור,ריק במקור,FIMI Israel Opportunity VII,8439,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2021-05-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,6937.174,22934.297,0.007397,0.0025198994449491196,0.0003361207912536679
162,2102,Arkin Holdings,ריק במקור,ריק במקור,Arkin Bio Capital L.P,8841,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2021-10-07 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,3808.968,12592.449,0.051299,0.0013835917990270249,0.00018455259045879887
162,2102,F2 Capital Partners 3 LP,ריק במקור,ריק במקור,F2 Capital Partners 3 LP,8975,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2022-03-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,2325.351,7687.611,0.02789,0.0008446741006225196,0.0001126681969876993
162,2102,stage one,ריק במקור,ריק במקור,Stage One Venture Capital Fund IV,8981,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2021-12-30 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,809.402,2675.882,0.016664,0.0002940117835985703,3.921722890138937e-05
162,2102,stage one,ריק במקור,ריק במקור,Stage One Annex Fund L.P,8985,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2021-12-30 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,119.362,394.609,0.029282,4.335755310363022e-05,5.783316110182869e-06
162,2102,Sky,ריק במקור,ריק במקור,S.H. SKY 4 L.P,8987,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2022-01-20 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,4448.401,14706.415,0.023713,0.0016158632198620003,0.00021553448297564174
162,2102,F2 Capital Partners 3 LP,ריק במקור,ריק במקור,F2 Select I LP,9055,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2022-03-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1554.921,5140.568,0.030022,0.0005648184659823324,7.533920850738461e-05
162,2102,FUND III MANAGEMENT COMPANY LTD,ריק במקור,ריק במקור,JTLV III LIMITED PARTNERSHIP,9111,פנימי,"קרן נדל""ן",ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2022-04-04 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,1,38615.171,38615.171,0.0233,0.004242831073894062,0.0005659367640924722
162,2102,Fortissimo,ריק במקור,ריק במקור,Fortissimo Partners VI,9290,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2022-10-19 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,4955.017,16381.285,0.009181,0.0017998890909563673,0.00024008106618449398
162,2102,Reality General Partner 5 LTD,ריק במקור,ריק במקור,Reality Real Estate Investment Fund 5,9512,פנימי,"קרן נדל""ן",ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2023-02-01 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,1,8004.114,8004.114,0.0269,0.000879449778901419,0.00011730680608891395
162,2102,NOKED CAPITAL,ריק במקור,ריק במקור,Noked Long L.P,9680,פנימי,קרן גידור (HEDGE FUND),ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2023-08-20 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-31 00:00:00,1,16906.355,16906.355,0.011271,0.0018575810098130662,0.0002477763944460737
162,2102,Kedma Capital Partners IV G.P,ריק במקור,ריק במקור,Kedma Capital Partners IV LP,9725,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2023-07-09 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,2727.632,9017.553,0.044163,0.0009908011045422177,0.00013215957958213792
162,2102,Homerun GP Limited Partnership,ריק במקור,ריק במקור,Manor Evergreen Investments Fund L.P,9911,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2023-01-05 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,1,20906.096,20906.096,0.052952,0.002297051429413904,0.00030639585462528644
162,2102,Green Lantern Management Ltd,ריק במקור,ריק במקור,Green Lantern VI LP,9941,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2024-01-16 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,1,11543.308,11543.308,0.062176,0.001268317726158196,0.00016917657509383415
162,2102,Fortissimo capital 6 management GP LTD,ריק במקור,ריק במקור,FF6 Cell L.P,10128,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2022-03-01 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,1,54291.575,54291.575,0.034852,0.005965271562843784,0.0007956872254426572
162,2102,Green Lantern Management Ltd,ריק במקור,ריק במקור,Green Lantern VI S.P.V1 LP,10275,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2024-04-10 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,1,7074.87,7074.87,0.040552,0.0007773493552510974,0.00010368797885615756
162,2102,נוי,ריק במקור,ריק במקור,Noy 5 Infrastructure and energy,10351,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2024-08-30 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,1,6154.794,6154.794,0.033647,0.0006762562630272109,9.020351612623347e-05
162,2102,AGILITY EQUITY LIMITED PARTNERSHIP,ריק במקור,ריק במקור,AGILITY EQUITY LIMITED PARTNERSHIP,10432,פנימי,קרן גידור (HEDGE FUND),ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2024-12-01 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-31 00:00:00,1,9373.708,9373.708,0.040173,0.0010299335351903363,0.00013737932102042793
162,2102,Idea Bond LP,ריק במקור,ריק במקור,Idea Bond LP,10739,פנימי,קרן גידור (HEDGE FUND),ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2025-05-04 00:00:00,ILS,דיווח מנהל הקרן,אי-תלות,2025-08-31 00:00:00,1,2016.65,2016.65,0.025208,0.0002215788526527167,2.955564732076634e-05
162,2102,VINTAGE,ריק במקור,ריק במקור,"F2 Capital Partners II, L.P.",72111,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2019-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,2226.249318408066,7359.980246657066,0.01763776,0.0008086757635687559,0.00010786650160315528
162,2102,VINTAGE,ריק במקור,ריק במקור,"Pitango Venture Capital Fund VIII, L.P.",72112,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2020-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1111.5254378958407,3674.7030976836495,0.00458694,0.0004037569713257764,5.385576513706668e-05
162,2102,VINTAGE,ריק במקור,ריק במקור,Vintage Migdal Co Investment II,7211,פנימי,סעיף מאזני,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2019-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,-146.16355630390663,-483.21671714071533,0.26456636,-5.309330115124193e-05,-7.08193433233803e-06
162,2102,VINTAGE,ריק במקור,ריק במקור,Vintage Migdal Co Investment II,7620,פנימי,סעיף מאזני,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2019-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,54.14687845011222,179.009580156071,0.6767947,1.9668627369561763e-05,2.6235311125536344e-06
162,2102,Greenfield Partners,ריק במקור,ריק במקור,Cynet Security LTD (ISR),83021,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2021-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1706.572947677898,5641.930165023131,0.00489653,0.0006199054931260149,8.268707914899297e-05
162,2102,Greenfield Partners,ריק במקור,ריק במקור,Greenfield Cobra Investments L.P,8302,פנימי,סעיף מאזני,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2021-02-28 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,-0.00034457086663415923,-0.0011391512850925302,0.16486643999999998,-1.2516392767642905e-10,-1.6695189362156335e-11
