מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם שותף כללי קרן השקעות,מספר מזהה שותף כללי קרן השקעות,סוג מספר מזהה שותף כללי קרן השקעות,שם קרן השקעה,מספר מזהה קרן השקעה,סוג מספר מזהה קרן השקעות,מאפיין עיקרי,אסטרטגיית קרן ההשקעה,"ישראל/חו""ל",מדינת התאגדות קרן השקעה,מיקום משרד השותף הכללי,מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,שער חליפין,"NAV
(במטבע הדיווח של קרן ההשקעה)","שווי הוגן (באלפי ש""ח)",שיעור החזקה בקרן השקעה,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
162,8802,Francisco Partners,ריק במקור,ריק במקור,Francisco Partners VI,8192,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2020-10-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1956.97,6469.742,0.00022,0.006842481917783476,0.0004708558212274163
162,8802,EIP Renewables invest SCS,ריק במקור,ריק במקור,EIP Renewables invest SCS,8267,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2021-02-01 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,1030.661,3999.685,0.002255,0.004230118030878171,0.00029108965478468515
162,8802,THOMA BRAVO,ריק במקור,ריק במקור,Thoma Bravo Fund XIV A,8268,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-02-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1159.517,3833.362,6.6e-05,0.004054212698020771,0.00027898497537799357
162,8802,Audax,ריק במקור,ריק במקור,EC5 ADLS  co inv,8317,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2017-06-30 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,34.657,114.575,0.0033,0.00012117598595586063,8.338555960520717e-06
162,8802,White Horse,ריק במקור,ריק במקור,Dawson Portfolio Finance (Offshore) 4 LP,8330,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2020-04-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,3754.745,12413.188,0.001572,0.013128346452153243,0.0009034087958670236
162,8802,THOMA BRAVO,ריק במקור,ריק במקור,Mirasol Co Invest Fund L.P,8373,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-03-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,227.961,753.639,0.000254,0.0007970582490053577,5.4848448400880405e-05
162,8802,Francisco Partners,ריק במקור,ריק במקור,Concorde Co Invest L.P.,8382,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-03-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,399.28,1320.018,0.000991,0.0013960679260701134,9.606846137372582e-05
162,8802,Copenhagen Infrastructure,ריק במקור,ריק במקור,Copenhagen Infrastructure Partners IV F2,8393,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2021-04-16 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,2112.033,8196.165,0.000517,0.008668368971694668,0.0005965016846097429
162,8802,Group 11 Fund V,ריק במקור,ריק במקור,Group 11 Fund IV,8411,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2019-12-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,244.562,808.52,0.001805,0.0008551010967927772,5.884258577525821e-05
162,8802,ISQ,ריק במקור,ריק במקור,ISQ Global infrastructure Fund III,8456,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2020-09-11 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1838.624,6078.49,0.0001,0.006428688796620897,0.0004423812264496231
162,8802,ICG,ריק במקור,ריק במקור,ICG Real Estate Debt VI,8461,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,בריטניה,לא,2021-03-31 00:00:00,GBP,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,4.4409,4340.696,19276.596,0.008047,0.02038717456838577,0.001402914898314203
162,8802,Insight Partners,ריק במקור,ריק במקור,Insight Partners XII LP,8473,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-05-21 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,2009.138,6642.209,0.0001,0.007024885223651679,0.0004834076495568348
162,8802,VINTAGE,ריק במקור,ריק במקור,Vintage Fund of Funds VI Access,8496,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2021-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1414.329,4675.771,0.0043,0.004945155234814056,0.00034029393970831255
162,8802,White Horse,ריק במקור,ריק במקור,Nirvana Holdings I LP,8509,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-06-30 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,79.904,264.164,0.001,0.0002793832263062969,1.9225365889199167e-05
162,8802,tikehau direct lending,ריק במקור,ריק במקור,Tikehau Direct Lending V,8512,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2021-06-30 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,4229.229,16412.368,0.002643,0.017357930388570076,0.0011944616976884963
162,8802,Zeev Opportunity,ריק במקור,ריק במקור,Zeev Opportunity Fund I,8514,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-07-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,514.389,1700.569,0.002909,0.0017985435327163165,0.00012376425722214056
162,8802,Audax,ריק במקור,ריק במקור,EC 6 ADLS co inv,8542,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-06-10 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1.912,6.32,0.0033,6.6841128626754465e-06,4.599578762425567e-07
162,8802,Audax,ריק במקור,ריק במקור,Audax Direct Lending Solutions Fund II,8548,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-03-09 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,2222.416,7347.307,0.001298,0.007770605889988187,0.0005347233740224794
162,8802,THOMA BRAVO,ריק במקור,ריק במקור,Proofpoint Co Invest Fund L.P,8558,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-07-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,310.108,1025.217,4.3e-05,0.0010842826165717615,7.461339145692488e-05
162,8802,Astorg,ריק במקור,ריק במקור,ASTORG MidCap SCSP,8559,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2021-03-01 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,481.194,1867.369,0.0007,0.0019749533468768014,0.00013590365180398523
162,8802,KARTESIA,ריק במקור,ריק במקור,KASS Unlevered   Compartment E,8563,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2021-06-30 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,1187.518,4608.4,0.000931,0.004873902803220494,0.00033539080330319585
162,8802,White Horse,ריק במקור,ריק במקור,Dawson GP Finance (Offshore) 1,8576,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-01-21 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,3004.172,9931.794,0.009712,0.010503992408994117,0.0007228175435947099
162,8802,CRESCENT,ריק במקור,ריק במקור,Crescent Direct Lending III,8577,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-07-29 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,3927.81,12985.341,0.001521,0.013733462785494753,0.0009450490298489552
162,8802,Court Square,ריק במקור,ריק במקור,Court Square Capital Lancet Holdings L.P,8626,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-08-19 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,24.934,82.43,0.0001,8.717902266935713e-05,5.999102490296511e-06
162,8802,CD&R Capital Partners,ריק במקור,ריק במקור,Clayton Dubilier & Rice XI L.P,8647,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2019-12-11 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1586.066,5243.533,0.000108,0.00554562759037392,0.0003816146048556585
162,8802,Francisco Partners,ריק במקור,ריק במקור,Boom Co invest B LP,8651,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-06-30 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,372.639,1231.945,0.000495,0.001302920794400111,8.965867181133488e-05
162,8802,THOMA BRAVO,ריק במקור,ריק במקור,Project Stream Co Invest Fund L.P,8653,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-09-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,192.972,637.966,0.000111,0.0006747210042008867,4.642998203717704e-05
162,8802,Pantheon,ריק במקור,ריק במקור,Pantheon Global Co Inv Opportunities V,8667,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2020-06-20 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1898.226,6275.536,0.0018,0.006637087167370699,0.00045672186880438433
162,8802,ISQ,ריק במקור,ריק במקור,ISQ Kio Co Invest Fund L.P,8729,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,איי קיימן,לא,2021-11-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,236.284,781.156,0.0005,0.000826160580277864,5.68510846161599e-05
162,8802, Monarch,ריק במקור,ריק במקור,Monarch Opportunistic Real Estate B 1,8733,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-08-04 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1615.677,5341.428,0.0052,0.005649162594913731,0.00038873922135799474
162,8802,Audax,ריק במקור,ריק במקור,AUDAX DLS CO INVESTMENT FUND 3 L.P,8734,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-08-13 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,2273.295,7515.514,0.004141,0.007948503765350853,0.0005469651674543041
162,8802,BROOKFIELD,ריק במקור,ריק במקור,BCP V DEXKO CO INVEST LP,8780,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-10-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,603.252,1994.35,0.000905,0.002109250077164047,0.0001451450934310669
162,8802,Israel Secondary fund III L.P,ריק במקור,ריק במקור,Israel Secondary fund III L.P,8786,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,ישראל,לא,2021-12-31 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,166.985,552.053,0.00245,0.0005838583161674949,4.0177393267932296e-05
162,8802,White Horse,ריק במקור,ריק במקור,PORCUPINE HOLDINGS (OFFSHORE) LP,8792,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-12-09 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,507.019,1676.206,0.001396,0.0017727769121983793,0.00012199116327611248
162,8802,Hush lux S.a.r.l,ריק במקור,ריק במקור,ARES EUROPEAN CREDIT INVESTMENTS VIII,8795,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,בריטניה,לא,2021-12-13 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,3303.912,12821.493,0.002064,0.013560175044304302,0.000933124476351077
162,8802,APOLLO,ריק במקור,ריק במקור,AP IX Connect Holdings L.P,8842,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2022-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,24.269,80.234,5.6e-05,8.485650497213635e-05,5.839281683931216e-06
162,8802,APOLLO,ריק במקור,ריק במקור,AP IX Connect Holdings L.P,8843,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2022-01-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,46.754,154.568,0.000105,0.00016347309445538267,1.1249172312509415e-05
162,8802,White Horse,ריק במקור,ריק במקור,Ambition HOLDINGS OFFSHORE LP,8973,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-12-14 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1004.645,3321.356,0.001951,0.0035127086014437136,0.00024172212848187866
162,8802,"אלקטרה נדל""ן בע""מ",ריק במקור,ריק במקור,ELECTRA AMERICA PRINCIPAL HOSPITALITY,8986,פנימי,"קרן נדל""ן",ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-09-30 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1725.132,5703.285,0.0033,0.006031867187975305,0.0004150745025642452
162,8802,Cheyne Capital,ריק במקור,ריק במקור,Cheyne Real Estate Credit Holdings VII,9011,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2022-03-24 00:00:00,GBP,דיווח מנהל הקרן,אי-תלות,2025-08-31 00:00:00,4.4409,3580.024,15898.53,0.003527,0.01681448874535308,0.0011570655212307871
162,8802,KARTESIA,ריק במקור,ריק במקור,Kartesia Senior Opportunities II RAIF,9014,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2022-03-31 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,1740.024,6752.511,0.003046,0.007141542030135671,0.000491435224503877
162,8802,KARTESIA,ריק במקור,ריק במקור,KASS Unlevered II S.a r.l,9015,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2022-03-31 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,1442.093,5596.332,0.003136,0.005918752326740855,0.0004072906616247246
162,8802,trilantic,ריק במקור,ריק במקור,Girasol Investments S.A,9023,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2021-09-01 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,366.087,1420.674,0.0013,0.0015025229995361672,0.00010339401833433827
162,8802,Copenhagen Infrastructure,ריק במקור,ריק במקור,Copenhagen Energy Transition,9028,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2022-04-10 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,254.603,988.037,0.0004,0.001044960572863807,7.19075000267511e-05
162,8802,KKR,ריק במקור,ריק במקור,KKR THOR CO INVEST LP,9039,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2022-03-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1489.326,4923.711,0.001135,0.0052073797511387,0.0003583385529734359
162,8802,Francisco Partners,ריק במקור,ריק במקור,Francisco Partners VII,9054,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-11-15 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,456.076,1507.786,9e-05,0.0015946537653104367,0.00010973386809940815
162,8802,White Horse,ריק במקור,ריק במקור,Dawson Portfolio Finance 5 LP,9071,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-12-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,4270.817,14119.322,0.001392,0.014932775600072216,0.0010275780634659505
162,8802,PERMIRA,ריק במקור,ריק במקור,Permira VIII   2 SCSp,9128,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2022-06-01 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,936.58,3634.586,0.0001,0.003843984657136091,0.00026451842683242546
162,8802,advnt international,ריק במקור,ריק במקור,Advent International GPE X B L.P,9136,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2022-06-01 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,710.018,2755.367,0,0.0029141113933689013,0.00020053049898557352
162,8802,ICG,ריק במקור,ריק במקור,ICG Senior Debt Partners Fund 5 A SCSp,9157,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2022-07-21 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,3073.522,11927.416,0.001357,0.012614587769633055,0.0008680552108261851
162,8802,Meridiam,ריק במקור,ריק במקור,MIE III Co Investment Fund II S.L.P,9172,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2022-07-01 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,209.662,813.637,0.002175,0.0008605129014633958,5.921499154309574e-05
162,8802,Global Infrastructure Partners,ריק במקור,ריק במקור,GIP CAPS II Panther Co Investment L.P,9229,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2022-06-23 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,196.37,649.199,0.0008,0.0006866011687240564,4.72474989396822e-05
162,8802,BROOKFIELD,ריק במקור,ריק במקור,Brookfield Capital Partners Fund VI,9236,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2022-05-31 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1135.796,3754.941,0.000154,0.0039712736450454745,0.00027327764047090216
162,8802,Bessemer Venture Partners,ריק במקור,ריק במקור,Bessemer Venture Partners XII L.P,9238,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2022-06-30 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,256.034,846.45,0.000198,0.0008952163500967772,6.16030608141633e-05
162,8802,Bessemer Venture Partners,ריק במקור,ריק במקור,BVP Forge Institutional A L.P,9239,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2022-06-30 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,325.332,1075.549,0.000541,0.0011375143837559672,7.827646104981101e-05
162,8802,Global Infrastructure Partners,ריק במקור,ריק במקור,GIP IV Seaway Energy,9245,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2022-09-12 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,17.27,57.096,0.000565,6.038546012774007e-05,4.1553409654976286e-06
162,8802,Global Infrastructure Partners,ריק במקור,ריק במקור,GIP IV Gutenberg Co Invest SCsp,9246,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גרמניה,לא,2022-09-12 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,624.617,2423.952,0.000645,0.0025636026490044104,0.0001764107300686547
162,8802,VINTAGE,ריק במקור,ריק במקור,Vintage Fund of Funds VII (Access) LP,9273,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,2022-10-18 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,776.131,2565.889,0.0046,0.0027137170362495945,0.00018674064163198378
162,8802,AIOF II WOOLLY CO INVEST GP LLC,ריק במקור,ריק במקור,AIOF II Woolly Co Invest Fund L.P,9282,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2022-10-14 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,394.547,1304.371,0.0024,0.001379519458671018,9.492970173930062e-05
162,8802,Arcmont,ריק במקור,ריק במקור,DIRECT LENDING FUND IV (EUR) SLP,9317,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2021-12-15 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,4097.058,15899.453,0.000735,0.016815464921962613,0.001157132695458599
162,8802,PROXIMA CO INVEST L.P.,ריק במקור,ריק במקור,Proxima Co Invest L.P,9377,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2021-11-02 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1020.364,3373.322,0.0029,0.0035676685079345035,0.0002455041175636541
162,8802,Kartesia Credit Opportunities VI SCS,ריק במקור,ריק במקור,Kartesia Credit Opportunities VI SCS,9384,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2022-12-15 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,948.268,3679.943,0.001369,0.00389195480066653,0.00026781942515406054
162,8802,Global Infrastructure Partners,ריק במקור,ריק במקור,GIP CAPS II REX Co Investment Fund L.P,9385,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2022-12-01 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,460.737,1787.981,0.001,0.0018909915823290043,0.00013012594043070296
162,8802,ArcLight Fund VII AIV L.P,ריק במקור,ריק במקור,ArcLight Fund VII AIV L.P,9386,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2022-12-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,32.004,105.805,0.0005,0.00011190072174610374,7.700291629089195e-06
162,8802,Astorg VIII,ריק במקור,ריק במקור,Astorg VIII,9391,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,2022-02-16 00:00:00,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.8807,441.371,1712.828,0.00014,0.0018115088079668764,0.00012465644450139016
162,8802,WHLP Kennedy (A) LP,ריק במקור,ריק במקור,WHLP Kennedy (A) LP,9409,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2023-01-05 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,285.855,945.037,0.0013,0.0009994832226905405,6.877803979282231e-05
162,8802,Israel Secondary fund III L.P,ריק במקור,ריק במקור,ISF III Overflow Fund L.P,9457,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,ישראל,לא,2022-11-28 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,103.278,341.438,0.005777,0.000361109197406041,2.484922426400412e-05
162,8802,CD&R Associates XII L.P,ריק במקור,ריק במקור,CDR XII,9471,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2023-02-01 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,584.829,1933.444,4.9e-05,0.0020448351122883965,0.0001407124677332142
162,8802,Point Faro Investments LTD,ריק במקור,ריק במקור,Faropoint III FEEDER 6,9489,פנימי,"קרן נדל""ן",ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2022-04-14 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1987.897,6571.988,0.0021,0.0069506185955931455,0.00047829709543853916
162,8802,Global Infrastructure GP Core L.P,ריק במקור,ריק במקור,Global Infrastructure Partners Core C,9495,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2023-02-23 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1327.947,4390.194,0.0026,0.004643125345734267,0.00031951017540076185
162,8802,Exeter Property Group LLC,ריק במקור,ריק במקור,EQT Exeter Industrial Value Fund VI,9526,פנימי,"קרן נדל""ן",ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,2022-03-25 00:00:00,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30 00:00:00,3.306,1429.2,4724.935,0.0006,0.0049971517102540206,0.0003438720044278678
