מספר קרן,מספר מסלול,מאפיין עיקרי,חודש הנפקת שכבה,חודש הבדיקה,"שווי הנכסים באפיק (באלפי ש""ח)",שיעור מסך נכסי ההשקעה
214,15038,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",7957.56117,0.004548
214,15038,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",11837.83708,0.006767
214,15038,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",4591.61685,0.002624
214,15038,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",6618.90216,0.003783
214,15038,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",8751.42519,0.005002
214,15038,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",8154.34581,0.004661
214,15038,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",3109.69971,0.001777
214,15038,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",7274.32874,0.004158
214,15038,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1567.62505,0.000896
214,15038,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",4951.3701,0.00283
214,15038,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",7534.87201,0.004307
214,15038,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",7551.19263,0.004316
214,15038,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",9170.4944,0.005242
214,15038,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",10846.16854,0.0062
214,15038,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",3951.16492,0.002258
214,15038,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",699.80746,0.0004
214,15038,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",9373.59076,0.005358
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",253.73997,0.00512
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",127.04623,0.002563
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",210.2311,0.004242
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",327.54313,0.006609
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",242.09879,0.004885
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",183.13953,0.003695
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",32.43298,0.000654
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",208.93524,0.004215
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",8.57513,0.000173
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",225.62398,0.004552
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",220.17912,0.004442
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",300.10449,0.006055
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",98.80163,0.001993
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",203.69629,0.00411
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",339.76742,0.006855
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",259.35948,0.005233
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",109.32546,0.002206
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",137.0003,0.002764
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",184.75017,0.003727
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",151.34877,0.003053
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",43.37488,0.000875
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",185.43144,0.003741
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",19.36309,0.00039
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",242.14468,0.004886
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",86.04281,0.001736
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",201.27464,0.004061
214,15276,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",208.48366,0.004206
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",4952.7962,0.005019
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",5730.87344,0.005808
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1886.74166,0.001912
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",3541.047,0.003589
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",2087.70738,0.002116
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",3989.8817,0.004043
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",828.2981,0.000839
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",3981.25824,0.004035
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",4308.57438,0.004366
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",4623.18149,0.004685
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",2616.19348,0.002651
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",4845.48462,0.004911
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",3889.83747,0.003942
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",163.75299,0.000165
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1643.09594,0.001665
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",3843.59299,0.003895
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",3497.28021,0.003544
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",2890.19554,0.002929
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",4204.59776,0.004261
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",4624.0578,0.004686
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",369.76264,0.000374
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",2426.10789,0.002458
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",619.34873,0.000627
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",4014.62789,0.004069
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",6254.84897,0.006339
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",6488.28725,0.006576
214,15277,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",3528.03728,0.003575
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",278.89209,0.006849
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",177.90141,0.004369
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",187.4752,0.004604
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",108.17564,0.002656
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",128.86845,0.003165
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",7.30144,0.000179
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",177.51691,0.00436
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",157.88871,0.003877
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",206.17814,0.005064
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",179.0048,0.004396
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",173.44062,0.004259
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",192.11132,0.004718
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",84.1263,0.002066
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",27.61561,0.000678
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",206.13907,0.005063
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",216.05115,0.005306
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",73.26259,0.001799
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",171.37867,0.004209
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",93.08699,0.002286
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",16.48703,0.000404
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",289.30067,0.007105
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",220.83598,0.005424
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",255.529,0.006276
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",36.93227,0.000907
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",155.93723,0.00383
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",116.65121,0.002865
214,15278,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",157.30863,0.003863
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",184885.12874,0.003751
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",210926.70497,0.00428
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",256158.49858,0.005198
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",222277.75646,0.00451
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",212234.92233,0.004306
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",152791.35283,0.0031
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",32742.12016,0.000664
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",187198.87761,0.003798
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",19547.65134,0.000396
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",203193.09354,0.004123
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",110367.49265,0.002239
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",244406.35409,0.004959
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",261831.5687,0.005313
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",205637.82674,0.004173
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",43788.31307,0.000888
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",244452.6804,0.00496
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",99743.35891,0.002024
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",8656.8679,0.000175
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",227774.52195,0.004622
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",343005.92218,0.00696
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",138306.12347,0.002806
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",330665.11354,0.00671
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",186511.11355,0.003784
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",210470.82265,0.004271
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",128257.17194,0.002602
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",86862.92954,0.001762
214,2172,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",302964.9358,0.006148
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",27066.82675,0.006141
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",18844.14962,0.004275
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",18153.23032,0.004118
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",30644.08046,0.006952
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",16724.31027,0.003794
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",9860.20971,0.002237
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",21839.35356,0.004955
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",7760.31675,0.00176
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",11458.47008,0.002599
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",23391.97996,0.005307
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",18803.42118,0.004266
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",773.40285,0.000175
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",12356.2414,0.002803
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",16662.86557,0.00378
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",16517.60041,0.003747
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",13650.34889,0.003097
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",18371.6423,0.004168
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1746.38326,0.000396
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",19858.25029,0.004505
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",8911.05173,0.002021
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",22885.14901,0.005192
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",2925.17446,0.000663
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",29541.55508,0.006702
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",3912.03913,0.000887
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",18961.0255,0.004302
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",21835.21477,0.004954
214,2173,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",20349.33022,0.004617
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1894.7645,0.006763
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1500.33717,0.005355
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1965.47933,0.007015
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1305.1848,0.004658
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1273.68744,0.004546
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",49.60525,0.000177
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",875.51913,0.003125
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1216.14038,0.00434
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1164.32924,0.004155
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",571.54556,0.00204
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",734.93431,0.002623
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1206.0318,0.004304
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1400.48788,0.004998
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",792.51642,0.002828
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1208.64408,0.004314
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",187.61764,0.000669
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",112.0112,0.000399
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",497.73861,0.001776
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1068.7388,0.003814
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1467.82957,0.005239
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1072.6798,0.003828
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1059.42165,0.003781
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1400.75334,0.004999
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",250.91411,0.000895
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",632.42356,0.002257
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1178.33796,0.004205
214,2174,החזקה באפיק השקעה מובטח תשואה,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1736.03801,0.006196
