מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,ענף מסחר,בעל עניין/צד קשור,תאריך רכישה,דירוג,שם מדרג,דירוג נייר הערך/המנפיק,מטבע פעילות,"מח""מ",מועד פדיון,תשואה לפדיון,שיעור ריבית,נחיתות חוזית,האם סווג כחוב בעייתי,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,תאריך אחרון בו נבחנה בפועל ירידת ערך,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
214,2177,fareva,529900NV4AU5L7YCQZ74,LEI,Allianz EPC - FAREVA  14.09.21,FR0014000XT6,ISIN,"צמוד למט""ח","חו""ל",צרפת,לא סחיר,Biotechnology,לא,2020-12-31,NR,NR,NR,EUR,2.89,2028-12-04,0.0526,0.0315,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,65302.56,3.8807,104.03,263.63245,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.012367,2.6e-05
214,2177,Compagnie Daher SA,9695007HZEMQXKZKY735,LEI,Allianz EPC - Daher 7 years  12/07/21,FR0014003ZB3,ISIN,"צמוד למט""ח","חו""ל",צרפת,לא סחיר,Aerospace & Defense,לא,2021-07-12,NR,NR,NR,EUR,2.62,2028-06-24,0.0566,0.038,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,54655.4,3.8807,96.39,204.44436,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.00959,2e-05
214,2177,Compagnie Daher SA,9695007HZEMQXKZKY735,LEI,Allianz EPC - Daher 8 years  12/07/21,FR0014003ZN8,ISIN,"צמוד למט""ח","חו""ל",צרפת,לא סחיר,Aerospace & Defense,לא,2021-07-12,NR,NR,NR,EUR,3.49,2029-06-24,0.0602,0.041,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,20584.5,3.8807,94.8,75.7284,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.003552,7e-06
214,2177,Ramsay Generele de Sante S.A.,969500I1EJGUAT223F44,LEI,Allianz EPC - RGDS 14.12.21,FR00140072A0,ISIN,"צמוד למט""ח","חו""ל",צרפת,לא סחיר,Health Care Equipment & Supplies,לא,2021-12-14,NR,NR,NR,EUR,3.87,2029-12-14,0.0553,0.03375,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,60333.89,3.8807,94.74,221.82207,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.010405,2.2e-05
214,2177,Groupe Spie Batignolles,969500GEHCCQHWGSYG40,LEI,Groupe Spie Batignolles  Allianz 24.01.22,FR0014007N08,ISIN,"צמוד למט""ח","חו""ל",צרפת,לא סחיר,Real Estate Management & Development,לא,2022-01-24,NR,NR,NR,EUR,2.96,2029-01-24,0.0634,0.045,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,30521.85,3.8807,105.1,124.48689,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.005839,1.2e-05
214,2177,Promontoria Holding 184 B.V.,5493005KS8NQNY3SFW70,LEI,Project Leo Promontoria Holding_  Allianz 13.09.18,XS1877874591,ISIN,"צמוד למט""ח","חו""ל",הולנד,לא סחיר,Independent Power and Renewable Electricity Producers,לא,2018-09-13,NR,NR,NR,EUR,5.03,2037-06-30,0.0465,0.0329,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,52615.9,3.8807,94.44,192.83376,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.009045,1.9e-05
214,2177,"BRISAL – AUTO-ESTRADAS DO LITORAL, S.A",254900X307XS9GAAHG45,LEI,Allianz - Brisal Toll Road 21.07.22,PTBSLBOM0001,ISIN,"צמוד למט""ח","חו""ל",פורטוגל,לא סחיר,Transportation Infrastructure,לא,2022-07-21,NR,NR,NR,EUR,3.79,2032-12-31,0.0387,0.03839,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,44166.98,3.8807,100.96,173.04424,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.008117,1.7e-05
214,2177,INDAQUA  Industria e Gestao de Agua S.A. HoldCo,549300I3FYD88D6BNW80,LEI,אגח INDAQUA Allianz 14/03/2019,PTIDQBOM0006,ISIN,"צמוד למט""ח","חו""ל",פורטוגל,לא סחיר,Water Utilities,לא,2019-03-15,NR,NR,NR,EUR,6.64,2039-03-15,0.0416,0.02908,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,72613.61,3.8807,92.97,261.98167,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.012289,2.6e-05
214,2203,"רפאל מערכות לחימה מתקדמות בע""מ",520042185,ח.פ.,"רפאל מערכות לחימה אג""ח סדרה ג' - צמוד",IL0011402760,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,ביטחוניות,לא,2017-03-02,Aaa.il,מידרוג Moodys,נייר ערך,ILS,4.65,2034-09-15,0.0245,0.0214,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,6427732.09,1.0,118.75,7632.93185,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.978476,0.00395
214,2203,"נתיבי הגז הטבעי לישראל בע""מ",513436394,ח.פ.,נתיבי גז אגח 1 מ,IL0011030843,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,שירותים,לא,2007-01-02,Aaa.il,מידרוג Moodys,נייר ערך,ILS,0.58,2026-12-29,0.0283,0.056,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,113698.86,1.0,147.67,167.8991,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.021523,8.6e-05
214,8588,וי.אי.די. התפלת מי אשקלון,513102384,ח.פ.,ויאידי  אגח0706-ל,IL0010979974,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2006-04-22,AA,פנימי,נייר ערך,ILS,0.06,2025-10-22,0.0284,0.0775,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.0,1.0,149.14,0.0,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.0,0.0
214,8588,"מקורות חברת מים בע""מ",520010869,ח.פ.,מקורות אגח 6,IL0011009086,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,שירותים,לא,2006-12-25,ilAAA,S&P מעלות,נייר ערך,ILS,4.98,2036-12-25,0.0272,0.049,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.02,1.0,164.64,4e-05,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",1.7e-05,0.0
214,8588,"אלון חברת הדלק לישראל בע""מ",520041690,ח.פ.,אלון דלק אג1מ,IL0011015679,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2007-01-22,D,פנימי,נייר ערך,ILS,,2025-10-30,0.0001,0.056,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",גורם תלוי/פנימי,קיימת תלות,2025-09-30,2025-09-30,0.01,1.0,0.001,0.0,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.0,0.0
214,8588,"נתיבי הגז הטבעי לישראל בע""מ",513436394,ח.פ.,נתיבי גז אגח 1 מ,IL0011030843,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,שירותים,לא,2007-01-02,Aaa.il,מידרוג Moodys,נייר ערך,ILS,0.58,2026-12-29,0.0283,0.056,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.0,1.0,147.67,0.0,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.0,0.0
214,8588,"מקורות חברת מים בע""מ",520010869,ח.פ.,"מקורות אג""ח סדרה 8",IL0011243461,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,שירותים,לא,2011-07-14,AA+,פנימי,נייר ערך,ILS,9.45,2048-07-14,0.0277,0.041,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.07,1.0,139.55,9e-05,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",3.9e-05,0.0
214,8588,"רפאל מערכות לחימה מתקדמות בע""מ",520042185,ח.פ.,"רפאל מערכות לחימה אג""ח סדרה ג' - צמוד",IL0011402760,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,ביטחוניות,לא,2017-03-02,Aaa.il,מידרוג Moodys,נייר ערך,ILS,4.65,2034-09-15,0.0245,0.0214,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,1929.54,1.0,118.75,2.29132,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.999916,8.7e-05
214,8588,"אגד חברה לתחבורה בע""מ",516041118,ח.פ.,"אג""ח אגד חברה לתחבורה סדרה 1",IL0011987877,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,שירותים,לא,2023-08-16,ilAA-,S&P מעלות,נייר ערך,ILS,2.29,2029-12-31,0.035,0.0364,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.02,1.0,108.84,2e-05,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",8e-06,0.0
214,8588,"גב-ים נגב בע""מ",514189596,ח.פ.,גב-ים נגב סדרה ב,IL0012084534,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2024-07-11,ilA+,S&P מעלות,נייר ערך,ILS,2.89,2028-12-31,0.0422,0.0384,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.01,1.0,106.65,1e-05,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",4e-06,0.0
214,8588,"חברת החשמל לישראל בע""מ",520000472,ח.פ.,חברת חשמל 2029 07.05.2014,IL0060001869,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,אנרגיה,לא,2014-05-07,AA,פנימי,נייר ערך,ILS,1.97,2029-05-07,0.0288,0.06,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.01,1.0,129.32,2e-05,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",8e-06,0.0
214,8588,וי.אי.די. התפלת מי אשקלון,513102384,ח.פ.,V.I.D  ויאידיאגח0103,IL0010876832,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2003-04-23,AA,פנימי,נייר ערך,ILS,0.06,2025-10-22,0.028,0.0775,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.0,1.0,148.14,0.0,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.0,0.0
214,8588,"נתיבי הגז הטבעי לישראל בע""מ",513436394,ח.פ.,נתיבי גז אג3מ,IL0011255093,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,שירותים,לא,2011-12-27,Aaa.il,מידרוג Moodys,נייר ערך,ILS,3.04,2031-12-31,0.0284,0.048,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.01,1.0,131.46,1e-05,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",4e-06,0.0
214,8588,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,"אג""ח נדחה לאומי לישראל",3120057,פנימי,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנקים,כן,2002-12-25,Aa1.il,מידרוג Moodys,נייר ערך,ILS,0.8,2027-01-24,0.0238,0.066,החוב נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.0,1.0,156.55,0.0,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.0,0.0
214,9823,וי.אי.די. התפלת מי אשקלון,513102384,ח.פ.,ויאידי  אגח0706-ל,IL0010979974,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2006-04-22,AA,פנימי,נייר ערך,ILS,0.06,2025-10-22,0.0284,0.0775,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,10.79,1.0,149.14,0.01609,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.00013,0.0
214,9823,"נתיבים אגרות חוב בע""מ",513502229,ח.פ.,"נתיבים אג""ח",IL0010902810,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,"אג""ח מובנות",לא,2005-11-01,Aa1.il,מידרוג Moodys,נייר ערך,USD,0.99,2027-07-02,0.0458,0.0797,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.0,3.306,105.33,1e-05,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.0,0.0
214,9823,וי.אי.די. התפלת מי אשקלון,513102384,ח.פ.,V.I.D  ויאידיאגח0103,IL0010876832,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2003-04-23,AA,פנימי,נייר ערך,ILS,0.06,2025-10-22,0.028,0.0775,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.23,1.0,148.14,0.00034,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",2e-06,0.0
214,9823,"נתיבי הגז הטבעי לישראל בע""מ",513436394,ח.פ.,נתיבי גז אגח 1 מ,IL0011030843,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,שירותים,לא,2007-01-02,Aaa.il,מידרוג Moodys,נייר ערך,ILS,0.58,2026-12-29,0.0283,0.056,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,30.1,1.0,147.67,0.04445,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.000361,0.0
214,9823,"מקורות חברת מים בע""מ",520010869,ח.פ.,"מקורות אג""ח סדרה 8",IL0011243461,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,שירותים,לא,2011-07-14,AA+,פנימי,נייר ערך,ILS,9.45,2048-07-14,0.0277,0.041,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,1060.28,1.0,139.55,1.47962,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.012046,0.0
214,9823,"נתיבי הגז הטבעי לישראל בע""מ",513436394,ח.פ.,נתיבי גז אג3מ,IL0011255093,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,שירותים,לא,2011-12-27,Aaa.il,מידרוג Moodys,נייר ערך,ILS,3.04,2031-12-31,0.0284,0.048,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,139.64,1.0,131.46,0.18358,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.001494,0.0
214,9823,"רפאל מערכות לחימה מתקדמות בע""מ",520042185,ח.פ.,"רפאל מערכות לחימה אג""ח סדרה ג' - צמוד",IL0011402760,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,ביטחוניות,לא,2017-03-02,Aaa.il,מידרוג Moodys,נייר ערך,ILS,4.65,2034-09-15,0.0245,0.0214,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,100903.53,1.0,118.75,119.82294,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.975531,2e-06
214,9823,"אגד חברה לתחבורה בע""מ",516041118,ח.פ.,"אג""ח אגד חברה לתחבורה סדרה 1",IL0011987877,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,שירותים,לא,2023-08-16,ilAA-,S&P מעלות,נייר ערך,ILS,2.29,2029-12-31,0.035,0.0364,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,280.35,1.0,108.84,0.30513,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.002484,0.0
214,9823,"גב-ים נגב בע""מ",514189596,ח.פ.,גב-ים נגב סדרה ב,IL0012084534,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2024-07-11,ilA+,S&P מעלות,נייר ערך,ILS,2.89,2028-12-31,0.0422,0.0384,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,181.4,1.0,106.65,0.19346,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.001575,0.0
214,9823,"חברת החשמל לישראל בע""מ",520000472,ח.פ.,חברת חשמל 2029 07.05.2014,IL0060001869,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,אנרגיה,לא,2014-05-07,AA,פנימי,נייר ערך,ILS,1.97,2029-05-07,0.0288,0.06,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,182.91,1.0,129.32,0.23654,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.001925,0.0
214,9823,"אלון חברת הדלק לישראל בע""מ",520041690,ח.פ.,אלון דלק אג1מ,IL0011015679,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2007-01-22,D,פנימי,נייר ערך,ILS,,2025-10-30,0.0001,0.056,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",גורם תלוי/פנימי,קיימת תלות,2025-09-30,2025-09-30,87.28,1.0,0.001,0.0,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.0,0.0
214,9823,"מקורות חברת מים בע""מ",520010869,ח.פ.,מקורות אגח 6,IL0011009086,ISIN,"נש""ר",ישראל,ישראל,לא סחיר,שירותים,לא,2006-12-25,ilAAA,S&P מעלות,נייר ערך,ILS,4.98,2036-12-25,0.0272,0.049,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,327.61,1.0,164.64,0.53938,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.00439,0.0
214,9823,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,"אג""ח נדחה לאומי לישראל",3120057,פנימי,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנקים,כן,2002-12-25,Aa1.il,מידרוג Moodys,נייר ערך,ILS,0.8,2027-01-24,0.0238,0.066,החוב נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,4.12,1.0,156.55,0.00645,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",5.2e-05,0.0
214,9823,fareva,529900NV4AU5L7YCQZ74,LEI,Allianz EPC - FAREVA  14.09.21,FR0014000XT6,ISIN,"צמוד למט""ח","חו""ל",צרפת,לא סחיר,Biotechnology,לא,2020-12-31,NR,NR,NR,EUR,2.89,2028-12-04,0.0526,0.0315,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.01,3.8807,104.03,5e-05,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.0,0.0
214,9823,Compagnie Daher SA,9695007HZEMQXKZKY735,LEI,Allianz EPC - Daher 7 years  12/07/21,FR0014003ZB3,ISIN,"צמוד למט""ח","חו""ל",צרפת,לא סחיר,Aerospace & Defense,לא,2021-07-12,NR,NR,NR,EUR,2.62,2028-06-24,0.0566,0.038,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.01,3.8807,96.39,4e-05,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.0,0.0
214,9823,Compagnie Daher SA,9695007HZEMQXKZKY735,LEI,Allianz EPC - Daher 8 years  12/07/21,FR0014003ZN8,ISIN,"צמוד למט""ח","חו""ל",צרפת,לא סחיר,Aerospace & Defense,לא,2021-07-12,NR,NR,NR,EUR,3.49,2029-06-24,0.0602,0.041,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.0,3.8807,94.8,2e-05,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.0,0.0
214,9823,Ramsay Generele de Sante S.A.,969500I1EJGUAT223F44,LEI,Allianz EPC - RGDS 14.12.21,FR00140072A0,ISIN,"צמוד למט""ח","חו""ל",צרפת,לא סחיר,Health Care Equipment & Supplies,לא,2021-12-14,NR,NR,NR,EUR,3.87,2029-12-14,0.0553,0.03375,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.01,3.8807,94.74,5e-05,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.0,0.0
214,9823,"BRISAL – AUTO-ESTRADAS DO LITORAL, S.A",254900X307XS9GAAHG45,LEI,Allianz - Brisal Toll Road 21.07.22,PTBSLBOM0001,ISIN,"צמוד למט""ח","חו""ל",פורטוגל,לא סחיר,Transportation Infrastructure,לא,2022-07-21,NR,NR,NR,EUR,3.79,2032-12-31,0.0387,0.03839,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.01,3.8807,100.96,4e-05,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.0,0.0
214,9823,INDAQUA  Industria e Gestao de Agua S.A. HoldCo,549300I3FYD88D6BNW80,LEI,אגח INDAQUA Allianz 14/03/2019,PTIDQBOM0006,ISIN,"צמוד למט""ח","חו""ל",פורטוגל,לא סחיר,Water Utilities,לא,2019-03-15,NR,NR,NR,EUR,6.64,2039-03-15,0.0416,0.02908,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.02,3.8807,92.97,5e-05,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.0,0.0
214,9823,Promontoria Holding 184 B.V.,5493005KS8NQNY3SFW70,LEI,Project Leo Promontoria Holding_  Allianz 13.09.18,XS1877874591,ISIN,"צמוד למט""ח","חו""ל",הולנד,לא סחיר,Independent Power and Renewable Electricity Producers,לא,2018-09-13,NR,NR,NR,EUR,5.03,2037-06-30,0.0465,0.0329,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.01,3.8807,94.44,4e-05,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.0,0.0
214,9823,Groupe Spie Batignolles,969500GEHCCQHWGSYG40,LEI,Groupe Spie Batignolles  Allianz 24.01.22,FR0014007N08,ISIN,"צמוד למט""ח","חו""ל",צרפת,לא סחיר,Real Estate Management & Development,לא,2022-01-24,NR,NR,NR,EUR,2.96,2029-01-24,0.0634,0.045,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,0.01,3.8807,105.1,3e-05,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.0,0.0
214,9827,וי.אי.די. התפלת מי אשקלון,513102384,ח.פ.,ויאידי  אגח0706-ל,IL0010979974,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2006-04-22,AA,פנימי,נייר ערך,ILS,0.06,2025-10-22,0.0284,0.0775,החוב לא נחות,"תא ללא תוכן, המשך בתא הבא",חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,51821.32,1.0,149.14,77.28632,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",0.003289,5e-06
