מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,נכס בסיס,תאריך רכישה,דירוג,שם מדרג,דירוג נייר הערך/המנפיק,מטבע פעילות,"מח""מ",שיעור ריבית,תשואה לפדיון,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
214,2172,"טור-בר בע""מ",516006467,ח.פ.,Torr Bar Ltd safe,12914008,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2025-03-04,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2025-03-04,56364.0,3.306,100.0,186.33938,0.014666,3e-06
214,2172,"טאביט טכנולוגיות בע""מ",514759661,ח.פ.,Tabit Technologies Ltd,12914002,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2022-08-10,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2024-08-11,133294.0,3.306,100.0,440.66996,0.034684,8e-06
214,2174,"בנק הפועלים בע""מ",520000118,ח.פ.,בנק הפועלים אג'ח צמודות אשראי אגח1 24.09.24 cln,IL0012117474,ISIN,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2024-09-24,ilAAA,S&P מעלות,מנפיק,ILS,1.9,0.0675,0.0689,חברת ציטוט,אי-תלות,2025-09-30,1173695.26,1.0,101.09,1186.48854,0.154429,0.004235
214,2174,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,אגח CLN צמודות אשראי סדרה 3 בנק לאומי 22.12.24,IL0012150293,ISIN,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2024-12-22,ilAAA,S&P מעלות,מנפיק,ILS,3.73,0.0369,0.037,חברת ציטוט,אי-תלות,2025-09-30,22024.92,1.0,103.39,22.77156,0.002963,8.1e-05
214,2174,"בנק הפועלים בע""מ",520000118,ח.פ.,"בנק הפועלים בע""מ  CLN אשראי משיכה 2",10000504,טיקר,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2025-06-29,ilAAA,S&P מעלות,מנפיק,ILS,1.33,0.065,0.062,חברת ציטוט,אי-תלות,2025-09-30,2634050.16,1.0,100.4,2644.58636,0.34421,0.009439
214,2174,"בנק הפועלים בע""מ",520000118,ח.פ.,"בנק הפועלים בע""מ  CLN אשראי משיכה 1",10000504,טיקר,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2025-03-30,ilAAA,S&P מעלות,מנפיק,ILS,2.92,0.065,0.061,חברת ציטוט,אי-תלות,2025-09-30,3810155.5,1.0,100.5,3829.20628,0.498395,0.013667
214,2175,"טור-בר בע""מ",516006467,ח.פ.,Torr Bar Ltd safe,12914008,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2025-03-04,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2025-03-04,44625.0,3.306,100.0,147.53025,0.229099,1.2e-05
214,2175,"טאביט טכנולוגיות בע""מ",514759661,ח.פ.,Tabit Technologies Ltd,12914002,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2022-08-10,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2024-08-11,105534.0,3.306,100.0,348.8954,0.5418,3e-05
214,2175,"אן. אס. נוקס טכנולוגיות בע""מ",515267888,ח.פ.,NSKNOX SAFE,12914009,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2025-07-14,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2025-07-06,44625.0,3.306,100.0,147.53025,0.229099,1.2e-05
214,2177,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,אגח CLN צמודות אשראי סדרה 3 בנק לאומי 22.12.24,IL0012150293,ISIN,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2024-12-22,ilAAA,S&P מעלות,מנפיק,ILS,3.73,0.0369,0.037,חברת ציטוט,אי-תלות,2025-09-30,2199676.6,1.0,103.39,2274.24563,0.601432,0.000231
214,2177,"בנק הפועלים בע""מ",520000118,ח.פ.,"בנק הפועלים בע""מ  CLN אשראי משיכה 1",10000504,טיקר,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2025-03-30,ilAAA,S&P מעלות,מנפיק,ILS,2.92,0.065,0.061,חברת ציטוט,אי-תלות,2025-09-30,771439.33,1.0,100.5,775.29652,0.205029,7.9e-05
214,2177,"אן. אס. נוקס טכנולוגיות בע""מ",515267888,ח.פ.,NSKNOX SAFE,12914009,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2025-07-14,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2025-07-06,27042.0,3.306,100.0,89.40085,0.023642,9e-06
214,2177,"טור-בר בע""מ",516006467,ח.פ.,Torr Bar Ltd safe,12914008,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2025-03-04,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2025-03-04,27042.0,3.306,100.0,89.40085,0.023642,9e-06
214,2177,"סופלנט בע""מ",515724847,ח.פ.,SUPPLANT LTD,12914005,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2024-06-06,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2025-05-27,103333.57,3.306,100.0,341.62078,0.090342,3.4e-05
214,2177,"טאביט טכנולוגיות בע""מ",514759661,ח.פ.,Tabit Technologies Ltd,12914002,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2022-08-10,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2024-08-11,63950.0,3.306,100.0,211.4187,0.05591,2.1e-05
214,8588,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,אגח CLN צמודות אשראי סדרה 3 בנק לאומי 22.12.24,IL0012150293,ISIN,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2024-12-22,ilAAA,S&P מעלות,מנפיק,ILS,3.73,0.0369,0.037,חברת ציטוט,אי-תלות,2025-09-30,0.02,1.0,103.39,2e-05,1.0,0.0
214,9823,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,אגח CLN צמודות אשראי סדרה 3 בנק לאומי 22.12.24,IL0012150293,ISIN,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2024-12-22,ilAAA,S&P מעלות,מנפיק,ILS,3.73,0.0369,0.037,חברת ציטוט,אי-תלות,2025-09-30,357.48,1.0,103.39,0.3696,4.2e-05,0.0
214,9823,"בנק הפועלים בע""מ",520000118,ח.פ.,"בנק הפועלים בע""מ  CLN אשראי משיכה 1",10000504,טיקר,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2025-03-30,ilAAA,S&P מעלות,מנפיק,ILS,2.92,0.065,0.061,חברת ציטוט,אי-תלות,2025-09-30,5186008.34,1.0,100.5,5211.93838,0.598888,0.000128
214,9823,"טאביט טכנולוגיות בע""מ",514759661,ח.פ.,Tabit Technologies Ltd,12914002,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2022-08-10,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2024-08-11,309778.0,3.306,100.0,1024.12606,0.117679,2.5e-05
214,9823,"טור-בר בע""מ",516006467,ח.פ.,Torr Bar Ltd safe,12914008,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2025-03-04,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2025-03-04,130990.0,3.306,100.0,433.05294,0.04976,1e-05
214,9823,"סופלנט בע""מ",515724847,ח.פ.,SUPPLANT LTD,12914005,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2024-06-06,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2025-05-27,484012.14,3.306,100.0,1600.14413,0.183867,3.9e-05
214,9823,"אן. אס. נוקס טכנולוגיות בע""מ",515267888,ח.פ.,NSKNOX SAFE,12914009,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2025-07-14,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2025-07-06,130990.0,3.306,100.0,433.05294,0.04976,1e-05
214,9827,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,אגח CLN צמודות אשראי סדרה 3 בנק לאומי 22.12.24,IL0012150293,ISIN,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2024-12-22,ilAAA,S&P מעלות,מנפיק,ILS,3.73,0.0369,0.037,חברת ציטוט,אי-תלות,2025-09-30,1716671.9,1.0,103.39,1774.86708,0.027956,0.000137
214,9827,"בנק הפועלים בע""מ",520000118,ח.פ.,בנק הפועלים אג'ח צמודות אשראי אגח1 24.09.24 cln,IL0012117474,ISIN,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2024-09-24,ilAAA,S&P מעלות,מנפיק,ILS,1.9,0.0675,0.0689,חברת ציטוט,אי-תלות,2025-09-30,9170510.75,1.0,101.09,9270.46931,0.146023,0.000719
214,9827,"בנק הפועלים בע""מ",520000118,ח.פ.,"בנק הפועלים בע""מ  CLN אשראי משיכה 2",10000504,טיקר,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2025-06-29,ilAAA,S&P מעלות,מנפיק,ILS,1.33,0.065,0.062,חברת ציטוט,אי-תלות,2025-09-30,20580798.13,1.0,100.4,20663.12133,0.325474,0.001604
214,9827,"בנק הפועלים בע""מ",520000118,ח.פ.,"בנק הפועלים בע""מ  CLN אשראי משיכה 1",10000504,טיקר,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2025-03-30,ilAAA,S&P מעלות,מנפיק,ILS,2.92,0.065,0.061,חברת ציטוט,אי-תלות,2025-09-30,30691317.06,1.0,100.5,30844.77364,0.48585,0.002394
214,9827,"טור-בר בע""מ",516006467,ח.פ.,Torr Bar Ltd safe,12914008,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2025-03-04,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2025-03-04,39277.0,3.306,100.0,129.84976,0.002045,1e-05
214,9827,"סופלנט בע""מ",515724847,ח.פ.,SUPPLANT LTD,12914005,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2024-06-06,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2025-05-27,110748.72,3.306,100.0,366.13526,0.005767,2.8e-05
214,9827,"אן. אס. נוקס טכנולוגיות בע""מ",515267888,ח.פ.,NSKNOX SAFE,12914009,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2025-07-14,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2025-07-06,39277.0,3.306,100.0,129.84976,0.002045,1e-05
214,9827,"טאביט טכנולוגיות בע""מ",514759661,ח.פ.,Tabit Technologies Ltd,12914002,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2022-08-10,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2024-08-11,92885.0,3.306,100.0,307.07781,0.004836,2.3e-05
214,9829,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,אגח CLN צמודות אשראי סדרה 3 בנק לאומי 22.12.24,IL0012150293,ISIN,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2024-12-22,ilAAA,S&P מעלות,מנפיק,ILS,3.73,0.0369,0.037,חברת ציטוט,אי-תלות,2025-09-30,1778715.33,1.0,103.39,1839.01378,0.014782,0.000319
214,9829,"בנק הפועלים בע""מ",520000118,ח.פ.,בנק הפועלים אג'ח צמודות אשראי אגח1 24.09.24 cln,IL0012117474,ISIN,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2024-09-24,ilAAA,S&P מעלות,מנפיק,ILS,1.9,0.0675,0.0689,חברת ציטוט,אי-תלות,2025-09-30,19172311.39,1.0,101.09,19381.28959,0.155794,0.003362
214,9829,"בנק הפועלים בע""מ",520000118,ח.פ.,"בנק הפועלים בע""מ  CLN אשראי משיכה 1",10000504,טיקר,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2025-03-30,ilAAA,S&P מעלות,מנפיק,ILS,2.92,0.065,0.061,חברת ציטוט,אי-תלות,2025-09-30,59321973.82,1.0,100.5,59618.58368,0.479236,0.010342
214,9829,"בנק הפועלים בע""מ",520000118,ח.פ.,"בנק הפועלים בע""מ  CLN אשראי משיכה 2",10000504,טיקר,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2025-06-29,ilAAA,S&P מעלות,מנפיק,ILS,1.33,0.065,0.062,חברת ציטוט,אי-תלות,2025-09-30,43027207.7,1.0,100.4,43199.31653,0.347252,0.007494
214,9829,"סופלנט בע""מ",515724847,ח.פ.,SUPPLANT LTD,12914005,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2024-06-06,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2025-05-27,25458.99,3.306,100.0,84.16742,0.000676,1.4e-05
214,9829,"טור-בר בע""מ",516006467,ח.פ.,Torr Bar Ltd safe,12914008,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2025-03-04,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2025-03-04,19461.0,3.306,100.0,64.33806,0.000517,1.1e-05
214,9829,"טאביט טכנולוגיות בע""מ",514759661,ח.פ.,Tabit Technologies Ltd,12914002,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2022-08-10,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2024-08-11,46023.0,3.306,100.0,152.15203,0.001223,2.6e-05
214,9829,"אן. אס. נוקס טכנולוגיות בע""מ",515267888,ח.פ.,NSKNOX SAFE,12914009,פנימי,קרן לא מובטחת,ישראל,ישראל,לא,מניות לרבות מדדי מניות,2025-07-14,NR,NR,NR,USD,"תא ללא תוכן, המשך בתא הבא",0.0,"תא ללא תוכן, המשך בתא הבא",מומחה בלתי תלוי,אי-תלות,2025-07-06,19461.0,3.306,100.0,64.33806,0.000517,1.1e-05
283,283,"בנק הפועלים בע""מ",520000118,ח.פ.,בנק הפועלים אג'ח צמודות אשראי אגח1 24.09.24 cln,IL0012117474,ISIN,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2024-09-24,ilAAA,S&P מעלות,מנפיק,ILS,1.9,0.0675,0.0689,חברת ציטוט,אי-תלות,2025-09-30,5.19,1.0,101.09,0.00525,0.0,0.0
283,283,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,אגח CLN צמודות אשראי סדרה 3 בנק לאומי 22.12.24,IL0012150293,ISIN,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2024-12-22,ilAAA,S&P מעלות,מנפיק,ILS,3.73,0.0369,0.037,חברת ציטוט,אי-תלות,2025-09-30,3336716.05,1.0,103.39,3449.83071,0.781307,0.000196
283,283,"בנק הפועלים בע""מ",520000118,ח.פ.,"בנק הפועלים בע""מ  CLN אשראי משיכה 1",10000504,טיקר,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2025-03-30,ilAAA,S&P מעלות,מנפיק,ILS,2.92,0.065,0.061,חברת ציטוט,אי-תלות,2025-09-30,16.58,1.0,100.5,0.01665,2e-06,0.0
283,283,"בנק הפועלים בע""מ",520000118,ח.פ.,"בנק הפועלים בע""מ  CLN אשראי משיכה 2",10000504,טיקר,קרן לא מובטחת,ישראל,ישראל,כן,"ריבית ואג""ח",2025-06-29,ilAAA,S&P מעלות,מנפיק,ILS,1.33,0.065,0.062,חברת ציטוט,אי-תלות,2025-09-30,11.66,1.0,100.4,0.01171,2e-06,0.0
