Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מספר מזהה לווה,סוג מספר מזהה לווה,שם הלוואה,מספר הלוואה,מאפיין עיקרי,מאפיין הלוואות מתואמות עבור זכויות מקרקעין,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,ענף מסחר,בעל עניין/צד קשור,קונסורציום/ סינדיקציה,מספר קונסורציום/ סינדיקציה,תאריך העמדת הלוואה,דירוג,שם מדרג,דירוג הלוואה/המנפיק,מטבע פעילות,"מח""מ",סוג הריבית,שיעור ריבית,סוג הצמדה,ריבית עוגן,שיעור תוספת/הפחתה לריבית העוגן,תשואה לפדיון,מועד פדיון,נחיתות חוזית,סוג בטוחה,שווי הבטוחות העומדות כנגד ההלוואה,שיעור הבטוחות מהחוב,מועד עדכון אחרון לשווי הבטוחות,זכות חזרה,מבנה לוח סילוקין,יעוד הלוואה,זכות פירעון מוקדם,סוג גורם משערך,שם גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,תאריך אחרון בו נבחנה בפועל ירידת ערך,שיעור ריבית בגין אי-ניצול מסגרת האשראי,ערך נקוב,שער הלוואה,שער חליפין,"שווי הוגן (באלפי ש""ח)",שווי הוגן (במטבע הפעילות),"עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),האם סווג כחוב בעייתי,השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 54
,168,8812.0,,,,25000656.0,תאגיד,"נדל""ן מניב - משרדים",ישראל,,"נדל""ן מניב בישראל",לא,לא,,2022-02-27,A-,פנימי,מנפיק,ILS,1.47,קבועה,0.01716,,,,0.0491,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,655780.37,110.57,1.0,725.09635,725.09635,,,,,0.002483,7.3e-05,
,168,8812.0,,,,25000783.0,תאגיד,,ישראל,,שירותים,לא,לא,,2023-05-17,A,פנימי,מנפיק,ILS,0.74,קבועה,0.0366,,,,0.0322,2026-09-17,החוב לא נחות,,,,2025-07-30 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,263480.25,108.52,1.0,285.92877,285.92877,,,,,0.000979,2.8e-05,
,168,8812.0,,,,25000777.0,תאגיד,"ייזום נדל""ן לבניה של נכס ספציפי - לוגיסטיקה",ישראל,,"נדל""ן מניב בישראל",לא,לא,,2023-04-10,AA-,פנימי,מנפיק,ILS,0.72,משתנה,0.065,,,,0.0632,2026-06-30,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,298548.58,103.12,1.0,307.8633,307.8633,,,,,0.001054,3.1e-05,
,168,8812.0,,,,25000758.0,תאגיד,תשתיות - שלב הקמה,ישראל,,חשמל,לא,כן,,2023-01-03,A2.il,מידרוג Moodys,מנפיק,ILS,7.89,קבועה,0.03457,,,,0.0455,2044-06-20,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,923892.02,101.77,1.0,940.24491,940.24491,,,,,0.003219,9.5e-05,
,168,8812.0,,,,25000760.0,תאגיד,,ישראל,,בנייה,לא,לא,,2023-01-02,ilA,S&P מעלות,מנפיק,ILS,1.99,קבועה,0.0322,,,,0.0315,2027-10-21,החוב לא נחות,,,,2025-05-11 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,6332968.27,111.06,1.0,7033.39456,7033.39456,,,,,0.024085,0.000711,
,168,8812.0,,,,25000763.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חשמל,לא,כן,,2023-02-02,A2.il,מידרוג Moodys,מנפיק,ILS,6.84,קבועה,0.0381,,,,0.0394,2041-06-25,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,23555.71,106.91,1.0,25.1834,25.1834,,,,,8.6e-05,2e-06,
,168,8812.0,,,,25000765.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2023-02-28,A2.il,מידרוג Moodys,מנפיק,ILS,4.61,קבועה,0.031889,,,,0.0313,2035-09-30,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,262023.25,110.93,1.0,290.66239,290.66239,,,,,0.000995,2.9e-05,
,168,8812.0,,,,25000767.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2023-02-28,A2.il,מידרוג Moodys,מנפיק,ILS,6.82,קבועה,0.032051,,,,0.0307,2035-10-01,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,335348.8,113.53,1.0,380.72149,380.72149,,,,,0.001303,3.8e-05,
,168,8812.0,,,,25000768.0,תאגיד,"נדל""ן מניב - משרדים",ישראל,,"נדל""ן מניב בישראל",לא,לא,,2023-03-05,A-,פנימי,מנפיק,ILS,2.36,קבועה,0.0397,,,,0.0427,2028-08-04,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,617604.69,109.8,1.0,678.12995,678.12995,,,,,0.002322,6.8e-05,
,168,8812.0,,,,25000771.0,תאגיד,,ישראל,,בנייה,לא,לא,,2023-03-23,A3.il,מידרוג Moodys,מנפיק,ILS,1.91,קבועה,0.0457,,,,0.0323,2029-03-23,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,717259.78,111.77,1.0,801.68125,801.68125,,,,,0.002745,8.1e-05,
,168,8812.0,,,,25000772.0,תאגיד,,ישראל,,שירותים,לא,לא,,2023-03-29,A,פנימי,מנפיק,ILS,0.69,קבועה,0.0361,,,,0.032,2026-07-29,החוב לא נחות,,,,2025-07-30 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,230599.46,109.29,1.0,252.02215,252.02215,,,,,0.000863,2.5e-05,
,168,8812.0,,,,25000773.0,תאגיד,,ישראל,,בנייה,לא,לא,,2023-03-30,ilA,S&P מעלות,מנפיק,ILS,1.98,קבועה,0.0376,,,,0.034,2027-10-21,החוב לא נחות,,,,2025-05-11 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,102820.39,110.69,1.0,113.81189,113.81189,,,,,0.000389,1.1e-05,
,168,8812.0,,,,25000779.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2023-04-20,A2.il,מידרוג Moodys,מנפיק,ILS,6.76,קבועה,0.033956,,,,0.0329,2035-10-01,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,118520.99,112.38,1.0,133.19388,133.19388,,,,,0.000456,1.3e-05,
,168,8812.0,,,,25000655.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חשמל,לא,כן,,2022-02-23,A2.il,מידרוג Moodys,מנפיק,ILS,6.82,קבועה,0.031,,,,0.046,2041-06-25,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,32977.98,102.14,1.0,33.6837,33.6837,,,,,0.000115,3e-06,
,168,8812.0,,,,25000780.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2023-04-20,A2.il,מידרוג Moodys,מנפיק,ILS,4.58,קבועה,0.033448,,,,0.0337,2035-10-01,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,63805.46,109.62,1.0,69.94355,69.94355,,,,,0.000239,7e-06,
,168,8812.0,,,,25000639.0,תאגיד,,ישראל,,"נדל""ן מניב בישראל",לא,לא,,2021-11-30,A-,פנימי,מנפיק,ILS,3.27,קבועה,0.017,,,,0.0397,2029-11-30,החוב לא נחות,,,,2025-04-30 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,1822209.39,107.5,1.0,1958.87509,1958.87509,,,,,0.006708,0.000198,
,168,8812.0,,,,25000572.0,תאגיד,,ישראל,,השקעה ואחזקות,לא,לא,,2021-01-05,ilAA-,S&P מעלות,מנפיק,ILS,3.94,קבועה,0.0313,,,,0.0511,2030-12-31,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,2535469.11,92.86,1.0,2354.43661,2354.43661,,,,,0.008062,0.000238,
,168,8812.0,,,,25000573.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חשמל,לא,כן,,2021-01-04,A2.il,מידרוג Moodys,מנפיק,ILS,6.94,קבועה,0.031,,,,0.0394,2041-06-25,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,12626.04,109.9,1.0,13.87602,13.87602,,,,,4.7e-05,1e-06,
,168,8812.0,,,,25000576.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2021-01-31,A2.il,מידרוג Moodys,מנפיק,ILS,4.72,קבועה,0.008684,,,,0.0246,2035-09-30,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,1568415.94,110.64,1.0,1735.2954,1735.2954,,,,,0.005942,0.000175,
,168,8812.0,,,,25000577.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2021-01-31,A2.il,מידרוג Moodys,מנפיק,ILS,3.93,קבועה,0.008,,,,0.0327,2033-12-31,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,179638.01,108.17,1.0,194.31444,194.31444,,,,,0.000665,1.9e-05,
,168,8812.0,,,,25000578.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2021-01-31,A1.il,מידרוג Moodys,מנפיק,ILS,3.68,קבועה,0.007663,,,,0.0303,2033-06-30,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,345906.53,109.65,1.0,379.2865,379.2865,,,,,0.001298,3.8e-05,
,168,8812.0,,,,25000579.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2021-01-31,A2.il,מידרוג Moodys,מנפיק,ILS,3.82,קבועה,0.007909,,,,0.0327,2033-09-30,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,102138.45,108.41,1.0,110.72829,110.72829,,,,,0.000379,1.1e-05,
,168,8812.0,,,,25000580.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2021-01-31,A2.il,מידרוג Moodys,מנפיק,ILS,3.58,קבועה,0.007625,,,,0.0307,2033-09-30,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,450957.11,109.69,1.0,494.65486,494.65486,,,,,0.001693,5e-05,
,168,8812.0,,,,25000581.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2021-02-03,A2.il,מידרוג Moodys,מנפיק,ILS,4.72,קבועה,0.008982,,,,0.0237,2035-09-30,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,831047.08,110.73,1.0,920.21843,920.21843,,,,,0.003151,9.3e-05,
,168,8812.0,,,,25000582.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2021-02-03,A2.il,מידרוג Moodys,מנפיק,ILS,3.93,קבועה,0.008266,,,,0.0324,2033-12-31,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,72196.19,107.79,1.0,77.82028,77.82028,,,,,0.000266,7e-06,
,168,8812.0,,,,25000565.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חשמל,לא,לא,,2020-12-01,NR,NR,NR,ILS,,קבועה,0.055,,,,0.0802,2028-05-31,החוב נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,393093.89,117.13,1.0,460.43087,460.43087,,,,,0.001576,4.6e-05,
,168,8812.0,,,,25000583.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2021-02-03,A1.il,מידרוג Moodys,מנפיק,ILS,3.67,קבועה,0.00794,,,,0.0302,2033-06-30,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,335720.82,109.21,1.0,366.64071,366.64071,,,,,0.001255,3.7e-05,
,168,8812.0,,,,25000551.0,תאגיד,פעילות שוטפת של התאגיד - אחר/לא מסווג,ישראל,,רשויות מקומיות,לא,כן,,2020-10-29,NR,NR,NR,ILS,4.39,קבועה,0.0353,,,,0.0518,2035-10-29,החוב לא נחות,,,,2024-06-30 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,95128.51,94.18,1.0,89.59203,89.59203,,,,,0.000306,9e-06,
,168,8812.0,,,,25000546.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חשמל,לא,כן,,2020-10-04,A2.il,מידרוג Moodys,מנפיק,ILS,6.94,קבועה,0.031,,,,0.0394,2041-06-25,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,24336.37,109.9,1.0,26.74567,26.74567,,,,,9.1e-05,2e-06,
,168,8812.0,,,,25000457.0,תאגיד,,ישראל,,בנייה,לא,לא,,2019-10-31,ilA-,S&P מעלות,מנפיק,ILS,0.5,קבועה,0.0344,,,,0.0405,2026-07-25,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,69781.8,118.68,1.0,82.81704,82.81704,,,,,0.000283,8e-06,
,168,8812.0,,,,25000648.0,תאגיד,פעילות שוטפת של התאגיד - אחר/לא מסווג,ישראל,,"נדל""ן מניב בישראל",לא,לא,,2022-01-09,AA-,פנימי,מנפיק,ILS,2.67,קבועה,0.0,,,,0.0314,2028-09-10,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,659878.93,106.67,1.0,703.89286,703.89286,,,,,0.00241,7.1e-05,
,168,8812.0,,,,25000462.0,תאגיד,,ישראל,,אשראי חוץ בנקאי,לא,לא,,2019-11-28,NR,NR,NR,ILS,0.95,קבועה,0.035,,,,0.033,2028-07-31,החוב לא נחות,,,, ,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,83475.71,118.1,1.0,98.58482,98.58482,,,,,0.000337,9e-06,
,168,8812.0,,,,25000466.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2019-12-17,Baa2.il,מידרוג Moodys,מנפיק,ILS,7.71,קבועה,0.06,,,,0.0561,2041-09-30,החוב נחות,,,,2024-03-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,1706557.24,124.07,1.0,2117.32557,2117.32557,,,,,0.00725,0.000214,
,168,8812.0,,,,25000474.0,תאגיד,"נדל""ן מניב - משרדים",ישראל,,"נדל""ן מניב בישראל",לא,לא,,2020-01-02,ilAA,S&P מעלות,מנפיק,ILS,2.85,קבועה,0.02343,,,,0.0308,2029-01-01,החוב לא נחות,,,,2025-03-04 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,1168698.44,116.32,1.0,1359.43002,1359.43002,,,,,0.004655,0.000137,
,168,8812.0,,,,25000481.0,תאגיד,פעילות שוטפת של התאגיד - אחר/לא מסווג,ישראל,,רשויות מקומיות,לא,כן,,2020-02-12,NR,NR,NR,ILS,4.36,קבועה,0.0233,,,,0.0308,2035-02-12,החוב לא נחות,,,,2024-06-30 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,88167.88,114.89,1.0,101.29607,101.29607,,,,,0.000346,1e-05,
,168,8812.0,,,,25000482.0,תאגיד,פעילות שוטפת של התאגיד - אחר/לא מסווג,ישראל,,רשויות מקומיות,לא,כן,,2020-02-12,NR,NR,NR,ILS,4.15,קבועה,0.0353,,,,0.0516,2035-02-12,החוב לא נחות,,,,2024-06-30 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,41008.3,94.47,1.0,38.74054,38.74054,,,,,0.000132,3e-06,
,168,8812.0,,,,25000502.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חשמל,לא,כן,,2020-04-03,A2.il,מידרוג Moodys,מנפיק,ILS,6.93,קבועה,0.0314,,,,0.0395,2041-06-25,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,18200.18,110.03,1.0,20.02566,20.02566,,,,,6.8e-05,2e-06,
,168,8812.0,,,,25000528.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חשמל,לא,כן,,2020-07-03,A2.il,מידרוג Moodys,מנפיק,ILS,6.94,קבועה,0.0314,,,,0.0394,2041-06-25,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,15003.89,110.02,1.0,16.50728,16.50728,,,,,5.6e-05,1e-06,
,168,8812.0,,,,25000550.0,תאגיד,פעילות שוטפת של התאגיד - אחר/לא מסווג,ישראל,,רשויות מקומיות,לא,כן,,2020-10-29,NR,NR,NR,ILS,4.64,קבועה,0.0233,,,,0.0307,2035-10-29,החוב לא נחות,,,,2024-06-30 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,44245.79,115.61,1.0,51.15255,51.15255,,,,,0.000175,5e-06,
,168,8812.0,,,,25000584.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2021-02-03,A2.il,מידרוג Moodys,מנפיק,ILS,3.82,קבועה,0.00817,,,,0.0325,2033-09-30,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,41013.77,108.02,1.0,44.30307,44.30307,,,,,0.000151,4e-06,
,168,8812.0,,,,25000494.0,תאגיד,"נדל""ן מניב - משרדים",ישראל,,"נדל""ן מניב בישראל",לא,לא,,2020-03-19,A2.il,מידרוג Moodys,מנפיק,ILS,1.86,קבועה,0.0343,,,,0.0587,2029-03-10,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,293987.94,96.03,1.0,282.31662,282.31662,,,,,0.000966,2.8e-05,
,168,8812.0,,,,25000591.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חשמל,לא,כן,,2021-04-04,A2.il,מידרוג Moodys,מנפיק,ILS,6.93,קבועה,0.031,,,,0.04,2041-06-25,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,24251.41,109.3,1.0,26.50679,26.50679,,,,,9e-05,2e-06,
,168,8812.0,,,,25000604.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2017-12-06,A1.il,מידרוג Moodys,מנפיק,ILS,6.16,משתנה,0.078,,,,0.0553,2040-07-07,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,235.82,114.79,1.0,0.27069,0.27069,,,,,0.0,0.0,
,168,8812.0,,,,25000605.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2018-07-11,A1.il,מידרוג Moodys,מנפיק,ILS,6.16,משתנה,0.078,,,,0.0553,2040-07-07,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,671.32,114.79,1.0,0.7706,0.7706,,,,,2e-06,0.0,
,168,8812.0,,,,25000607.0,תאגיד,תשתיות - שלב הקמה,ישראל,,"נדל""ן מניב בישראל",לא,כן,,2021-06-29,ilA-,S&P מעלות,מנפיק,ILS,8.16,משתנה,0.0715,,,,0.0702,2044-12-31,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,3551730.11,99.3,1.0,3526.868,3526.868,,,,,0.012077,0.000356,
,168,8812.0,,,,25000608.0,תאגיד,"נדל""ן מניב - משרדים",ישראל,,"נדל""ן מניב בישראל",לא,לא,,2021-07-11,A+,פנימי,מנפיק,ILS,2.49,קבועה,0.0175,,,,0.0365,2028-07-11,החוב לא נחות,,,,2025-02-11 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,3737510.88,112.15,1.0,4191.61845,4191.61845,,,,,0.014354,0.000423,
,168,8812.0,,,,25000603.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2017-06-14,A1.il,מידרוג Moodys,מנפיק,ILS,6.16,משתנה,0.078,,,,0.0553,2040-07-07,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,380.3,114.79,1.0,0.43654,0.43654,,,,,1e-06,0.0,
,168,8812.0,,,,25000631.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חשמל,לא,כן,,2021-10-27,A2.il,מידרוג Moodys,מנפיק,ILS,6.71,קבועה,0.031,,,,0.0517,2041-06-25,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,27169.09,98.89,1.0,26.86751,26.86751,,,,,9.2e-05,2e-06,
,168,8812.0,,,,25000613.0,תאגיד,,ישראל,,אשראי חוץ בנקאי,לא,לא,,2021-06-29,NR,NR,NR,ILS,1.01,קבועה,0.0439,,,,0.0605,2030-04-30,החוב לא נחות,,,, ,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,252060.82,121.31,1.0,305.77498,305.77498,,,,,0.001047,3e-05,
,168,8812.0,,,,25000617.0,תאגיד,"נדל""ן מניב - משרדים",ישראל,,"נדל""ן מניב בישראל",לא,לא,,2021-07-13,BBB+,פנימי,מנפיק,ILS,6.9,קבועה,0.039932,,,,0.0543,2041-08-19,החוב לא נחות,,,,2022-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,49614.32,107.16,1.0,53.1667,53.1667,,,,,0.000182,5e-06,
,168,8812.0,,,,25000629.0,תאגיד,,ישראל,,שירותים,לא,לא,,2021-10-11,ilA+,S&P מעלות,מנפיק,ILS,0.49,קבועה,0.0067,,,,0.0664,2026-09-30,החוב לא נחות,,,,2025-08-20 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,249221.15,112.03,1.0,279.20245,279.20245,,,,,0.000956,2.8e-05,
,168,8812.0,,,,25000621.0,תאגיד,תשתיות - שלב הקמה,ישראל,,"נדל""ן מניב בישראל",לא,כן,,2021-08-23,ilA-,S&P מעלות,מנפיק,ILS,8.16,משתנה,0.0715,,,,0.0702,2044-12-31,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,613058.21,99.28,1.0,608.64419,608.64419,,,,,0.002084,6.1e-05,
,168,8812.0,,,,25000609.0,תאגיד,"נדל""ן מניב - משרדים",ישראל,,"נדל""ן מניב בישראל",לא,לא,,2021-07-11,A+,פנימי,מנפיק,ILS,2.49,קבועה,0.0175,,,,0.0365,2028-07-11,החוב לא נחות,,,,2025-02-11 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,1121253.26,112.15,1.0,1257.48554,1257.48554,,,,,0.004306,0.000127,
,168,8812.0,,,,25000624.0,תאגיד,,ישראל,,בנייה,לא,לא,,2021-09-19,A3.il,מידרוג Moodys,מנפיק,ILS,1.2,קבועה,0.016,,,,0.046,2027-09-19,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,409862.73,112.11,1.0,459.49711,459.49711,,,,,0.001573,4.6e-05,
,168,8812.0,,,,25000623.0,תאגיד,,ישראל,,בנייה,לא,לא,,2021-09-19,A3.il,מידרוג Moodys,מנפיק,ILS,0.72,קבועה,0.0289,,,,0.0583,2026-09-19,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,491835.27,113.9,1.0,560.20038,560.20038,,,,,0.001918,5.6e-05,
,168,8812.0,,,,25000600.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2016-08-24,A1.il,מידרוג Moodys,מנפיק,ILS,6.17,משתנה,0.078,,,,0.0553,2040-07-07,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,500.68,114.81,1.0,0.57483,0.57483,,,,,1e-06,0.0,
,168,8812.0,,,,25000585.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2021-02-03,A2.il,מידרוג Moodys,מנפיק,ILS,3.57,קבועה,0.007921,,,,0.0305,2033-09-30,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,109744.11,109.27,1.0,119.91738,119.91738,,,,,0.00041,1.2e-05,
,168,8812.0,,,,25000594.0,תאגיד,,ישראל,,אשראי חוץ בנקאי,לא,לא,,2021-04-28,NR,NR,NR,ILS,1.07,קבועה,0.0467,,,,0.06,2029-09-30,החוב לא נחות,,,, ,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,308401.34,122.26,1.0,377.05147,377.05147,,,,,0.001291,3.8e-05,
,168,8812.0,,,,25000632.0,תאגיד,"נדל""ן מניב - משרדים",ישראל,,"נדל""ן מניב בישראל",לא,לא,,2021-10-26,A-,פנימי,מנפיק,ILS,1.47,קבועה,0.0139,,,,0.0492,2027-10-26,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,1311560.73,110.47,1.0,1448.88114,1448.88114,,,,,0.004961,0.000146,
,168,8812.0,,,,25000602.0,תאגיד,תשתיות - שלב תפעול,ישראל,,קלינטק,לא,כן,,2016-12-14,A1.il,מידרוג Moodys,מנפיק,ILS,6.16,משתנה,0.078,,,,0.0553,2040-07-07,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,320.84,114.79,1.0,0.36829,0.36829,,,,,1e-06,0.0,
,168,8812.0,,,,25000596.0,תאגיד,"נדל""ן מניב - משרדים",ישראל,,"נדל""ן מניב בישראל",לא,לא,,2021-05-18,BBB+,פנימי,מנפיק,ILS,6.89,קבועה,0.039932,,,,0.0547,2041-08-19,החוב לא נחות,,,,2022-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,992103.74,107.31,1.0,1064.62653,1064.62653,,,,,0.003645,0.000107,
