Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מספר מזהה לווה,סוג מספר מזהה לווה,שם הלוואה,מספר הלוואה,מאפיין עיקרי,מאפיין הלוואות מתואמות עבור זכויות מקרקעין,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,ענף מסחר,בעל עניין/צד קשור,קונסורציום/ סינדיקציה,מספר קונסורציום/ סינדיקציה,תאריך העמדת הלוואה,דירוג,שם מדרג,דירוג הלוואה/המנפיק,מטבע פעילות,"מח""מ",סוג הריבית,שיעור ריבית,סוג הצמדה,ריבית עוגן,שיעור תוספת/הפחתה לריבית העוגן,תשואה לפדיון,מועד פדיון,נחיתות חוזית,סוג בטוחה,שווי הבטוחות העומדות כנגד ההלוואה,שיעור הבטוחות מהחוב,מועד עדכון אחרון לשווי הבטוחות,זכות חזרה,מבנה לוח סילוקין,יעוד הלוואה,זכות פירעון מוקדם,סוג גורם משערך,שם גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,תאריך אחרון בו נבחנה בפועל ירידת ערך,שיעור ריבית בגין אי-ניצול מסגרת האשראי,ערך נקוב,שער הלוואה,שער חליפין,"שווי הוגן (באלפי ש""ח)",שווי הוגן (במטבע הפעילות),"עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),האם סווג כחוב בעייתי,השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 54
,168,2009.0,,,,25000914.0,תאגיד,תשתיות - שלב הקמה,ישראל,,שירותים,לא,כן,,2024-05-16,A1.il,מידרוג Moodys,מנפיק,ILS,9.31,משתנה,0.067,,,,0.0537,2047-12-31,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,772680.72,104.06,1.0,804.05155,804.05155,,,,,0.000116,7e-06,
,168,2009.0,,,,25000915.0,תאגיד,תשתיות - שלב הקמה,ישראל,,שירותים,לא,כן,,2024-05-16,A1.il,מידרוג Moodys,מנפיק,ILS,2.09,משתנה,0.067,,,,0.0608,2028-01-01,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,1408023.74,100.4,1.0,1413.65584,1413.65584,,,,,0.000205,1.2e-05,
,168,2009.0,,,,25000917.0,תאגיד,תשתיות - שלב הקמה,ישראל,,בנייה,לא,כן,,2024-05-15,A1.il,מידרוג Moodys,מנפיק,ILS,0.89,משתנה,0.066,,,,0.0584,2026-08-28,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,1509093.82,100.5,1.0,1516.63929,1516.63929,,,,,0.00022,1.3e-05,
,168,2009.0,,,,25000919.0,תאגיד,תשתיות - שלב הקמה,ישראל,,קלינטק,לא,כן,,2024-05-27,A3.il,מידרוג Moodys,מנפיק,ILS,6.55,קבועה,0.046965,,,,0.042,2034-12-25,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,2212429.96,108.81,1.0,2407.34504,2407.34504,,,,,0.00035,2.2e-05,
,168,2009.0,,,,25000920.0,תאגיד,תשתיות - שלב הקמה,ישראל,,קלינטק,לא,כן,,2024-05-27,A3.il,מידרוג Moodys,מנפיק,ILS,6.7,קבועה,0.046963,,,,0.0419,2034-12-25,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,1131481.88,108.97,1.0,1232.9758,1232.9758,,,,,0.000179,1.1e-05,
,168,2009.0,,,,25000921.0,תאגיד,תשתיות - שלב הקמה,ישראל,,קלינטק,לא,כן,,2024-05-27,A3.il,מידרוג Moodys,מנפיק,ILS,6.32,קבועה,0.046582,,,,0.0419,2034-12-25,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,1847745.56,108.47,1.0,2004.24961,2004.24961,,,,,0.000291,1.8e-05,
,168,2009.0,,,,25000904.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חשמל,לא,כן,,2024-03-20,A2.il,מידרוג Moodys,מנפיק,ILS,6.76,קבועה,0.0469,,,,0.038,2041-06-25,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,3757890.82,110.71,1.0,4160.36092,4160.36092,,,,,0.000605,3.8e-05,
,168,2009.0,,,,25000922.0,תאגיד,,ישראל,,אשראי חוץ בנקאי,לא,לא,,2024-05-29,NR,NR,NR,ILS,1.41,קבועה,0.0728,,,,0.0673,2032-08-31,החוב לא נחות,,,, ,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,23410121.77,111.96,1.0,26209.97233,26209.97233,,,,,0.003812,0.00024,
,168,2009.0,,,,25000903.0,תאגיד,,ישראל,,אשראי חוץ בנקאי,לא,כן,,2024-03-21,NR,NR,NR,ILS,3.22,קבועה,0.045842,,,,0.0451,2029-03-20,החוב לא נחות,,,,2025-09-30 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,348304.99,106.85,1.0,372.16388,372.16388,,,,,5.4e-05,3e-06,
,168,2009.0,,,,25000901.0,תאגיד,תשתיות - שלב הקמה,ישראל,,בנייה,לא,כן,,2024-03-18,A1.il,מידרוג Moodys,מנפיק,ILS,0.89,משתנה,0.066,,,,0.0558,2026-08-28,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,986584.72,100.74,1.0,993.88545,993.88545,,,,,0.000144,9e-06,
,168,2009.0,,,,25001028.0,תאגיד,תשתיות - שלב הקמה,ישראל,,שירותים,לא,כן,,2025-05-29,A1.il,מידרוג Moodys,מנפיק,ILS,2.09,משתנה,0.067,,,,0.0641,2028-01-01,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,2354603.0,99.79,1.0,2349.65833,2349.65833,,,,,0.000341,2.1e-05,
,168,2009.0,,,,25000883.0,תאגיד,תשתיות - שלב תפעול,ישראל,,"נדל""ן מניב בישראל",לא,כן,,2024-01-11,ilA-,S&P מעלות,מנפיק,ILS,8.14,משתנה,0.0715,,,,0.0681,2044-12-31,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,7379577.91,100.78,1.0,7437.13862,7437.13862,,,,,0.001081,6.8e-05,
,168,2009.0,,,,25000885.0,תאגיד,,ישראל,,אשראי חוץ בנקאי,לא,לא,,2024-01-17,NR,NR,NR,ILS,7.72,קבועה,0.039928,,,,0.0338,2053-12-12,החוב לא נחות,,,,2025-09-30 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,18913196.98,112.68,1.0,21311.39036,21311.39036,,,,,0.003099,0.000195,
,168,2009.0,,,,25000888.0,תאגיד,תשתיות - שלב הקמה,ישראל,,שירותים,לא,כן,,2024-01-31,A1.il,מידרוג Moodys,מנפיק,ILS,3.3,משתנה,0.069,,,,0.0627,2029-05-31,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,7006877.04,100.8,1.0,7062.93206,7062.93206,,,,,0.001027,6.4e-05,
,168,2009.0,,,,25000889.0,תאגיד,"נדל""ן מניב - משרדים",ישראל,,"נדל""ן מניב בישראל",לא,לא,,2024-01-30,A2.il,מידרוג Moodys,מנפיק,ILS,3.85,קבועה,0.03549,,,,0.0316,2030-01-30,החוב לא נחות,,,,2024-06-18 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,38768643.05,109.03,1.0,42269.45151,42269.45151,,,,,0.006148,0.000387,
,168,2009.0,,,,25000890.0,תאגיד,,ישראל,,אשראי חוץ בנקאי,לא,לא,,2024-02-06,A3.il,מידרוג Moodys,מנפיק,ILS,4.64,משתנה,0.067,,,,0.0539,2037-01-31,החוב לא נחות,,,,,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,18864168.14,104.65,1.0,19741.35196,19741.35196,,,,,0.002871,0.00018,
,168,2009.0,,,,25000891.0,תאגיד,,ישראל,,"נדל""ן מניב בישראל",לא,כן,,2024-02-06,ilAA+,S&P מעלות,מנפיק,ILS,3.85,קבועה,0.02905,,,,0.0315,2030-02-06,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,15928953.51,106.4,1.0,16948.40654,16948.40654,,,,,0.002465,0.000155,
,168,2009.0,,,,25000892.0,תאגיד,פעילות שוטפת של התאגיד - אחר/לא מסווג,ישראל,,שירותים,לא,לא,,2024-02-11,AA-,פנימי,מנפיק,ILS,0.7,קבועה,0.0221,,,,0.0304,2027-02-11,החוב לא נחות,,,,2025-06-30 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,4257538.03,106.01,1.0,4513.41606,4513.41606,,,,,0.000656,4.1e-05,
,168,2009.0,,,,25000893.0,תאגיד,,ישראל,,"נדל""ן מניב בישראל",לא,כן,,2024-02-06,Aa1.il,מידרוג Moodys,מנפיק,ILS,3.85,קבועה,0.02905,,,,0.0313,2030-02-06,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,15928953.51,106.46,1.0,16957.96391,16957.96391,,,,,0.002466,0.000155,
,168,2009.0,,,,25000898.0,תאגיד,תשתיות - שלב הקמה,ישראל,,שירותים,לא,כן,,2024-03-14,A1.il,מידרוג Moodys,מנפיק,ILS,9.33,משתנה,0.067,,,,0.0533,2047-12-31,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,1237128.92,104.38,1.0,1291.31516,1291.31516,,,,,0.000187,1.1e-05,
,168,2009.0,,,,25000899.0,תאגיד,תשתיות - שלב הקמה,ישראל,,שירותים,לא,כן,,2024-03-14,A1.il,מידרוג Moodys,מנפיק,ILS,2.09,משתנה,0.067,,,,0.06,2028-01-01,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,2254367.95,100.55,1.0,2266.76697,2266.76697,,,,,0.000329,2e-05,
,168,2009.0,,,,25000902.0,תאגיד,תשתיות - שלב הקמה,ישראל,,בנייה,לא,כן,,2024-03-18,A1.il,מידרוג Moodys,מנפיק,ILS,0.89,משתנה,0.066,,,,0.0558,2026-08-28,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,937509.9,100.74,1.0,944.44747,944.44747,,,,,0.000137,8e-06,
,168,2009.0,,,,25000960.0,תאגיד,תשתיות - שלב הקמה,ישראל,,שירותים,לא,כן,,2024-08-25,A1.il,מידרוג Moodys,מנפיק,ILS,9.33,משתנה,0.067,,,,0.0531,2047-12-31,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,608117.69,104.54,1.0,635.72623,635.72623,,,,,9.2e-05,5e-06,
,168,2009.0,,,,25000923.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חשמל,לא,כן,,2024-05-30,A2.il,מידרוג Moodys,מנפיק,ILS,7.67,קבועה,0.044485,,,,0.039,2043-12-03,החוב לא נחות,,,,2024-04-16 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,142513198.56,109.85,1.0,156550.74862,156550.74862,,,,,0.022771,0.001434,
,168,2009.0,,,,25000925.0,תאגיד,תשתיות - שלב הקמה,ישראל,,בנייה,לא,כן,,2024-06-16,A1.il,מידרוג Moodys,מנפיק,ILS,0.89,משתנה,0.066,,,,0.0564,2026-08-28,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,1509093.82,100.69,1.0,1519.50657,1519.50657,,,,,0.000221,1.3e-05,
,168,2009.0,,,,25000947.0,תאגיד,,ישראל,,בנייה,לא,לא,,2024-07-11,A+,פנימי,מנפיק,ILS,3.57,משתנה,0.07,,,,0.06,2029-12-07,החוב לא נחות,,,,2025-04-08 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,13516512.73,102.03,1.0,13790.89794,13790.89794,,,,,0.002005,0.000126,
,168,2009.0,,,,25000948.0,תאגיד,,ישראל,,בנייה,לא,לא,,2024-07-11,A+,פנימי,מנפיק,ILS,3.56,משתנה,0.07,,,,0.06,2029-11-30,החוב לא נחות,,,,2025-04-08 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,18429348.02,102.02,1.0,18801.62085,18801.62085,,,,,0.002734,0.000172,
,168,2009.0,,,,25000949.0,תאגיד,,ישראל,,בנייה,לא,לא,,2024-07-11,A+,פנימי,מנפיק,ILS,3.7,משתנה,0.07,,,,0.0601,2030-02-07,החוב לא נחות,,,,2025-04-08 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,6027932.31,102.09,1.0,6153.91609,6153.91609,,,,,0.000895,5.6e-05,
,168,2009.0,,,,25000951.0,תאגיד,תשתיות - שלב הקמה,ישראל,,שירותים,לא,כן,,2024-07-24,A1.il,מידרוג Moodys,מנפיק,ILS,9.33,משתנה,0.067,,,,0.0532,2047-12-31,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,714468.44,104.49,1.0,746.54807,746.54807,,,,,0.000108,6e-06,
,168,2009.0,,,,25000952.0,תאגיד,תשתיות - שלב הקמה,ישראל,,שירותים,לא,כן,,2024-07-24,A1.il,מידרוג Moodys,מנפיק,ILS,2.09,משתנה,0.067,,,,0.0601,2028-01-01,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,1301945.74,100.53,1.0,1308.84605,1308.84605,,,,,0.00019,1.1e-05,
,168,2009.0,,,,25000953.0,תאגיד,,ישראל,,"נדל""ן מניב בישראל",לא,לא,,2024-07-25,ilA,S&P מעלות,מנפיק,ILS,1.9,משתנה,0.077,,,,0.0656,2029-07-25,החוב לא נחות,,,, ,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,42742346.14,102.86,1.0,43964.77724,43964.77724,,,,,0.006395,0.000402,
,168,2009.0,,,,25000954.0,תאגיד,,ישראל,,בנייה,לא,לא,,2024-07-29,A+,פנימי,מנפיק,ILS,2.19,משתנה,0.075,,,,0.064,2029-06-16,החוב לא נחות,,,,2025-04-08 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,10578730.51,101.85,1.0,10774.43702,10774.43702,,,,,0.001567,9.8e-05,
,168,2009.0,,,,25000955.0,תאגיד,,ישראל,,אשראי חוץ בנקאי,לא,כן,,2024-08-01,NR,NR,NR,ILS,3.45,קבועה,0.0503,,,,0.0447,2029-07-20,החוב לא נחות,,,,2025-09-30 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,359740.62,106.92,1.0,384.63467,384.63467,,,,,5.5e-05,3e-06,
,168,2009.0,,,,25000956.0,תאגיד,תשתיות - שלב הקמה,ישראל,,בנייה,לא,כן,,2024-08-01,A1.il,מידרוג Moodys,מנפיק,ILS,3.12,משתנה,0.066,,,,0.0548,2029-02-28,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,392569.44,102.1,1.0,400.8134,400.8134,,,,,5.8e-05,3e-06,
,168,2009.0,,,,25000957.0,תאגיד,תשתיות - שלב הקמה,ישראל,,בנייה,לא,כן,,2024-08-01,A1.il,מידרוג Moodys,מנפיק,ILS,1.37,משתנה,0.066,,,,0.0555,2027-02-28,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,2550163.51,100.97,1.0,2574.90009,2574.90009,,,,,0.000374,2.3e-05,
,168,2009.0,,,,25000958.0,תאגיד,תשתיות - שלב הקמה,ישראל,,קלינטק,לא,כן,,2024-08-07,NR,NR,NR,ILS,7.65,קבועה,0.0499,,,,0.0508,2044-12-31,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,11255258.83,103.05,1.0,11598.54423,11598.54423,,,,,0.001687,0.000106,
,168,2009.0,,,,25000943.0,תאגיד,,ישראל,,אשראי חוץ בנקאי,לא,כן,,2024-07-01,NR,NR,NR,ILS,3.39,קבועה,0.05085,,,,0.0436,2029-06-20,החוב לא נחות,,,,2025-09-30 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,542396.11,107.53,1.0,583.23853,583.23853,,,,,8.4e-05,5e-06,
,168,2009.0,,,,25000924.0,תאגיד,,ישראל,,אשראי חוץ בנקאי,לא,לא,,2024-06-06,NR,NR,NR,ILS,5.19,קבועה,0.04151,,,,0.0384,2054-05-12,החוב לא נחות,,,,2025-09-30 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,2549954.45,107.07,1.0,2730.23623,2730.23623,,,,,0.000397,2.5e-05,
,168,2009.0,,,,25000942.0,תאגיד,,ישראל,,שירותים פיננסיים,לא,לא,,2024-06-30,NR,NR,NR,ILS,7.61,משתנה,0.0827,,,,0.0702,2053-10-31,החוב לא נחות,,,, ,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,19708269.14,108.53,1.0,21389.3845,21389.3845,,,,,0.003111,0.000195,
,168,2009.0,,,,25000940.0,תאגיד,,ישראל,,שירותים פיננסיים,לא,לא,,2024-06-30,NR,NR,NR,ILS,5.33,קבועה,0.068,,,,0.0733,2047-11-30,החוב לא נחות,,,, ,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,341979.31,94.23,1.0,322.24711,322.24711,,,,,4.6e-05,2e-06,
,168,2009.0,,,,25000926.0,תאגיד,תשתיות - שלב הקמה,ישראל,,שירותים,לא,כן,,2024-06-13,A1.il,מידרוג Moodys,מנפיק,ILS,9.34,משתנה,0.067,,,,0.0528,2047-12-31,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,1805669.08,104.76,1.0,1891.61893,1891.61893,,,,,0.000275,1.7e-05,
,168,2009.0,,,,25000927.0,תאגיד,תשתיות - שלב הקמה,ישראל,,שירותים,לא,כן,,2024-06-13,A1.il,מידרוג Moodys,מנפיק,ILS,2.09,משתנה,0.067,,,,0.06,2028-01-01,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,3290394.99,100.55,1.0,3308.49216,3308.49216,,,,,0.000481,3e-05,
,168,2009.0,,,,25000928.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חשמל,לא,כן,,2024-06-23,A2.il,מידרוג Moodys,מנפיק,ILS,6.68,קבועה,0.052234,,,,0.0389,2041-06-25,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,2716798.28,112.1,1.0,3045.53087,3045.53087,,,,,0.000442,2.7e-05,
,168,2009.0,,,,25000931.0,תאגיד,תשתיות - שלב הקמה,ישראל,,קלינטק,לא,כן,,2024-06-26,NR,NR,NR,ILS,8.87,קבועה,0.0488,,,,0.0457,2046-12-31,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,3293082.0,110.41,1.0,3635.89183,3635.89183,,,,,0.000528,3.3e-05,
,168,2009.0,,,,25000932.0,תאגיד,תשתיות - שלב הקמה,ישראל,,קלינטק,לא,כן,,2024-06-26,NR,NR,NR,ILS,8.65,קבועה,0.0488,,,,0.0458,2046-03-31,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,3410559.22,110.1,1.0,3755.0257,3755.0257,,,,,0.000546,3.4e-05,
,168,2009.0,,,,25000933.0,תאגיד,תשתיות - שלב הקמה,ישראל,,קלינטק,לא,כן,,2024-06-26,NR,NR,NR,ILS,9.02,קבועה,0.0488,,,,0.0456,2046-06-30,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,2667040.72,110.52,1.0,2947.6134,2947.6134,,,,,0.000428,2.7e-05,
,168,2009.0,,,,25000934.0,תאגיד,תשתיות - שלב הקמה,ישראל,,קלינטק,לא,כן,,2024-06-26,NR,NR,NR,ILS,8.43,קבועה,0.0487,,,,0.0457,2046-03-31,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,381399.89,109.95,1.0,419.34918,419.34918,,,,,6e-05,3e-06,
,168,2009.0,,,,25000935.0,תאגיד,תשתיות - שלב הקמה,ישראל,,קלינטק,לא,כן,,2024-06-26,NR,NR,NR,ILS,8.31,קבועה,0.0487,,,,0.0447,2045-12-31,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,400097.39,110.75,1.0,443.10786,443.10786,,,,,6.4e-05,4e-06,
,168,2009.0,,,,25000936.0,תאגיד,"ייזום נדל""ן לבניה של נכס ספציפי - אחר/לא מסווג",ישראל,,בנייה,לא,לא,,2024-06-27,BBB+,פנימי,מנפיק,ILS,2.6,משתנה,0.1,,,,0.0592,2028-10-02,החוב נחות,,,,2025-08-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,5229258.83,110.33,1.0,5769.44127,5769.44127,,,,,0.000839,5.2e-05,
,168,2009.0,,,,25000938.0,תאגיד,,ישראל,,שירותים פיננסיים,לא,לא,,2024-06-30,NR,NR,NR,ILS,7.88,קבועה,0.0558,,,,0.0454,2053-08-31,החוב לא נחות,,,, ,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,482310.02,112.39,1.0,542.06823,542.06823,,,,,7.8e-05,4e-06,
,168,2009.0,,,,25000939.0,תאגיד,,ישראל,,שירותים פיננסיים,לא,לא,,2024-06-30,NR,NR,NR,ILS,9.37,משתנה,0.0538,,,,0.0422,2048-10-30,החוב לא נחות,,,, ,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,4626889.17,121.81,1.0,5636.01369,5636.01369,,,,,0.000819,5.1e-05,
,168,2009.0,,,,25000941.0,תאגיד,,ישראל,,שירותים פיננסיים,לא,לא,,2024-06-30,NR,NR,NR,ILS,8.85,משתנה,0.0797,,,,0.0496,2053-07-31,החוב לא נחות,,,, ,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,9977930.7,107.57,1.0,10733.26005,10733.26005,,,,,0.001561,9.8e-05,
,168,2009.0,,,,25001029.0,תאגיד,תשתיות - שלב הקמה,ישראל,,שירותים,לא,כן,,2025-05-29,A1.il,מידרוג Moodys,מנפיק,ILS,9.23,משתנה,0.067,,,,0.0559,2047-12-31,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,1292134.88,102.11,1.0,1319.39893,1319.39893,,,,,0.000191,1.2e-05,
,168,2009.0,,,,4861.0,תאגיד,תשתיות - שלב תפעול,ישראל,,תשתיות,לא,כן,,2001-09-30,Aa1.il,מידרוג Moodys,מנפיק,ILS,0.98,קבועה,0.063976,,,,0.0248,2027-06-30,החוב לא נחות,,,,2024-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,4189299.3,162.84,1.0,6821.85498,6821.85498,,,,,0.000992,6.2e-05,
,168,2009.0,,,,25001033.0,תאגיד,תשתיות - שלב הקמה,ישראל,,בנייה,לא,כן,,2025-06-17,A1.il,מידרוג Moodys,מנפיק,ILS,2.76,משתנה,0.066,,,,0.0643,2028-09-28,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,2322188.29,99.34,1.0,2306.86185,2306.86185,,,,,0.000335,2.1e-05,
,168,2009.0,,,,25200099.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חשמל,לא,כן,,2014-09-29,Aa3.il,מידרוג Moodys,מנפיק,ILS,2.82,קבועה,0.055,,,,0.0291,2031-05-26,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,308173.29,127.96,1.0,394.33854,394.33854,,,,,5.7e-05,3e-06,
,168,2009.0,,,,25200100.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חשמל,לא,כן,,2012-01-30,Aa3.il,מידרוג Moodys,מנפיק,ILS,2.83,קבועה,0.051,,,,0.0282,2031-05-26,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,4014281.72,132.88,1.0,5334.17754,5334.17754,,,,,0.000775,4.8e-05,
,168,2009.0,,,,25200101.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חשמל,לא,כן,,2012-02-13,Aa3.il,מידרוג Moodys,מנפיק,ILS,2.83,קבועה,0.051,,,,0.0282,2031-05-26,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,3850253.57,132.88,1.0,5116.21694,5116.21694,,,,,0.000744,4.6e-05,
,168,2009.0,,,,25200102.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חשמל,לא,כן,,2012-05-28,Aa3.il,מידרוג Moodys,מנפיק,ILS,2.83,קבועה,0.055,,,,0.0285,2031-05-26,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,3863854.44,131.14,1.0,5067.05871,5067.05871,,,,,0.000737,4.6e-05,
,168,2009.0,,,,25200203.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חשמל,לא,כן,,2016-07-14,Aa3.il,מידרוג Moodys,מנפיק,ILS,2.82,קבועה,0.055,,,,0.0291,2031-05-26,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,5037447.15,129.89,1.0,6543.1401,6543.1401,,,,,0.000951,5.9e-05,
,168,2009.0,,,,25200204.0,תאגיד,תשתיות - שלב תפעול,ישראל,,חשמל,לא,כן,,2012-06-25,Aa3.il,מידרוג Moodys,מנפיק,ILS,2.82,קבועה,0.055,,,,0.0291,2031-05-26,החוב לא נחות,,,,2023-12-31 00:00:00,,,,כן,חברת ציטוט,,אי-תלות,2025-09-30,2025-09-30,,320227.8,130.78,1.0,418.79391,418.79391,,,,,6e-05,3e-06,
