Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם הנכס האחר,מספר הנכס האחר,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,תאריך עסקה,מטבע פעילות,תאריך שערוך אחרון,שווי מטבעי,שער חליפין,"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 19
,168,2184.0,מטריקס,IL0004450156,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,50.39556,1.0,50.39556,,,0.012861,3e-06,
,168,2184.0,אלקטרה,IL0007390375,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-05,ILS,2025-09-30,117.23652,1.0,117.23652,,,0.029918,8e-06,
,168,2184.0,חשמל סדרה 27,IL0060002107,חייבים בגין תקבולים,ישראל,ישראל,לא,2015-06-08,ILS,2025-09-30,8.01395,1.0,8.01395,,,0.002045,0.0,
,168,2184.0,בזק,IL0002300114,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-28,ILS,2025-09-30,963.39121,1.0,963.39121,,,0.24586,7.2e-05,
,168,2184.0,"שופרסל אג""ח ו",IL0077702178,חייבים בגין תקבולים,ישראל,ישראל,כן,2015-09-06,ILS,2025-09-30,3.08558,1.0,3.08558,,,0.000787,0.0,
,168,2184.0,דה זראסאי אגח ג חש 5/25,IL0011379752,חוב בפיגור,ישראל,ישראל,לא,2016-03-21,ILS,2025-09-30,5.62706,1.0,5.62706,,,0.001436,0.0,
,168,2184.0,פז אנרגיה,IL0011000077,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-08,ILS,2025-09-30,470.86517,1.0,470.86517,,,0.120166,3.5e-05,
,168,2184.0,"קרסו אג""ח ד",IL0011735664,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-03-07,ILS,2025-09-30,0.65553,1.0,0.65553,,,0.000167,0.0,
,168,2184.0,"אמות אג""ח ו",IL0011586091,חייבים בגין תקבולים,ישראל,ישראל,לא,2019-06-30,ILS,2025-09-30,9.60428,1.0,9.60428,,,0.002451,0.0,
,168,2184.0,ג'נרשיין קפיטל,IL0011569261,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-07,ILS,2025-09-30,42.75999,1.0,42.75999,,,0.010912,3e-06,
,168,2184.0,אנרג'יאן,GB00BG12Y042,דיבידנד לקבל,ישראל,בריטניה,כן,2025-09-21,ILS,2025-09-30,105.59831,1.0,105.59831,,,0.026949,8e-06,
,168,2184.0,"אמ.וו.אל אג""ח א",IL0011435448,חוב בפיגור,ישראל,ישראל,לא,2018-03-07,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,168,2184.0,"סאמיט אג""ח יב",IL0011839201,חייבים בגין תקבולים,ישראל,ישראל,כן,2022-01-25,ILS,2025-09-30,1.97529,1.0,1.97529,,,0.000504,0.0,
,168,2184.0,5463 JT Maruichi Steel Tube Ltd,JP3871200006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,592.9669,0.022332,13.24214,,,0.003379,1e-06,
,168,2184.0,8051 JT YAMAZEN CORP,JP3936800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,340.40451,0.022332,7.60191,,,0.00194,0.0,
,168,2184.0,ALL US ALLSTATE CORP,US0200021014,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-08-29,USD,2025-09-30,29.89896,3.306,98.84597,,,0.025225,7e-06,
,168,2184.0,KO US - Coca Cola,US1912161007,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-15,USD,2025-09-30,38.45051,3.306,127.1174,,,0.03244,9e-06,
,168,2184.0,MDLZ US Mondelez International Inc,US6092071058,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,40.20241,3.306,132.90918,,,0.033918,1e-05,
,168,2184.0,LRCX US LAM RESEARCH CORP,US5128073062,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-25,USD,2025-09-30,11.10718,3.306,36.72035,,,0.009371,2e-06,
,168,2184.0,6104 JT CHIBAURA MACHINE,JP3592600005,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,500.15412,0.022332,11.16944,,,0.00285,0.0,
,168,2184.0,NVDA US NVIDIA Corp,US67066G1040,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-11,USD,2025-09-30,2.58104,3.306,8.53293,,,0.002177,0.0,
,168,2184.0,TSM US TSMC,US8740391003,דיבידנד לקבל,"חו""ל",טייוואן,לא,2025-09-16,USD,2025-09-30,35.35041,3.306,116.86847,,,0.029824,8e-06,
,168,2184.0,TMO US Thermo Fisher Scientific Inc,US8835561023,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-03-16,USD,2025-09-30,5.2577,3.306,17.38197,,,0.004435,1e-06,
,168,2184.0,KMB US KIMBERLY CLARK,US4943681035,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-05,USD,2025-09-30,22.83921,3.306,75.50643,,,0.019269,5e-06,
,168,2184.0,5423 tokyosteel manufacturing co,JP3579800008,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,659.53026,0.022332,14.72863,,,0.003758,1e-06,
,168,2184.0,ALEXANDRIA REAL ESTATE EQUITY,US0152711091,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,39.24701,3.306,129.7506,,,0.033112,9e-06,
,168,2184.0,9303 JT SUMITOMO WAREHOUSE CO LTD,JP3407000003,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,569.73449,0.022332,12.72331,,,0.003247,0.0,
,168,2184.0,7459 JT MEDIPAL HOLDINGS CORP,JP3268950007,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,827.83917,0.022332,18.4873,,,0.004718,1e-06,
,168,2184.0,BNP FP BNP Paribas,FR0000131104,דיבידנד לקבל,"חו""ל",צרפת,לא,2025-09-25,EUR,2025-09-30,17.5834,3.8807,68.23589,,,0.017414,5e-06,
,168,2184.0,1949 JT SUMITOMO ENSETSU CO LTD,JP3407800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,384.9894,0.022332,8.59758,,,0.002194,0.0,
,168,8812.0,"אמ.וו.אל אג""ח א",IL0011435448,חוב בפיגור,ישראל,ישראל,לא,2018-03-07,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,168,8812.0,אנרג'יאן,GB00BG12Y042,דיבידנד לקבל,ישראל,בריטניה,כן,2025-09-21,ILS,2025-09-30,79.17697,1.0,79.17697,,,0.025393,8e-06,
,168,8812.0,ג'נרשיין קפיטל,IL0011569261,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-07,ILS,2025-09-30,32.06118,1.0,32.06118,,,0.010282,3e-06,
,168,8812.0,"אמות אג""ח ו",IL0011586091,חייבים בגין תקבולים,ישראל,ישראל,לא,2019-06-30,ILS,2025-09-30,0.00845,1.0,0.00845,,,2e-06,0.0,
,168,8812.0,"סאמיט אג""ח יב",IL0011839201,חייבים בגין תקבולים,ישראל,ישראל,כן,2022-01-25,ILS,2025-09-30,0.00174,1.0,0.00174,,,0.0,0.0,
,168,8812.0,דה זראסאי אגח ג חש 5/25,IL0011379752,חוב בפיגור,ישראל,ישראל,לא,2016-03-21,ILS,2025-09-30,0.00495,1.0,0.00495,,,1e-06,0.0,
,168,8812.0,בזק,IL0002300114,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-28,ILS,2025-09-30,722.34488,1.0,722.34488,,,0.23167,7.2e-05,
,168,8812.0,"אשטרום נכסים אג""ח 9",IL0025101705,חייבים בגין תקבולים,ישראל,ישראל,לא,2014-09-22,ILS,2025-09-30,0.00037,1.0,0.00037,,,0.0,0.0,
,168,8812.0,"קרסו אג""ח ד",IL0011735664,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-03-07,ILS,2025-09-30,0.00058,1.0,0.00058,,,0.0,0.0,
,168,8812.0,פז אנרגיה,IL0011000077,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-08,ILS,2025-09-30,353.05184,1.0,353.05184,,,0.11323,3.5e-05,
,168,8812.0,מטריקס,IL0004450156,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,37.78629,1.0,37.78629,,,0.012118,3e-06,
,168,8812.0,חשמל סדרה 27,IL0060002107,חייבים בגין תקבולים,ישראל,ישראל,לא,2015-06-08,ILS,2025-09-30,0.00705,1.0,0.00705,,,2e-06,0.0,
,168,8812.0,"מליסרון אג""ח טז",IL0032302650,חייבים בגין תקבולים,ישראל,ישראל,כן,2017-01-12,ILS,2025-09-30,0.00299,1.0,0.00299,,,0.0,0.0,
,168,8812.0,אלקטרה,IL0007390375,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-05,ILS,2025-09-30,87.90323,1.0,87.90323,,,0.028191,8e-06,
,168,8812.0,"שופרסל אג""ח ד",IL0077701915,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,0.00044,1.0,0.00044,,,0.0,0.0,
,168,8812.0,"שופרסל אג""ח ה",IL0077702095,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,0.00337,1.0,0.00337,,,1e-06,0.0,
,168,8812.0,"שופרסל אג""ח ו",IL0077702178,חייבים בגין תקבולים,ישראל,ישראל,כן,2015-09-06,ILS,2025-09-30,0.00271,1.0,0.00271,,,0.0,0.0,
,168,8812.0,שופרסל,IL0007770378,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-28,ILS,2025-09-30,329.53738,1.0,329.53738,,,0.105688,3.2e-05,
,168,8812.0,נוף הגליל- חלקות 3 בגוש 16656 נצרת עלית,9445,חייבים וזכאים מס,ישראל,ישראל,לא,2022-08-22,ILS,2025-09-30,400.64616,1.0,400.64616,,,0.128495,4e-05,
,168,8812.0,"אלרוב נדלן אג""ח ו",IL0038701855,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-11-28,ILS,2025-09-30,0.00028,1.0,0.00028,,,0.0,0.0,
,168,8812.0,חוז דולרי - מסלול 43,3335,"חייבים זכאים במט""ח",ישראל,ישראל,לא,2024-06-25,USD,2025-09-30,110.89937,3.306,366.63331,,,0.117586,3.7e-05,
,168,8812.0,6104 JT CHIBAURA MACHINE,JP3592600005,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,394.59557,0.022332,8.81211,,,0.002826,0.0,
,168,8812.0,5423 tokyosteel manufacturing co,JP3579800008,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,520.33505,0.022332,11.62012,,,0.003726,1e-06,
,168,8812.0,8051 JT YAMAZEN CORP,JP3936800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,268.56145,0.022332,5.99751,,,0.001923,0.0,
,168,8812.0,TSM US TSMC,US8740391003,דיבידנד לקבל,"חו""ל",טייוואן,לא,2025-09-16,USD,2025-09-30,27.88963,3.306,92.20314,,,0.02957,8e-06,
,168,8812.0,ALEXANDRIA REAL ESTATE EQUITY,US0152711091,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,30.96385,3.306,102.36647,,,0.032831,1e-05,
,168,8812.0,ALL US ALLSTATE CORP,US0200021014,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-08-29,USD,2025-09-30,23.58873,3.306,77.98433,,,0.025011,7e-06,
,168,8812.0,KO US - Coca Cola,US1912161007,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-15,USD,2025-09-30,30.33545,3.306,100.28901,,,0.032164,1e-05,
,168,8812.0,KMB US KIMBERLY CLARK,US4943681035,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-05,USD,2025-09-30,18.01895,3.306,59.57064,,,0.019105,6e-06,
,168,8812.0,LRCX US LAM RESEARCH CORP,US5128073062,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-25,USD,2025-09-30,8.76299,3.306,28.97044,,,0.009291,2e-06,
,168,8812.0,MDLZ US Mondelez International Inc,US6092071058,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,31.71761,3.306,104.85842,,,0.03363,1e-05,
,168,8812.0,NVDA US NVIDIA Corp,US67066G1040,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-11,USD,2025-09-30,2.03631,3.306,6.73204,,,0.002159,0.0,
,168,8812.0,5463 JT Maruichi Steel Tube Ltd,JP3871200006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,467.82002,0.022332,10.44736,,,0.00335,1e-06,
,168,8812.0,1949 JT SUMITOMO ENSETSU CO LTD,JP3407800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,303.7366,0.022332,6.78305,,,0.002175,0.0,
,168,8812.0,TMO US Thermo Fisher Scientific Inc,US8835561023,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-03-16,USD,2025-09-30,4.14805,3.306,13.71347,,,0.004398,1e-06,
,168,8812.0,7459 JT MEDIPAL HOLDINGS CORP,JP3268950007,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,653.12202,0.022332,14.58552,,,0.004677,1e-06,
,168,8812.0,BNP FP BNP Paribas,FR0000131104,דיבידנד לקבל,"חו""ל",צרפת,לא,2025-09-25,EUR,2025-09-30,13.87239,3.8807,53.83456,,,0.017265,5e-06,
,168,8812.0,9303 JT SUMITOMO WAREHOUSE CO LTD,JP3407000003,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,449.49086,0.022332,10.03803,,,0.003219,1e-06,
,665,12154.0,דה זראסאי אגח ג חש 5/25,IL0011379752,חוב בפיגור,ישראל,ישראל,לא,2016-03-21,ILS,2025-09-30,18.27936,1.0,18.27936,,,0.071673,2.2e-05,
,665,12154.0,בזק,IL0002300114,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-28,ILS,2025-09-30,19.43394,1.0,19.43394,,,0.0762,2.3e-05,
,665,12154.0,"אשטרום נכסים אג""ח 9",IL0025101705,חייבים בגין תקבולים,ישראל,ישראל,לא,2014-09-22,ILS,2025-09-30,1.36975,1.0,1.36975,,,0.00537,1e-06,
,665,12154.0,"מליסרון אג""ח טז",IL0032302650,חייבים בגין תקבולים,ישראל,ישראל,כן,2017-01-12,ILS,2025-09-30,11.04347,1.0,11.04347,,,0.043301,1.3e-05,
,665,12154.0,חוז דולרי - מסלול 43,3335,"חייבים זכאים במט""ח",ישראל,ישראל,לא,2024-06-25,USD,2025-09-30,5.55939,3.306,18.37934,,,0.072065,2.2e-05,
,665,12154.0,"אלרוב נדלן אג""ח ו",IL0038701855,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-11-28,ILS,2025-09-30,1.01982,1.0,1.01982,,,0.003998,1e-06,
,665,12154.0,אלקטרה,IL0007390375,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-05,ILS,2025-09-30,2.36495,1.0,2.36495,,,0.009272,2e-06,
,665,12154.0,"סאמיט אג""ח יב",IL0011839201,חייבים בגין תקבולים,ישראל,ישראל,כן,2022-01-25,ILS,2025-09-30,6.41667,1.0,6.41667,,,0.025159,8e-06,
,665,12154.0,"שופרסל אג""ח ד",IL0077701915,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,1.60842,1.0,1.60842,,,0.006306,2e-06,
,665,12154.0,"שופרסל אג""ח ה",IL0077702095,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,12.44931,1.0,12.44931,,,0.048814,1.5e-05,
,665,12154.0,"שופרסל אג""ח ו",IL0077702178,חייבים בגין תקבולים,ישראל,ישראל,כן,2015-09-06,ILS,2025-09-30,10.02342,1.0,10.02342,,,0.039302,1.2e-05,
,665,12154.0,שופרסל,IL0007770378,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-28,ILS,2025-09-30,8.86586,1.0,8.86586,,,0.034762,1e-05,
,665,12154.0,נוף הגליל- חלקות 3 בגוש 16656 נצרת עלית,9445,חייבים וזכאים מס,ישראל,ישראל,לא,2022-08-22,ILS,2025-09-30,50.10687,1.0,50.10687,,,0.19647,6.2e-05,
,665,12154.0,מטריקס,IL0004450156,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,1.0166,1.0,1.0166,,,0.003986,1e-06,
,665,12154.0,"קרסו אג""ח ד",IL0011735664,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-03-07,ILS,2025-09-30,2.12948,1.0,2.12948,,,0.008349,2e-06,
,665,12154.0,חשמל סדרה 27,IL0060002107,חייבים בגין תקבולים,ישראל,ישראל,לא,2015-06-08,ILS,2025-09-30,26.03312,1.0,26.03312,,,0.102076,3.2e-05,
,665,12154.0,ג'נרשיין קפיטל,IL0011569261,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-07,ILS,2025-09-30,0.86257,1.0,0.86257,,,0.003382,1e-06,
,665,12154.0,פז אנרגיה,IL0011000077,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-08,ILS,2025-09-30,9.4985,1.0,9.4985,,,0.037243,1.1e-05,
,665,12154.0,"אמות אג""ח ו",IL0011586091,חייבים בגין תקבולים,ישראל,ישראל,לא,2019-06-30,ILS,2025-09-30,31.19926,1.0,31.19926,,,0.122333,3.8e-05,
,665,12154.0,אנרג'יאן,GB00BG12Y042,דיבידנד לקבל,ישראל,בריטניה,כן,2025-09-21,ILS,2025-09-30,2.13018,1.0,2.13018,,,0.008352,2e-06,
,665,12154.0,"אמ.וו.אל אג""ח א",IL0011435448,חוב בפיגור,ישראל,ישראל,לא,2018-03-07,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,12154.0,6104 JT CHIBAURA MACHINE,JP3592600005,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,11.58188,0.022332,0.25865,,,0.001014,0.0,
,665,12154.0,5463 JT Maruichi Steel Tube Ltd,JP3871200006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,13.73112,0.022332,0.30664,,,0.001202,0.0,
,665,12154.0,8051 JT YAMAZEN CORP,JP3936800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,7.88262,0.022332,0.17603,,,0.00069,0.0,
,665,12154.0,ALEXANDRIA REAL ESTATE EQUITY,US0152711091,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,0.90883,3.306,3.00459,,,0.011781,3e-06,
,665,12154.0,ALL US ALLSTATE CORP,US0200021014,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-08-29,USD,2025-09-30,0.69236,3.306,2.28894,,,0.008974,2e-06,
,665,12154.0,KO US - Coca Cola,US1912161007,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-15,USD,2025-09-30,0.89038,3.306,2.94361,,,0.011541,3e-06,
,665,12154.0,5423 tokyosteel manufacturing co,JP3579800008,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,15.2725,0.022332,0.34107,,,0.001337,0.0,
,665,12154.0,MDLZ US Mondelez International Inc,US6092071058,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,0.93095,3.306,3.07773,,,0.012067,3e-06,
,665,12154.0,NVDA US NVIDIA Corp,US67066G1040,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-11,USD,2025-09-30,0.05977,3.306,0.19759,,,0.000774,0.0,
,665,12154.0,TSM US TSMC,US8740391003,דיבידנד לקבל,"חו""ל",טייוואן,לא,2025-09-16,USD,2025-09-30,0.8186,3.306,2.70628,,,0.010611,3e-06,
,665,12154.0,TMO US Thermo Fisher Scientific Inc,US8835561023,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-03-16,USD,2025-09-30,0.12175,3.306,0.40251,,,0.001578,0.0,
,665,12154.0,KMB US KIMBERLY CLARK,US4943681035,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-05,USD,2025-09-30,0.52888,3.306,1.74847,,,0.006855,2e-06,
,665,12154.0,LRCX US LAM RESEARCH CORP,US5128073062,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-25,USD,2025-09-30,0.2572,3.306,0.85032,,,0.003334,1e-06,
,665,12154.0,9303 JT SUMITOMO WAREHOUSE CO LTD,JP3407000003,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,13.19313,0.022332,0.29463,,,0.001155,0.0,
,665,12154.0,7459 JT MEDIPAL HOLDINGS CORP,JP3268950007,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,19.16997,0.022332,0.4281,,,0.001678,0.0,
,665,12154.0,BNP FP BNP Paribas,FR0000131104,דיבידנד לקבל,"חו""ל",צרפת,לא,2025-09-25,EUR,2025-09-30,0.40717,3.8807,1.58011,,,0.006195,1e-06,
,665,12154.0,1949 JT SUMITOMO ENSETSU CO LTD,JP3407800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,8.91506,0.022332,0.19909,,,0.00078,0.0,
,665,13307.0,דה זראסאי אגח ג חש 5/25,IL0011379752,חוב בפיגור,ישראל,ישראל,לא,2016-03-21,ILS,2025-09-30,0.72179,1.0,0.72179,,,0.042888,1.5e-05,
,665,13307.0,בזק,IL0002300114,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-28,ILS,2025-09-30,3.70125,1.0,3.70125,,,0.219928,7.8e-05,
,665,13307.0,"אשטרום נכסים אג""ח 9",IL0025101705,חייבים בגין תקבולים,ישראל,ישראל,לא,2014-09-22,ILS,2025-09-30,0.05409,1.0,0.05409,,,0.003214,1e-06,
,665,13307.0,"מליסרון אג""ח טז",IL0032302650,חייבים בגין תקבולים,ישראל,ישראל,כן,2017-01-12,ILS,2025-09-30,0.43607,1.0,0.43607,,,0.025911,9e-06,
,665,13307.0,"אלרוב נדלן אג""ח ו",IL0038701855,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-11-28,ILS,2025-09-30,0.04027,1.0,0.04027,,,0.002392,0.0,
,665,13307.0,מטריקס,IL0004450156,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,0.19361,1.0,0.19361,,,0.011504,4e-06,
,665,13307.0,"סאמיט אג""ח יב",IL0011839201,חייבים בגין תקבולים,ישראל,ישראל,כן,2022-01-25,ILS,2025-09-30,0.25337,1.0,0.25337,,,0.015055,5e-06,
,665,13307.0,אלקטרה,IL0007390375,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-05,ILS,2025-09-30,0.45041,1.0,0.45041,,,0.026762,8e-06,
,665,13307.0,"שופרסל אג""ח ד",IL0077701915,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,0.06351,1.0,0.06351,,,0.003773,1e-06,
,665,13307.0,"שופרסל אג""ח ה",IL0077702095,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,0.49158,1.0,0.49158,,,0.029209,1e-05,
,665,13307.0,"שופרסל אג""ח ו",IL0077702178,חייבים בגין תקבולים,ישראל,ישראל,כן,2015-09-06,ILS,2025-09-30,0.39579,1.0,0.39579,,,0.023517,8e-06,
,665,13307.0,שופרסל,IL0007770378,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-28,ILS,2025-09-30,1.68853,1.0,1.68853,,,0.100331,3.5e-05,
,665,13307.0,חשמל סדרה 27,IL0060002107,חייבים בגין תקבולים,ישראל,ישראל,לא,2015-06-08,ILS,2025-09-30,1.02796,1.0,1.02796,,,0.061081,2.2e-05,
,665,13307.0,"קרסו אג""ח ד",IL0011735664,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-03-07,ILS,2025-09-30,0.08409,1.0,0.08409,,,0.004996,1e-06,
,665,13307.0,ג'נרשיין קפיטל,IL0011569261,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-07,ILS,2025-09-30,0.16428,1.0,0.16428,,,0.009761,3e-06,
,665,13307.0,"אמות אג""ח ו",IL0011586091,חייבים בגין תקבולים,ישראל,ישראל,לא,2019-06-30,ILS,2025-09-30,1.23195,1.0,1.23195,,,0.073202,2.6e-05,
,665,13307.0,אנרג'יאן,GB00BG12Y042,דיבידנד לקבל,ישראל,בריטניה,כן,2025-09-21,ILS,2025-09-30,0.4057,1.0,0.4057,,,0.024106,8e-06,
,665,13307.0,"אמ.וו.אל אג""ח א",IL0011435448,חוב בפיגור,ישראל,ישראל,לא,2018-03-07,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,665,13307.0,פז אנרגיה,IL0011000077,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-08,ILS,2025-09-30,1.80902,1.0,1.80902,,,0.107491,3.8e-05,
,665,13307.0,6104 JT CHIBAURA MACHINE,JP3592600005,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,2.01309,0.022332,0.04496,,,0.002671,0.0,
,665,13307.0,8051 JT YAMAZEN CORP,JP3936800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,1.3701,0.022332,0.0306,,,0.001818,0.0,
,665,13307.0,ALEXANDRIA REAL ESTATE EQUITY,US0152711091,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,0.15797,3.306,0.52224,,,0.031031,1.1e-05,
,665,13307.0,ALL US ALLSTATE CORP,US0200021014,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-08-29,USD,2025-09-30,0.12034,3.306,0.39785,,,0.02364,8e-06,
,665,13307.0,KO US - Coca Cola,US1912161007,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-15,USD,2025-09-30,0.15476,3.306,0.51164,,,0.030401,1e-05,
,665,13307.0,LRCX US LAM RESEARCH CORP,US5128073062,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-25,USD,2025-09-30,0.04471,3.306,0.1478,,,0.008782,3e-06,
,665,13307.0,5423 tokyosteel manufacturing co,JP3579800008,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,2.65456,0.022332,0.05928,,,0.003522,1e-06,
,665,13307.0,MDLZ US Mondelez International Inc,US6092071058,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,0.16181,3.306,0.53495,,,0.031786,1.1e-05,
,665,13307.0,NVDA US NVIDIA Corp,US67066G1040,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-11,USD,2025-09-30,0.01039,3.306,0.03434,,,0.00204,0.0,
,665,13307.0,TSM US TSMC,US8740391003,דיבידנד לקבל,"חו""ל",טייוואן,לא,2025-09-16,USD,2025-09-30,0.14228,3.306,0.47039,,,0.02795,9e-06,
,665,13307.0,TMO US Thermo Fisher Scientific Inc,US8835561023,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-03-16,USD,2025-09-30,0.02116,3.306,0.06996,,,0.004157,1e-06,
,665,13307.0,KMB US KIMBERLY CLARK,US4943681035,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-05,USD,2025-09-30,0.09193,3.306,0.30391,,,0.018058,6e-06,
