Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם הנכס האחר,מספר הנכס האחר,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,תאריך עסקה,מטבע פעילות,תאריך שערוך אחרון,שווי מטבעי,שער חליפין,"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 19
,168,2009.0,MDLZ US Mondelez International Inc,US6092071058,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,284.5331,3.306,940.66643,,,0.03329,8e-06,
,168,2009.0,LRCX US LAM RESEARCH CORP,US5128073062,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-25,USD,2025-09-30,78.61124,3.306,259.88876,,,0.009197,2e-06,
,168,2009.0,KMB US KIMBERLY CLARK,US4943681035,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-05,USD,2025-09-30,161.64481,3.306,534.39776,,,0.018912,4e-06,
,168,2009.0,KO US - Coca Cola,US1912161007,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-15,USD,2025-09-30,272.13401,3.306,899.67505,,,0.031839,8e-06,
,168,2009.0,NVDA US NVIDIA Corp,US67066G1040,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-11,USD,2025-09-30,18.26737,3.306,60.39191,,,0.002137,0.0,
,168,2009.0,6104 JT CHIBAURA MACHINE,JP3592600005,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,3539.84737,0.022332,79.05187,,,0.002797,0.0,
,168,2009.0,1949 JT SUMITOMO ENSETSU CO LTD,JP3407800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,2724.76755,0.022332,60.84951,,,0.002153,0.0,
,168,2009.0,9303 JT SUMITOMO WAREHOUSE CO LTD,JP3407000003,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,4032.30332,0.022332,90.0494,,,0.003186,0.0,
,168,2009.0,7459 JT MEDIPAL HOLDINGS CORP,JP3268950007,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,5859.04258,0.022332,130.84414,,,0.00463,1e-06,
,168,2009.0,BNP FP BNP Paribas,FR0000131104,דיבידנד לקבל,"חו""ל",צרפת,לא,2025-09-25,EUR,2025-09-30,124.44672,3.8807,482.94039,,,0.017091,4e-06,
,168,2009.0,5423 tokyosteel manufacturing co,JP3579800008,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,4667.83405,0.022332,104.24207,,,0.003689,0.0,
,168,2012.0,"אשטרום נכסים אג""ח 9",IL0025101705,חייבים בגין תקבולים,ישראל,ישראל,לא,2014-09-22,ILS,2025-09-30,3.62157,1.0,3.62157,,,0.001887,0.0,
,168,2012.0,"מליסרון אג""ח טז",IL0032302650,חייבים בגין תקבולים,ישראל,ישראל,כן,2017-01-12,ILS,2025-09-30,29.19864,1.0,29.19864,,,0.015219,3e-06,
,168,2012.0,חוז דולרי - מסלול 43,3335,"חייבים זכאים במט""ח",ישראל,ישראל,לא,2024-06-25,USD,2025-09-30,23.78476,3.306,78.63241,,,0.040985,1e-05,
,168,2012.0,"אלרוב נדלן אג""ח ו",IL0038701855,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-11-28,ILS,2025-09-30,2.69638,1.0,2.69638,,,0.001405,0.0,
,168,2012.0,מטריקס,IL0004450156,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,11.48755,1.0,11.48755,,,0.005987,1e-06,
,168,2012.0,אלקטרה,IL0007390375,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-05,ILS,2025-09-30,26.7238,1.0,26.7238,,,0.013929,3e-06,
,168,2012.0,"שופרסל אג""ח ד",IL0077701915,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,4.25262,1.0,4.25262,,,0.002216,0.0,
,168,2012.0,"שופרסל אג""ח ה",IL0077702095,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,32.91565,1.0,32.91565,,,0.017156,4e-06,
,168,2012.0,"שופרסל אג""ח ו",IL0077702178,חייבים בגין תקבולים,ישראל,ישראל,כן,2015-09-06,ILS,2025-09-30,26.50165,1.0,26.50165,,,0.013813,3e-06,
,168,2012.0,שופרסל,IL0007770378,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-28,ILS,2025-09-30,100.18393,1.0,100.18393,,,0.052219,1.2e-05,
,168,2012.0,נוף הגליל- חלקות 3 בגוש 16656 נצרת עלית,9445,חייבים וזכאים מס,ישראל,ישראל,לא,2022-08-22,ILS,2025-09-30,804.91774,1.0,804.91774,,,0.419551,0.000105,
,168,2012.0,בזק,IL0002300114,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-28,ILS,2025-09-30,219.60285,1.0,219.60285,,,0.114464,2.8e-05,
,168,2012.0,דה זראסאי אגח ג חש 5/25,IL0011379752,חוב בפיגור,ישראל,ישראל,לא,2016-03-21,ILS,2025-09-30,48.33017,1.0,48.33017,,,0.025191,6e-06,
,168,2012.0,חשמל סדרה 27,IL0060002107,חייבים בגין תקבולים,ישראל,ישראל,לא,2015-06-08,ILS,2025-09-30,68.83091,1.0,68.83091,,,0.035877,9e-06,
,168,2012.0,"קרסו אג""ח ד",IL0011735664,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-03-07,ILS,2025-09-30,5.63029,1.0,5.63029,,,0.002934,0.0,
,168,2012.0,"אמות אג""ח ו",IL0011586091,חייבים בגין תקבולים,ישראל,ישראל,לא,2019-06-30,ILS,2025-09-30,82.49003,1.0,82.49003,,,0.042996,1e-05,
,168,2012.0,ג'נרשיין קפיטל,IL0011569261,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-07,ILS,2025-09-30,9.74704,1.0,9.74704,,,0.00508,1e-06,
,168,2012.0,אנרג'יאן,GB00BG12Y042,דיבידנד לקבל,ישראל,בריטניה,כן,2025-09-21,ILS,2025-09-30,24.0709,1.0,24.0709,,,0.012546,3e-06,
,168,2012.0,"אמ.וו.אל אג""ח א",IL0011435448,חוב בפיגור,ישראל,ישראל,לא,2018-03-07,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,168,2012.0,פז אנרגיה,IL0011000077,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-08,ILS,2025-09-30,107.33265,1.0,107.33265,,,0.055945,1.3e-05,
,168,2012.0,"סאמיט אג""ח יב",IL0011839201,חייבים בגין תקבולים,ישראל,ישראל,כן,2022-01-25,ILS,2025-09-30,16.9655,1.0,16.9655,,,0.008843,2e-06,
,168,2012.0,8051 JT YAMAZEN CORP,JP3936800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,81.23023,0.022332,1.81403,,,0.000945,0.0,
,168,2012.0,ALEXANDRIA REAL ESTATE EQUITY,US0152711091,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,9.36546,3.306,30.9622,,,0.016138,4e-06,
,168,2012.0,ALL US ALLSTATE CORP,US0200021014,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-08-29,USD,2025-09-30,7.13475,3.306,23.58747,,,0.012294,3e-06,
,168,2012.0,KO US - Coca Cola,US1912161007,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-15,USD,2025-09-30,9.17539,3.306,30.33384,,,0.015811,3e-06,
,168,2012.0,MDLZ US Mondelez International Inc,US6092071058,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,9.59344,3.306,31.71592,,,0.016531,4e-06,
,168,2012.0,LRCX US LAM RESEARCH CORP,US5128073062,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-25,USD,2025-09-30,2.65049,3.306,8.76252,,,0.004567,1e-06,
,168,2012.0,5463 JT Maruichi Steel Tube Ltd,JP3871200006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,141.49882,0.022332,3.15995,,,0.001647,0.0,
,168,2012.0,NVDA US NVIDIA Corp,US67066G1040,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-11,USD,2025-09-30,0.61591,3.306,2.0362,,,0.001061,0.0,
,168,2012.0,TSM US TSMC,US8740391003,דיבידנד לקבל,"חו""ל",טייוואן,לא,2025-09-16,USD,2025-09-30,8.43562,3.306,27.88815,,,0.014535,3e-06,
,168,2012.0,TMO US Thermo Fisher Scientific Inc,US8835561023,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-03-16,USD,2025-09-30,1.25464,3.306,4.14783,,,0.002161,0.0,
,168,2012.0,KMB US KIMBERLY CLARK,US4943681035,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-05,USD,2025-09-30,5.45009,3.306,18.01799,,,0.009391,2e-06,
,168,2012.0,6104 JT CHIBAURA MACHINE,JP3592600005,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,119.35105,0.022332,2.66535,,,0.001389,0.0,
,168,2012.0,9303 JT SUMITOMO WAREHOUSE CO LTD,JP3407000003,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,135.95491,0.022332,3.03614,,,0.001582,0.0,
,168,2012.0,1949 JT SUMITOMO ENSETSU CO LTD,JP3407800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,91.86946,0.022332,2.05163,,,0.001069,0.0,
,168,2012.0,7459 JT MEDIPAL HOLDINGS CORP,JP3268950007,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,197.54605,0.022332,4.4116,,,0.002299,0.0,
,168,2012.0,BNP FP BNP Paribas,FR0000131104,דיבידנד לקבל,"חו""ל",צרפת,לא,2025-09-25,EUR,2025-09-30,4.1959,3.8807,16.28303,,,0.008487,2e-06,
,168,2012.0,5423 tokyosteel manufacturing co,JP3579800008,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,157.38274,0.022332,3.51467,,,0.001831,0.0,
,168,2013.0,"סאמיט אג""ח יב",IL0011839201,חייבים בגין תקבולים,ישראל,ישראל,כן,2022-01-25,ILS,2025-09-30,25.90201,1.0,25.90201,,,0.010849,2e-06,
,168,2013.0,"קרסו אג""ח ד",IL0011735664,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-03-07,ILS,2025-09-30,8.59602,1.0,8.59602,,,0.0036,0.0,
,168,2013.0,מטריקס,IL0004450156,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,18.91209,1.0,18.91209,,,0.007921,1e-06,
,168,2013.0,"אלרוב נדלן אג""ח ו",IL0038701855,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-11-28,ILS,2025-09-30,4.11669,1.0,4.11669,,,0.001724,0.0,
,168,2013.0,"מליסרון אג""ח טז",IL0032302650,חייבים בגין תקבולים,ישראל,ישראל,כן,2017-01-12,ILS,2025-09-30,44.57892,1.0,44.57892,,,0.018672,4e-06,
,168,2013.0,"אשטרום נכסים אג""ח 9",IL0025101705,חייבים בגין תקבולים,ישראל,ישראל,לא,2014-09-22,ILS,2025-09-30,5.52923,1.0,5.52923,,,0.002315,0.0,
,168,2013.0,בזק,IL0002300114,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-28,ILS,2025-09-30,361.53471,1.0,361.53471,,,0.151433,3.5e-05,
,168,2013.0,דה זראסאי אגח ג חש 5/25,IL0011379752,חוב בפיגור,ישראל,ישראל,לא,2016-03-21,ILS,2025-09-30,73.7879,1.0,73.7879,,,0.030906,7e-06,
,168,2013.0,חוז דולרי - מסלול 43,3335,"חייבים זכאים במט""ח",ישראל,ישראל,לא,2024-06-25,USD,2025-09-30,76.92675,3.306,254.31983,,,0.106525,2.5e-05,
,168,2013.0,"אמות אג""ח ו",IL0011586091,חייבים בגין תקבולים,ישראל,ישראל,לא,2019-06-30,ILS,2025-09-30,125.94135,1.0,125.94135,,,0.052752,1.2e-05,
,168,2013.0,אלקטרה,IL0007390375,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-05,ILS,2025-09-30,43.9957,1.0,43.9957,,,0.018427,4e-06,
,168,2013.0,אנרג'יאן,GB00BG12Y042,דיבידנד לקבל,ישראל,בריטניה,כן,2025-09-21,ILS,2025-09-30,39.62819,1.0,39.62819,,,0.016598,3e-06,
,168,2013.0,חשמל סדרה 27,IL0060002107,חייבים בגין תקבולים,ישראל,ישראל,לא,2015-06-08,ILS,2025-09-30,105.08733,1.0,105.08733,,,0.044017,1e-05,
,168,2013.0,נוף הגליל- חלקות 3 בגוש 16656 נצרת עלית,9445,חייבים וזכאים מס,ישראל,ישראל,לא,2022-08-22,ILS,2025-09-30,488.20303,1.0,488.20303,,,0.204489,4.9e-05,
,168,2013.0,שופרסל,IL0007770378,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-28,ILS,2025-09-30,164.93396,1.0,164.93396,,,0.069084,1.5e-05,
,168,2013.0,ג'נרשיין קפיטל,IL0011569261,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-07,ILS,2025-09-30,16.04667,1.0,16.04667,,,0.006721,1e-06,
,168,2013.0,"שופרסל אג""ח ו",IL0077702178,חייבים בגין תקבולים,ישראל,ישראל,כן,2015-09-06,ILS,2025-09-30,40.4613,1.0,40.4613,,,0.016947,4e-06,
,168,2013.0,"שופרסל אג""ח ד",IL0077701915,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,6.49267,1.0,6.49267,,,0.002719,0.0,
,168,2013.0,פז אנרגיה,IL0011000077,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-08,ILS,2025-09-30,176.70299,1.0,176.70299,,,0.074013,1.7e-05,
,168,2013.0,"אמ.וו.אל אג""ח א",IL0011435448,חוב בפיגור,ישראל,ישראל,לא,2018-03-07,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,168,2013.0,"שופרסל אג""ח ה",IL0077702095,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,50.25385,1.0,50.25385,,,0.021049,5e-06,
,168,2013.0,8051 JT YAMAZEN CORP,JP3936800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,125.94157,0.022332,2.81253,,,0.001178,0.0,
,168,2013.0,ALEXANDRIA REAL ESTATE EQUITY,US0152711091,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,14.52046,3.306,48.00464,,,0.020107,4e-06,
,168,2013.0,KO US - Coca Cola,US1912161007,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-15,USD,2025-09-30,14.22578,3.306,47.03041,,,0.019699,4e-06,
,168,2013.0,5463 JT Maruichi Steel Tube Ltd,JP3871200006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,219.38364,0.022332,4.89928,,,0.002052,0.0,
,168,2013.0,KMB US KIMBERLY CLARK,US4943681035,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-05,USD,2025-09-30,8.44996,3.306,27.93558,,,0.011701,2e-06,
,168,2013.0,LRCX US LAM RESEARCH CORP,US5128073062,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-25,USD,2025-09-30,4.10939,3.306,13.58566,,,0.00569,1e-06,
,168,2013.0,MDLZ US Mondelez International Inc,US6092071058,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,14.87394,3.306,49.17323,,,0.020596,4e-06,
,168,2013.0,NVDA US NVIDIA Corp,US67066G1040,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-11,USD,2025-09-30,0.95492,3.306,3.15698,,,0.001322,0.0,
,168,2013.0,TMO US Thermo Fisher Scientific Inc,US8835561023,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-03-16,USD,2025-09-30,1.94522,3.306,6.43091,,,0.002693,0.0,
,168,2013.0,ALL US ALLSTATE CORP,US0200021014,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-08-29,USD,2025-09-30,11.0619,3.306,36.57066,,,0.015318,3e-06,
,168,2013.0,6104 JT CHIBAURA MACHINE,JP3592600005,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,185.04513,0.022332,4.13243,,,0.00173,0.0,
,168,2013.0,TSM US TSMC,US8740391003,דיבידנד לקבל,"חו""ל",טייוואן,לא,2025-09-16,USD,2025-09-30,13.07882,3.306,43.23855,,,0.01811,4e-06,
,168,2013.0,1949 JT SUMITOMO ENSETSU CO LTD,JP3407800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,142.43692,0.022332,3.1809,,,0.001332,0.0,
,168,2013.0,9303 JT SUMITOMO WAREHOUSE CO LTD,JP3407000003,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,210.7882,0.022332,4.70732,,,0.001971,0.0,
,168,2013.0,7459 JT MEDIPAL HOLDINGS CORP,JP3268950007,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,306.2808,0.022332,6.83986,,,0.002864,0.0,
,168,2013.0,BNP FP BNP Paribas,FR0000131104,דיבידנד לקבל,"חו""ל",צרפת,לא,2025-09-25,EUR,2025-09-30,6.50544,3.8807,25.24565,,,0.010574,2e-06,
,168,2013.0,5423 tokyosteel manufacturing co,JP3579800008,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,244.0105,0.022332,5.44924,,,0.002282,0.0,
,168,2014.0,"אשטרום נכסים אג""ח 9",IL0025101705,חייבים בגין תקבולים,ישראל,ישראל,לא,2014-09-22,ILS,2025-09-30,2.44151,1.0,2.44151,,,0.000698,0.0,
,168,2014.0,"מליסרון אג""ח טז",IL0032302650,חייבים בגין תקבולים,ישראל,ישראל,כן,2017-01-12,ILS,2025-09-30,19.68445,1.0,19.68445,,,0.005629,1e-06,
,168,2014.0,חוז דולרי - מסלול 43,3335,"חייבים זכאים במט""ח",ישראל,ישראל,לא,2024-06-25,USD,2025-09-30,109.36527,3.306,361.56158,,,0.103405,2.6e-05,
,168,2014.0,"אלרוב נדלן אג""ח ו",IL0038701855,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-11-28,ILS,2025-09-30,1.81778,1.0,1.81778,,,0.000519,0.0,
,168,2014.0,מטריקס,IL0004450156,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,35.0291,1.0,35.0291,,,0.010018,2e-06,
,168,2014.0,"שופרסל אג""ח ד",IL0077701915,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,2.86693,1.0,2.86693,,,0.000819,0.0,
,168,2014.0,בזק,IL0002300114,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-28,ILS,2025-09-30,669.63698,1.0,669.63698,,,0.191513,4.8e-05,
,168,2014.0,"שופרסל אג""ח ה",IL0077702095,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,22.1903,1.0,22.1903,,,0.006346,1e-06,
,168,2014.0,"שופרסל אג""ח ו",IL0077702178,חייבים בגין תקבולים,ישראל,ישראל,כן,2015-09-06,ILS,2025-09-30,17.86626,1.0,17.86626,,,0.005109,1e-06,
,168,2014.0,שופרסל,IL0007770378,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-28,ILS,2025-09-30,305.49177,1.0,305.49177,,,0.087368,2.1e-05,
,168,2014.0,נוף הגליל- חלקות 3 בגוש 16656 נצרת עלית,9445,חייבים וזכאים מס,ישראל,ישראל,לא,2022-08-22,ILS,2025-09-30,738.82858,1.0,738.82858,,,0.211302,5.3e-05,
,168,2014.0,חשמל סדרה 27,IL0060002107,חייבים בגין תקבולים,ישראל,ישראל,לא,2015-06-08,ILS,2025-09-30,46.40279,1.0,46.40279,,,0.013271,3e-06,
,168,2014.0,דה זראסאי אגח ג חש 5/25,IL0011379752,חוב בפיגור,ישראל,ישראל,לא,2016-03-21,ILS,2025-09-30,32.58209,1.0,32.58209,,,0.009318,2e-06,
,168,2014.0,אלקטרה,IL0007390375,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-05,ILS,2025-09-30,81.48913,1.0,81.48913,,,0.023305,5e-06,
,168,2014.0,"קרסו אג""ח ד",IL0011735664,חייבים בגין תקבולים,ישראל,ישראל,לא,2021-03-07,ILS,2025-09-30,3.79569,1.0,3.79569,,,0.001085,0.0,
,168,2014.0,פז אנרגיה,IL0011000077,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-08,ILS,2025-09-30,327.29043,1.0,327.29043,,,0.093603,2.3e-05,
,168,2014.0,"אמ.וו.אל אג""ח א",IL0011435448,חוב בפיגור,ישראל,ישראל,לא,2018-03-07,ILS,2025-09-30,0.0,1.0,0.0,,,0.0,0.0,
,168,2014.0,"סאמיט אג""ח יב",IL0011839201,חייבים בגין תקבולים,ישראל,ישראל,כן,2022-01-25,ILS,2025-09-30,11.4374,1.0,11.4374,,,0.003271,0.0,
,168,2014.0,ג'נרשיין קפיטל,IL0011569261,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-07,ILS,2025-09-30,29.72175,1.0,29.72175,,,0.0085,2e-06,
,168,2014.0,"אמות אג""ח ו",IL0011586091,חייבים בגין תקבולים,ישראל,ישראל,לא,2019-06-30,ILS,2025-09-30,55.61118,1.0,55.61118,,,0.015904,4e-06,
,168,2014.0,אנרג'יאן,GB00BG12Y042,דיבידנד לקבל,ישראל,בריטניה,כן,2025-09-21,ILS,2025-09-30,73.3996,1.0,73.3996,,,0.020992,5e-06,
,168,2014.0,5463 JT Maruichi Steel Tube Ltd,JP3871200006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,433.88927,0.022332,9.68962,,,0.002771,0.0,
,168,2014.0,8051 JT YAMAZEN CORP,JP3936800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,249.08282,0.022332,5.56252,,,0.00159,0.0,
,168,2014.0,ALEXANDRIA REAL ESTATE EQUITY,US0152711091,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,28.71805,3.306,94.94188,,,0.027153,6e-06,
,168,2014.0,ALL US ALLSTATE CORP,US0200021014,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-08-29,USD,2025-09-30,21.87785,3.306,72.32816,,,0.020685,5e-06,
,168,2014.0,KO US - Coca Cola,US1912161007,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-15,USD,2025-09-30,28.13524,3.306,93.0151,,,0.026602,6e-06,
,168,2014.0,KMB US KIMBERLY CLARK,US4943681035,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-05,USD,2025-09-30,16.71204,3.306,55.25002,,,0.015801,4e-06,
,168,2014.0,6104 JT CHIBAURA MACHINE,JP3592600005,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,365.97575,0.022332,8.17297,,,0.002337,0.0,
,168,2014.0,NVDA US NVIDIA Corp,US67066G1040,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-11,USD,2025-09-30,1.88862,3.306,6.24376,,,0.001785,0.0,
,168,2014.0,TSM US TSMC,US8740391003,דיבידנד לקבל,"חו""ל",טייוואן,לא,2025-09-16,USD,2025-09-30,25.86681,3.306,85.51569,,,0.024456,5e-06,
,168,2014.0,TMO US Thermo Fisher Scientific Inc,US8835561023,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-03-16,USD,2025-09-30,3.8472,3.306,12.71884,,,0.003637,0.0,
,168,2014.0,LRCX US LAM RESEARCH CORP,US5128073062,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-25,USD,2025-09-30,8.12741,3.306,26.86923,,,0.007684,1e-06,
,168,2014.0,MDLZ US Mondelez International Inc,US6092071058,דיבידנד לקבל,"חו""ל","ארה""ב",לא,2025-09-30,USD,2025-09-30,29.41715,3.306,97.25309,,,0.027814,7e-06,
,168,2014.0,5423 tokyosteel manufacturing co,JP3579800008,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,482.59541,0.022332,10.77732,,,0.003082,0.0,
,168,2014.0,9303 JT SUMITOMO WAREHOUSE CO LTD,JP3407000003,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,416.88951,0.022332,9.30998,,,0.002662,0.0,
,168,2014.0,7459 JT MEDIPAL HOLDINGS CORP,JP3268950007,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,605.75141,0.022332,13.52764,,,0.003868,0.0,
,168,2014.0,BNP FP BNP Paribas,FR0000131104,דיבידנד לקבל,"חו""ל",צרפת,לא,2025-09-25,EUR,2025-09-30,12.86623,3.8807,49.92997,,,0.014279,3e-06,
,168,2014.0,1949 JT SUMITOMO ENSETSU CO LTD,JP3407800006,דיבידנד לקבל,"חו""ל",יפן,לא,2025-09-30,JPY,2025-09-30,281.70674,0.022332,6.29107,,,0.001799,0.0,
,168,2015.0,"אשטרום נכסים אג""ח 9",IL0025101705,חייבים בגין תקבולים,ישראל,ישראל,לא,2014-09-22,ILS,2025-09-30,2.78581,1.0,2.78581,,,0.00048,0.0,
,168,2015.0,"מליסרון אג""ח טז",IL0032302650,חייבים בגין תקבולים,ישראל,ישראל,כן,2017-01-12,ILS,2025-09-30,22.46034,1.0,22.46034,,,0.003875,1e-06,
,168,2015.0,חוז דולרי - מסלול 43,3335,"חייבים זכאים במט""ח",ישראל,ישראל,לא,2024-06-25,USD,2025-09-30,159.71452,3.306,528.0162,,,0.091107,2.7e-05,
,168,2015.0,מטריקס,IL0004450156,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-30,ILS,2025-09-30,60.94516,1.0,60.94516,,,0.010515,3e-06,
,168,2015.0,חשמל סדרה 27,IL0060002107,חייבים בגין תקבולים,ישראל,ישראל,לא,2015-06-08,ILS,2025-09-30,52.94648,1.0,52.94648,,,0.009135,2e-06,
,168,2015.0,בזק,IL0002300114,דיבידנד לקבל,ישראל,ישראל,לא,2025-09-28,ILS,2025-09-30,1165.06357,1.0,1165.06357,,,0.201027,6e-05,
,168,2015.0,"שופרסל אג""ח ד",IL0077701915,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,3.27122,1.0,3.27122,,,0.000564,0.0,
,168,2015.0,"שופרסל אג""ח ה",IL0077702095,חייבים בגין תקבולים,ישראל,ישראל,כן,2013-10-07,ILS,2025-09-30,25.31956,1.0,25.31956,,,0.004368,1e-06,
,168,2015.0,"שופרסל אג""ח ו",IL0077702178,חייבים בגין תקבולים,ישראל,ישראל,כן,2015-09-06,ILS,2025-09-30,20.38575,1.0,20.38575,,,0.003517,1e-06,
,168,2015.0,שופרסל,IL0007770378,דיבידנד לקבל,ישראל,ישראל,כן,2025-09-28,ILS,2025-09-30,531.50788,1.0,531.50788,,,0.091709,2.7e-05,
,168,2015.0,נוף הגליל- חלקות 3 בגוש 16656 נצרת עלית,9445,חייבים וזכאים מס,ישראל,ישראל,לא,2022-08-22,ILS,2025-09-30,1300.5075,1.0,1300.5075,,,0.224398,6.8e-05,
