Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,ענף מסחר,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 25
,168,2014.0,Rheinmetall AG,2221001IK1TS34BCHL37,LEI,RHM GY Rheinmetall AG,DE0007030009,ISIN,מניות,"חו""ל",גרמניה,סחיר,אחר,Aerospace & Defense,לא,EUR,642.73,3.8807,198450.0,,4949.80292,1.3e-05,0.001574,0.000358,
,168,2014.0,STANLEY ELECTRIC LTD,5493005ZQBXXU7ZPVY73,LEI,6923 JT STANLEY ELECTRIC,JP3399400005,ISIN,מניות,"חו""ל",יפן,סחיר,JPX,Automobile Components,לא,JPY,27941.72,0.022332,298900.0,,1865.11972,0.000183,0.000593,0.000135,
,168,2014.0,Union Pacific Corp,549300LMMRSZZCZ8CL11,LEI,UNP US Union Pacific Corp,US9078181081,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Ground Transportation,לא,USD,14348.86,3.306,23637.0,,11212.76306,2.4e-05,0.003566,0.000812,
,168,2014.0,Adobe Inc,FU4LY2G4933NH2E1CP29,LEI,ADBE US Adobe Inc,US00724F1012,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,10113.16,3.306,35275.0,,11793.8789,2.4e-05,0.003751,0.000854,
,168,2014.0,SolarEdge Technologies Inc,5493000K6Y58XXPDF853,LEI,SEDG US SolarEdge Technologies Inc,US83417M1045,ISIN,מניות,"חו""ל","ארה""ב",לא חסום בהשאלה,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,4123.71,3.306,3700.0,,504.42036,6.9e-05,0.00016,3.6e-05,
,168,2014.0,Adyen NV,724500973ODKK3IFQ447,LEI,ADYEN NA  Adyen NV,NL0012969182,ISIN,מניות,"חו""ל",הולנד,סחיר,EURONEXT,Financial Services,לא,EUR,2736.43,3.8807,136500.0,,14495.29868,8.6e-05,0.00461,0.00105,
,168,2014.0,Globalworth Real Estate Invest,213800R3E823B1UBIA81,LEI,GWI LN Globalworth Real Estate Invest,GG00B979FD04,ISIN,מניות,"חו""ל",גרמניה,סחיר,LSE,Office REITs,לא,EUR,33068.59,3.8807,212.0,,272.05803,0.000113,8.6e-05,1.9e-05,
,168,2014.0,Alphabet Inc,5493006MHB84DD0ZWV18,LEI,GOOGL US Alphabet Inc,US02079K3059,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Interactive Media & Services,לא,USD,139972.1,3.306,24310.0,,112493.98271,2.4e-05,0.035781,0.008152,
,168,2014.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,ENLT US Enlight Renewable Energy Ltd,IL0007200111,ISIN,מניות,"חו""ל",ישראל,סחיר,NASDAQ,Independent Power and Renewable Electricity Producers,כן,USD,25627.37,3.306,3116.0,,2640.00198,0.000194,0.000839,0.00019,
,168,2014.0,Eli Lilly & Co,FRDRIPF3EKNDJ2CQJL29,LEI,LLY US Eli Lilly & Co,US5324571083,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Pharmaceuticals,לא,USD,8623.13,3.306,76300.0,,21751.6539,9e-06,0.006918,0.001576,
,168,2014.0,Procter & Gamble Co/The,2572IBTT8CCZW6AU4141,LEI,PG US - Procter&Gambel,US7427181091,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Household Products,לא,USD,16115.47,3.306,15365.0,,8186.1273,6e-06,0.002603,0.000593,
,168,2014.0,UROGEN PHARMA LTD,513537621,ח.פ.,URGN US Urogen Pharma Ltd,IL0011407140,ISIN,מניות,"חו""ל",ישראל,סחיר,NASDAQ,Biotechnology,לא,USD,33084.14,3.306,1995.0,,2182.05478,0.000715,0.000694,0.000158,
,168,2014.0,SUMITOMO DENSETSU CO LTD,3538004TJPF8WYKHK431,LEI,1949 JT SUMITOMO ENSETSU CO LTD,JP3407800006,ISIN,מניות,"חו""ל",יפן,סחיר,JPX,Construction & Engineering,לא,JPY,4264.78,0.022332,639000.0,,608.58973,0.000119,0.000193,4.4e-05,
,168,2014.0,OLD DOMINION FREIUHT LINE INC,5299009TWK32WE417T96,LEI,ODFL US OLD DOMINION FREIGHT LINE,US6795801009,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Transportation Infrastructure,לא,USD,8880.45,3.306,14078.0,,4133.12948,4.2e-05,0.001314,0.000299,
,168,2014.0,SAMSUNG ELECTRONICS CO LTD,9884007ER46L6N7EI764,LEI,SMSN LI Samsung Electronics,US7960508882,ISIN,מניות,"חו""ל",דרום קוריאה,סחיר,אחר,"Technology Hardware, Storage & Peripherals",לא,USD,3719.55,3.306,149400.0,,18371.44521,0.0,0.005843,0.001331,
,168,2014.0,ALEXANDRIA  REAL ESTATE,MGCJBT4MKTQBVLNUIS88,LEI,ALEXANDRIA REAL ESTATE EQUITY,US0152711091,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Mortgage Real Estate Investment Trusts (REITs),לא,USD,21756.1,3.306,8334.0,,5994.28525,0.000125,0.001906,0.000434,
,168,2014.0,ALLSTATE CORP,OBT0W1ED8G0NWVOLOJ77,LEI,ALL US ALLSTATE CORP,US0200021014,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Insurance,לא,USD,21877.85,3.306,21465.0,,15525.2401,8.3e-05,0.004938,0.001125,
,168,2014.0,UNITEDHEALTH GROUP INC,549300GHBMY8T5GXDE41,LEI,UNH US UnitedHealth Group Inc,US91324P1021,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Health Care Providers & Services,לא,USD,11966.48,3.306,34530.0,,13660.48031,1.3e-05,0.004345,0.00099,
,168,2014.0,SOCIETE GENERALE,529900T7KEXD7VGOFO59,LEI,GLE FP Societe Generale SA,FR0000130809,ISIN,מניות,"חו""ל",צרפת,סחיר,אחר,Banks,לא,EUR,29578.99,3.8807,5636.0,,6469.40495,3.7e-05,0.002057,0.000468,
,168,2014.0,SimilarWeb Ltd,514244714,ח.פ.,SMWB US SimilarWeb Ltd,IL0011751653,ISIN,מניות,"חו""ל",ישראל,סחיר,NYSE,Software,לא,USD,92099.01,3.306,930.0,,2831.65787,0.001111,0.0009,0.000205,
,168,2014.0,Tesla Inc,54930043XZGB27CTOV49,LEI,TSLA US Tesla Inc,US88160R1014,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Automobiles,לא,USD,25225.76,3.306,44472.0,,37088.02486,7e-06,0.011796,0.002687,
,168,2014.0,CBRE Group Inc,52990016II9MJ2OSWA10,LEI,CBRE US CBRE Group Inc,US12504L1098,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Real Estate Management & Development,לא,USD,22854.36,3.306,15756.0,,11904.6864,7.6e-05,0.003786,0.000862,
,168,2014.0,Broadcom Ltd,549300WV6GIDOZJTV909,LEI,AVGO US Broadcom ltd,US11135F1012,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,51137.51,3.306,32991.0,,55774.78796,1e-05,0.01774,0.004042,
,168,2014.0,Abbott Laboratories,HQD377W2YR662HK5JX27,LEI,ABT US Abbott Laboratories,US0028241000,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Health Care Equipment & Supplies,לא,USD,32317.09,3.306,13394.0,,14310.19028,1.8e-05,0.004551,0.001037,
,168,2014.0,J.P. MORGAN Securities PLC,8I5DZWZKVSZI1NUHU748,LEI,JPM-JPMorgan Chase & Co,US46625H1005,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Banks,לא,USD,43504.57,3.306,31543.0,,45367.06424,1.5e-05,0.01443,0.003287,
,168,2014.0,Airbus SE,MINO79WLOO247M1IL051,LEI,AIR FP Airbus Group NV,NL0000235190,ISIN,מניות,"חו""ל",צרפת,סחיר,אחר,Aerospace & Defense,לא,EUR,9150.11,3.8807,19740.0,,7009.43986,1.1e-05,0.002229,0.000507,
,168,2014.0,MCDONALD'S CORP,UE2136O97NLB5BYP9H04,LEI,MCD US -  McDonalds,US5801351017,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Consumer Staples Distribution & Retail,לא,USD,9203.89,3.306,30389.0,,9246.78812,1.2e-05,0.002941,0.00067,
,168,2014.0,S&P Global Inc,Y6X4K52KMJMZE7I7MY94,LEI,SPGI US S&P Global Inc,US78409V1044,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Capital Markets,לא,USD,6526.55,3.306,48671.0,,10501.62462,2e-05,0.00334,0.000761,
,168,2014.0,"אלומי קפיטל בע""מ",520039868,ח.פ.,אלומיי קפיטל לקבל,IL0010826357,ISIN,מניות,"חו""ל",ישראל,סחיר,NYSE,Independent Power and Renewable Electricity Producers,לא,USD,23395.1,3.306,1801.0,,1392.96901,0.00182,0.000443,0.0001,
,168,2014.0,WIX.COM LTD,5493008P6N29Q1AG9464,LEI,WIX US Wix.com Ltd,IL0011301780,ISIN,מניות,"חו""ל",ישראל,סחיר,NASDAQ,Software,לא,USD,2533.33,3.306,17763.0,,1487.68508,4.5e-05,0.000473,0.000107,
,168,2014.0,MEDIPAL HOLDINGS CORP,353800PJDODZEA4NP730,LEI,7459 JT MEDIPAL HOLDINGS CORP,JP3268950007,ISIN,מניות,"חו""ל",יפן,סחיר,JPX,Health Care Providers & Services,לא,JPY,22353.11,0.022332,254850.0,,1272.18485,0.000101,0.000404,9.2e-05,
,168,2014.0,Thermo Fisher Scientific Inc,HCHV7422L5HDJZCRFL38,LEI,TMO US Thermo Fisher Scientific Inc,US8835561023,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Life Sciences Tools & Services,לא,USD,8946.97,3.306,48502.0,,14346.25497,2.3e-05,0.004563,0.001039,
,168,2014.0,MORGAN STANLEY,549300U4Q8D6J5I5G710,LEI,MS US MORGAN STANLEY,US6174464486,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Banks,לא,USD,15571.28,3.306,15896.0,,8183.04777,9e-06,0.002602,0.000593,
,168,2015.0,"ישראכרט בע""מ",510706153,ח.פ.,ישראכרט,IL0011574030,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים פיננסיים,לא,ILS,469515.66,1.0,1338.0,,6282.11954,0.001442,0.001181,0.00033,
,168,2015.0,"אזורים-חברה להשקעות בפתוח ובבנין בע""מ",520025990,ח.פ.,אזורים,IL0007150118,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,382031.88,1.0,2021.0,,7720.86424,0.001809,0.001452,0.000407,
,168,2015.0,"אלקטרה מוצרי צריכה (1970) בע""מ",520039967,ח.פ.,אלקטרה צריכה,IL0050101299,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,כן,ILS,84897.91,1.0,11550.0,,9805.70905,0.003656,0.001844,0.000517,
,168,2015.0,"אלוני-חץ נכסים והשקעות בע""מ",520038506,ח.פ.,אלוני חץ,IL0003900136,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ILS,738177.91,1.0,3926.0,,28980.86507,0.003416,0.005451,0.001529,
,168,2015.0,"ישראל קנדה (ט.ר) בע""מ",520039298,ח.פ.,ישראל קנדה,IL0004340191,ISIN,מניות,ישראל,ישראל,חסום,TASE,בנייה,כן,ILS,112652.52,1.0,1456.288177,,1640.54533,0.00034,0.000308,8.6e-05,
,168,2015.0,"ישרס חברה להשקעות בע""מ",520017807,ח.פ.,חברת ישרס,IL0006130343,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ILS,15585.91,1.0,88200.0,,13746.77634,0.00314,0.002586,0.000725,
,168,2015.0,"אקויטל בע""מ",520030859,ח.פ.,אקויטל,IL0007550176,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,כן,ILS,112558.97,1.0,14580.0,,16411.0969,0.003098,0.003086,0.000866,
,168,2015.0,"בתי זקוק לנפט בע""מ",520036658,ח.פ.,בזן,IL0025902482,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,ILS,6858623.17,1.0,89.4,,6131.60911,0.002205,0.001153,0.000323,
,168,2015.0,"שיכון ובינוי בע""מ",520036104,ח.פ.,שיכון ובינוי,IL0010819428,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,כן,ILS,1675421.54,1.0,1510.0,,25298.86535,0.002947,0.004758,0.001335,
,168,2015.0,"הבנק הבינלאומי הראשון לישראל בע""מ",520029083,ח.פ.,בינלאומי,IL0005930388,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,56320.7,1.0,23710.0,,13353.6378,0.000561,0.002512,0.000705,
,168,2015.0,"בזק החברה הישראלית לתקשורת בע""מ",520031931,ח.פ.,בזק,IL0002300114,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תקשורת ומדיה,לא,ILS,5541467.27,1.0,634.7,,35171.69274,0.001998,0.006615,0.001857,
,168,2015.0,"משק אנרגיה-אנרגיות מתחדשות בע""מ",516167343,ח.פ.,משק אנרגיה,IL0011669749,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,כן,ILS,2043668.0,1.0,549.0,,11219.73728,0.002875,0.00211,0.000591,
,168,2015.0,"רימון שירותי ייעוץ וניהול בע""מ",512467994,ח.פ.,רימון יעוץ,IL0011787228,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,73164.58,1.0,7325.0,,5359.30531,0.002019,0.001008,0.000283,
,168,2015.0,אנרג'יאן פי אל סי,549300RVMKU0CYUZBB05,LEI,אנרג'יאן,GB00BG12Y042,ISIN,מניות,ישראל,בריטניה,סחיר,TASE,חיפושי נפט וגז,כן,ILS,141909.22,1.0,3825.0,,5428.02772,0.00077,0.001021,0.000286,
,168,2015.0,"אנרג'יקס-אנרגיות מתחדשות בע""מ",513901371,ח.פ.,אנרג'יקס,IL0011233553,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,לא,ILS,1342677.03,1.0,1428.0,,19173.42793,0.002435,0.003606,0.001012,
,168,2015.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,אנלייט אנרגיה,IL0007200111,ISIN,מניות,ישראל,ישראל,חסום,TASE,אנרגיה מתחדשת,כן,ILS,55637.07,1.0,9972.220573,,5548.25104,0.000422,0.001043,0.000293,
,168,2015.0,נאוויטס פטרוליום שותפות מוגבלת,550263107,מספר שותפות,נאוויטס פטר יהש,IL0011419699,ISIN,יחידות השתתפות,ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,ILS,261031.3,1.0,11190.0,,29209.4025,0.002236,0.005494,0.001542,
,168,2015.0,"פ.י.ב.י. אחזקות בע""מ",520029026,ח.פ.,פיבי,IL0007630119,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,22183.09,1.0,25140.0,,5576.82989,0.000625,0.001048,0.000293,
,168,2015.0,"אפריקה ישראל מגורים בע""מ",520034760,ח.פ.,"אפריקה ישראל מגורים בע""מ",IL0010979487,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,כן,ILS,39849.93,1.0,26010.0,,10364.96709,0.003146,0.001949,0.000546,
,168,2015.0,"רבוע כחול נדל""ן בע""מ",513765859,ח.פ.,רבוע נדלן,IL0010985658,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ILS,38330.16,1.0,36180.0,,13867.85195,0.003142,0.002608,0.000732,
,168,2015.0,"אספן גרופ בע""מ",520037540,ח.פ.,אספן גרופ,IL0003130155,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",כן,ILS,278502.19,1.0,726.7,,2023.87546,0.004331,0.00038,0.000106,
,168,2015.0,"פוקס-ויזל בע""מ",512157603,ח.פ.,פוקס,IL0010870223,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,28984.71,1.0,35060.0,,10162.0394,0.00209,0.001911,0.000536,
,168,2015.0,"פרשקובסקי השקעות ובניין בע""מ",513817817,ח.פ.,פרשקובסקי,IL0011021289,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,כן,ILS,60817.54,1.0,13330.0,,8106.97789,0.002897,0.001525,0.000428,
,168,2015.0,"רשת חנויות רמי לוי שיווק השיקמה 2006 בע""מ",513770669,ח.פ.,רמי לוי,IL0011042491,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,26418.47,1.0,30530.0,,8065.55956,0.001917,0.001516,0.000425,
,168,2015.0,"עמרם אברהם חברה לבנין בע""מ",513201582,ח.פ.,עמרם,IL0011882003,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,119863.99,1.0,3774.0,,4523.66687,0.001521,0.00085,0.000238,
,168,2015.0,"דנאל (אדיר יהושע) בע""מ",520037565,ח.פ.,דנאל כא,IL0003140139,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים,כן,ILS,14826.08,1.0,50790.0,,7530.16432,0.002506,0.001416,0.000397,
,168,2015.0,"מניבים קרן הריט החדשה בע""מ",515327120,ח.פ.,מניבים ריט,IL0011405730,ISIN,מניות,ישראל,ישראל,חסום,TASE,"נדל""ן מניב בישראל",כן,ILS,249716.64,1.0,219.57373,,548.31214,0.000325,0.000103,2.8e-05,
,168,2015.0,"ריטיילורס בע""מ",514211457,ח.פ.,ריטיילורס,IL0011754889,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,56115.87,1.0,6415.0,,3599.8333,0.001154,0.000677,0.00019,
,168,2015.0,"קבוצת אקרו בע""מ",511996803,ח.פ.,אקרו,IL0011849028,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,155649.43,1.0,4656.0,,7247.03747,0.002468,0.001363,0.000382,
,168,2015.0,"מניבים קרן הריט החדשה בע""מ",515327120,ח.פ.,מניבים ריט,IL0011405730,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ILS,3188855.91,1.0,220.8,,7040.99386,0.00415,0.001324,0.000371,
,168,2015.0,"אלומי קפיטל בע""מ",520039868,ח.פ.,אלומיי,IL0010826357,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,לא,ILS,5070.6,1.0,6022.0,,305.35131,0.000368,5.7e-05,1.6e-05,
,168,2015.0,"הראל השקעות בביטוח ושרותים פיננסים בע""מ",520033986,ח.פ.,הראל,IL0005850180,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטוח,לא,ILS,353189.13,1.0,11160.0,,39415.90648,0.001715,0.007414,0.002081,
,168,2015.0,"ישראל קנדה (ט.ר) בע""מ",520039298,ח.פ.,ישראל קנדה,IL0004340191,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,כן,ILS,1081888.05,1.0,1463.0,,15828.02218,0.003269,0.002976,0.000835,
,168,2015.0,"אלביט מערכות בע""מ",520043027,ח.פ.,אלביט מערכות,IL0010811243,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטחוניות,לא,ILS,76733.94,1.0,167700.0,,128682.81704,0.001654,0.024207,0.006795,
,168,2015.0,"טאואר סמיקונדקטור בע""מ",520041997,ח.פ.,טאואר,IL0010823792,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מוליכים למחצה,כן,ILS,334106.99,1.0,23540.0,,78648.78561,0.002987,0.014794,0.004153,
,168,2015.0,"טבע תעשיות פרמצבטיות בע""מ",520013954,ח.פ.,טבע,IL0006290147,ISIN,מניות,ישראל,ישראל,סחיר,TASE,פארמה,כן,ILS,901232.89,1.0,6440.0,,58039.39845,0.000785,0.010917,0.003063,
,168,2015.0,"ג'נריישן קפיטל בע""מ",515846558,ח.פ.,ג'נרשיין קפיטל,IL0011569261,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,כן,ILS,4378370.89,1.0,113.5,,4969.45096,0.003447,0.000934,0.000262,
,168,2015.0,"ג'י סיטי בע""מ",520033234,ח.פ.,ג'י סיטי,IL0001260111,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,ILS,309852.4,1.0,1213.0,,3758.50963,0.001664,0.000707,0.000198,
,168,2015.0,"חברת פרטנר תקשורת בע""מ",520044314,ח.פ.,פרטנר,IL0010834849,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תקשורת ומדיה,כן,ILS,632862.77,1.0,3170.0,,20061.74985,0.003384,0.003772,0.001057,
,168,2015.0,"חברה לנכסים ולבנין בע""מ",520025438,ח.פ.,נכסים בנין,IL0006990175,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,14838.41,1.0,39680.0,,5887.88205,0.002009,0.001107,0.00031,
,168,2015.0,"אלקטרה מוצרי צריכה (1970) בע""מ",520039967,ח.פ.,אלקטרה צריכה,IL0050101299,ISIN,מניות,ישראל,ישראל,חסום,TASE,רשתות שיווק,כן,ILS,4145.4,1.0,11509.210702,,477.10237,0.000178,8.9e-05,2.5e-05,
,168,2015.0,"נאייקס בע""מ",513639013,ח.פ.,נאייקס,IL0011751166,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תוכנה ואינטרנט,לא,ILS,26760.53,1.0,15830.0,,4236.19254,0.000731,0.000796,0.000223,
,168,2015.0,"אמות השקעות בע""מ",520026683,ח.פ.,אמות,IL0010972789,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,323053.27,1.0,2476.0,,7998.79902,0.000654,0.001504,0.000422,
,168,2015.0,"בנק מזרחי טפחות בע""מ",520000522,ח.פ.,מזרחי,IL0006954379,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,368864.73,1.0,21790.0,,80375.62654,0.001419,0.015119,0.004244,
,168,2015.0,ארגו פרופרטיז אן.וי.,1884,מספר מנפיק,ארגו פרופרטיז,NL0015000D84,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",כן,ILS,69242.73,1.0,11110.0,,7692.86711,0.003182,0.001447,0.000406,
,168,2015.0,ישראמקו נגב 2 שותפות מוגבלת,550010003,מספר שותפות,ישראמקו יהש,IL0002320179,ISIN,יחידות השתתפות,ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,ILS,5911286.11,1.0,246.2,,14553.58639,0.002273,0.002737,0.000768,
,168,2015.0,"איי.סי.אל גרופ בע""מ",520027830,ח.פ.,אייסיאל גרופ (כיל),IL0002810146,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,2982454.78,1.0,2070.0,,61736.81406,0.00231,0.011613,0.003259,
,168,2015.0,"אייקון גרופ בע""מ",513955252,ח.פ.,אייקון גרופ,IL0011824849,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,לא,ILS,119863.99,1.0,508.5,,609.50837,0.002103,0.000114,3.2e-05,
,168,2015.0,"קבוצת אשטרום בע""מ",510381601,ח.פ.,אשטרום קבוצה,IL0011323156,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,כן,ILS,363711.36,1.0,6966.0,,25336.1336,0.003261,0.004765,0.001337,
,168,2015.0,"וילי פוד השקעות בע""מ",520038225,ח.פ.,וויליפוד,IL0003710139,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,כן,ILS,94499.64,1.0,3853.0,,3641.07107,0.0071,0.000684,0.000191,
,168,2015.0,"שיכון ובינוי בע""מ",520036104,ח.פ.,שיכון ובינוי,IL0010819428,ISIN,מניות,ישראל,ישראל,חסום,TASE,בנייה,כן,ILS,416194.43,1.0,1490.122882,,6201.80847,0.000732,0.001166,0.000327,
,168,2015.0,"תיא חברה להשקעות בע""מ",520008483,ח.פ.,תיא השקעות,IL0007960110,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תקשורת ומדיה,כן,ILS,18878.73,1.0,5365.0,,1012.84374,0.0066,0.00019,5.3e-05,
,168,2015.0,"סולאיר אנרגיות מתחדשות בע""מ",516046307,ח.פ.,סולאיר,IL0011722878,ISIN,מניות,ישראל,ישראל,חסום,TASE,אנרגיה מתחדשת,לא,ILS,1357.05,1.0,4567.441516,,61.98241,8.2e-05,1.1e-05,3e-06,
,168,2015.0,"או.פי.סי אנרגיה בע""מ",514401702,ח.פ.,או פי סי,IL0011415713,ISIN,מניות,ישראל,ישראל,חסום,TASE,אנרגיה,כן,ILS,79909.32,1.0,4804.185287,,3838.99201,0.000269,0.000722,0.000202,
,168,2015.0,"דלק מערכות רכב בע""מ",520033291,ח.פ.,דלק רכב,IL0008290103,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,כן,ILS,303784.23,1.0,2440.0,,7412.33539,0.003132,0.001394,0.000391,
,168,2015.0,וואן טכנולוגיות,520034695,ח.פ.,וואן תוכנה,IL0001610182,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותי מידע,לא,ILS,17260.21,1.0,8089.0,,1396.17874,0.00024,0.000262,7.3e-05,
,168,2015.0,טלסיס,520038100,ח.פ.,טלסיס,IL0003540197,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אלקטרוניקה ואופטיקה,לא,ILS,22019.26,1.0,19120.0,,4210.0833,0.002432,0.000791,0.000222,
,168,2015.0,"קמטק בע""מ",511235434,ח.פ.,קמטק,IL0010952641,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מוליכים למחצה,לא,ILS,4231.9,1.0,34590.0,,1463.8135,9.2e-05,0.000275,7.7e-05,
,168,2015.0,"קבוצת עזריאלי בע""מ",510960719,ח.פ.,עזריאלי,IL0011194789,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,193429.86,1.0,32870.0,,63580.39485,0.001594,0.011959,0.003357,
,168,2015.0,"או.פי.סי אנרגיה בע""מ",514401702,ח.פ.,או פי סי אנרגיה,IL0011415713,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,כן,ILS,771826.72,1.0,5239.0,,40436.00147,0.002606,0.007606,0.002134,
,168,2015.0,"נייס בע""מ",520036872,ח.פ.,נייס,IL0002730112,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תוכנה ואינטרנט,לא,ILS,47009.16,1.0,48800.0,,22940.46879,0.000761,0.004315,0.001211,
,168,2015.0,"קרסו מוטורס בע""מ",514065283,ח.פ.,קרסו,IL0011238503,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,לא,ILS,115438.16,1.0,4054.0,,4679.86297,0.001221,0.00088,0.000246,
,168,2015.0,"קרסו נדל""ן בע""מ",510488190,ח.פ.,קרסו נדלן,IL0011879629,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,130456.57,1.0,3461.0,,4515.10179,0.002252,0.000849,0.000238,
,168,2015.0,"חילן בע""מ",520039942,ח.פ.,חילן טק,IL0010846983,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותי מידע,לא,ILS,55285.37,1.0,25560.0,,14130.93958,0.002409,0.002658,0.000746,
