Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,ענף מסחר,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 25
,168,12155.0,"אקונרג'י אנרגיה מתחדשת בע""מ",516339777,ח.פ.,אקונרג'י,IL0011783342,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,כן,ILS,12446.16,1.0,3519.0,,437.98029,0.00022,0.000155,1.5e-05,
,168,12155.0,"משק אנרגיה-אנרגיות מתחדשות בע""מ",516167343,ח.פ.,משק אנרגיה,IL0011669749,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,כן,ILS,1072912.95,1.0,549.0,,5890.2921,0.001509,0.002088,0.000209,
,168,12155.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי,IL0006046119,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,כן,ILS,2108968.57,1.0,6529.0,,137694.5574,0.001415,0.048822,0.004897,
,168,12155.0,"טופ גאם תעשיות בע""מ",513561399,ח.פ.,טופ גאם,IL0011791428,ISIN,מניות,ישראל,ישראל,סחיר,TASE,פודטק,לא,ILS,135791.16,1.0,913.3,,1240.18066,0.001102,0.000439,4.4e-05,
,168,12155.0,"טבע תעשיות פרמצבטיות בע""מ",520013954,ח.פ.,טבע,IL0006290147,ISIN,מניות,ישראל,ישראל,סחיר,TASE,פארמה,כן,ILS,473141.66,1.0,6440.0,,30470.32228,0.000412,0.010803,0.001083,
,168,12155.0,"ישראכרט בע""מ",510706153,ח.פ.,ישראכרט,IL0011574030,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים פיננסיים,לא,ILS,246492.79,1.0,1338.0,,3298.07358,0.000757,0.001169,0.000117,
,168,12155.0,"קרסו נדל""ן בע""מ",510488190,ח.פ.,קרסו נדלן,IL0011879629,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,68488.88,1.0,3461.0,,2370.40029,0.001182,0.00084,8.4e-05,
,168,12155.0,"חלל-תקשורת בע""מ",511396046,ח.פ.,חלל תקשורת,IL0010923451,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תקשורת ומדיה,לא,ILS,26031.05,1.0,458.7,,119.40442,0.000725,4.2e-05,4e-06,
,168,12155.0,"קבוצת אקרו בע""מ",511996803,ח.פ.,אקרו,IL0011849028,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,81714.98,1.0,4656.0,,3804.64948,0.001295,0.001349,0.000135,
,168,12155.0,בנק הפועלים בע''מ,520000118,ח.פ.,פועלים,IL0006625771,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,כן,ILS,1929447.04,1.0,6732.0,,129890.37459,0.001465,0.046055,0.00462,
,168,12155.0,"אמות השקעות בע""מ",520026683,ח.פ.,אמות,IL0010972789,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,169600.95,1.0,2476.0,,4199.31961,0.000343,0.001488,0.000149,
,168,12155.0,"איסתא בע""מ",520042763,ח.פ.,איסתא,IL0010810740,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מלונאות ותיירות,כן,ILS,31873.08,1.0,10790.0,,3439.10587,0.001807,0.001219,0.000121,
,168,12155.0,"שיכון ובינוי בע""מ",520036104,ח.פ.,שיכון ובינוי,IL0010819428,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,כן,ILS,879585.86,1.0,1510.0,,13281.74655,0.001547,0.004708,0.000472,
,168,12155.0,"אפריקה ישראל מגורים בע""מ",520034760,ח.פ.,"אפריקה ישראל מגורים בע""מ",IL0010979487,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,כן,ILS,20920.97,1.0,26010.0,,5441.54309,0.001651,0.001928,0.000192,
,168,12155.0,"עשות - אשקלון תעשיות בע""מ",520037581,ח.פ.,עשות,IL0003120172,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מתכת ומוצרי בניה,לא,ILS,24411.68,1.0,7230.0,,1764.96431,0.001017,0.000625,6.2e-05,
,168,12155.0,"או.פי.סי אנרגיה בע""מ",514401702,ח.פ.,או פי סי אנרגיה,IL0011415713,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,כן,ILS,405204.21,1.0,5239.0,,21228.64863,0.001368,0.007526,0.000754,
,168,12155.0,"אלומי קפיטל בע""מ",520039868,ח.פ.,אלומיי,IL0010826357,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,לא,ILS,2662.03,1.0,6022.0,,160.30753,0.000193,5.6e-05,5e-06,
,168,12155.0,"נאייקס בע""מ",513639013,ח.פ.,נאייקס,IL0011751166,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תוכנה ואינטרנט,לא,ILS,14049.11,1.0,15830.0,,2223.97467,0.000383,0.000788,7.9e-05,
,168,12155.0,"הכשרת הישוב מקבוצת נמרודי בע""מ",520020116,ח.פ.,הכשרת הישוב,IL0006120104,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ILS,105725.91,1.0,3680.0,,3890.71358,0.002613,0.001379,0.000138,
,168,12155.0,ישראמקו נגב 2 שותפות מוגבלת,550010003,מספר שותפות,ישראמקו יהש,IL0002320179,ISIN,יחידות השתתפות,ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,ILS,3103388.35,1.0,246.2,,7640.54211,0.001193,0.002709,0.000271,
,168,12155.0,"הכשרת הישוב התחדשות עירונית ישראל בע""מ",514423474,ח.פ.,הכשרה התחדשות,IL0011214744,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,כן,ILS,17046.16,1.0,690.0,,117.61851,0.000195,4.1e-05,4e-06,
,168,12155.0,"אלקטרה מוצרי צריכה (1970) בע""מ",520039967,ח.פ.,אלקטרה צריכה,IL0050101299,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,כן,ILS,44570.87,1.0,11550.0,,5147.93611,0.001919,0.001824,0.000182,
,168,12155.0,"וילי פוד השקעות בע""מ",520038225,ח.פ.,וויליפוד,IL0003710139,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,כן,ILS,49611.72,1.0,3853.0,,1911.53961,0.003727,0.000677,6.7e-05,
,168,12155.0,"אספן גרופ בע""מ",520037540,ח.פ.,אספן גרופ,IL0003130155,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",כן,ILS,146211.92,1.0,726.7,,1062.522,0.002274,0.000376,3.7e-05,
,168,12155.0,"פז חברת הנפט בע""מ",510216054,ח.פ.,פז אנרגיה,IL0011000077,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,כן,ILS,25139.6,1.0,67880.0,,17064.76165,0.002343,0.00605,0.000606,
,168,12155.0,"נייס בע""מ",520036872,ח.פ.,נייס,IL0002730112,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תוכנה ואינטרנט,לא,ILS,24679.51,1.0,48800.0,,12043.60307,0.000399,0.004269,0.000427,
,168,12155.0,"פתאל החזקות (1998) בע""מ",512607888,ח.פ.,פתאל החזקות,IL0011434292,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מלונאות ותיירות,לא,ILS,16477.37,1.0,55350.0,,9120.22317,0.000999,0.003233,0.000324,
,168,12155.0,אורמת טכנולוגיות אינק,2250,מספר מנפיק,אורמת טכנו,US6866881021,ISIN,מניות,ישראל,"ארה""ב",סחיר,TASE,אנרגיה מתחדשת,לא,ILS,38395.84,1.0,31800.0,,12209.87833,0.000676,0.004328,0.000434,
,168,12155.0,"סולאיר אנרגיות מתחדשות בע""מ",516046307,ח.פ.,סולאיר,IL0011722878,ISIN,מניות,ישראל,ישראל,חסום,TASE,אנרגיה מתחדשת,לא,ILS,712.44,1.0,4567.441516,,32.54038,4.3e-05,1.1e-05,1e-06,
,168,12155.0,"אקונרג'י אנרגיה מתחדשת בע""מ",516339777,ח.פ.,אקונרגי אנרגיה מתחדשת,IL0011783342,ISIN,מניות,ישראל,ישראל,חסום,TASE,אנרגיה מתחדשת,כן,ILS,66499.84,1.0,3232.970282,,2149.92006,0.001175,0.000762,7.6e-05,
,168,12155.0,"אפקון החזקות בע""מ",520033473,ח.פ.,אפקון החזקות,IL0005780130,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,כן,ILS,8636.61,1.0,23050.0,,1990.73843,0.001627,0.000705,7e-05,
,168,12155.0,"ריט 1 בע""מ",513821488,ח.פ.,ריט1,IL0010989205,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ILS,293493.9,1.0,2450.0,,7190.60069,0.001464,0.002549,0.000255,
,168,12155.0,"החברה לישראל בע""מ",520028010,ח.פ.,חברה לישראל,IL0005760173,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,9660.31,1.0,103430.0,,9991.66435,0.001275,0.003542,0.000355,
,168,12155.0,"אינרום תעשיות בנייה בע""מ",515001659,ח.פ.,אינרום,IL0011323560,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מתכת ומוצרי בניה,לא,ILS,121730.35,1.0,2180.0,,2653.72166,0.00082,0.00094,9.4e-05,
,168,12155.0,"מור (י.ד. מור השקעות בע""מ)",513834606,ח.פ.,מור השקעות,IL0011414641,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים פיננסיים,לא,ILS,36949.61,1.0,4523.0,,1671.23065,0.000505,0.000592,5.9e-05,
,168,12155.0,"קבוצת אשטרום בע""מ",510381601,ח.פ.,אשטרום קבוצה,IL0011323156,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,כן,ILS,190946.2,1.0,6966.0,,13301.31215,0.001712,0.004715,0.000472,
,168,12155.0,"פרשקובסקי השקעות ובניין בע""מ",513817817,ח.פ.,פרשקובסקי,IL0011021289,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,כן,ILS,31928.83,1.0,13330.0,,4256.11284,0.001521,0.001509,0.000151,
,168,12155.0,"קמטק בע""מ",511235434,ח.פ.,קמטק,IL0010952641,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מוליכים למחצה,לא,ILS,2221.72,1.0,34590.0,,768.49296,4.8e-05,0.000272,2.7e-05,
,168,12155.0,"שפיר הנדסה ותעשיה בע""מ",514892801,ח.פ.,שפיר הנדסה,IL0011338758,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מתכת ומוצרי בניה,לא,ILS,406518.97,1.0,2708.0,,11008.5337,0.001136,0.003903,0.000391,
,168,12155.0,"מלם-תים אחזקות בע""מ",520025198,ח.פ.,מלם - תים אחזקות,IL0007310183,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותי מידע,כן,ILS,11446.31,1.0,20780.0,,2378.54383,0.001788,0.000843,8.4e-05,
,168,12155.0,"קבוצת אקרשטיין בע""מ",512714494,ח.פ.,קבוצת אקרשטיין,IL0011762056,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מתכת ומוצרי בניה,לא,ILS,193118.45,1.0,875.3,,1690.36582,0.000669,0.000599,6e-05,
,168,12155.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,אנלייט אנרגיה,IL0007200111,ISIN,מניות,ישראל,ישראל,חסום,TASE,אנרגיה מתחדשת,כן,ILS,29209.11,1.0,9972.220573,,2912.7972,0.000221,0.001032,0.000103,
,168,12155.0,"בנק דיסקונט לישראל בע""מ",520007030,ח.פ.,דיסקונט,IL0006912120,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,1532059.72,1.0,3274.0,,50159.63514,0.001251,0.017784,0.001783,
,168,12155.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,אנלייט אנרגיה,IL0007200111,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,כן,ILS,193949.52,1.0,10190.0,,19763.45581,0.001471,0.007007,0.000703,
,168,12155.0,"ג'י סיטי בע""מ",520033234,ח.פ.,ג'י סיטי,IL0001260111,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,ILS,162670.57,1.0,1213.0,,1973.19412,0.000874,0.000699,7e-05,
,168,12155.0,אנרג'יאן פי אל סי,549300RVMKU0CYUZBB05,LEI,אנרג'יאן,GB00BG12Y042,ISIN,מניות,ישראל,בריטניה,סחיר,TASE,חיפושי נפט וגז,כן,ILS,74501.46,1.0,3825.0,,2849.68071,0.000404,0.00101,0.000101,
,168,12155.0,"ג'נריישן קפיטל בע""מ",515846558,ח.פ.,ג'נרשיין קפיטל,IL0011569261,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,כן,ILS,2298617.41,1.0,113.5,,2608.93076,0.001809,0.000925,9.2e-05,
,168,12155.0,"דנאל (אדיר יהושע) בע""מ",520037565,ח.פ.,דנאל כא,IL0003140139,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים,כן,ILS,7783.6,1.0,50790.0,,3953.28931,0.001315,0.001401,0.00014,
,168,12155.0,"חברת גב ים לקרקעות בע""מ",520001736,ח.פ.,גב ים,IL0007590198,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,33161.43,1.0,3930.0,,1303.24411,0.00015,0.000462,4.6e-05,
,168,12155.0,"איירפורט סיטי בע""מ",511659401,ח.פ.,אירפורט סיטי,IL0010958358,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,80980.25,1.0,6144.0,,4975.42657,0.000694,0.001763,0.000176,
,168,12155.0,"מנועי בית שמש אחזקות (1997) בע""מ",520043480,ח.פ.,מנועי בית שמש אחזקות (1997),IL0010815616,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מתכת ומוצרי בניה,כן,ILS,20027.68,1.0,67920.0,,13602.79915,0.002191,0.004822,0.000483,
,168,12155.0,"הבורסה לניירות ערך בתל-אביב בע""מ",520020033,ח.פ.,הבורסה לניע בתא,IL0011590291,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים פיננסיים,לא,ILS,66224.95,1.0,7639.0,,5058.92394,0.000715,0.001793,0.000179,
,168,12155.0,"נטו מלינדה סחר בע""מ",511725459,ח.פ.,נטו מלינדה,IL0011050973,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,לא,ILS,24187.34,1.0,13290.0,,3214.4975,0.001158,0.001139,0.000114,
,168,12155.0,"הראל השקעות בביטוח ושרותים פיננסים בע""מ",520033986,ח.פ.,הראל,IL0005850180,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטוח,לא,ILS,185422.09,1.0,11160.0,,20693.10512,0.0009,0.007336,0.000736,
,168,12155.0,"אל על נתיבי אויר לישראל בע""מ",520017146,ח.פ.,אל על,IL0010878242,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים,לא,ILS,284996.15,1.0,1509.0,,4300.59189,0.000517,0.001524,0.000152,
,168,12155.0,"סלקום ישראל בע""מ",511930125,ח.פ.,סלקום,IL0011015349,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תקשורת ומדיה,כן,ILS,232786.83,1.0,3298.0,,7677.30964,0.001385,0.002721,0.000272,
,168,12155.0,"מיכפל טכנולוגיות בע""מ",510996481,ח.פ.,מכפל טכנולוגיות,IL0012293358,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותי מידע,לא,ILS,42820.98,1.0,6481.0,,2775.22792,0.002444,0.000984,9.8e-05,
,168,12155.0,"ג'י וואן פתרונות אבטחה בע""מ",510095987,ח.פ.,ג'י וואן,IL0011562803,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים,כן,ILS,237786.11,1.0,850.0,,2021.1819,0.002925,0.000716,7.1e-05,
,168,12155.0,"סאמיט אחזקות נדל""ן בע""מ",520043720,ח.פ.,סאמיט,IL0010816861,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",כן,ILS,175332.6,1.0,6396.0,,11214.27343,0.00237,0.003975,0.000398,
,168,12155.0,"תיא חברה להשקעות בע""מ",520008483,ח.פ.,תיא השקעות,IL0007960110,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תקשורת ומדיה,כן,ILS,9911.21,1.0,5365.0,,531.73665,0.003465,0.000188,1.8e-05,
,168,12155.0,"בזק החברה הישראלית לתקשורת בע""מ",520031931,ח.פ.,בזק,IL0002300114,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תקשורת ומדיה,לא,ILS,2909235.77,1.0,634.7,,18464.91937,0.001049,0.006547,0.000656,
,168,12155.0,"קרסו מוטורס בע""מ",514065283,ח.פ.,קרסו,IL0011238503,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,לא,ILS,60604.32,1.0,4054.0,,2456.89888,0.000641,0.00087,8.7e-05,
,168,12155.0,"אזורים-חברה להשקעות בפתוח ובבנין בע""מ",520025990,ח.פ.,אזורים,IL0007150118,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,200564.35,1.0,2021.0,,4053.40558,0.000949,0.001437,0.000144,
,168,12155.0,"טכנולוגיות גילוי אש וגזים בע""מ",515615409,ח.פ.,טכני גילוי אש גז,IL0011653073,ISIN,מניות,ישראל,ישראל,חסום,TASE,אלקטרוניקה ואופטיקה,לא,ILS,394.14,1.0,982.3,,3.87162,1.8e-05,1e-06,0.0,
,168,12155.0,"הפניקס אחזקות בע""מ",520017450,ח.פ.,הפניקס,IL0007670123,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטוח,לא,ILS,298647.77,1.0,12400.0,,37032.3234,0.001174,0.01313,0.001317,
,168,12155.0,"שטראוס גרופ בע""מ",520003781,ח.פ.,שטראוס עלית,IL0007460160,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מזון,לא,ILS,147321.56,1.0,9361.0,,13790.77118,0.001262,0.004889,0.00049,
,168,12155.0,"אחים דוניץ בע""מ",520038605,ח.פ.,דוניץ,IL0004000100,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,כן,ILS,16319.5,1.0,24800.0,,4047.23544,0.001819,0.001435,0.000143,
,168,12155.0,"מטריקס אי.טי בע""מ",520039413,ח.פ.,מטריקס,IL0004450156,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותי מידע,לא,ILS,37642.15,1.0,11650.0,,4385.31077,0.000591,0.001554,0.000156,
,168,12155.0,"אלביט מערכות בע""מ",520043027,ח.פ.,אלביט מערכות,IL0010811243,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטחוניות,לא,ILS,40284.84,1.0,167700.0,,67557.67653,0.000868,0.023954,0.002402,
,168,12155.0,"ורידיס אינווירונמנט בע""מ",515935807,ח.פ.,ורידיס,IL0011763872,ISIN,מניות,ישראל,ישראל,סחיר,TASE,קלינטק,כן,ILS,331877.92,1.0,2350.0,,7799.13102,0.002286,0.002765,0.000277,
,168,12155.0,"אנרג'יקס-אנרגיות מתחדשות בע""מ",513901371,ח.פ.,אנרג'יקס,IL0011233553,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,לא,ILS,704897.07,1.0,1428.0,,10065.9301,0.001278,0.003569,0.000358,
,168,12155.0,ניו-מד אנרג'י- שותפות מוגבלת,550013098,מספר שותפות,ניו-מד אנרג יהש,IL0004750209,ISIN,יחידות השתתפות,ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,ILS,1196060.49,1.0,1744.0,,20859.29486,0.001018,0.007395,0.000741,
,168,12155.0,"רימון שירותי ייעוץ וניהול בע""מ",512467994,ח.פ.,רימון יעוץ,IL0011787228,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,38410.95,1.0,7325.0,,2813.60187,0.00106,0.000997,0.0001,
,168,12155.0,"אלקטרה מוצרי צריכה (1970) בע""מ",520039967,ח.פ.,אלקטרה צריכה,IL0050101299,ISIN,מניות,ישראל,ישראל,חסום,TASE,רשתות שיווק,כן,ILS,2176.31,1.0,11509.210702,,250.47577,9.3e-05,8.8e-05,8e-06,
,168,12155.0,"ישראל קנדה (ט.ר) בע""מ",520039298,ח.פ.,ישראל קנדה,IL0004340191,ISIN,מניות,ישראל,ישראל,חסום,TASE,בנייה,כן,ILS,59141.87,1.0,1456.288177,,861.27607,0.000178,0.000305,3e-05,
,168,12155.0,"מג'יק תעשיות תכנה בע""מ",520036740,ח.פ.,מג'יק,IL0010823123,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תוכנה ואינטרנט,לא,ILS,31197.79,1.0,6732.0,,2100.23525,0.000635,0.000743,7.4e-05,
,168,12155.0,"משולם לוינשטין הנדסה וקבלנות בע""מ",520033424,ח.פ.,לוינשטין הנדסה,IL0005730143,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,כן,ILS,11441.66,1.0,45270.0,,5179.63886,0.002499,0.001835,0.000183,
,168,12155.0,"מבנה נדל""ן (כ.ד) בע""מ",520024126,ח.פ.,מבנה,IL0002260193,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ILS,1669308.98,1.0,1292.0,,21567.47198,0.002306,0.007646,0.000766,
,168,12155.0,נאוויטס פטרוליום שותפות מוגבלת,550263107,מספר שותפות,נאוויטס פטר יהש,IL0011419699,ISIN,יחידות השתתפות,ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,ILS,137039.8,1.0,11190.0,,15334.75417,0.001174,0.005437,0.000545,
,168,12155.0,"מ.יוחננוף ובניו (1988) בע""מ",511344186,ח.פ.,יוחננוף,IL0011612640,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,8889.27,1.0,27550.0,,2448.99282,0.000613,0.000868,8.7e-05,
,168,12155.0,פלאזה סנטרס אן.וי,1476,מספר מנפיק,פלאזה סנטר,NL0011882741,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,8.65,1.0,175.0,,0.01515,1e-06,0.0,0.0,
,168,12155.0,"חברת פרטנר תקשורת בע""מ",520044314,ח.פ.,פרטנר,IL0010834849,ISIN,מניות,ישראל,ישראל,סחיר,TASE,תקשורת ומדיה,כן,ILS,261138.6,1.0,3170.0,,8278.09372,0.001396,0.002934,0.000293,
,168,12155.0,"פוקס-ויזל בע""מ",512157603,ח.פ.,פוקס,IL0010870223,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,15216.79,1.0,35060.0,,5335.00732,0.001097,0.001891,0.000189,
,168,12155.0,"ע.י. נופר אנרג'י בע""מ",514599943,ח.פ.,נופר אנרג'י,IL0011708778,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,כן,ILS,53429.31,1.0,10550.0,,5636.79188,0.001503,0.001998,0.0002,
,168,12155.0,"חברה לנכסים ולבנין בע""מ",520025438,ח.פ.,נכסים בנין,IL0006990175,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,7790.07,1.0,39680.0,,3091.10136,0.001054,0.001095,0.000109,
,168,12155.0,"טופ גאם תעשיות בע""מ",513561399,ח.פ.,טופ גאם,IL0011791428,ISIN,מניות,ישראל,ישראל,חסום,TASE,פודטק,לא,ILS,131099.68,1.0,907.757065,,1190.06659,0.001064,0.000421,4.2e-05,
,168,12155.0,"בתי זקוק לנפט בע""מ",520036658,ח.פ.,בזן,IL0025902482,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,ILS,3600734.4,1.0,89.4,,3219.05655,0.001158,0.001141,0.000114,
,168,12155.0,"איי.סי.אל גרופ בע""מ",520027830,ח.פ.,אייסיאל גרופ (כיל),IL0002810146,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,1565770.16,1.0,2070.0,,32411.44241,0.001213,0.011491,0.001152,
,168,12155.0,"בית זיקוק אשדוד בע""מ",513775163,ח.פ.,פז בית זיקוק,IL0011989105,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,כן,ILS,29240.92,1.0,5600.0,,1637.49174,0.00234,0.00058,5.8e-05,
,168,12155.0,"אלקטרה פאוור (2019) בע""מ",516077989,ח.פ.,אלקטרה פאוור,IL0011669178,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,כן,ILS,33168.22,1.0,2988.0,,991.06637,0.001853,0.000351,3.5e-05,
,168,12155.0,"ביג מרכזי קניות בע""מ",513623314,ח.פ.,ביג,IL0010972607,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ILS,33205.36,1.0,68050.0,,22596.25033,0.001343,0.008011,0.000803,
,168,12155.0,"איי.אי.אס החזקות בע""מ",520039132,ח.פ.,איי.אי.אס,IL0004310152,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ILS,10997.48,1.0,30100.0,,3310.2415,0.001991,0.001173,0.000117,
,168,12155.0,"חילן בע""מ",520039942,ח.פ.,חילן טק,IL0010846983,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותי מידע,לא,ILS,29024.47,1.0,25560.0,,7418.65516,0.001264,0.00263,0.000263,
,168,12155.0,וואן טכנולוגיות,520034695,ח.פ.,וואן תוכנה,IL0001610182,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותי מידע,לא,ILS,9061.5,1.0,8089.0,,732.98513,0.000126,0.000259,2.6e-05,
,168,12155.0,"מגדלי הים התיכון בע""מ",512719485,ח.פ.,מגדלי תיכון,IL0011315236,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ILS,301092.04,1.0,1357.0,,4085.81903,0.001996,0.001448,0.000145,
,168,12155.0,"מניבים קרן הריט החדשה בע""מ",515327120,ח.פ.,מניבים ריט,IL0011405730,ISIN,מניות,ישראל,ישראל,חסום,TASE,"נדל""ן מניב בישראל",כן,ILS,131099.68,1.0,219.57373,,287.86045,0.00017,0.000102,1e-05,
,168,12155.0,"יוניברסל מוטורס ישראל בע""מ",511809071,ח.פ.,יוניברסל מוטורס,IL0011447732,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,לא,ILS,49555.68,1.0,2875.0,,1424.72576,0.000393,0.000505,5e-05,
,168,12155.0,"כלל החזקות עסקי ביטוח בע""מ",520036120,ח.פ.,כלל ביטוח,IL0002240146,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטוח,לא,ILS,96941.91,1.0,16970.0,,16451.04191,0.001211,0.005832,0.000584,
,168,12155.0,"מגוריט ישראל בע""מ",515434074,ח.פ.,מגוריט,IL0011391955,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ILS,554804.16,1.0,873.9,,4848.43359,0.003781,0.001719,0.000172,
