Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם שותף כללי קרן השקעות,מספר מזהה שותף כללי קרן השקעות,סוג מספר מזהה שותף כללי קרן השקעות,שם קרן השקעה,מספר מזהה קרן השקעה,סוג מספר מזהה קרן השקעות,מאפיין עיקרי,אסטרטגיית קרן ההשקעה,"ישראל/חו""ל",מדינת התאגדות קרן השקעה,מיקום משרד השותף הכללי,מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,שער חליפין,NAV (במטבע הדיווח של קרן ההשקעה),"שווי הוגן (באלפי ש""ח)",שיעור החזקה בקרן השקעה,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 27
,168,12155.0,"PONTIFAX 6 GP, LIMITED PARTNERSHIP",,,PONTIFAX (ISRAEL) VI LIMITED PARTNE,291231098.0,פנימי,פרייבט אקוויטי,,ישראל,,,"ארה""ב",לא,2020-11-15,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,946.44199,3128.93723,0.00234,0.001578,0.000111,
,168,12155.0,S.H. SKY 4 Management L.P.,,,SKY IV,291231166.0,פנימי,קרן השקעה אחרת,,ישראל,,,ישראל,לא,2021-12-09,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,2707.25147,8950.17338,0.007735,0.004515,0.000318,
,168,12155.0,Kedma Capital G.P G.P LTD,,,KEDMA CAPITAL PARTNERS IV LIMITED PARTNERSHIP,291231264.0,פנימי,קרן השקעה אחרת,,ישראל,,,ישראל,לא,2023-10-24,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,989.40928,3270.98708,0.006823,0.00165,0.000116,
,168,12155.0,"STAGE ONE SPV GP, LIMITED PARTNERSHIP",,,Stage One S.P.V R.S Limited Partnership,291231131.0,פנימי,קרן השקעה אחרת,,ישראל,,,ישראל,לא,2021-03-24,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,351.97057,1163.61471,0.038741,0.000587,4.1e-05,
,168,12155.0,"STAGE ONE SPV GP, LIMITED PARTNERSHIP",,,"Stage One SPV CBBC , Limited Partnership",291231193.0,פנימי,קרן השקעה אחרת,,ישראל,,,ישראל,לא,2022-04-26,USD,דיווח מנהל הקרן,אי-תלות,2024-12-31,3.306,144.84897,478.87071,0.009297,0.000241,1.7e-05,
,168,12155.0,State of Mind Ventures 3 GP GP LTD,,,State of Mind Ventures 3 L.P,291231149.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2021-09-12,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,2561.29764,8467.65,0.03155,0.004272,0.000301,
,168,12155.0,Klirmark Fund IV (G.P) L.P,,,Klirmark Opportunity Fund IV,291231254.0,פנימי,קרן חוב,,ישראל,,,ישראל,לא,2023-03-30,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30,1.0,7677.77959,7677.77959,0.002193,0.003873,0.000273,
,168,12155.0,ION Crossover Partners GP II LP,,,ION Crossover Partners II,291231133.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2021-05-10,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,4495.53928,14862.25289,0.00999,0.007498,0.000528,
,168,12155.0,נוי אי. איי תשתיות ואנרגיה ג'י.פי,,,נוי 4 להשקעה בתשתיות ואנרגיה,291231120.0,פנימי,קרן אנרגיה ותשתיות,,ישראל,,,ישראל,לא,2021-03-02,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30,1.0,26477.3986,26477.3986,0.013238,0.013359,0.000941,
,168,12155.0,"Pitango G.E. Fund II, L.P.",,,Pitango Growth II,291231137.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2021-05-27,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,5810.01674,19207.91535,0.0166,0.009691,0.000683,
,168,12155.0,Hanaco Growth III GP LP,,,Hanaco Growth III,291231253.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2023-03-30,USD,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.306,3093.91823,10228.49369,0.010313,0.00516,0.000363,
,168,12155.0,"Vintage Secondary V GP, L.P.",,,Vintage Secondary V,291231172.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2021-12-30,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,3009.04125,9947.89037,0.009644,0.005019,0.000353,
,168,12155.0,Klirmark Fund IV (G.P) L.P,,,"Klirmark Opportunity Fund IV, L.P._x000D_
",291231274.0,פנימי,קרן חוב,,ישראל,,,ישראל,לא,2024-03-01,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30,1.0,6051.80642,6051.80642,0.001729,0.003053,0.000215,
,168,12155.0,"Fortissimo Capital Fund V (GP), L.P",,,"Fortissimo Capital Fund V, L.P.",291231075.0,פנימי,קרן השקעה אחרת,,ישראל,,,ישראל,לא,2020-01-29,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,2437.38053,8057.98006,0.003749,0.004065,0.000286,
,168,12155.0,State of Mind Ventures Momentum GP GP LTD,,,State of Mind Ventures Momentum L.P,291231150.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2021-09-12,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,1562.05185,5164.14344,0.038474,0.002605,0.000183,
,168,12155.0,אדלטק ניהול חובב שותפות מוגבלת,,,רמת חובב שותפות,25300016.0,פנימי,קרן השקעה אחרת,,ישראל,,,ישראל,לא,2023-02-26,ILS,דיווח מנהל הקרן,אי-תלות,2024-09-30,1.0,3695.99813,3695.99813,,0.001864,0.000131,
,168,12155.0,Peregrine IV General Partner LP Limited Partnership,,,Peregrine VC Investments   IV,291231061.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2019-06-30,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,282.21435,933.00067,0.002454,0.00047,3.3e-05,
,168,12155.0,"ג'יי.טי.אל.וי 2 (שותף כללי) שותפות מוגבלת באמצעות ע.ש.א.ז חברת שותף כללי בע""מ",,,JTLV 2,291231073.0,פנימי,"קרן נדל""ן",,ישראל,,,ישראל,לא,2019-12-31,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30,1.0,2274.33782,2274.33782,0.002238,0.001147,8e-05,
,168,12155.0,"Greenfield Partners GP Fund II, L.P.",,,"Greenfield Partners Fund II, L.P.",291231175.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2022-01-25,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,6312.16985,20868.03355,0.03156,0.010528,0.000742,
,168,12155.0,JAL Ventures Fund II,,,JAL II,291231125.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2021-03-31,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,2312.5619,7645.32965,0.022452,0.003857,0.000271,
,168,12155.0,"Glilot Early Growth I GP, Limited Partnership",,,"Glilot Early Growth Fund I, L.P.",291231104.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2021-01-14,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,2521.24537,8335.23719,0.014006,0.004205,0.000296,
,168,12155.0,"ג'יי.טי.אל.וי 3 ש.כ. בע""מ",,,JTLV 3,291231207.0,פנימי,"קרן נדל""ן",,ישראל,,,ישראל,לא,2022-06-06,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30,1.0,8363.68326,8363.68326,0.004181,0.004219,0.000297,
,168,12155.0,"Stage One Capital (GP) IV, L.P",,,"Stage One Venture Capital Fund IV, L.P.",291231183.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2022-02-28,USD,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.306,912.21411,3015.77987,0.006081,0.001521,0.000107,
,168,12155.0,"New Era Capital Partners GP II, L.P.",,,"NEW ERA CAPITAL PARTNERS II, L.P.",291231173.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2021-12-30,USD,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.306,2861.10369,9458.8088,0.019074,0.004772,0.000336,
,168,12155.0,COGITO CAPITAL FUND II GENERAL PARTNER LTD,,,קוגיטו קפיטל 2,291231152.0,פנימי,קרן חוב,,ישראל,,,ישראל,לא,2021-09-29,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30,1.0,11698.32568,11698.32568,0.012466,0.005902,0.000416,
,168,12155.0,"Group 11 GP IV, LLC",,,Group 11 Fund IV,291231128.0,פנימי,פרייבט אקוויטי,,ישראל,,,"ארה""ב",לא,2021-04-16,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,1393.4006,4606.58238,0.012441,0.002324,0.000163,
,168,12155.0,Alive Investments in Health and Technology Limited Partnership,,,"ALIVE ISRAEL HEALTHTECH FUND, LIMITED PARTNERSHIP",291231144.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2021-07-13,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,3065.09399,10133.20073,0.02797,0.005112,0.00036,
,168,12155.0,יסודות מעטפת פיננסית גי'פי שותפות מוגבלת,,,יסודות חוב בכיר נדלן ופיתוח,291231091.0,פנימי,קרן חוב,,ישראל,,,ישראל,לא,2020-09-21,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30,1.0,3096.56565,3096.56565,0.003096,0.001562,0.00011,
,168,12155.0,אדלטק אנרגיה ותשתיות ניהול חגית שותפות מוגבלת,,,תחנת כוח חגית מזרח - אקוויטי(אדלטק אנרגיה ותשתיות),25300013.0,פנימי,קרן השקעה אחרת,,ישראל,,,ישראל,לא,2022-05-29,ILS,דיווח מנהל הקרן,אי-תלות,2024-09-30,1.0,2828.84865,2828.84865,,0.001427,0.0001,
,168,12155.0,Klirmark Fund III (G.P) L.P,,,Klirmark Opportunity Fund III,291231063.0,פנימי,קרן חוב,,ישראל,,,ישראל,לא,2019-06-30,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30,1.0,974.12014,974.12014,0.000389,0.000491,3.4e-05,
,168,12155.0,State of Mind Ventures Momentum GP GP LTD,,,State Of  Mind Ventures Momentum Elastic,291231151.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2021-09-12,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,479.56937,1585.45635,0.072295,0.000799,5.6e-05,
,168,12155.0,"ECV IL GP IV, L.P.",,,ECV IL IV L.P.,291231185.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2022-02-28,USD,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.306,256.84736,849.13737,0.001605,0.000428,3e-05,
,168,12155.0,"ECV IL OPP GP II, L.P.",,,ECV IL OPP II L.P.,291231186.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2022-02-28,USD,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.306,1049.67675,3470.23134,0.00656,0.00175,0.000123,
,168,12155.0,"Stage One Capital (GP) IV, L.P",,,Stage One Annex Fund L.P,291231184.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2022-02-28,USD,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.306,137.74175,455.37423,0.001633,0.000229,1.6e-05,
,168,12155.0,"Group 11 GP V, LLC",,,Group 11 Fund V,291231129.0,פנימי,פרייבט אקוויטי,,ישראל,,,"ארה""ב",לא,2021-04-16,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,4363.93164,14427.15802,0.036366,0.007279,0.000513,
,168,12155.0,אדלטק אנרגיות מתחדשות ניהול חגית שותפות מוגבלת,,,תחנת כוח חגית מזרח - אקוויטי(אדלטק אנרגיות מתחדשות,25300012.0,פנימי,קרן השקעה אחרת,,ישראל,,,ישראל,לא,2022-05-29,ILS,דיווח מנהל הקרן,אי-תלות,2024-09-30,1.0,2828.84865,2828.84865,,0.001427,0.0001,
,168,12155.0,Peregrine Ventures Growth General partner Limited Partnership,,,Peregrine Ventures Growth General Partner LP Limited Partnership,291231086.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2020-07-09,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,1972.33951,6520.55444,0.009861,0.003289,0.000231,
,168,12155.0,Greenfield Partners GP Fund III LP,,,Greenfield Partners Fund III LP,291231292.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2024-10-01,USD,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.306,1797.5953,5942.85006,0.004993,0.002998,0.000211,
,168,12155.0,נוי אי. איי תשתיות ואנרגיה ג'י.פי,,,קרן  נוי 5 להשקעה בתשתיות ואנרגיה,291231291.0,פנימי,קרן אנרגיה ותשתיות,,ישראל,,,ישראל,לא,2024-09-30,ILS,דיווח מנהל הקרן,אי-תלות,2025-03-31,1.0,1710.41318,1710.41318,0.00095,0.000862,6e-05,
,168,12155.0,FIMI 7 2020 Ltd.,,,פימי 7,291231107.0,פנימי,קרן השקעה אחרת,,ישראל,,,ישראל,לא,2021-01-24,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,688.49879,2276.177,0.00055,0.001148,8e-05,
,168,12155.0,The Access Fund GP,,,"The Access Fund, LP",291231300.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2025-01-22,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,322.0582,1064.72442,0.005484,0.000537,3.7e-05,
,168,12155.0,Vintage Co-Investment III G.P.,,,Vintage Growth III - Vintage Co-Invest III,291231070.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2019-11-26,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,244.28925,807.62027,0.001395,0.000407,2.8e-05,
,168,12155.0,ARBEL FUND 2 GP LIMITED PARTNERSHIP,,,ארבל 2,291231143.0,פנימי,קרן חוב,,ישראל,,,ישראל,לא,2021-07-05,ILS,דיווח מנהל הקרן,אי-תלות,2025-06-30,1.0,14205.56941,14205.56941,0.00947,0.007167,0.000505,
,168,12155.0,GCP Investments IV Limited Partnership,,,"Glilot Capital Partners IV, LP.",291231182.0,פנימי,פרייבט אקוויטי,,ישראל,,,ישראל,לא,2022-02-28,USD,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.306,3068.14904,10143.30073,0.01534,0.005117,0.00036,
,168,12155.0,"General Catalyst Partners XI - Creation, L.P.",,,"General Catalyst Group XI – Creation, L.P.",291231163.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2021-11-23,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,1808.64571,5979.38272,0.002366,0.003016,0.000212,
,168,12155.0,Iron Point-ICONIQ GP III L.P,,,"Blue Owl Digital Infrastructure Fund III-C, L.P.",291231289.0,פנימי,קרן אנרגיה ותשתיות,,"חו""ל",,,"ארה""ב",לא,2024-06-28,USD,דיווח מנהל הקרן,אי-תלות,2025-05-21,3.306,1827.71099,6042.41256,0.000261,0.003048,0.000214,
,168,12155.0,HarbourVest Partners,,,Dover Street X Feeder Fund L.P.,291231079.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2020-03-08,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,2076.32029,6864.31488,0.000361,0.003463,0.000244,
,168,12155.0,Viola Credit ALF III GP L.P.,,,"Viola Credit ALF III (U) (2), L.P",291231294.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2024-10-01,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,1512.2013,4999.33752,0.003771,0.002522,0.000177,
,168,12155.0,Inflexion Buyout Fund VI GP Guernsey Limited,,,Inflexion Buyout Fund VI (No.2) LP,291231188.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,בריטניה,לא,2022-03-10,GBP,דיווח מנהל הקרן,אי-תלות,2025-06-30,4.4409,3500.58191,15545.73423,0.0014,0.007843,0.000553,
,168,12155.0,Michelson Multifamily Fund GP II LLC,,,Michelson Multifamily REIT Fund QFPF,291231189.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2022-04-04,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,599.2742,1981.20051,0.002996,0.000999,7e-05,
,168,12155.0,FATTAL PARTNERSHIP III GP LTD,,,Fattal Partnership III (International) LP,291231270.0,פנימי,"קרן נדל""ן",,"חו""ל",,,אירופה,לא,2024-01-08,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,2577.82647,10003.7712,0.006444,0.005047,0.000355,
,168,12155.0,"Clayton, Dubilier & Rice, LLC",,,"CLAYTON, DUBILIER AND RICE FUND XI, L.P.",291231111.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2021-01-27,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,8556.20915,28286.82748,0.000611,0.014272,0.001006,
,168,12155.0,CITIC Capital (Renamed Trustar Capital),,,"CITIC Capital China Partners IV, L.P.",291231053.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,גלובלי,לא,2019-03-07,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,285.34429,943.34822,0.000114,0.000475,3.3e-05,
,168,12155.0,FATTAL EUROPEAN PARTNERSHIP 2 GP LTD,,,FATTAL EUROPEAN PARTNERSHIP II LP,291231194.0,פנימי,"קרן נדל""ן",,"חו""ל",,,אירופה,לא,2022-04-28,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,1694.16657,6574.55223,0.00444,0.003317,0.000233,
,168,12155.0,PSC Credit III GP SARL,,,Pollen Street Credit III (PSC),291231145.0,פנימי,קרן חוב,,"חו""ל",,,אירופה,לא,2021-07-19,GBP,דיווח מנהל הקרן,אי-תלות,2025-06-30,4.4409,8556.08407,37996.71375,0.020004,0.019171,0.001351,
,168,12155.0,"Blackstone Property Associates, LP",,,Blackstone BioMed Life Science Real Estate LP,291231119.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2021-02-25,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,9259.55766,30612.09764,0.000925,0.015445,0.001089,
,168,12155.0,CVC Capital Partners VIII Limited,,,CVC Capital Partners VIII,291231082.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,אירופה,לא,2020-06-08,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,3177.03219,12329.10883,0.000158,0.00622,0.000438,
,168,12155.0,"NFX Capital Fund II GP, LLC",,,"NFX CAPITAL FUND II, LP",291231060.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2019-05-30,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,526.24895,1739.77904,0.001558,0.000877,6.1e-05,
,168,12155.0,INFLEXION CO-INVEST III GP GUERNSEY LP,,,Inflexion Co-invest Taurus LP,25300018.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,גרמניה,לא,2024-11-13,EUR,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.8807,3424.80438,13290.63837,0.057656,0.006705,0.000472,
,168,12155.0,"StepStone VC Global Partners X-IC, L.P.",,,Greenspring Global Partners X,291231121.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2021-03-04,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,1428.82907,4723.70892,0.001786,0.002383,0.000168,
,168,12155.0,Aligned Co-Invest GP LLC,,,Aligned Co-Invest GP LLC,291231297.0,פנימי,קרן אנרגיה ותשתיות,,"חו""ל",,,"ארה""ב",לא,2025-01-27,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,4076.18402,13475.8644,0.001164,0.006799,0.000479,
,168,12155.0,SL Green,,,SLG Opportunities Debt Fund LP,291231295.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2025-01-01,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,333.76724,1103.4345,0.000333,0.000556,3.9e-05,
,168,12155.0,Avedon Capital Partners,,,GCF IV Feeder SCSp,291231109.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,אירופה,לא,2021-01-24,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,698.36095,2710.12936,0.001141,0.001367,9.6e-05,
,168,12155.0,Veritas Capital,,,"The Veritas Capital Vantage Fund, L.P.",291231130.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2021-05-06,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,1863.80322,6161.73346,0.001491,0.003108,0.000219,
,168,12155.0,Seven2 MidMarket X-L Luxembourg,,,SEVEN2 MIDMARKET,291231069.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,אירופה,לא,2019-09-26,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,230.28759,893.67707,0.000191,0.00045,3.1e-05,
,168,12155.0,Verdane Capital,,,דרך פנתיאון Verdane Edda II,291231108.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,אירופה,לא,2021-01-24,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,1081.54577,4197.15466,0.002157,0.002117,0.000149,
,168,12155.0,Silverstein DF I GP LLC,,,SCP IRE SERIES III LP,291231174.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2021-12-30,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,659.3245,2179.7268,0.000329,0.001099,7.7e-05,
,168,12155.0,"BPEA Private Equity GP VIII, L.P.",,,"BPEA Private Equity Fund VIII, L.P.",291231170.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,גלובלי,לא,2021-12-30,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,11472.25524,37927.27582,0.001349,0.019136,0.001349,
,168,12155.0,Cheyne Capital Management (UK) LLP,,,Cheyne Real Estate Credit Holdings VI,291231093.0,פנימי,"קרן נדל""ן",,"חו""ל",,,אירופה,לא,2020-10-19,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,966.10609,3193.94674,0.000966,0.001611,0.000113,
,168,12155.0,"Lightspeed General Partner Opportunity Fund II, L.P",,,"Lightspeed Opportunity Fund II, L.P.",291231191.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2022-04-06,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,8772.22791,29000.98547,0.004386,0.014632,0.001031,
,168,12155.0,Providence Equity Partners,,,Providence Strategic Growth IV  דרך פנתיאון,291231059.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2019-05-22,USD,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.306,403.50963,1334.00284,0.00023,0.000673,4.7e-05,
,168,12155.0,Fu-Gen,,,Nordic Power 4 LP,291231227.0,פנימי,קרן אנרגיה ותשתיות,,"חו""ל",,,שוודיה,לא,2022-10-31,EUR,דיווח מנהל הקרן,אי-תלות,2024-09-30,3.8807,728.73496,2828.00179,0.014014,0.001426,0.0001,
,168,12155.0,"Viola Credit ALF II General Partner, L.P.",,,"Viola Credit ALF II, L.P",291231178.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2022-02-07,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,4986.58794,16485.65975,0.024932,0.008317,0.000586,
,168,12155.0,"OEP VII General Partner, L.P.",,,One Equity Partners VII,291231056.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2019-03-31,USD,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.306,1414.50965,4676.36891,0.000808,0.002359,0.000166,
,168,12155.0,ICG North American Private Debt (Offshore) GP LP,,,ICG North American Credit Partners Fund III LP,291231276.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2024-03-28,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,1278.76812,4227.60743,0.000568,0.002133,0.00015,
,168,12155.0,"RRED GP, LLC",,,Related Real Estate Debt 3,291231154.0,פנימי,"קרן נדל""ן",,"חו""ל",,,"ארה""ב",לא,2021-09-30,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,1575.65068,5209.10118,0.001969,0.002628,0.000185,
,168,12155.0,Forma European Fund II General Partner Ltd,,,Forma European Fund II LP,291231127.0,פנימי,"קרן נדל""ן",,"חו""ל",,,אירופה,לא,2021-06-07,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,3093.17949,12003.70165,0.015465,0.006056,0.000427,
,168,12155.0,Technology Crossover Management XI L.P. a Cayman Islands exempted limited partnership.,,,TCV XI,291231106.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2020-12-31,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,4224.86107,13967.3907,0.001111,0.007047,0.000496,
,168,12155.0,LCN European Fund IV GP S. r.l.,,,LCN European Fund IV SLP,291231272.0,פנימי,"קרן נדל""ן",,"חו""ל",,,אירופה,לא,2024-03-24,EUR,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.8807,2274.87804,8828.11922,0.003791,0.004454,0.000314,
,168,12155.0,HarbourVest Partners,,,HarbourVest Partners Co-investment Fund V,291231068.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2019-09-26,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,796.02567,2631.66088,0.000265,0.001327,9.3e-05,
,168,12155.0,OTRE GENREL PARTNER,,,OTRE - PEN,291231156.0,פנימי,"קרן נדל""ן",,"חו""ל",,,אירופה,לא,2021-10-21,SEK,דיווח מנהל הקרן,אי-תלות,2025-06-30,0.351,20953.99533,7354.85236,0.020953,0.00371,0.000261,
,168,12155.0,"NFX Capital Opportunity Fund I GP, LP",,,NFX Capital Opportunity Fund I,291231177.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2022-02-06,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,1367.75317,4521.79198,0.006838,0.002281,0.00016,
,168,12155.0,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Strategic Opportun Fund V 2019,291231064.0,פנימי,קרן חוב,,"חו""ל",,,"ארה""ב",לא,2019-06-30,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,506.73062,1675.25143,0.000633,0.000845,5.9e-05,
,168,12155.0,Blackstone Tactical Opportunities Management Associates (Cayman) L.P.,,,VIVA Fund 2019 LH2,291231051.0,פנימי,קרן השקעה אחרת,,"חו""ל",,,"ארה""ב",לא,2019-02-27,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,1.23274,4.07545,2e-06,2e-06,0.0,
,168,12155.0,Battery,,,"Battery vantures xiv , L.P",291231198.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2022-05-09,USD,דיווח מנהל הקרן,אי-תלות,2025-06-30,3.306,3945.31984,13043.22741,0.001127,0.00658,0.000464,
,168,12155.0,Arkin Bio Capital General Partner Limited Partnership,,,"Arkin Bio Capital, L.P",291231167.0,פנימי,פרייבט אקוויטי,,"חו""ל",,,"ארה""ב",לא,2021-12-09,USD,דיווח מנהל הקרן,אי-תלות,2025-03-31,3.306,1442.93254,4770.33499,0.005344,0.002406,0.000169,
