Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,נכס בסיס (כתב אופציה),ענף מסחר,תאריך פקיעה,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,שער מימוש,יחס המרה,ערך נקוב (יחידות),שער נייר הערך,שער חליפין,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 29
,665,13351.0,"דב לוסטרניק ובניו בע""מ",513064907.0,ח.פ.,טופ גאם כתב אופציה 04.02.2026,77179291.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2026-02-04,לא,2025-08-07,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1002.0,0.01,127.86,45.258,1.0,0.05787,0.183877,1e-06,
,665,13351.0,"טופ גאם תעשיות בע""מ",513561399.0,ח.פ.,טופ גאם כתב אופציה 01.02.2027,77179289.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2027-02-01,לא,2025-07-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1025.0,0.01,62.68,122.036,1.0,0.07649,0.243041,2e-06,
,665,14677.0,"לידר ושות' פיננסיים בע""מ",520037664.0,ח.פ.,פז אנרגיה אופציה 31.01.2026,77179281.0,פנימי,ישראל,ישראל,לא סחיר,IL0011000077,אנרגיה,2026-01-31,לא,2025-07-24,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,658.81238,0.01,62.85,5612.81,1.0,3.52788,0.126359,8e-06,
,665,14677.0,"דב לוסטרניק ובניו בע""מ",513064907.0,ח.פ.,טופ גאם כתב אופציה 04.02.2026,77179291.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2026-02-04,לא,2025-08-07,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1002.0,0.01,11343.08,45.258,1.0,5.13365,0.183873,1.2e-05,
,665,14677.0,"טופ גאם תעשיות בע""מ",513561399.0,ח.פ.,טופ גאם כתב אופציה 01.02.2027,77179289.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2027-02-01,לא,2025-07-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1025.0,0.01,5560.33,122.036,1.0,6.78561,0.243042,1.6e-05,
,665,14677.0,"ארלדן החזקות (1982) בע""מ",520033580.0,ח.פ.,טלסיס כתב אופציה 24.05.2026,77179297.0,פנימי,ישראל,ישראל,לא סחיר,IL0003540197,אלקטרוניקה ואופטיקה,2026-05-24,לא,2025-08-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,231.68604,0.01,966.13,1290.95,1.0,12.47226,0.446723,2.9e-05,
,665,1609.0,"דב לוסטרניק ובניו בע""מ",513064907.0,ח.פ.,טופ גאם כתב אופציה 04.02.2026,77179291.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2026-02-04,לא,2025-08-07,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1002.0,0.01,3213.38,45.258,1.0,1.45431,0.183874,2e-06,
,665,1609.0,"לידר ושות' פיננסיים בע""מ",520037664.0,ח.פ.,פז אנרגיה אופציה 31.01.2026,77179281.0,פנימי,ישראל,ישראל,לא סחיר,IL0011000077,אנרגיה,2026-01-31,לא,2025-07-24,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,658.81238,0.01,17.81,5612.81,1.0,0.99941,0.126359,1e-06,
,665,1609.0,"ארלדן החזקות (1982) בע""מ",520033580.0,ח.פ.,טלסיס כתב אופציה 24.05.2026,77179297.0,פנימי,ישראל,ישראל,לא סחיר,IL0003540197,אלקטרוניקה ואופטיקה,2026-05-24,לא,2025-08-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,231.68604,0.01,273.69,1290.95,1.0,3.53326,0.446723,7e-06,
,665,1609.0,"טופ גאם תעשיות בע""מ",513561399.0,ח.פ.,טופ גאם כתב אופציה 01.02.2027,77179289.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2027-02-01,לא,2025-07-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1025.0,0.01,1575.19,122.036,1.0,1.92229,0.243042,3e-06,
,665,1619.0,"ארלדן החזקות (1982) בע""מ",520033580.0,ח.פ.,טלסיס כתב אופציה 24.05.2026,77179297.0,פנימי,ישראל,ישראל,לא סחיר,IL0003540197,אלקטרוניקה ואופטיקה,2026-05-24,לא,2025-08-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,231.68604,0.01,541.79,1290.95,1.0,6.99426,0.446723,1e-05,
,665,1619.0,"לידר ושות' פיננסיים בע""מ",520037664.0,ח.פ.,פז אנרגיה אופציה 31.01.2026,77179281.0,פנימי,ישראל,ישראל,לא סחיר,IL0011000077,אנרגיה,2026-01-31,לא,2025-07-24,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,658.81238,0.01,35.25,5612.81,1.0,1.97838,0.126359,2e-06,
,665,1619.0,"טופ גאם תעשיות בע""מ",513561399.0,ח.פ.,טופ גאם כתב אופציה 01.02.2027,77179289.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2027-02-01,לא,2025-07-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1025.0,0.01,3118.15,122.036,1.0,3.80527,0.243042,5e-06,
,665,1619.0,"דב לוסטרניק ובניו בע""מ",513064907.0,ח.פ.,טופ גאם כתב אופציה 04.02.2026,77179291.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2026-02-04,לא,2025-08-07,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1002.0,0.01,6361.04,45.258,1.0,2.87888,0.183874,4e-06,
,665,1638.0,"ארלדן החזקות (1982) בע""מ",520033580.0,ח.פ.,טלסיס כתב אופציה 24.05.2026,77179297.0,פנימי,ישראל,ישראל,לא סחיר,IL0003540197,אלקטרוניקה ואופטיקה,2026-05-24,לא,2025-08-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,231.68604,0.01,909.32,1290.95,1.0,11.73882,0.446723,1.2e-05,
,665,1638.0,"לידר ושות' פיננסיים בע""מ",520037664.0,ח.פ.,פז אנרגיה אופציה 31.01.2026,77179281.0,פנימי,ישראל,ישראל,לא סחיר,IL0011000077,אנרגיה,2026-01-31,לא,2025-07-24,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,658.81238,0.01,59.16,5612.81,1.0,3.32042,0.126359,3e-06,
,665,1638.0,"טופ גאם תעשיות בע""מ",513561399.0,ח.פ.,טופ גאם כתב אופציה 01.02.2027,77179289.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2027-02-01,לא,2025-07-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1025.0,0.01,5233.36,122.036,1.0,6.38658,0.243042,6e-06,
,665,1638.0,"דב לוסטרניק ובניו בע""מ",513064907.0,ח.פ.,טופ גאם כתב אופציה 04.02.2026,77179291.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2026-02-04,לא,2025-08-07,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1002.0,0.01,10676.05,45.258,1.0,4.83177,0.183874,5e-06,
,665,1645.0,"לידר ושות' פיננסיים בע""מ",520037664.0,ח.פ.,פז אנרגיה אופציה 31.01.2026,77179281.0,פנימי,ישראל,ישראל,לא סחיר,IL0011000077,אנרגיה,2026-01-31,לא,2025-07-24,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,658.81238,0.01,102.09,5612.81,1.0,5.73038,0.126359,3e-06,
,665,1645.0,"ארלדן החזקות (1982) בע""מ",520033580.0,ח.פ.,טלסיס כתב אופציה 24.05.2026,77179297.0,פנימי,ישראל,ישראל,לא סחיר,IL0003540197,אלקטרוניקה ואופטיקה,2026-05-24,לא,2025-08-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,231.68604,0.01,1569.3,1290.95,1.0,20.25888,0.446723,1.3e-05,
,665,1645.0,"דב לוסטרניק ובניו בע""מ",513064907.0,ח.פ.,טופ גאם כתב אופציה 04.02.2026,77179291.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2026-02-04,לא,2025-08-07,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1002.0,0.01,18424.74,45.258,1.0,8.33867,0.183874,5e-06,
,665,1645.0,"טופ גאם תעשיות בע""מ",513561399.0,ח.פ.,טופ גאם כתב אופציה 01.02.2027,77179289.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2027-02-01,לא,2025-07-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1025.0,0.01,9031.74,122.036,1.0,11.02197,0.243042,7e-06,
,665,1651.0,"דב לוסטרניק ובניו בע""מ",513064907.0,ח.פ.,טופ גאם כתב אופציה 04.02.2026,77179291.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2026-02-04,לא,2025-08-07,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1002.0,0.01,18225.89,45.258,1.0,8.24868,0.183874,6e-06,
,665,1651.0,"ארלדן החזקות (1982) בע""מ",520033580.0,ח.פ.,טלסיס כתב אופציה 24.05.2026,77179297.0,פנימי,ישראל,ישראל,לא סחיר,IL0003540197,אלקטרוניקה ואופטיקה,2026-05-24,לא,2025-08-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,231.68604,0.01,1552.36,1290.95,1.0,20.04024,0.446723,1.5e-05,
,665,1651.0,"לידר ושות' פיננסיים בע""מ",520037664.0,ח.פ.,פז אנרגיה אופציה 31.01.2026,77179281.0,פנימי,ישראל,ישראל,לא סחיר,IL0011000077,אנרגיה,2026-01-31,לא,2025-07-24,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,658.81238,0.01,100.99,5612.81,1.0,5.66854,0.126359,4e-06,
,665,1651.0,"טופ גאם תעשיות בע""מ",513561399.0,ח.פ.,טופ גאם כתב אופציה 01.02.2027,77179289.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2027-02-01,לא,2025-07-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1025.0,0.01,8934.26,122.036,1.0,10.90302,0.243042,8e-06,
,665,1652.0,"ארלדן החזקות (1982) בע""מ",520033580.0,ח.פ.,טלסיס כתב אופציה 24.05.2026,77179297.0,פנימי,ישראל,ישראל,לא סחיר,IL0003540197,אלקטרוניקה ואופטיקה,2026-05-24,לא,2025-08-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,231.68604,0.01,973.98,1290.95,1.0,12.57355,0.446723,1.6e-05,
,665,1652.0,"לידר ושות' פיננסיים בע""מ",520037664.0,ח.פ.,פז אנרגיה אופציה 31.01.2026,77179281.0,פנימי,ישראל,ישראל,לא סחיר,IL0011000077,אנרגיה,2026-01-31,לא,2025-07-24,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,658.81238,0.01,63.36,5612.81,1.0,3.55653,0.126359,4e-06,
,665,1652.0,"טופ גאם תעשיות בע""מ",513561399.0,ח.פ.,טופ גאם כתב אופציה 01.02.2027,77179289.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2027-02-01,לא,2025-07-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1025.0,0.01,5605.49,122.036,1.0,6.84072,0.243042,9e-06,
,665,1652.0,"דב לוסטרניק ובניו בע""מ",513064907.0,ח.פ.,טופ גאם כתב אופציה 04.02.2026,77179291.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2026-02-04,לא,2025-08-07,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1002.0,0.01,11435.2,45.258,1.0,5.17534,0.183873,6e-06,
,665,1653.0,"ארלדן החזקות (1982) בע""מ",520033580.0,ח.פ.,טלסיס כתב אופציה 24.05.2026,77179297.0,פנימי,ישראל,ישראל,לא סחיר,IL0003540197,אלקטרוניקה ואופטיקה,2026-05-24,לא,2025-08-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,231.68604,0.01,541.81,1290.95,1.0,6.99452,0.446723,1.7e-05,
,665,1653.0,"לידר ושות' פיננסיים בע""מ",520037664.0,ח.פ.,פז אנרגיה אופציה 31.01.2026,77179281.0,פנימי,ישראל,ישראל,לא סחיר,IL0011000077,אנרגיה,2026-01-31,לא,2025-07-24,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,658.81238,0.01,35.25,5612.81,1.0,1.97846,0.126359,4e-06,
,665,1653.0,"דב לוסטרניק ובניו בע""מ",513064907.0,ח.פ.,טופ גאם כתב אופציה 04.02.2026,77179291.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2026-02-04,לא,2025-08-07,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1002.0,0.01,6361.27,45.258,1.0,2.87898,0.183873,7e-06,
,665,1653.0,"טופ גאם תעשיות בע""מ",513561399.0,ח.פ.,טופ גאם כתב אופציה 01.02.2027,77179289.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2027-02-01,לא,2025-07-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1025.0,0.01,3118.27,122.036,1.0,3.80541,0.243042,9e-06,
,665,1666.0,"ארלדן החזקות (1982) בע""מ",520033580.0,ח.פ.,טלסיס כתב אופציה 24.05.2026,77179297.0,פנימי,ישראל,ישראל,לא סחיר,IL0003540197,אלקטרוניקה ואופטיקה,2026-05-24,לא,2025-08-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,231.68604,0.01,264.84,1290.95,1.0,3.41897,0.446723,1.7e-05,
,665,1666.0,"דב לוסטרניק ובניו בע""מ",513064907.0,ח.פ.,טופ גאם כתב אופציה 04.02.2026,77179291.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2026-02-04,לא,2025-08-07,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1002.0,0.01,3109.43,45.258,1.0,1.40727,0.183874,7e-06,
,665,1666.0,"טופ גאם תעשיות בע""מ",513561399.0,ח.פ.,טופ גאם כתב אופציה 01.02.2027,77179289.0,פנימי,ישראל,ישראל,לא סחיר,IL0011791428,פודטק,2027-02-01,לא,2025-07-31,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,1025.0,0.01,1524.23,122.036,1.0,1.86011,0.243042,9e-06,
,665,1666.0,"לידר ושות' פיננסיים בע""מ",520037664.0,ח.פ.,פז אנרגיה אופציה 31.01.2026,77179281.0,פנימי,ישראל,ישראל,לא סחיר,IL0011000077,אנרגיה,2026-01-31,לא,2025-07-24,ILS,גורם תלוי/פנימי,קיימת תלות,2025-09-30,658.81238,0.01,17.23,5612.81,1.0,0.96708,0.126359,4e-06,
,168,13350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,168,13887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,168,14277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,168,14278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,168,14348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,168,15342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,168,15661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,168,2182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,168,2212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,168,8561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,665,13352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,665,13875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,665,14308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,665,14309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,665,15673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,665,2213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,סוף מידע טבלה,,,,,,,,,,,,,,,,,,,,,,,,,,,,
