Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מאפיין עיקרי,שם שותף כללי קרן השקעות,מספר מזהה שותף כללי קרן השקעות,סוג מספר מזהה שותף כללי קרן השקעות,שם קרן השקעה,מספר מזהה קרן השקעה,סוג מספר מזהה קרן השקעות,מטבע פעילות,תאריך העמדת התחייבות לקרן השקעה,סכום המחויבות הראשוני (במטבע הדיווח של קרן ההשקעה),"סכום המחויבות הראשוני (באלפי ש""ח)",יתרת המחויבות לתקופת הדיווח (במטבע הדיווח של קרן ההשקעה),"יתרת המחויבות לתקופת הדיווח (באלפי ש""ח)",שיעור יתרת המחויבות,תאריך פקיעת מחויבות להשקעה,Unnamed: 18
,168,2183.0,התחייבות להשקעה,State of Mind Ventures Momentum GP GP LTD,,,State of Mind Ventures Momentum L.P,291231150.0,פנימי,USD,2021-09-12,1716.0,5673.096,190.284479,629.08049,0.110888,2029-08-31,
,168,2183.0,התחייבות להשקעה,"NFX Capital Opportunity Fund I GP, LP",,,NFX Capital Opportunity Fund I,291231177.0,פנימי,USD,2022-02-06,940.5,3109.293,201.03055,664.607,0.213748,2032-01-31,
,168,2183.0,התחייבות להשקעה,"Faropoint Industrial Value Fund III -GP, LP",,,Faropoint 3 - QFPF - (F-6),291231202.0,פנימי,USD,2022-05-18,2693.25,8903.8845,134.595759,444.97358,0.049975,2030-04-30,
,168,2183.0,התחייבות להשקעה,"TPG MMI Partners GenPar, L.P.",,,"TPG MMI PARTNERS, LP",291231090.0,פנימי,USD,2020-09-17,2238.921,7401.872826,48.571999,160.57903,0.021694,2027-12-31,
,168,2183.0,התחייבות להשקעה,ICG Europe Fund VI GP Limited,,,ICG Europe Fund VI,691239752.0,פנימי,EUR,2015-03-01,176.316,684.229501,34.33186,133.23165,0.194717,2026-09-30,
,168,2183.0,התחייבות להשקעה,Reality Debt 2 General Partner Ltd,,,Reality Debt 2 General Partner Ltd,291231307.0,פנימי,ILS,2025-08-10,3090.0,3090.0,3090.0,3090.0,1.0,2033-08-10,
,168,2183.0,התחייבות להשקעה,HarbourVest Partners,,,HarbourVest Asia Pacific 5 Feeder Fund l.P,291231171.0,פנימי,USD,2021-12-30,5850.0,19340.1,2603.25,8606.3445,0.445,2035-12-31,
,168,2183.0,התחייבות להשקעה,Mission Capital GP 6 Lux S.a.r.l.,,,"AXIOM ASIA 6, L.P.",291231092.0,פנימי,USD,2020-09-30,2637.408,8719.270848,764.847489,2528.5858,0.289999,2032-09-30,
,168,2183.0,התחייבות להשקעה,State of Mind Ventures 3 GP GP LTD,,,State of Mind Ventures 3 L.P,291231149.0,פנימי,USD,2021-09-12,2808.0,9283.248,921.02405,3044.90551,0.328,2031-08-31,
,168,2183.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Co-Investment Fund IV,291231034.0,פנימי,USD,2018-02-14,2388.183,7895.332998,510.905139,1689.05239,0.21393,2029-04-20,
,168,2183.0,התחייבות להשקעה,Key1 Capital GP LP,,,Key1 Capital LP,291231208.0,פנימי,USD,2022-06-19,2164.043,7154.326158,1103.661938,3648.70637,0.51,2030-06-29,
,168,2183.0,התחייבות להשקעה,ICG Strategic Equity III (Offshore) GP LP,,,ICG Strategic Equity Fund III,291231066.0,פנימי,USD,2019-07-31,3070.675,10151.65155,1065.816981,3523.59094,0.347095,2028-10-31,
,168,2183.0,התחייבות להשקעה,GSO CSF III Co-Investment Associates LP,,,GSO CSF III Co-investment Fund,291231028.0,פנימי,USD,2017-11-05,359.954,1190.007924,64.770771,214.13217,0.179941,2027-06-30,
,168,2183.0,התחייבות להשקעה,Lexington Partners GP Holdings IV LLC,,,LMMI III,691239735.0,פנימי,USD,2014-06-01,13.045,43.12677,3.927398,12.98398,0.301065,2025-12-31,
,168,2183.0,התחייבות להשקעה,HarbourVest Partners,,,HarbourVest Partners Co-investment Fund V,291231068.0,פנימי,USD,2019-09-26,1864.338,6163.501428,466.89937,1543.56932,0.250437,2029-10-31,
,168,2183.0,התחייבות להשקעה,ION Crossover Partners GP II LP,,,ION Crossover Partners II,291231133.0,פנימי,USD,2021-05-10,3618.556,11962.946136,744.061969,2459.86887,0.205624,2028-04-30,
,168,2183.0,התחייבות להשקעה,Technology Crossover Management XI L.P. a Cayman Islands exempted limited partnership.,,,TCV XI,291231106.0,פנימי,USD,2020-12-31,2340.0,7736.04,306.744401,1014.09699,0.131087,2030-12-31,
,168,2183.0,התחייבות להשקעה,ALEMIF IV Management LLC,,,Electra Multifamily Investments Fund 4,291231204.0,פנימי,USD,2022-05-22,4239.372,14015.363832,63.590629,210.23062,0.015,2029-05-31,
,168,2183.0,התחייבות להשקעה,Fu-Gen,,,Project Breeze with Fu-Gen (NP3),291231220.0,פנימי,EUR,2022-10-03,481.481,1868.483317,113.728649,441.34677,0.236205,2032-12-31,
,168,2183.0,התחייבות להשקעה,TJC LP,,,"The Resolute Fund VI, L.P",291231268.0,פנימי,USD,2023-12-20,1351.0,4466.406,809.34117,2675.68191,0.599068,2033-08-01,
,168,2183.0,התחייבות להשקעה,"Insight Associates XII, L.P.",,,"INSIGHT PARTNERS (CAYMAN) XII, L.P.",291231139.0,פנימי,USD,2021-06-03,7800.0,25786.8,499.203569,1650.367,0.064,2031-06-30,
,168,2183.0,התחייבות להשקעה,"General Catalyst Partners XI - Endurance, L.P.",,,General Catalyst Group XI – Endurance L.P.,291231161.0,פנימי,USD,2021-11-23,2294.117,7584.350802,68.650009,226.95693,0.029924,2031-10-31,
,168,2183.0,התחייבות להשקעה,"GoldenTree Asset Management, LP",,,GoldenTree Distressed Co-Investment Fund III,291231085.0,פנימי,USD,2020-07-09,2637.408,8719.270848,585.5046,1935.67821,0.222,2027-03-31,
,168,2183.0,התחייבות להשקעה,Pantheon Private Debt GP S.a r.l.,,,Pantheon Private Debt PSD II USD Feeder (Luxembourg) SCSp,291231201.0,פנימי,USD,2022-05-18,2079.226,6873.921156,433.999458,1434.80221,0.208731,2028-04-01,
,168,2183.0,התחייבות להשקעה,ICG Strategic Equity IV GP LP SCSp,,,ICG Strategic Equity Fund IV Feeder SCSp,291231135.0,פנימי,USD,2021-05-13,5460.0,18050.76,1108.21555,3663.76061,0.202969,2030-04-30,
,168,2183.0,התחייבות להשקעה,AAE1 GP LLP,,,ARJUN ALLIANCE EUROPE 1 LP,291231124.0,פנימי,EUR,2021-03-31,7800.0,30269.46,1.940149,7.52914,0.000248,2036-03-31,
,168,2183.0,התחייבות להשקעה,"SILVER LAKE TECHNOLOGY ASSOCIATES VII, L.P.",,,BLKPNDG-SILVER LAKE PARTNERS V,291231218.0,פנימי,USD,2022-09-29,5603.352,18524.681712,3670.475208,12134.59104,0.655049,2032-05-06,
,168,2183.0,התחייבות להשקעה,"GoldenTree Asset Management, LP",,,Golden Tree Distressed Debt,691239649.0,פנימי,USD,2011-03-07,54.357,179.704242,3.51696,11.62707,0.064701,2025-11-30,
,168,2183.0,התחייבות להשקעה,ICG Strategic Equity Associates II LLC,,,ICG Strategic Secondaries Fund II,291231016.0,פנימי,USD,2017-03-30,1549.651,5123.146206,909.218811,3005.87739,0.586724,2026-02-28,
,168,2183.0,התחייבות להשקעה,Arkin Bio Capital General Partner Limited Partnership,,,"Arkin Bio Capital, L.P",291231167.0,פנימי,USD,2021-12-09,3120.0,10314.72,1933.816839,6393.19847,0.619813,2029-12-31,
,168,2183.0,התחייבות להשקעה,CVC Capital Partners VII Limited,,,CVC Capital Partners VII,291231017.0,פנימי,EUR,2017-05-24,577.512,2241.150818,93.525899,362.94596,0.161946,2027-05-31,
,168,2183.0,התחייבות להשקעה,FATTAL PARTNERSHIP III GP LTD,,,Fattal Partnership III (International) LP,291231270.0,פנימי,EUR,2024-01-08,2412.5,9362.18875,1499.4612,5818.95908,0.621538,2033-01-08,
,168,2183.0,התחייבות להשקעה,"MSD Partners (GP) – RCOF II, LLC",,,MSD R.E. Credit Opp II - Pen,291231237.0,פנימי,USD,2022-12-11,5074.891,16777.589646,2278.47584,7532.64113,0.44897,2030-12-11,
,168,2183.0,התחייבות להשקעה,"StepStone VC Global Partners X-IC, L.P.",,,Greenspring Global Partners X,291231121.0,פנימי,USD,2021-03-04,1085.567,3588.884502,337.792211,1116.74105,0.311166,2031-02-28,
,168,2183.0,התחייבות להשקעה,Forma European Fund II General Partner Ltd,,,Forma European Fund II LP,291231127.0,פנימי,EUR,2021-06-07,828.0,3213.2196,168.873829,655.34867,0.203953,2029-04-30,
,168,2183.0,התחייבות להשקעה,נוי אי. איי תשתיות ואנרגיה ג'י.פי,,,קרן  נוי 5 להשקעה בתשתיות ואנרגיה,291231291.0,פנימי,ILS,2024-09-30,12480.0,12480.0,11434.72564,11434.72564,0.916244,2036-09-30,
,168,2183.0,התחייבות להשקעה,"Fortissimo Capital Fund VI GP, L.P",,,פורטיסימו 6,291231213.0,פנימי,USD,2022-08-09,3606.738,11923.875828,2037.806969,6736.98984,0.564999,2032-06-27,
,168,2183.0,התחייבות להשקעה,Accelmed Partners II GP,,,Accelmed Partners II L.P.,291231122.0,פנימי,USD,2021-03-10,2730.0,9025.38,540.38931,1786.52706,0.197944,2030-03-31,
,168,2183.0,התחייבות להשקעה,Peregrine Ventures Growth General partner Limited Partnership,,,Peregrine Ventures Growth General Partner LP Limited Partnership,291231086.0,פנימי,USD,2020-07-09,4395.68,14532.11808,975.842081,3226.13392,0.222,2025-12-01,
,168,2183.0,התחייבות להשקעה,Be Aviv Debt Fund GP LLC,,,Be-Aviv Debt Fund Lp,291231159.0,פנימי,USD,2021-11-15,405.72,1341.31032,152.57477,504.41219,0.376059,2028-11-15,
,168,2183.0,התחייבות להשקעה,"Clayton, Dubilier & Rice, LLC",,,"CLAYTON, DUBILIER AND RICE FUND XI, L.P.",291231111.0,פנימי,USD,2021-01-27,5070.0,16761.42,772.107779,2552.58832,0.152289,2031-01-31,
,168,2183.0,התחייבות להשקעה,Water Street Healthcare Partners,,,Water Street Healthcare Partners V Parallel LP,291231209.0,פנימי,USD,2022-06-28,1695.167,5604.222102,944.389228,3122.15079,0.557106,2032-04-15,
,168,2183.0,התחייבות להשקעה,Inflexion Buyout Fund VI GP Guernsey Limited,,,Inflexion Buyout Fund VI (No.2) LP,291231188.0,פנימי,GBP,2022-03-10,2508.0,11137.7772,1131.326391,5024.10737,0.451087,2032-03-31,
,168,2183.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Strategic Opportun 2016,291231003.0,פנימי,USD,2016-06-01,735.542,2431.701852,269.90807,892.31608,0.366951,2025-12-31,
,168,2183.0,התחייבות להשקעה,Vintage Investments 10 Limited Partnership,,,Vintage Secondary Fund IV (Vintage X),291231024.0,פנימי,USD,2017-08-17,979.881,3239.486586,97.988091,323.94863,0.099999,2027-08-03,
,168,2183.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Strategic Opportun 2017,291231014.0,פנימי,USD,2017-03-20,1395.673,4614.094938,283.012888,935.64061,0.202778,2025-12-31,
,168,2183.0,התחייבות להשקעה,HarbourVest Partners,,,HarbourVest Partners Co-investment Fund IV,291231002.0,פנימי,USD,2016-05-05,456.523,1509.265038,32.72823,108.19953,0.07169,2026-05-05,
,168,2183.0,התחייבות להשקעה,Shaked Partners II G.P Ltd.,,,Shaked Partners II,291231256.0,פנימי,ILS,2023-06-06,14923.923,14923.923,12643.23572,12643.23572,0.847179,2030-06-06,
,168,2183.0,התחייבות להשקעה,Faropoint Industrial SLB Fund GP LP,,,"Faropoint Industrial SLB Fund Operating, LP",291231286.0,פנימי,USD,2024-07-23,1930.0,6380.58,1184.718378,3916.67896,0.613843,2031-07-23,
,168,2183.0,התחייבות להשקעה,RedTree French Real Estate GP S.a.r.l,,,REDTREE FRENCH REAL ESTATE FUND SCS SICAV-RAIF,291231169.0,פנימי,EUR,2021-12-28,931.5,3614.87205,106.786711,414.40719,0.114639,2028-12-31,
,168,2183.0,התחייבות להשקעה,HarbourVest Partners,,,Dover Street IX Cayman Fund L.P.,691239773.0,פנימי,USD,2016-02-23,232.946,770.119476,20.965139,69.31075,0.089999,2026-02-22,
,168,2183.0,התחייבות להשקעה,"Global Infrastructure GP IV, L.P.",,,"GLOBAL INFRASTRUCTURE PARTNERS IV-C AIV, L.P.",291231065.0,פנימי,USD,2019-07-31,4386.678,14502.357468,860.648351,2845.30345,0.196195,2029-08-30,
,168,2183.0,התחייבות להשקעה,SL Green,,,SLG Opportunities Debt Fund LP,291231295.0,פנימי,USD,2025-01-01,824.0,2724.144,747.985411,2472.83977,0.907749,2032-01-01,
,168,2183.0,התחייבות להשקעה,Forma Fund General Partner Ltd,,,Forma Fund I,291231019.0,פנימי,EUR,2017-06-06,1123.422,4359.663755,36.02541,139.80381,0.032067,2028-03-31,
,168,2183.0,התחייבות להשקעה,Blackstone Tactical Opportunities Management Associates (Cayman) L.P.,,,VIVA Fund 2019 LH2,291231051.0,פנימי,USD,2019-02-27,724.679,2395.788774,683.261869,2258.86374,0.942847,2029-12-31,
,168,2183.0,התחייבות להשקעה,"Thrive Partners VIII Growth GP, LLC",,,THRIVE CAPITAL PARTNERS VIII L.P.,291231181.0,פנימי,USD,2022-02-09,627.0,2072.862,81.79627,270.41847,0.130456,2032-01-31,
,168,2183.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Secondary V,291231113.0,פנימי,USD,2021-01-31,3900.0,12893.4,1992.959791,6588.72507,0.511015,2031-01-31,
,168,2183.0,התחייבות להשקעה,ICG North American Private Debt (Offshore) GP LP,,,ICG North American Credit Partners Fund III LP,291231276.0,פנימי,USD,2024-03-28,2895.0,9570.87,2371.133239,7838.96649,0.819044,2034-07-10,
,168,2183.0,התחייבות להשקעה,Vintage Co-Investment III G.P.,,,Vintage Growth III - Vintage Co-Invest III,291231070.0,פנימי,USD,2019-11-26,877.335,2900.46951,188.62696,623.60073,0.214999,2028-11-30,
,168,2183.0,התחייבות להשקעה,"Insight Associates XI, L.P.",,,Insight Partners XI,291231077.0,פנימי,USD,2020-01-29,3516.544,11625.694464,105.231391,347.89498,0.029924,2029-11-26,
,168,2183.0,התחייבות להשקעה,Starlight Bond FP 1 GP Ltd.,,,Starlight UK (Bond FP 1 LP) - OPS - Pen,291231246.0,פנימי,GBP,2022-10-09,2872.8,12757.81752,2308.20347,10250.50079,0.803468,2027-10-09,
,168,2183.0,התחייבות להשקעה,"General Catalyst Partners XI - Creation, L.P.",,,"General Catalyst Group XI – Creation, L.P.",291231163.0,פנימי,USD,2021-11-23,688.235,2275.30491,47.956548,158.54435,0.06968,2031-10-31,
,168,2183.0,התחייבות להשקעה,"LCN North American GP III, L.P.",,,LCN North American Fund III A-REIT,291231097.0,פנימי,USD,2020-11-11,1190.029,3934.235874,53.034349,175.33156,0.044565,2027-11-16,
,168,2183.0,התחייבות להשקעה,"PONTIFAX 6 GP, LIMITED PARTNERSHIP",,,PONTIFAX (ISRAEL) VI LIMITED PARTNE,291231098.0,פנימי,USD,2020-11-15,2880.073,9521.521338,892.822879,2951.67244,0.31,2031-03-31,
,168,2183.0,התחייבות להשקעה,ARES CAPITAL EUROPE V GP (DELAWARE) L.P/Ares Capital Europe V GP S.a r.l.,,,Ares Capital Europe V Unlevered,291231105.0,פנימי,EUR,2020-12-31,3739.622,14512.351095,616.187999,2391.24077,0.164772,2029-06-30,
,168,2183.0,התחייבות להשקעה,"HGI Multifamily Credit Fund GP, LLC",,,Harbor Multifamily Debt Fund - QFPF & Gemel,291231222.0,פנימי,USD,2022-09-29,7612.337,25166.386122,685.110338,2264.97478,0.09,2030-09-29,
,168,2183.0,התחייבות להשקעה,Verdane Capital,,,דרך פנתיאון Verdane Edda II,291231108.0,פנימי,EUR,2021-01-24,631.8,2451.82626,83.494699,324.01788,0.132153,2030-12-31,
,168,2183.0,התחייבות להשקעה,"OEP VII General Partner, L.P.",,,One Equity Partners VII,291231056.0,פנימי,USD,2019-03-31,4167.344,13777.239264,351.979128,1163.643,0.084461,2029-03-31,
,168,2183.0,התחייבות להשקעה,טנא הון צמיחה 4 (ג'יפי) שותפות מוגבלת,,,טנא 4,291231025.0,פנימי,USD,2017-08-31,1768.796,5847.639576,438.842558,1450.8135,0.248102,2027-08-31,
,168,2183.0,התחייבות להשקעה,Integral (Innovation Partners Alpha IV Ltd),,,INNOVATION ALPHA IV L.P.,291231110.0,פנימי,JPY,2021-01-27,175238.207,3913.419639,23604.949399,527.14573,0.134702,2030-12-31,
,168,2183.0,התחייבות להשקעה,"OEP VI General Partner, L.P.",,,One Equity Partners VI,291231013.0,פנימי,USD,2017-02-05,1256.105,4152.68313,194.84035,644.1422,0.155114,2025-12-29,
,168,2183.0,התחייבות להשקעה,S.H. SKY 4 Management L.P.,,,SKY IV,291231166.0,פנימי,USD,2021-12-09,2886.0,9541.116,1877.459041,6206.87959,0.65054,2031-12-31,
,168,2183.0,התחייבות להשקעה,"NFX Capital Fund II GP, LLC",,,C2i Genomics (NFX C2-B),291231126.0,פנימי,USD,2021-04-09,341.142,1127.815452,85.285559,281.95406,0.25,2029-05-30,
,168,2183.0,התחייבות להשקעה,Cheyne Capital Management (UK) LLP,,,CHEYNE ESVC RAIF ESVC II INV,291231148.0,פנימי,EUR,2021-09-02,3510.0,13621.257,867.47413,3366.40686,0.247143,2027-06-30,
,168,2183.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Strategic Opportunities VII,291231216.0,פנימי,USD,2022-08-24,6615.719,21871.567014,946.402689,3128.80729,0.143053,2027-09-10,
,168,2183.0,התחייבות להשקעה,"Court Square Capital GP IV, L.P.",,,Court Square Capital Partners IV,291231076.0,פנימי,USD,2020-01-29,4395.681,14532.121386,173.661839,574.12604,0.039507,2030-01-31,
,168,2183.0,התחייבות להשקעה,ICG North American Private Debt II (Offshore) GP LP,,,ICG - North American Private Debt II,291231036.0,פנימי,USD,2018-03-31,2388.183,7895.332998,479.978539,1586.80905,0.20098,2028-03-31,
,168,2183.0,התחייבות להשקעה,Klirmark Fund III (G.P) L.P,,,Klirmark Opportunity Fund III,291231063.0,פנימי,ILS,2019-06-30,9650.691,9650.691,1548.30473,1548.30473,0.160434,2027-05-31,
,168,2183.0,התחייבות להשקעה,"Fortissimo Capital Fund IV (GP), L.P",,,פורטיסימו 4,691239754.0,פנימי,USD,2015-04-01,54.357,179.704242,0.842549,2.78547,0.0155,2025-11-30,
,168,2183.0,התחייבות להשקעה,Starlight Bond FP 2 GP Ltd,,,Starlight Bond FP 2 GP Ltd,291231302.0,פנימי,GBP,2025-04-01,515.0,2287.0635,515.0,2287.0635,1.0,2030-04-01,
,168,2183.0,התחייבות להשקעה,נוי אי. איי תשתיות ואנרגיה ג'י.פי,,,נוי כוכב,291231021.0,פנימי,ILS,2017-07-31,185.903,185.903,5.4847,5.4847,0.029503,2030-12-31,
,168,2183.0,התחייבות להשקעה,ICG Asia Pacific Fund III GP LP,,,ICG Asia Pacific Fund III,691239770.0,פנימי,USD,2015-12-01,270.0,892.62,56.28745,186.08631,0.208472,2026-07-31,
,168,2183.0,התחייבות להשקעה,Fu-Gen,,,Nordic Power 4 LP,291231227.0,פנימי,EUR,2022-10-31,385.185,1494.78743,23.49422,91.17402,0.060994,2032-12-31,
,168,2183.0,התחייבות להשקעה,"NFX Capital Fund I GP, LLC",,,NFX Capital Fund II Top Up,291231210.0,פנימי,USD,2022-07-26,276.36,913.64616,13.408759,44.32936,0.048519,2029-05-30,
,168,2183.0,התחייבות להשקעה,"Veritas Capital Partners VIII, L.L.C.",,,"THE VERITAS CAPITAL FUND VIII, L.P. - CITCO",291231219.0,פנימי,USD,2022-09-29,5049.434,16693.428804,723.56248,2392.09756,0.143295,2032-03-16,
,168,2183.0,התחייבות להשקעה,"TPG Asia GenPar VII, L.P.",,,"TPG ASIS VLL B, L.P.",291231046.0,פנימי,USD,2018-08-30,2047.014,6767.428284,290.237419,959.52491,0.141785,2027-12-31,
,168,2183.0,התחייבות להשקעה,"SILVER LAKE TECHNOLOGY ASSOCIATES V, L.P.",,,SILVER LAKE PARTNERS V,291231015.0,פנימי,USD,2017-03-30,482.407,1594.837542,58.542701,193.54217,0.121355,2027-06-30,
,168,2183.0,התחייבות להשקעה,"RRED GP, LLC",,,Related Real Estate Debt 3,291231154.0,פנימי,USD,2021-09-30,1035.0,3421.71,208.452298,689.1433,0.201403,2029-09-30,
,168,2183.0,התחייבות להשקעה,"ג'יי.טי.אל.וי 2 (שותף כללי) שותפות מוגבלת באמצעות ע.ש.א.ז חברת שותף כללי בע""מ",,,JTLV 2,291231073.0,פנימי,ILS,2019-12-31,5923.113,5923.113,464.14821,464.14821,0.078362,2027-12-31,
,168,2183.0,התחייבות להשקעה,GSO Capital Opportunities Associates III LLC,,,GSO Capital Opportunities Fund III,291231004.0,פנימי,USD,2016-06-01,735.542,2431.701852,184.827961,611.04124,0.251281,2026-05-30,
,168,2183.0,התחייבות להשקעה,Veritas Capital,,,"The Veritas Capital Vantage Fund, L.P.",291231130.0,פנימי,USD,2021-05-06,1521.0,5028.426,641.350238,2120.30389,0.421663,2031-05-31,
,168,2183.0,התחייבות להשקעה,נוי אי. איי תשתיות ואנרגיה ג'י.פי,,,נוי 3 להשקעה בתשתיות ואנרגיה,291231044.0,פנימי,ILS,2018-05-31,9106.585,9106.585,10.77454,10.77454,0.001183,2028-05-29,
,168,2183.0,התחייבות להשקעה,PGIF V GP .(Lux) S.r.l,,,Pantheon Global Infrastructure Fund V,291231304.0,פנימי,USD,2025-04-01,1202.8,3976.4568,1202.800199,3976.45746,1.0,2035-12-31,
,168,2183.0,התחייבות להשקעה,Blackstone Tactical Opportunities Management Associates (Cayman) - NQ L.P.,,,VIVA CO INVESTMENT,691239764.0,פנימי,USD,2015-10-13,150.0,495.9,98.710381,326.33652,0.658069,2025-12-31,
,168,2183.0,התחייבות להשקעה,CITIC Capital (Renamed Trustar Capital),,,"CITIC Capital China Partners IV, L.P.",291231053.0,פנימי,USD,2019-03-07,877.336,2900.472816,39.81682,131.63441,0.045383,2029-02-28,
,168,2183.0,התחייבות להשקעה,"Kennedy Wilson Real Estate Fund VI Feeder, LP",,,Kennedy Wilson Fund VI,291231033.0,פנימי,USD,2018-01-16,756.05,2499.5013,37.802489,124.97503,0.049999,2025-11-01,
,168,2183.0,התחייבות להשקעה,ICG Europe Fund VII GP S.a r.l.,,,ICG Europe Fund VII,291231039.0,פנימי,EUR,2018-04-20,2047.014,7943.84723,348.955049,1354.18986,0.17047,2029-10-30,
,168,2183.0,התחייבות להשקעה,"Stage One Capital (GP) IV, L.P",,,"Stage One Venture Capital Fund IV, L.P.",291231183.0,פנימי,USD,2022-02-28,1638.0,5415.228,900.02928,2975.4968,0.549468,2031-12-31,
,168,2183.0,התחייבות להשקעה,PONTIFAX MEDISON FINANCE G.P L.P,,,Pontifax Medison Finance,291231054.0,פנימי,USD,2019-03-31,1196.589,3955.923234,550.430901,1819.72456,0.459999,2026-03-31,
,168,2183.0,התחייבות להשקעה,"STAGE ONE SPV GP, LIMITED PARTNERSHIP",,,"Stage One SPV CBBC , Limited Partnership",291231193.0,פנימי,USD,2022-04-26,480.373,1588.113138,4.628781,15.30275,0.009635,2031-04-25,
,168,2183.0,התחייבות להשקעה,Signal Alpha II GP Limited,,,Signal Alpha II,291231081.0,פנימי,EUR,2020-04-30,6593.52,25587.473064,752.413951,2919.89282,0.114114,2026-06-30,
,168,2183.0,התחייבות להשקעה,EQT IX (General Partner) S.a.r.l.,,,EQT Europe IX,291231112.0,פנימי,EUR,2021-01-27,4680.0,18161.676,467.20781,1813.09335,0.09983,2031-01-31,
,168,2183.0,התחייבות להשקעה,נוי אי. איי תשתיות ואנרגיה ג'י.פי,,,נוי חוצה ישראל - חדש,691239766.0,פנימי,ILS,2015-07-02,584.086,584.086,136.74931,136.74931,0.234125,2029-07-19,
,168,2183.0,התחייבות להשקעה,GSO Capital Solutions Associates III LP,,,GSO Capital Solutions Fund III,291231020.0,פנימי,USD,2017-07-27,1799.767,5950.029702,417.24611,1379.41564,0.231833,2027-06-30,
,168,2183.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,HAMILTON LANE STRATEGIC OPPORTUNITIES OFFSHORE FUND VIII LP,291231267.0,פנימי,USD,2023-12-07,4432.298,14653.177188,1242.72143,4108.43705,0.280378,2028-12-31,
,168,2183.0,התחייבות להשקעה,Kedma Capital G.P L.P,,,קדמה קפיטל 3,291231052.0,פנימי,USD,2019-02-28,1364.676,4511.618856,434.506769,1436.47938,0.318395,2029-02-28,
,168,2183.0,התחייבות להשקעה,Kedma Computer Data G.P L.P,,,C  Data Co-investment (Computer Data),291231101.0,פנימי,ILS,2020-12-13,900.686,900.686,223.25923,223.25923,0.247876,2029-02-28,
,168,2183.0,התחייבות להשקעה,Pantheon Ventures(Guernsey) Limited,,,Pantheon Global Secondary Fund V,291231007.0,פנימי,USD,2015-07-01,206.1,681.3666,44.4763,147.03865,0.215799,2026-01-17,
,168,2183.0,התחייבות להשקעה,ACE III GP (Scotland) LLP,,,Ares Capital Europe lll,691239762.0,פנימי,EUR,2015-07-01,220.665,856.334666,26.57437,103.12716,0.120428,2026-06-30,
,168,2183.0,התחייבות להשקעה,FIMI 7 2020 Ltd.,,,פימי 7,291231107.0,פנימי,USD,2021-01-24,434.226,1435.551156,182.394649,602.99671,0.420045,2030-04-30,
,168,2183.0,התחייבות להשקעה,"Greenfield Partners GP Fund II, L.P.",,,"Greenfield Partners Fund II, L.P.",291231175.0,פנימי,USD,2022-01-25,2508.0,8291.448,52.79937,174.55472,0.021052,2032-12-31,
,168,2183.0,התחייבות להשקעה,ARES CAPITAL EUROPE IV GP (DELAWARE) L.P/Ares Capital Europe IV GP S.a r.l.,,,Ares Capital Europe lV (E) Levered,291231040.0,פנימי,EUR,2018-04-20,1279.384,4964.905489,427.78209,1660.09396,0.334365,2026-09-30,
,168,2183.0,התחייבות להשקעה,"BPEA Private Equity GP VIII, L.P.",,,"BPEA Private Equity Fund VIII, L.P.",291231170.0,פנימי,USD,2021-12-30,6240.0,20629.44,203.801479,673.76769,0.03266,2031-12-31,
,168,2183.0,התחייבות להשקעה,CVC Capital Partners VIII Limited,,,CVC Capital Partners VIII,291231082.0,פנימי,EUR,2020-06-08,4395.681,17058.319257,190.884479,740.7654,0.043425,2030-06-30,
,168,2183.0,התחייבות להשקעה,Mideal Asset Management Ltd,,,Mideal 2,291231080.0,פנימי,EUR,2020-03-24,2482.206,9632.696824,705.267449,2736.93139,0.284129,2030-03-24,
,168,2183.0,התחייבות להשקעה,ARES CAPITAL EUROPE IV GP (DELAWARE) L.P/Ares Capital Europe IV GP S.a r.l.,,,Ares Capital Europe lV (E) Unlevered,291231041.0,פנימי,EUR,2018-04-20,1279.384,4964.905489,351.674818,1364.74447,0.274878,2026-09-30,
,168,2183.0,התחייבות להשקעה,FATTAL EUROPEAN PARTNERSHIP 2 GP LTD,,,FATTAL EUROPEAN PARTNERSHIP II LP,291231194.0,פנימי,EUR,2022-04-28,5238.0,20327.1066,167.66012,650.63863,0.032008,2032-04-14,
,168,2184.0,התחייבות להשקעה,"TPG Asia GenPar VII, L.P.",,,"TPG ASIS VLL B, L.P.",291231046.0,פנימי,USD,2018-08-30,1429.25,4725.1005,202.647289,669.95194,0.141785,2027-12-31,
,168,2184.0,התחייבות להשקעה,LCN European Fund IV GP S. r.l.,,,LCN European Fund IV SLP,291231272.0,פנימי,EUR,2024-03-24,1028.0,3989.3596,353.703429,1372.6169,0.344069,2031-03-24,
