Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מאפיין עיקרי,שם שותף כללי קרן השקעות,מספר מזהה שותף כללי קרן השקעות,סוג מספר מזהה שותף כללי קרן השקעות,שם קרן השקעה,מספר מזהה קרן השקעה,סוג מספר מזהה קרן השקעות,מטבע פעילות,תאריך העמדת התחייבות לקרן השקעה,סכום המחויבות הראשוני (במטבע הדיווח של קרן ההשקעה),"סכום המחויבות הראשוני (באלפי ש""ח)",יתרת המחויבות לתקופת הדיווח (במטבע הדיווח של קרן ההשקעה),"יתרת המחויבות לתקופת הדיווח (באלפי ש""ח)",שיעור יתרת המחויבות,תאריך פקיעת מחויבות להשקעה,Unnamed: 18
,168,12155.0,התחייבות להשקעה,Genstar,,,GENSTAR CAPITAL PARTNERS XI L.P.,291231255.0,פנימי,USD,2023-04-26,4136.997,13676.912082,3602.490381,11909.8332,0.870798,2033-04-30,
,168,12155.0,התחייבות להשקעה,"TA ASSOCIATES XV GP, L.P.",,,TA Associates XV,291231258.0,פנימי,USD,2023-06-13,4654.121,15386.524026,3537.132059,11693.75859,0.76,2033-06-13,
,168,12155.0,התחייבות להשקעה,ICG Europe Fund IX GP LP SCSp,,,ICG Europe Fund IX Feeder SCSp,291231301.0,פנימי,EUR,2025-04-01,3435.0,13330.2045,3401.909609,13201.79062,0.990366,2035-03-31,
,168,12155.0,התחייבות להשקעה,LCN European Fund III GP S.a r.l.,,,LCN European Fund III SLP,291231096.0,פנימי,EUR,2020-11-11,2149.639,8342.104067,92.144468,357.58504,0.042865,2027-10-19,
,168,12155.0,התחייבות להשקעה,Cheyne Capital Management (UK) LLP,,,CHEYNE ESVC RAIF ESVC II INV,291231148.0,פנימי,EUR,2021-09-02,6120.0,23749.884,1512.518999,5869.63248,0.247143,2027-06-30,
,168,12155.0,התחייבות להשקעה,Vintage Co-Investment III G.P.,,,Vintage Growth III - Vintage Co-Invest III,291231070.0,פנימי,USD,2019-11-26,330.286,1091.925516,71.01147,234.76392,0.214999,2028-11-30,
,168,12155.0,התחייבות להשקעה,Mission Capital GP 6 Lux S.a.r.l.,,,"AXIOM ASIA 6, L.P.",291231092.0,פנימי,USD,2020-09-30,1764.942,5834.898252,511.832831,1692.11934,0.289999,2032-09-30,
,168,12155.0,התחייבות להשקעה,"BPEA Private Equity GP VIII, L.P.",,,"BPEA Private Equity Fund VIII, L.P.",291231170.0,פנימי,USD,2021-12-30,10880.0,35969.28,355.346119,1174.77427,0.03266,2031-12-31,
,168,12155.0,התחייבות להשקעה,FIMI 7 2020 Ltd.,,,פימי 7,291231107.0,פנימי,USD,2021-01-24,757.113,2503.015578,318.021479,1051.37901,0.420044,2030-04-30,
,168,12155.0,התחייבות להשקעה,תחנת כח שורק אנרגיה שותפות מוגבלת,,,תחנת כח שורק אנרגיה שותפות מוגבלת,291231299.0,פנימי,ILS,2025-02-01,7409.092,7409.092,7405.49382,7405.49382,0.999514,2054-12-31,
,168,12155.0,התחייבות להשקעה,Lexington Partners GP Holdings IX LLC,,,Lexington Capital Partners IX,291231074.0,פנימי,USD,2020-01-12,2353.257,7779.867642,492.45856,1628.068,0.209266,2028-10-24,
,168,12155.0,התחייבות להשקעה,"Stage One Capital (GP) IV, L.P",,,"Stage One Venture Capital Fund IV, L.P.",291231183.0,פנימי,USD,2022-02-28,2856.0,9441.936,1569.281839,5188.04576,0.549468,2031-12-31,
,168,12155.0,התחייבות להשקעה,Silverstein DF I GP LLC,,,SCP IRE SERIES III LP,291231174.0,פנימי,USD,2021-12-30,11421.0,37757.826,10880.207329,35969.96543,0.952649,2028-12-31,
,168,12155.0,התחייבות להשקעה,Klirmark Fund IV (G.P) L.P,,,"Klirmark Opportunity Fund IV, L.P._x000D_
",291231274.0,פנימי,ILS,2024-03-01,13275.0,13275.0,7035.75,7035.75,0.53,2031-03-30,
,168,12155.0,התחייבות להשקעה,"Clayton, Dubilier & Rice, LLC",,,"CLAYTON, DUBILIER AND RICE FUND XI, L.P.",291231111.0,פנימי,USD,2021-01-27,8840.0,29225.04,1346.239249,4450.66696,0.152289,2031-01-31,
,168,12155.0,התחייבות להשקעה,"TPG Growth GenPar V, L.P.",,,"TPG Growth VI, L.P.",291231282.0,פנימי,USD,2024-06-28,4466.0,14764.596,2792.321709,9231.41557,0.625239,2035-05-01,
,168,12155.0,התחייבות להשקעה,Signal Alpha III GP Limited,,,Signal Alpha III,291231259.0,פנימי,EUR,2023-06-13,8109.732,31471.436972,3463.504749,13440.82288,0.42708,2030-06-12,
,168,12155.0,התחייבות להשקעה,"New Era Capital Partners GP II, L.P.",,,"NEW ERA CAPITAL PARTNERS II, L.P.",291231173.0,פנימי,USD,2021-12-30,2720.0,8992.32,360.3033,1191.16271,0.132464,2028-12-31,
,168,12155.0,התחייבות להשקעה,CVC Credit EU DL II Coinvest (GP) S.a r.l.,,,CVC Credit EU DL II Co-Invest,291231138.0,פנימי,EUR,2021-05-31,6309.278,24484.415135,1187.084469,4606.7187,0.188149,2026-09-30,
,168,12155.0,התחייבות להשקעה,RedTree French Real Estate GP S.a.r.l,,,REDTREE FRENCH REAL ESTATE FUND SCS SICAV-RAIF,291231169.0,פנימי,EUR,2021-12-28,5710.5,22160.73735,654.649009,2540.49641,0.114639,2028-12-31,
,168,12155.0,התחייבות להשקעה,COGITO CAPITAL FUND II GENERAL PARTNER LTD,,,קוגיטו קפיטל 2,291231152.0,פנימי,ILS,2021-09-29,20085.0,20085.0,11100.2943,11100.2943,0.552665,2031-09-19,
,168,12155.0,התחייבות להשקעה,Hosen Private Equity III GP LTD.,,,דרך פנתיאון  Hosen III,291231078.0,פנימי,USD,2020-01-30,330.286,1091.925516,137.707918,455.26238,0.416935,2030-02-28,
,168,12155.0,התחייבות להשקעה,Klirmark Fund III (G.P) L.P,,,Klirmark Opportunity Fund III,291231063.0,פנימי,ILS,2019-06-30,3633.15,3633.15,582.88297,582.88297,0.160434,2027-05-31,
,168,12155.0,התחייבות להשקעה,"SILVER LAKE TECHNOLOGY ASSOCIATES VI, L.P.",,,"Silver Lake Partners VI, L.P.",291231084.0,פנימי,USD,2020-07-08,2279.055,7534.55583,63.2048,208.95507,0.027732,2030-06-30,
,168,12155.0,התחייבות להשקעה,Pantheon PGIF IV GP (Lux) S.a r.l,,,Pantheon Global Co-Investment IV Opportunities,291231049.0,פנימי,USD,2018-12-30,330.286,1091.925516,25.101751,82.98639,0.076,2028-12-31,
,168,12155.0,התחייבות להשקעה,Warburg Pincus,,,"Warburg Pincus Capital Solutions Founders Fund, L.P.",291231275.0,פנימי,USD,2024-04-01,4425.0,14629.05,3473.625,11483.80425,0.785,2033-04-30,
,168,12155.0,התחייבות להשקעה,The Access Fund GP,,,"The Access Fund, LP",291231300.0,פנימי,USD,2025-01-22,1101.0,3639.906,869.79,2875.52574,0.79,2035-06-12,
,168,12155.0,התחייבות להשקעה,Verdane Capital,,,דרך פנתיאון Verdane Edda II,291231108.0,פנימי,EUR,2021-01-24,1101.6,4274.97912,145.5805,564.95425,0.132153,2030-12-31,
,168,12155.0,התחייבות להשקעה,S.H. SKY 4 Management L.P.,,,SKY IV,291231166.0,פנימי,USD,2021-12-09,5032.0,16635.792,3273.518339,10822.25163,0.65054,2031-12-31,
,168,12155.0,התחייבות להשקעה,GCP Investments IV Limited Partnership,,,"Glilot Capital Partners IV, LP.",291231182.0,פנימי,USD,2022-02-28,3936.0,13012.416,1216.44509,4021.56747,0.309056,2032-02-28,
,168,12155.0,התחייבות להשקעה,ICG Strategic Equity IV GP LP SCSp,,,ICG Strategic Equity Fund IV Feeder SCSp,291231135.0,פנימי,USD,2021-05-13,9520.0,31473.12,1932.27326,6388.0954,0.202969,2030-04-30,
,168,12155.0,התחייבות להשקעה,FATTAL EUROPEAN PARTNERSHIP 2 GP LTD,,,FATTAL EUROPEAN PARTNERSHIP II LP,291231194.0,פנימי,EUR,2022-04-28,1530.0,5937.471,48.97287,190.04902,0.032008,2032-04-14,
,168,12155.0,התחייבות להשקעה,"Pitango G.E. Fund II, L.P.",,,Pitango Growth II,291231137.0,פנימי,USD,2021-05-27,5440.0,17984.64,244.79999,809.30877,0.044999,2029-04-30,
,168,12155.0,התחייבות להשקעה,"Apollo Impact Mission Advisors, L.P.",,,"Apollo Global Securities, LLC",291231266.0,פנימי,USD,2023-12-12,1376.727,4551.459462,8.851678,29.26365,0.006429,2028-12-15,
,168,12155.0,התחייבות להשקעה,Reality Debt 2 General Partner Ltd,,,Reality Debt 2 General Partner Ltd,291231307.0,פנימי,ILS,2025-08-10,13740.0,13740.0,13740.0,13740.0,1.0,2033-08-10,
,168,12155.0,התחייבות להשקעה,Hanaco Growth III GP LP,,,Hanaco Growth III,291231253.0,פנימי,USD,2023-03-30,3619.872,11967.296832,235.291578,777.87396,0.064999,2028-03-30,
,168,12155.0,התחייבות להשקעה,Veritas Capital,,,"The Veritas Capital Vantage Fund, L.P.",291231130.0,פנימי,USD,2021-05-06,2652.0,8767.512,1118.251709,3696.94015,0.421663,2031-05-31,
,168,12155.0,התחייבות להשקעה,Starlight Bond FP 2 GP Ltd,,,Starlight Bond FP 2 GP Ltd,291231302.0,פנימי,GBP,2025-04-01,2290.0,10169.661,2290.0,10169.661,1.0,2030-04-01,
,168,12155.0,התחייבות להשקעה,"RRED GP, LLC",,,Related Real Estate Debt 3,291231154.0,פנימי,USD,2021-09-30,6345.0,20976.57,1277.903269,4224.74821,0.201403,2029-09-30,
,168,12155.0,התחייבות להשקעה,HarbourVest Partners,,,HARBOURVEST ASIA PACIFIC FEEDER FUND VIII L.P.,291231055.0,פנימי,USD,2019-03-31,825.716,2729.817096,63.993,211.56086,0.0775,2031-03-31,
,168,12155.0,התחייבות להשקעה,Starlight Bond FP 1 GP Ltd.,,,Starlight UK (Bond FP 1 LP) - OPS - Pen,291231246.0,פנימי,GBP,2022-10-09,4233.6,18800.99424,3401.563,15106.00113,0.803468,2027-10-09,
,168,12155.0,התחייבות להשקעה,EQT X (General Partner) S.a.r.l.,,,EQT X (No.1) EUR SCSp,291231257.0,פנימי,EUR,2023-06-14,3619.872,14047.63727,2028.537029,7872.14365,0.560389,2033-06-13,
,168,12155.0,התחייבות להשקעה,Klirmark Fund IV (G.P) L.P,,,Klirmark Opportunity Fund IV,291231254.0,פנימי,ILS,2023-03-30,15513.739,15513.739,8222.28167,8222.28167,0.53,2031-03-30,
,168,12155.0,התחייבות להשקעה,נוי אי. איי תשתיות ואנרגיה ג'י.פי,,,נוי 4 להשקעה בתשתיות ואנרגיה,291231120.0,פנימי,ILS,2021-03-02,30129.204,30129.204,5988.7936,5988.7936,0.19877,2033-03-02,
,168,12155.0,התחייבות להשקעה,HarbourVest Partners,,,HarbourVest Partners Co-investment Fund V,291231068.0,פנימי,USD,2019-09-26,701.859,2320.345854,175.771521,581.10065,0.250437,2029-10-31,
,168,12155.0,התחייבות להשקעה,SL Green,,,SLG Opportunities Debt Fund LP,291231295.0,פנימי,USD,2025-01-01,3664.0,12113.184,3325.993378,10995.73411,0.907749,2032-01-01,
,168,12155.0,התחייבות להשקעה,נוי אי. איי תשתיות ואנרגיה ג'י.פי,,,קרן  נוי 5 להשקעה בתשתיות ואנרגיה,291231291.0,פנימי,ILS,2024-09-30,19140.0,19140.0,17536.91098,17536.91098,0.916244,2036-09-30,
,168,12155.0,התחייבות להשקעה,Accelmed Partners II GP,,,Accelmed Partners II L.P.,291231122.0,פנימי,USD,2021-03-10,4760.0,15736.56,942.21725,3114.97023,0.197944,2030-03-31,
,168,12155.0,התחייבות להשקעה,Viola Credit ALF III GP L.P.,,,"Viola Credit ALF III (U) (2), L.P",291231294.0,פנימי,USD,2024-10-01,3190.0,10546.14,988.9,3269.3034,0.31,2031-03-31,
,168,12155.0,התחייבות להשקעה,"Greenfield Partners GP Fund II, L.P.",,,"Greenfield Partners Fund II, L.P.",291231175.0,פנימי,USD,2022-01-25,5248.0,17349.888,110.482888,365.25643,0.021052,2032-12-31,
,168,12155.0,התחייבות להשקעה,"ECV IL GP IV, L.P.",,,ECV IL IV L.P.,291231185.0,פנימי,USD,2022-02-28,656.0,2168.736,398.885759,1318.71632,0.608057,2032-01-31,
,168,12155.0,התחייבות להשקעה,"PONTIFAX 6 GP, LIMITED PARTNERSHIP",,,PONTIFAX (ISRAEL) VI LIMITED PARTNE,291231098.0,פנימי,USD,2020-11-15,1927.333,6371.762898,597.473421,1975.24713,0.31,2031-03-31,
,168,12155.0,התחייבות להשקעה,"General Atlantic GP 2021, LLC",,,"General Atlantic Investment Partners 2021, L.P.",291231160.0,פנימי,USD,2021-11-22,6889.564,22776.898584,1509.483998,4990.3541,0.219097,2036-10-31,
,168,12155.0,התחייבות להשקעה,State of Mind Ventures 3 GP GP LTD,,,State of Mind Ventures 3 L.P,291231149.0,פנימי,USD,2021-09-12,4896.0,16186.176,1605.888079,5309.06599,0.328,2031-08-31,
,168,12155.0,התחייבות להשקעה,PGIF V GP .(Lux) S.r.l,,,Pantheon Global Infrastructure Fund V,291231304.0,פנימי,USD,2025-04-01,5348.373,17681.721138,5348.37369,17681.72342,1.0,2035-12-31,
,168,12155.0,התחייבות להשקעה,"Fortissimo Capital Fund V (GP), L.P",,,"Fortissimo Capital Fund V, L.P.",291231075.0,פנימי,USD,2020-01-29,2357.287,7793.190822,87.64594,289.75748,0.03718,2030-01-31,
,168,12155.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Strategic Opportun Fund V 2019,291231064.0,פנימי,USD,2019-06-30,1651.432,5459.634192,472.101648,1560.76805,0.285874,2025-11-26,
,168,12155.0,התחייבות להשקעה,ARES CAPITAL EUROPE V GP (DELAWARE) L.P/Ares Capital Europe V GP S.a r.l.,,,Ares Capital Europe V Unlevered,291231105.0,פנימי,EUR,2020-12-31,7872.939,30552.514377,1297.24612,5034.22302,0.164772,2029-06-30,
,168,12155.0,התחייבות להשקעה,"ISQ Global Fund III, GP",,,"ISQ Global Infrastructure Fund III, LP",291231192.0,פנימי,USD,2022-04-11,7675.2,25374.2112,1703.64183,5632.23989,0.221967,2032-03-31,
,168,12155.0,התחייבות להשקעה,Mideal Asset Management Ltd,,,Mideal 2,291231080.0,פנימי,EUR,2020-03-24,1726.215,6698.922551,490.468351,1903.36053,0.284129,2030-03-24,
,168,12155.0,התחייבות להשקעה,Arkin Bio Capital General Partner Limited Partnership,,,"Arkin Bio Capital, L.P",291231167.0,פנימי,USD,2021-12-09,5440.0,17984.64,3371.78326,11147.11546,0.619813,2029-12-31,
,168,12155.0,התחייבות להשקעה,Fu-Gen,,,Nordic Power 4 LP,291231227.0,פנימי,EUR,2022-10-31,671.604,2606.293643,40.9643,158.97016,0.060994,2032-12-31,
,168,12155.0,התחייבות להשקעה,EQT Infrastructure V (General Partner) S.a r.l.,,,EQT Infrastructure V (No.1) USD SCSp,291231117.0,פנימי,USD,2021-02-25,9520.0,31473.12,1754.319128,5799.77904,0.184277,2033-02-25,
,168,12155.0,התחייבות להשקעה,"NFX Capital Opportunity Fund I GP, LP",,,NFX Capital Opportunity Fund I,291231177.0,פנימי,USD,2022-02-06,1968.0,6506.208,420.65725,1390.69287,0.213748,2032-01-31,
,168,12155.0,התחייבות להשקעה,Technology Crossover Management XI L.P. a Cayman Islands exempted limited partnership.,,,TCV XI,291231106.0,פנימי,USD,2020-12-31,4080.0,13488.48,534.836379,1768.16907,0.131087,2030-12-31,
,168,12155.0,התחייבות להשקעה,Faropoint Industrial SLB Fund GP LP,,,"Faropoint Industrial SLB Fund Operating, LP",291231286.0,פנימי,USD,2024-07-23,4425.0,14629.05,2716.25846,8979.95047,0.613843,2031-07-23,
,168,12155.0,התחייבות להשקעה,Fu-Gen,,,Project Breeze with Fu-Gen (NP3),291231220.0,פנימי,EUR,2022-10-03,839.506,3257.870934,198.296108,769.52771,0.236205,2032-12-31,
,168,12155.0,התחייבות להשקעה,"NFX Capital Fund II GP, LLC",,,C2i Genomics (NFX C2-B),291231126.0,פנימי,USD,2021-04-09,128.428,424.582968,32.107059,106.14594,0.25,2029-05-30,
,168,12155.0,התחייבות להשקעה,"StepStone VC Global Partners X-IC, L.P.",,,Greenspring Global Partners X,291231121.0,פנימי,USD,2021-03-04,1892.783,6257.540598,588.971001,1947.13813,0.311166,2031-02-28,
,168,12155.0,התחייבות להשקעה,יסודות מעטפת פיננסית גי'פי שותפות מוגבלת,,,יסודות חוב בכיר נדלן ופיתוח,291231091.0,פנימי,ILS,2020-09-21,11766.285,11766.285,5739.08922,5739.08922,0.487757,2026-09-30,
,168,12155.0,התחייבות להשקעה,"TPG Growth GenPar V, L.P.",,,TPG Growth V,291231140.0,פנימי,USD,2021-06-30,6889.564,22776.898584,955.31022,3158.25559,0.13866,2031-06-30,
,168,12155.0,התחייבות להשקעה,"General Catalyst Partners XI - Ignition, L.P.",,,General Catalyst XI Ignition,291231162.0,פנימי,USD,2021-11-23,1600.0,5289.6,200.040369,661.33346,0.125025,2031-10-31,
,168,12155.0,התחייבות להשקעה,HarbourVest Partners,,,HarbourVest Asia Pacific 5 Feeder Fund l.P,291231171.0,פנימי,USD,2021-12-30,10200.0,33721.2,4539.0,15005.934,0.445,2035-12-31,
,168,12155.0,התחייבות להשקעה,"Thrive Partners VIII GP, LLC",,,"THRIVE CAPITAL PARTNERS VIII GROWTH, L.P.",291231180.0,פנימי,USD,2022-02-09,6560.0,21687.36,196.547371,649.78561,0.029961,2032-01-31,
,168,12155.0,התחייבות להשקעה,"Insight Associates XII, L.P.",,,"INSIGHT PARTNERS (CAYMAN) XII, L.P.",291231139.0,פנימי,USD,2021-06-03,13600.0,44961.6,870.406231,2877.563,0.064,2031-06-30,
,168,12155.0,התחייבות להשקעה,Peregrine IV General Partner LP Limited Partnership,,,Peregrine VC Investments   IV,291231061.0,פנימי,USD,2019-06-30,330.286,1091.925516,66.057211,218.38514,0.2,2028-05-31,
,168,12155.0,התחייבות להשקעה,"SVB Strategic Investors X, LLC",,,Strategic Investors Fund X Cayman LP,291231114.0,פנימי,USD,2021-01-31,2941.572,9724.837032,251.504358,831.47341,0.085499,2033-01-28,
,168,12155.0,התחייבות להשקעה,ICG Strategic Equity III (Offshore) GP LP,,,ICG Strategic Equity Fund III,291231066.0,פנימי,USD,2019-07-31,1156.002,3821.742612,401.2429,1326.50903,0.347095,2028-10-31,
,168,12155.0,התחייבות להשקעה,"LCN North American GP III, L.P.",,,LCN North American Fund III A-REIT,291231097.0,פנימי,USD,2020-11-11,1266.715,4187.75979,56.451881,186.62992,0.044565,2027-11-16,
,168,12155.0,התחייבות להשקעה,Genstar,,,"GENSTAR CAPITAL PARTNERS X, L.P",291231134.0,פנימי,USD,2021-05-11,4921.296,16269.804576,108.354071,358.21856,0.022017,2031-03-31,
,168,12155.0,התחייבות להשקעה,"ג'יי.טי.אל.וי 2 (שותף כללי) שותפות מוגבלת באמצעות ע.ש.א.ז חברת שותף כללי בע""מ",,,JTLV 2,291231073.0,פנימי,ILS,2019-12-31,2229.846,2229.846,174.73565,174.73565,0.078362,2027-12-31,
,168,12155.0,התחייבות להשקעה,LCN European Fund IV GP S. r.l.,,,LCN European Fund IV SLP,291231272.0,פנימי,EUR,2024-03-24,3540.0,13737.678,1218.00598,4726.71581,0.344069,2031-03-24,
,168,12155.0,התחייבות להשקעה,Ares CIP Management L.P.,,,"ACIP Apex Co-Investment, L.P.",291231157.0,פנימי,USD,2021-10-28,4296.252,14203.409112,131.740759,435.53495,0.030664,2028-10-28,
,168,12155.0,התחייבות להשקעה,Stonepeak Associates IV LLC,,,STONEPEAK INFRUCTURE FUND IV LP,291231165.0,פנימי,USD,2021-11-25,2862.637,9463.877922,1014.07441,3352.53,0.354244,2033-11-25,
,168,12155.0,התחייבות להשקעה,"OEP VIII General Partner, L.P.",,,One Equity Partners VIII,291231132.0,פנימי,USD,2021-05-10,13600.0,44961.6,2289.40745,7568.78103,0.168338,2031-03-31,
,168,12155.0,התחייבות להשקעה,"Court Square Capital GP IV, L.P.",,,Court Square Capital Partners IV,291231076.0,פנימי,USD,2020-01-29,2941.572,9724.837032,116.213811,384.20286,0.039507,2030-01-31,
,168,12155.0,התחייבות להשקעה,CITIC Capital (Renamed Trustar Capital),,,"CITIC Capital China Partners IV, L.P.",291231053.0,פנימי,USD,2019-03-07,330.286,1091.925516,14.989618,49.55568,0.045383,2029-02-28,
,168,12155.0,התחייבות להשקעה,HarbourVest Partners,,,Dover Street X Feeder Fund L.P.,291231079.0,פנימי,USD,2020-03-08,2353.257,7779.867642,447.118799,1478.17475,0.189999,2029-06-01,
,168,12155.0,התחייבות להשקעה,"Glilot Early Growth I GP, Limited Partnership",,,"Glilot Early Growth Fund I, L.P.",291231104.0,פנימי,USD,2021-01-14,2536.787,8386.617822,57.712168,190.79643,0.02275,2028-01-31,
,168,12155.0,התחייבות להשקעה,OEP IX General Partner L.P.,,,"One Equity Partners IX-A, L.P.",291231279.0,פנימי,USD,2024-04-26,8850.0,29258.1,6263.62323,20707.5384,0.707754,2034-04-30,
,168,12155.0,התחייבות להשקעה,"RDF IV GP, LLC",,,Related Real Estate Debt 4,291231260.0,פנימי,USD,2023-06-29,4398.852,14542.604712,3217.902831,10638.38676,0.731532,2031-06-29,
,168,12155.0,התחייבות להשקעה,"Thrive Partners VIII Growth GP, LLC",,,THRIVE CAPITAL PARTNERS VIII L.P.,291231181.0,פנימי,USD,2022-02-09,1312.0,4337.472,171.158989,565.85162,0.130456,2032-01-31,
,168,12155.0,התחייבות להשקעה,Avedon Capital Partners,,,GCF IV Feeder SCSp,291231109.0,פנימי,EUR,2021-01-24,1101.6,4274.97912,538.199871,2088.59224,0.488561,2030-12-31,
,168,12155.0,התחייבות להשקעה,"Lightspeed General Partner Opportunity Fund II, L.P",,,"Lightspeed Opportunity Fund II, L.P.",291231191.0,פנימי,USD,2022-04-06,6560.0,21687.36,131.2,433.7472,0.02,2032-03-01,
,168,12155.0,התחייבות להשקעה,"Global Infrastructure GP IV, L.P.",,,"GLOBAL INFRASTRUCTURE PARTNERS IV-C AIV, L.P.",291231065.0,פנימי,USD,2019-07-31,1651.432,5459.634192,324.00114,1071.14777,0.196194,2029-08-30,
,168,12155.0,התחייבות להשקעה,Allianz Global Investors GmbH,,,"Allianz European Private Credit III (EPC III) LP_x000D_
",291231277.0,פנימי,EUR,2024-03-26,11062.5,42930.24375,5420.42249,21035.03356,0.489981,2033-11-08,
,168,12155.0,התחייבות להשקעה,EQT IX (General Partner) S.a.r.l.,,,EQT Europe IX,291231112.0,פנימי,EUR,2021-01-27,8160.0,31666.512,814.618769,3161.29106,0.09983,2031-01-31,
,168,12155.0,התחייבות להשקעה,"NFX Capital Fund I GP, LLC",,,NFX Capital Fund II Top Up,291231210.0,פנימי,USD,2022-07-26,104.04,343.95624,5.047931,16.68846,0.048519,2029-05-30,
,168,12155.0,התחייבות להשקעה,PSC Credit IV GP S. r.l,,,PCS Credit IV (B) SCSp,291231278.0,פנימי,GBP,2024-03-28,9292.5,41267.06325,3410.56738,15145.98868,0.367023,2032-03-31,
,168,12155.0,התחייבות להשקעה,"Vista Equity Partners Fund VII GP, L.P.",,,"Vista Equity Partners Fund VII-A, L.P.",291231062.0,פנימי,USD,2019-06-30,1156.002,3821.742612,106.467888,351.98284,0.0921,2029-06-30,
,168,12155.0,התחייבות להשקעה,"Stage One Capital (GP) IV, L.P",,,Stage One Annex Fund L.P,291231184.0,פנימי,USD,2022-02-28,2856.0,9441.936,2709.29231,8956.92038,0.948631,2031-12-31,
,168,12155.0,התחייבות להשקעה,Signal Alpha II GP Limited,,,Signal Alpha II,291231081.0,פנימי,EUR,2020-04-30,4412.357,17123.03381,503.512379,1953.98049,0.114114,2026-06-30,
,168,12155.0,התחייבות להשקעה,Integral (Innovation Partners Alpha IV Ltd),,,INNOVATION ALPHA IV L.P.,291231110.0,פנימי,JPY,2021-01-27,117268.695,2618.844497,15796.336199,352.76378,0.134702,2030-12-31,
,168,12155.0,התחייבות להשקעה,State of Mind Ventures Momentum GP GP LTD,,,State of Mind Ventures Momentum L.P,291231150.0,פנימי,USD,2021-09-12,2992.0,9891.552,331.77807,1096.8583,0.110888,2029-08-31,
,168,12155.0,התחייבות להשקעה,"General Catalyst Partners XI - Creation, L.P.",,,"General Catalyst Group XI – Creation, L.P.",291231163.0,פנימי,USD,2021-11-23,1199.999,3967.196694,83.616609,276.43651,0.06968,2031-10-31,
,168,12155.0,התחייבות להשקעה,CVC Capital Partners VIII Limited,,,CVC Capital Partners VIII,291231082.0,פנימי,EUR,2020-06-08,2941.572,11415.35846,127.739129,495.71724,0.043425,2030-06-30,
,168,12155.0,התחייבות להשקעה,Forma European Fund II General Partner Ltd,,,Forma European Fund II LP,291231127.0,פנימי,EUR,2021-06-07,5076.0,19698.4332,1035.269989,4017.57225,0.203953,2029-04-30,
,168,12155.0,התחייבות להשקעה,Seven2 MidMarket X-L Luxembourg,,,SEVEN2 MIDMARKET,291231069.0,פנימי,EUR,2019-09-26,293.955,1140.751169,66.61754,258.52269,0.226624,2029-09-30,
,168,12155.0,התחייבות להשקעה,Iron Point-ICONIQ GP III L.P,,,"Blue Owl Digital Infrastructure Fund III-C, L.P.",291231289.0,פנימי,USD,2024-06-28,5742.0,18983.052,3595.28261,11886.00431,0.626137,2034-04-14,
,168,12155.0,התחייבות להשקעה,ICG North American Private Debt (Offshore) GP LP,,,ICG North American Credit Partners Fund III LP,291231276.0,פנימי,USD,2024-03-28,6637.5,21943.575,5436.406479,17972.75982,0.819044,2034-07-10,
,168,12155.0,התחייבות להשקעה,Pantheon Private Debt GP S.a r.l.,,,PDPP PSD III USD Feeder (Lux) SCSP PSD III,291231293.0,פנימי,USD,2024-10-01,3190.0,10546.14,2492.219618,8239.27806,0.78126,2032-01-06,
,168,12155.0,התחייבות להשקעה,Providence Equity Partners,,,Providence Strategic Growth IV  דרך פנתיאון,291231059.0,פנימי,USD,2019-05-22,330.286,1091.925516,35.532441,117.47025,0.10758,2029-04-30,
,168,12155.0,התחייבות להשקעה,"ג'יי.טי.אל.וי 3 ש.כ. בע""מ",,,JTLV 3,291231207.0,פנימי,ILS,2022-06-06,10584.0,10584.0,1724.71702,1724.71702,0.162955,2030-05-31,
,168,12155.0,התחייבות להשקעה,"NFX Capital Fund III GP, LP",,,"NFX CAPITAL FUND III, LP",291231141.0,פנימי,USD,2021-06-30,5508.0,18209.448,826.2,2731.4172,0.15,2031-06-30,
,168,12155.0,התחייבות להשקעה,ION Crossover Partners GP II LP,,,ION Crossover Partners II,291231133.0,פנימי,USD,2021-05-10,6309.278,20858.473068,1297.338799,4289.00207,0.205623,2028-04-30,
,168,12155.0,התחייבות להשקעה,PGCO IV GP S.a r.l.,,,PGIF IV FEEDER (LUXEMBOURG) SCSP,291231262.0,פנימי,USD,2023-10-01,4865.839,16086.463734,1481.707289,4898.5243,0.304512,2033-09-25,
,168,12155.0,התחייבות להשקעה,"PPE General Partner VII, Ltd.",,,Patria/CBNA FBO,291231197.0,פנימי,USD,2022-05-09,6560.0,21687.36,2682.610459,8868.71018,0.408934,2032-03-22,
,168,12155.0,התחייבות להשקעה,Argo Series 3 Partnership GP LLC,,,ACP Series 3 Partnership,291231088.0,פנימי,USD,2020-08-03,5300.0,17521.8,113.430411,375.00094,0.021401,2035-04-30,
,168,12155.0,התחייבות להשקעה,"Insight Associates XI, L.P.",,,Insight Partners XI,291231077.0,פנימי,USD,2020-01-29,2353.257,7779.867642,70.42039,232.80981,0.029924,2029-11-26,
,168,12155.0,התחייבות להשקעה,FATTAL PARTNERSHIP III GP LTD,,,Fattal Partnership III (International) LP,291231270.0,פנימי,EUR,2024-01-08,5531.25,21465.121875,3437.88384,13341.39582,0.621538,2033-01-08,
