Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,ענף מסחר,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,תאריך אחרון בו נבחנה בפועל ירידת ערך,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 27
,168,2183.0,"מדיסייף פרוגקט בע""מ",514810936,ח.פ.,Medisafe,25100215,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-03-09,USD,מומחה בלתי תלוי,אי-תלות,2025-01-23,2025-09-30,37630.0,3.306,926.96,1153.18254,0.007068,7.4e-05,
,168,2183.0,"וויט סורס בע""מ  (White Source LTD)",514613587,ח.פ.,White Source  - אחזקה ישירה,25100217,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-03-26,USD,מומחה בלתי תלוי,אי-תלות,2025-09-28,2025-09-30,9109.46,3.306,848.57,255.55427,0.001566,1.6e-05,
,168,2183.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153,ח.פ.,"מימון ישיר נדל""ן ומשכנתאות",2510044,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2023-08-13,ILS,מומחה בלתי תלוי,אי-תלות,2025-08-12,2025-09-30,910917.62,1.0,133.791045,1218.7262,0.00747,7.8e-05,
,168,2183.0,"איסכור תעשיות בע""מ",511578411,ח.פ.,איסכור,7001,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מתכת ומוצרי בניה,לא,2022-09-12,ILS,מומחה בלתי תלוי,אי-תלות,2024-10-09,2025-09-30,350758.93,1.0,1075.31,3771.74585,0.02312,0.000243,
,168,2183.0,"היי ביז בע""מ",514231075,ח.פ.,הייטקזון היי ביז,253000011,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מסחר,לא,2022-03-02,ILS,מומחה בלתי תלוי,אי-תלות,2024-01-01,2025-09-30,144.59,1.0,2002588.2722,2895.70258,0.01775,0.000187,
,168,2183.0,Emerald Plantation Holdings Lt,B9483Q9,"מספר תאגיד או שותפות בחו""ל",Emerald ESCROW,USC83ESC9F91,ISIN,מניות לא סחירות,"חו""ל",סין,לא סחיר,Paper & Forest Products,לא,2013-02-18,USD,מומחה בלתי תלוי,אי-תלות,2025-02-12,2025-09-30,8044.94,3.306,0.0001,2e-05,0.0,0.0,
,168,2183.0,"קבוצת אשטרום בע""מ",510381601,ח.פ.,Tierra Bonita-אשטרום- פנסיה,9891,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,Independent Power and Renewable Electricity Producers,כן,2025-06-26,USD,מומחה בלתי תלוי,אי-תלות,2025-06-25,2025-09-30,72.93,3.306,1100288.0,2652.86676,0.016261,0.000171,
,168,2183.0,VIA TRNSPORTATION,514819564,ח.פ.,VIA TRANSPORTATIO - SERIES E,25100188,פנימי,מניות לא סחירות,"חו""ל",אמריקה הצפונית,לא סחיר,Software,לא,2020-06-03,USD,מומחה בלתי תלוי,אי-תלות,2025-04-07,2025-09-30,3773.44,3.306,5120.0,638.71962,0.003915,4.1e-05,
,168,2183.0,Fugen AG capital,CHE-293.683.048,"מספר תאגיד או שותפות בחו""ל",FuGen AG -עמיתים Preferred A,251003021,פנימי,מניות לא סחירות,"חו""ל",שוודיה,לא סחיר,Energy Equipment & Services,לא,2024-12-04,EUR,מומחה בלתי תלוי,אי-תלות,2025-05-15,2025-09-30,263.93,3.8807,633333.0,6486.80654,0.039763,0.000419,
,168,2183.0,VIVION INVESTMENTS,25490072LQI0R2J4XC93,LEI,Vivion Investments S.A R.L,25100407,פנימי,מניות לא סחירות,"חו""ל",גרמניה,לא סחיר,Real Estate Management & Development,לא,2025-08-19,EUR,מומחה בלתי תלוי,אי-תלות,2025-08-19,2025-09-30,2609.97,3.8807,124464.8014,12606.45472,0.077275,0.000815,
,168,2183.0,Live MomentumLive Momentum Ltd. (StreamElements),515614444,ח.פ.,Momentum Ltd. (StreamElements),25100101,פנימי,מניות לא סחירות,"חו""ל",ישראל,לא סחיר,Software,לא,2021-06-27,USD,מומחה בלתי תלוי,אי-תלות,2025-05-29,2025-09-30,286211.17,3.306,64.55549,610.83316,0.003744,3.9e-05,
,168,2183.0,הרוח הנורדית שותפות מוגבלת,540290152,מספר שותפות,פיקאסו שבדיה  - אנלייט,25100156,פנימי,מניות לא סחירות,"חו""ל",שוודיה,לא סחיר,Energy Equipment & Services,לא,2019-12-05,EUR,מומחה בלתי תלוי,אי-תלות,2024-12-31,2025-09-30,505406.05,3.8807,128.8871,2527.9004,0.015495,0.000163,
,168,2183.0,אנלייט ניהול - ספרד,540286291,מספר שותפות,גקמה ספרד  - אנלייט,25100175,פנימי,מניות לא סחירות,"חו""ל",ספרד,לא סחיר,Energy Equipment & Services,לא,2020-02-12,EUR,מומחה בלתי תלוי,אי-תלות,2025-06-30,2025-09-30,964188.27,3.8807,171.066855,6400.85199,0.039236,0.000414,
,168,2183.0,VIA TRNSPORTATION,514819564,ח.פ.,VIA TRANSPORTATION  - SERIES D,25100027,פנימי,מניות לא סחירות,"חו""ל",אמריקה הצפונית,לא סחיר,Software,לא,2017-12-28,USD,מומחה בלתי תלוי,אי-תלות,2025-04-07,2025-09-30,21764.76,3.306,4417.0,3178.22127,0.019481,0.000205,
,168,2183.0,Nordic Power1 LP,540300084,מספר שותפות,פיוגן - NORDIC POWER,25100204,פנימי,מניות לא סחירות,"חו""ל",שוודיה,לא סחיר,Energy Equipment & Services,לא,2020-11-26,EUR,מומחה בלתי תלוי,אי-תלות,2024-12-15,2025-09-30,567307.8,3.8807,195.60956,4306.44496,0.026397,0.000278,
,168,2183.0,Brockton Holdings LP,226614609,"מספר תאגיד או שותפות בחו""ל",Brockton באנגליה,25100234,פנימי,מניות לא סחירות,"חו""ל",בריטניה,לא סחיר,Real Estate Management & Development,לא,2022-02-18,GBP,מומחה בלתי תלוי,אי-תלות,2024-12-29,2025-09-30,6257062.33,4.4409,89.5387,24880.10794,0.152511,0.001609,
,168,2183.0,Nordic Power1 LP,540300084,מספר שותפות,NORDIC POWER FUGEN JV,25100300,פנימי,מניות לא סחירות,"חו""ל",שוודיה,לא סחיר,Energy Equipment & Services,לא,2022-06-23,EUR,מומחה בלתי תלוי,אי-תלות,2025-02-23,2025-09-30,1627223.94,3.8807,96.114671,6069.41843,0.037204,0.000392,
,168,2183.0,LENDBUZZ INC,475047556,"מספר תאגיד או שותפות בחו""ל",LENDBUZZ אקוויטי,25100184,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,Financial Services,לא,2020-04-13,USD,מומחה בלתי תלוי,אי-תלות,2025-07-16,2025-09-30,834.86,3.306,19406.36283,535.62476,0.003283,3.4e-05,
,168,2184.0,Belosa Limited,HE460376,"מספר תאגיד או שותפות בחו""ל",BELOSA - עסקת צד עם פתאל - בכורה,253000022,פנימי,מניות לא סחירות,ישראל,הולנד,לא סחיר,מלונאות ותיירות,לא,2024-07-23,EUR,מומחה בלתי תלוי,אי-תלות,2024-07-23,2025-09-30,25.62,3.8807,1413288.8643,1405.14173,0.010265,0.000107,
,168,2184.0,Belosa Limited,HE460376,"מספר תאגיד או שותפות בחו""ל",BELOSA - עסקת צד עם פתאל - רגילה,253000021,פנימי,מניות לא סחירות,ישראל,הולנד,לא סחיר,מלונאות ותיירות,לא,2024-07-23,EUR,מומחה בלתי תלוי,אי-תלות,2024-07-23,2025-09-30,25.62,3.8807,100.0,0.09942,0.0,0.0,
,168,2184.0,"אפריקה ישראל תעשיות בע""מ",520026618,ח.פ.,אפריקה תעשיות,IL0008000114,ISIN,מניות לא סחירות,ישראל,ישראל,לא סחיר,מתכת ומוצרי בניה,לא,2002-09-09,ILS,מומחה בלתי תלוי,אי-תלות,2025-06-23,2025-09-30,5951.51,1.0,1e-06,0.0,0.0,0.0,
,168,2184.0,"קיסתרה טכנולוגיות בע""מ",515253086,ח.פ.,Kissterra ordinary Shares,251002271,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,כן,2021-07-27,USD,מומחה בלתי תלוי,אי-תלות,2024-11-28,2025-09-30,4781.0,3.306,782.0,123.60281,0.000902,9e-06,
,168,2184.0,"קיסתרה טכנולוגיות בע""מ",515253086,ח.פ.,Kissterra Pref A,25100227,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,כן,2021-07-27,USD,מומחה בלתי תלוי,אי-תלות,2024-11-28,2025-09-30,159783.75,3.306,1656.0,8747.73848,0.063905,0.000668,
,168,2184.0,"אייס אוטו דיפו בע""מ",511739294,ח.פ.,אייס דיפו,IL0011075236,ISIN,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2014-03-20,ILS,מומחה בלתי תלוי,אי-תלות,2025-06-30,2025-09-30,488.99,1.0,1e-06,0.0,0.0,0.0,
,168,2184.0,"טווין פתרונות בע""מ",515218717,ח.פ.,Twine D-2 2021 Track 43,25100401,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2023-03-27,USD,מומחה בלתי תלוי,אי-תלות,2024-10-27,2025-09-30,51968.1,3.306,2.079,3.57185,2.6e-05,0.0,
,168,2184.0,"טווין פתרונות בע""מ",515218717,ח.פ.,Twine השקעה נוספת,25100403,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2023-03-27,USD,מומחה בלתי תלוי,אי-תלות,2024-10-27,2025-09-30,5538.86,3.306,2.079,0.38069,2e-06,0.0,
,168,2184.0,"פיוצ'ר מיט טכנולוגיות בע""מ",515799641,ח.פ.,Future Meat - Preferred B shares,25100233,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-12-28,USD,מומחה בלתי תלוי,אי-תלות,2024-12-29,2025-09-30,17742.06,3.306,6461.769706,3790.16719,0.027688,0.000289,
,168,2184.0,UVEYE LTD,541234202,מספר שותפות,UVEYE Preferred D Share-2,25100255,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,השקעות בהיי-טק,לא,2023-01-04,USD,מומחה בלתי תלוי,אי-תלות,2024-10-27,2025-09-30,98060.02,3.306,830.0528,2690.91872,0.019658,0.000205,
,168,2184.0,"ביוויז טכנולוגיות בע""מ",515811289,ח.פ.,BeeWise Technologies,25100244,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2022-05-17,USD,מומחה בלתי תלוי,אי-תלות,2025-01-20,2025-09-30,7883.39,3.306,5673.95,1478.7725,0.010802,0.000113,
,168,2184.0,"אונקוהוסט בע""מ",515644631,ח.פ.,OncoHost,25100243,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מכשור רפואי,לא,2022-05-17,USD,מומחה בלתי תלוי,אי-תלות,2025-07-15,2025-09-30,9371.16,3.306,6320.595,1958.18701,0.014305,0.000149,
,168,2184.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153,ח.פ.,"מימון ישיר נדל""ן ומשכנתאות",2510044,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2023-08-13,ILS,מומחה בלתי תלוי,אי-תלות,2025-08-12,2025-09-30,834537.2,1.0,133.791045,1116.53604,0.008156,8.5e-05,
,168,2184.0,"וויט סורס בע""מ  (White Source LTD)",514613587,ח.פ.,Mend (White Source) - Preffered B shares,25100257,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2024-08-22,USD,מומחה בלתי תלוי,אי-תלות,2025-09-28,2025-09-30,416.32,3.306,700.5,9.64135,7e-05,0.0,
,168,2184.0,"היי ביז בע""מ",514231075,ח.פ.,הייטקזון היי ביז,253000011,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מסחר,לא,2022-03-02,ILS,מומחה בלתי תלוי,אי-תלות,2024-01-01,2025-09-30,123.94,1.0,2002588.2722,2482.02793,0.018132,0.000189,
,168,2184.0,"רם אדרת הנדסה אזרחית בע""מ",512947185,ח.פ.,רם אדרת הנדסה אזרחית,7000,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2022-05-11,ILS,מומחה בלתי תלוי,אי-תלות,2025-04-30,2025-09-30,9095.1,1.0,39690.0,3609.84519,0.026371,0.000275,
,168,2184.0,"בוקאווי בע""מ",515711760,ח.פ.,Bookaway (מסלול 43),253000013,פנימי,מניות בכורה לא סחירות,ישראל,ישראל,לא סחיר,מלונאות ותיירות,לא,2022-03-23,USD,מומחה בלתי תלוי,אי-תלות,2025-04-20,2025-09-30,27946.17,3.306,1270.7059,1174.00566,0.008576,8.9e-05,
,168,2184.0,"איסכור תעשיות בע""מ",511578411,ח.פ.,איסכור,7001,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מתכת ומוצרי בניה,לא,2022-09-12,ILS,מומחה בלתי תלוי,אי-תלות,2024-10-09,2025-09-30,299531.25,1.0,1075.31,3220.88948,0.023529,0.000246,
,168,2184.0,"פליופס בע""מ",515664548,ח.פ.,PLIOPS LTD Preferred B shares,9388,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מוליכים למחצה,לא,2018-12-14,USD,מומחה בלתי תלוי,אי-תלות,2025-05-29,2025-09-30,11442.12,3.306,76.82,29.05919,0.000212,2e-06,
,168,2184.0,"ישראל קנדה מגדל צומת ערים בע""מ",515775534,ח.פ.,בית ישראל קנדה,9442,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2021-11-01,ILS,מומחה בלתי תלוי,אי-תלות,2024-12-31,2025-09-30,22.0,1.0,3803050.363,836.67107,0.006112,6.3e-05,
,168,2184.0,"ישראל קנדה מגדל צומת ערים בע""מ",515775534,ח.פ.,בית ישראל קנדה מניות בכורה,94421,פנימי,מניות בכורה לא סחירות,ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2023-12-14,ILS,מומחה בלתי תלוי,אי-תלות,2024-12-31,2025-09-30,289975.85,1.0,100.0,289.97585,0.002118,2.2e-05,
,168,2184.0,"אביב מגורים בשחקים הרצליה בע""מ",516748654,ח.פ.,קריית שחקים הון,9446,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,בנייה,לא,2023-12-21,ILS,מומחה בלתי תלוי,אי-תלות,2025-08-19,2025-09-30,66.0,1.0,387274.985,255.60149,0.001867,1.9e-05,
,168,2184.0,"נדב ב. לוגיסטיקה בע""מ",515900991,ח.פ.,"נדב 95006רחוב הזית 104 מושב אמונים, ישראל",95006,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2023-01-26,ILS,מומחה בלתי תלוי,אי-תלות,2024-12-15,2025-09-30,45.69,1.0,13766825.0,6290.47534,0.045954,0.00048,
,168,2184.0,"בוקאווי בע""מ",515711760,ח.פ.,Bookaway C1,253000020,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מלונאות ותיירות,לא,2024-04-18,USD,מומחה בלתי תלוי,אי-תלות,2025-04-20,2025-09-30,4161.88,3.306,1270.7059,174.83898,0.001277,1.3e-05,
,168,2184.0,"ישראל קנדה מלונאות בע""מ",516018397,ח.פ.,ישראל קנדה מלונאות,253000019,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מלונאות ותיירות,לא,2022-07-08,ILS,מומחה בלתי תלוי,אי-תלות,2024-07-14,2025-09-30,12977.22,1.0,41361.676,5367.59941,0.039212,0.00041,
,168,2184.0,"רם מוגרבי ארדיטי בע""מ",515237899,ח.פ.,עסקת רם-מוגרבי-ארדיטי,253000014,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,בנייה,לא,2022-06-12,ILS,מומחה בלתי תלוי,אי-תלות,2025-05-15,2025-09-30,3352.63,1.0,125620.0,4211.58259,0.030767,0.000321,
,168,2184.0,"קבוצת ניסקו בע""מ",510928237,ח.פ.,"קבוצת ניסקו בע""מ",253000012,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מסחר,לא,2022-03-04,ILS,מומחה בלתי תלוי,אי-תלות,2025-04-28,2025-09-30,330240.5,1.0,3344.94727,11046.37058,0.080697,0.000844,
,168,2184.0,"גט פבריק בע""מ",515226579,ח.פ.,GET FABRIC LTD,25100231,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-10-27,USD,מומחה בלתי תלוי,אי-תלות,2024-11-24,2025-09-30,82434.37,3.306,562.5065,1532.98786,0.011199,0.000117,
,168,2184.0,"פליופס בע""מ",515664548,ח.פ.,Pliops Ltd preferred  C shares,9396,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מוליכים למחצה,לא,2021-02-10,USD,מומחה בלתי תלוי,אי-תלות,2025-05-29,2025-09-30,11444.18,3.306,76.82,29.06443,0.000212,2e-06,
,168,2184.0,UVEYE LTD,541234202,מספר שותפות,UVEYE Common,25100225,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,השקעות בהיי-טק,לא,2021-07-16,USD,מומחה בלתי תלוי,אי-תלות,2024-10-27,2025-09-30,31208.72,3.306,830.0528,856.41551,0.006256,6.5e-05,
,168,2184.0,"סיינריו ישראל בע""מ",515746212,ח.פ.,Cynerio,25100229,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-09-14,USD,מומחה בלתי תלוי,אי-תלות,2025-01-23,2025-09-30,65366.46,3.306,756.81,1635.47788,0.011947,0.000125,
,168,2184.0,ש.ב פורטפוליו תשתיות 1 שותפות מוגבלת,550277925,מספר שותפות,ש.ב פרוטפוליו תשתיות - כבישים,25000344,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,שירותים,לא,2018-06-04,ILS,מומחה בלתי תלוי,אי-תלות,2025-09-09,2025-09-30,2582644.35,1.0,129.601365,3347.14233,0.024452,0.000255,
,168,2184.0,"מדיסייף פרוגקט בע""מ",514810936,ח.פ.,Medisafe,25100215,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-03-09,USD,מומחה בלתי תלוי,אי-תלות,2025-01-23,2025-09-30,32254.29,3.306,926.96,988.44231,0.00722,7.5e-05,
,168,2184.0,"וויט סורס בע""מ  (White Source LTD)",514613587,ח.פ.,White Source  - אחזקה ישירה,25100217,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-03-26,USD,מומחה בלתי תלוי,אי-תלות,2025-09-28,2025-09-30,7000.32,3.306,848.57,196.38504,0.001434,1.5e-05,
,168,2184.0,"נוטרפיק בע""מ",515717890,ח.פ.,NO TRAFFIC,25100218,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-04-22,USD,מומחה בלתי תלוי,אי-תלות,2024-11-21,2025-09-30,86421.49,3.306,342.44,978.38342,0.007147,7.4e-05,
,168,2184.0,"פיוצ'ר מיט טכנולוגיות בע""מ",515799641,ח.פ.,Future Meat - Preferred Shares FEA,25100212,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-01-15,USD,מומחה בלתי תלוי,אי-תלות,2024-12-29,2025-09-30,7933.9,3.306,4865.1003,1276.09018,0.009322,9.7e-05,
,168,2184.0,"סילק טכנולוג'יס איי אל סי בע""מ",514116482,ח.פ.,SILK,25100219,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-04-29,USD,מומחה בלתי תלוי,אי-תלות,2025-05-22,2025-09-30,79807.28,3.306,417.9,1102.59934,0.008054,8.4e-05,
,168,2184.0,UVEYE LTD,541234202,מספר שותפות,UVEYE  Preferred C shares,25100221,פנימי,מניות לא סחירות,ישראל,"ארה""ב",לא סחיר,השקעות בהיי-טק,לא,2021-05-14,USD,מומחה בלתי תלוי,אי-תלות,2024-10-27,2025-09-30,247462.4,3.306,830.0528,6790.75072,0.049608,0.000519,
,168,2184.0,"סילנטיום בע""מ",512491143,ח.פ.,silentium,25100222,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-06-02,USD,מומחה בלתי תלוי,אי-תלות,2024-11-27,2025-09-30,3645107.18,3.306,3.44,414.54491,0.003028,3.1e-05,
,168,2184.0,"וויט סורס בע""מ  (White Source LTD)",514613587,ח.פ.,Mend (White Source) - Ordinary shares,25100223,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,לא,2021-06-04,USD,מומחה בלתי תלוי,אי-תלות,2025-09-28,2025-09-30,1152.77,3.306,514.7,19.61551,0.000143,1e-06,
,168,2184.0,Emerald Plantation Holdings Lt,B9483Q9,"מספר תאגיד או שותפות בחו""ל",Emerald ESCROW,USC83ESC9F91,ISIN,מניות לא סחירות,"חו""ל",סין,לא סחיר,Paper & Forest Products,לא,2013-02-18,USD,מומחה בלתי תלוי,אי-תלות,2025-02-12,2025-09-30,1644.79,3.306,0.0001,0.0,0.0,0.0,
,168,2184.0,Fugen AG capital,CHE-293.683.048,"מספר תאגיד או שותפות בחו""ל",FuGen AG -עמיתים Preferred A,251003021,פנימי,מניות לא סחירות,"חו""ל",שוודיה,לא סחיר,Energy Equipment & Services,לא,2024-12-04,EUR,מומחה בלתי תלוי,אי-תלות,2025-05-15,2025-09-30,238.35,3.8807,633333.0,5858.23049,0.042796,0.000447,
,168,2184.0,Brockton Holdings LP,226614609,"מספר תאגיד או שותפות בחו""ל",Brockton באנגליה,25100234,פנימי,מניות לא סחירות,"חו""ל",בריטניה,לא סחיר,Real Estate Management & Development,לא,2022-02-18,GBP,מומחה בלתי תלוי,אי-תלות,2024-12-29,2025-09-30,5343230.95,4.4409,89.5387,21246.41816,0.155212,0.001624,
,168,2184.0,VIA TRNSPORTATION,514819564,ח.פ.,VIA TRANSPORTATION  - SERIES D,25100027,פנימי,מניות לא סחירות,"חו""ל",אמריקה הצפונית,לא סחיר,Software,לא,2017-12-28,USD,מומחה בלתי תלוי,אי-תלות,2025-04-07,2025-09-30,14534.27,3.306,4417.0,2122.3816,0.015504,0.000162,
,168,2184.0,Live MomentumLive Momentum Ltd. (StreamElements),515614444,ח.פ.,Momentum Ltd. (StreamElements),25100101,פנימי,מניות לא סחירות,"חו""ל",ישראל,לא סחיר,Software,לא,2021-06-27,USD,מומחה בלתי תלוי,אי-תלות,2025-05-29,2025-09-30,123165.47,3.306,64.55549,262.8603,0.00192,2e-05,
,168,2184.0,הרוח הנורדית שותפות מוגבלת,540290152,מספר שותפות,פיקאסו שבדיה  - אנלייט,25100156,פנימי,מניות לא סחירות,"חו""ל",שוודיה,לא סחיר,Energy Equipment & Services,לא,2019-12-05,EUR,מומחה בלתי תלוי,אי-תלות,2024-12-31,2025-09-30,388388.42,3.8807,128.8871,1942.61078,0.014191,0.000148,
,168,2184.0,אנלייט ניהול - ספרד,540286291,מספר שותפות,גקמה ספרד  - אנלייט,25100175,פנימי,מניות לא סחירות,"חו""ל",ספרד,לא סחיר,Energy Equipment & Services,לא,2020-02-12,EUR,מומחה בלתי תלוי,אי-תלות,2025-06-30,2025-09-30,741869.43,3.8807,171.066855,4924.96804,0.035978,0.000376,
,168,2184.0,LENDBUZZ INC,475047556,"מספר תאגיד או שותפות בחו""ל",LENDBUZZ אקוויטי,25100184,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,Financial Services,לא,2020-04-13,USD,מומחה בלתי תלוי,אי-תלות,2025-07-16,2025-09-30,754.01,3.306,19406.36283,483.75347,0.003533,3.6e-05,
,168,2184.0,VIA TRNSPORTATION,514819564,ח.פ.,VIA TRANSPORTATIO - SERIES E,25100188,פנימי,מניות לא סחירות,"חו""ל",אמריקה הצפונית,לא סחיר,Software,לא,2020-06-03,USD,מומחה בלתי תלוי,אי-תלות,2025-04-07,2025-09-30,2519.86,3.306,5120.0,426.52964,0.003115,3.2e-05,
,168,2184.0,Nordic Power1 LP,540300084,מספר שותפות,פיוגן - NORDIC POWER,25100204,פנימי,מניות לא סחירות,"חו""ל",שוודיה,לא סחיר,Energy Equipment & Services,לא,2020-11-26,EUR,מומחה בלתי תלוי,אי-תלות,2024-12-15,2025-09-30,480728.49,3.8807,195.60956,3649.21967,0.026658,0.000278,
,168,2184.0,"קבוצת אשטרום בע""מ",510381601,ח.פ.,Tierra Bonita-אשטרום- פנסיה,9891,פנימי,מניות לא סחירות,"חו""ל","ארה""ב",לא סחיר,Independent Power and Renewable Electricity Producers,כן,2025-06-26,USD,מומחה בלתי תלוי,אי-תלות,2025-06-25,2025-09-30,51.65,3.306,1100288.0,1878.79567,0.013725,0.000143,
,168,2184.0,VIVION INVESTMENTS,25490072LQI0R2J4XC93,LEI,Vivion Investments S.A R.L,25100407,פנימי,מניות לא סחירות,"חו""ל",גרמניה,לא סחיר,Real Estate Management & Development,לא,2025-08-19,EUR,מומחה בלתי תלוי,אי-תלות,2025-08-19,2025-09-30,1848.43,3.8807,124464.8014,8928.13131,0.065223,0.000682,
,168,2184.0,Nordic Power1 LP,540300084,מספר שותפות,NORDIC POWER FUGEN JV,25100300,פנימי,מניות לא סחירות,"חו""ל",שוודיה,לא סחיר,Energy Equipment & Services,לא,2022-06-23,EUR,מומחה בלתי תלוי,אי-תלות,2025-02-23,2025-09-30,1522943.1,3.8807,96.114671,5680.45903,0.041497,0.000434,
,168,8812.0,"אייס אוטו דיפו בע""מ",511739294,ח.פ.,אייס דיפו,IL0011075236,ISIN,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2014-03-20,ILS,מומחה בלתי תלוי,אי-תלות,2025-06-30,2025-09-30,20.42,1.0,1e-06,0.0,0.0,0.0,
,168,8812.0,"אפריקה ישראל תעשיות בע""מ",520026618,ח.פ.,אפריקה תעשיות,IL0008000114,ISIN,מניות לא סחירות,ישראל,ישראל,לא סחיר,מתכת ומוצרי בניה,לא,2002-09-09,ILS,מומחה בלתי תלוי,אי-תלות,2025-06-23,2025-09-30,4462.41,1.0,1e-06,0.0,0.0,0.0,
,168,8812.0,"קיסתרה טכנולוגיות בע""מ",515253086,ח.פ.,Kissterra Pref A,25100227,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,כן,2021-07-27,USD,מומחה בלתי תלוי,אי-תלות,2024-11-28,2025-09-30,143139.6,3.306,1656.0,7836.51521,0.069733,0.000792,
,168,8812.0,"קיסתרה טכנולוגיות בע""מ",515253086,ח.פ.,Kissterra ordinary Shares,251002271,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,השקעות בהיי-טק,כן,2021-07-27,USD,מומחה בלתי תלוי,אי-תלות,2024-11-28,2025-09-30,4282.98,3.306,782.0,110.72753,0.000985,1.1e-05,
,168,8812.0,"פליופס בע""מ",515664548,ח.פ.,PLIOPS LTD Preferred B shares,9388,פנימי,מניות לא סחירות,ישראל,ישראל,לא סחיר,מוליכים למחצה,לא,2018-12-14,USD,מומחה בלתי תלוי,אי-תלות,2025-05-29,2025-09-30,1512.81,3.306,76.82,3.84203,3.4e-05,0.0,
