Unnamed: 0,מספר קרן,מספר מסלול,מאפיין עיקרי,חודש הנפקת שכבה,חודש הבדיקה,"שווי הנכסים באפיק (באלפי ש""ח)",שיעור מסך נכסי ההשקעה,Unnamed: 8
,168,2015.0,החזקה באפיק השקעה מובטח תשואה,,,77510.03333,0.004093,
,168,2015.0,החזקה באפיק השקעה מובטח תשואה,,,64610.99861,0.003412,
,168,2015.0,החזקה באפיק השקעה מובטח תשואה,,,4605.20356,0.000243,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,30484.91698,0.001633,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,64057.76082,0.003432,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,105844.9108,0.005671,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,55910.14567,0.002995,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,76846.34635,0.004117,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,58732.41492,0.003147,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,43009.97917,0.002304,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,43470.39229,0.002329,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,89987.35126,0.004821,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,64005.81151,0.003429,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,64994.29216,0.003482,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,4565.77107,0.000244,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,47840.54943,0.002563,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,124744.59588,0.006684,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,40639.48386,0.002177,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,71794.24243,0.003846,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,103559.03002,0.005548,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,49332.67694,0.002643,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,83543.63956,0.004476,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,14107.00003,0.000755,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,55364.89806,0.002966,
,168,2016.0,החזקה באפיק השקעה מובטח תשואה,,,99638.4359,0.005338,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,19912.45681,0.002056,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,2237.1278,0.00023,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,21073.94759,0.002175,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,28777.59667,0.002971,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,31386.8995,0.00324,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,27394.74657,0.002828,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,35177.60601,0.003632,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,51861.68757,0.005354,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,37653.02625,0.003887,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,31361.44548,0.003238,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,31845.77934,0.003288,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,40934.55321,0.004226,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,24171.93098,0.002495,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,6912.12097,0.000713,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,21299.53992,0.002199,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,48820.65083,0.00504,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,44091.83078,0.004552,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,27127.58718,0.002801,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,23440.82119,0.00242,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,14936.94149,0.001542,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,61122.11923,0.006311,
,168,2063.0,החזקה באפיק השקעה מובטח תשואה,,,50741.65607,0.005239,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,14129.72592,0.005618,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,7554.05719,0.003003,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,14441.6144,0.005742,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,5544.90292,0.002204,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,13594.79506,0.005405,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,10485.01334,0.004169,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,7628.45146,0.003033,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,11398.80056,0.004532,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,6731.01326,0.002676,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,6527.42548,0.002595,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,17020.3115,0.006767,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,5931.15567,0.002358,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,8867.90398,0.003526,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,8733.03442,0.003472,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,9795.69785,0.003894,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,1924.77705,0.000765,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,622.95962,0.000247,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,4159.40089,0.001653,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,12277.98879,0.004881,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,8740.12245,0.003475,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,8013.52547,0.003186,
,168,2182.0,החזקה באפיק השקעה מובטח תשואה,,,5868.33632,0.002333,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,35992.74286,0.002328,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,52995.71948,0.003428,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,85745.10932,0.005546,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,45841.19063,0.002965,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,103286.39626,0.006681,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,33648.79901,0.002176,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,59444.40735,0.003845,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,74507.99095,0.004819,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,35611.52867,0.002303,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,53814.16459,0.003481,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,39611.15839,0.002562,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,48629.43711,0.003145,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,63627.46317,0.004115,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,82498.9243,0.005336,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,3780.38051,0.000244,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,25240.99094,0.001632,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,53038.73263,0.00343,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,46292.64634,0.002994,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,87637.77958,0.005668,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,69172.70764,0.004474,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,40846.6145,0.002642,
,168,2183.0,החזקה באפיק השקעה מובטח תשואה,,,11680.35524,0.000755,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,44723.81035,0.003418,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,69621.96723,0.005322,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,58375.79126,0.004462,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,33428.39673,0.002555,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,53696.08383,0.004104,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,9857.21107,0.000753,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,28396.68034,0.00217,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,72361.46703,0.005531,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,45414.50734,0.003471,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,34471.01499,0.002635,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,50165.94599,0.003834,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,44760.10973,0.003421,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,21301.21646,0.001628,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,41039.04512,0.003137,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,87164.79828,0.006663,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,30053.05466,0.002297,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,39066.99552,0.002986,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,38686.00589,0.002957,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,62878.3096,0.004806,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,3190.31467,0.000243,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,30374.76652,0.002321,
,168,2184.0,החזקה באפיק השקעה מובטח תשואה,,,73958.71728,0.005653,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,25802.31291,0.005156,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,41265.36324,0.008247,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,37289.65044,0.007452,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,53042.48294,0.010601,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,35497.77054,0.007094,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,79201.27891,0.015829,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,2898.84227,0.000579,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,40670.75247,0.008128,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,27307.35815,0.005457,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,19355.10228,0.003868,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,57133.64379,0.011418,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,45582.70263,0.00911,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,65750.40436,0.013141,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,67201.72719,0.013431,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,63261.18976,0.012643,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,40637.76946,0.008121,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,8956.64005,0.00179,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,48790.32128,0.009751,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,30374.32341,0.00607,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,31321.68635,0.00626,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,35151.58875,0.007025,
,168,2212.0,החזקה באפיק השקעה מובטח תשואה,,,27599.67788,0.005516,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,29270.10404,0.00296,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,54749.1947,0.005536,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,22981.7619,0.002324,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,37955.90743,0.003838,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,55957.68547,0.005659,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,21485.12799,0.002172,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,22738.35245,0.002299,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,31050.43007,0.00314,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,16116.65013,0.001629,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,33865.81372,0.003424,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,33838.34935,0.003422,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,40626.83454,0.004108,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,65949.4992,0.006669,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,29558.36348,0.002989,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,52676.46989,0.005327,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,7458.0352,0.000754,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,2413.81451,0.000244,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,44167.53409,0.004466,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,34360.93555,0.003474,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,47574.17112,0.004811,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,26081.01229,0.002637,
,168,8812.0,החזקה באפיק השקעה מובטח תשואה,,,25292.15999,0.002557,
,168,15661.0,,,,,,
,168,8561.0,,,,,,
,665,12154.0,,,,,,
,665,13307.0,,,,,,
,665,13351.0,,,,,,
,665,13352.0,,,,,,
,665,13875.0,,,,,,
,665,14308.0,,,,,,
,665,14309.0,,,,,,
,665,14677.0,,,,,,
,665,15673.0,,,,,,
,665,1609.0,,,,,,
,665,1619.0,,,,,,
,665,1638.0,,,,,,
,665,1645.0,,,,,,
,665,1651.0,,,,,,
,665,1652.0,,,,,,
,665,1653.0,,,,,,
,665,1666.0,,,,,,
,665,2213.0,,,,,,
,סוף מידע טבלה,,,,,,,
