Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מספר מזהה לווה,סוג מספר מזהה לווה,שם הלוואה,מספר הלוואה,תאריך העמדת מסגרת אשראי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,דירוג,שם מדרג,דירוג הלוואה/המנפיק,מטבע פעילות,שער חליפין,שיעור ריבית,סוג הריבית,סכום מסגרת האשראי הראשוני (במטבע הפעילות),"סכום מסגרת האשראי הראשוני (באלפי ש""ח)",שיעור יתרת מסגרת אשראי,Unnamed: 21
,665,1619.0,,,,977846.0,2020-12-29,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,11.18438,11.18438,1.0,
,665,1619.0,,,,977922.0,2023-12-05,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,863.46106,863.46106,0.965274,
,665,1619.0,,,,977864.0,2021-08-10,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,EUR,3.8807,0.006,קבועה,11.55755,44.851384,1.0,
,665,1619.0,,,,977923.0,2023-12-05,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,157.74769,157.74769,1.0,
,665,1619.0,,,,977973.0,2024-05-30,ישראל,,לא,NR,NR,NR,ILS,1.0,0.004,קבועה,58.94045,58.94045,1.0,
,665,1619.0,,,,977972.0,2024-05-30,ישראל,,לא,NR,NR,NR,ILS,1.0,0.004,קבועה,1519.63883,1519.63883,0.659988,
,665,1619.0,,,,977845.0,2020-12-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,2.87666,2.87666,1.000003,
,665,1619.0,,,,977915.0,2023-08-24,ישראל,,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,28.91583,28.91583,1.033067,
,665,1619.0,,,,978004.0,2025-07-30,ישראל,,לא,A-,פנימי,מנפיק,ILS,1.0,0.0012,קבועה,1175.18371,1175.18371,0.47623,
,665,1619.0,,,,977914.0,2023-08-24,ישראל,,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,188.26633,188.26633,0.49742,
,665,1619.0,,,,977912.0,2023-08-24,ישראל,,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,715.74546,715.74546,0.51944,
,665,1619.0,,,,977929.0,2023-12-13,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.006,קבועה,1175.85795,1175.85795,0.797995,
,665,1619.0,,,,977991.0,2025-04-08,"חו""ל",,לא,ilA,S&P מעלות,מנפיק,GBP,4.4409,0.003,קבועה,175.12991,777.734417,0.812581,
,665,1619.0,,,,977854.0,2021-08-01,"חו""ל",,לא,ilA-,S&P מעלות,מנפיק,USD,3.306,0.015,קבועה,31.06381,102.696956,0.044364,
,665,1638.0,,,,977877.0,2022-05-31,ישראל,,לא,Baa1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.006,קבועה,3.6307,3.6307,1.000005,
,665,1638.0,,,,977887.0,2022-08-29,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.004,קבועה,81.54102,81.54102,1.0,
,665,1638.0,,,,977916.0,2023-09-04,ישראל,,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.0,0.0025,קבועה,1474.97215,1474.97215,0.439024,
,665,1638.0,,,,977915.0,2023-08-24,ישראל,,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,40.28536,40.28536,1.033067,
,665,1638.0,,,,977847.0,2020-12-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,2.34796,2.34796,1.000008,
,665,1638.0,,,,977852.0,2021-03-10,ישראל,,לא,ilA-,S&P מעלות,מנפיק,ILS,1.0,0.006,קבועה,1531.77656,1531.77656,0.030562,
,665,1638.0,,,,977981.0,2024-09-05,ישראל,,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.0,0.0025,קבועה,639.55431,639.55431,0.5,
,665,1638.0,,,,977895.0,2022-11-22,ישראל,,לא,ilA,S&P מעלות,מנפיק,ILS,1.0,0.0025,קבועה,1824.21684,1824.21684,0.104311,
,665,1638.0,,,,977802.0,2017-06-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.006,קבועה,370.519,370.519,0.07399,
,665,1638.0,,,,977873.0,2021-12-15,ישראל,,לא,Aa2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.0115,קבועה,15.457,15.457,1.000064,
,665,1638.0,,,,977845.0,2020-12-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,4.00774,4.00774,1.000002,
,665,1638.0,,,,977846.0,2020-12-29,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,15.58201,15.58201,1.000001,
,665,1638.0,,,,977989.0,2025-01-08,ישראל,,לא,A,פנימי,מנפיק,ILS,1.0,0.0,אחר,389.52215,389.52215,0.166666,
,665,1638.0,,,,978002.0,2025-07-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,19.94912,19.94912,0.0,
,665,1638.0,,,,977925.0,2023-12-05,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,185.07213,185.07213,1.0,
,665,1638.0,,,,977914.0,2023-08-24,ישראל,,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,262.29155,262.29155,0.49742,
,665,1638.0,,,,978004.0,2025-07-30,ישראל,,לא,A-,פנימי,מנפיק,ILS,1.0,0.0012,קבועה,1637.25906,1637.25906,0.47623,
,665,1638.0,,,,977929.0,2023-12-13,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.006,קבועה,1638.1984,1638.1984,0.797995,
,665,1638.0,,,,978001.0,2025-07-28,ישראל,,לא,NR,NR,NR,ILS,1.0,0.0015,קבועה,129.50975,129.50975,0.580833,
,665,1638.0,,,,977844.0,2020-12-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,40.38648,40.38648,1.0,
,665,1638.0,,,,977972.0,2024-05-30,ישראל,,לא,NR,NR,NR,ILS,1.0,0.004,קבועה,2117.15191,2117.15191,0.659988,
,665,1638.0,,,,977928.0,2023-12-21,ישראל,,לא,NR,NR,NR,ILS,1.0,0.0,קבועה,295.191,295.191,0.288747,
,665,1638.0,,,,977883.0,2022-08-17,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.008,קבועה,55.35883,55.35883,1.0,
,665,1638.0,,,,977987.0,2024-09-19,ישראל,,כן,ilA-,S&P מעלות,מנפיק,ILS,1.0,0.002,קבועה,54.36211,54.36211,12.352942,
,665,1638.0,,,,977879.0,2022-05-31,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.006,קבועה,40.05043,40.05043,1.0,
,665,1638.0,,,,977903.0,2023-04-04,ישראל,,לא,NR,NR,NR,ILS,1.0,0.015,קבועה,10.59727,10.59727,0.928771,
,665,1638.0,,,,977861.0,2021-08-10,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,EUR,3.8807,0.006,קבועה,89.93749,349.020417,0.001636,
,665,1638.0,,,,977973.0,2024-05-30,ישראל,,לא,NR,NR,NR,ILS,1.0,0.004,קבועה,82.11549,82.11549,1.0,
,665,1638.0,,,,977902.0,2023-04-04,ישראל,,לא,NR,NR,NR,ILS,1.0,0.005,קבועה,677.04819,677.04819,0.393298,
,665,1638.0,,,,977886.0,2022-08-29,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.004,קבועה,319.89171,319.89171,0.802216,
,665,1638.0,,,,977995.0,2025-04-29,ישראל,,לא,BB,פנימי,מנפיק,ILS,1.0,0.001,קבועה,164.38544,164.38544,0.105488,
,665,1638.0,,,,977862.0,2021-08-10,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,EUR,3.8807,0.006,קבועה,148.44895,576.08584,0.024883,
,665,1638.0,,,,977923.0,2023-12-05,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,219.77315,219.77315,1.0,
,665,1638.0,,,,977919.0,2023-10-03,ישראל,,לא,BBB,פנימי,מנפיק,ILS,1.0,0.0025,קבועה,232.03829,232.03829,0.325581,
,665,1638.0,,,,977894.0,2022-11-17,ישראל,,לא,AA-,פנימי,מנפיק,ILS,1.0,0.0015,קבועה,816.58645,816.58645,0.11476,
,665,1638.0,,,,977848.0,2020-12-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,11.16208,11.16208,1.0,
,665,1638.0,,,,977996.0,2025-04-29,ישראל,,לא,BB,פנימי,מנפיק,ILS,1.0,0.001,קבועה,493.15634,493.15634,0.105488,
,665,1638.0,,,,977885.0,2022-08-29,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.004,קבועה,1625.05721,1625.05721,0.887968,
,665,1638.0,,,,977924.0,2023-12-05,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,62.46184,62.46184,1.0,
,665,1638.0,,,,977865.0,2021-08-10,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,EUR,3.8807,0.006,קבועה,15.32375,59.466877,1.000001,
,665,1638.0,,,,977986.0,2024-09-19,ישראל,,לא,BBB+,פנימי,מנפיק,ILS,1.0,0.005,קבועה,447.68802,447.68802,1.0,
,665,1638.0,,,,977882.0,2022-08-17,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,149.61846,149.61846,0.7,
,665,1638.0,,,,977908.0,2023-07-04,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.0077,קבועה,1086.56281,1086.56281,0.598663,
,665,1638.0,,,,977922.0,2023-12-05,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,1202.96889,1202.96889,0.965274,
,665,1638.0,,,,977878.0,2022-05-31,ישראל,,לא,A+,פנימי,מנפיק,ILS,1.0,0.006,קבועה,8.47166,8.47166,1.000001,
,665,1638.0,,,,977918.0,2023-10-02,ישראל,,לא,BBB+,פנימי,מנפיק,ILS,1.0,0.003,קבועה,431.62981,431.62981,0.020867,
,665,1638.0,,,,977912.0,2023-08-24,ישראל,,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,997.17238,997.17238,0.51944,
,665,1638.0,,,,977913.0,2023-08-24,ישראל,,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.0,0.0105,קבועה,48.92415,48.92415,1.301202,
,665,1638.0,,,,977893.0,2022-09-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,8.22803,8.22803,1.000002,
,665,1638.0,,,,977968.0,2024-05-16,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.006,קבועה,129.52813,129.52813,1.0,
,665,1638.0,,,,977901.0,2023-03-26,ישראל,,לא,NR,NR,NR,ILS,1.0,0.004,קבועה,539.62395,539.62395,0.063999,
,665,1638.0,,,,977864.0,2021-08-10,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,EUR,3.8807,0.006,קבועה,16.10191,62.486682,1.0,
,665,1638.0,,,,977930.0,2024-04-11,ישראל,,לא,A,פנימי,מנפיק,ILS,1.0,0.003,קבועה,639.55431,639.55431,0.199999,
,665,1638.0,,,,977931.0,2024-04-11,ישראל,,לא,A,פנימי,מנפיק,ILS,1.0,0.0,קבועה,319.77715,319.77715,0.5,
,665,1638.0,,,,977909.0,2023-07-04,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.0077,קבועה,1050.34405,1050.34405,0.247676,
,665,1638.0,,,,977881.0,2022-08-17,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,1413.89456,1413.89456,0.02839,
,665,1638.0,,,,977854.0,2021-08-01,"חו""ל",,לא,ilA-,S&P מעלות,מנפיק,USD,3.306,0.015,קבועה,43.27792,143.076804,0.044364,
,665,1638.0,,,,977991.0,2025-04-08,"חו""ל",,לא,ilA,S&P מעלות,מנפיק,GBP,4.4409,0.003,קבועה,243.98997,1083.535058,0.812581,
,665,1645.0,,,,977930.0,2024-04-11,ישראל,,לא,A,פנימי,מנפיק,ILS,1.0,0.003,קבועה,1109.07411,1109.07411,0.199999,
,665,1645.0,,,,977887.0,2022-08-29,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.004,קבועה,141.40321,141.40321,1.0,
,665,1645.0,,,,977918.0,2023-10-02,ישראל,,לא,BBB+,פנימי,מנפיק,ILS,1.0,0.003,קבועה,748.50476,748.50476,0.020867,
,665,1645.0,,,,977923.0,2023-12-05,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,381.11652,381.11652,1.0,
,665,1645.0,,,,977848.0,2020-12-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,19.35656,19.35656,1.000001,
,665,1645.0,,,,977908.0,2023-07-04,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.0077,קבועה,1884.2476,1884.2476,0.598663,
,665,1645.0,,,,977972.0,2024-05-30,ישראל,,לא,NR,NR,NR,ILS,1.0,0.004,קבועה,3671.42918,3671.42918,0.659988,
,665,1645.0,,,,977928.0,2023-12-21,ישראל,,לא,NR,NR,NR,ILS,1.0,0.0,קבועה,816.937,816.937,0.288747,
,665,1645.0,,,,977973.0,2024-05-30,ישראל,,לא,NR,NR,NR,ILS,1.0,0.004,קבועה,142.39942,142.39942,1.0,
,665,1645.0,,,,977931.0,2024-04-11,ישראל,,לא,A,פנימי,מנפיק,ILS,1.0,0.0,קבועה,554.53705,554.53705,0.5,
,665,1645.0,,,,977802.0,2017-06-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.006,קבועה,370.519,370.519,0.07399,
,665,1645.0,,,,977913.0,2023-08-24,ישראל,,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.0,0.0105,קבועה,84.84114,84.84114,1.301201,
,665,1645.0,,,,977864.0,2021-08-10,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,EUR,3.8807,0.006,קבועה,27.9229,108.360398,1.0,
,665,1645.0,,,,977846.0,2020-12-29,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,27.02133,27.02133,1.0,
,665,1645.0,,,,977924.0,2023-12-05,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,108.31732,108.31732,1.0,
,665,1645.0,,,,977902.0,2023-04-04,ישראל,,לא,NR,NR,NR,ILS,1.0,0.005,קבועה,1174.09358,1174.09358,0.393298,
,665,1645.0,,,,977852.0,2021-03-10,ישראל,,לא,ilA-,S&P מעלות,מנפיק,ILS,1.0,0.006,קבועה,2656.30875,2656.30875,0.030562,
,665,1645.0,,,,977914.0,2023-08-24,ישראל,,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,454.8492,454.8492,0.49742,
,665,1645.0,,,,977915.0,2023-08-24,ישראל,,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,69.8603,69.8603,1.033067,
,665,1645.0,,,,977882.0,2022-08-17,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,259.45875,259.45875,0.7,
,665,1645.0,,,,977847.0,2020-12-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,4.07169,4.07169,1.000004,
,665,1645.0,,,,977861.0,2021-08-10,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,EUR,3.8807,0.006,קבועה,155.96384,605.248874,0.001636,
,665,1645.0,,,,977996.0,2025-04-29,ישראל,,לא,BB,פנימי,מנפיק,ILS,1.0,0.001,קבועה,855.20012,855.20012,0.105488,
,665,1645.0,,,,977987.0,2024-09-19,ישראל,,כן,ilA-,S&P מעלות,מנפיק,ILS,1.0,0.002,קבועה,94.2713,94.2713,12.352941,
,665,1645.0,,,,977886.0,2022-08-29,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.004,קבועה,554.73571,554.73571,0.802216,
,665,1645.0,,,,977895.0,2022-11-22,ישראל,,לא,ilA,S&P מעלות,מנפיק,ILS,1.0,0.0025,קבועה,3163.43995,3163.43995,0.104311,
,665,1645.0,,,,977885.0,2022-08-29,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.004,קבועה,2818.07009,2818.07009,0.887968,
,665,1645.0,,,,977909.0,2023-07-04,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.0077,קבועה,1821.43935,1821.43935,0.247676,
,665,1645.0,,,,978002.0,2025-07-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,34.59449,34.59449,0.0,
,665,1645.0,,,,977881.0,2022-08-17,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,2451.88535,2451.88535,0.02839,
,665,1645.0,,,,977877.0,2022-05-31,ישראל,,לא,Baa1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.006,קבועה,6.29614,6.29614,1.000003,
,665,1645.0,,,,977879.0,2022-05-31,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.006,קבועה,69.45289,69.45289,1.0,
,665,1645.0,,,,977925.0,2023-12-05,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,320.94023,320.94023,1.0,
,665,1645.0,,,,977878.0,2022-05-31,ישראל,,לא,A+,פנימי,מנפיק,ILS,1.0,0.006,קבועה,14.69102,14.69102,1.0,
,665,1645.0,,,,977929.0,2023-12-13,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.006,קבועה,2840.85869,2840.85869,0.797995,
,665,1645.0,,,,977894.0,2022-11-17,ישראל,,לא,AA-,פנימי,מנפיק,ILS,1.0,0.0015,קבועה,1416.07189,1416.07189,0.11476,
,665,1645.0,,,,977995.0,2025-04-29,ישראל,,לא,BB,פנימי,מנפיק,ILS,1.0,0.001,קבועה,285.0667,285.0667,0.105488,
,665,1645.0,,,,977981.0,2024-09-05,ישראל,,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.0,0.0025,קבועה,1109.07411,1109.07411,0.5,
,665,1645.0,,,,977986.0,2024-09-19,ישראל,,לא,BBB+,פנימי,מנפיק,ILS,1.0,0.005,קבועה,776.35188,776.35188,1.0,
,665,1645.0,,,,978001.0,2025-07-28,ישראל,,לא,NR,NR,NR,ILS,1.0,0.0015,קבועה,224.5875,224.5875,0.580833,
,665,1645.0,,,,977845.0,2020-12-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,6.94997,6.94997,1.000002,
,665,1645.0,,,,977919.0,2023-10-03,ישראל,,לא,BBB,פנימי,מנפיק,ILS,1.0,0.0025,קבועה,402.38594,402.38594,0.325581,
,665,1645.0,,,,977844.0,2020-12-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,70.03564,70.03564,1.0,
,665,1645.0,,,,977916.0,2023-09-04,ישראל,,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.0,0.0025,קבועה,2557.80218,2557.80218,0.439024,
,665,1645.0,,,,977903.0,2023-04-04,ישראל,,לא,NR,NR,NR,ILS,1.0,0.015,קבועה,18.3771,18.3771,0.928771,
,665,1645.0,,,,977862.0,2021-08-10,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,EUR,3.8807,0.006,קבועה,257.43066,999.011162,0.024883,
,665,1645.0,,,,977873.0,2021-12-15,ישראל,,לא,Aa2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.0115,קבועה,16.992,16.992,1.000052,
,665,1645.0,,,,977883.0,2022-08-17,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.008,קבועה,95.99973,95.99973,1.0,
,665,1645.0,,,,977893.0,2022-09-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,14.26853,14.26853,1.000002,
,665,1645.0,,,,977912.0,2023-08-24,ישראל,,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,1729.23245,1729.23245,0.51944,
,665,1645.0,,,,978004.0,2025-07-30,ישראל,,לא,A-,פנימי,מנפיק,ILS,1.0,0.0012,קבועה,2839.22975,2839.22975,0.47623,
,665,1645.0,,,,977922.0,2023-12-05,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,2086.11157,2086.11157,0.965274,
,665,1645.0,,,,977968.0,2024-05-16,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.006,קבועה,224.61938,224.61938,1.0,
,665,1645.0,,,,977901.0,2023-03-26,ישראל,,לא,NR,NR,NR,ILS,1.0,0.004,קבועה,935.78129,935.78129,0.063999,
,665,1645.0,,,,977989.0,2025-01-08,ישראל,,לא,A,פנימי,מנפיק,ILS,1.0,0.0,אחר,675.48436,675.48436,0.166666,
,665,1645.0,,,,977865.0,2021-08-10,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,EUR,3.8807,0.006,קבועה,26.57347,103.123665,1.0,
,665,1645.0,,,,977991.0,2025-04-08,"חו""ל",,לא,ilA,S&P מעלות,מנפיק,GBP,4.4409,0.003,קבועה,423.11177,1878.997059,0.812581,
,665,1645.0,,,,977854.0,2021-08-01,"חו""ל",,לא,ilA-,S&P מעלות,מנפיק,USD,3.306,0.015,קבועה,75.04981,248.114672,0.044364,
,665,1651.0,,,,977968.0,2024-05-16,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.006,קבועה,140.60261,140.60261,1.0,
,665,1651.0,,,,977865.0,2021-08-10,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,EUR,3.8807,0.006,קבועה,16.63391,64.551215,1.000001,
,665,1651.0,,,,977912.0,2023-08-24,ישראל,,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,1082.42925,1082.42925,0.51944,
,665,1651.0,,,,978002.0,2025-07-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,21.65474,21.65474,0.0,
,665,1651.0,,,,977972.0,2024-05-30,ישראל,,לא,NR,NR,NR,ILS,1.0,0.004,קבועה,2298.16548,2298.16548,0.659988,
,665,1651.0,,,,977846.0,2020-12-29,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,16.91425,16.91425,1.000001,
,665,1651.0,,,,977862.0,2021-08-10,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,EUR,3.8807,0.006,קבועה,161.14113,625.340383,0.024883,
,665,1651.0,,,,977901.0,2023-03-26,ישראל,,לא,NR,NR,NR,ILS,1.0,0.004,קבועה,585.76106,585.76106,0.064,
,665,1651.0,,,,977802.0,2017-06-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.006,קבועה,247.013,247.013,0.07399,
,665,1651.0,,,,977918.0,2023-10-02,ישראל,,לא,BBB+,פנימי,מנפיק,ILS,1.0,0.003,קבועה,468.53356,468.53356,0.020867,
,665,1651.0,,,,977922.0,2023-12-05,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,1305.82107,1305.82107,0.965274,
,665,1651.0,,,,977886.0,2022-08-29,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.004,קבועה,347.24201,347.24201,0.802216,
,665,1651.0,,,,977877.0,2022-05-31,ישראל,,לא,Baa1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.006,קבועה,3.94113,3.94113,1.000002,
,665,1651.0,,,,977847.0,2020-12-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,2.54871,2.54871,1.000007,
,665,1651.0,,,,977903.0,2023-04-04,ישראל,,לא,NR,NR,NR,ILS,1.0,0.015,קבועה,11.50332,11.50332,0.92877,
,665,1651.0,,,,977878.0,2022-05-31,ישראל,,לא,A+,פנימי,מנפיק,ILS,1.0,0.006,קבועה,9.19598,9.19598,1.000001,
,665,1651.0,,,,977930.0,2024-04-11,ישראל,,לא,A,פנימי,מנפיק,ILS,1.0,0.003,קבועה,694.23532,694.23532,0.2,
,665,1651.0,,,,977881.0,2022-08-17,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,1534.7806,1534.7806,0.02839,
,665,1651.0,,,,977989.0,2025-01-08,ישראל,,לא,A,פנימי,מנפיק,ILS,1.0,0.0,אחר,422.82576,422.82576,0.166666,
,665,1651.0,,,,977895.0,2022-11-22,ישראל,,לא,ilA,S&P מעלות,מנפיק,ILS,1.0,0.0025,קבועה,1980.18486,1980.18486,0.104311,
,665,1651.0,,,,977852.0,2021-03-10,ישראל,,לא,ilA-,S&P מעלות,מנפיק,ILS,1.0,0.006,קבועה,1662.74134,1662.74134,0.030562,
,665,1651.0,,,,977981.0,2024-09-05,ישראל,,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.0,0.0025,קבועה,694.23532,694.23532,0.5,
,665,1651.0,,,,977902.0,2023-04-04,ישראל,,לא,NR,NR,NR,ILS,1.0,0.005,קבועה,734.93487,734.93487,0.393298,
,665,1651.0,,,,977914.0,2023-08-24,ישראל,,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,284.71712,284.71712,0.49742,
,665,1651.0,,,,977879.0,2022-05-31,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.006,קבועה,43.47469,43.47469,1.0,
,665,1651.0,,,,977925.0,2023-12-05,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,200.89554,200.89554,1.0,
,665,1651.0,,,,977845.0,2020-12-29,ישראל,,לא,A2.il,מידרוג Moodys,מנפיק,ILS,1.0,0.005,קבועה,4.3504,4.3504,1.000002,
,665,1651.0,,,,977986.0,2024-09-19,ישראל,,לא,BBB+,פנימי,מנפיק,ILS,1.0,0.005,קבועה,485.96473,485.96473,1.0,
,665,1651.0,,,,977987.0,2024-09-19,ישראל,,כן,ilA-,S&P מעלות,מנפיק,ILS,1.0,0.002,קבועה,59.01,59.01,12.352941,
,665,1651.0,,,,978001.0,2025-07-28,ישראל,,לא,NR,NR,NR,ILS,1.0,0.0015,קבועה,140.58265,140.58265,0.580833,
,665,1651.0,,,,977929.0,2023-12-13,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.006,קבועה,1778.2621,1778.2621,0.797995,
,665,1651.0,,,,977885.0,2022-08-29,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.004,קבועה,1763.99736,1763.99736,0.887968,
,665,1651.0,,,,977861.0,2021-08-10,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,EUR,3.8807,0.006,קבועה,97.62703,378.861215,0.001636,
,665,1651.0,,,,977887.0,2022-08-29,ישראל,,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.0,0.004,קבועה,88.51266,88.51266,1.0,
