Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,ענף מסחר,בעל עניין/צד קשור,דירוג,שם מדרג,דירוג נייר הערך/המנפיק,מטבע פעילות,"מח""מ",מועד פדיון,שיעור ריבית,תשואה לפדיון,נחיתות חוזית,האם סווג כחוב בעייתי,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),השיטה שיושמה בדוח הכספי,שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 37
,168,12155.0,"סלע קפיטל נדל""ן בע""מ",513992529,ח.פ.,"סלע נדלן אג""ח ה",IL0012050873,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,מנפיק,ILS,6.96,2037-04-10,0.03,0.0303,החוב לא נחות,,1003633.88,1.0,107.6,,1079.91005,,,,0.002272,0.001041,3.8e-05,
,168,12155.0,"אמות השקעות בע""מ",520026683,ח.פ.,"אמות אג""ח ו",IL0011586091,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,Aa2.il,מידרוג Moodys,מנפיק,ILS,2.63,2029-10-03,0.0114,0.0288,החוב לא נחות,,6775498.78,1.0,111.73,879.92709,8450.19187,,,,0.003185,0.00815,0.0003,
,168,12155.0,"להב אל.אר רילאסטייט בע""מ",520034257,ח.פ.,"להב אג""ח ג",IL0011933418,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,A2.il,מידרוג Moodys,מנפיק,ILS,2.34,2028-07-10,0.0373,0.0315,החוב לא נחות,,654084.51,1.0,112.2,,733.88282,,,,0.001555,0.000707,2.6e-05,
,168,12155.0,"אלבר שירותי מימונית בע""מ",512025891,ח.פ.,"אלבר אג""ח יז",IL0011587321,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,שירותים,לא,ilA+,S&P מעלות,מנפיק,ILS,0.67,2027-01-20,0.0185,0.0477,החוב לא נחות,,699856.71,1.0,115.12,,805.67504,,,,0.002102,0.000777,2.8e-05,
,168,12155.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,"לאומי אג""ח 187",IL0012286592,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,כן,Aaa.il,מידרוג Moodys,מנפיק,ILS,5.78,2034-05-01,0.0459,0.0454,החוב לא נחות,,3535271.53,1.0,100.58,,3555.7761,,,,0.001892,0.00343,0.000126,
,168,12155.0,"ג'י סיטי בע""מ",520033234,ח.פ.,"ג'י סיטי אג""ח 15",IL0012607698,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,חסום,TASE,"נדל""ן מניב בחו""ל",לא,A2.il,מידרוג Moodys,מנפיק,ILS,2.07,2028-03-31,0.0133,0.031,החוב לא נחות,,50949.57,1.0,114.560646,,58.36816,,,,0.000176,5.6e-05,2e-06,
,168,12155.0,"חברת החשמל לישראל בע""מ",520000472,ח.פ.,"חשמל אג""ח 31",IL0060002859,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,4.93,2031-09-20,0.0239,0.026,החוב לא נחות,,6022789.32,1.0,117.27,,7062.92504,,,,0.001548,0.006813,0.000251,
,168,12155.0,"אלרוב נדל""ן ומלונאות בע""מ",520038894,ח.פ.,"אלרוב נדלן אג""ח ז",IL0012074717,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,ilAA-,S&P מעלות,מנפיק,ILS,3.74,2032-06-30,0.0347,0.0315,החוב לא נחות,,635925.15,1.0,106.96,,680.18554,,,,0.001717,0.000656,2.4e-05,
,168,12155.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,"מזרחי טפחות הנפקות אג""ח 67",IL0011968075,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,3.97,2033-06-12,0.0206,0.0252,החוב לא נחות,,7235550.08,1.0,106.36,,7695.73107,,,,0.004521,0.007423,0.000273,
,168,12155.0,"איירפורט סיטי בע""מ",511659401,ח.פ.,"איירפורט אג""ח יא",IL0011959991,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,מנפיק,ILS,7.29,2039-04-30,0.0264,0.0269,החוב לא נחות,,1924708.09,1.0,109.4,,2105.63065,,,,0.006415,0.002031,7.4e-05,
,168,12155.0,"חברה לנכסים ולבנין בע""מ",520025438,ח.פ.,"נכסים ובנין אג""ח י",IL0011936304,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilA,S&P מעלות,מנפיק,ILS,,2029-06-30,0.0362,0.0299,החוב לא נחות,,1725802.25,1.0,112.77,,1946.1872,,,,0.000951,0.001877,6.9e-05,
,168,12155.0,"הראל השקעות בביטוח ושרותים פיננסים בע""מ",520033986,ח.פ.,"הראל השקעות אג""ח א",IL0058501102,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,Aa2.il,מידרוג Moodys,מנפיק,ILS,4.69,2035-12-31,0.0195,0.0453,החוב לא נחות,,2995420.6,1.0,89.16,,2670.71701,,,,0.003127,0.002576,9.5e-05,
,168,12155.0,"ג'י סיטי בע""מ",520033234,ח.פ.,ג'י סיטי אגח יז,IL0011981425,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,A3.il,מידרוג Moodys,מנפיק,ILS,3.45,2029-06-30,0.055,0.0495,החוב לא נחות,,1320931.67,1.0,103.2,,1363.20148,,,,0.002556,0.001315,4.8e-05,
,168,12155.0,"דיסקונט מנפיקים בע""מ",520029935,ח.פ.,"דיסקונט מנפיקים אג""ח ט COCO",IL0011912461,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aa3.il,מידרוג Moodys,מנפיק,ILS,2.99,2028-11-30,0.0317,0.0285,החוב נחות,,81299.95,1.0,114.09,,92.75511,,,,9.6e-05,8.9e-05,3e-06,
,168,12155.0,"חברת גב ים לקרקעות בע""מ",520001736,ח.פ.,"גב ים אג""ח יא",IL0012083395,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,מנפיק,ILS,2.87,2030-03-31,0.0334,0.0284,החוב לא נחות,,2256787.66,1.0,106.04,,2393.09764,,,,0.002097,0.002308,8.5e-05,
,168,12155.0,"מגדלי הים התיכון בע""מ",512719485,ח.פ.,מגדלי תיכון אגח ו,IL0011991242,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,A2.il,מידרוג Moodys,מנפיק,ILS,4.64,2032-06-30,0.0548,0.0472,החוב לא נחות,,1337997.69,1.0,105.18,,1407.30597,,,,0.004459,0.001357,5e-05,
,168,12155.0,"חברת גב ים לקרקעות בע""מ",520001736,ח.פ.,"גב ים אג""ח ט",IL0075902192,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,מנפיק,ILS,3.74,2033-06-30,0.005,0.0292,החוב לא נחות,,1561917.27,1.0,108.26,,1690.93164,,,,0.001168,0.001631,6e-05,
,168,12155.0,"תמר פטרוליום בע""מ",515334662,ח.פ.,"תמר פטרוליום אג""ח ב",IL0011435935,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,A1.il,מידרוג Moodys,מנפיק,ILS,2.51,2028-08-30,0.0469,0.0608,החוב לא נחות,,2997912.95,1.0,92.95,,2786.56009,,,,0.002838,0.002688,9.9e-05,
,168,12155.0,"החברה לישראל בע""מ",520028010,ח.פ.,"חברה לישראל אג""ח 12",IL0057602513,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ilA+,S&P מעלות,מנפיק,ILS,0.99,2026-09-30,0.036,0.0496,החוב לא נחות,,225678.77,1.0,98.76,,222.88035,,,,0.002038,0.000215,7e-06,
,168,12155.0,"קרסו מוטורס בע""מ",514065283,ח.פ.,"קרסו אג""ח ד",IL0011735664,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,מסחר,לא,ilAA-,S&P מעלות,מנפיק,ILS,1.58,2028-10-01,0.0215,0.0493,החוב לא נחות,,1176043.65,1.0,95.85,97.75899,1224.99683,,,,0.001805,0.001181,4.3e-05,
,168,12155.0,פלאזה סנטרס אן.וי,1476,מספר מנפיק,פלאזה סנטר אגח א,IL0011094955,ISIN,צמוד למדד המחירים לצרכן,ישראל,"Emerging Markets - Euope, Middle East & Africa",סחיר,TASE,בנייה,לא,NR,NR,NR,ILS,,2026-01-01,0.06,-0.9999,החוב לא נחות,,126020.46,1.0,9.2,,11.59388,,,,0.00107,1.1e-05,0.0,
,168,12155.0,"סלקום ישראל בע""מ",511930125,ח.פ.,"סלקום אג""ח יב",IL0011430803,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,תקשורת ומדיה,כן,ilAA-,S&P מעלות,מנפיק,ILS,1.3,2028-01-05,0.025,0.0474,החוב לא נחות,,863097.06,1.0,98.99,,854.37978,,,,0.001179,0.000824,3e-05,
,168,12155.0,"קבוצת אקרו בע""מ",511996803,ח.פ.,"אקרו אג""ח א",IL0011885725,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנייה,לא,A3.il,מידרוג Moodys,מנפיק,ILS,1.57,2027-12-31,0.0453,0.0525,החוב לא נחות,,805754.27,1.0,100.12,,806.72118,,,,0.001278,0.000778,2.8e-05,
,168,12155.0,"אפי נכסים בע""מ",510560188,ח.פ.,"אפי נכסים אג""ח יד",IL0011845307,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,A1.il,מידרוג Moodys,מנפיק,ILS,4.24,2031-03-30,0.0154,0.0307,החוב לא נחות,,167742.17,1.0,108.24,,181.56413,,,,0.000281,0.000175,6e-06,
,168,12155.0,"מליסרון בע""מ",520037789,ח.פ.,"מליסרון אג""ח כ",IL0032304227,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ilAA,S&P מעלות,מנפיק,ILS,4.44,2030-07-01,0.0025,0.0269,החוב לא נחות,,3070227.9,1.0,104.64,,3212.68647,,,,0.002297,0.003099,0.000114,
,168,12155.0,"קבוצת עזריאלי בע""מ",510960719,ח.פ.,"עזריאלי אג""ח ז",IL0011786725,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA+,S&P מעלות,מנפיק,ILS,6.17,2036-07-02,0.009,0.0277,החוב לא נחות,,5997701.39,1.0,104.46,,6265.19887,,,,0.002224,0.006043,0.000222,
,168,12155.0,"אמות השקעות בע""מ",520026683,ח.פ.,"אמות אג""ח ט",IL0012049990,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,Aa2.il,מידרוג Moodys,מנפיק,ILS,7.97,2037-01-05,0.032,0.0304,החוב לא נחות,,2158993.53,1.0,109.97,,2374.24518,,,,0.002636,0.00229,8.4e-05,
,168,12155.0,בנק הפועלים בע''מ,520000118,ח.פ.,"פועלים אג""ח 204",IL0012274531,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,כן,Aaa.il,מידרוג Moodys,מנפיק,ILS,4.99,2035-08-21,0.0261,0.0258,החוב לא נחות,,9315635.89,1.0,101.11,,9419.03945,,,,0.002724,0.009086,0.000335,
,168,12155.0,"ג'י סיטי בע""מ",520033234,ח.פ.,ג'י סיטי אגח יד,IL0012607367,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,A3.il,מידרוג Moodys,מנפיק,ILS,4.7,2031-09-30,0.0179,0.054,החוב לא נחות,,1165825.54,1.0,100.05,,1166.40845,,,,0.000839,0.001125,4.1e-05,
,168,12155.0,"קבוצת עזריאלי בע""מ",510960719,ח.פ.,"עזריאלי קבוצה אג""ח ד",IL0011386500,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,Aa1.il,מידרוג Moodys,מנפיק,ILS,2.43,2030-07-05,0.0134,0.0284,החוב לא נחות,,4942567.42,1.0,116.33,,5749.68868,,,,0.002237,0.005546,0.000204,
,168,12155.0,"חברת החשמל לישראל בע""מ",520000472,ח.פ.,"חשמל אג""ח 37",IL0012215971,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,12.31,2041-05-11,0.0326,0.0289,החוב לא נחות,,2920049.47,1.0,108.49,,3167.96167,,,,0.005099,0.003056,0.000112,
,168,12155.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,"לאומי אג""ח 184",IL0060406043,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,כן,Aaa.il,מידרוג Moodys,מנפיק,ILS,2.2,2030-05-05,0.0276,0.0446,החוב לא נחות,,3836539.02,1.0,97.55,,3742.54382,,,,0.001767,0.00361,0.000133,
,168,12155.0,"אפי נכסים בע""מ",510560188,ח.פ.,"אפי נכסים אג""ח טו",IL0011996035,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,A1.il,מידרוג Moodys,מנפיק,ILS,2.48,2029-10-15,0.04,0.0299,החוב לא נחות,,1226261.27,1.0,111.83,,1371.32798,,,,0.003874,0.001322,4.8e-05,
,168,12155.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,"לאומי אג""ח 186",IL0012018391,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,כן,ilAAA,S&P מעלות,מנפיק,ILS,4.14,2033-11-30,0.0202,0.0254,החוב לא נחות,,13847046.19,1.0,105.02,,14542.16791,,,,0.00388,0.014028,0.000517,
,168,12155.0,"ג'י סיטי בע""מ",520033234,ח.פ.,ג'י סיטי אגח יג,IL0012606526,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,A3.il,מידרוג Moodys,מנפיק,ILS,2.24,2028-06-30,0.0328,0.0462,החוב לא נחות,,1848809.43,1.0,117.77,,2177.34287,,,,0.001296,0.0021,7.7e-05,
,168,12155.0,"נאייקס בע""מ",513639013,ח.פ.,"נאייקס אג""ח א",IL0012189655,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,תוכנה ואינטרנט,לא,NR,NR,NR,ILS,3.69,2030-09-30,0.059,0.0533,החוב לא נחות,,1542138.24,1.0,102.31,,1577.76163,,,,0.003171,0.001522,5.6e-05,
,168,12155.0,בנק הפועלים בע''מ,520000118,ח.פ.,"פועלים אג""ח 202",IL0011998502,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,כן,Aaa.il,מידרוג Moodys,מנפיק,ILS,1.55,2028-04-29,0.006,0.0269,החוב לא נחות,,2698848.25,1.0,116.21,,3136.33155,,,,0.004044,0.003025,0.000111,
,168,12155.0,"פז חברת הנפט בע""מ",510216054,ח.פ.,"פז נפט אג""ח ז",IL0011425951,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,אנרגיה,כן,ilAA-,S&P מעלות,מנפיק,ILS,2.61,2030-11-30,0.0123,0.0265,החוב לא נחות,,2723211.49,1.0,115.53,,3146.12624,,,,0.002842,0.003035,0.000111,
,168,12155.0,"הכשרת הישוב מקבוצת נמרודי בע""מ",520020116,ח.פ.,"הכשרת הישוב אג""ח 25",IL0011915274,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ilA,S&P מעלות,מנפיק,ILS,2.62,2029-12-31,0.027,0.0302,החוב לא נחות,,1486271.52,1.0,110.04,,1635.49318,,,,0.003773,0.001577,5.8e-05,
,168,12155.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מזרחי טפחות הנפקות 68,IL0012021429,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,3.95,2033-12-25,0.0199,0.0254,החוב לא נחות,,8237274.96,1.0,105.83,,8717.50809,,,,0.003389,0.008409,0.00031,
,168,12155.0,"ביג מרכזי קניות בע""מ",513623314,ח.פ.,"ביג אג""ח יא",IL0011511172,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ilAA,S&P מעלות,מנפיק,ILS,1.94,2027-10-20,0.0182,0.0258,החוב לא נחות,,798499.07,1.0,117.78,,940.47221,,,,0.001595,0.000907,3.3e-05,
,168,12155.0,בנק הפועלים בע''מ,520000118,ח.פ.,"פועלים אג""ח ז COCO",IL0011913295,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,כן,ilAA-,S&P מעלות,מנפיק,ILS,2.99,2028-11-29,0.0309,0.0289,החוב נחות,,1563366.22,1.0,113.64,,1776.60937,,,,0.001645,0.001713,6.3e-05,
,168,12155.0,"אשטרום נכסים בע""מ",520036617,ח.פ.,אשטרום נכס 13,IL0025103032,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilA,S&P מעלות,מנפיק,ILS,3.61,2030-12-31,0.009,0.03,החוב לא נחות,,1199397.11,1.0,107.63,,1290.91111,,,,0.00289,0.001245,4.5e-05,
,168,12155.0,"איירפורט סיטי בע""מ",511659401,ח.פ.,"איירפורט אג""ח י",IL0011959819,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,מנפיק,ILS,2.13,2029-04-30,0.05,0.0456,החוב לא נחות,,887089.53,1.0,103.14,,914.94414,,,,0.001798,0.000882,3.2e-05,
,168,12155.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,"לאומי אג""ח 406 COCO",IL0012164237,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,כן,ilAA-,S&P מעלות,מנפיק,ILS,4.98,2031-02-28,0.031,0.0296,החוב נחות,,1880656.38,1.0,105.8,,1989.73445,,,,0.001225,0.001919,7e-05,
,168,12155.0,"שופרסל בע""מ",520022732,ח.פ.,"שופרסל אג""ח ו",IL0077702178,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,רשתות שיווק,כן,ilAA,S&P מעלות,מנפיק,ILS,1.98,2028-10-08,0.043,0.0269,החוב לא נחות,,473874.59,1.0,122.21,187.36759,766.48972,,,,0.001548,0.000738,2.6e-05,
,168,12155.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מז טפ הנ אגח 64,IL0023105559,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,2.95,2031-04-12,0.001,0.0255,החוב לא נחות,,4836077.19,1.0,106.57,,5153.80746,,,,0.002167,0.004971,0.000183,
,168,12155.0,"ביג מרכזי קניות בע""מ",513623314,ח.פ.,"ביג אג""ח יג",IL0011595167,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ilAA,S&P מעלות,מנפיק,ILS,2.7,2029-03-25,0.0078,0.0271,החוב לא נחות,,1407062.73,1.0,111.71,,1571.82977,,,,0.002426,0.001516,5.5e-05,
,168,12155.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,"מזרחי טפחות הנפקות אג""ח 70",IL0012138835,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,5.09,2036-11-28,0.0268,0.0259,החוב לא נחות,,11291460.93,1.0,105.34,,11894.42495,,,,0.004032,0.011474,0.000423,
,168,12155.0,"הפניקס גיוסי הון (2009) בע""מ",514290345,ח.פ.,"הפניקס הון אג""ח יד",IL0012019464,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,Aa2.il,מידרוג Moodys,מנפיק,ILS,4.2,2030-02-28,0.0231,0.0255,החוב לא נחות,,1330581.43,1.0,105.73,,1406.82375,,,,0.004435,0.001357,5e-05,
,168,12155.0,"אלקטרה בע""מ",520028911,ח.פ.,אלקטרה אגח ה,IL0073902228,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,כן,ilA+,S&P מעלות,מנפיק,ILS,2.56,2031-01-10,0.04,0.0478,החוב לא נחות,,1008021.09,1.0,99.07,,998.6465,,,,0.001735,0.000963,3.5e-05,
,168,12155.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מזרחי הנפקות 46,IL0023102259,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,1.98,2027-09-28,0.0122,0.0258,החוב לא נחות,,8063678.8,1.0,116.7,,9410.31315,,,,0.002673,0.009078,0.000334,
,168,12155.0,"מגדל ביטוח גיוס הון בע""מ",513230029,ח.פ.,"מגדל הון אג""ח יא",IL0011975658,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,A1.il,מידרוג Moodys,מנפיק,ILS,4.6,2030-12-31,0.054,0.0475,החוב לא נחות,,1194684.49,1.0,104.57,,1249.28157,,,,0.00209,0.001205,4.4e-05,
,168,12155.0,"אפי נכסים בע""מ",510560188,ח.פ.,"אפי נכסים אג""ח יג",IL0011782922,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,A1.il,מידרוג Moodys,מנפיק,ILS,3.18,2029-06-30,0.0109,0.0308,החוב לא נחות,,1211540.02,1.0,110.26,,1335.84402,,,,0.001702,0.001288,4.7e-05,
,168,12155.0,"דיסקונט מנפיקים בע""מ",520029935,ח.פ.,"דיסקונט מנפיקים אג""ח טז",IL0012031576,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,4.65,2035-03-20,0.0211,0.0258,החוב לא נחות,,5809724.72,1.0,105.47,,6127.51666,,,,0.002233,0.005911,0.000217,
,168,12155.0,לייטסטון אנטרפרייזס לימיטד,1630,מספר מנפיק,"לייטסטון אג""ח ג",IL0011900995,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,ilA+,S&P מעלות,מנפיק,ILS,1.47,2028-04-30,0.0575,0.0584,החוב לא נחות,,1648961.62,1.0,102.4,,1688.5367,,,,0.001832,0.001628,6e-05,
,168,12155.0,"מבנה נדל""ן (כ.ד) בע""מ",520024126,ח.פ.,"מבני תעשיה אג""ח 17",IL0022604461,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ilAA,S&P מעלות,מנפיק,ILS,1.69,2028-06-30,0.037,0.0289,החוב לא נחות,,108366.84,1.0,121.5,,131.66572,,,,0.00048,0.000127,4e-06,
,168,12155.0,"אדמה פתרונות לחקלאות בע""מ",520043605,ח.פ.,"אדמה אג""ח ב",IL0011109159,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ilAA-,S&P מעלות,מנפיק,ILS,4.8,2036-11-30,0.0515,0.0409,החוב לא נחות,,2154411.45,1.0,153.07,,3297.75761,,,,0.001122,0.003181,0.000117,
,168,12155.0,"חברת גב ים לקרקעות בע""מ",520001736,ח.פ.,"גב ים אג""ח ו",IL0075901285,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,מנפיק,ILS,0.5,2026-03-31,0.0475,0.0506,החוב לא נחות,,504112.22,1.0,143.8,,724.91337,,,,0.001055,0.000699,2.5e-05,
,168,12155.0,"הפניקס גיוסי הון (2009) בע""מ",514290345,ח.פ.,פניקס הון ה שה,IL0011354177,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,Aa2.il,מידרוג Moodys,מנפיק,ILS,1.07,2026-10-31,0.0225,0.0307,החוב לא נחות,,720878.97,1.0,120.29,,867.14531,,,,0.001762,0.000836,3e-05,
,168,12155.0,"יוניברסל מוטורס ישראל בע""מ",511809071,ח.פ.,"יוניברסל מוטורס אג""ח ו",IL0011926164,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,מסחר,לא,ilAA-,S&P מעלות,מנפיק,ILS,2.51,2031-02-10,0.0468,0.0493,החוב לא נחות,,1304640.73,1.0,100.26,,1308.0328,,,,0.003668,0.001261,4.6e-05,
,168,12155.0,בנק הפועלים בע''מ,520000118,ח.פ.,"פועלים אג""ח 201",IL0011913451,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,כן,Aaa.il,מידרוג Moodys,מנפיק,ILS,3.47,2032-11-29,0.0139,0.0251,החוב לא נחות,,1761116.15,1.0,107.22,,1888.26873,,,,0.0011,0.001821,6.7e-05,
,168,12155.0,"וילאר אינטרנשיונל בע""מ",520038910,ח.פ.,"וילאר אג""ח יא",IL0012231556,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,מנפיק,ILS,6.71,2035-06-30,0.0529,0.0474,החוב לא נחות,,171234.74,1.0,105.74,,181.06362,,,,0.001121,0.000174,6e-06,
,168,12155.0,"דיסקונט מנפיקים בע""מ",520029935,ח.פ.,"דיסקונט מנפיקים אג""ח י COCO",IL0012110693,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aa3.il,מידרוג Moodys,מנפיק,ILS,4.68,2030-11-30,0.0332,0.0299,החוב נחות,,2412828.43,1.0,109.04,,2630.94812,,,,0.001924,0.002538,9.3e-05,
