Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,ענף מסחר,בעל עניין/צד קשור,דירוג,שם מדרג,דירוג נייר הערך/המנפיק,מטבע פעילות,"מח""מ",מועד פדיון,שיעור ריבית,תשואה לפדיון,נחיתות חוזית,האם סווג כחוב בעייתי,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),השיטה שיושמה בדוח הכספי,שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 37
,168,13303.0,"החברה לישראל בע""מ",520028010,ח.פ.,"חברה לישראל אג""ח 15",IL0057603271,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ilA+,S&P מעלות,מנפיק,ILS,3.08,2030-07-31,0.0274,0.0468,החוב לא נחות,,130048.32,1.0,94.84,,123.33782,,,,0.000192,0.000839,5.1e-05,
,168,13303.0,"הראל ביטוח מימון והנפקות בע""מ",513834200,ח.פ.,"הראל הנפקות אג""ח כ",IL0012079849,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,ilAA-,S&P מעלות,מנפיק,ILS,6.61,2033-12-31,0.0602,0.0476,החוב לא נחות,,317506.69,1.0,110.37,,350.43213,,,,0.000635,0.002384,0.000145,
,168,13303.0,"מימון ישיר מקבוצת ישיר (2006) בע""מ",513893123,ח.פ.,"מימון ישיר אג""ח ד",IL0011756603,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,אשראי חוץ בנקאי,לא,A1.il,מידרוג Moodys,מנפיק,ILS,0.34,2026-02-01,0.01,0.0559,החוב לא נחות,,2837.43,1.0,115.9,,3.28859,,,,8.3e-05,2.2e-05,1e-06,
,168,13303.0,ישראמקו נגב 2 שותפות מוגבלת,550010003,מספר שותפות,"ישראמקו אג""ח ג",IL0023202323,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,ilAA,S&P מעלות,מנפיק,ILS,2.68,2030-10-10,0.0224,0.0462,החוב לא נחות,,179249.71,1.0,94.99,,170.2693,,,,0.000336,0.001158,7e-05,
,168,13303.0,"קבוצת עזריאלי בע""מ",510960719,ח.פ.,"עזריאלי קבוצה אג""ח ד",IL0011386500,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,Aa1.il,מידרוג Moodys,מנפיק,ILS,2.43,2030-07-05,0.0134,0.0284,החוב לא נחות,,818080.15,1.0,116.33,,951.67264,,,,0.00037,0.006474,0.000394,
,168,13303.0,"ביג מרכזי קניות בע""מ",513623314,ח.פ.,"ביג אג""ח יט",IL0011810079,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא חסום בהשאלה,TASE,"נדל""ן מניב בישראל",לא,ilAA-,S&P מעלות,מנפיק,ILS,3.62,2029-10-30,0.0209,0.0453,החוב לא נחות,,23224.68,1.0,92.6,,21.50605,,,,7.2e-05,0.000146,8e-06,
,168,13303.0,"ג'י סיטי בע""מ",520033234,ח.פ.,ג'י סיטי אגח יז,IL0011981425,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,A3.il,מידרוג Moodys,מנפיק,ILS,3.45,2029-06-30,0.055,0.0495,החוב לא נחות,,218636.97,1.0,103.2,,225.63336,,,,0.000423,0.001535,9.3e-05,
,168,13303.0,נאוויטס פטרוליום שותפות מוגבלת,550263107,מספר שותפות,"נאוויטס פטרוליום אג""ח ו",IL0012048257,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,ilA-,S&P מעלות,מנפיק,ILS,2.97,2029-09-30,0.067,0.0511,החוב לא נחות,,268946.84,1.0,104.89,,282.09834,,,,0.000295,0.001919,0.000116,
,168,13303.0,"איירפורט סיטי בע""מ",511659401,ח.פ.,"איירפורט אג""ח י",IL0011959819,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,מנפיק,ILS,2.13,2029-04-30,0.05,0.0456,החוב לא נחות,,146828.62,1.0,103.14,,151.43904,,,,0.000297,0.00103,6.2e-05,
,168,13303.0,"הפניקס גיוסי הון (2009) בע""מ",514290345,ח.פ.,פניקס הון אגח יז,IL0012203423,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,Aa2.il,מידרוג Moodys,מנפיק,ILS,5.78,2032-02-01,0.0314,0.0276,החוב לא נחות,,170887.08,1.0,105.04,,179.49979,,,,0.000465,0.001221,7.4e-05,
,168,13303.0,"מליסרון בע""מ",520037789,ח.פ.,"מליסרון אג""ח יט",IL0032303989,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ilAA,S&P מעלות,מנפיק,ILS,3.49,2029-07-01,0.0143,0.028,החוב לא נחות,,1264622.63,1.0,113.61,,1436.73777,,,,0.000655,0.009774,0.000595,
,168,13303.0,"נתיבי הגז הטבעי לישראל בע""מ",513436394,ח.פ.,"נתיבי גז  אג""ח ד",IL0011475030,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,שירותים,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,4.79,2033-06-30,0.0265,0.0251,החוב לא נחות,,724064.26,1.0,121.01,,876.19017,,,,0.000509,0.005961,0.000363,
,168,13303.0,"שופרסל בע""מ",520022732,ח.פ.,"שופרסל אג""ח ו",IL0077702178,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,רשתות שיווק,כן,ilAA,S&P מעלות,מנפיק,ILS,1.98,2028-10-08,0.043,0.0269,החוב לא נחות,,78434.42,1.0,122.21,31.01257,126.86727,,,,0.000256,0.000862,5.1e-05,
,168,13303.0,"כללביט מימון בע""מ",513754069,ח.פ.,"כלל מימון אג""ח יג",IL0011979205,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,Aa3.il,מידרוג Moodys,מנפיק,ILS,7.14,2034-07-31,0.0531,0.0486,החוב לא נחות,,435793.49,1.0,104.46,,455.22988,,,,0.000342,0.003097,0.000188,
,168,13303.0,"פז חברת הנפט בע""מ",510216054,ח.פ.,"פז נפט אג""ח ז",IL0011425951,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,אנרגיה,כן,ilAA-,S&P מעלות,מנפיק,ILS,2.61,2030-11-30,0.0123,0.0265,החוב לא נחות,,450738.47,1.0,115.53,,520.73815,,,,0.00047,0.003542,0.000215,
,168,13303.0,"ג'י סיטי בע""מ",520033234,ח.פ.,"ג'י סיטי אג""ח יז",IL0011981425,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,חסום,TASE,"נדל""ן מניב בחו""ל",לא,A3.il,מידרוג Moodys,מנפיק,ILS,3.45,2029-06-30,0.055,0.0502,החוב לא נחות,,166462.51,1.0,102.951729,,171.37603,,,,0.000322,0.001165,7.1e-05,
,168,13303.0,"מגה אור החזקות בע""מ",513257873,ח.פ.,"מגה אור אג""ח יא",IL0011783755,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilA+,S&P מעלות,מנפיק,ILS,5.06,2032-03-31,0.0097,0.0314,החוב לא נחות,,22004.86,1.0,104.98,,23.1007,,,,3.7e-05,0.000157,9e-06,
,168,13303.0,"חלל-תקשורת בע""מ",511396046,ח.פ.,"חלל תקשורת אג""ח טז",IL0011399222,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,תקשורת ומדיה,לא,NR,NR,NR,ILS,,2025-11-11,0.0645,-0.5376,החוב לא נחות,,133324.27,1.0,104.98,,139.96382,,,,0.000161,0.000952,5.7e-05,
,168,13303.0,"הפניקס גיוסי הון (2009) בע""מ",514290345,ח.פ.,"פניקס הון אג""ח יא",IL0011593592,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,Aa2.il,מידרוג Moodys,מנפיק,ILS,3.4,2029-04-30,0.0262,0.0451,החוב לא נחות,,559631.26,1.0,95.06,,531.98548,,,,0.000432,0.003619,0.00022,
,168,13303.0,"תומר תמלוגי אנרגיה (2012) בע""מ",514837111,ח.פ.,"תומר אנרגיה אג""ח א",IL0011474793,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,Aa3.il,מידרוג Moodys,מנפיק,ILS,2.2,2028-08-30,0.0548,0.0544,החוב לא נחות,,174859.11,1.0,93.42,,163.35338,,,,0.000743,0.001111,6.7e-05,
,168,13303.0,"אלוני-חץ נכסים והשקעות בע""מ",520038506,ח.פ.,"אלוני חץ אג""ח טו",IL0011894149,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,Aa3.il,מידרוג Moodys,מנפיק,ILS,6.19,2037-02-28,0.0256,0.0319,החוב לא נחות,,260636.58,1.0,108.14,,281.8524,,,,0.000248,0.001917,0.000116,
,168,13303.0,"אדמה פתרונות לחקלאות בע""מ",520043605,ח.פ.,"אדמה אג""ח ב",IL0011109159,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ilAA-,S&P מעלות,מנפיק,ILS,4.8,2036-11-30,0.0515,0.0409,החוב לא נחות,,356592.25,1.0,153.07,,545.83576,,,,0.000185,0.003713,0.000226,
,168,13303.0,"חברת פרטנר תקשורת בע""מ",520044314,ח.פ.,פרטנר אגח ז,IL0011563975,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,תקשורת ומדיה,כן,ilAA-,S&P מעלות,מנפיק,ILS,1.37,2027-06-25,0.04,0.0469,החוב לא נחות,,262142.47,1.0,100.15,,262.53568,,,,0.000513,0.001786,0.000108,
,168,13303.0,"כללביט מימון בע""מ",513754069,ח.פ.,"כללביט אג""ח יא",IL0011606477,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,ilAA-,S&P מעלות,מנפיק,ILS,4.26,2030-03-31,0.0264,0.0461,החוב לא נחות,,250646.38,1.0,92.3,,231.34661,,,,0.000153,0.001573,9.5e-05,
,168,13303.0,לייטסטון אנטרפרייזס לימיטד,1630,מספר מנפיק,"לייטסטון אג""ח ה",IL0012125881,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,ilA+,S&P מעלות,מנפיק,ILS,3.89,2031-04-30,0.0707,0.062,החוב לא נחות,,186656.58,1.0,106.73,,199.21857,,,,0.000248,0.001355,8.2e-05,
,168,13303.0,"אשטרום נכסים בע""מ",520036617,ח.פ.,"אשטרום נכסים אג""ח 11",IL0025102380,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilA+,S&P מעלות,מנפיק,ILS,2.71,2028-10-30,0.0183,0.0284,החוב לא נחות,,22185.64,1.0,116.29,,25.79968,,,,8.8e-05,0.000175,1e-05,
,168,13303.0,"ויתניה בע""מ",512096793,ח.פ.,"ויתניה אג""ח ו",IL0011931438,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,A2.il,מידרוג Moodys,מנפיק,ILS,2.91,2029-12-31,0.0289,0.03,החוב לא נחות,,59078.5,1.0,110.24,,65.12814,,,,0.000216,0.000443,2.6e-05,
,168,13303.0,"כללביט מימון בע""מ",513754069,ח.פ.,כללביט   אגח יב,IL0011799280,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,Aa3.il,מידרוג Moodys,מנפיק,ILS,6.0,2032-03-31,0.025,0.0471,החוב לא נחות,,299084.46,1.0,88.03,,263.28405,,,,0.000224,0.001791,0.000109,
,168,13303.0,"צור שמיר אחזקות בע""מ",520025586,ח.פ.,"צור אג""ח יב",IL0012057985,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,NR,NR,NR,ILS,5.71,2035-06-30,0.076,0.0604,החוב לא נחות,,70909.05,1.0,111.53,,79.08487,,,,0.000278,0.000538,3.2e-05,
,168,13303.0,"מגה אור החזקות בע""מ",513257873,ח.פ.,"מגה אור אג""ח ח",IL0011476020,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA-,S&P מעלות,מנפיק,ILS,1.15,2027-03-31,0.014,0.0324,החוב לא נחות,,117047.18,1.0,116.79,,136.6994,,,,0.000193,0.00093,5.6e-05,
,168,13303.0,פלאזה סנטרס אן.וי,1476,מספר מנפיק,פלאזה סנטר אגח א,IL0011094955,ISIN,צמוד למדד המחירים לצרכן,ישראל,"Emerging Markets - Euope, Middle East & Africa",סחיר,TASE,בנייה,לא,NR,NR,NR,ILS,,2026-01-01,0.06,-0.9999,החוב לא נחות,,20858.56,1.0,9.2,,1.91899,,,,0.000177,1.3e-05,0.0,
,168,13303.0,"החברה לישראל בע""מ",520028010,ח.פ.,"חברה לישראל אג""ח 12",IL0057602513,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ilA+,S&P מעלות,מנפיק,ILS,0.99,2026-09-30,0.036,0.0496,החוב לא נחות,,37353.73,1.0,98.76,,36.89054,,,,0.000337,0.00025,1.5e-05,
,168,13303.0,"ביג מרכזי קניות בע""מ",513623314,ח.פ.,"ביג אג""ח כא",IL0012022179,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ilAA,S&P מעלות,מנפיק,ILS,4.48,2030-07-03,0.026,0.0276,החוב לא נחות,,323264.53,1.0,106.48,,344.21208,,,,0.000603,0.002341,0.000142,
,168,13303.0,"שפיר הנדסה ותעשיה בע""מ",514892801,ח.פ.,"שפיר הנדסה אג""ח ג",IL0011784175,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,מתכת ומוצרי בניה,לא,ilA+,S&P מעלות,מנפיק,ILS,5.28,2037-11-30,0.0234,0.0478,החוב לא נחות,,314328.39,1.0,88.72,,278.87215,,,,0.000343,0.001897,0.000115,
,168,13303.0,"אפי נכסים בע""מ",510560188,ח.פ.,"אפי נכסים אג""ח ח",IL0011422313,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,A1.il,מידרוג Moodys,מנפיק,ILS,0.81,2026-10-15,0.0257,0.0393,החוב לא נחות,,212657.99,1.0,119.85,,254.8706,,,,0.000201,0.001733,0.000105,
,168,13303.0,"הראל השקעות בביטוח ושרותים פיננסים בע""מ",520033986,ח.פ.,"הראל השקעות אג""ח א",IL0058501102,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,Aa2.il,מידרוג Moodys,מנפיק,ILS,4.69,2035-12-31,0.0195,0.0453,החוב לא נחות,,495793.77,1.0,89.16,,442.04973,,,,0.000517,0.003007,0.000183,
,168,13303.0,"משולם לוינשטין הנדסה וקבלנות בע""מ",520033424,ח.פ.,"לוינשטין הנדסה אג""ח ה",IL0011905861,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנייה,כן,ilA+,S&P מעלות,מנפיק,ILS,2.74,2031-06-30,0.05,0.0485,החוב לא נחות,,143764.53,1.0,101.81,,146.36667,,,,0.000608,0.000995,6e-05,
,168,13303.0,"הכשרת הישוב מקבוצת נמרודי בע""מ",520020116,ח.פ.,"הכשרת הישוב אג""ח 25",IL0011915274,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ilA,S&P מעלות,מנפיק,ILS,2.62,2029-12-31,0.027,0.0302,החוב לא נחות,,246003.57,1.0,110.04,,270.70233,,,,0.000624,0.001841,0.000112,
,168,13303.0,"ביג מרכזי קניות בע""מ",513623314,ח.פ.,"ביג אג""ח יג",IL0011595167,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ilAA,S&P מעלות,מנפיק,ILS,2.7,2029-03-25,0.0078,0.0271,החוב לא נחות,,232893.15,1.0,111.71,,260.16494,,,,0.000401,0.00177,0.000107,
,168,13303.0,סאפיינס אינטרנשיונל קורפוריישן N.V,1146,מספר מנפיק,"סאפיינס אג""ח ב",IL0011419368,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,תוכנה ואינטרנט,לא,ilAA-,S&P מעלות,מנפיק,ILS,0.25,2025-11-10,0.0337,0.0526,החוב לא נחות,,48380.94,1.0,93.85,,45.40551,,,,0.000691,0.000308,1.8e-05,
,168,13303.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מזרחי הנפקות 52,IL0023103810,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,4.73,2030-07-01,0.002,0.0256,החוב לא נחות,,1898814.51,1.0,106.44,,2021.09816,,,,0.000549,0.01375,0.000837,
,168,13303.0,"חברת גב ים לקרקעות בע""מ",520001736,ח.פ.,"גב ים אג""ח ו",IL0075901285,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ilAA,S&P מעלות,מנפיק,ILS,0.5,2026-03-31,0.0475,0.0506,החוב לא נחות,,83439.27,1.0,143.8,,119.98567,,,,0.000174,0.000816,4.9e-05,
,168,13303.0,"מגדל ביטוח גיוס הון בע""מ",513230029,ח.פ.,מגדל הון אגח ז,IL0011560419,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,A1.il,מידרוג Moodys,מנפיק,ILS,1.21,2026-12-31,0.041,0.0488,החוב לא נחות,,342677.83,1.0,102.14,,350.01114,,,,0.00048,0.002381,0.000145,
,168,13303.0,"אלקו בע""מ",520025370,ח.פ.,אלקו אגח יג,IL0069402332,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,ilAA-,S&P מעלות,מנפיק,ILS,2.36,2029-09-15,0.0204,0.0487,החוב לא נחות,,25092.14,1.0,93.81,,23.53894,,,,8.3e-05,0.00016,9e-06,
,168,13303.0,קרדן אן.וי.,1154,מספר מנפיק,קרדן אן וי אגח 2,IL0011130346,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,NR,NR,NR,ILS,,2026-12-31,0.068,4.3698,החוב לא נחות,,14994.7,1.0,27.03,,4.05307,,,,3.3e-05,2.7e-05,1e-06,
,168,13303.0,"הפניקס גיוסי הון (2009) בע""מ",514290345,ח.פ.,"פניקס הון אג""ח טו",IL0012019530,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,Aa2.il,מידרוג Moodys,מנפיק,ILS,4.28,2030-06-30,0.0469,0.0463,החוב לא נחות,,136262.51,1.0,100.58,,137.05284,,,,0.000272,0.000932,5.6e-05,
,168,13303.0,"אלקטרה בע""מ",520028911,ח.פ.,"אלקטרה אג""ח ו",IL0073902632,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,כן,ilA+,S&P מעלות,מנפיק,ILS,4.52,2035-12-10,0.0207,0.0495,החוב לא נחות,,174923.59,1.0,88.43,,154.68493,,,,0.00024,0.001052,6.4e-05,
,168,13303.0,"חברת החשמל לישראל בע""מ",520000472,ח.פ.,"חשמל אג""ח 35",IL0011967994,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,9.81,2037-06-12,0.032,0.0281,החוב לא נחות,,1822000.2,1.0,112.97,,2058.31363,,,,0.00037,0.014003,0.000852,
,168,13303.0,"הבינלאומי הראשון הנפקות בע""מ",513141879,ח.פ.,בינלאומי הנפקות כה COCO,IL0011670309,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aa3.il,מידרוג Moodys,מנפיק,ILS,0.73,2026-06-23,0.0232,0.0363,החוב נחות,,166130.68,1.0,118.4,,196.69873,,,,0.000553,0.001338,8.1e-05,
,168,13303.0,"אמות השקעות בע""מ",520026683,ח.פ.,"אמות אג""ח ד",IL0011331498,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,Aa2.il,מידרוג Moodys,מנפיק,ILS,1.71,2028-07-02,0.032,0.0282,החוב לא נחות,,260788.89,1.0,120.07,,313.12922,,,,0.000629,0.00213,0.000129,
,168,13303.0,"פורמולה מערכות (1985)בע""מ",520036690,ח.פ.,"פורמולה אג""ח ג",IL0025602090,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,שירותי מידע,כן,Aa3.il,מידרוג Moodys,מנפיק,ILS,0.65,2026-12-01,0.0229,0.0446,החוב לא נחות,,75392.25,1.0,99.39,,74.93236,,,,0.000227,0.000509,3.1e-05,
,168,13303.0,"כלל החזקות עסקי ביטוח בע""מ",520036120,ח.פ.,אגח כלל ביטוח סד ג,IL0012013913,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,חסום,TASE,ביטוח,לא,ilAA-,S&P מעלות,מנפיק,ILS,4.44,2031-11-01,0.0525,0.0484,החוב לא נחות,,249024.85,1.0,104.243636,,259.59256,,,,0.000292,0.001766,0.000107,
,168,13303.0,שמוס אינטרנשיונל לימיטד,1742,מספר מנפיק,"שמוס אג""ח א",IL0011559510,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,Aa3.il,מידרוג Moodys,מנפיק,ILS,2.28,2028-07-10,0.043,0.0706,החוב לא נחות,,768235.92,1.0,88.55,,680.27291,,,,0.000744,0.004628,0.000281,
,168,13303.0,"שופרסל בע""מ",520022732,ח.פ.,"שופרסל אג""ח ד",IL0077701915,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,רשתות שיווק,כן,ilAA,S&P מעלות,מנפיק,ILS,2.45,2029-10-08,0.0299,0.025,החוב לא נחות,,19344.5,1.0,119.71,5.72543,28.88273,,,,0.000163,0.000195,1.1e-05,
,168,13303.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,"מזרחי טפחות הנפקות אג""ח 67",IL0011968075,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,3.97,2033-06-12,0.0206,0.0252,החוב לא נחות,,1197608.33,1.0,106.36,,1273.77622,,,,0.000748,0.008666,0.000527,
,168,13303.0,"שיכון ובינוי אנרגיה בע""מ",510459928,ח.פ.,"שוב אנרגיה אג""ח א",IL0011985715,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,אנרגיה,כן,A3.il,מידרוג Moodys,מנפיק,ILS,4.01,2034-06-30,0.0677,0.0518,החוב לא נחות,,369924.46,1.0,108.36,,400.85015,,,,0.000548,0.002727,0.000166,
,168,13303.0,"הכשרת הישוב מקבוצת נמרודי בע""מ",520020116,ח.פ.,"הכשרת הישוב אג""ח 22",IL0061202409,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,ilA-,S&P מעלות,מנפיק,ILS,1.23,2027-06-30,0.0225,0.0336,החוב לא נחות,,58029.16,1.0,117.81,,68.36415,,,,0.000232,0.000465,2.8e-05,
,168,13303.0,"חברת החשמל לישראל בע""מ",520000472,ח.פ.,חשמל 29,IL0060002362,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,0.41,2026-03-01,0.045,0.0529,החוב לא נחות,,684818.35,1.0,120.41,,824.58977,,,,0.000463,0.00561,0.000341,
,168,13303.0,"הפניקס אחזקות בע""מ",520017450,ח.פ.,"הפניקס אג""ח 6",IL0076703342,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,ביטוח,לא,ilAA,S&P מעלות,מנפיק,ILS,3.57,2032-12-31,0.0194,0.0458,החוב לא נחות,,124512.43,1.0,91.59,,114.04093,,,,8.3e-05,0.000775,4.7e-05,
,168,13303.0,"דיסקונט מנפיקים בע""מ",520029935,ח.פ.,"דיסקונט מנפיקים אג""ח יז",IL0012159534,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,4.57,2035-03-20,0.024,0.0254,החוב לא נחות,,2046916.49,1.0,104.06,,2130.0213,,,,0.000929,0.014491,0.000882,
,168,13303.0,"אקויטל בע""מ",520030859,ח.פ.,"אקויטל אג""ח 4",IL0011976078,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,כן,ilAA,S&P מעלות,מנפיק,ILS,5.73,2036-07-25,0.0531,0.047,החוב לא נחות,,351801.5,1.0,104.74,,368.47689,,,,0.001105,0.002506,0.000152,
,168,13303.0,"ישרס חברה להשקעות בע""מ",520017807,ח.פ.,"ישרס אג""ח טז",IL0061302233,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",כן,Aa3.il,מידרוג Moodys,מנפיק,ILS,3.23,2031-07-30,0.024,0.0291,החוב לא נחות,,140193.01,1.0,118.32,,165.87637,,,,0.000136,0.001128,6.8e-05,
,168,13303.0,"דיסקונט מנפיקים בע""מ",520029935,ח.פ.,"דיסקונט מנפיקים אג""ח יד",IL0074801635,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa.il,מידרוג Moodys,מנפיק,ILS,2.48,2030-12-05,0.0268,0.0444,החוב לא נחות,,635013.38,1.0,97.92,,621.8051,,,,0.000324,0.00423,0.000257,
,168,13303.0,"איי.סי.אל גרופ בע""מ",520027830,ח.פ.,"כיל אג""ח ז",IL0028103724,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ilAA,S&P מעלות,מנפיק,ILS,7.08,2034-12-30,0.024,0.0466,החוב לא נחות,,961545.8,1.0,86.13,,828.1794,,,,0.000612,0.005634,0.000343,
