Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,זירת מסחר,סיווג הקרן,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 24
,168,12155.0,"אי.בי.אי. ניהול קרנות נאמנות (1978) בע""מ",510791031,ח.פ.,איביאי סל תא 125,IL0011488082,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"125 מניות בארץ - מניות כללי-ת""א",לא,ILS,124326.81,1.0,3172.0,,3943.64626,0.001724,0.003967,0.00014,
,168,12155.0,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם ETF תלבונד ש 50,IL0011507626,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- שקלי",לא,ILS,206872.23,1.0,4241.12,,8773.69946,0.008928,0.008827,0.000312,
,168,12155.0,"מגדל קרנות נאמנות בע""מ",511303661,ח.פ.,MTF סל‏ תלבונד שקל 50,IL0011501686,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- שקלי",לא,ILS,2344006.15,1.0,339.54,,7958.83847,0.012174,0.008007,0.000283,
,168,12155.0,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם ETF תלבונד 60,IL0011462327,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"60 אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד",לא,ILS,323921.51,1.0,3901.51,,12637.8301,0.014313,0.012715,0.000449,
,168,12155.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל תא 35,IL0011437006,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"35 מניות בארץ - מניות כללי-ת""א",לא,ILS,467313.59,1.0,3151.0,,14725.05115,0.007024,0.014814,0.000522,
,168,12155.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל תלבונד 60,IL0011451015,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"60 אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד",לא,ILS,2384511.23,1.0,392.09,,9349.43007,0.006307,0.009406,0.000332,
,168,12155.0,"הראל קרנות נאמנות בע""מ",511776783,ח.פ.,הראל סל תלבונד 20,IL0011504409,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"20 אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד",לא,ILS,720900.43,1.0,401.77,,2896.36165,0.007743,0.002914,0.000103,
,168,12155.0,"ילין לפידות-ניהול קרנות נאמנות בע""מ",513846808,ח.פ.,"י.ל סל ת""א בנקים",IL0012065491,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"מניות בארץ - מניות לפי ענפים-ת""א בנקים",לא,ILS,35690.58,1.0,9617.0,,3432.36274,0.002165,0.003453,0.000122,
,168,12155.0,"אי.בי.אי. ניהול קרנות נאמנות (1978) בע""מ",510791031,ח.פ.,איביאי סל תא 35,IL0012259946,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"35 מניות בארץ - מניות כללי-ת""א",לא,ILS,13109.97,1.0,5208.0,,682.76713,0.012519,0.000686,2.4e-05,
,168,12155.0,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם ETF תא 35,IL0011465700,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"35 מניות בארץ - מניות כללי-ת""א",לא,ILS,50875.08,1.0,31380.0,,15964.60045,0.005791,0.016062,0.000567,
,168,12155.0,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם ETF תא 125,IL0011463564,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"125 מניות בארץ - מניות כללי-ת""א",לא,ILS,73980.23,1.0,31750.0,,23488.72312,0.00266,0.023633,0.000835,
,168,12155.0,"אי.בי.אי. ניהול קרנות נאמנות (1978) בע""מ",510791031,ח.פ.,איביאי סל אינדקס בנקים יש,IL0011487746,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"מניות בארץ - מניות לפי ענפים-ת""א בנקים",לא,ILS,1262393.3,1.0,6734.0,,85009.56485,0.005819,0.085532,0.003023,
,168,12155.0,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם ETF תלבונד 20,IL0011459604,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"20 אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד",לא,ILS,72359.03,1.0,3977.99,,2878.4349,0.00284,0.002896,0.000102,
,168,12155.0,"מגדל קרנות נאמנות בע""מ",511303661,ח.פ.,MTF סל תלבונד 60‎,IL0011499964,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"60 אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד",לא,ILS,1072370.92,1.0,499.28,,5354.13353,0.006656,0.005387,0.00019,
,168,12155.0,"אי.בי.אי. ניהול קרנות נאמנות (1978) בע""מ",510791031,ח.פ.,איביאי סל תא-ביטוח,IL0012157710,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,מניות בארץ - מניות לפי ענפים-מדד אחר,לא,ILS,126353.87,1.0,9609.0,,12141.34338,0.006939,0.012216,0.000431,
,168,12155.0,"אי.בי.אי. ניהול קרנות נאמנות (1978) בע""מ",510791031,ח.פ.,איביאי סל תלבונד 60,IL0011480063,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"60 אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד",לא,ILS,2535425.74,1.0,392.58,,9953.57437,0.009158,0.010014,0.000354,
,168,12155.0,"הראל קרנות נאמנות בע""מ",511776783,ח.פ.,הראל סל תלבונד ש 50,IL0011507139,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- שקלי",לא,ILS,1544900.81,1.0,422.22,,6522.88019,0.011262,0.006563,0.000232,
,168,12155.0,"מגדל קרנות נאמנות בע""מ",511303661,ח.פ.,MTF סל‏ תא 90,IL0011502593,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"90 מניות בארץ - מניות כללי-ת""א",לא,ILS,277574.81,1.0,4757.0,,13204.23352,0.004957,0.013285,0.000469,
,168,12155.0,"מור ניהול קרנות נאמנות (2013) בע""מ",514884485,ח.פ.,מור סל אי.בנקים מש,IL0011877649,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"מניות בארץ - מניות לפי ענפים-ת""א בנקים",לא,ILS,305334.85,1.0,10670.0,,32579.22831,0.009447,0.032779,0.001159,
,168,12155.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל תא 125,IL0011437188,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"125 מניות בארץ - מניות כללי-ת""א",לא,ILS,763310.81,1.0,3198.0,,24410.67967,0.00399,0.02456,0.000868,
,168,12155.0,"הראל קרנות נאמנות בע""מ",511776783,ח.פ.,הראל סל תלבונד שקלי,IL0011505232,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- לא צמודות",לא,ILS,244319.49,1.0,419.81,,1025.67767,0.001187,0.001031,3.6e-05,
,168,12155.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל תלבונד שקלי,IL0011451841,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- לא צמודות",לא,ILS,901540.68,1.0,421.35,,3798.64165,0.003527,0.003822,0.000135,
,168,12155.0,"מגדל קרנות נאמנות בע""מ",511303661,ח.פ.,MTF סל תלבונד שקלי,IL0011500027,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- לא צמודות",לא,ILS,224068.92,1.0,487.71,,1092.80655,0.001531,0.001099,3.8e-05,
,168,12155.0,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם Bullet ETF צמוד 2025,IL0011582868,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"אג""ח בארץ - מדינה-אג""ח מדינה צמוד מדד-צמודות מדד - ממשלתיות",לא,ILS,18356.82,1.0,1236.5,,226.98212,0.000875,0.000228,8e-06,
,168,12155.0,"הראל קרנות נאמנות בע""מ",511776783,ח.פ.,הראל סל תלבונד צמוד,IL0011506065,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד צמודות",לא,ILS,267847.37,1.0,406.0,,1087.46032,0.005704,0.001094,3.8e-05,
,168,12155.0,"אי.בי.אי. ניהול קרנות נאמנות (1978) בע""מ",510791031,ח.פ.,איביאי טכ עילית,IL0011425381,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,קרן סגורה-קרן טכנולוגיה עילית,לא,ILS,1023232.12,1.0,84.7,,866.6776,0.003304,0.000872,3e-05,
,168,12155.0,"הראל קרנות נאמנות בע""מ",511776783,ח.פ.,הראל סל תלבונד 60,IL0011504730,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"60 אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד",לא,ILS,1542624.35,1.0,390.79,,6028.42169,0.007899,0.006065,0.000214,
,168,12155.0,"מגדל קרנות נאמנות בע""מ",511303661,ח.פ.,MTF סל תא 125,IL0011502833,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"125 מניות בארץ - מניות כללי-ת""א",לא,ILS,61236.66,1.0,5003.0,,3063.67009,0.000736,0.003082,0.000108,
,168,12155.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל תלבונד 20,IL0011437915,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"20 אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד",לא,ILS,676867.19,1.0,398.89,,2699.95552,0.00394,0.002716,9.6e-05,
,168,12155.0,"קסם קרנות נאמנות בע""מ",510938608,ח.פ.,קסם ETF תלבונד שקלי,IL0011464141,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- לא צמודות",לא,ILS,207588.3,1.0,4185.19,,8687.96461,0.006448,0.008741,0.000309,
,168,12155.0,"מגדל קרנות נאמנות בע""מ",511303661,ח.פ.,MTF סל (00) תל בונד 20,IL0011499881,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"20 אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד",לא,ILS,116600.7,1.0,496.66,,579.10902,0.001263,0.000582,2e-05,
,168,12155.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל תלבונד שקלי 50,IL0011693335,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- שקלי",לא,ILS,115886.69,1.0,4181.43,,4845.72065,0.008162,0.004875,0.000172,
,168,12155.0,Franklin FTSE India ETF,549300NU5VJOW0B4VV12,LEI,FLIN US Franklin FTSE India ETF,US35473P7693,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",הודו,NYSE,Index Funds,לא,USD,241384.86,3.306,3729.0,,29758.10364,0.003718,0.029941,0.001058,
,168,12155.0,Invesco EURO STOXX 50 UCITS ETF,635400HBSITNQELEBE97,LEI,SDJE50 GY Invesco EURO STOXX 50,IE00B60SWX25,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,אחר,Index Funds,לא,EUR,50199.01,3.8807,14074.0,,27417.17807,0.006478,0.027585,0.000975,
,168,12155.0,Amundi STOXX Europe  600 Energy,549300DB2EV341R0HQ23,LEI,BNKE FP AMUNDI EURO STOXX BANKS UCITC,LU1829219390,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,"MSCI AC WORLD INDEX - מניות בחו""ל - מניות כללי בחו""ל - חשופת מט""ח-מניות כללי בחו""ל",לא,EUR,14232.39,3.8807,28301.5,,15631.37638,0.001349,0.015727,0.000556,
,168,12155.0,Pershing Square Holdings Ltd/F,U7LC4KOKCTZ0YWGI2G56,LEI,PSHD LN Pershing Square Holdings Ltd/F,GG00BPFJTF46,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",LSE,"MSCI AC WORLD INDEX - מניות בחו""ל - מניות כללי בחו""ל - חשופת מט""ח-מניות כללי בחו""ל",לא,USD,69721.48,3.306,6180.0,,14244.85211,0.000219,0.014332,0.000506,
,168,12155.0,iShares Core MSCI EM IMI UCITS,549300HAPVPBRLCT6I96,LEI,EIMI LN iShares Core MSCI EM IMI UCITS,IE00BKM4GZ66,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",בריטניה,LSE,Index Funds,לא,USD,53801.31,3.306,4319.0,,7682.08112,7.5e-05,0.007728,0.000272,
,168,12155.0,iShares MSCI Europe Financials,549300Q3F47BPOYQTW29,LEI,ESIN GY ISHARES MSCI EUROPE INDUSTRIAL,IE00BMW42520,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,"מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה - מדד אחר",לא,EUR,932.16,3.8807,856.8,,30.99402,7e-06,3.1e-05,1e-06,
,168,12155.0,SPDR S&P Regional Banking ETF,549300EFWJBKUN6WJX52,LEI,KRE US SPDR KBW Regional Banki,US78464A6982,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,"Regional Banks מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות",לא,USD,13068.98,3.306,6330.0,,2734.94256,0.000212,0.002751,9.7e-05,
,168,12155.0,iShares U.S. Medical Devices E,529900VBK42Y5HHRMD23,LEI,IHI US Ishares US Medical Devices E,US4642888105,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,"מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ענפים אחרים",לא,USD,102063.86,3.306,6008.0,,20272.38016,0.001466,0.020396,0.00072,
,168,12155.0,Invesco KBW Bank ETF,ECPGFXU8A2SHKVVGJI15,LEI,KBWB US Invesco KBW Bank ETF,US46138E6288,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,"MSCI AC WORLD INDEX - מניות בחו""ל - מניות כללי בחו""ל - חשופת מט""ח-מניות כללי בחו""ל",לא,USD,79865.09,3.306,7821.0,,20650.09688,0.0011,0.020777,0.000734,
,168,12155.0,SPDR S&P Metals & Mining ETF,549300ZFEEJ2IP5VME73,LEI,XME US - SPDR Metals and Minin,US78464A7550,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,"MSCI AC WORLD INDEX - מניות בחו""ל - מניות כללי בחו""ל - חשופת מט""ח-מניות כללי בחו""ל",לא,USD,59334.07,3.306,9319.0,,18280.00354,0.002049,0.018391,0.000648,
,168,12155.0,iShares USD High Yield Corp Bo,549300XNS7MREWVF4X34,LEI,USHY US iShares BROAD USD High Yield,US46435U8532,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל","ארה""ב",אחר,Index Funds,לא,USD,87077.54,3.306,3778.0,,10876.04342,0.000129,0.010942,0.000386,
,168,12155.0,SRCE STX 600 OPT INDUSTRIAL,63540039LSF8UUN5WP93,LEI,XNPS GY- Industrials DJ600 Sor,IE00B5MJYX09,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,אחר,"MSCI AC WORLD INDEX - מניות בחו""ל - מניות כללי בחו""ל - חשופת מט""ח-מניות כללי בחו""ל",לא,EUR,4413.99,3.8807,51610.0,,8840.46731,0.023561,0.008894,0.000314,
,168,12155.0,VANECK VECTORS SEMICONDUCTOR E,549300MJTG2N9QRH7I02,LEI,SMH US VanEck Vec. Semi. E,US92189F6768,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,"מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ענפים אחרים",לא,USD,14658.66,3.306,32636.0,,15815.91114,0.000149,0.015912,0.000561,
,168,12155.0,GLOBAL HORIZON FUND,549300UV6MMK38353F61,LEI,HXT CN EQUITY,CA44056G1054,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",קנדה,TSX,Index Funds,לא,CAD,82687.3,2.3745,7866.0,,15444.18224,0.001423,0.015539,0.000549,
,168,12155.0,Consumer Discretionary Select,549300CD2I087Y919K79,LEI,XLY - SPDR Discritionary,US81369Y4070,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,24421.03,3.306,23964.0,,19347.56222,0.000237,0.019465,0.000687,
,168,12155.0,Materials Select Sector SPDR F,549300N81BAQ1XPGBT65,LEI,XLB - SPDR Material,US81369Y1001,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,42428.51,3.306,8962.0,,12570.87551,0.000688,0.012647,0.000445,
,168,12155.0,iShares USD High Yield Corp Bo,549300XNS7MREWVF4X34,LEI,IHYU LN iShar $ HY Corp,IE00B4PY7Y77,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל","ארה""ב",LSE,Index Funds,לא,USD,14512.92,3.306,9759.0,,4682.34108,0.000228,0.004711,0.000166,
,168,12155.0,BlackRock inc,529900VBK42Y5HHRMD23,LEI,METL NA ISHARES ESSENTIAL METALS,IE000ROSD5J6,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירלנד,NYSE,Index Funds,לא,USD,886226.88,3.306,730.76,,21410.28929,0.022594,0.021542,0.000761,
,168,12155.0,Industrial Select Sector SPDR,549300HQI51T8KP6U325,LEI,XLI-SPDR Industrial,US81369Y7040,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,"מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ענפים אחרים",לא,USD,91195.52,3.306,15423.0,,46499.16882,0.000586,0.046785,0.001654,
,168,12155.0,Industrial Select Sector SPDR,549300HQI51T8KP6U325,LEI,SPDR MSCI EUROPE INDUSTRIALS ETF,IE00BKWQOJ47,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,"מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה - מדד אחר",לא,EUR,4727.95,3.8807,39550.0,,7256.54425,0.002024,0.007301,0.000258,
,168,12155.0,iShares Expanded Tech-Software,54930072GM1ADLZJ5373,LEI,IGV US iShares North American Tech-So,US4642875151,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",CBOE,"Technology מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות",לא,USD,52294.75,3.306,11501.0,,19883.66863,0.000611,0.020005,0.000706,
,168,12155.0,TOPIX Banks Exchange Traded,353800A9AYNTIQFRDM29,LEI,1615 JP TOPIX Banks Exchange Traded,JP3040170007,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,1346263.99,0.022332,47230.0,,14199.58969,1.8e-05,0.014286,0.000505,
,168,12155.0,Franklin FTSE China ETF,5493007BO6696OMBQG08,LEI,FLXC LN Franklin FTSE China UCITS ETF,IE00BHZRR147,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",סין,LSE,Index Funds,לא,USD,467348.85,3.306,3486.5,,53868.35288,0.007686,0.054199,0.001915,
,168,12155.0,iShares Core TOPIX ETF,549300SP7D90SMMY7N82,LEI,1475 JP iShares Core TOPIX ETF,JP3048120004,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,1258981.51,0.022332,32400.0,,9109.4463,1e-06,0.009165,0.000324,
,168,12155.0,iShares USD Corp Bond UCITS ET,549300QQR5SNTQVNFC45,LEI,LQDE LN iShares $ corp Bond,IE0032895942,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל","ארה""ב",LSE,Index Funds,לא,USD,65308.15,3.306,10390.0,,22432.91909,0.000762,0.02257,0.000797,
,168,12155.0,Health Care Select Sector SPDR,549300EJNY3KKJHPOY44,LEI,XLV-SPDR Health Care,US81369Y2090,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,25426.13,3.306,13917.0,,11698.46422,0.000102,0.011769,0.000414,
,168,12155.0,Utilities Select Sector SPDR F,549300ERQDM80PRYUH21,LEI,XLU-SPDR Utilities,US81369Y8865,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,"מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ענפים אחרים",לא,USD,81946.17,3.306,8721.0,,23626.41326,0.000336,0.02377,0.000838,
,168,12155.0,Invesco S&P 500 UCITS ETF,635400KZRKKKNVCJXD85,LEI,SPXS LN SOURCE S&P 500 UCITS ETF,IE00B3YCGJ38,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",LSE,Index Funds,לא,USD,4402.84,3.306,132232.0,,19247.39954,0.000121,0.019365,0.000684,
,168,12155.0,ENERGY SELECT SECTOR SPDR FUND,54930064FLK0RD4TRU75,LEI,XLE-SPDR Eenrgy,US81369Y5069,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,93049.09,3.306,8934.0,,27482.7957,0.000308,0.02765,0.000976,
,168,12155.0,Technology Select Sector SPDR,549300BR5T0JNM2MW070,LEI,XLK US Techology SPDR,US81369Y8030,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,"Technology מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות",לא,USD,23572.86,3.306,28186.0,,21965.87838,7.3e-05,0.022101,0.000781,
,168,12155.0,Source STOXX Europe 600 Optimi,635400P6NV26FABBYW18,LEI,X7PS GY- Banks DJ600 Source,IE00B5MTWD60,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,אחר,"מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה - מדד אחר",לא,EUR,34933.25,3.8807,17810.0,,24144.20563,0.012827,0.024292,0.000858,
,168,12155.0,iShares MSCI Europe Financials,549300Q3F47BPOYQTW29,LEI,iShares Msci Europe Consumer Discretionary,IE00BMW42298,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,"מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ענפים אחרים",לא,EUR,548708.17,3.8807,633.1,,13481.05275,0.009085,0.013564,0.000479,
,168,12155.0,VANECK VECTORS GOLD MINERS ETF,54930031TORTKAM9TJ98,LEI,GDX US VanEck Vectors Gold Miners ETF,US92189F1066,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",קנדה,NYSE,"מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ענפים אחרים",לא,USD,23903.6,3.306,7640.0,,6037.53237,8.2e-05,0.006074,0.000214,
,168,12155.0,Consumer Staples Select Sector,549300Z52QUV3UXHLA68,LEI,XLP-SPDR Consumer Stapels,US81369Y3080,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,84863.57,3.306,7837.0,,21987.40672,0.000413,0.022122,0.000781,
,168,12155.0,Communication Services Select,549300ZFEEJ2IP5VME73,LEI,XLC US - Communication Services SPDR,US81369Y8527,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,"מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ענפים אחרים",לא,USD,29888.94,3.306,11837.0,,11696.47619,0.000128,0.011768,0.000416,
,168,12155.0,Global X Japan Mid & Small Cap,988400XS10PE37QW6R37,LEI,2837 JP Global X Japan Mid & Small Cap,JP3049420007,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,"NIKKEI 225 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אסיה יפן",לא,JPY,144955.51,0.022332,271000.0,,8772.66693,0.000208,0.008826,0.000312,
,168,12155.0,iShares MSCI Brazil ETF,549300FJMHPYN6U09212,LEI,4BRZ GY iShares MSCI Brazil UCITS,DE000A0Q4R85,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",ברזיל,אחר,Index Funds,לא,USD,91236.59,3.306,4159.0,,12544.71583,0.00127,0.012621,0.000445,
,168,12155.0,Financial Select Sector SPDR F,549300Y12KQ6ZG08NY28,LEI,XLF-SPDR Financial,US81369Y6059,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,58987.35,3.306,5387.0,,10505.30635,5.8e-05,0.010569,0.000373,
,168,12155.0,Lyxor STOXX Europe 600 Healthc,549300PIEKDU0YN6UJ34,LEI,HLT FP Lyxor STOXX Europe 600 Healthc,LU1834986900,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,22380.62,3.8807,13635.6,,11842.85399,0.003911,0.011915,0.00042,
,168,13303.0,"מגדל קרנות נאמנות בע""מ",511303661,ח.פ.,MTF סל‏ תלבונד שקל 50,IL0011501686,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"אג""ח בארץ - חברות והמרה-תל בונד שקלי-תל בונד- שקלי",לא,ILS,387973.44,1.0,339.54,,1317.32503,0.002015,0.004688,0.000545,
,168,13303.0,"מיטב קרנות נאמנות בע""מ",513534974,ח.פ.,תכלית סל תלבונד 20,IL0011437915,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"20 אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד",לא,ILS,112033.19,1.0,398.89,,446.8892,0.000652,0.00159,0.000185,
,168,13303.0,"הראל קרנות נאמנות בע""מ",511776783,ח.פ.,הראל סל תלבונד 60,IL0011504730,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"60 אג""ח בארץ - חברות והמרה-תל בונד צמוד מדד-תל בונד",לא,ILS,255330.93,1.0,390.79,,997.80776,0.001307,0.003551,0.000413,
