Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מאפיין עיקרי,שם נייר ערך,מספר נייר ערך,תאריך רכישה,"מח""מ",סוג הצמדה,מועד פדיון,שיעור ריבית,תשואה לפדיון,ערך נקוב (יחידות),שער נייר הערך,"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 19
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8875 4.8% 2034,8288750.0,2019-06-02,7.0886,צמוד למדד המחירים לצרכן,2034-06-02,0.048,0.0486,2638.68,119.543823,3.86742,3.15437,עלות מופחתת,4.1e-05,7e-06,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8832 4.80% 2030,8288326.0,2015-11-01,4.4884,צמוד למדד המחירים לצרכן,2030-11-01,0.048,0.0486,934656.45,121.720494,1292.4109,1137.66844,עלות מופחתת,0.014861,0.002663,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8819 4.80% 2029,8288193.0,2014-10-01,3.6054,צמוד למדד המחירים לצרכן,2029-10-01,0.048,0.0486,441955.12,121.230274,593.22927,535.7834,עלות מופחתת,0.006998,0.001254,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8900 4.8% 2036,8289000.0,2021-08-01,8.5153,צמוד למדד המחירים לצרכן,2036-08-01,0.048,0.0486,223447.78,117.79669,336.43094,263.21409,עלות מופחתת,0.003438,0.000616,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8817 4.80% 2029,8288177.0,2014-08-01,3.5252,צמוד למדד המחירים לצרכן,2029-08-01,0.048,0.0486,336955.17,119.336051,444.05756,402.10899,עלות מופחתת,0.005252,0.000941,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8773 4.8% 2024,8287732.0,2010-12-01,0.1698,צמוד למדד המחירים לצרכן,2025-12-01,0.048,0.0486,122671.45,127.762436,157.39305,156.72803,עלות מופחתת,0.002047,0.000366,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8852 4.80% 2032,8288524.0,2017-07-02,5.786,צמוד למדד המחירים לצרכן,2032-07-02,0.048,0.0486,182771.37,120.63798,260.16038,220.49169,עלות מופחתת,0.00288,0.000516,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8889 4.8% 2035,8288890.0,2020-09-01,7.9818,צמוד למדד המחירים לצרכן,2035-09-01,0.048,0.0486,1350508.52,119.090536,2023.62244,1608.32784,עלות מופחתת,0.021009,0.003765,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8814 4.80% 2029,8288144.0,2014-05-01,3.2732,צמוד למדד המחירים לצרכן,2029-05-01,0.048,0.0486,315241.73,121.349815,419.4367,382.54525,עלות מופחתת,0.004997,0.000895,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8811 4.80% 2029,8288110.0,2014-02-02,3.1079,צמוד למדד המחירים לצרכן,2029-02-02,0.048,0.0486,242494.28,119.320266,315.59283,289.34482,עלות מופחתת,0.003779,0.000677,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8857 4.80% 2032,8288570.0,2017-12-01,6.0603,צמוד למדד המחירים לצרכן,2032-12-01,0.048,0.0486,610982.49,121.251186,881.15988,740.82352,עלות מופחתת,0.009677,0.001734,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8787 4.8%,8287872.0,2012-02-01,1.3047,צמוד למדד המחירים לצרכן,2027-02-01,0.048,0.0486,527714.01,123.489416,674.97264,651.67094,עלות מופחתת,0.008512,0.001525,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8864 4.8% 2033,8288640.0,2018-07-01,6.4924,צמוד למדד המחירים לצרכן,2033-07-01,0.048,0.0486,412519.86,120.057774,596.57631,495.26216,עלות מופחתת,0.006469,0.001159,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8790 4.8% 2027,8287906.0,2012-05-01,1.5145,צמוד למדד המחירים לצרכן,2027-05-01,0.048,0.0486,213247.58,124.480757,276.5648,265.45221,עלות מופחתת,0.003467,0.000621,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8876 4.8% 2034,8288760.0,2019-07-01,7.1686,צמוד למדד המחירים לצרכן,2034-07-01,0.048,0.0486,421817.45,118.269082,613.04931,498.87963,עלות מופחתת,0.006516,0.001167,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8807 4.80% 2028,8288078.0,2013-10-01,2.7683,צמוד למדד המחירים לצרכן,2028-10-01,0.048,0.0486,532624.24,121.230274,697.60586,645.70182,עלות מופחתת,0.008434,0.001511,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8891 4.8% 2035,8288910.0,2020-11-01,7.96,צמוד למדד המחירים לצרכן,2035-11-01,0.048,0.0486,642959.7,121.109518,979.58765,778.68539,עלות מופחתת,0.010171,0.001822,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8899 4.8% 2036,8288990.0,2021-07-01,8.4303,צמוד למדד המחירים לצרכן,2036-07-01,0.048,0.0486,479689.84,118.380945,724.13189,567.86136,עלות מופחתת,0.007417,0.001329,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8863 4.80% 2033,8288630.0,2018-06-01,6.4097,צמוד למדד המחירים לצרכן,2033-06-01,0.048,0.0486,545245.68,121.13077,793.69049,660.46029,עלות מופחתת,0.008627,0.001546,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8830 4.80% 2030,8288300.0,2015-09-01,4.4269,צמוד למדד המחירים לצרכן,2030-09-01,0.048,0.0486,66403.52,119.092969,89.67036,79.08192,עלות מופחתת,0.001033,0.000185,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8871 4.8% 2034,8288710.0,2019-02-01,6.9223,צמוד למדד המחירים לצרכן,2034-02-01,0.048,0.0486,610920.95,119.583237,890.90381,730.55905,עלות מופחתת,0.009543,0.00171,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8829 4.80% 2030,8288292.0,2015-08-02,4.3456,צמוד למדד המחירים לצרכן,2030-08-02,0.048,0.0486,444090.85,119.790982,601.75455,531.98079,עלות מופחתת,0.006949,0.001245,
,168,14277.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8820 4.80% 2029,8288201.0,2014-11-02,3.6929,צמוד למדד המחירים לצרכן,2029-11-02,0.048,0.0486,376560.18,121.096058,506.08068,455.99954,עלות מופחתת,0.005956,0.001067,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8831 4.80% 2030,8288318.0,2015-10-01,4.4037,צמוד למדד המחירים לצרכן,2030-10-01,0.048,0.0486,47756.17,121.708525,65.87835,58.12334,עלות מופחתת,0.000534,9.7e-05,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8781 4.8%,8287815.0,2011-08-01,0.8239,צמוד למדד המחירים לצרכן,2026-08-01,0.048,0.0486,262676.42,123.489416,331.67593,324.37757,עלות מופחתת,0.002982,0.000544,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8823 4.80% 2029,8288235.0,2015-02-01,3.9422,צמוד למדד המחירים לצרכן,2030-02-01,0.048,0.0486,656899.14,119.569799,877.90292,785.45298,עלות מופחתת,0.007221,0.001319,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8799 4.8% 2028,8287997.0,2013-02-01,2.225,צמוד למדד המחירים לצרכן,2028-02-01,0.048,0.0486,682747.55,121.503284,881.77262,829.56069,עלות מופחתת,0.007626,0.001393,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8874 4.8% 2034,8288740.0,2019-05-01,7.0014,צמוד למדד המחירים לצרכן,2034-05-01,0.048,0.0486,1557254.95,120.387885,2293.06792,1874.74629,עלות מופחתת,0.017235,0.003149,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8784  % 4.8,8287849.0,2011-11-01,1.0527,צמוד למדד המחירים לצרכן,2026-11-01,0.048,0.0486,509698.39,124.959528,655.54297,636.9167,עלות מופחתת,0.005855,0.00107,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8820 4.80% 2029,8288201.0,2014-11-02,3.6929,צמוד למדד המחירים לצרכן,2029-11-02,0.048,0.0486,535052.02,121.096058,719.08689,647.9269,עלות מופחתת,0.005956,0.001088,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8906 4.8% 2037,8289080.0,2022-04-01,8.7668,צמוד למדד המחירים לצרכן,2037-04-01,0.048,0.0486,683288.77,117.238719,1032.17593,801.079,עלות מופחתת,0.007364,0.001345,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8896 4.8% 2036,8288960.0,2021-04-01,8.1802,צמוד למדד המחירים לצרכן,2036-04-01,0.048,0.0486,544227.84,121.342068,836.30493,660.37731,עלות מופחתת,0.006071,0.001109,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8805 4.80% 2028,8288052.0,2013-08-01,2.6679,צמוד למדד המחירים לצרכן,2028-08-01,0.048,0.0486,548956.81,119.92217,708.95929,658.32092,עלות מופחתת,0.006052,0.001105,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8863 4.80% 2033,8288630.0,2018-06-01,6.4097,צמוד למדד המחירים לצרכן,2033-06-01,0.048,0.0486,774736.19,121.13077,1127.74987,938.44391,עלות מופחתת,0.008627,0.001576,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8807 4.80% 2028,8288078.0,2013-10-01,2.7683,צמוד למדד המחירים לצרכן,2028-10-01,0.048,0.0486,756802.46,121.230274,991.22382,917.47369,עלות מופחתת,0.008434,0.001541,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8854 4.80% 2032,8288540.0,2017-09-01,5.9519,צמוד למדד המחירים לצרכן,2032-09-01,0.048,0.0486,609315.98,120.658662,871.52151,735.19251,עלות מופחתת,0.006759,0.001235,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8892 4.8% 2035,8288920.0,2020-12-01,8.0428,צמוד למדד המחירים לצרכן,2035-12-01,0.048,0.0486,3389473.73,120.274041,5140.21073,4076.65703,עלות מופחתת,0.037478,0.006848,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8845 4.80% 2031,8288458.0,2016-12-01,5.3322,צמוד למדד המחירים לצרכן,2031-12-01,0.048,0.0486,803623.43,121.487311,1136.87238,976.3005,עלות מופחתת,0.008975,0.00164,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8839 4.80% 2031,8288391.0,2016-06-01,4.9551,צמוד למדד המחירים לצרכן,2031-06-01,0.048,0.0486,589258.49,122.474057,831.20452,721.68878,עלות מופחתת,0.006634,0.001212,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8857 4.80% 2032,8288570.0,2017-12-01,6.0603,צמוד למדד המחירים לצרכן,2032-12-01,0.048,0.0486,868141.21,121.251186,1252.03458,1052.63151,עלות מופחתת,0.009677,0.001768,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8837 4.80% 2031,8288375.0,2016-04-01,4.7879,צמוד למדד המחירים לצרכן,2031-04-01,0.048,0.0486,1210049.09,123.689522,1715.69077,1496.70393,עלות מופחתת,0.013759,0.002514,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8884 4.8% 2035,8288840.0,2020-03-01,7.6606,צמוד למדד המחירים לצרכן,2035-03-01,0.048,0.0486,3202.7,118.853295,4.74506,3.80651,עלות מופחתת,3.4e-05,6e-06,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8826 4.80% 2030,8288268.0,2015-05-01,4.0907,צמוד למדד המחירים לצרכן,2030-05-01,0.048,0.0486,935519.37,122.582844,1287.8748,1146.78625,עלות מופחתת,0.010543,0.001926,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8797 4.8% 2027,8287971.0,2012-12-02,2.058,צמוד למדד המחירים לצרכן,2027-12-02,0.048,0.0486,633024.5,122.10499,817.95568,772.9545,עלות מופחתת,0.007106,0.001298,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8879 4.8% 2034,8288790.0,2019-10-02,7.2485,צמוד למדד המחירים לצרכן,2034-10-02,0.048,0.0486,1111154.98,120.48536,1649.5532,1338.77908,עלות מופחתת,0.012308,0.002249,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8819 4.80% 2029,8288193.0,2014-10-01,3.6054,צמוד למדד המחירים לצרכן,2029-10-01,0.048,0.0486,627971.27,121.230274,842.91577,761.29129,עלות מופחתת,0.006998,0.001278,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8800 4.8% 2028,8288003.0,2013-03-01,2.3046,צמוד למדד המחירים לצרכן,2028-03-01,0.048,0.0486,395076.53,121.232645,510.51725,478.96173,עלות מופחתת,0.004403,0.000804,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8905 4.8% 2037,8289050.0,2022-01-02,8.7321,צמוד למדד המחירים לצרכן,2037-01-02,0.048,0.0486,1712997.41,117.208306,2582.79946,2007.77525,עלות מופחתת,0.018458,0.003373,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8809 4.80% 2028,8288094.0,2013-12-01,2.9355,צמוד למדד המחירים לצרכן,2028-12-01,0.048,0.0486,651835.63,119.931453,848.69196,781.75594,עלות מופחתת,0.007187,0.001313,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8878 4.8% 2034,8288780.0,2019-09-01,7.337,צמוד למדד המחירים לצרכן,2034-09-01,0.048,0.0486,2227.42,118.381638,3.25554,2.63685,עלות מופחתת,2.4e-05,4e-06,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8852 4.80% 2032,8288524.0,2017-07-02,5.786,צמוד למדד המחירים לצרכן,2032-07-02,0.048,0.0486,259698.7,120.63798,369.66026,313.29527,עלות מופחתת,0.00288,0.000526,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8806 4.80% 2028,8288060.0,2013-09-01,2.7523,צמוד למדד המחירים לצרכן,2028-09-01,0.048,0.0486,121237.45,119.095316,155.90144,144.38812,עלות מופחתת,0.001327,0.000242,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8850 4.80% 2032,8288508.0,2017-05-01,5.6161,צמוד למדד המחירים לצרכן,2032-05-01,0.048,0.0486,1124795.13,122.336575,1615.81213,1376.03583,עלות מופחתת,0.01265,0.002311,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8815 4.80% 2029,8288151.0,2014-06-01,3.3578,צמוד למדד המחירים לצרכן,2029-06-01,0.048,0.0486,709235.12,120.755293,941.38176,856.43895,עלות מופחתת,0.007873,0.001438,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8902 4.8% 2036,8289020.0,2021-10-01,8.4777,צמוד למדד המחירים לצרכן,2036-10-01,0.048,0.0486,469108.28,118.846279,712.23451,557.51773,עלות מופחתת,0.005125,0.000936,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8789 4.8% 2027,8287898.0,2012-04-01,1.4322,צמוד למדד המחירים לצרכן,2027-04-01,0.048,0.0486,569056.32,125.449565,742.10135,713.87868,עלות מופחתת,0.006563,0.001199,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8899 4.8% 2036,8288990.0,2021-07-01,8.4303,צמוד למדד המחירים לצרכן,2036-07-01,0.048,0.0486,681588.3,118.380945,1028.91449,806.87067,עלות מופחתת,0.007417,0.001355,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8883 4.8% 2035,8288830.0,2020-02-02,7.5853,צמוד למדד המחירים לצרכן,2035-02-02,0.048,0.0486,794018.45,118.85334,1173.4658,943.71745,עלות מופחתת,0.008676,0.001585,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8893 4.8% 2036,8288930.0,2021-01-01,8.1272,צמוד למדד המחירים לצרכן,2036-01-01,0.048,0.0486,1123003.0,120.039591,1703.69315,1348.0482,עלות מופחתת,0.012393,0.002264,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8843 4.80% 2031,8288433.0,2016-10-02,5.3019,צמוד למדד המחירים לצרכן,2031-10-02,0.048,0.0486,499589.22,122.55141,695.30406,612.25363,עלות מופחתת,0.005628,0.001028,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8901 4.8% 2036,8289010.0,2021-09-01,8.5984,צמוד למדד המחירים לצרכן,2036-09-01,0.048,0.0486,1641498.52,116.868163,2457.6285,1918.38917,עלות מופחתת,0.017636,0.003222,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8891 4.8% 2035,8288910.0,2020-11-01,7.96,צמוד למדד המחירים לצרכן,2035-11-01,0.048,0.0486,913577.42,121.109518,1391.88998,1106.42921,עלות מופחתת,0.010171,0.001858,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8876 4.8% 2034,8288760.0,2019-07-01,7.1686,צמוד למדד המחירים לצרכן,2034-07-01,0.048,0.0486,599357.79,118.269082,871.07794,708.85495,עלות מופחתת,0.006516,0.00119,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8858 4.80% 2033,8288580.0,2018-01-01,6.1449,צמוד למדד המחירים לצרכן,2033-01-01,0.048,0.0486,1073319.75,121.135082,1550.06231,1300.16676,עלות מופחתת,0.011953,0.002184,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8894 4.8% 2036,8288940.0,2021-02-01,8.2122,צמוד למדד המחירים לצרכן,2036-02-01,0.048,0.0486,1838788.5,119.684514,2787.83954,2200.74508,עלות מופחתת,0.020232,0.003697,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8889 4.8% 2035,8288890.0,2020-09-01,7.9818,צמוד למדד המחירים לצרכן,2035-09-01,0.048,0.0486,1918929.13,119.090536,2875.3525,2285.26299,עלות מופחתת,0.021009,0.003839,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8875 4.8% 2034,8288750.0,2019-06-02,7.0886,צמוד למדד המחירים לצרכן,2034-06-02,0.048,0.0486,3749.28,119.543823,5.49519,4.48203,עלות מופחתת,4.1e-05,7e-06,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8814 4.80% 2029,8288144.0,2014-05-01,3.2732,צמוד למדד המחירים לצרכן,2029-05-01,0.048,0.0486,447925.0,121.349815,595.97499,543.55616,עלות מופחתת,0.004997,0.000913,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8903 4.8% 2036,8289030.0,2021-11-01,8.5622,צמוד למדד המחירים לצרכן,2036-11-01,0.048,0.0486,1521830.6,118.150545,2302.2929,1798.05114,עלות מופחתת,0.01653,0.00302,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8851 4.80% 2032,8288516.0,2017-06-01,5.7006,צמוד למדד המחירים לצרכן,2032-06-01,0.048,0.0486,884992.73,121.613877,1266.80735,1076.27397,עלות מופחתת,0.009894,0.001808,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8861 4.80% 2033,8288610.0,2018-04-01,6.2425,צמוד למדד המחירים לצרכן,2033-04-01,0.048,0.0486,112096.13,122.939151,164.8394,137.81004,עלות מופחתת,0.001266,0.000231,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8877 4.8% 2034,8288770.0,2019-08-01,7.2537,צמוד למדד המחירים לצרכן,2034-08-01,0.048,0.0486,1482108.59,118.516376,2163.28667,1756.54139,עלות מופחתת,0.016148,0.002951,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8880 4.8% 2034,8288800.0,2019-11-01,7.3303,צמוד למדד המחירים לצרכן,2034-11-01,0.048,0.0486,1613261.93,120.268448,2395.94097,1940.24508,עלות מופחתת,0.017837,0.003259,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8840 4.80% 2031,8288409.0,2016-07-01,5.0376,צמוד למדד המחירים לצרכן,2031-07-01,0.048,0.0486,50155.32,121.62141,70.42248,60.99961,עלות מופחתת,0.00056,0.000102,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8808 4.80% 2028,8288086.0,2013-11-01,2.8531,צמוד למדד המחירים לצרכן,2028-11-01,0.048,0.0486,807169.99,120.756718,1055.44069,974.71199,עלות מופחתת,0.008961,0.001637,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8864 4.8% 2033,8288640.0,2018-07-01,6.4924,צמוד למדד המחירים לצרכן,2033-07-01,0.048,0.0486,586146.89,120.057774,847.67156,703.71491,עלות מופחתת,0.006469,0.001182,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה  8802  4.8%  2028,8288029.0,2013-05-01,2.4159,צמוד למדד המחירים לצרכן,2028-05-01,0.048,0.0486,530693.64,122.919496,697.46199,652.32594,עלות מופחתת,0.005997,0.001095,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8869 4.8% 2033,8288690.0,2018-12-02,6.7555,צמוד למדד המחירים לצרכן,2033-12-02,0.048,0.0486,655825.62,119.806184,953.79178,785.71965,עלות מופחתת,0.007223,0.00132,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8818 4.80% 2029,8288185.0,2014-09-01,3.6094,צמוד למדד המחירים לצרכן,2029-09-01,0.048,0.0486,824312.77,118.746399,1083.7067,978.84174,עלות מופחתת,0.008999,0.001644,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8810 4.80% 2029,8288102.0,2014-01-01,3.0202,צמוד למדד המחירים לצרכן,2029-01-01,0.048,0.0486,407140.68,119.926803,531.29549,488.2708,עלות מופחתת,0.004488,0.00082,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8866 4.8% 2033,8288660.0,2018-09-02,6.6636,צמוד למדד המחירים לצרכן,2033-09-02,0.048,0.0486,1359511.27,118.97531,1957.7374,1617.48274,עלות מופחתת,0.01487,0.002717,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8867 4.8% 2033,8288670.0,2018-10-02,6.7642,צמוד למדד המחירים לצרכן,2033-10-02,0.048,0.0486,649738.17,121.225972,933.2438,787.65141,עלות מופחתת,0.007241,0.001323,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8773 4.8% 2024,8287732.0,2010-12-01,0.1698,צמוד למדד המחירים לצרכן,2025-12-01,0.048,0.0486,174303.09,127.762436,223.63881,222.69388,עלות מופחתת,0.002047,0.000374,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8824 4.80% 2030,8288243.0,2015-03-01,4.0197,צמוד למדד המחירים לצרכן,2030-03-01,0.048,0.0486,1186388.86,120.173475,1597.75758,1425.72472,עלות מופחתת,0.013107,0.002395,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8827 4.80% 2030,8288276.0,2015-06-01,4.1754,צמוד למדד המחירים לצרכן,2030-06-01,0.048,0.0486,293743.46,121.365112,401.34296,356.50207,עלות מופחתת,0.003277,0.000598,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8813 4.80% 2029,8288136.0,2014-04-01,3.1907,צמוד למדד המחירים לצרכן,2029-04-01,0.048,0.0486,777126.8,122.185777,1038.70474,949.53841,עלות מופחתת,0.008729,0.001595,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8786 % 4.8,8287864.0,2012-01-01,1.2198,צמוד למדד המחירים לצרכן,2027-01-01,0.048,0.0486,183509.28,123.979453,235.12168,227.5138,עלות מופחתת,0.002091,0.000382,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8846 4.80% 2032,8288466.0,2017-01-01,5.4168,צמוד למדד המחירים לצרכן,2032-01-01,0.048,0.0486,995009.62,121.498457,1411.02828,1208.92134,עלות מופחתת,0.011114,0.00203,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8772 4.8% 2024,8287724.0,2010-11-01,0.0876,צמוד למדד המחירים לצרכן,2025-11-01,0.048,0.0486,426101.42,128.624337,549.19548,548.07013,עלות מופחתת,0.005038,0.00092,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8788 % 4.8,8287880.0,2012-03-01,1.3816,צמוד למדד המחירים לצרכן,2027-03-01,0.048,0.0486,437161.71,122.999379,558.20897,537.70618,עלות מופחתת,0.004943,0.000903,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8871 4.8% 2034,8288710.0,2019-02-01,6.9223,צמוד למדד המחירים לצרכן,2034-02-01,0.048,0.0486,868053.77,119.583237,1265.87967,1038.0468,עלות מופחתת,0.009543,0.001743,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8803 4.80% 2028,8288037.0,2013-06-02,2.5033,צמוד למדד המחירים לצרכן,2028-06-02,0.048,0.0486,846201.14,121.936104,1106.15785,1031.8247,עלות מופחתת,0.009486,0.001733,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8855 4.80% 2032,8288550.0,2017-10-01,5.8931,צמוד למדד המחירים לצרכן,2032-10-01,0.048,0.0486,902561.84,122.693746,1311.01568,1107.38693,עלות מופחתת,0.01018,0.00186,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8838 4.80% 2031,8288383.0,2016-05-01,4.8705,צמוד למדד המחירים לצרכן,2031-05-01,0.048,0.0486,1119444.72,123.457557,1587.94336,1382.03911,עלות מופחתת,0.012705,0.002321,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8898 4.8% 2036,8288980.0,2021-06-01,8.3474,צמוד למדד המחירים לצרכן,2036-06-01,0.048,0.0486,1169192.9,119.320049,1774.80948,1395.08155,עלות מופחתת,0.012825,0.002343,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8873 4.8% 2034,8288730.0,2019-04-01,6.9188,צמוד למדד המחירים לצרכן,2034-04-01,0.048,0.0486,482463.86,121.47899,715.10892,586.09223,עלות מופחתת,0.005388,0.000984,
,168,14278.0,ערד בקרן פנסיה מקיפה חדשה,ערד סדרה 8895 4.8% 2036,8288950.0,2021-03-01,8.2921,צמוד למדד המחירים לצרכן,2036-03-01,0.048,0.0486,1472050.38,119.329797,2230.49908,1756.59473,עלות מופחתת,0.016149,0.002951,
