Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,זירת מסחר,ענף מסחר,נכס בסיס,תאריך פקיעה,בעל עניין/צד קשור,מטבע פעילות,שער מימוש,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 25
,168,12155.0,"הבורסה לניירות ערך בתל-אביב בע""מ",520020033,ח.פ.,PN C12000 OCT25,IL0858682979,ISIN,מניה,ישראל,ישראל,TASE,ביטוח,מניות לרבות מדדי מניות,2025-10-31,לא,ILS,12000.0,25.17,1.0,945500.0,237.99311,0.099663,8e-06,
,168,12155.0,"הבורסה לניירות ערך בתל-אביב בע""מ",520020033,ח.פ.,PN P12000 OCT25,IL0858685113,ISIN,מניה,ישראל,ישראל,TASE,ביטוח,מניות לרבות מדדי מניות,2025-10-31,לא,ILS,12000.0,-25.17,1.0,332300.0,-83.64369,-0.035027,-2e-06,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,NICE US C165 17/10/25,NICE US 10/17/25 C165,טיקר,מניה,"חו""ל",ישראל,NYSE,Software,מניות לרבות מדדי מניות,2025-10-17,לא,USD,165.0,91.77,3.306,40.0,12.13564,0.005081,0.0,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,WIX C240 19/12/25,WIX US 12/19/25 C240 EQUITY,טיקר,מניה,"חו""ל",ישראל,NASDAQ,Software,מניות לרבות מדדי מניות,2025-12-19,לא,USD,240.0,-45.88,3.306,204.0,-30.94587,-0.012959,-1e-06,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,NICE US P140 17/10/25,NICE US 10/17/25 P140,טיקר,מניה,"חו""ל",ישראל,NYSE,Software,מניות לרבות מדדי מניות,2025-10-17,לא,USD,140.0,-91.77,3.306,217.0,-65.83582,-0.027569,-2e-06,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,OSCR C25 15/01/2027,OSCR US 01/15/27 CALL 25,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Insurance,מניות לרבות מדדי מניות,2027-01-15,לא,USD,25.0,-194.86,3.306,520.0,-334.98802,-0.140281,-1.1e-05,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,TLT US 16/01/2026 P85,TLT US 01/16/2026 P85,טיקר,מדד,"חו""ל","ארה""ב",NYSE,Other,"ריבית ואג""ח",2026-01-16,לא,USD,85.0,-81.09,3.306,98.0,-26.27276,-0.011002,0.0,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,RRC US C40 19/12/25,RRC US 12/19/25 C40,טיקר,מניה,"חו""ל","ארה""ב",NYSE,"Oil, Gas & Consumable Fuels",מניות לרבות מדדי מניות,2025-12-19,לא,USD,40.0,-368.93,3.306,163.0,-198.80879,-0.083254,-7e-06,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,RRC US P35 19/12/25,RRC US 12/19/25 P35,טיקר,מניה,"חו""ל","ארה""ב",NYSE,"Oil, Gas & Consumable Fuels",מניות לרבות מדדי מניות,2025-12-19,לא,USD,35.0,-368.93,3.306,140.0,-170.75602,-0.071506,-6e-06,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,ODD 15/01/27 C90,ODD US 01/15/27 C90 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Software,מניות לרבות מדדי מניות,2027-01-15,לא,USD,90.0,-7.89,3.306,675.0,-17.59656,-0.007368,0.0,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,LYFT US C21 20/03/26,LYFT US 03/20/26 C21,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Ground Transportation,מניות לרבות מדדי מניות,2026-03-20,לא,USD,21.0,-114.7,3.306,455.0,-172.53588,-0.072251,-6e-06,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,NVMI P300 20/02/2026,NVMI P300 02/20/26,טיקר,מניה,"חו""ל",ישראל,NASDAQ,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2026-02-20,לא,USD,300.0,21.76,3.306,2615.0,188.14135,0.078786,6e-06,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,SEDG US 19/12/2025 C22.5,SEDG US 12/19/2025 CALL  22.5,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2025-12-19,לא,USD,22.5,65.55,3.306,1775.0,384.65629,0.16108,1.3e-05,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,NVMI C360 20/02/2026,NVMI US C360 02/20/26,טיקר,מניה,"חו""ל",ישראל,NASDAQ,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2026-02-20,לא,USD,360.0,-21.76,3.306,2251.0,-161.95265,-0.06782,-5e-06,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,KWEB US P32 20/02/26,KWEB US 02/20/26 P32,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Other,מניות לרבות מדדי מניות,2026-02-20,לא,USD,32.0,-517.88,3.306,48.0,-82.18142,-0.034414,-2e-06,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,SEDG US 17/10/2025 C35,SEDG US 10/17/25 C35 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2025-10-17,לא,USD,35.0,-262.2,3.306,415.0,-359.7349,-0.150644,-1.2e-05,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,SEDG US 17/10/2025 C25,SEDG US 10/17/25 C25 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2025-10-17,לא,USD,25.0,262.2,3.306,1450.0,1256.90506,0.526347,4.4e-05,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,TEVA C17 16/01/26,TEVA US 01/16/26 C17,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Pharmaceuticals,מניות לרבות מדדי מניות,2026-01-16,לא,USD,17.0,157.32,3.306,400.0,208.03946,0.087119,7e-06,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,WIX C160 19/12/25,WIX US 12/19/25 C160 EQUITY,טיקר,מניה,"חו""ל",ישראל,NASDAQ,Software,מניות לרבות מדדי מניות,2025-12-19,לא,USD,160.0,22.94,3.306,3700.0,280.63656,0.11752,9e-06,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,VRNS C65 20/03/26,VRNS US C65 03/20/26,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Insurance,מניות לרבות מדדי מניות,2026-03-20,לא,USD,65.0,-35.65,3.306,330.0,-38.89716,-0.016288,-1e-06,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,TEVA C21 16/01/26,TEVA US 01/16/26 C21,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Pharmaceuticals,מניות לרבות מדדי מניות,2026-01-16,לא,USD,21.0,-157.32,3.306,162.0,-84.25598,-0.035283,-2e-06,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,ODD 15/01/27 C95,ODD US 01/15/27 C95 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Software,מניות לרבות מדדי מניות,2027-01-15,לא,USD,95.0,-7.84,3.306,640.0,-16.58179,-0.006943,0.0,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,KWEB US C40 20/02/26,KWEB US 02/20/26 C40,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Other,מניות לרבות מדדי מניות,2026-02-20,לא,USD,40.0,1035.76,3.306,397.0,1359.41761,0.569276,4.8e-05,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,GRAB C7 17/04/26,GRAB US 04/17/26 C7 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Insurance,מניות לרבות מדדי מניות,2026-04-17,לא,USD,7.0,-494.7,3.306,60.0,-98.12813,-0.041092,-3e-06,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,GRAB C6 17/04/26,GRAB US 04/17/26 C6 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Insurance,מניות לרבות מדדי מניות,2026-04-17,לא,USD,6.0,-243.62,3.306,90.0,-72.48776,-0.030355,-2e-06,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,KRE C60 16/01/26,KRE US 01/16/26 C60 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Banks,מניות לרבות מדדי מניות,2026-01-16,לא,USD,60.0,414.3,3.306,580.0,794.42037,0.332675,2.8e-05,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,TEVA P15 16/01/26,TEVA US 01/16/26 P15,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Pharmaceuticals,מניות לרבות מדדי מניות,2026-01-16,לא,USD,15.0,-157.32,3.306,25.0,-13.00247,-0.005444,0.0,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,ORA C80 19/12/2025,ORA US 12/19/25 C80 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Independent Power and Renewable Electricity Producers,מניות לרבות מדדי מניות,2025-12-19,לא,USD,80.0,157.32,3.306,1790.0,930.97657,0.38986,3.3e-05,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,TLT US 16/01/2026 C87,TLT US 01/16/2026 C87,טיקר,מדד,"חו""ל","ארה""ב",NYSE,Other,"ריבית ואג""ח",2026-01-16,לא,USD,87.0,67.58,3.306,375.0,83.77793,0.035083,2e-06,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,NVMI P270 21/11/25,NVMI US P270 11/21/25,טיקר,מניה,"חו""ל",ישראל,NASDAQ,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2025-11-21,לא,USD,270.0,32.09,3.306,750.0,79.57509,0.033323,2e-06,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,NICE US C185 17/10/25,NICE US 10/17/25 C185,טיקר,מניה,"חו""ל",ישראל,NYSE,Software,מניות לרבות מדדי מניות,2025-10-17,לא,USD,185.0,-91.77,3.306,35.0,-10.61868,-0.004446,0.0,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,NVMI C310 21/11/25,NVMI US C310 11/21/25,טיקר,מניה,"חו""ל",ישראל,NASDAQ,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2025-11-21,לא,USD,310.0,-71.42,3.306,2597.0,-613.21607,-0.256793,-2.1e-05,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,TLT US 16/01/2026 C95,TLT US 01/16/2026 C95,טיקר,מדד,"חו""ל","ארה""ב",NYSE,Other,"ריבית ואג""ח",2026-01-16,לא,USD,95.0,-121.64,3.306,74.0,-29.75792,-0.012461,-1e-06,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,KWEB US P32 16/01/26,KWEB US 01/16/26 P32,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Other,מניות לרבות מדדי מניות,2026-01-16,לא,USD,32.0,-517.88,3.306,31.0,-53.0755,-0.022226,-1e-06,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,SEDG P20 17/10/2025,SEDG US 10/17/2025 PUT 20,טיקר,מניה,"חו""ל","ארה""ב",ISE,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2025-10-17,לא,USD,20.0,-196.65,3.306,4.0,-2.60049,-0.001088,0.0,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,ALB US C100 16/01/26,ALB US 01/16/26 C100,טיקר,מניה,"חו""ל","ארה""ב",NASDAQD,Chemicals,מניות לרבות מדדי מניות,2026-01-16,לא,USD,100.0,258.79,3.306,400.0,342.22801,0.143313,1.2e-05,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,ALB US P60 16/01/26,ALB US 01/16/26 P60,טיקר,מניה,"חו""ל","ארה""ב",NASDAQD,Chemicals,מניות לרבות מדדי מניות,2026-01-16,לא,USD,60.0,-258.79,3.306,202.0,-172.82515,-0.072373,-6e-06,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,KRE C74 16/01/26,KRE US 01/16/26 C74 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Banks,מניות לרבות מדדי מניות,2026-01-16,לא,USD,74.0,-414.3,3.306,69.0,-94.50863,-0.039576,-3e-06,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,SEDG US 17/10/2025 P20,SEDG US 10/17/25 P20 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2025-10-17,לא,USD,20.0,-131.1,3.306,4.0,-1.73366,-0.000725,0.0,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,SEDG US CALL 35 16/01/26,SEDG US 01/16/26 CALL 35,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2026-01-16,לא,USD,35.0,-140.87,3.306,926.0,-431.25966,-0.180596,-1.5e-05,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,ORA C90 19/12/2025,ORA US 12/19/25 C90 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Independent Power and Renewable Electricity Producers,מניות לרבות מדדי מניות,2025-12-19,לא,USD,90.0,-157.32,3.306,848.0,-441.04365,-0.184693,-1.5e-05,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,KWEB US C38 16/01/26,KWEB US 01/16/26 C38,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Other,מניות לרבות מדדי מניות,2026-01-16,לא,USD,38.0,517.88,3.306,528.0,903.99559,0.378561,3.2e-05,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,NVMI P230 20/02/2026,NVMI P230 02/20/26,טיקר,מניה,"חו""ל",ישראל,NASDAQ,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2026-02-20,לא,USD,230.0,-21.76,3.306,574.0,-41.29757,-0.017293,-1e-06,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,CAMT C115 21/11/25,CAMT US 11/21/25 C115,טיקר,מניה,"חו""ל",ישראל,NYSE,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2025-11-21,לא,USD,115.0,-91.77,3.306,397.0,-120.44618,-0.050438,-4e-06,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,SEDG US 19/12/2025 C35,SEDG US 12/19/2025 CALL  35,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2025-12-19,לא,USD,35.0,-65.55,3.306,962.0,-208.47287,-0.087301,-7e-06,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,SEDG C35 20/03/2026,SEDG US 03/20/26 CALL 35,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2026-03-20,לא,USD,35.0,-70.44,3.306,1023.0,-238.2174,-0.099757,-8e-06,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,KRE P54 16/01/26,KRE US 01/16/26 P54 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Banks,מניות לרבות מדדי מניות,2026-01-16,לא,USD,54.0,-414.3,3.306,125.0,-171.21129,-0.071697,-6e-06,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,VRNS C70 20/03/26,VRNS US C70 03/20/26,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Insurance,מניות לרבות מדדי מניות,2026-03-20,לא,USD,70.0,-35.65,3.306,246.0,-28.99607,-0.012142,-1e-06,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,ALB US C120 16/01/26,ALB US 01/16/26 C120,טיקר,מניה,"חו""ל","ארה""ב",NASDAQD,Chemicals,מניות לרבות מדדי מניות,2026-01-16,לא,USD,120.0,-258.79,3.306,157.0,-134.3245,-0.05625,-4e-06,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,KWEB US C50 20/02/26,KWEB US 02/20/26 C50,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Other,מניות לרבות מדדי מניות,2026-02-20,לא,USD,50.0,-1035.76,3.306,97.0,-332.14989,-0.139092,-1.1e-05,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,ODD 16/01/26 C90,ODD US 01/16/26 C90 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Software,מניות לרבות מדדי מניות,2026-01-16,לא,USD,90.0,-7.89,3.306,75.0,-1.95517,-0.000818,0.0,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,TLT US 16/01/2026 C86,TLT US 01/16/26 C86,טיקר,מדד,"חו""ל","ארה""ב",NYSE,Other,"ריבית ואג""ח",2026-01-16,לא,USD,86.0,40.55,3.306,441.0,59.11371,0.024754,2e-06,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,ODD 16/01/26 C95,ODD US 01/16/26 C95 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Software,מניות לרבות מדדי מניות,2026-01-16,לא,USD,95.0,-7.89,3.306,76.0,-1.98124,-0.000829,0.0,
,168,12155.0,CBOE GLOBAL MARKETS INC,529900RLNSGA90UPEH54,LEI,SPXW P6000 31/10/25,SPXW US 10/31/25 P6000,טיקר,מדד,"חו""ל","ארה""ב",CBOE,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6000.0,-31.07,3.306,1110.0,-114.02672,-0.04775,-4e-06,
,168,12155.0,CBOE GLOBAL MARKETS INC,529900RLNSGA90UPEH54,LEI,SPXW P6400 31/10/25,SPXW US 10/31/25 P6400,טיקר,מדד,"חו""ל","ארה""ב",CBOE,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6400.0,31.07,3.306,3470.0,356.4619,0.149273,1.2e-05,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,KWEB US C47 16/01/26,KWEB US 01/16/26 C47,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Other,מניות לרבות מדדי מניות,2026-01-16,לא,USD,47.0,-517.88,3.306,121.0,-207.16566,-0.086753,-7e-06,
,168,12155.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,SEDG US 19/12/2025 C32.5,SEDG US 12/19/2025 CALL  32.5,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2025-12-19,לא,USD,32.5,-65.55,3.306,960.0,-208.03946,-0.087119,-7e-06,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,RRC US C45 19/12/25,RRC US 12/19/25 C45,טיקר,מניה,"חו""ל","ארה""ב",NYSE,"Oil, Gas & Consumable Fuels",מניות לרבות מדדי מניות,2025-12-19,לא,USD,45.0,1291.26,3.306,55.0,234.78953,0.098321,8e-06,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,CAMT C95 21/11/25,CAMT US 11/21/25 C95,טיקר,מניה,"חו""ל",ישראל,NYSE,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2025-11-21,לא,USD,95.0,91.77,3.306,1290.0,391.37423,0.163893,1.3e-05,
,168,12155.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,CAMT C115 20/02/26,CAMT US 02/20/26 C115,טיקר,מניה,"חו""ל",ישראל,NYSE,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2026-02-20,לא,USD,115.0,-8.9,3.306,990.0,-29.13329,-0.012199,-1e-06,
,168,13303.0,"הבורסה לניירות ערך בתל-אביב בע""מ",520020033,ח.פ.,PN C12000 OCT25,IL0858682979,ISIN,מניה,ישראל,ישראל,TASE,ביטוח,מניות לרבות מדדי מניות,2025-10-31,לא,ILS,12000.0,7.53,1.0,945500.0,71.16255,0.068512,2.9e-05,
,168,13303.0,"הבורסה לניירות ערך בתל-אביב בע""מ",520020033,ח.פ.,PN P12000 OCT25,IL0858685113,ISIN,מניה,ישראל,ישראל,TASE,ביטוח,מניות לרבות מדדי מניות,2025-10-31,לא,ILS,12000.0,-7.53,1.0,332300.0,-25.01038,-0.024079,-1e-05,
,168,13303.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,SEDG US 19/12/2025 C22.5,SEDG US 12/19/2025 CALL  22.5,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2025-12-19,לא,USD,22.5,19.6,3.306,1775.0,115.01645,0.110733,4.7e-05,
,168,13303.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,ODD 15/01/27 C90,ODD US 01/15/27 C90 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Software,מניות לרבות מדדי מניות,2027-01-15,לא,USD,90.0,-0.67,3.306,675.0,-1.50183,-0.001445,0.0,
,168,13303.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,ORA C80 19/12/2025,ORA US 12/19/25 C80 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Independent Power and Renewable Electricity Producers,מניות לרבות מדדי מניות,2025-12-19,לא,USD,80.0,47.04,3.306,1790.0,278.3722,0.268007,0.000115,
,168,13303.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,SEDG US 19/12/2025 C35,SEDG US 12/19/2025 CALL  35,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2025-12-19,לא,USD,35.0,-19.6,3.306,962.0,-62.33567,-0.060014,-2.5e-05,
,168,13303.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,SEDG C35 20/03/2026,SEDG US 03/20/26 CALL 35,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2026-03-20,לא,USD,35.0,-6.01,3.306,1023.0,-20.33141,-0.019574,-8e-06,
,168,13303.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,LYFT US C21 20/03/26,LYFT US 03/20/26 C21,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Ground Transportation,מניות לרבות מדדי מניות,2026-03-20,לא,USD,21.0,-9.79,3.306,455.0,-14.72562,-0.014177,-6e-06,
,168,13303.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,VRNS C65 20/03/26,VRNS US C65 03/20/26,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Insurance,מניות לרבות מדדי מניות,2026-03-20,לא,USD,65.0,-3.04,3.306,330.0,-3.3198,-0.003196,-1e-06,
,168,13303.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,NVMI C310 21/11/25,NVMI US C310 11/21/25,טיקר,מניה,"חו""ל",ישראל,NASDAQ,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2025-11-21,לא,USD,310.0,-21.36,3.306,2597.0,-183.35833,-0.176531,-7.5e-05,
,168,13303.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,GRAB C6 17/04/26,GRAB US 04/17/26 C6 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Insurance,מניות לרבות מדדי מניות,2026-04-17,לא,USD,6.0,-20.79,3.306,90.0,-6.1867,-0.005956,-2e-06,
,168,13303.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,GRAB C7 17/04/26,GRAB US 04/17/26 C7 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Insurance,מניות לרבות מדדי מניות,2026-04-17,לא,USD,7.0,-42.22,3.306,60.0,-8.37505,-0.008063,-3e-06,
,168,13303.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,OSCR C25 15/01/2027,OSCR US 01/15/27 CALL 25,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Insurance,מניות לרבות מדדי מניות,2027-01-15,לא,USD,25.0,-16.63,3.306,520.0,-28.5906,-0.027526,-1.1e-05,
,168,13303.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,KWEB US P32 20/02/26,KWEB US 02/20/26 P32,טיקר,מניה,"חו""ל","ארה""ב",NASDAQ,Other,מניות לרבות מדדי מניות,2026-02-20,לא,USD,32.0,-158.78,3.306,48.0,-25.19605,-0.024257,-1e-05,
,168,13303.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,TLT US 16/01/2026 P85,TLT US 01/16/2026 P85,טיקר,מדד,"חו""ל","ארה""ב",NYSE,Other,"ריבית ואג""ח",2026-01-16,לא,USD,85.0,-15.57,3.306,98.0,-5.04325,-0.004855,-2e-06,
,168,13303.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,ALB US C120 16/01/26,ALB US 01/16/26 C120,טיקר,מניה,"חו""ל","ארה""ב",NASDAQD,Chemicals,מניות לרבות מדדי מניות,2026-01-16,לא,USD,120.0,-79.34,3.306,157.0,-41.18263,-0.039649,-1.7e-05,
,168,13303.0,NASDAQ INC,549300L8X1Q78ERXFD06,LEI,NVMI P230 20/02/2026,NVMI P230 02/20/26,טיקר,מניה,"חו""ל",ישראל,NASDAQ,Semiconductors & Semiconductor Equipment,מניות לרבות מדדי מניות,2026-02-20,לא,USD,230.0,-6.51,3.306,574.0,-12.34842,-0.011888,-5e-06,
,168,13303.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,ORA C90 19/12/2025,ORA US 12/19/25 C90 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Independent Power and Renewable Electricity Producers,מניות לרבות מדדי מניות,2025-12-19,לא,USD,90.0,-47.04,3.306,848.0,-131.87689,-0.126966,-5.4e-05,
,168,13303.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,TLT US 16/01/2026 C86,TLT US 01/16/26 C86,טיקר,מדד,"חו""ל","ארה""ב",NYSE,Other,"ריבית ואג""ח",2026-01-16,לא,USD,86.0,7.78,3.306,441.0,11.34731,0.010924,4e-06,
,168,13303.0,CBOE GLOBAL MARKETS INC,529900RLNSGA90UPEH54,LEI,SPXW P6000 31/10/25,SPXW US 10/31/25 P6000,טיקר,מדד,"חו""ל","ארה""ב",CBOE,Other,מניות לרבות מדדי מניות,2025-10-31,לא,USD,6000.0,-9.53,3.306,1110.0,-34.95952,-0.033657,-1.4e-05,
,168,13303.0,New York stock exchange,5493000F4ZO33MV32P112,LEI,ODD 16/01/26 C95,ODD US 01/16/26 C95 EQUITY,טיקר,מניה,"חו""ל","ארה""ב",NYSE,Software,מניות לרבות מדדי מניות,2026-01-16,לא,USD,95.0,-0.67,3.306,76.0,-0.1691,-0.000162,0.0,
