Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך ,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,סיווג הקרן,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 24
,168,12155.0,India Acorn ICAV - Ashoka Indi,213800M3HXZ3RG189568,LEI,AIOFDUS ID India Acorn ICAV - Ashoka Indi,IE00BH3N4915,ISIN,מניות,"חו""ל",הודו,סחיר,EURONEXT,Equity Funds,לא,USD,5023.09,3.306,26009.0,4319.13969,0.000606,0.011985,0.000153,
,168,12155.0,DWS Invest Asian Bonds,549300GOIVMDKMRG5X45,LEI,DWSAFC5 LX DWS Invest Asian Bonds,LU1949850538,ISIN,"אג""ח קונצרני","חו""ל",הודו,סחיר,אחר,Bond/Fixed Income Funds,לא,USD,26550.62,3.306,12840.0,11270.48241,0.003829,0.031275,0.0004,
,168,12155.0,Robeco Capital Growth Funds -,21380033AH4QAGYE2R38,LEI,RGCEHBI LX Robeco Capital Growth Funds,LU0226955762,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,EUR,14512.92,3.8807,29165.0,16425.81678,0.009543,0.045581,0.000584,
,168,12155.0,PGIM Broad Market US High Yiel,549300RZ4TE1T5F3DY45,LEI,PGUHBIU ID PGIM Broad Market US High Yiel,IE00BD1DGZ57,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,EURONEXT,Bond/Fixed Income Funds,לא,USD,37338.85,3.306,16463.3,20322.66451,0.003897,0.056395,0.000722,
,168,12155.0,Moneda - Moneda Latin American,549300Q46JVJZTGJRL07,LEI,MOLACDD KY Moneda - Moneda Latin Americ,KYG620101306,ISIN,"אג""ח קונצרני","חו""ל",ברזיל,סחיר,אחר,Bond/Fixed Income Funds,לא,USD,3875.91,3.306,161384.1,20679.3875,0.005925,0.057384,0.000735,
,168,12155.0,CIFC Senior Secured Corporate,549300NEMRCSGL23FU27,LEI,CIFCLF5 KY CIFC Senior secured Corporate,KYG2139S1194,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,3092.22,3.306,177116.532,18106.42374,0.00763,0.050244,0.000644,
,168,12155.0,PIMCO GIS US High Yield Bond F,H77EL1W1M92QDZ004K92,LEI,PIMHYBA ID PIMCO GIS US High Yield Bond F,IE0002460974,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,EURONEXT,Bond/Fixed Income Funds,לא,USD,169525.46,3.306,4668.0,26161.8606,0.004625,0.072598,0.00093,
,168,12155.0,Artemis Funds Lux - US Smaller,5493005ZAZWM54373247,LEI,ARUSIAU LX Artemis Funds Lux - US Smaller,LU1805264717,ISIN,מניות,"חו""ל",לוכסמבורג,סחיר,אחר,Equity Funds,לא,USD,506978.51,3.306,201.88,3383.65201,0.003263,0.009389,0.00012,
,168,12155.0,SPARX JAPAN FUND,635400BTSWMY84SXPB33,LEI,SPAJJID ID SPARX Japan Fund,IE00BD6HM324,ISIN,מניות,"חו""ל",יפן,סחיר,EURONEXT,Equity Funds,לא,JPY,9780.88,0.022332,2189400.0,4782.23148,1.1e-05,0.01327,0.00017,
,168,12155.0,BlackRock inc,529900VBK42Y5HHRMD23,LEI,BlackRock Strategic Funds - Em,LU1946828917,ISIN,מניות,"חו""ל",סין,סחיר,EURONEXT,Equity Funds,לא,USD,8000.78,3.306,17549.0,4641.81355,0.001344,0.01288,0.000165,
,168,12155.0,BARINGS GLOBAL LOAN FUND,549300DYLW3FDIN88243,LEI,BCGLBUA ID Barings Global Loan,IE00B3M6PL25,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,EURONEXT,Bond/Fixed Income Funds,לא,USD,35229.49,3.306,18546.0,21600.28443,0.002049,0.05994,0.000768,
,168,12155.0,ES Baker Steel Global Investor,2138003FAIFFWUN5UB32,LEI,ESBSESG LN ES Baker Steel Global I,GB00BPJGV115,ISIN,מניות,"חו""ל",בריטניה,סחיר,LSE,Equity Funds,לא,GBP,780793.1,4.4409,143.2,4965.35125,0.003145,0.013778,0.000176,
,168,12155.0,ARTEMIS UK SELECT FUND,QXLNS35572JXFT415E26l,LEI,ARUKGIA LN ARTEMIS UK SELECT FUND,GB00B2PLJG05,ISIN,מניות,"חו""ל",בריטניה,סחיר,LSE,"MSCI AC WORLD INDEX - מניות בחו""ל - מניות כללי בחו""ל - חשופת מט""ח-מניות כללי בחו""ל",לא,GBP,58062.67,4.4409,1310.29,3378.58946,0.000201,0.009375,0.00012,
,168,12155.0,Credit Suisse Nova Lux Global,54930077MN2BBHNFZQ03,LEI,CSNGSMU LX CS Nova Lux,LU0635707705,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,3144.46,3.306,188977.0,19645.24176,0.001781,0.054515,0.000698,
,168,12155.0,Brook European Focus Fund,5493000W2DK9FVPW3M87,LEI,ODEFCEI ID Brook European Focus Fund,IE000YMX2574,ISIN,מניות,"חו""ל",אירלנד,סחיר,EURONEXT,Equity Funds,לא,EUR,11019.91,3.8807,23196.89,9920.14009,0.00271,0.027528,0.000352,
,168,12155.0,AXA World Funds - US High Yiel,213800MRE1HGV6R96K78,LEI,AXUHYIU LX AXA World Funds - US High Yiel,LU0276015889,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,25293.12,3.306,33582.0,28080.95265,0.002987,0.077924,0.000998,
,168,12155.0,Liontrust Investment Funds - R,549300XVXU6S7PLCL855,LEI,LION TRUST GLOBAL ALPHA FUND USD,IE000FX1UVQ2,ISIN,מניות,"חו""ל",בריטניה,סחיר,LSE,Equity Funds,לא,USD,147256.72,3.306,1084.86,5281.43187,0.025894,0.014655,0.000187,
,168,12155.0,Muzinich Funds - Europeyield F,549300JBHQVWT2N8U421,LEI,LAREURD ID MUZINICH FUNDS,IE0005315449,ISIN,"אג""ח קונצרני","חו""ל",אירלנד,סחיר,EURONEXT,Bond/Fixed Income Funds,לא,EUR,18514.75,3.8807,29059.0,20878.94653,0.005515,0.057938,0.000742,
,168,12155.0,THE INDEPENDENT UCITC PLATFORM,549300TTKLFP8T8OEM43,LEI,ZENNOR JAPAN FUND,LU2261203512,ISIN,מניות,"חו""ל",יפן,סחיר,ISE,Equity Funds,לא,JPY,4674.93,0.022332,2572628.0,2685.83779,7e-06,0.007453,9.5e-05,
,168,12155.0,Morant Wright Sakura Fund,635400DFJSORXMHOSP64,LEI,MWSKYBA ID Morant Wright Sakura Fund,IE00BF1FZN69,ISIN,מניות,"חו""ל",יפן,סחיר,ISE,Equity Funds,לא,JPY,200611.01,0.022332,244846.6,10969.23791,2e-05,0.030439,0.00039,
,168,12155.0,M&G Lux Investment Funds 1 - M,549300OR1ZG2XAP7AU07,LEI,MGJEULI LX M&G Lux Investment F,LU2486835627,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,USD,198254.36,3.306,1656.53,10857.37644,0.002643,0.030129,0.000386,
,168,12155.0,Gemway Assets GemEquity,969500N1B6C986BLVK65,LEI,GWAGSUS FP Gemway As GemEq,FR0013246444,ISIN,מניות,"חו""ל",סין,סחיר,EURONEXT,Equity Funds,לא,USD,368.84,3.306,176605.0,2153.5108,0.000823,0.005975,7.6e-05,
,168,12155.0,UBAM - Global High Yield Solut,RARWUTN1HKEHIBESC931,LEI,UBGHYVC LX UBAM - Global High Yield Solut,LU1315126273,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,40181.45,3.306,15545.0,20649.95683,0.000809,0.057303,0.000734,
,168,12155.0,MI Chelverton Equity Fund - MI C,5493005BE7RXCNO0T160,LEI,MICHEBA LN MI Chelverton Equity Fund - MI C,GB00BFNL2P39,ISIN,מניות,"חו""ל",אירופה,סחיר,LSE,Equity Funds,לא,GBP,679166.41,4.4409,192.5487,5807.48079,0.005025,0.016115,0.000206,
,168,12155.0,Aubrey Capital Management Acce,549300D0IRLAX781OQ71,LEI,AUEMOIU LX Aubrey Capital Management Acc,LU1350656507,ISIN,מניות,"חו""ל",סין,סחיר,אחר,Equity Funds,לא,USD,7946.38,3.306,10123.0,2659.38509,0.003,0.007379,9.4e-05,
,168,12155.0,Invesco Zodiac Funds - Invesco,549300HQ8IBAX0TXDL49,LEI,IUSSENG LX Invesco Zodiac Fu,LU0564079282,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,19350.6,3.306,19478.0,12460.68019,0.000644,0.034578,0.000443,
,168,12155.0,Alma Capital Investment Funds,549300GFHQIH765PQO98,LEI,AEJPIJA LX Alma Capital Investment Funds,LU1013116519,ISIN,מניות,"חו""ל",לוכסמבורג,סחיר,אחר,Equity Funds,לא,JPY,8296.92,0.022332,3762400.0,6971.2279,1.9e-05,0.019345,0.000248,
,168,12155.0,Schroder ISF Greater China,E6UHSPOBKJBKA5PR6370,LEI,SCGRCIZ LX Schroder ISF Greater China,LU1953148969,ISIN,מניות,"חו""ל",סין,סחיר,אחר,Equity Funds,לא,USD,8899.44,3.306,13747.52,4044.73354,0.000477,0.011224,0.000143,
,168,12155.0,Fidelity Funds - US High Yield,5493009BXYOCIRTXRS63,LEI,FFUSIAC LX FF US HY,LU0891474172,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,240603.84,3.306,1847.0,14691.70849,0.001675,0.040769,0.000522,
,168,12155.0,AXA World Funds - US Dynamic H,2138002UQFJ8OOQX7851,LEI,AUDHYBI LX AXA World Funds - US Dynamic H,LU0998992639,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,32241.43,3.306,21172.0,22567.26686,0.003227,0.062623,0.000802,
,168,13303.0,CIFC Senior Secured Corporate,549300NEMRCSGL23FU27,LEI,CIFCLF5 KY CIFC Senior secured Corporate,KYG2139S1194,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,263.92,3.306,177116.532,1545.34955,0.000651,0.030928,0.00064,
,168,13303.0,THE INDEPENDENT UCITC PLATFORM,549300TTKLFP8T8OEM43,LEI,ZENNOR JAPAN FUND,LU2261203512,ISIN,מניות,"חו""ל",יפן,סחיר,ISE,Equity Funds,לא,JPY,1433.29,0.022332,2572628.0,823.45267,2e-06,0.01648,0.000341,
,168,13303.0,Gemway Assets GemEquity,969500N1B6C986BLVK65,LEI,GWAGSUS FP Gemway As GemEq,FR0013246444,ISIN,מניות,"חו""ל",סין,סחיר,EURONEXT,Equity Funds,לא,USD,113.08,3.306,176605.0,660.24621,0.000252,0.013214,0.000273,
,168,13303.0,BARINGS GLOBAL LOAN FUND,549300DYLW3FDIN88243,LEI,BCGLBUA ID Barings Global Loan,IE00B3M6PL25,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,EURONEXT,Bond/Fixed Income Funds,לא,USD,3006.77,3.306,18546.0,1843.54405,0.000174,0.036896,0.000763,
,168,13303.0,AXA World Funds - US Dynamic H,2138002UQFJ8OOQX7851,LEI,AUDHYBI LX AXA World Funds - US Dynamic H,LU0998992639,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,2751.75,3.306,21172.0,1926.0742,0.000275,0.038548,0.000797,
,168,13303.0,MI Chelverton Equity Fund - MI C,5493005BE7RXCNO0T160,LEI,MICHEBA LN MI Chelverton Equity Fund - MI C,GB00BFNL2P39,ISIN,מניות,"חו""ל",אירופה,סחיר,LSE,Equity Funds,לא,GBP,208226.05,4.4409,192.5487,1780.51912,0.00154,0.035635,0.000737,
,168,13303.0,Invesco Zodiac Funds - Invesco,549300HQ8IBAX0TXDL49,LEI,IUSSENG LX Invesco Zodiac Fu,LU0564079282,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,1651.54,3.306,19478.0,1063.49585,5.5e-05,0.021284,0.00044,
,168,13303.0,Morant Wright Sakura Fund,635400DFJSORXMHOSP64,LEI,MWSKYBA ID Morant Wright Sakura Fund,IE00BF1FZN69,ISIN,מניות,"חו""ל",יפן,סחיר,ISE,Equity Funds,לא,JPY,61505.45,0.022332,244846.6,3363.06543,6e-06,0.067308,0.001393,
,168,13303.0,DWS Invest Asian Bonds,549300GOIVMDKMRG5X45,LEI,DWSAFC5 LX DWS Invest Asian Bonds,LU1949850538,ISIN,"אג""ח קונצרני","חו""ל",הודו,סחיר,אחר,Bond/Fixed Income Funds,לא,USD,2266.05,3.306,12840.0,961.91469,0.000326,0.019251,0.000398,
,168,13303.0,Brook European Focus Fund,5493000W2DK9FVPW3M87,LEI,ODEFCEI ID Brook European Focus Fund,IE000YMX2574,ISIN,מניות,"חו""ל",אירלנד,סחיר,EURONEXT,Equity Funds,לא,EUR,3378.6,3.8807,23196.89,3041.42188,0.00083,0.060871,0.00126,
,168,13303.0,Schroder ISF Greater China,E6UHSPOBKJBKA5PR6370,LEI,SCGRCIZ LX Schroder ISF Greater China,LU1953148969,ISIN,מניות,"חו""ל",סין,סחיר,אחר,Equity Funds,לא,USD,2728.48,3.306,13747.52,1240.07736,0.000146,0.024819,0.000513,
,168,13303.0,PIMCO GIS US High Yield Bond F,H77EL1W1M92QDZ004K92,LEI,PIMHYBA ID PIMCO GIS US High Yield Bond F,IE0002460974,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,EURONEXT,Bond/Fixed Income Funds,לא,USD,14468.68,3.306,4668.0,2232.86608,0.000394,0.044688,0.000925,
,168,13303.0,BlackRock inc,529900VBK42Y5HHRMD23,LEI,BlackRock Strategic Funds - Em,LU1946828917,ISIN,מניות,"חו""ל",סין,סחיר,EURONEXT,Equity Funds,לא,USD,2452.96,3.306,17549.0,1423.13648,0.000412,0.028482,0.000589,
,168,13303.0,ES Baker Steel Global Investor,2138003FAIFFWUN5UB32,LEI,ESBSESG LN ES Baker Steel Global I,GB00BPJGV115,ISIN,מניות,"חו""ל",בריטניה,סחיר,LSE,Equity Funds,לא,GBP,239383.84,4.4409,143.2,1522.33011,0.000964,0.030468,0.00063,
,168,13303.0,M&G Lux Investment Funds 1 - M,549300OR1ZG2XAP7AU07,LEI,MGJEULI LX M&G Lux Investment F,LU2486835627,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,USD,60782.93,3.306,1656.53,3328.76975,0.00081,0.066622,0.001379,
,168,13303.0,Moneda - Moneda Latin American,549300Q46JVJZTGJRL07,LEI,MOLACDD KY Moneda - Moneda Latin Americ,KYG620101306,ISIN,"אג""ח קונצרני","חו""ל",ברזיל,סחיר,אחר,Bond/Fixed Income Funds,לא,USD,330.8,3.306,161384.1,1764.94721,0.000505,0.035323,0.000731,
,168,13303.0,Artemis Funds Lux - US Smaller,5493005ZAZWM54373247,LEI,ARUSIAU LX Artemis Funds Lux - US Smaller,LU1805264717,ISIN,מניות,"חו""ל",לוכסמבורג,סחיר,אחר,Equity Funds,לא,USD,155434.85,3.306,201.88,1037.39596,0.001,0.020762,0.000429,
,168,13303.0,India Acorn ICAV - Ashoka Indi,213800M3HXZ3RG189568,LEI,AIOFDUS ID India Acorn ICAV - Ashoka Indi,IE00BH3N4915,ISIN,מניות,"חו""ל",הודו,סחיר,EURONEXT,Equity Funds,לא,USD,1540.03,3.306,26009.0,1324.20771,0.000185,0.026502,0.000548,
,168,13303.0,Alma Capital Investment Funds,549300GFHQIH765PQO98,LEI,AEJPIJA LX Alma Capital Investment Funds,LU1013116519,ISIN,מניות,"חו""ל",לוכסמבורג,סחיר,אחר,Equity Funds,לא,JPY,2543.76,0.022332,3762400.0,2137.31307,6e-06,0.042776,0.000885,
,168,13303.0,UBAM - Global High Yield Solut,RARWUTN1HKEHIBESC931,LEI,UBGHYVC LX UBAM - Global High Yield Solut,LU1315126273,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,3429.41,3.306,15545.0,1762.43536,6.9e-05,0.035273,0.00073,
,168,13303.0,Liontrust Investment Funds - R,549300XVXU6S7PLCL855,LEI,LION TRUST GLOBAL ALPHA FUND USD,IE000FX1UVQ2,ISIN,מניות,"חו""ל",בריטניה,סחיר,LSE,Equity Funds,לא,USD,45147.53,3.306,1084.86,1619.23746,0.007938,0.032407,0.00067,
,168,13303.0,ARTEMIS UK SELECT FUND,QXLNS35572JXFT415E26l,LEI,ARUKGIA LN ARTEMIS UK SELECT FUND,GB00B2PLJG05,ISIN,מניות,"חו""ל",בריטניה,סחיר,LSE,"MSCI AC WORLD INDEX - מניות בחו""ל - מניות כללי בחו""ל - חשופת מט""ח-מניות כללי בחו""ל",לא,GBP,17801.47,4.4409,1310.29,1035.84383,6.1e-05,0.020731,0.000429,
,168,13303.0,Fidelity Funds - US High Yield,5493009BXYOCIRTXRS63,LEI,FFUSIAC LX FF US HY,LU0891474172,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,20535.09,3.306,1847.0,1253.90996,0.000143,0.025095,0.000519,
,168,13303.0,AXA World Funds - US High Yiel,213800MRE1HGV6R96K78,LEI,AXUHYIU LX AXA World Funds - US High Yiel,LU0276015889,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,2158.72,3.306,33582.0,2396.65701,0.000255,0.047966,0.000992,
,168,13303.0,Muzinich Funds - Europeyield F,549300JBHQVWT2N8U421,LEI,LAREURD ID MUZINICH FUNDS,IE0005315449,ISIN,"אג""ח קונצרני","חו""ל",אירלנד,סחיר,EURONEXT,Bond/Fixed Income Funds,לא,EUR,1580.2,3.8807,29059.0,1781.9792,0.00047,0.035664,0.000738,
,168,13303.0,PGIM Broad Market US High Yiel,549300RZ4TE1T5F3DY45,LEI,PGUHBIU ID PGIM Broad Market US High Yiel,IE00BD1DGZ57,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,EURONEXT,Bond/Fixed Income Funds,לא,USD,3186.8,3.306,16463.3,1734.50157,0.000332,0.034714,0.000718,
,168,13303.0,Robeco Capital Growth Funds -,21380033AH4QAGYE2R38,LEI,RGCEHBI LX Robeco Capital Growth Funds,LU0226955762,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,EUR,1238.65,3.8807,29165.0,1401.91287,0.000814,0.028057,0.00058,
,168,13303.0,Credit Suisse Nova Lux Global,54930077MN2BBHNFZQ03,LEI,CSNGSMU LX CS Nova Lux,LU0635707705,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,268.37,3.306,188977.0,1676.6848,0.000152,0.033557,0.000694,
,168,13303.0,Aubrey Capital Management Acce,549300D0IRLAX781OQ71,LEI,AUEMOIU LX Aubrey Capital Management Acc,LU1350656507,ISIN,מניות,"חו""ל",סין,סחיר,אחר,Equity Funds,לא,USD,2436.28,3.306,10123.0,815.34252,0.000919,0.016318,0.000337,
,168,13303.0,SPARX JAPAN FUND,635400BTSWMY84SXPB33,LEI,SPAJJID ID SPARX Japan Fund,IE00BD6HM324,ISIN,מניות,"חו""ל",יפן,סחיר,EURONEXT,Equity Funds,לא,JPY,2998.73,0.022332,2189400.0,1466.1873,3e-06,0.029344,0.000607,
,168,13349.0,SPARX JAPAN FUND,635400BTSWMY84SXPB33,LEI,SPAJJID ID SPARX Japan Fund,IE00BD6HM324,ISIN,מניות,"חו""ל",יפן,סחיר,EURONEXT,Equity Funds,לא,JPY,171.66,0.022332,2189400.0,83.92901,0.0,0.008412,0.000247,
,168,13349.0,BlackRock inc,529900VBK42Y5HHRMD23,LEI,BlackRock Strategic Funds - Em,LU1946828917,ISIN,מניות,"חו""ל",סין,סחיר,EURONEXT,Equity Funds,לא,USD,140.42,3.306,17549.0,81.46465,2.3e-05,0.008165,0.00024,
,168,13349.0,Robeco Capital Growth Funds -,21380033AH4QAGYE2R38,LEI,RGCEHBI LX Robeco Capital Growth Funds,LU0226955762,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,EUR,448.46,3.8807,29165.0,507.57329,0.000294,0.050877,0.001495,
,168,13349.0,India Acorn ICAV - Ashoka Indi,213800M3HXZ3RG189568,LEI,AIOFDUS ID India Acorn ICAV - Ashoka Indi,IE00BH3N4915,ISIN,מניות,"חו""ל",הודו,סחיר,EURONEXT,Equity Funds,לא,USD,88.16,3.306,26009.0,75.80167,1e-05,0.007598,0.000223,
,168,13349.0,AXA World Funds - US High Yiel,213800MRE1HGV6R96K78,LEI,AXUHYIU LX AXA World Funds - US High Yiel,LU0276015889,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,781.58,3.306,33582.0,867.72802,9.2e-05,0.086977,0.002556,
,168,13349.0,Morant Wright Sakura Fund,635400DFJSORXMHOSP64,LEI,MWSKYBA ID Morant Wright Sakura Fund,IE00BF1FZN69,ISIN,מניות,"חו""ל",יפן,סחיר,ISE,Equity Funds,לא,JPY,3520.76,0.022332,244846.6,192.51208,0.0,0.019296,0.000567,
,168,13349.0,PIMCO GIS US High Yield Bond F,H77EL1W1M92QDZ004K92,LEI,PIMHYBA ID PIMCO GIS US High Yield Bond F,IE0002460974,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,EURONEXT,Bond/Fixed Income Funds,לא,USD,5238.5,3.306,4668.0,808.42626,0.000142,0.081033,0.002382,
,168,13349.0,Moneda - Moneda Latin American,549300Q46JVJZTGJRL07,LEI,MOLACDD KY Moneda - Moneda Latin Americ,KYG620101306,ISIN,"אג""ח קונצרני","חו""ל",ברזיל,סחיר,אחר,Bond/Fixed Income Funds,לא,USD,119.77,3.306,161384.1,639.01265,0.000183,0.064052,0.001882,
,168,13349.0,Liontrust Investment Funds - R,549300XVXU6S7PLCL855,LEI,LION TRUST GLOBAL ALPHA FUND USD,IE000FX1UVQ2,ISIN,מניות,"חו""ל",בריטניה,סחיר,LSE,Equity Funds,לא,USD,2584.38,3.306,1084.86,92.69007,0.000454,0.00929,0.000273,
,168,13349.0,Artemis Funds Lux - US Smaller,5493005ZAZWM54373247,LEI,ARUSIAU LX Artemis Funds Lux - US Smaller,LU1805264717,ISIN,מניות,"חו""ל",לוכסמבורג,סחיר,אחר,Equity Funds,לא,USD,8897.56,3.306,201.88,59.3837,5.7e-05,0.005952,0.000174,
,168,13349.0,Fidelity Funds - US High Yield,5493009BXYOCIRTXRS63,LEI,FFUSIAC LX FF US HY,LU0891474172,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,7434.89,3.306,1847.0,453.9877,5.1e-05,0.045506,0.001337,
,168,13349.0,ES Baker Steel Global Investor,2138003FAIFFWUN5UB32,LEI,ESBSESG LN ES Baker Steel Global I,GB00BPJGV115,ISIN,מניות,"חו""ל",בריטניה,סחיר,LSE,Equity Funds,לא,GBP,13703.06,4.4409,143.2,87.1428,5.5e-05,0.008734,0.000256,
,168,13349.0,CIFC Senior Secured Corporate,549300NEMRCSGL23FU27,LEI,CIFCLF5 KY CIFC Senior secured Corporate,KYG2139S1194,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,95.55,3.306,177116.532,559.50563,0.000235,0.056082,0.001648,
,168,13349.0,BARINGS GLOBAL LOAN FUND,549300DYLW3FDIN88243,LEI,BCGLBUA ID Barings Global Loan,IE00B3M6PL25,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,EURONEXT,Bond/Fixed Income Funds,לא,USD,1088.62,3.306,18546.0,667.46923,6.3e-05,0.066904,0.001966,
,168,13349.0,UBAM - Global High Yield Solut,RARWUTN1HKEHIBESC931,LEI,UBGHYVC LX UBAM - Global High Yield Solut,LU1315126273,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,1241.64,3.306,15545.0,638.10321,2.5e-05,0.063961,0.00188,
,168,13349.0,Schroder ISF Greater China,E6UHSPOBKJBKA5PR6370,LEI,SCGRCIZ LX Schroder ISF Greater China,LU1953148969,ISIN,מניות,"חו""ל",סין,סחיר,אחר,Equity Funds,לא,USD,156.19,3.306,13747.52,70.98579,8e-06,0.007115,0.000209,
,168,13349.0,MI Chelverton Equity Fund - MI C,5493005BE7RXCNO0T160,LEI,MICHEBA LN MI Chelverton Equity Fund - MI C,GB00BFNL2P39,ISIN,מניות,"חו""ל",אירופה,סחיר,LSE,Equity Funds,לא,GBP,11919.49,4.4409,192.5487,101.92232,8.8e-05,0.010216,0.0003,
,168,13349.0,Brook European Focus Fund,5493000W2DK9FVPW3M87,LEI,ODEFCEI ID Brook European Focus Fund,IE000YMX2574,ISIN,מניות,"חו""ל",אירלנד,סחיר,EURONEXT,Equity Funds,לא,EUR,193.4,3.8807,23196.89,174.10022,4.7e-05,0.017451,0.000512,
,168,13349.0,Gemway Assets GemEquity,969500N1B6C986BLVK65,LEI,GWAGSUS FP Gemway As GemEq,FR0013246444,ISIN,מניות,"חו""ל",סין,סחיר,EURONEXT,Equity Funds,לא,USD,6.47,3.306,176605.0,37.7945,1.4e-05,0.003788,0.000111,
,168,13349.0,M&G Lux Investment Funds 1 - M,549300OR1ZG2XAP7AU07,LEI,MGJEULI LX M&G Lux Investment F,LU2486835627,ISIN,מניות,"חו""ל",יפן,סחיר,אחר,Equity Funds,לא,USD,3479.4,3.306,1656.53,190.54889,4.6e-05,0.019099,0.000561,
,168,13349.0,Credit Suisse Nova Lux Global,54930077MN2BBHNFZQ03,LEI,CSNGSMU LX CS Nova Lux,LU0635707705,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,97.17,3.306,188977.0,607.05657,5.5e-05,0.060849,0.001788,
,168,13349.0,Invesco Zodiac Funds - Invesco,549300HQ8IBAX0TXDL49,LEI,IUSSENG LX Invesco Zodiac Fu,LU0564079282,ISIN,"אג""ח קונצרני","חו""ל","ארה""ב",סחיר,אחר,Bond/Fixed Income Funds,לא,USD,597.95,3.306,19478.0,385.04681,1.9e-05,0.038595,0.001134,
,168,13349.0,DWS Invest Asian Bonds,549300GOIVMDKMRG5X45,LEI,DWSAFC5 LX DWS Invest Asian Bonds,LU1949850538,ISIN,"אג""ח קונצרני","חו""ל",הודו,סחיר,אחר,Bond/Fixed Income Funds,לא,USD,820.44,3.306,12840.0,348.26857,0.000118,0.034909,0.001026,
,168,13349.0,Alma Capital Investment Funds,549300GFHQIH765PQO98,LEI,AEJPIJA LX Alma Capital Investment Funds,LU1013116519,ISIN,מניות,"חו""ל",לוכסמבורג,סחיר,אחר,Equity Funds,לא,JPY,145.61,0.022332,3762400.0,122.34629,0.0,0.012263,0.00036,
