Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,ענף מסחר,בעל עניין/צד קשור,תאריך רכישה,דירוג,שם מדרג,דירוג נייר הערך/המנפיק,מטבע פעילות,"מח""מ",מועד פדיון,תשואה לפדיון,שיעור ריבית,נחיתות חוזית,האם סווג כחוב בעייתי,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,תאריך אחרון בו נבחנה בפועל ירידת ערך,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),השיטה שיושמה בדוח הכספי,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 39
,665,1645.0,"מת""ם - מרכז תעשיות מדע חיפה בע""מ",510687403.0,ח.פ.,"מת""ם ב רצף",IL0012235367,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנייה,לא,2025-06-24,ilAA,S&P מעלות,מנפיק,ILS,5.24,2035-06-30,0.0351,0.034,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,313958.09,1.0,102.03,320.33144,,,,0.040783,0.000214,
,665,1645.0,קרן שמש נכסים שותפות מוגבלת,540333101.0,ח.פ.,קרן שמש אגח א-רמ,IL0012153008,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אנרגיה מתחדשת,לא,2025-01-01,A2.il,מידרוג Moodys,מנפיק,ILS,7.88,2043-12-31,0.0405,0.039,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,139679.29,1.0,103.28,144.26077,,,,0.018366,9.6e-05,
,665,1645.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153.0,ח.פ.,מימון משכנתאות הנפקות 1,IL0012152687,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,"אג""ח מובנות",לא,2024-12-26,Aa1.il,מידרוג Moodys,מנפיק,ILS,10.41,2054-02-20,0.048,0.05,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,231213.13,1.0,106.71,246.72754,,,,0.031412,0.000165,
,665,1645.0,"ביטוח ישיר - השקעות פיננסיות בע""מ",520044439.0,ח.פ.,"ביטוח ישיר אג""ח יב - רמ",IL0012102443,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2024-08-11,A2.il,מידרוג Moodys,מנפיק,ILS,5.55,2034-06-30,0.0424,0.047,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,173292.83,1.0,108.68,188.33465,,,,0.023977,0.000125,
,665,1645.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153.0,ח.פ.,מימון משכנתאות א,IL0012088188,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,"אג""ח מובנות",לא,2024-07-15,A3.il,מידרוג Moodys,מנפיק,ILS,3.21,2031-12-31,0.0446,0.0445,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,93578.13,1.0,105.78,98.98694,,,,0.012602,6.6e-05,
,665,1645.0,מימון ישיר הנפקות,516100120.0,ח.פ.,"ישיר הנפקות אג""ח 16",IL0011983405,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2023-07-31,NR,NR,NR,ILS,1.35,2028-06-12,0.0357,0.0425,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,8784.12,1.0,108.68,9.54658,,,,0.001215,6e-06,
,665,1645.0,"אלון"" חברת הדלק לישראל בע""מ",520041690.0,ח.פ.,"אלון אג""ח א רצף",IL0011015679,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2013-06-23,NR,NR,NR,ILS,,2027-12-31,10.0,0.0535,החוב לא נחות,,גורם תלוי/פנימי,קיימת תלות,2025-09-30,2025-09-30,25058.99,1.0,1e-06,0.0,,,,0.0,0.0,
,665,1645.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,"לאומי אג""ח 1",IL0011986390,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנקים,כן,2023-08-07,Aaa.il,מידרוג Moodys,מנפיק,ILS,1.19,2026-12-24,0.0614,0.068,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,8566.77,1.0,100.51,8.61046,,,,0.001096,5e-06,
,665,1645.0,"וי.איי.די. חברה להתפלה בע""מ",513102384.0,ח.פ.,וי.אי.די התפלת מי אשקלון 0706 נשר,IL0010979974,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2006-04-23,ilAA+,S&P מעלות,מנפיק,ILS,0.06,2025-10-22,0.0315,0.0775,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,5910.49,1.0,149.14,8.8149,,,,0.001122,5e-06,
,665,1645.0,"וי.איי.די. חברה להתפלה בע""מ",513102384.0,ח.פ.,וי.אי.די התפלת מי אשקלון 0103 נשר,IL0010876832,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2003-05-22,ilAA+,S&P מעלות,מנפיק,ILS,0.06,2025-10-22,0.0301,0.0775,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,320.24,1.0,148.14,0.47441,,,,6e-05,0.0,
,665,1645.0,"מקורות חברת מים בע""מ",520010869.0,ח.פ.,"מקורות אג""ח 6 רצף",IL0011009086,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2010-05-30,ilAAA,S&P מעלות,מנפיק,ILS,4.98,2036-12-25,0.0277,0.049,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,860516.81,1.0,164.64,1416.75487,,,,0.180374,0.000947,
,665,1645.0,"דרך ארץ (בי.וי. סראנטה) בע""מ",510984230.0,ח.פ.,"נתיבים אג""ח קונצרן (נסחר $ ) רצף",IL0010902810,ISIN,"צמוד למט""ח",ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2004-04-30,Aa1.il,מידרוג Moodys,מנפיק,USD,1.0,2027-06-30,0.0456,0.0797,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,15023.86,3.306,105.33,52.31624,,,,0.00666,3.4e-05,
,665,1651.0,אורמת טכנולוגיות אינק,2250.0,מספר מנפיק,"אורמת אג""ח ד רצף",IL0011672123,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,"ארה""ב",לא סחיר,קלינטק,לא,2020-07-02,ilAA-,S&P מעלות,מנפיק,ILS,2.95,2031-06-15,0.0524,0.0335,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,6179.65,1.0,95.91,5.9269,,,,0.001205,4e-06,
,665,1651.0,"גדות מסופים לכימקלים (1985) בע""מ",520040775.0,ח.פ.,גדות מסף אגא-רמ,IL0011623209,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,מסחר,לא,2020-01-14,A3.il,מידרוג Moodys,מנפיק,ILS,0.66,2026-06-30,0.0546,0.043,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,79798.88,1.0,100.43,80.14202,,,,0.016298,6.3e-05,
,665,1651.0,"רפאל מערכות לחימה מתקדמות בע""מ",520042185.0,ח.פ.,רפאל אגח ה רצף,IL0011402927,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,ביטחוניות,לא,2017-03-02,ilAAA,S&P מעלות,מנפיק,ILS,0.46,2026-03-15,0.048,0.025,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,49998.3,1.0,99.16,49.57831,,,,0.010083,3.9e-05,
,665,1651.0,"רפאל מערכות לחימה מתקדמות בע""מ",520042185.0,ח.פ.,רפאל   אגח ד רצף,IL0011402844,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,ביטחוניות,לא,2017-03-01,ilAAA,S&P מעלות,מנפיק,ILS,4.41,2034-09-15,0.0471,0.0374,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,6445.06,1.0,96.46,6.21691,,,,0.001264,4e-06,
,665,1651.0,"ביטוח ישיר - השקעות פיננסיות בע""מ",520044439.0,ח.פ.,"ביטוח ישיר סדרה י""א רצף",IL0011388258,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2016-07-21,A2.il,מידרוג Moodys,מנפיק,ILS,2.0,2028-06-24,0.0535,0.046,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,177414.29,1.0,99.93,177.2901,,,,0.036056,0.00014,
,665,1651.0,"נתיבי הגז הטבעי לישראל בע""מ",513436394.0,ח.פ.,"נתיבי גז אג""ח ג רצף",IL0011255093,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2012-01-01,Aaa.il,מידרוג Moodys,מנפיק,ILS,3.04,2031-12-31,0.0287,0.048,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,337313.38,1.0,131.46,443.43217,,,,0.090183,0.00035,
,665,1651.0,"מקורות חברת מים בע""מ",520010869.0,ח.פ.,"מקורות אג""ח 8 רצף",IL0011243461,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2011-07-14,ilAAA,S&P מעלות,מנפיק,ILS,9.44,2048-07-14,0.0281,0.041,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,1055555.79,1.0,139.55,1473.02811,,,,0.299579,0.001163,
,665,1651.0,"נתיבי הגז הטבעי לישראל בע""מ",513436394.0,ח.פ.,"נתיבי גז אג""ח א רצף",IL0011030843,ISIN,"אג""ח לא סחיר שנרכש בין 04/11/2008 ועד 31/03/2015 ונמדד לפי עלות מופחתת",ישראל,ישראל,לא סחיר,שירותים,לא,2007-01-02,Aaa.il,מידרוג Moodys,מנפיק,ILS,0.5813,2026-12-29,0.0448,0.056,החוב לא נחות,,גורם תלוי/פנימי,קיימת תלות,2025-09-30,2025-09-30,4263.29,1.0,146.307247,6.2956,6.2375,6.2375,עלות מופחתת,0.001268,4e-06,
,665,1651.0,"נתיבי הגז הטבעי לישראל בע""מ",513436394.0,ח.פ.,"נתיבי גז אג""ח א' רצף",IL0011030843,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2007-01-02,Aaa.il,מידרוג Moodys,מנפיק,ILS,0.59,2026-12-29,0.0295,0.056,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,10655.1,1.0,147.67,15.73439,,,,0.0032,1.2e-05,
,665,1651.0,"תשתיות אנרגיה בע""מ",520027293.0,ח.פ.,"תשתיות אנרגיה אג""ח א רצף",IL0011680878,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,חשמל,לא,2020-08-17,Aaa.il,מידרוג Moodys,מנפיק,ILS,7.06,2040-12-31,0.0272,0.0083,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,242793.15,1.0,104.54,253.81596,,,,0.05162,0.0002,
,665,1651.0,"כלל תעשיות בע""מ",520021874.0,ח.פ.,כלל תעשאג טז-רמ,IL0060802381,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2019-12-29,A2.il,מידרוג Moodys,מנפיק,ILS,1.47,2027-06-30,0.0537,0.0447,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,170066.0,1.0,100.02,170.10001,,,,0.034594,0.000134,
,665,1651.0,י.ח.ק להשקעות,550016091.0,מספר שותפות,"י.ח.ק להשקעות אג""ח ב",IL0011817835,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2021-11-14,ilA+,S&P מעלות,מנפיק,ILS,1.66,2028-12-31,0.0518,0.0286,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,1257.07,1.0,98.48,1.23796,,,,0.000251,0.0,
,665,1651.0,"אלון"" חברת הדלק לישראל בע""מ",520041690.0,ח.פ.,"אלון אג""ח א רצף",IL0011015679,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2013-06-23,NR,NR,NR,ILS,,2027-12-31,10.0,0.0535,החוב לא נחות,,גורם תלוי/פנימי,קיימת תלות,2025-09-30,2025-09-30,16698.19,1.0,1e-06,0.0,,,,0.0,0.0,
,665,1651.0,"חברת החשמל לישראל בע""מ",520000472.0,ח.פ.,חברת החשמל 2029 צמוד רצף,IL0060001869,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,חשמל,לא,2014-05-07,Aaa.il,מידרוג Moodys,מנפיק,ILS,1.97,2029-05-07,0.0293,0.06,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,282221.61,1.0,129.32,364.96899,,,,0.074226,0.000288,
,665,1651.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153.0,ח.פ.,מימון משכנתאות הנפקות 2ב,IL0012257965,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2025-07-29,Aa1.il,מידרוג Moodys,מנפיק,ILS,7.35,2054-06-20,0.0786,0.078,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,37401.96,1.0,100.1,37.43936,,,,0.007614,2.9e-05,
,665,1651.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153.0,ח.פ.,מימון משכנתאות הנפקות 2א,IL0012257882,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2025-07-29,Aa1.il,מידרוג Moodys,מנפיק,ILS,10.2,2054-06-20,0.0513,0.0525,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,68851.76,1.0,103.96,71.57829,,,,0.014557,5.6e-05,
,665,1651.0,"מת""ם - מרכז תעשיות מדע חיפה בע""מ",510687403.0,ח.פ.,"מת""ם ב רצף",IL0012235367,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנייה,לא,2025-06-24,ilAA,S&P מעלות,מנפיק,ILS,5.24,2035-06-30,0.0351,0.034,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,196525.01,1.0,102.03,200.51446,,,,0.040779,0.000158,
,665,1651.0,קרן שמש נכסים שותפות מוגבלת,540333101.0,ח.פ.,קרן שמש אגח א-רמ,IL0012153008,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אנרגיה מתחדשת,לא,2025-01-01,A2.il,מידרוג Moodys,מנפיק,ILS,7.88,2043-12-31,0.0405,0.039,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,87433.56,1.0,103.28,90.30138,,,,0.018365,7.1e-05,
,665,1651.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153.0,ח.פ.,מימון משכנתאות הנפקות 1,IL0012152687,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,"אג""ח מובנות",לא,2024-12-26,Aa1.il,מידרוג Moodys,מנפיק,ILS,10.41,2054-02-20,0.048,0.05,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,144730.03,1.0,106.71,154.44141,,,,0.031409,0.000121,
,665,1651.0,"ביטוח ישיר - השקעות פיננסיות בע""מ",520044439.0,ח.פ.,"ביטוח ישיר אג""ח יב - רמ",IL0012102443,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2024-08-11,A2.il,מידרוג Moodys,מנפיק,ILS,5.55,2034-06-30,0.0424,0.047,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,108474.27,1.0,108.68,117.88984,,,,0.023976,9.3e-05,
,665,1651.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153.0,ח.פ.,מימון משכנתאות א,IL0012088188,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,"אג""ח מובנות",לא,2024-07-15,A3.il,מידרוג Moodys,מנפיק,ILS,3.21,2031-12-31,0.0446,0.0445,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,58576.11,1.0,105.78,61.9618,,,,0.012601,4.8e-05,
,665,1651.0,"אגד חברה לתחבורה בע""מ",516041118.0,ח.פ.,אגד אגח 1-רמ,IL0011987877,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2023-08-15,ilAA-,S&P מעלות,מנפיק,ILS,2.3,2029-12-31,0.0337,0.0364,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,182281.9,1.0,108.84,198.39562,,,,0.040348,0.000156,
,665,1651.0,מימון ישיר הנפקות,516100120.0,ח.פ.,"ישיר הנפקות אג""ח 16",IL0011983405,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2023-07-31,NR,NR,NR,ILS,1.35,2028-06-12,0.0357,0.0425,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,5498.5,1.0,108.68,5.97577,,,,0.001215,4e-06,
,665,1651.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,"לאומי אג""ח 1",IL0011986390,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנקים,כן,2023-08-07,Aaa.il,מידרוג Moodys,מנפיק,ILS,1.19,2026-12-24,0.0614,0.068,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,5362.45,1.0,100.51,5.3898,,,,0.001096,4e-06,
,665,1651.0,"מקורות חברת מים בע""מ",520010869.0,ח.פ.,"מקורות אג""ח 6 רצף",IL0011009086,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2010-05-30,ilAAA,S&P מעלות,מנפיק,ILS,4.98,2036-12-25,0.0277,0.049,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,538648.55,1.0,164.64,886.83098,,,,0.18036,0.0007,
,665,1651.0,"דרך ארץ (בי.וי. סראנטה) בע""מ",510984230.0,ח.פ.,"נתיבים אג""ח קונצרן (נסחר $ ) רצף",IL0010902810,ISIN,"צמוד למט""ח",ישראל,ישראל,לא סחיר,"נדל""ן מניב בישראל",לא,2004-04-30,Aa1.il,מידרוג Moodys,מנפיק,USD,1.0,2027-06-30,0.0456,0.0797,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,9404.33,3.306,105.33,32.74784,,,,0.00666,2.5e-05,
,665,1651.0,"וי.איי.די. חברה להתפלה בע""מ",513102384.0,ח.פ.,וי.אי.די התפלת מי אשקלון 0706 נשר,IL0010979974,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2006-04-23,ilAA+,S&P מעלות,מנפיק,ILS,0.06,2025-10-22,0.0315,0.0775,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,3699.72,1.0,149.14,5.51777,,,,0.001122,4e-06,
,665,1651.0,"וי.איי.די. חברה להתפלה בע""מ",513102384.0,ח.פ.,וי.אי.די התפלת מי אשקלון 0103 נשר,IL0010876832,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2003-05-22,ilAA+,S&P מעלות,מנפיק,ILS,0.06,2025-10-22,0.0301,0.0775,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,200.46,1.0,148.14,0.29696,,,,6e-05,0.0,
,665,1652.0,"נתיבי הגז הטבעי לישראל בע""מ",513436394.0,ח.פ.,"נתיבי גז אג""ח א רצף",IL0011030843,ISIN,"אג""ח לא סחיר שנרכש בין 04/11/2008 ועד 31/03/2015 ונמדד לפי עלות מופחתת",ישראל,ישראל,לא סחיר,שירותים,לא,2007-01-02,Aaa.il,מידרוג Moodys,מנפיק,ILS,0.5813,2026-12-29,0.0448,0.056,החוב לא נחות,,גורם תלוי/פנימי,קיימת תלות,2025-09-30,2025-09-30,2152.96,1.0,146.307247,3.17928,3.14993,3.14993,עלות מופחתת,0.00118,4e-06,
,665,1652.0,"תשתיות אנרגיה בע""מ",520027293.0,ח.פ.,"תשתיות אנרגיה אג""ח א רצף",IL0011680878,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,חשמל,לא,2020-08-17,Aaa.il,מידרוג Moodys,מנפיק,ILS,7.06,2040-12-31,0.0272,0.0083,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,131810.03,1.0,104.54,137.79421,,,,0.051624,0.000182,
,665,1652.0,אורמת טכנולוגיות אינק,2250.0,מספר מנפיק,"אורמת אג""ח ד רצף",IL0011672123,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,"ארה""ב",לא סחיר,קלינטק,לא,2020-07-02,ilAA-,S&P מעלות,מנפיק,ILS,2.95,2031-06-15,0.0524,0.0335,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,3354.87,1.0,95.91,3.21766,,,,0.001205,4e-06,
,665,1652.0,"גדות מסופים לכימקלים (1985) בע""מ",520040775.0,ח.פ.,גדות מסף אגא-רמ,IL0011623209,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,מסחר,לא,2020-01-14,A3.il,מידרוג Moodys,מנפיק,ILS,0.66,2026-06-30,0.0546,0.043,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,43322.04,1.0,100.43,43.50832,,,,0.0163,5.7e-05,
,665,1652.0,"רפאל מערכות לחימה מתקדמות בע""מ",520042185.0,ח.פ.,רפאל אגח ה רצף,IL0011402927,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,ביטחוניות,לא,2017-03-02,ilAAA,S&P מעלות,מנפיק,ILS,0.46,2026-03-15,0.048,0.025,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,27143.59,1.0,99.16,26.91558,,,,0.010083,3.5e-05,
,665,1652.0,"רפאל מערכות לחימה מתקדמות בע""מ",520042185.0,ח.פ.,רפאל   אגח ד רצף,IL0011402844,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,ביטחוניות,לא,2017-03-01,ilAAA,S&P מעלות,מנפיק,ILS,4.41,2034-09-15,0.0471,0.0374,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,3498.96,1.0,96.46,3.3751,,,,0.001264,4e-06,
,665,1652.0,"נתיבי הגז הטבעי לישראל בע""מ",513436394.0,ח.פ.,"נתיבי גז אג""ח ג רצף",IL0011255093,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2012-01-01,Aaa.il,מידרוג Moodys,מנפיק,ILS,3.04,2031-12-31,0.0287,0.048,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,183124.15,1.0,131.46,240.735,,,,0.090191,0.000318,
,665,1652.0,"מקורות חברת מים בע""מ",520010869.0,ח.פ.,"מקורות אג""ח 8 רצף",IL0011243461,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים,לא,2011-07-14,ilAAA,S&P מעלות,מנפיק,ILS,9.44,2048-07-14,0.0281,0.041,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,573050.95,1.0,139.55,799.6926,,,,0.299605,0.001056,
,665,1652.0,"כלל תעשיות בע""מ",520021874.0,ח.פ.,כלל תעשאג טז-רמ,IL0060802381,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2019-12-29,A2.il,מידרוג Moodys,מנפיק,ILS,1.47,2027-06-30,0.0537,0.0447,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,92327.17,1.0,100.02,92.34564,,,,0.034597,0.000122,
,665,1652.0,י.ח.ק להשקעות,550016091.0,מספר שותפות,"י.ח.ק להשקעות אג""ח ב",IL0011817835,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2021-11-14,ilA+,S&P מעלות,מנפיק,ILS,1.66,2028-12-31,0.0518,0.0286,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,682.45,1.0,98.48,0.67208,,,,0.000251,0.0,
,665,1652.0,"ביטוח ישיר - השקעות פיננסיות בע""מ",520044439.0,ח.פ.,"ביטוח ישיר סדרה י""א רצף",IL0011388258,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,השקעה ואחזקות,לא,2016-07-21,A2.il,מידרוג Moodys,מנפיק,ILS,2.0,2028-06-24,0.0535,0.046,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,96316.49,1.0,99.93,96.24907,,,,0.036059,0.000127,
,665,1652.0,מימון ישיר הנפקות,516100120.0,ח.פ.,"ישיר הנפקות אג""ח 16",IL0011983405,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,אשראי חוץ בנקאי,לא,2023-07-31,NR,NR,NR,ILS,1.35,2028-06-12,0.0357,0.0425,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,2985.08,1.0,108.68,3.24419,,,,0.001215,4e-06,
,665,1652.0,"בנק לאומי לישראל בע""מ",520018078.0,ח.פ.,"לאומי אג""ח 1",IL0011986390,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,בנקים,כן,2023-08-07,Aaa.il,מידרוג Moodys,מנפיק,ILS,1.19,2026-12-24,0.0614,0.068,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,2911.22,1.0,100.51,2.92607,,,,0.001096,3e-06,
,665,1652.0,"חברת החשמל לישראל בע""מ",520000472.0,ח.פ.,חברת החשמל 2029 צמוד רצף,IL0060001869,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,חשמל,לא,2014-05-07,Aaa.il,מידרוג Moodys,מנפיק,ILS,1.97,2029-05-07,0.0293,0.06,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,153215.36,1.0,129.32,198.13811,,,,0.074232,0.000261,
,665,1652.0,"מימון ישיר נדל""ן ומשכנתאות בע""מ",516100153.0,ח.פ.,מימון משכנתאות הנפקות 2ב,IL0012257965,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,לא סחיר,שירותים פיננסיים,לא,2025-07-29,Aa1.il,מידרוג Moodys,מנפיק,ILS,7.35,2054-06-20,0.0786,0.078,החוב לא נחות,,חברת ציטוט,אי-תלות,2025-09-30,2025-09-30,20305.16,1.0,100.1,20.32547,,,,0.007614,2.6e-05,
