Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם הבנק,מספר מזהה בנק,סוג מספר מזהה בנק,מאפיין עיקרי,"ישראל/חו""ל",בעל עניין/צד קשור,דירוג הבנק,שם מדרג,מטבע פעילות,שווי מטבעי,שער חליפין,שיעור ריבית,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 18
,168,2183.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,USD,-3680.21768,3.306,,-12166.79965,-0.012782,-0.000786,
,168,2183.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,ILS,-119.41945,1.0,,-119.41945,-0.000125,-7e-06,
,168,2183.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,CAD,296.14935,2.3745,,703.20663,0.000738,4.5e-05,
,168,2183.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,A+,S&P,USD,-7485.72995,3.306,,-24747.8232,-0.026001,-0.001601,
,168,2183.0,"בנק מזרחי טפחות בע""מ",20-21,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,EUR,0.00031,3.8807,,0.0012,0.0,0.0,
,168,2183.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,10181.83857,3.306,,33661.15829,0.035364,0.002176,
,168,2183.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,1859.31966,3.306,,6146.91077,0.006458,0.000397,
,168,2183.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,AUD,2427.75238,2.1849,,5304.39619,0.005572,0.000343,
,168,2183.0,"בנק מזרחי טפחות בע""מ",20-21,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,9428.72269,1.0,,9428.72269,0.009906,0.000609,
,168,2183.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,בטחונות שוטפים,ישראל,לא,Aaa.il,מידרוג Moodys,USD,-1930.0,3.306,,-6380.58,-0.006703,-0.000412,
,168,2183.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,USD,5611.67395,3.306,,18552.19407,0.01949,0.001198,
,168,2183.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,CHF,701.68167,4.1427,,2906.85665,0.003054,0.000188,
,168,2183.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,102815.63526,1.0,,102815.63526,0.108019,0.006649,
,168,2183.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,בטחונות שוטפים,ישראל,לא,Aaa.il,מידרוג Moodys,ILS,-431.29172,1.0,,-431.29172,-0.000453,-2.7e-05,
,168,2183.0,בנק הפועלים בע''מ,12-600,סימול בנק,"פח""ק/פר""י",ישראל,כן,ilAAA,S&P מעלות,ILS,277138.54339,1.0,,277138.54339,0.291169,0.017926,
,168,2183.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,JPY,23812.85683,0.022332,,531.78872,0.000558,3.4e-05,
,168,2183.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,32969.15799,1.0,,32969.15799,0.034637,0.002132,
,168,2183.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,EUR,14950.52249,3.8807,,58018.49261,0.060955,0.003752,
,168,2183.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"פח""ק/פר""י",ישראל,לא,ilAAA,S&P מעלות,ILS,28636.45944,1.0,,28636.45944,0.030085,0.001851,
,168,2183.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,25943.41963,1.0,,25943.41963,0.027256,0.001678,
,168,2183.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,GBP,3076.63325,4.4409,,13663.02065,0.014353,0.000883,
,168,2183.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,4473.55161,1.0,,4473.55161,0.004699,0.000288,
,168,2183.0,בנק הפועלים בע''מ,12-600,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,ILS,-1199.70261,1.0,,-1199.70261,-0.00126,-7.7e-05,
,168,2183.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,EUR,1901.4582,3.8807,,7378.98884,0.00775,0.000476,
,168,2183.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,Aaa.il,מידרוג Moodys,USD,-513.23768,3.306,,-1696.76376,-0.001782,-0.000109,
,168,2183.0,"בנק מזרחי טפחות בע""מ",20-21,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,Aaa.il,מידרוג Moodys,ILS,25859.81891,1.0,,25859.81891,0.027169,0.001672,
,168,2183.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,EUR,29.56377,3.8807,,114.72813,0.00012,7e-06,
,168,2183.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,51718.08952,1.0,,51718.08952,0.054336,0.003345,
,168,2183.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,GBP,205.81624,4.4409,,914.00936,0.000958,5.7e-05,
,168,2184.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,88057.00493,1.0,,88057.00493,0.098034,0.00673,
,168,2184.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,USD,4782.11445,3.306,,15809.67036,0.0176,0.001207,
,168,2184.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,BBB+,S&P,USD,-48.82678,3.306,,-161.42135,-0.000179,-1.3e-05,
,168,2184.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,EUR,1133.55444,3.8807,,4398.98474,0.004896,0.000336,
,168,2184.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,EUR,27.52859,3.8807,,106.83022,0.000118,8e-06,
,168,2184.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,13968.18391,3.306,,46178.816,0.051411,0.003529,
,168,2184.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,USD,6175.5401,3.306,,20416.3356,0.022728,0.001557,
,168,2184.0,"בנק מזרחי טפחות בע""מ",20-21,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,EUR,0.00027,3.8807,,0.00107,0.0,0.0,
,168,2184.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,AUD,2162.99067,2.1849,,4725.91831,0.005261,0.000361,
,168,2184.0,בנק הפועלים בע''מ,12-600,סימול בנק,"פקדון במט""ח עד שלושה חודשים",ישראל,לא,BBB,S&P,USD,2407.57258,3.306,,7959.43497,0.008861,0.000608,
,168,2184.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,GBP,2741.05428,4.4409,,12172.74799,0.013551,0.00093,
,168,2184.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,בטחונות שוטפים,ישראל,לא,Aaa.il,מידרוג Moodys,USD,-1670.0,3.306,,-5521.02,-0.006146,-0.000422,
,168,2184.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,כן,ilAAA,S&P מעלות,ILS,13617.62342,1.0,,13617.62342,0.015158,0.001039,
,168,2184.0,"בנק מזרחי טפחות בע""מ",20-21,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,22.90456,3.306,,75.72247,8.4e-05,5e-06,
,168,2184.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,ILS,-50.99788,1.0,,-50.99788,-5.6e-05,-3e-06,
,168,2184.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,JPY,630780.80996,0.022332,,14086.59705,0.015683,0.001076,
,168,2184.0,"בנק מזרחי טפחות בע""מ",20-21,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,8400.46099,1.0,,8400.46099,0.009352,0.000642,
,168,2184.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,A+,S&P,USD,-6716.69889,3.306,,-22205.40652,-0.024722,-0.001698,
,168,2184.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,3132.25218,1.0,,3132.25218,0.003486,0.000237,
,168,2184.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,8305.28059,3.306,,27457.25763,0.030567,0.002098,
,168,2184.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,89386.73093,1.0,,89386.73093,0.099515,0.006831,
,168,2184.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,USD,-3269.71001,3.306,,-10809.66128,-0.012034,-0.000826,
,168,2184.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,23114.12603,1.0,,23114.12603,0.025733,0.001766,
,168,2184.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,46077.90554,1.0,,46077.90554,0.051299,0.003522,
,168,2184.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,Aaa.il,מידרוג Moodys,USD,-457.26587,3.306,,-1511.72097,-0.001683,-0.000115,
,168,2184.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,"פח""ק/פר""י",ישראל,לא,ilAAA,S&P מעלות,ILS,0.01743,1.0,,0.01743,0.0,0.0,
,168,2184.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,11703.88809,1.0,,11703.88809,0.013028,0.000894,
,168,2184.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,בטחונות שוטפים,ישראל,לא,BBB+,S&P,USD,-3.50281,3.306,,-11.58029,-1.2e-05,0.0,
,168,2184.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,A,S&P,USD,118.7309,3.306,,392.52437,0.000437,3e-05,
,168,2184.0,"בנק מזרחי טפחות בע""מ",20-21,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,Aaa.il,מידרוג Moodys,ILS,23039.64249,1.0,,23039.64249,0.02565,0.001761,
,168,2184.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,CAD,1963.70492,2.3745,,4662.81733,0.005191,0.000356,
,168,2184.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,1678.5019,3.306,,5549.12726,0.006177,0.000424,
,168,2184.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,DKK,4004.58909,0.5199,,2081.98587,0.002317,0.000159,
,168,2184.0,בנק הפועלים בע''מ,12-600,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,USD,-26384.17553,3.306,,-87226.08431,-0.097109,-0.006665,
,168,2184.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,GBP,621.5774,4.4409,,2760.36308,0.003072,0.000209,
,168,2184.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,64181.72642,1.0,,64181.72642,0.071455,0.004905,
,168,2184.0,בנק הפועלים בע''מ,12-600,סימול בנק,"פח""ק/פר""י",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,7.87085,1.0,,7.87085,8e-06,0.0,
,168,2184.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,GBP,259.34909,4.4409,,1151.74341,0.001281,8.7e-05,
,168,2184.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,GBP,17.54374,4.4409,,77.91,8.7e-05,6e-06,
,168,2184.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,בטחונות שוטפים,ישראל,לא,Aaa.il,מידרוג Moodys,ILS,-184.18244,1.0,,-184.18244,-0.000205,-1.4e-05,
,168,2184.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,Aaa.il,מידרוג Moodys,ILS,4146.93334,1.0,,4146.93334,0.004616,0.000316,
,168,2184.0,בנק הפועלים בע''מ,12-600,סימול בנק,"פח""ק/פר""י",ישראל,כן,ilAAA,S&P מעלות,ILS,304899.32484,1.0,,304899.32484,0.339452,0.023306,
,168,2184.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,JPY,19932.44634,0.022332,,445.13139,0.000495,3.4e-05,
,168,2184.0,בנק הפועלים בע''מ,12-600,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,ILS,-1117.1148,1.0,,-1117.1148,-0.001243,-8.5e-05,
,168,2184.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,CAD,251.1611,2.3745,,596.38203,0.000663,4.5e-05,
,168,2184.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,EUR,1528.56786,3.8807,,5931.91326,0.006602,0.000451,
,168,2184.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,29660.46819,1.0,,29660.46819,0.033021,0.002266,
,168,2184.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,USD,13033.11104,3.306,,43087.46513,0.047967,0.003291,
,168,2184.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,כן,ilAAA,S&P מעלות,ILS,18057.99188,1.0,,18057.99188,0.020101,0.001378,
,168,2184.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,EUR,13236.25758,3.8807,,51365.94477,0.057186,0.003926,
,168,2184.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,CHF,625.15885,4.1427,,2589.84559,0.002883,0.000197,
,168,2184.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"פח""ק/פר""י",ישראל,לא,ilAAA,S&P מעלות,ILS,25441.75627,1.0,,25441.75627,0.028324,0.001943,
,168,2212.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,כן,ilAAA,S&P מעלות,ILS,-1.69115,1.0,,-1.69115,-6.5e-05,0.0,
,168,2212.0,בנק הפועלים בע''מ,12-600,סימול בנק,"פח""ק/פר""י",ישראל,כן,ilAAA,S&P מעלות,ILS,25860.94758,1.0,,25860.94758,1.000065,0.005168,
,168,8561.0,בנק הפועלים בע''מ,12-600,סימול בנק,"פח""ק/פר""י",ישראל,כן,ilAAA,S&P מעלות,ILS,4394.4076,1.0,,4394.4076,0.999999,0.011878,
,168,8561.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,כן,ilAAA,S&P מעלות,ILS,0.00362,1.0,,0.00362,0.0,0.0,
,168,8812.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,CAD,212.38185,2.3745,,504.3007,0.000779,5.1e-05,
,168,8812.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,GBP,524.89848,4.4409,,2331.02167,0.003601,0.000234,
,168,8812.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,"פח""ק/פר""י",ישראל,לא,ilAAA,S&P מעלות,ILS,0.01307,1.0,,0.01307,0.0,0.0,
,168,8812.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,A,S&P,USD,83.97749,3.306,,277.62958,0.000428,2.8e-05,
,168,8812.0,"בנק מזרחי טפחות בע""מ",20-21,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,6627.52652,1.0,,6627.52652,0.01024,0.00067,
,168,8812.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,USD,3682.41285,3.306,,12174.05688,0.018809,0.001229,
,168,8812.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,ILS,-7.96842,1.0,,-7.96842,-1.2e-05,0.0,
,168,8812.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,בטחונות שוטפים,ישראל,לא,Aaa.il,מידרוג Moodys,ILS,-28.77851,1.0,,-28.77851,-4.4e-05,-2e-06,
,168,8812.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,USD,-2574.29775,3.306,,-8510.62838,-0.013149,-0.00086,
,168,8812.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,69640.58872,1.0,,69640.58872,0.107605,0.007041,
,168,8812.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,Aaa.il,מידרוג Moodys,USD,-360.75897,3.306,,-1192.66916,-0.001842,-0.00012,
,168,8812.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,CAD,1549.26098,2.3745,,3678.72019,0.005684,0.000372,
,168,8812.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,50636.04178,1.0,,50636.04178,0.078241,0.005119,
,168,8812.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,6436.88393,3.306,,21280.33827,0.03288,0.002151,
,168,8812.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,BBB+,S&P,USD,-44.58324,3.306,,-147.39218,-0.000227,-1.5e-05,
,168,8812.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,USD,12187.82134,3.306,,40292.93739,0.062256,0.004071,
,168,8812.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,AUD,1706.48706,2.1849,,3728.50359,0.005761,0.000377,
,168,8812.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,EUR,1807.31539,3.8807,,7013.64883,0.010835,0.000707,
,168,8812.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,1233.41513,3.306,,4077.67039,0.0063,0.000411,
,168,8812.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,USD,4901.71508,3.306,,16205.07005,0.025035,0.001636,
,168,8812.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,36353.06933,1.0,,36353.06933,0.056171,0.003676,
,168,8812.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"פח""ק/פר""י",ישראל,לא,ilAAA,S&P מעלות,ILS,20061.62252,1.0,,20061.62252,0.030997,0.002028,
,168,8812.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,A+,S&P,USD,-5306.12152,3.306,,-17542.03777,-0.027106,-0.001774,
,168,8812.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,Aaa.il,מידרוג Moodys,ILS,3109.34545,1.0,,3109.34545,0.004804,0.000314,
,168,8812.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,CHF,493.2178,4.1427,,2043.25338,0.003157,0.000206,
,168,8812.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,69430.57472,1.0,,69430.57472,0.107281,0.007021,
,168,8812.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,947.12158,1.0,,947.12158,0.001462,9.5e-05,
,168,8812.0,"בנק מזרחי טפחות בע""מ",20-21,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,18.07051,3.306,,59.74109,9.2e-05,6e-06,
,168,8812.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,כן,ilAAA,S&P מעלות,ILS,13746.43194,1.0,,13746.43194,0.021239,0.001388,
,168,8812.0,בנק הפועלים בע''מ,12-600,סימול בנק,"פח""ק/פר""י",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,0.14802,1.0,,0.14802,0.0,0.0,
,168,8812.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,EUR,20.64077,3.8807,,80.10065,0.000123,8e-06,
,168,8812.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,18235.84246,1.0,,18235.84246,0.028177,0.001844,
,168,8812.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,JPY,497653.22981,0.022332,,11113.59193,0.017172,0.001123,
,168,8812.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,GBP,183.83823,4.4409,,816.40723,0.00126,8.2e-05,
,168,8812.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,כן,ilAAA,S&P מעלות,ILS,9187.85864,1.0,,9187.85864,0.014195,0.000929,
,168,8812.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,בטחונות שוטפים,ישראל,לא,BBB+,S&P,USD,-0.54731,3.306,,-1.80942,-2e-06,0.0,
,168,8812.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,9597.51432,3.306,,31729.38234,0.049026,0.003207,
,168,8812.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,DKK,3159.41237,0.5199,,1642.57849,0.002538,0.000166,
,168,8812.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,18278.31204,1.0,,18278.31204,0.028242,0.001847,
