Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם הבנק,מספר מזהה בנק,סוג מספר מזהה בנק,מאפיין עיקרי,"ישראל/חו""ל",בעל עניין/צד קשור,דירוג הבנק,שם מדרג,מטבע פעילות,שווי מטבעי,שער חליפין,שיעור ריבית,"שווי הוגן (באלפי ש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 18
,168,2012.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,8872.39508,1.0,,8872.39508,0.04156,0.001161,
,168,2012.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,GBP,3.99905,4.4409,,17.75941,8.3e-05,2e-06,
,168,2012.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,Aaa.il,מידרוג Moodys,USD,-109.11668,3.306,,-360.73976,-0.001689,-4.7e-05,
,168,2012.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,AUD,0.00069,2.1849,,0.0015,0.0,0.0,
,168,2012.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,ILS,-291.16509,1.0,,-291.16509,-0.001363,-3.8e-05,
,168,2012.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,3468.92085,3.306,,11468.25233,0.053719,0.001501,
,168,2012.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,BBB+,S&P,USD,67.07016,3.306,,221.73396,0.001039,2.9e-05,
,168,2012.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,JPY,10322.12571,0.022332,,230.51371,0.001079,3e-05,
,168,2012.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,A,S&P,USD,154.24439,3.306,,509.93194,0.002388,6.6e-05,
,168,2012.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,15315.59137,1.0,,15315.59137,0.071742,0.002006,
,168,2012.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,בטחונות שוטפים,ישראל,לא,Aaa.il,מידרוג Moodys,USD,-900.0,3.306,,-2975.4,-0.013937,-0.000389,
,168,2012.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,A+,S&P,USD,-1511.94121,3.306,,-4998.47764,-0.023415,-0.000655,
,168,2012.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,GBP,654.19494,4.4409,,2905.21432,0.013608,0.00038,
,168,2012.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,5515.69004,1.0,,5515.69004,0.025837,0.000722,
,168,2012.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,30664.0009,1.0,,30664.0009,0.143637,0.004015,
,168,2012.0,בנק הפועלים בע''מ,12-600,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,USD,-4188.23579,3.306,,-13846.30754,-0.064859,-0.001812,
,168,2012.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,DKK,955.60923,0.5199,,496.82124,0.002327,6.5e-05,
,168,2012.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,621.16024,3.306,,2053.55574,0.009619,0.000268,
,168,2012.0,"בנק מזרחי טפחות בע""מ",20-21,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,5.46568,3.306,,18.06954,8.4e-05,2e-06,
,168,2012.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,USD,9994.46256,3.306,,33041.69326,0.154775,0.004327,
,168,2012.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,בטחונות שוטפים,ישראל,לא,Aaa.il,מידרוג Moodys,ILS,-1051.56317,1.0,,-1051.56317,-0.004925,-0.000137,
,168,2012.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,14597.70192,1.0,,14597.70192,0.068379,0.001912,
,168,2012.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,כן,ilAAA,S&P מעלות,ILS,-2572.4647,1.0,,-2572.4647,-0.012051,-0.000338,
,168,2013.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,17047.72867,1.0,,17047.72867,0.024078,0.001715,
,168,2013.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,Aaa.il,מידרוג Moodys,ILS,1556.23211,1.0,,1556.23211,0.002198,0.000156,
,168,2013.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,7644.01793,1.0,,7644.01793,0.010795,0.000767,
,168,2013.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,CAD,726.5241,2.3745,,1725.13146,0.002436,0.000173,
,168,2013.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,4748.60369,3.306,,15698.88382,0.022172,0.001579,
,168,2013.0,בנק הפועלים בע''מ,12-600,סימול בנק,"פח""ק/פר""י",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,35.50432,1.0,,35.50432,5e-05,3e-06,
,168,2013.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,ILS,-206.45744,1.0,,-206.45744,-0.000291,-2e-05,
,168,2013.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,822.38145,3.306,,2718.79311,0.00384,0.000272,
,168,2013.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,A,S&P,USD,186.8651,3.306,,617.77603,0.000872,6.2e-05,
,168,2013.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,DKK,1481.60268,0.5199,,770.28523,0.001087,7.7e-05,
,168,2013.0,בנק הפועלים בע''מ,12-600,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,ILS,-419.22302,1.0,,-419.22302,-0.000592,-4.2e-05,
,168,2013.0,בנק הפועלים בע''מ,12-600,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,USD,-11400.13664,3.306,,-37688.85174,-0.05323,-0.00379,
,168,2013.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,GBP,411.03475,4.4409,,1825.36423,0.002577,0.000182,
,168,2013.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,AUD,800.25508,2.1849,,1748.47733,0.002469,0.000175,
,168,2013.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,GBP,759.84944,4.4409,,3374.4154,0.004764,0.000339,
,168,2013.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,EUR,1740.34408,3.8807,,6753.75325,0.009537,0.000677,
,168,2013.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,כן,ilAAA,S&P מעלות,ILS,7864.95436,1.0,,7864.95436,0.011106,0.000789,
,168,2013.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,USD,9831.4799,3.306,,32502.87254,0.045904,0.003268,
,168,2013.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,8551.67666,1.0,,8551.67666,0.012078,0.00086,
,168,2013.0,"בנק מזרחי טפחות בע""מ",20-21,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,8.47414,3.306,,28.01551,3.9e-05,2e-06,
,168,2013.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,USD,2403.04869,3.306,,7944.47894,0.011218,0.000797,
,168,2013.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,A+,S&P,USD,-2381.87866,3.306,,-7874.49083,-0.011122,-0.000793,
,168,2013.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,47314.95563,1.0,,47314.95563,0.066826,0.004759,
,168,2013.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,בטחונות שוטפים,ישראל,לא,BBB+,S&P,USD,-14.18061,3.306,,-46.8811,-6.6e-05,-4e-06,
,168,2013.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,11008.84169,1.0,,11008.84169,0.015548,0.001107,
,168,2013.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"פח""ק/פר""י",ישראל,לא,ilAAA,S&P מעלות,ILS,9569.11052,1.0,,9569.11052,0.013514,0.000962,
,168,2013.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,JPY,233373.89088,0.022332,,5211.70573,0.00736,0.000524,
,168,2013.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,EUR,5079.73055,3.8807,,19712.91037,0.027841,0.001983,
,168,2013.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,23745.71164,1.0,,23745.71164,0.033537,0.002388,
,168,2013.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,בטחונות שוטפים,ישראל,לא,Aaa.il,מידרוג Moodys,USD,-780.0,3.306,,-2578.68,-0.003642,-0.000259,
,168,2013.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,BBB+,S&P,USD,71.30155,3.306,,235.72293,0.000333,2.3e-05,
,168,2013.0,בנק הפועלים בע''מ,12-600,סימול בנק,"פח""ק/פר""י",ישראל,כן,ilAAA,S&P מעלות,ILS,403907.1668,1.0,,403907.1668,0.570474,0.040643,
,168,2013.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,15128.92853,1.0,,15128.92853,0.021367,0.00152,
,168,2013.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,כן,ilAAA,S&P מעלות,ILS,21437.94758,1.0,,21437.94758,0.030276,0.002156,
,168,2013.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,Aaa.il,מידרוג Moodys,USD,-169.17749,3.306,,-559.30079,-0.000789,-5.6e-05,
,168,2013.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,7044.33918,3.306,,23288.58529,0.032892,0.002342,
,168,2013.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,EUR,10.33074,3.8807,,40.0905,5.6e-05,4e-06,
,168,2013.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,GBP,6.58369,4.4409,,29.23752,4.1e-05,3e-06,
,168,2013.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,GBP,1014.23972,4.4409,,4504.13718,0.00636,0.000453,
,168,2013.0,בנק הפועלים בע''מ,12-600,סימול בנק,"פקדון במט""ח עד שלושה חודשים",ישראל,לא,BBB,S&P,USD,1080.45636,3.306,,3571.98874,0.005045,0.000359,
,168,2013.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,CHF,231.2939,4.1427,,958.18124,0.001353,9.6e-05,
,168,2013.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,JPY,13634.74469,0.022332,,304.49111,0.00043,3e-05,
,168,2013.0,"בנק מזרחי טפחות בע""מ",20-21,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,3107.97069,1.0,,3107.97069,0.004389,0.000312,
,168,2013.0,"בנק מזרחי טפחות בע""מ",20-21,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,Aaa.il,מידרוג Moodys,ILS,8524.11952,1.0,,8524.11952,0.012039,0.000857,
,168,2013.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,בטחונות שוטפים,ישראל,לא,Aaa.il,מידרוג Moodys,ILS,-745.63554,1.0,,-745.63554,-0.001053,-7.5e-05,
,168,2013.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,CAD,223.89113,2.3745,,531.62948,0.00075,5.3e-05,
,168,2013.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,"פח""ק/פר""י",ישראל,לא,ilAAA,S&P מעלות,ILS,0.00654,1.0,,0.00654,0.0,0.0,
,168,2013.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,USD,1955.16095,3.306,,6463.76213,0.009126,0.000647,
,168,2013.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,33186.97516,1.0,,33186.97516,0.046872,0.003338,
,168,2013.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,EUR,527.5136,3.8807,,2047.12202,0.00289,0.000205,
,168,2013.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,USD,-1240.72142,3.306,,-4101.82502,-0.005793,-0.000412,
,168,2014.0,"בנק מזרחי טפחות בע""מ",20-21,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,Aaa.il,מידרוג Moodys,ILS,16858.70439,1.0,,16858.70439,0.013015,0.001221,
,168,2014.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,EUR,9914.51246,3.8807,,38475.24851,0.029704,0.002787,
,168,2014.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,DKK,2930.26177,0.5199,,1523.44309,0.001176,0.00011,
,168,2014.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,GBP,584.07956,4.4409,,2593.83889,0.002,0.000187,
,168,2014.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,USD,4026.07446,3.306,,13310.20214,0.010274,0.000962,
,168,2014.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,8169.22906,3.306,,27007.4713,0.02085,0.001955,
,168,2014.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,CAD,330.55631,2.3745,,784.90595,0.000605,5.6e-05,
,168,2014.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,USD,10909.72795,3.306,,36067.56061,0.027844,0.002611,
,168,2014.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,GBP,156.93375,4.4409,,696.9271,0.000536,5e-05,
,168,2014.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,ILS,-155.97184,1.0,,-155.97184,-0.00012,-1.1e-05,
,168,2014.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,לא,Aaa.il,מידרוג Moodys,ILS,2882.46342,1.0,,2882.46342,0.002225,0.000208,
,168,2014.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,33716.3994,1.0,,33716.3994,0.02603,0.002443,
,168,2014.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,EUR,1720.29761,3.8807,,6675.95893,0.005152,0.000482,
,168,2014.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"פח""ק/פר""י",ישראל,לא,ilAAA,S&P מעלות,ILS,18812.50591,1.0,,18812.50591,0.014523,0.001363,
,168,2014.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,USD,-2412.14413,3.306,,-7974.5485,-0.006155,-0.000577,
,168,2014.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,Aaa.il,מידרוג Moodys,USD,-334.59331,3.306,,-1106.16547,-0.000854,-8e-05,
,168,2014.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,A,S&P,USD,266.26376,3.306,,880.268,0.000679,6.3e-05,
,168,2014.0,בנק הפועלים בע''מ,12-600,סימול בנק,"פח""ק/פר""י",ישראל,כן,ilAAA,S&P מעלות,ILS,787634.66372,1.0,,787634.66372,0.608093,0.057081,
,168,2014.0,בנק הפועלים בע''מ,12-600,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,ILS,-776.48765,1.0,,-776.48765,-0.000599,-5.6e-05,
,168,2014.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,בטחונות שוטפים,ישראל,לא,Aaa.il,מידרוג Moodys,ILS,-563.30327,1.0,,-563.30327,-0.000434,-4e-05,
,168,2014.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,EUR,936.77202,3.8807,,3635.33118,0.002806,0.000262,
,168,2014.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,GBP,12.19436,4.4409,,54.15393,4.2e-05,4e-06,
,168,2014.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,1276.36553,3.306,,4219.66441,0.003257,0.000305,
,168,2014.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,בטחונות שוטפים,ישראל,לא,Aaa.il,מידרוג Moodys,USD,-1640.0,3.306,,-5421.84,-0.004185,-0.000392,
,168,2014.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,BBB+,S&P,USD,76.42608,3.306,,252.66463,0.000195,1.8e-05,
,168,2014.0,"בנק מזרחי טפחות בע""מ",20-21,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,16.75986,3.306,,55.4081,4.2e-05,4e-06,
,168,2014.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,בטחונות שוטפים,ישראל,לא,BBB+,S&P,USD,-10.71299,3.306,,-35.41714,-2.7e-05,-2e-06,
,168,2014.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,CHF,457.44496,4.1427,,1895.05723,0.001463,0.000137,
,168,2014.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,JPY,461558.69002,0.022332,,10307.52867,0.007957,0.000747,
,168,2014.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,CAD,1436.89386,2.3745,,3411.90446,0.002634,0.000247,
,168,2014.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,USD,11097.9825,3.306,,36689.93015,0.028325,0.002658,
,168,2014.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,כן,ilAAA,S&P מעלות,ILS,30588.01855,1.0,,30588.01855,0.023612,0.002213,
,168,2014.0,בנק הפועלים בע''מ,12-600,סימול בנק,"פקדון במט""ח עד שלושה חודשים",ישראל,לא,BBB,S&P,USD,1535.04365,3.306,,5074.85433,0.003918,0.000367,
,168,2014.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,JPY,19257.74439,0.022332,,430.06394,0.000332,3.1e-05,
,168,2014.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,16913.20593,1.0,,16913.20593,0.013057,0.001225,
,168,2014.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,EUR,19.13466,3.8807,,74.25588,5.7e-05,5e-06,
,168,2014.0,"בנק מזרחי טפחות בע""מ",20-61,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,9134.42314,1.0,,9134.42314,0.007051,0.000661,
,168,2014.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,65195.8307,1.0,,65195.8307,0.050332,0.004724,
,168,2014.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,AUD,1582.71641,2.1849,,3458.07709,0.002669,0.00025,
,168,2014.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,27817.00511,1.0,,27817.00511,0.021475,0.002014,
,168,2014.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,כן,ilAAA,S&P מעלות,USD,4000.48615,3.306,,13225.60723,0.010208,0.000956,
,168,2014.0,"בנק מזרחי טפחות בע""מ",20-21,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,לא,ilAAA,S&P מעלות,ILS,6146.83533,1.0,,6146.83533,0.004745,0.000445,
,168,2014.0,"בנק דיסקונט לישראל בע""מ",11-10,סימול בנק,"פח""ק/פר""י",ישראל,לא,ilAAA,S&P מעלות,ILS,0.01212,1.0,,0.01212,0.0,0.0,
,168,2014.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,46963.435,1.0,,46963.435,0.036257,0.003403,
,168,2014.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,71060.92597,1.0,,71060.92597,0.05486,0.005149,
,168,2014.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,"מזומן ועו""ש נקוב במט""ח",ישראל,לא,ilAAA,S&P מעלות,GBP,2005.8447,4.4409,,8907.75573,0.006876,0.000645,
,168,2014.0,בנק הפועלים בע''מ,12-600,סימול בנק,"מזומן ועו""ש בש""ח",ישראל,כן,ilAAA,S&P מעלות,ILS,13301.55354,1.0,,13301.55354,0.010268,0.000961,
,168,2014.0,"בנק לאומי לישראל בע""מ",10-800,סימול בנק,"פק""מ לתקופה של עד שלושה חודשים",ישראל,כן,Aaa.il,מידרוג Moodys,ILS,21460.00193,1.0,,21460.00193,0.016567,0.001554,
,168,2014.0,בנק הפועלים בע''מ,12-600,סימול בנק,בטחונות שוטפים,ישראל,כן,Aaa.il,מידרוג Moodys,USD,-18493.90204,3.306,,-61140.84013,-0.047202,-0.004428,
,168,2014.0,"הבנק הבינלאומי הראשון לישראל בע""מ",31-46,סימול בנק,בטחונות שוטפים,ישראל,לא,A+,S&P,USD,-4785.34297,3.306,,-15820.34387,-0.012214,-0.001146,
