מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מאפיין עיקרי,מספר עסקה (רגל 1),מטבע פעילות (רגל 1),שער חליפין,ערך נקוב (רגל 1),שווי הוגן במטבע הנסחר (רגל 1),שיעור מנכסי אפיק ההשקעה (רגל 1),שיעור מסך נכסי ההשקעה (רגל 1),מספר עסקה (רגל 2),מטבע פעילות (רגל 2),שער חליפין ,ערך נקוב (רגל 2),שווי הוגן במטבע הנסחר (רגל 2),שיעור מנכסי ההשקעה (רגל 2),שיעור מסך אפיק ההשקעה (רגל 2),"שווי הוגן (נטו  באלפי ש""ח)","ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סוג הנכס,פקטור מוביל,פקטור נוסף,טיקר,בעל עניין/צד קשור,מועד ההתקשרות בעסקה,מועד סיום חוזי,תדירות Reset,סוג הסליקה,נספח התחשבנות בטחונות - CSA,גורם מצטט,ריבית עוגן,תקופת ריבית עוגן,שיעור ריבית עוגן,שער נכס הבסיס במועד ההתקשרות בעסקה,שער הנגזר במועד ההתקשרות בעסקה,האם קיים קנס בגין יציאה מוקדמת,שיעור הקנס בגין יציאה מוקדמת,צד נגדי - Counterparty,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
163,9967,Unfunded Interest Rate Swap,777110982.0,ILS,1,15352641.326,15352.641,0.1519,0.0013,777110982.0,ILS,1,-15352641.326,-15352.641,-0.0013,-0.1519,-122.038,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,24/07/2024,26/07/2029,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,-0.00121,-1e-05
163,9967,Unfunded Interest Rate Swap,777109232.0,ILS,1,4386468.95,4386.469,0.0434,0.00037,777109232.0,ILS,1,-4386468.95,-4386.469,-0.00037,-0.0434,52.853,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,22/09/2023,22/09/2033,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,0.00052,0.0
163,9967,Unfunded Interest Rate Swap,777110958.0,ILS,1,4386468.95,4386.469,0.0434,0.00037,777110958.0,ILS,1,-4386468.95,-4386.469,-0.00037,-0.0434,-40.36,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,23/07/2024,25/07/2029,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,-0.0004,0.0
163,9967,Unfunded Interest Rate Swap,777110966.0,ILS,1,15352641.326,15352.641,0.1519,0.0013,777110966.0,ILS,1,-15352641.326,-15352.641,-0.0013,-0.1519,-142.948,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,23/07/2024,25/07/2029,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,-0.00141,-1e-05
163,9967,Unfunded Interest Rate Swap,777111105.0,ILS,1,6579703.426,6579.703,0.0651,0.00056,777111105.0,ILS,1,-6579703.426,-6579.703,-0.00056,-0.0651,-69.218,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,11/09/2024,13/09/2029,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,-0.00068,-1e-05
163,9967,Unfunded Interest Rate Swap,777109398.0,ILS,1,2193234.475,2193.234,0.0217,0.00019,777109398.0,ILS,1,-2193234.475,-2193.234,-0.00019,-0.0217,-55.147,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,30/04/2023,30/04/2032,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,-0.00055,0.0
163,9967,Unfunded Interest Rate Swap,777112103.0,ILS,1,10966172.376,10966.172,0.1085,0.00093,777112103.0,ILS,1,-10966172.376,-10966.172,-0.00093,-0.1085,-384.847,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,3/02/2025,5/02/2035,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,-0.00381,-3e-05
163,9967,Unfunded Interest Rate Swap,777113010.0,ILS,1,-13159406.851,-13159.407,-0.1302,-0.00112,777113010.0,ILS,1,13159406.851,13159.407,0.00112,0.1302,189.548,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,11/06/2025,13/06/2030,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,0.00188,2e-05
163,9967,Unfunded Interest Rate Swap,777111014.0,ILS,1,4386468.95,4386.469,0.0434,0.00037,777111014.0,ILS,1,-4386468.95,-4386.469,-0.00037,-0.0434,-62.332,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,30/07/2024,1/08/2029,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,GOLDUS33XXX,-0.00062,-1e-05
163,9967,Unfunded Interest Rate Swap,777112400.0,ILS,1,4386468.95,4386.469,0.0434,0.00037,777112400.0,ILS,1,-4386468.95,-4386.469,-0.00037,-0.0434,158.106,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,6/03/2025,12/03/2035,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,IDBLILITXXX,0.00156,1e-05
163,9967,Unfunded Interest Rate Swap,777112384.0,ILS,1,-2193234.475,-2193.234,-0.0217,-0.00019,777112384.0,ILS,1,2193234.475,2193.234,0.00019,0.0217,80.2,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,6/02/2025,10/03/2035,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,0.00079,1e-05
163,9967,Unfunded Interest Rate Swap,777112038.0,ILS,1,5263762.74,5263.763,0.05208,0.00045,777112038.0,ILS,1,-5263762.74,-5263.763,-0.00045,-0.05208,198.196,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,13/01/2025,15/01/2030,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,CITIILITXXX,0.00196,2e-05
163,9967,Unfunded Interest Rate Swap,777110735.0,ILS,1,-8772937.901,-8772.938,-0.0868,-0.00074,777110735.0,ILS,1,8772937.901,8772.938,0.00074,0.0868,-139.042,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,25/06/2024,27/06/2029,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,CHASUS33,-0.00138,-1e-05
163,9967,Unfunded Interest Rate Swap,777109380.0,ILS,1,2193234.475,2193.234,0.0217,0.00019,777109380.0,ILS,1,-2193234.475,-2193.234,-0.00019,-0.0217,-118.702,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,27/10/2023,27/10/2033,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,-0.00117,-1e-05
163,9967,Unfunded Interest Rate Swap,777112939.0,ILS,1,-10966172.376,-10966.172,-0.1085,-0.00093,777112939.0,ILS,1,10966172.376,10966.172,0.00093,0.1085,262.113,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,4/06/2025,6/06/2032,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,0.00259,2e-05
163,9967,Unfunded Interest Rate Swap,777109273.0,ILS,1,4386468.95,4386.469,0.0434,0.00037,777109273.0,ILS,1,-4386468.95,-4386.469,-0.00037,-0.0434,116.461,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,29/09/2023,29/09/2033,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,0.00115,1e-05
163,9967,Unfunded Interest Rate Swap,777111584.0,ILS,1,-7895644.111,-7895.644,-0.07812,-0.00067,777111584.0,ILS,1,7895644.111,7895.644,0.00067,0.07812,448.891,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,11/11/2024,13/11/2029,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,0.00444,4e-05
163,9967,Unfunded Interest Rate Swap,777109281.0,ILS,1,4386468.95,4386.469,0.0434,0.00037,777109281.0,ILS,1,-4386468.95,-4386.469,-0.00037,-0.0434,295.113,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,2/10/2023,2/10/2033,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,0.00292,3e-05
163,9967,Unfunded Interest Rate Swap,777111360.0,ILS,1,-3947822.055,-3947.822,-0.03906,-0.00033,777111360.0,ILS,1,3947822.055,3947.822,0.00033,0.03906,229.293,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,8/10/2024,10/10/2029,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,0.00227,2e-05
163,9967,Unfunded Interest Rate Swap,777111345.0,ILS,1,-3947822.055,-3947.822,-0.03906,-0.00033,777111345.0,ILS,1,3947822.055,3947.822,0.00033,0.03906,231.165,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,8/10/2024,10/10/2029,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,0.00229,2e-05
163,9967,Unfunded Interest Rate Swap,777111626.0,ILS,1,-15133317.879,-15133.318,-0.14973,-0.00128,777111626.0,ILS,1,15133317.879,15133.318,0.00128,0.14973,966.928,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,14/11/2024,15/11/2030,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,GOLDUS33XXX,0.00957,8e-05
163,9967,Unfunded Interest Rate Swap,777113028.0,ILS,1,-4386468.95,-4386.469,-0.0434,-0.00037,777113028.0,ILS,1,4386468.95,4386.469,0.00037,0.0434,157.68,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,11/06/2025,13/06/2035,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,GOLDUS33XXX,0.00156,1e-05
163,9967,Unfunded Interest Rate Swap,777111329.0,ILS,1,-3947822.055,-3947.822,-0.03906,-0.00033,777111329.0,ILS,1,3947822.055,3947.822,0.00033,0.03906,236.786,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,8/10/2024,10/10/2029,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,0.00234,2e-05
163,9967,Unfunded Interest Rate Swap,777111253.0,ILS,1,-19388192.761,-19388.193,-0.19182,-0.00164,777111253.0,ILS,1,19388192.761,19388.193,0.00164,0.19182,1152.357,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,7/10/2024,9/10/2029,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,0.0114,0.0001
163,9967,Unfunded Interest Rate Swap,777111295.0,ILS,1,8772937.901,8772.938,0.0868,0.00074,777111295.0,ILS,1,-8772937.901,-8772.938,-0.00074,-0.0868,536.93,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,7/10/2024,9/10/2029,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,IDBLILITXXX,0.00531,5e-05
163,9967,Unfunded Interest Rate Swap,777109323.0,ILS,1,4386468.95,4386.469,0.0434,0.00037,777109323.0,ILS,1,-4386468.95,-4386.469,-0.00037,-0.0434,329.74,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,6/10/2023,6/10/2033,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,0.00326,3e-05
163,9967,Unfunded Interest Rate Swap,777111386.0,ILS,1,-17545875.801,-17545.876,-0.1736,-0.00149,777111386.0,ILS,1,17545875.801,17545.876,0.00149,0.1736,1089.581,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,22/10/2024,25/10/2029,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,0.01078,9e-05
163,9967,Unfunded Interest Rate Swap,777111634.0,ILS,1,10527525.481,10527.525,0.10416,0.00089,777111634.0,ILS,1,-10527525.481,-10527.525,-0.00089,-0.10416,-843.886,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,14/11/2024,15/11/2033,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,GOLDUS33XXX,-0.00835,-7e-05
163,9967,Unfunded Interest Rate Swap,777111576.0,ILS,1,4386468.95,4386.469,0.0434,0.00037,777111576.0,ILS,1,-4386468.95,-4386.469,-0.00037,-0.0434,-357.822,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,11/11/2024,13/11/2034,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,-0.00354,-3e-05
163,9967,Unfunded Interest Rate Swap,777111352.0,ILS,1,2193234.475,2193.234,0.0217,0.00019,777111352.0,ILS,1,-2193234.475,-2193.234,-0.00019,-0.0217,-191.186,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,8/10/2024,10/10/2034,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,-0.00189,-2e-05
163,9967,Unfunded Interest Rate Swap,777111279.0,ILS,1,6579703.426,6579.703,0.0651,0.00056,777111279.0,ILS,1,-6579703.426,-6579.703,-0.00056,-0.0651,-581.448,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,7/10/2024,9/10/2034,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,-0.00575,-5e-05
163,9967,Unfunded Interest Rate Swap,777111261.0,ILS,1,4211010.192,4211.01,0.04166,0.00036,777111261.0,ILS,1,-4211010.192,-4211.01,-0.00036,-0.04166,-372.485,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,7/10/2024,9/10/2034,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,-0.00369,-3e-05
163,9967,Unfunded Interest Rate Swap,777111287.0,ILS,1,-4386468.95,-4386.469,-0.0434,-0.00037,777111287.0,ILS,1,4386468.95,4386.469,0.00037,0.0434,-401.252,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,7/10/2024,9/10/2034,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,IDBLILITXXX,-0.00397,-3e-05
163,9967,Unfunded Interest Rate Swap,777109505.0,ILS,1,2193234.475,2193.234,0.0217,0.00019,777109505.0,ILS,1,-2193234.475,-2193.234,-0.00019,-0.0217,-55.009,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,13/11/2023,15/11/2028,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,-0.00054,0.0
163,9967,Unfunded Interest Rate Swap,777109513.0,ILS,1,4386468.95,4386.469,0.0434,0.00037,777109513.0,ILS,1,-4386468.95,-4386.469,-0.00037,-0.0434,-91.032,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,ריק במקור,לא,13/11/2023,31/03/2030,רבעוני,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,POALILIT,-0.0009,-1e-05
163,9967,Unfunded Swap,777113358.0,ILS,1,368676.029,368.676,0.00365,3e-05,777113358.0,USD,3.306,-111517.25,-111.517,-3e-05,-0.00365,1444.159,"חו""ל",סין,מניות לרבות מדדי מניות,מדדי מניות,סין,GSC1000N,לא,7/08/2025,18/09/2026,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,0.01429,0.00012
163,9967,Unfunded Swap,777113655.0,ILS,1,3722.931,3.723,4e-05,0,777113655.0,USD,3.306,-1126.113,-1.126,0,-4e-05,-16.574,"חו""ל","ארה""ב","ריבית ואג""ח",אחר,ריביות,IBOXIG,לא,18/09/2025,21/09/2026,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,-0.00016,0.0
163,9967,Unfunded Swap,777113333.0,ILS,1,29494.082,29.494,0.00029,0,777113333.0,EUR,3.881,-7600.196,-7.6,0,-0.00029,348.905,"חו""ל","ארה""ב",מניות לרבות מדדי מניות,מדדי מניות,"ארה""ב",JPMTVEUI,לא,31/07/2025,10/08/2026,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,CHASUS33,0.00345,3e-05
163,9967,Unfunded Swap,777112657.0,ILS,1,26517.404,26.517,0.00026,0,777112657.0,USD,3.306,-8020.993,-8.021,0,-0.00026,178.864,"חו""ל","ארה""ב","ריבית ואג""ח",אחר,ריביות,LQD US,לא,3/04/2025,7/04/2026,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,0.00177,2e-05
163,9967,Unfunded Swap,777112699.0,ILS,1,53791.792,53.792,0.00053,0,777112699.0,USD,3.306,-16270.96,-16.271,0,-0.00053,421.987,"חו""ל","ארה""ב","ריבית ואג""ח",אחר,ריביות,LQD US,לא,8/04/2025,8/10/2025,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,0.00418,4e-05
163,9967,Unfunded Swap,777112285.0,ILS,1,556.701,0.557,1e-05,0,777112285.0,USD,3.306,-168.391,-0.168,0,-1e-05,807.783,"חו""ל","ארה""ב",מניות לרבות מדדי מניות,מדדי מניות,"ארה""ב",SPTR,לא,24/02/2025,25/11/2025,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,0.00799,7e-05
163,9967,Unfunded Swap,777112707.0,ILS,1,796.34,0.796,1e-05,0,777112707.0,USD,3.306,-240.877,-0.241,0,-1e-05,2226.961,"חו""ל","ארה""ב",מניות לרבות מדדי מניות,מדדי מניות,"ארה""ב",SPTR,לא,8/04/2025,8/04/2026,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,0.02203,0.00019
163,9967,Unfunded Swap,777112715.0,ILS,1,988.052,0.988,1e-05,0,777112715.0,USD,3.306,-298.866,-0.299,0,-1e-05,2973.496,"חו""ל","ארה""ב",מניות לרבות מדדי מניות,מדדי מניות,"ארה""ב",SPTR,לא,8/04/2025,8/10/2025,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,IDBLILITXXX,0.02942,0.00025
163,9967,Unfunded Swap,777112160.0,ILS,1,1113.402,1.113,1e-05,0,777112160.0,USD,3.306,-336.782,-0.337,0,-1e-05,2308.876,"חו""ל","ארה""ב",מניות לרבות מדדי מניות,מדדי מניות,"ארה""ב",SPTR,לא,11/02/2025,10/02/2026,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,CITIILITXXX,0.02284,0.0002
163,9967,Unfunded Swap,777112178.0,ILS,1,2853.552,2.854,3e-05,0,777112178.0,USD,3.306,-863.144,-0.863,0,-3e-05,5917.451,"חו""ל","ארה""ב",מניות לרבות מדדי מניות,מדדי מניות,"ארה""ב",SPTR,לא,11/02/2025,11/02/2026,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,CITIILITXXX,0.05855,0.0005
163,9967,Unfunded Swap,777112525.0,ILS,1,1622.175,1.622,2e-05,0,777112525.0,USD,3.306,-490.676,-0.491,0,-2e-05,1037.168,"חו""ל","ארה""ב",מניות לרבות מדדי מניות,מדדי מניות,"ארה""ב",SPTR,לא,11/03/2025,11/03/2026,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,CITIILITXXX,0.01026,9e-05
163,9967,Unfunded Swap,777112582.0,ILS,1,1577.933,1.578,2e-05,0,777112582.0,USD,3.306,-477.294,-0.477,0,-2e-05,202.198,"חו""ל","ארה""ב",מניות לרבות מדדי מניות,מדדי מניות,"ארה""ב",SPTR,לא,17/03/2025,19/03/2026,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,CITIILITXXX,0.002,2e-05
163,9967,Unfunded Swap,777113317.0,ILS,1,664.502,0.665,1e-05,0,777113317.0,USD,3.306,-200.999,-0.201,0,-1e-05,573.698,"חו""ל","ארה""ב",מניות לרבות מדדי מניות,מדדי מניות,"ארה""ב",SPXEWTR,לא,21/07/2025,21/11/2025,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,0.00568,5e-05
163,9967,Unfunded Swap,777112210.0,ILS,1,371.92,0.372,0,0,777112210.0,EUR,3.881,-95.838,-0.096,0,0,432.613,"חו""ל",אירופה,מניות לרבות מדדי מניות,מדדי מניות,"ארה""ב",SX5T,לא,16/02/2025,13/02/2026,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,CHASUS33,0.00428,4e-05
163,9967,Unfunded Swap,777111808.0,ILS,1,297890.231,297.89,0.00295,3e-05,777111808.0,JPY,2.233,-13339164.929,-13339.165,-3e-05,-0.00295,205.178,"חו""ל",יפן,מניות לרבות מדדי מניות,מדדי מניות,"ארה""ב",TPXDDVD,לא,11/12/2024,11/12/2025,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,CITIILITXXX,0.00203,2e-05
163,9967,Unfunded Swap,777111782.0,ILS,1,297189.747,297.19,0.00294,3e-05,777111782.0,JPY,2.233,-13307798.08,-13307.798,-3e-05,-0.00294,165.026,"חו""ל",יפן,מניות לרבות מדדי מניות,מדדי מניות,"ארה""ב",TPXDDVD,לא,10/12/2024,15/12/2025,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,CHASUS33,0.00163,1e-05
163,9967,Unfunded Swap,777112475.0,ILS,1,-581501.89,-581.502,-0.00575,-5e-05,777112475.0,USD,3.306,175892.889,175.893,5e-05,0.00575,-60.263,"חו""ל","ארה""ב","ריבית ואג""ח",אחר,ריביות,JPMMBB1,לא,11/03/2025,27/02/2026,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,CHASUS33,-0.0006,-1e-05
163,9967,Unfunded Swap,777112848.0,ILS,1,-863650.736,-863.651,-0.00854,-7e-05,777112848.0,USD,3.306,261237.367,261.237,7e-05,0.00854,-120.899,"חו""ל","ארה""ב","ריבית ואג""ח",אחר,ריביות,JPMMBB2,לא,8/05/2025,27/02/2026,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,CHASUS33,-0.0012,-1e-05
163,9967,Unfunded Swap,777112483.0,ILS,1,589530.516,589.531,0.00583,5e-05,777112483.0,USD,3.306,-178321.39,-178.321,-5e-05,-0.00583,13.945,"חו""ל","ארה""ב","ריבית ואג""ח",אחר,ריביות,JPMMBBB1,לא,11/03/2025,27/02/2026,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,CHASUS33,0.00014,0.0
163,9967,Unfunded Swap,777112855.0,ILS,1,884295.774,884.296,0.00875,7e-05,777112855.0,USD,3.306,-267482.085,-267.482,-7e-05,-0.00875,54.292,"חו""ל","ארה""ב","ריבית ואג""ח",אחר,ריביות,JPMMBBB2,לא,8/05/2025,27/02/2026,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,CHASUS33,0.00054,0.0
163,9967,Unfunded Swap,777112236.0,ILS,1,103229.288,103.229,0.00102,1e-05,777112236.0,USD,3.306,-31224.83,-31.225,-1e-05,-0.00102,3158.102,"חו""ל",טייוואן,מניות לרבות מדדי מניות,מדדי מניות,טייוואן,2330 TT,לא,18/02/2025,16/01/2026,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,0.03125,0.00027
163,9967,Unfunded Swap,777112079.0,ILS,1,10322.929,10.323,0.0001,0,777112079.0,USD,3.306,-3122.483,-3.122,0,-0.0001,-112.003,"חו""ל","ארה""ב",מניות לרבות מדדי מניות,מדדי מניות,"ארה""ב",V US,לא,22/01/2025,22/01/2026,רבעוני,No-delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,0,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,-0.00111,-1e-05
