מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מאפיין עיקרי,מספר עסקה (רגל 1),מטבע פעילות (רגל 1),שער חליפין,ערך נקוב (רגל 1),שווי הוגן במטבע הנסחר (רגל 1),שיעור מנכסי אפיק ההשקעה (רגל 1),שיעור מסך נכסי ההשקעה (רגל 1),מספר עסקה (רגל 2),מטבע פעילות (רגל 2),שער חליפין ,ערך נקוב (רגל 2),שווי הוגן במטבע הנסחר (רגל 2),שיעור מנכסי ההשקעה (רגל 2),שיעור מסך אפיק ההשקעה (רגל 2),"שווי הוגן (נטו  באלפי ש""ח)","ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סוג הנכס,פקטור מוביל,פקטור נוסף,טיקר,בעל עניין/צד קשור,מועד ההתקשרות בעסקה,מועד סיום חוזי,תדירות Reset,סוג הסליקה,נספח התחשבנות בטחונות - CSA,גורם מצטט,ריבית עוגן,תקופת ריבית עוגן,שיעור ריבית עוגן,שער נכס הבסיס במועד ההתקשרות בעסקה,שער הנגזר במועד ההתקשרות בעסקה,האם קיים קנס בגין יציאה מוקדמת,שיעור הקנס בגין יציאה מוקדמת,צד נגדי - Counterparty,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
660,9972,Unfunded Forward,484599436.0,USD,3.306,50384.958,50.385,0.0444,0.00045,484599436.0,ILS,1,-177319.782,-177.32,-0.00047,-0.04727,-10.683,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,16/06/2025,11/02/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.519,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.00285,-3e-05
660,9972,Unfunded Forward,484599345.0,USD,3.306,-116999.221,-116.999,-0.10311,-0.00103,484599345.0,ILS,1,411755.36,411.755,0.0011,0.10976,24.808,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,16/06/2025,11/02/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.519,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00661,7e-05
660,9972,Unfunded Forward,484599337.0,USD,3.306,-228019.346,-228.019,-0.20095,-0.00202,484599337.0,ILS,1,802468.485,802.468,0.00215,0.21391,48.347,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,16/06/2025,11/02/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.519,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.01289,0.00013
660,9972,Unfunded Forward,484599352.0,USD,3.306,-219114.658,-219.115,-0.1931,-0.00194,484599352.0,ILS,1,771130.215,771.13,0.00206,0.20556,46.459,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,16/06/2025,11/02/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.519,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.01238,0.00012
660,9972,Unfunded Forward,484599329.0,USD,3.306,-315124.91,-315.125,-0.27771,-0.00279,484599329.0,ILS,1,1109019.096,1109.019,0.00297,0.29563,66.817,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,16/06/2025,11/02/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.519,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.01781,0.00018
660,9972,Unfunded Forward,485078356.0,EUR,3.881,-134151.831,-134.152,-0.13877,-0.00139,485078356.0,ILS,1,536057.302,536.057,0.00143,0.14289,13.967,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,5/08/2025,12/11/2025,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.996,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00372,4e-05
660,9972,Unfunded Forward,485078349.0,EUR,3.881,-21281.806,-21.282,-0.02202,-0.00022,485078349.0,ILS,1,85039.967,85.04,0.00023,0.02267,2.216,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,5/08/2025,12/11/2025,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.996,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00059,1e-05
660,9972,Unfunded Forward,485078174.0,USD,3.306,233425.859,233.426,0.20571,0.00206,485078174.0,ILS,1,-802518.104,-802.518,-0.00215,-0.21392,-30.575,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,5/08/2025,12/11/2025,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.438,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.00815,-8e-05
660,9972,Unfunded Forward,485078208.0,USD,3.306,31589.79,31.59,0.02784,0.00028,485078208.0,ILS,1,-108605.697,-108.606,-0.00029,-0.02895,-4.138,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,5/08/2025,12/11/2025,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.438,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.0011,-1e-05
660,9972,Unfunded Forward,485078224.0,USD,3.306,243220.636,243.221,0.21434,0.00215,485078224.0,ILS,1,-836192.547,-836.193,-0.00224,-0.2229,-31.858,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,5/08/2025,12/11/2025,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.438,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.00849,-9e-05
660,9972,Unfunded Forward,485081921.0,USD,3.306,-156000,-156,-0.13748,-0.00138,485081921.0,ILS,1,535969.2,535.969,0.00143,0.14287,20.077,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,5/08/2025,12/11/2025,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.436,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00535,5e-05
660,9972,Unfunded Forward,485077176.0,USD,3.306,-51743.456,-51.743,-0.0456,-0.00046,485077176.0,ILS,1,177894.003,177.894,0.00048,0.04742,6.778,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,5/08/2025,12/11/2025,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.438,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00181,2e-05
660,9972,Unfunded Forward,485077150.0,USD,3.306,-33537.958,-33.538,-0.02956,-0.0003,485077150.0,ILS,1,115303.499,115.303,0.00031,0.03074,4.393,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,5/08/2025,12/11/2025,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.438,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00117,1e-05
660,9972,Unfunded Forward,485077192.0,USD,3.306,-87642.871,-87.643,-0.07724,-0.00077,485077192.0,ILS,1,301316.192,301.316,0.00081,0.08032,11.48,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,5/08/2025,12/11/2025,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.438,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00306,3e-05
660,9972,Unfunded Forward,485077184.0,USD,3.306,-13198.668,-13.199,-0.01163,-0.00012,485077184.0,ILS,1,45377.022,45.377,0.00012,0.0121,1.729,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,5/08/2025,12/11/2025,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.438,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00046,0.0
660,9972,Unfunded Forward,485076939.0,USD,3.306,-2160288,-2160.288,-1.90379,-0.01909,485076939.0,ILS,1,7427070.144,7427.07,0.01986,1.9798,282.965,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,5/08/2025,12/11/2025,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.438,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.07543,0.00076
660,9972,Unfunded Forward,485077200.0,USD,3.306,-13321.266,-13.321,-0.01174,-0.00012,485077200.0,ILS,1,45798.512,45.799,0.00012,0.01221,1.745,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,5/08/2025,12/11/2025,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.438,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00047,0.0
660,9972,Unfunded Forward,485077218.0,USD,3.306,-29197.15,-29.197,-0.02573,-0.00026,485077218.0,ILS,1,100379.8,100.38,0.00027,0.02676,3.824,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,5/08/2025,12/11/2025,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.438,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00102,1e-05
660,9972,Unfunded Forward,485077226.0,USD,3.306,-44300.073,-44.3,-0.03904,-0.00039,485077226.0,ILS,1,152303.652,152.304,0.00041,0.0406,5.803,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,5/08/2025,12/11/2025,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.438,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00155,2e-05
660,9972,Unfunded Forward,777112822.0,USD,3.306,-766712.93,-766.713,-0.67568,-0.00678,777112822.0,ILS,1,2760166.547,2760.167,0.00738,0.73576,224.556,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,5/05/2025,12/11/2025,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.6,ריק במקור,ריק במקור,ריק במקור,IDBLILITXXX,0.05986,0.0006
660,9972,Unfunded Forward,484959481.0,USD,3.306,280111.031,280.111,0.24685,0.00248,484959481.0,ILS,1,-927167.513,-927.168,-0.00248,-0.24715,-2.726,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,23/07/2025,13/05/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.31,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.00073,-1e-05
660,9972,Unfunded Forward,484519251.0,USD,3.306,-46799.689,-46.8,-0.04124,-0.00041,484519251.0,ILS,1,162067.322,162.067,0.00043,0.0432,7.463,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,9/06/2025,13/05/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.463,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00199,2e-05
660,9972,Unfunded Forward,484518410.0,USD,3.306,66644.285,66.644,0.05873,0.00059,484518410.0,ILS,1,-230789.16,-230.789,-0.00062,-0.06152,-10.627,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,9/06/2025,13/05/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.463,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.00283,-3e-05
660,9972,Unfunded Forward,484518964.0,USD,3.306,-1590500,-1590.5,-1.40165,-0.01406,484518964.0,ILS,1,5507901.5,5507.902,0.01473,1.46822,253.616,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,9/06/2025,13/05/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.463,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.06761,0.00068
660,9972,Unfunded Forward,484518436.0,USD,3.306,65719.51,65.72,0.05792,0.00058,484518436.0,ILS,1,-227586.664,-227.587,-0.00061,-0.06067,-10.479,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,9/06/2025,13/05/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.463,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.00279,-3e-05
660,9972,Unfunded Forward,484518428.0,USD,3.306,152012.897,152.013,0.13396,0.00134,484518428.0,ILS,1,-526420.664,-526.421,-0.00141,-0.14033,-24.24,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,9/06/2025,13/05/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.463,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.00646,-6e-05
660,9972,Unfunded Forward,484518444.0,USD,3.306,87784.459,87.784,0.07736,0.00078,484518444.0,ILS,1,-303997.582,-303.998,-0.00081,-0.08104,-13.998,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,9/06/2025,13/05/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.463,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.00373,-4e-05
660,9972,Unfunded Forward,484518451.0,USD,3.306,223552.278,223.552,0.19701,0.00198,484518451.0,ILS,1,-774161.54,-774.162,-0.00207,-0.20636,-35.647,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,9/06/2025,13/05/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.463,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.0095,-0.0001
660,9972,Unfunded Forward,484518204.0,USD,3.306,678000,678,0.5975,0.00599,484518204.0,ILS,1,-2347914,-2347.914,-0.00628,-0.62587,-108.112,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,9/06/2025,13/05/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.463,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.02882,-0.00029
660,9972,Unfunded Forward,484519210.0,USD,3.306,-4381.301,-4.381,-0.00386,-4e-05,484519210.0,ILS,1,15172.444,15.172,4e-05,0.00404,0.699,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,9/06/2025,13/05/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.463,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00019,0.0
660,9972,Unfunded Forward,484519228.0,USD,3.306,-116712.93,-116.713,-0.10286,-0.00103,484519228.0,ILS,1,404176.875,404.177,0.00108,0.10774,18.611,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,9/06/2025,13/05/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.463,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00496,5e-05
660,9972,Unfunded Forward,484519236.0,USD,3.306,-153117.999,-153.118,-0.13494,-0.00135,484519236.0,ILS,1,530247.63,530.248,0.00142,0.14135,24.416,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,9/06/2025,13/05/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.463,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00651,7e-05
660,9972,Unfunded Forward,484519202.0,USD,3.306,-16661.071,-16.661,-0.01468,-0.00015,484519202.0,ILS,1,57697.29,57.697,0.00015,0.01538,2.657,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,9/06/2025,13/05/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.463,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00071,1e-05
660,9972,Unfunded Forward,484519186.0,USD,3.306,-76019.371,-76.019,-0.06699,-0.00067,484519186.0,ILS,1,263255.082,263.255,0.0007,0.07017,12.122,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,9/06/2025,13/05/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.463,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00323,3e-05
660,9972,Unfunded Forward,777113283.0,USD,3.306,-201000,-201,-0.17713,-0.00178,777113283.0,ILS,1,673350,673.35,0.0018,0.17949,9.051,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,21/07/2025,14/01/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.35,ריק במקור,ריק במקור,ריק במקור,IDBLILITXXX,0.00241,2e-05
660,9972,Unfunded Forward,777113291.0,USD,3.306,-1189185.808,-1189.186,-1.04799,-0.01051,777113291.0,ILS,1,3987340.013,3987.34,0.01066,1.06289,57.74,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,21/07/2025,14/01/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.353,ריק במקור,ריק במקור,ריק במקור,POALILIT,0.01539,0.00015
660,9972,Unfunded Forward,484931514.0,USD,3.306,-151641.052,-151.641,-0.13364,-0.00134,484931514.0,ILS,1,507997.524,507.998,0.00136,0.13541,6.726,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,21/07/2025,14/01/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.35,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00179,2e-05
660,9972,Unfunded Forward,484931175.0,USD,3.306,-3332.214,-3.332,-0.00294,-3e-05,484931175.0,ILS,1,11162.918,11.163,3e-05,0.00298,0.148,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,21/07/2025,14/01/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.35,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,4e-05,0.0
660,9972,Unfunded Forward,484930748.0,USD,3.306,321964.395,321.964,0.28374,0.00285,484930748.0,ILS,1,-1078580.723,-1078.581,-0.00288,-0.28751,-14.28,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,21/07/2025,14/01/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.35,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.00381,-4e-05
660,9972,Unfunded Forward,484930789.0,USD,3.306,36812.838,36.813,0.03244,0.00033,484930789.0,ILS,1,-123323.006,-123.323,-0.00033,-0.03287,-1.633,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,21/07/2025,14/01/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.35,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.00044,0.0
660,9972,Unfunded Forward,484930946.0,USD,3.306,16721.419,16.721,0.01474,0.00015,484930946.0,ILS,1,-56016.753,-56.017,-0.00015,-0.01493,-0.742,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,21/07/2025,14/01/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.35,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.0002,0.0
660,9972,Unfunded Forward,484930805.0,USD,3.306,45935.4,45.935,0.04048,0.00041,484930805.0,ILS,1,-153883.589,-153.884,-0.00041,-0.04102,-2.037,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,21/07/2025,14/01/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.35,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.00054,-1e-05
660,9972,Unfunded Forward,484930847.0,USD,3.306,149460.15,149.46,0.13171,0.00132,484930847.0,ILS,1,-500691.503,-500.692,-0.00134,-0.13347,-6.629,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,21/07/2025,14/01/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.35,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.00177,-2e-05
660,9972,Unfunded Forward,484931357.0,USD,3.306,-59066.762,-59.067,-0.05205,-0.00052,484931357.0,ILS,1,197873.654,197.874,0.00053,0.05275,2.62,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,21/07/2025,14/01/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.35,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.0007,1e-05
660,9972,Unfunded Forward,484931324.0,USD,3.306,-111723.168,-111.723,-0.09846,-0.00099,484931324.0,ILS,1,374272.611,374.273,0.001,0.09977,4.955,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,21/07/2025,14/01/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.35,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00132,1e-05
660,9972,Unfunded Forward,484931258.0,USD,3.306,-194663,-194.663,-0.17155,-0.00172,484931258.0,ILS,1,652121.05,652.121,0.00174,0.17383,8.634,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,21/07/2025,14/01/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.35,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.0023,2e-05
660,9972,Unfunded Forward,777113622.0,USD,3.306,600000,600,0.52876,0.0053,777113622.0,ILS,1,-2000940,-2000.94,-0.00535,-0.53338,-22.847,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,17/09/2025,15/07/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.335,ריק במקור,ריק במקור,ריק במקור,IDBLILITXXX,-0.00609,-6e-05
660,9972,Unfunded Forward,777113499.0,USD,3.306,-774966.872,-774.967,-0.68295,-0.00685,777113499.0,ILS,1,2577539.818,2577.54,0.00689,0.68708,22.922,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,15/09/2025,15/07/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.326,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,0.00611,6e-05
660,9972,Unfunded Forward,777113523.0,USD,3.306,-380488.282,-380.488,-0.33531,-0.00336,777113523.0,ILS,1,1265504.027,1265.504,0.00338,0.33734,11.195,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,15/09/2025,15/07/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.326,ריק במקור,ריק במקור,ריק במקור,IDBLILITXXX,0.00298,3e-05
660,9972,Unfunded Forward,485433478.0,USD,3.306,-36654.357,-36.654,-0.0323,-0.00032,485433478.0,ILS,1,121912.391,121.912,0.00033,0.0325,1.057,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,15/09/2025,15/07/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.326,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00028,0.0
660,9972,Unfunded Forward,485432884.0,USD,3.306,63609,63.609,0.05606,0.00056,485432884.0,ILS,1,-211563.534,-211.564,-0.00057,-0.0564,-1.834,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,15/09/2025,15/07/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.326,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.00049,0.0
660,9972,Unfunded Forward,485433049.0,USD,3.306,31149.324,31.149,0.02745,0.00028,485433049.0,ILS,1,-103602.652,-103.603,-0.00028,-0.02762,-0.898,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,15/09/2025,15/07/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.326,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.00024,0.0
660,9972,Unfunded Forward,777113630.0,USD,3.306,600000,600,0.52876,0.0053,777113630.0,ILS,1,-2001180,-2001.18,-0.00535,-0.53345,-23.206,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,17/09/2025,15/07/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.335,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,-0.00619,-6e-05
660,9972,Unfunded Forward,777113572.0,USD,3.306,135000,135,0.11897,0.00119,777113572.0,ILS,1,-450684,-450.684,-0.0012,-0.12014,-5.604,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,16/09/2025,15/07/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.338,ריק במקור,ריק במקור,ריק במקור,IDBLILITXXX,-0.00149,-1e-05
660,9972,Unfunded Forward,485431498.0,USD,3.306,-223586.385,-223.586,-0.19704,-0.00198,485431498.0,ILS,1,742776.331,742.776,0.00199,0.198,6.25,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,15/09/2025,16/09/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.322,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,0.00167,2e-05
660,9972,Unfunded Forward,777113507.0,USD,3.306,-223586.385,-223.586,-0.19704,-0.00198,777113507.0,ILS,1,742776.331,742.776,0.00199,0.198,6.491,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,15/09/2025,16/09/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.322,ריק במקור,ריק במקור,ריק במקור,LUMIILITXXX,0.00173,2e-05
660,9972,Unfunded Forward,777113531.0,USD,3.306,-437111.031,-437.111,-0.38521,-0.00386,777113531.0,ILS,1,1452082.845,1452.083,0.00388,0.38707,12.528,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",ריק במקור,לא,15/09/2025,16/09/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,3.322,ריק במקור,ריק במקור,ריק במקור,IDBLILITXXX,0.00334,3e-05
660,9972,Unfunded Forward,484545389.0,GBP,4.441,26287.804,26.288,0.03112,0.00031,484545389.0,USD,3.306,-35498.525,-35.499,-0.00031,-0.03128,-0.631,ישראל,ישראל,"מט""ח",אחר,"מט""ח/מט""ח",ריק במקור,לא,11/06/2025,18/02/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,1.35,ריק במקור,ריק במקור,ריק במקור,MIZBILIT,-0.00017,0.0
660,9972,Unfunded Forward,777112962.0,GBP,4.441,43000,43,0.0509,0.00051,777112962.0,USD,3.306,-58445.6,-58.446,-0.00052,-0.05151,-2.205,ישראל,ישראל,"מט""ח",אחר,"מט""ח/מט""ח",ריק במקור,לא,9/06/2025,18/02/2026,ללא,Delivery,קיים חוזה,הצד הנגדי,0.0,ללא,ריק במקור,1.359,ריק במקור,ריק במקור,ריק במקור,POALILIT,-0.00059,-1e-05
