מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם שותף כללי קרן השקעות,מספר מזהה שותף כללי קרן השקעות,סוג מספר מזהה שותף כללי קרן השקעות,שם קרן השקעה,מספר מזהה קרן השקעה,סוג מספר מזהה קרן השקעות,מאפיין עיקרי,אסטרטגיית קרן ההשקעה,"ישראל/חו""ל",מדינת התאגדות קרן השקעה,מיקום משרד השותף הכללי,מדינה לפי חשיפה כלכלית,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,שער חליפין,NAV (במטבע הדיווח של קרן ההשקעה),"שווי הוגן (באלפי ש""ח)",שיעור החזקה בקרן השקעה,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
163,2104,"אג'יליטי ניהול קרנות גידור בע""מ",ריק במקור,ריק במקור,AGILITY EQUITY קרן השקעה,666113121,פנימי,קרן גידור (Hedge Fund),ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,25/02/2025,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,16.559,6.920228393029688e-05,0.00114,9e-05
163,2104,אלפא לונג ביאס גי פי בעמ,ריק במקור,ריק במקור,ALPHA OPP S12/1,XD0467158321,ISIN,קרן גידור (Hedge Fund),ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,22/11/2017,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,27.66,6.920358606678116e-06,0.0019,0.00015
163,2104,AMI GP LP Inc,ריק במקור,ריק במקור,AMI opportunities ALP קרן השקעה,666103148,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,17/12/2015,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,5.67,6.920809702999614e-06,0.00039,3e-05
163,2104,ארבל פאנד 2 גי פי שותפות מוגבלת,ריק במקור,ריק במקור,ARBEL 2,666109525,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,23/09/2021,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,151.693,0.00012689988377049811,0.01043,0.00082
163,2104,"נו פארמה פאנד בע""מ",ריק במקור,ריק במקור,"Bennu Pharma Fund, LP",666113337,פנימי,קרן גידור (Hedge Fund),ריק במקור,ישראל,ריק במקור,ריק במקור,"ארה""ב",לא,3/06/2025,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,5.052,0.00013840824761925897,0.00035,3e-05
163,2104,פימי 7 2020 בעמ,ריק במקור,ריק במקור,FIMI VII,666107891,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,18/03/2020,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,48.809,2.2629024329074027e-05,0.00335,0.00026
163,2104,פורטיסימו קאפיטל פאנד,ריק במקור,ריק במקור,FORTISSIMO CAPITAL,666101894,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,23/12/2013,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,0.001,3.8628127971721934e-05,0,0
163,2104,Fortissimo Capital Fund III (GP) L.P,ריק במקור,ריק במקור,FORTISSIMO CAPITAL 3,666101886,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,23/12/2013,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,2.797,9.14124764616608e-06,0.00019,2e-05
163,2104,Fortissimo Capital Fund IV (GP) L.P,ריק במקור,ריק במקור,FORTISSIMO CAPITAL 4,666103056,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,1/10/2015,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,20.234,1.4668211728108381e-05,0.00139,0.00011
163,2104,Fortissimo Capital Fund VI GP L.P,ריק במקור,ריק במקור,FORTISSIMO FUND 6,66611195,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,23/05/2023,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,34.166,2.0068782206719794e-05,0.00235,0.00019
163,2104,Firstime Ventures II General Partner L.P,ריק במקור,ריק במקור,Firstime Ventures II קרן השקעה,666103866,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,8/06/2017,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,10.373,9.556350440584662e-05,0.00071,6e-05
163,2104,ICG Strategic Equity II GP LP,ריק במקור,ריק במקור,ICG קרן,666103593,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,11/09/2016,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,6.813,2.7894698704961036e-05,0.00047,4e-05
163,2104,איון טאק בעמ,ריק במקור,ריק במקור,ION טכנולוגיה דש מהלמן,666109244,פנימי,קרן גידור (Hedge Fund),ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,17/04/2018,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,5.81,6.920557008356365e-06,0.0004,3e-05
163,2104,JVP,ריק במקור,ריק במקור,JVP- קרן הון סיכון,666102041,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,8/12/2000,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,1.484,0.00012195705833259509,0.0001,1e-05
163,2104,Klirmark Fund III (G.P) L.P,ריק במקור,ריק במקור,KLIRMARK 3 קרן השקעה,666106992,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,28/07/2019,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,128.133,0.00021104932682421373,0.00881,0.00069
163,2104,Klirmark Fund IV (G.P) L.P,ריק במקור,ריק במקור,Klirmark Opportunity Fund IV,666111315,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,29/01/2015,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,296.569,0.0001712613931351746,0.02038,0.00161
163,2104,מדיקה 3 מנגמנט,ריק במקור,ריק במקור,MEDICA - קרן הון סיכ,666102033,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,8/12/2000,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,1.158,2.067241462551434e-05,8e-05,1e-05
163,2104,MUSTANG MEZZANINE FUND L.P,ריק במקור,ריק במקור,Mustang קרן השקעה,666101910,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,23/12/2013,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,1.374,3.569517633429451e-05,9e-05,1e-05
163,2104,נוי אי. איי תשתיות ואנרגיה גי.פי ש.מ,ריק במקור,ריק במקור,NOY 3 - קרן השקעה,666106083,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,6/08/2018,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,213.73,0.0001537032678362212,0.01469,0.00116
163,2104,נוי אי. איי תשתיות ואנרגיה גי.פי ש.מ,ריק במקור,ריק במקור,NOY 4,666109400,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,16/08/2021,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,91.878,4.897769303963162e-05,0.00631,0.0005
163,2104,נוי אי. איי תשתיות ואנרגיה גי.פי ש.מ,ריק במקור,ריק במקור,NOY מגלים מזנין - קרן השקעה,666107289,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,15/12/2019,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,178.357,0.0002568842733743937,0.01226,0.00097
163,2104,"רד דוט III שותף כללי, ש.מ.",ריק במקור,ריק במקור,RED DOT III,666113014,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2025-01-21 00:00:00,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,5.645,3.460185130018372e-05,0.00039,3e-05
163,2104,ס.ה. סקיי 4 ניהול שותפות מוגבלת,ריק במקור,ריק במקור,Sky Capital IV,666110085,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,27/12/2021,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,40.3,6.719483867369455e-05,0.00277,0.00022
163,2104,Stage One Capital (GP) IV L.P,ריק במקור,ריק במקור,Stage One Annex Fund L.P.,666112198,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,27/03/2024,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,0.713,7.746594325282073e-05,5e-05,0
163,2104,Stage One Capital (GP) IV L.P,ריק במקור,ריק במקור,Stage One IV,666109582,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,16/10/2021,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,9.872,6.514892230883756e-05,0.00068,5e-05
163,2104,Stage One Capital (GP) III L.P,ריק במקור,ריק במקור,Stage One Ventures 3 קרן,666105671,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,16/01/2018,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,17.515,9.439304642061071e-05,0.0012,9e-05
163,2104,ואר השקעות גיפי בעמ,ריק במקור,ריק במקור,VAR קרן השקעה,666106216,פנימי,קרן גידור (Hedge Fund),ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,5/09/2018,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,20.937,7.390806072152649e-05,0.00144,0.00011
163,2104,"Vintage Fund of Funds VIII (Israel) GP,",ריק במקור,ריק במקור,VINTAGE FOF VIII,666113246,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,2/04/2025,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,1.431,0.00013776601274511182,0.0001,1e-05
163,2104,Vintage Ventures IV L.P.,ריק במקור,ריק במקור,VINTAGE קרן הון סיכו,666102108,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,27/05/2009,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,25.829,7.528574002760698e-05,0.00178,0.00014
163,2104,Viola FinTech I GP L.P.,ריק במקור,ריק במקור,Viola FinTech-קרן השקעה בארץ,666105838,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,6/03/2018,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,21.282,7.383189035017548e-05,0.00146,0.00012
163,2104,Viola Ventures 5 Ltd.,ריק במקור,ריק במקור,carmel ventures v-קרן השקעה,666105689,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,16/01/2018,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,56.733,4.1600421599869065e-05,0.0039,0.00031
163,2104,INFINITY I-CHINA FUND (ISRAEL) L,ריק במקור,ריק במקור,אינפיניטי ישראל סין,666101829,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,סין,לא,23/12/2013,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,6.822,3.420503001940517e-05,0.00047,4e-05
163,2104,אלפא מים פרטנרס 2,ריק במקור,ריק במקור,אלפא פרטנרס -2 קרן השקעה,666106646,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,15/01/2019,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,189.902,9.63656629898255e-05,0.01305,0.00103
163,2104,ארבל פאנד גי פי שותפות מוגבלת,ריק במקור,ריק במקור,ארבל-קרן השקעה,666105127,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,21/12/2017,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,49.952,0.00016904593271630474,0.00343,0.00027
163,2104,נוי אי. איי תשתיות ואנרגיה גי.פי ש.מ,ריק במקור,ריק במקור,בגין קרן נוי מגלים חדשה,666102728,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,15/06/2014,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,28.347,0.0001123876845598826,0.00195,0.00015
163,2104,Glilot Investments II Limited Partnershi,ריק במקור,ריק במקור,גלילות 2 - קרן הון סיכון,666102876,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,30/03/2015,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,4.5,2.5026175592508528e-05,0.00031,2e-05
163,2104,Helios UK BIG L.P,ריק במקור,ריק במקור,הליוס אנרג ק.הון סי,666101977,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,13/04/2014,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,0.001,5.182770961145194e-05,0,0
163,2104,ורטקס III,ריק במקור,ריק במקור,ורטקס ישראל 3 הון סי,666102215,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,8/12/2000,USD,דיווח מנהל קרן,אי-תלות,30/03/2023,3.306,שווי הוגן במטבע הקרן,0,0,0,0
163,2104,תשתיות ישראל גי. פי.  ניהול II  שותפות מ,ריק במקור,ריק במקור,כביש 431 ק. השקעה,666101266,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,12/06/2011,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,13.078,5.1024792406482185e-05,0.0009,7e-05
163,2104,פימי 6 2016 בעמ,ריק במקור,ריק במקור,לקרן FIMI VI,666103510,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,18/07/2016,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,224.824,6.160660018489823e-07,0.01545,0.00122
163,2104,נוי אי. איי תשתיות ואנרגיה גי.פי ש.מ,ריק במקור,ריק במקור,נוי 2  - קרן השקעה,666102934,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,5/07/2015,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,116.595,0.00016011158773718853,0.00801,0.00063
163,2104,"נוי 5 להשקעה בתשתיות ואנרגיה, שותפות מוג",ריק במקור,ריק במקור,נוי 5,666112693,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,9/09/2024,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,16.526,0.00010237948288673394,0.00114,9e-05
163,2104,נוי כבישים גי.פי שותפות מוגבלת,ריק במקור,ריק במקור,נוי חוצה ישראל זכויות שנרכשו מקרן נוי 1,666111091,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,23/06/2020,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,13.883,7.781779839517815e-06,0.00095,8e-05
163,2104,נוי אי. איי תשתיות ואנרגיה גי.פי ש.מ,ריק במקור,ריק במקור,נוי נגב אנרגיה,666103551,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,7/08/2016,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,70.428,0.00017345908838109128,0.00484,0.00038
163,2104,Neurone Ventures II Investment II (Israe,ריק במקור,ריק במקור,ניורון ונצרס-ק סיכון,666102256,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,1/01/2000,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,0.018,5.295115311303786e-06,0,0
163,2104,פונטיפקס 2 ישראל,ריק במקור,ריק במקור,פונטיפקס ק.הון סיכו,666101837,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,23/12/2013,USD,דיווח מנהל קרן,אי-תלות,14/08/2023,3.306,שווי הוגן במטבע הקרן,0,0,0,0
163,2104,Fortissimo Capital Fund IV (GP) L.P,ריק במקור,ריק במקור,פורטיסימו 4 TUT קרן השקעה,666103908,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,24/07/2017,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,14.706,6.291121964064148e-05,0.00101,8e-05
163,2104,א.מ.פ אנרגיה בעמ,ריק במקור,ריק במקור,פי אם אי מתקנים סולאריים שופות מוגבלת,222100786,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,27/12/2017,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,52.663,0.0004818241705915388,0.00362,0.00029
163,2104,פימי,ריק במקור,ריק במקור,פימי 4 דש,666100094,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,1/01/2007,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,0.29,1.031856160788296e-05,2e-05,0
163,2104,פימי,ריק במקור,ריק במקור,פימי 5 ק.השקעה דש,666101001,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,9/04/2012,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,17.61,2.5402075167975195e-05,0.00121,0.0001
163,2104,פימי אופורטיוניטי 2005 בעמ,ריק במקור,ריק במקור,פימי אופרטוניטי 2 דש,666102223,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,1/01/2007,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,0.104,3.729182714016309e-06,1e-05,0
163,2104,קוגיטו קפיטל פאנד 2 שותף כללי בעמ,ריק במקור,ריק במקור,קוגיטו 2,666109715,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,26/01/2022,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,113.018,0.00023219382374721308,0.00777,0.00061
163,2104,קוגיטו קפיטל שותף כללי בעמ,ריק במקור,ריק במקור,קוגיטו קפיטל קרן השקעה דש,666103502,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,20/06/2016,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,61.833,0.00041239470830084214,0.00425,0.00033
163,2104,קוגיטו קפיטל אל.אמ.אי שותף כללי שותפות מ,ריק במקור,ריק במקור,קוגיטו קרן משלימה דש,666103973,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,31/08/2017,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,43.614,0.00016107682142699485,0.003,0.00024
163,2104,Klirmark Fund II (G.P) Limited Partnersh,ריק במקור,ריק במקור,קלירמארק קרן השקעה II,666102751,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,25/01/2015,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,1.178,0.00023985693837285779,8e-05,1e-05
163,2104,Lool III GP LP LTD,ריק במקור,ריק במקור,קרן LOOL II,666104062,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,27/11/2017,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,43.516,0.0001230412785824892,0.00299,0.00024
163,2104,בנק אוצר החייל בעמ,ריק במקור,ריק במקור,קרן אוצר החייל לעסקים קטנים,666103460,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,4/05/2016,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,64.164,0,0.00441,0.00035
163,2104,אקסודוס ניהול ישראל בעמ,ריק במקור,ריק במקור,קרן ברוש קפיטל,666102652,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,24/07/2014,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,48.512,7.360816770217496e-05,0.00333,0.00026
163,2104,ס.ה. סקיי 3 ניהול השקעות שותפות מוגבלת,ריק במקור,ריק במקור,קרן השקעה SKY III,666103833,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,6/04/2017,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,27.413,4.892412520211366e-05,0.00188,0.00015
163,2104,נוי כבישים גי.פי שותפות מוגבלת,ריק במקור,ריק במקור,קרן השקעה נוי חוצה י,666100797,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,5/11/2011,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,99.711,6.701036802636865e-05,0.00685,0.00054
163,2104,נוי אי. איי תשתיות ואנרגיה גי.פי ש.מ,ריק במקור,ריק במקור,קרן השקעה נוי1-דש,666100763,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,5/04/2011,ILS,דיווח מנהל קרן,אי-תלות,19/03/2025,1,שווי הוגן במטבע הקרן,0,0,0,0
163,2104,נוקד אקוויטי השקעות בעמ,ריק במקור,ריק במקור,קרן נוקד אקוויטי,666106208,פנימי,קרן גידור (Hedge Fund),ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,5/09/2018,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,32.131,7.13481486452707e-05,0.00221,0.00017
163,2104,קדמה קפיטל גי פי גי פי בעמ,ריק במקור,ריק במקור,קרן קדמה,666102884,פנימי,פרייבט אקוויטי,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,25/05/2015,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,6.16,5.833768683049405e-06,0.00042,3e-05
163,2104,תשתיות ישראל גי. פי. שותפות מוגבלת,ריק במקור,ריק במקור,קרן תשתיות ישראל,666102124,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,31/08/2011,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,0.017,6.773366947763202e-06,0,0
163,2104,"שיכון ובינוי ? הפורטפוליו הביטחוני בע""מ",ריק במקור,ריק במקור,"שותפות הפורטפוליו הבטחוני, שותפות מוגבלת",666112925,פנימי,קרן אנרגיה ותשתיות,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,30/06/2025,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,119.356,0.0001204573025710705,0.0082,0.00065
163,2104,שקד פרטנרס 2 גי.פי. בעמ,ריק במקור,ריק במקור,שקד 2 קרן השקעה,666111711,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,23/06/2020,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,31.15,0.00011988186229372526,0.00214,0.00017
163,2104,שקד השקעות (גי.פי) שותפות מוגבלת,ריק במקור,ריק במקור,שקד קרן השקעה דש,666103684,פנימי,קרן חוב,ריק במקור,ישראל,ריק במקור,ריק במקור,ישראל,לא,19/01/2017,ILS,דיווח מנהל קרן,אי-תלות,30/09/2025,1,שווי הוגן במטבע הקרן,2.41,5.289212399758216e-05,0.00017,1e-05
163,2104,Allianz Global Investors GMBH,ריק במקור,ריק במקור,ALLIANZ 3,666111786,פנימי,קרן חוב,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,23/06/2020,EUR,דיווח מנהל קרן,אי-תלות,30/09/2025,3.881,שווי הוגן במטבע הקרן,241.871,0.00011988258682465534,0.01662,0.00131
163,2104,Apollo European קרן נדלן III (EURO) L.P,ריק במקור,ריק במקור,APOLLO EUROPEAN הוןס,666102116,פנימי,פרייבט אקוויטי,ריק במקור,"חו""ל",ריק במקור,ריק במקור,אירופה,לא,8/12/2000,USD,דיווח מנהל קרן,אי-תלות,2025-09-30 00:00:00,3.306,שווי הוגן במטבע הקרן,0,0,0,0
163,2104,ASF VIII Infrastructure GP Limited,ריק במקור,ריק במקור,ARDIAN,666109384,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,גלובלי,לא,11/08/2021,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,68.994,3.2737430238948894e-05,0.00474,0.00037
163,2104,0,ריק במקור,ריק במקור,ARES CLIMATE INFRASTRUCTURE PARNERS,666112982,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,0,USD,דיווח מנהל קרן,אי-תלות,30/09/2025,3.306,שווי הוגן במטבע הקרן,72.463,1.6020767265699088e-05,0.00498,0.00039
163,2104,0,ריק במקור,ריק במקור,ARES ELOF קרן,666102843,פנימי,קרן אנרגיה ותשתיות,ריק במקור,"חו""ל",ריק במקור,ריק במקור,"ארה""ב",לא,19/12/2013,EUR,דיווח מנהל קרן,אי-תלות,30/09/2025,3.881,שווי הוגן במטבע הקרן,0,0,0,0
