מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,זירת מסחר,סיווג הקרן,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
163,12157,קסם קרנות נאמנות,510938608,ח.פ.,קסם MSCI India !4D ETF,IL0011457475,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,הודו,TASE,"CNX NIFTY - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אסיה הודו",לא,ILS,10833.34,1,8678,0,940.117,0.00191,0.00422,0.00024
163,12157,קסם קרנות נאמנות,510938608,ח.פ.,קסם S&P 500 4D ETF,IL0011464711,ISIN,"עוקב אחר מדדי מניות בחו""ל",ישראל,"ארה""ב",TASE,"S&P 500 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,ILS,14055.699,1,24260,0,3409.913,0.00053,0.01531,0.00087
163,12157,קסם קרנות נאמנות,510938608,ח.פ.,"קסם 4A ETF ת""א 125",IL0011463564,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"125 מניות בארץ - מניות כללי-ת""א",לא,ILS,13673.552,1,31750,0,4341.353,0.00049,0.0195,0.00111
163,12157,קסם קרנות נאמנות,510938608,ח.פ.,"קסם 4A ETF ת""א 90",IL0011463317,ISIN,עוקב אחר מדדי מניות בישראל,ישראל,ישראל,TASE,"90 מניות בארץ - מניות כללי-ת""א",לא,ILS,6478.067,1,30420,0,1970.628,0.00053,0.00885,0.0005
163,12157,קסם קרנות נאמנות,510938608,ח.פ.,קסם ETFי 00 תל בונד צמודות- בנקים ללא COCO,IL0011462814,ISIN,עוקב אחר מדדים אחרים בישראל,ישראל,ישראל,TASE,"אג""ח בארץ - חברות והמרה-תל בונד אחר-מדד תל בונד אחר",לא,ILS,15082.817,1,3611.57,0,544.727,0.00265,0.00245,0.00014
163,12157,HSBC EURO STOXX 50 UCITS ETF,213800C3PJF8YA3LOK53,LEI,HSBC EURO STOXX,IE00B4K6B022,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,"EURO STOXX 50 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה כללי",לא,EUR,2155.064,3.881,5796,0,484.729,0.0001,0.00218,0.00012
163,12157,iShares Core EURO STOXX 50 UCI,5493004JFXP6VX6VU903,LEI,iShares Core EURO STOXX 50 UCITS ETF,DE0005933956,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,FWB,"EURO STOXX 50 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה כללי",לא,EUR,9520.823,3.881,5559,0,2053.909,7e-05,0.00922,0.00053
163,12157,iShares Core DAX UCITS ETF (DE),549300CQN9T9XKTT1S19,LEI,ISHARES DAX,DE0005933931,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גרמניה,FWB,"DAX 30 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה גרמניה",לא,EUR,3138.104,3.881,19756,0,2405.894,7e-05,0.0108,0.00062
163,12157,iShares U.S. Home Construction,549300E4UYBNT92O5488,LEI,ISHARES US HOME CONSTR,US4642887529,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,"מניות בחו""ל - מניות גיאוגרפי-ארה""ב חשופת מט""ח",לא,USD,4815.739,3.306,10725,0,1707.509,0.00017,0.00767,0.00044
163,12157,iShares Core MSCI China ETF,549300Y5GFOCPIN4TL37,LEI,ISHARES MSCI CH,HK2801040828,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",סין,HKSE,"FTSE China 50 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אסיה סין",לא,HKD,102365.528,0.425,2916,0,1268.317,0.00012,0.0057,0.00032
163,12157,Ishares Core Nikkei 225 ETF,5493003S1VZ3B3ZKCC66,LEI,ISHARES CORE NIKKEI 225,JP3027710007,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,"NIKKEI 225 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אסיה יפן",לא,JPY,7459.836,2.233,467400,0,778.656,2e-05,0.0035,0.0002
163,12157,Amundi S 500 UCITS ETF,5493007YUEI1FG9SC192,LEI,AMUNDI S&P500 U,LU1681049018,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",EURONEXT,"S&P 500 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,USD,13440.014,3.306,13170.84,0,5852.158,0.00048,0.02628,0.0015
163,12157,BNP PARIBAS EAS2,969500PKO62D27NM6A51,LEI,BNP Paribas Easy STOXX Europe 600 ETF,FR0011550193,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,"STOXX EUROPE 600 -מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה כללי",לא,EUR,37009.075,3.881,1796.2,0,2579.723,0.00074,0.01159,0.00066
163,12157,LYXOR CORE EURS,213800RFZBG42O5X1D89,LEI,LYXOR CORE EURS,LU0908500753,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,"STOXX EUROPE 600 -מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה כללי",לא,EUR,2836.752,3.881,26801,0,2950.41,6e-05,0.01325,0.00075
163,12157,SPDR MSCI World UCITS ETF,54930057M4Z3UU0DFR13,LEI,SPDR MSCI EUR I,IE00BKWQ0J47,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,"מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה - מדד אחר",לא,EUR,1333.653,3.881,39550,0,2046.913,0.00056,0.00919,0.00052
163,12157,iShares AEX UCITS ETF,5493001C3BFCBCQSKB68,LEI,iShares AEX UCITS ETF,IE00B0M62Y33,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",הולנד,EURONEXT,"מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה - מדד אחר",לא,EUR,8576.938,3.881,9407,0,3131.075,0.00122,0.01406,0.0008
163,12157,AMUNDI MSCI,213800EH8RDDKCSGK398,LEI,Amundi MSCI Emerging Markets II ETF,LU2573967036,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","גלובלי ללא ארה""ב",LSE,"MSCI EMERGING MARKETS - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-שווקים מתעוררים כללי",לא,USD,62637.756,3.306,6680,0,13832.972,0.00124,0.06212,0.00354
163,12157,Amundi Nasdaq-100 II UCITS ETF,549300WKBSXK32O2GT62,LEI,AMUNDI NASDAQ 1,LU1829221024,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",LSE,"NASDAQ 100 - מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-ארה""ב",לא,USD,6216.348,3.306,9964.5,0,2047.829,0.00011,0.0092,0.00052
