מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מאפיין עיקרי,מספר עסקה (רגל 1),מטבע פעילות (רגל 1),שער חליפין,ערך נקוב (רגל 1),שווי הוגן במטבע הנסחר (רגל 1),שיעור מנכסי אפיק ההשקעה (רגל 1),שיעור מסך נכסי ההשקעה (רגל 1),מספר עסקה (רגל 2),מטבע פעילות (רגל 2),שער חליפין.1,ערך נקוב (רגל 2),שווי הוגן במטבע הנסחר (רגל 2),שיעור מנכסי ההשקעה (רגל 2),שיעור מסך אפיק ההשקעה (רגל 2),"שווי הוגן (נטו  באלפי ש""ח)","ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סוג הנכס,פקטור מוביל,פקטור נוסף,טיקר,בעל עניין/צד קשור,מועד ההתקשרות בעסקה,מועד סיום חוזי,תדירות Reset,סוג הסליקה,נספח התחשבנות בטחונות - CSA,גורם מצטט,ריבית עוגן,תקופת ריבית עוגן,שיעור ריבית עוגן,שער נכס הבסיס במועד ההתקשרות בעסקה,שער הנגזר במועד ההתקשרות בעסקה,האם קיים קנס בגין יציאה מוקדמת,שיעור הקנס בגין יציאה מוקדמת,צד נגדי - Counterparty,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
214,2177,Unfunded Forward,180016156.0,USD,3.306,381014.6,379.85822,0.024346,0.000127,180016157.0,ILS,1.0,-1291258.51,-1287.35245,-0.00013,-0.024957,-31.54115,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-08-13,2025-10-24,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.389,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,-0.000611,-3e-06
214,2177,Unfunded Forward,180015180.0,EUR,3.8807,-236769.51,-235.49498,-0.017717,-9.3e-05,180015181.0,ILS,1.0,954702.0,945.44425,9.6e-05,0.018329,31.5589,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",EURILS,כן,2025-06-19,2025-12-17,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.9984,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",MIZBILIT,0.000611,3e-06
214,2177,Unfunded Forward,180017010.0,EUR,3.8807,-78079.15,-77.73599,-0.005848,-3e-05,180017011.0,ILS,1.0,310177.21,307.69952,3.1e-05,0.005965,6.02947,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",EURILS,כן,2025-09-18,2025-12-03,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.9561,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.000116,0.0
214,2177,Unfunded Forward,180014702.0,USD,3.306,-767133.2,-764.80495,-0.049019,-0.000257,180014703.0,ILS,1.0,2700308.86,2692.14042,0.000274,0.052193,163.69526,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-05-27,2025-10-24,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.537,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",IDBLILIT,0.003173,1.6e-05
214,2177,Unfunded Forward,180016588.0,EUR,3.8807,-89972.41,-89.63538,-0.006743,-3.5e-05,180016589.0,ILS,1.0,355076.12,352.63249,3.5e-05,0.006836,4.78449,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",EURILS,כן,2025-09-03,2025-11-24,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.9258,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",IDBLILIT,9.2e-05,0.0
214,2177,Unfunded Forward,180015188.0,EUR,3.8807,-17521883.99,-17427.5637,-1.311183,-0.006896,180015189.0,ILS,1.0,70700801.92,70015.21624,0.007139,1.357404,2384.06982,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",EURILS,כן,2025-06-19,2025-12-17,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.9984,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.04622,0.000243
214,2177,Unfunded Forward,180016892.0,USD,3.306,-3800000.0,-3782.615,-0.242444,-0.001275,180016893.0,ILS,1.0,12697510.0,12640.01567,0.001289,0.245055,134.69048,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-09-15,2025-11-05,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.341,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.002611,1.3e-05
214,2177,Unfunded Forward,180013120.0,EUR,3.8807,-234237.44,-233.20796,-0.017545,-9.2e-05,180013121.0,ILS,1.0,881529.17,874.48752,8.9e-05,0.016953,-30.52263,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",EURILS,כן,2025-02-27,2025-12-03,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.7225,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",POALILIT,-0.000591,-3e-06
214,2177,Unfunded Forward,180015948.0,USD,3.306,-421449.72,-418.65804,-0.026833,-0.000141,180015949.0,ILS,1.0,1404481.19,1395.33521,0.000142,0.027051,11.25174,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-07-24,2025-11-21,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.341,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",MIZBILIT,0.000218,1e-06
214,2177,Unfunded Forward,180015202.0,USD,3.306,-47353.9,-47.12523,-0.00302,-1.5e-05,180015203.0,ILS,1.0,163939.21,163.15607,1.6e-05,0.003163,7.36006,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-06-23,2025-11-07,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.479,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",MIZBILIT,0.000142,0.0
214,2177,Unfunded Forward,180016010.0,USD,3.306,-3000000.0,-2936.529,-0.188215,-0.00099,180016011.0,ILS,1.0,10263000.0,10059.82338,0.001025,0.195032,351.65851,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-08-05,2026-03-13,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.447,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.006817,3.5e-05
214,2177,Unfunded Forward,180015162.0,USD,3.306,-705573.13,-695.28516,-0.044563,-0.000234,180015163.0,ILS,1.0,2462450.21,2428.24924,0.000247,0.047077,129.63649,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-06-18,2026-01-21,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.498,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",POALILIT,0.002513,1.3e-05
214,2177,Unfunded Forward,180016598.0,EUR,3.8807,-10518161.6,-10438.90726,-0.785383,-0.00413,180016599.0,ILS,1.0,41618261.83,41074.68571,0.004188,0.796326,564.41833,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",EURILS,כן,2025-09-03,2026-01-14,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.9258,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.010942,5.7e-05
214,2177,Unfunded Forward,180012156.0,USD,3.306,-5440321.55,-5433.45586,-0.348253,-0.00183,180012157.0,ILS,1.0,19661322.07,19636.50948,0.002001,0.380697,1673.50441,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-01-06,2025-10-10,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.636,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.032444,0.00017
214,2177,Unfunded Forward,180016914.0,USD,3.306,-5000000.0,-4892.315,-0.313569,-0.001649,180016915.0,ILS,1.0,16705000.0,16368.61141,0.001669,0.317343,194.61802,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-09-16,2026-03-16,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.343,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.003773,1.9e-05
214,2177,Unfunded Interest Rate Swap,12536963.0,ILS,1.0,3028621.76,3033.98848,0.05882,0.000309,12537963.0,ILS,1.0,-3028621.76,-3172.89016,-0.000323,-0.061513,-138.90168,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,SHIR,כן,2023-10-23,2037-05-31,רבעוני,Delivery,קיים חוזה,גורם אחר,Shekel Overnight Risk Free Rate,יומי,"תא ללא תוכן, המשך בתא הבא",0.00095,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,-0.002692,-1.4e-05
214,2177,Unfunded Forward,180016606.0,EUR,3.8807,-359889.65,-357.17788,-0.026872,-0.000141,180016607.0,ILS,1.0,1423003.67,1404.41782,0.000143,0.027227,18.31762,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",EURILS,כן,2025-09-03,2026-01-14,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.9258,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",IDBLILIT,0.000355,1e-06
214,2177,Unfunded Interest Rate Swap,12536906.0,ILS,1.0,14000000.0,14065.478,0.272691,0.001434,12537906.0,ILS,1.0,-14000000.0,-14013.51,-0.001429,-0.271683,51.968,ישראל,ישראל,"ריבית ואג""ח",אחר,ריביות,SHIR,כן,2016-02-24,2026-02-24,רבעוני,Delivery,קיים חוזה,גורם אחר,Shekel Overnight Risk Free Rate,יומי,"תא ללא תוכן, המשך בתא הבא",0.00085,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.001007,5e-06
214,2177,Unfunded Forward,180017040.0,USD,3.306,-165738.65,-160.10155,-0.010261,-5.3e-05,180017041.0,ILS,1.0,553069.89,535.92804,5.4e-05,0.01039,6.63231,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-09-18,2026-06-22,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.343,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",POALILIT,0.000128,0.0
214,2177,Unfunded Total Return/Equity Swap,12535290.0,ILS,1.0,220272.29,3323.90886,0.064441,0.000338,12535289.0,ILS,1.0,-2958256.86,-3012.4255,-0.000307,-0.058402,311.48336,ישראל,ישראל,מניות לרבות מדדי מניות,מדדי מניות,תעופה,ELAL IT,כן,2025-06-09,2026-06-08,שנתי,No-delivery,קיים חוזה,גורם אחר,ריבית בנק ישראל,יומי,"תא ללא תוכן, המשך בתא הבא",1343.0,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.006038,3.1e-05
214,2177,Unfunded Forward,180016062.0,USD,3.306,-19000000.0,-18670.977,-1.196704,-0.006295,180016063.0,ILS,1.0,64577200.0,63521.49193,0.006478,1.231509,1795.24197,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-08-07,2026-02-11,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.417,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.034804,0.000183
214,2177,Unfunded Forward,180015280.0,USD,3.306,-430920.5,-428.45434,-0.027461,-0.000144,180015281.0,ILS,1.0,1464698.78,1456.42909,0.000148,0.028236,39.95904,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-06-25,2025-11-14,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.409,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.000774,4e-06
214,2177,Unfunded Forward,180016398.0,USD,3.306,-11000000.0,-10535.767,-0.675283,-0.003552,180016399.0,ILS,1.0,36960000.0,35557.88544,0.003626,0.689371,726.63974,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-08-25,2026-08-27,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.378,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.014087,7.4e-05
214,2177,Unfunded Forward,180015804.0,EUR,3.8807,-78079.15,-77.93111,-0.005863,-3e-05,180015805.0,ILS,1.0,307046.24,305.84723,3.1e-05,0.005929,3.41998,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",EURILS,כן,2025-07-21,2025-10-31,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.9109,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,6.6e-05,0.0
214,2177,Unfunded Forward,180016734.0,USD,3.306,142061.7,141.88242,0.009093,4.7e-05,180016735.0,ILS,1.0,-472355.16,-471.75905,-4.8e-05,-0.009146,-2.69576,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-09-08,2025-10-10,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.324,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,-5.2e-05,0.0
214,2177,Unfunded Forward,180015402.0,USD,3.306,120667.77,120.30154,0.00771,4e-05,180015403.0,ILS,1.0,-406288.38,-405.05936,-4.1e-05,-0.007853,-7.34246,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-07-01,2025-10-24,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.369,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,-0.000142,0.0
214,2177,Unfunded Forward,180016414.0,USD,3.306,-99443.19,-94.3527,-0.006047,-3.1e-05,180016415.0,ILS,1.0,333532.47,318.38542,3.2e-05,0.006172,6.45541,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-08-25,2026-11-27,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.378,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",IDBLILIT,0.000125,0.0
214,2177,Unfunded Forward,180014842.0,EUR,3.8807,-11326542.68,-11305.06756,-0.850549,-0.004473,180014843.0,ILS,1.0,45618783.28,45440.64194,0.004633,0.880969,1569.06629,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",EURILS,כן,2025-06-04,2025-10-31,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.9987,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.030419,0.00016
214,2177,Unfunded Forward,180016718.0,USD,3.306,113649.36,113.50594,0.007275,3.8e-05,180016719.0,ILS,1.0,-377656.83,-377.18023,-3.8e-05,-0.007312,-1.9296,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-09-08,2025-10-10,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.324,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,-3.7e-05,0.0
214,2177,Unfunded Forward,180014820.0,USD,3.306,-142061.7,-141.6672,-0.00908,-4.7e-05,180014821.0,ILS,1.0,499488.95,498.10387,5e-05,0.009656,29.75211,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-06-03,2025-10-22,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.526,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",MIZBILIT,0.000576,3e-06
214,2177,Unfunded Forward,180015996.0,USD,3.306,-4500965.91,-4405.73898,-0.282383,-0.001485,180015997.0,ILS,1.0,15303284.11,15000.32499,0.001529,0.290815,434.95193,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-08-04,2026-03-13,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.404,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",IDBLILIT,0.008432,4.4e-05
214,2177,Unfunded Forward,180015424.0,USD,3.306,-6000000.0,-5981.79,-0.383399,-0.002016,180015425.0,ILS,1.0,20192400.0,20131.31799,0.002053,0.390291,355.52025,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-07-02,2025-10-24,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.371,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.006892,3.6e-05
214,2177,Unfunded Forward,180016452.0,USD,3.306,-12000000.0,-11767.5,-0.75423,-0.003967,180016453.0,ILS,1.0,40176000.0,39444.91732,0.004022,0.76473,541.56232,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-08-27,2026-02-27,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.346,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.010499,5.5e-05
214,2177,Unfunded Forward,180015210.0,USD,3.306,-5683944.21,-5656.49645,-0.362548,-0.001905,180015211.0,ILS,1.0,19672130.9,19578.15713,0.001995,0.379566,877.77989,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-06-23,2025-11-07,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.479,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.017017,8.9e-05
214,2177,Unfunded Forward,180016812.0,GBP,4.4409,-12200000.0,-12138.329,-1.045073,-0.005497,180016813.0,ILS,1.0,55108620.0,54822.05517,0.00559,1.062851,916.94992,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",GBPILS,כן,2025-09-10,2025-11-10,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",4.5167,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.017777,9.3e-05
214,2177,Unfunded Forward,180015558.0,USD,3.306,-18941.56,-18.83803,-0.001207,-6e-06,180015559.0,ILS,1.0,62940.91,62.60116,6e-06,0.001213,0.32265,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-07-09,2025-11-12,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.328,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,6e-06,0.0
214,2177,Unfunded Forward,180016912.0,USD,3.306,5000000.0,4993.69,0.320067,0.001683,180016913.0,ILS,1.0,-16738500.0,-16717.37601,-0.001704,-0.324104,-208.23687,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-09-16,2025-10-10,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.343,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,-0.004037,-2.1e-05
214,2177,Unfunded Forward,180015682.0,EUR,3.8807,-210724.86,-210.04316,-0.015802,-8.3e-05,180015683.0,ILS,1.0,832911.08,827.89862,8.4e-05,0.01605,12.78411,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",EURILS,כן,2025-07-14,2025-11-17,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.9329,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",MIZBILIT,0.000247,1e-06
214,2177,Unfunded Forward,180016444.0,USD,3.306,-359889.65,-352.91679,-0.022619,-0.000118,180016445.0,ILS,1.0,1204910.54,1182.98479,0.00012,0.022934,16.24189,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-08-27,2026-02-27,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.346,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",MIZBILIT,0.000314,1e-06
214,2177,Unfunded Forward,180015878.0,USD,3.306,-726508.8,-721.88313,-0.046267,-0.000243,180015879.0,ILS,1.0,2414915.28,2399.78583,0.000244,0.046524,13.24022,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-07-23,2025-11-19,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.332,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.000256,1e-06
214,2177,Unfunded Forward,180016460.0,USD,3.306,-94707.8,-89.85971,-0.005759,-3e-05,180016461.0,ILS,1.0,315376.98,301.05445,3e-05,0.005836,3.97825,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-08-27,2026-11-27,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.346,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",IDBLILIT,7.7e-05,0.0
214,2177,Unfunded Forward,180014994.0,USD,3.306,-7098.1,-7.07198,-0.000453,-2e-06,180014995.0,ILS,1.0,25233.76,25.14156,2e-06,0.000487,1.76161,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-06-12,2025-10-29,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.571,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",POALILIT,3.4e-05,0.0
214,2177,Unfunded Forward,180016770.0,USD,3.306,189415.6,188.84073,0.012103,6.3e-05,180016771.0,ILS,1.0,-632079.87,-630.16783,-6.4e-05,-0.012217,-5.86038,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-09-09,2025-10-24,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.335,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,-0.000113,0.0
214,2177,Unfunded Forward,180015474.0,USD,3.306,-8000000.0,-7975.72,-0.511198,-0.002689,180015475.0,ILS,1.0,26635200.0,26554.62852,0.002708,0.514822,186.8982,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-07-03,2025-10-24,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.361,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.003623,1.9e-05
214,2177,Unfunded Forward,180016764.0,USD,3.306,71030.85,70.81527,0.004538,2.3e-05,180016765.0,ILS,1.0,-236887.89,-236.1713,-2.4e-05,-0.004578,-2.05601,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-09-09,2025-10-24,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.335,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,-3.9e-05,0.0
214,2177,Unfunded Forward,180015154.0,USD,3.306,-314858.62,-310.26766,-0.019885,-0.000104,180015155.0,ILS,1.0,1097597.13,1082.3526,0.000109,0.020983,56.60771,ישראל,ישראל,"מט""ח",אחר,"מט""ח/₪",USDILS,כן,2025-06-18,2026-01-21,ללא,Delivery,קיים חוזה,גורם אחר,ללא,ללא,"תא ללא תוכן, המשך בתא הבא",3.498,"תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא","תא ללא תוכן, המשך בתא הבא",LUMIILIT,0.001097,5e-06
