מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,זירת מסחר,סיווג הקרן,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
170,12176,iShares ETFs/Ireland,54930020KNXIHXO0YU88,LEI,ISHARES JPM EM LCL GOV BND,IE00B5M4WH52,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל",Emerging Markets - Asia,LSE,"אג""ח בחו""ל - אג""ח נקובת מט""ח",לא,USD,230.0,3.306,4620.0,0.0,35.12955,0.000%,0.160%,0.049%
170,12176,iShares ETFs/Ireland,549300357UC6D7NUY405,LEI,ISHARES JPM USD EM BND USD D,IE00B2NPKV68,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל",אירלנד,LSE,"אג""ח בחו""ל - אג""ח חשופת דולר",לא,USD,480.0,3.306,9224.0,0.0,146.37381,0.001%,0.668%,0.204%
170,12176,Wisdomtree investments Inc,549300MRTM72PCY20F40,LEI,WT AT1 COCO UCITS ETF USD,IE00BZ0XVF52,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל",גלובלי,LSE,"אג""ח בחו""ל - אג""ח נקובת מט""ח",לא,USD,500.0,3.306,9166.0,0.0,151.51398,0.011%,0.691%,0.211%
170,12176,Invesco,5493002UUBXYPNHXKC32,LEI,INVESCO EUR CORP HYBRID DIST,IE00BKWD3B81,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל",Frontier Markets - Euope,אחר,"אג""ח בחו""ל - אג""ח נקובת מט""ח",לא,EUR,1040.0,3.8807,4510.0,0.0,182.02035,0.016%,0.831%,0.254%
170,12176,State Street Bank and Trust Company,549300CD2I087Y919K79,LEI,CONSUMER DISCRETIONARY SELT,US81369Y4070,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,"מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ענפים אחרים",לא,USD,41.0,3.306,23964.0,0.0,32.48224,0.000%,0.148%,0.045%
170,12176,iShares ETFs/USA,54930072GM1ADLZJ5373,LEI,ISHARES EXPANDED TECH-SOFTWA,US4642875151,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",CBOE,"Technology מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות",לא,USD,233.0,3.306,11501.0,0.0,88.59197,0.000%,0.404%,0.124%
170,12176,iShares ETFs/USA,5493004SPI3IF1GDIR85,LEI,ISHARES SEMICONDUCTOR ETF,US4642875235,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,"Technology מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות",לא,USD,42.0,3.306,27112.0,0.0,37.64555,0.000%,0.172%,0.053%
170,12176,State Street Bank and Trust Company,54930064FLK0RD4TRU75,LEI,ENERGY SELECT SECTOR SPDR,US81369Y5069,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,"מניות בחו""ל - מניות גיאוגרפי - חשופת מט""ח-אירופה - מדד אחר",לא,USD,46.0,3.306,8934.0,0.0,13.58646,0.000%,0.062%,0.019%
170,12176,State Street Bank and Trust Company,549300Y12KQ6ZG08NY28,LEI,FINANCIAL SELECT SECTOR SPDR,US81369Y6059,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,"Financial מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות",לא,USD,290.0,3.306,5387.0,0.0,51.64732,0.000%,0.236%,0.072%
170,12176,Vanguard ETF/USA,5493002789CX3L0CJP65,LEI,VANGUARD REAL ESTATE ETF,US9229085538,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,"מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ענפים אחרים",לא,USD,61.0,3.306,9142.0,0.0,18.4363,0.000%,0.084%,0.026%
170,12176,State Street Bank and Trust Company,549300Y3ODFMPD5XXL58,LEI,SS SPDR S&P BIOTECH ETF,US78464A8707,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,"Health Care מניות בחו""ל - מניות לפי ענפים בחו""ל - חשופת מט""ח-ארה""ב- מניות",לא,USD,18.0,3.306,10020.0,0.0,5.9627,0.000%,0.027%,0.008%
